Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/15-Aug-07_46.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2334333135
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/15-Aug-07_46.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
1603000	-15.477247	560	1	5	'0 Z 0 0 0 Z 0 0 0 Z Z Z 	16.704272	0.000000	16.704272	16.704272	16.704272	0.000000	16.704272	16.704272	16.704272	0.000000	0.000000	0.000000	0.000000	0.000003	0.999997	0.000000	
1604000	-13.803302	772	1	4	'Z Z Z 0 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	35.047741	35.047741	35.047741	35.047741	35.047741	35.047741	35.047741	0.000000	35.047741	0.000000	0.000001	0.999998	0.000001	
1605000	-15.267551	962	1	5	'0 0 Z 0 Z Z 0 0 0 Z 0 Z 	23.211724	23.211724	0.000000	23.211724	0.000000	0.000000	23.211724	23.211724	23.211724	0.000000	23.211724	0.000000	0.000001	0.000000	0.999999	0.000000	
1606000	-15.211635	226	1	7	'Z 0 Z Z Z Z 0 0 0 Z Z 0 	0.000000	17.539093	0.000000	0.000000	0.000000	0.000000	17.539093	17.539093	17.539093	0.000000	0.000000	17.539093	0.000002	0.000000	0.998784	0.001214	
1607000	-14.667405	800	1	4	'Z Z Z 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	23.806255	23.806255	23.806255	23.806255	23.806255	23.806255	23.806255	23.806255	0.000000	0.000000	0.000021	0.999979	0.000000	
1608000	-15.822357	398	1	5	'Z 0 0 Z 0 0 0 0 0 Z Z Z 	0.000000	19.493842	19.493842	0.000000	19.493842	19.493842	19.493842	19.493842	19.493842	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
1609000	-15.405125	470	1	5	'0 0 Z Z 0 Z 0 0 0 0 Z Z 	17.305114	17.305114	0.000000	0.000000	17.305114	0.000000	17.305114	17.305114	17.305114	17.305114	0.000000	0.000000	0.000005	0.000005	0.999991	0.000000	
1610000	-15.019180	618	1	5	'Z 0 0 Z Z Z 0 0 0 Z 0 0 	0.000000	20.004957	20.004957	0.000000	0.000000	0.000000	20.004957	20.004957	20.004957	0.000000	20.004957	20.004957	0.000115	0.000000	0.999562	0.000322	
1611000	-13.356038	412	1	3	'0 0 0 Z Z 0 0 0 0 Z 0 0 	41.888290	41.888290	41.888290	0.000000	0.000000	41.888290	41.888290	41.888290	41.888290	0.000000	41.888290	41.888290	0.000046	0.000000	0.999893	0.000061	
1612000	-15.668920	292	1	6	'0 0 Z Z Z Z 0 0 0 Z 0 Z 	17.836782	17.836782	0.000000	0.000000	0.000000	0.000000	17.836782	17.836782	17.836782	0.000000	17.836782	0.000000	0.000000	0.000000	1.000000	0.000000	
1613000	-15.305310	502	1	4	'0 Z 0 Z 0 Z 0 0 0 0 0 Z 	26.209755	0.000000	26.209755	0.000000	26.209755	0.000000	26.209755	26.209755	26.209755	26.209755	26.209755	0.000000	0.000000	0.000000	1.000000	0.000000	
1614000	-14.758301	993	1	3	'Z 0 0 Z 0 0 0 0 0 0 Z 0 	0.000000	33.188512	33.188512	0.000000	33.188512	33.188512	33.188512	33.188512	33.188512	33.188512	0.000000	33.188512	0.000005	0.000005	0.999981	0.000008	
1615000	-14.598265	540	1	6	'Z Z Z 0 0 Z 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	27.852579	27.852579	0.000000	27.852579	27.852579	27.852579	0.000000	27.852579	0.000000	0.000000	0.000010	0.999990	0.000000	
1616000	-14.730569	722	1	1	'0 Z 0 0 0 0 0 0 0 0 0 0 	30.352995	0.000000	30.352995	30.352995	30.352995	30.352995	30.352995	30.352995	30.352995	30.352995	30.352995	30.352995	0.000000	0.000013	0.999974	0.000013	
1617000	-16.439446	427	1	5	'Z Z 0 0 0 0 0 0 0 Z Z Z 	0.000000	0.000000	10.208969	10.208969	10.208969	10.208969	10.208969	10.208969	10.208969	0.000000	0.000000	0.000000	0.000000	0.000001	0.999999	0.000000	
1618000	-12.523402	864	1	3	'0 Z Z 0 Z 0 0 0 0 0 0 0 	74.803207	0.000000	0.000000	74.803207	0.000000	74.803207	74.803207	74.803207	74.803207	74.803207	74.803207	74.803207	0.000000	0.000000	0.998600	0.001400	
1619000	-15.744783	314	1	7	'Z Z Z Z Z Z 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.222950	17.222950	17.222950	17.222950	17.222950	0.000000	0.000000	0.000000	1.000000	0.000000	
1620000	-16.433163	156	1	3	'0 0 0 Z 0 Z 0 0 0 0 0 Z 	13.192240	13.192240	13.192240	0.000000	13.192240	0.000000	13.192240	13.192240	13.192240	13.192240	13.192240	0.000000	0.000010	0.000002	0.999987	0.000000	
1621000	-17.519502	431	1	3	'0 0 Z 0 0 0 0 0 0 0 Z Z 	12.739230	12.739230	0.000000	12.739230	12.739230	12.739230	12.739230	12.739230	12.739230	12.739230	0.000000	0.000000	0.000000	0.000002	0.999998	0.000000	
1622000	-13.899838	969	1	6	'Z Z Z Z 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	31.299217	31.299217	31.299217	31.299217	31.299217	0.000000	31.299217	0.000000	0.000000	0.000015	0.999985	0.000000	
1623000	-14.426518	41	1	5	'Z Z Z Z 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	30.719443	30.719443	30.719443	30.719443	30.719443	0.000000	30.719443	30.719443	0.000000	0.000022	0.996785	0.003192	
1624000	-13.992413	55	1	7	'Z Z Z Z Z Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	27.539822	27.539822	27.539822	0.000000	27.539822	27.539822	0.000000	0.000000	0.999911	0.000089	
1625000	-13.670024	474	1	3	'0 0 Z 0 0 0 0 0 0 0 Z Z 	39.106404	39.106404	0.000000	39.106404	39.106404	39.106404	39.106404	39.106404	39.106404	39.106404	0.000000	0.000000	0.000012	0.000028	0.999961	0.000000	
1626000	-13.305871	810	1	5	'Z 0 Z Z Z 0 0 0 0 Z 0 0 	0.000000	49.106438	0.000000	0.000000	0.000000	49.106438	49.106438	49.106438	49.106438	0.000000	49.106438	49.106438	0.000019	0.000000	0.998427	0.001554	
1627000	-13.447113	396	1	5	'Z Z 0 Z 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	58.114833	0.000000	58.114833	58.114833	58.114833	58.114833	58.114833	0.000000	58.114833	0.000000	0.000000	0.000030	0.999970	0.000000	
1628000	-15.953616	292	1	4	'0 Z Z 0 Z Z 0 0 0 0 0 0 	16.250259	0.000000	0.000000	16.250259	0.000000	0.000000	16.250259	16.250259	16.250259	16.250259	16.250259	16.250259	0.000000	0.000000	1.000000	0.000000	
1629000	-14.191131	608	1	5	'Z 0 0 Z Z Z 0 0 0 Z 0 0 	0.000000	29.659649	29.659649	0.000000	0.000000	0.000000	29.659649	29.659649	29.659649	0.000000	29.659649	29.659649	0.000071	0.000000	0.998556	0.001373	
1630000	-14.125161	971	1	6	'0 0 Z Z Z Z 0 0 0 Z 0 Z 	41.282740	41.282740	0.000000	0.000000	0.000000	0.000000	41.282740	41.282740	41.282740	0.000000	41.282740	0.000000	0.000018	0.000000	0.999982	0.000000	
1631000	-14.542161	68	1	4	'0 0 Z 0 Z 0 0 0 0 Z Z 0 	31.841447	31.841447	0.000000	31.841447	0.000000	31.841447	31.841447	31.841447	31.841447	0.000000	0.000000	31.841447	0.000000	0.000000	0.999993	0.000006	
1632000	-13.512621	9	1	2	'Z 0 0 0 0 0 0 0 0 Z 0 0 	0.000000	50.170332	50.170332	50.170332	50.170332	50.170332	50.170332	50.170332	50.170332	0.000000	50.170332	50.170332	0.000148	0.000058	0.996929	0.002865	
1633000	-16.960263	647	1	6	'Z Z 0 Z Z 0 0 0 0 Z Z 0 	0.000000	0.000000	12.035590	0.000000	0.000000	12.035590	12.035590	12.035590	12.035590	0.000000	0.000000	12.035590	0.000000	0.000000	0.999045	0.000955	
1634000	-15.238779	216	1	4	'Z 0 0 Z 0 Z 0 0 0 0 Z 0 	0.000000	29.959362	29.959362	0.000000	29.959362	0.000000	29.959362	29.959362	29.959362	29.959362	0.000000	29.959362	0.000024	0.000004	0.998712	0.001259	
1635000	-14.183920	615	2	6	'Z 1 Z Z Z 0 0 0 0 Z Z 1 	0.000000	9.260556	0.000000	0.000000	0.000000	39.228584	39.228584	39.228584	39.228584	0.000000	0.000000	9.260556	0.000001	0.000000	0.999972	0.000027	
1636000	-14.198516	950	1	5	'0 0 0 Z 0 Z 0 0 0 Z Z Z 	36.361530	36.361530	36.361530	0.000000	36.361530	0.000000	36.361530	36.361530	36.361530	0.000000	0.000000	0.000000	0.000291	0.000021	0.999688	0.000000	
1637000	-14.477083	796	1	3	'0 0 Z 0 0 0 0 0 0 Z 0 Z 	29.979974	29.979974	0.000000	29.979974	29.979974	29.979974	29.979974	29.979974	29.979974	0.000000	29.979974	0.000000	0.000000	0.000002	0.999998	0.000000	
1638000	-14.622745	544	1	1	'0 0 0 Z 0 0 0 0 0 0 0 0 	20.982821	20.982821	20.982821	0.000000	20.982821	20.982821	20.982821	20.982821	20.982821	20.982821	20.982821	20.982821	0.000028	0.000028	0.999891	0.000052	
1639000	-14.924332	486	1	5	'Z Z Z 0 Z Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	20.091294	0.000000	0.000000	20.091294	20.091294	20.091294	20.091294	20.091294	20.091294	0.000000	0.000000	0.998428	0.001572	
1640000	-13.359277	463	1	6	'Z Z 0 0 0 Z 0 0 0 Z Z Z 	0.000000	0.000000	37.735412	37.735412	37.735412	0.000000	37.735412	37.735412	37.735412	0.000000	0.000000	0.000000	0.000000	0.000015	0.999985	0.000000	
1641000	-15.351718	352	1	3	'Z 0 0 Z Z 0 0 0 0 0 0 0 	0.000000	26.194094	26.194094	0.000000	0.000000	26.194094	26.194094	26.194094	26.194094	26.194094	26.194094	26.194094	0.000006	0.000000	0.999989	0.000006	
1642000	-16.340667	264	1	7	'Z Z 0 Z Z Z 0 0 0 Z Z 0 	0.000000	0.000000	15.627694	0.000000	0.000000	0.000000	15.627694	15.627694	15.627694	0.000000	0.000000	15.627694	0.000000	0.000000	0.998569	0.001431	
1643000	-18.179830	563	1	6	'Z Z Z Z Z Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.022987	7.022987	7.022987	7.022987	7.022987	7.022987	0.000000	0.000000	0.999893	0.000107	
1644000	-14.835229	70	1	5	'Z 0 0 0 Z Z 0 0 0 Z Z 0 	0.000000	25.315448	25.315448	25.315448	0.000000	0.000000	25.315448	25.315448	25.315448	0.000000	0.000000	25.315448	0.000053	0.000000	0.996937	0.003010	
1645000	-16.310277	828	2	5	'Z Z Z Z 0 0 0 1 1 0 0 Z 	0.000000	0.000000	0.000000	0.000000	2.938919	2.938919	2.938919	20.770639	20.770639	2.938919	2.938919	0.000000	0.000000	0.000000	1.000000	0.000000	
1646000	-13.549393	97	1	4	'Z Z Z 0 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	38.394870	38.394870	0.000000	38.394870	38.394870	38.394870	38.394870	38.394870	38.394870	0.000000	0.000028	0.995390	0.004582	
1647000	-12.545783	755	1	6	'0 0 Z Z Z 0 0 0 0 Z Z Z 	58.016570	58.016570	0.000000	0.000000	0.000000	58.016570	58.016570	58.016570	58.016570	0.000000	0.000000	0.000000	0.000057	0.000000	0.999943	0.000000	
1648000	-13.549411	890	1	6	'Z 0 0 Z Z 0 0 0 0 Z Z Z 	0.000000	38.602647	38.602647	0.000000	0.000000	38.602647	38.602647	38.602647	38.602647	0.000000	0.000000	0.000000	0.000080	0.000000	0.999920	0.000000	
1649000	-14.680634	158	1	4	'Z Z 0 0 Z 0 0 0 0 0 0 Z 	0.000000	0.000000	27.700051	27.700051	0.000000	27.700051	27.700051	27.700051	27.700051	27.700051	27.700051	0.000000	0.000000	0.000000	1.000000	0.000000	
1650000	-14.103419	714	1	2	'0 Z 0 0 0 0 0 0 0 0 0 Z 	36.006548	0.000000	36.006548	36.006548	36.006548	36.006548	36.006548	36.006548	36.006548	36.006548	36.006548	0.000000	0.000000	0.000002	0.999998	0.000000	
1651000	-13.861661	823	1	4	'Z 0 0 0 0 Z 0 0 0 0 Z Z 	0.000000	31.519312	31.519312	31.519312	31.519312	0.000000	31.519312	31.519312	31.519312	31.519312	0.000000	0.000000	0.000047	0.000007	0.999946	0.000000	
1652000	-13.041742	689	1	6	'Z Z Z Z Z 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	88.684138	88.684138	88.684138	88.684138	0.000000	88.684138	88.684138	0.000000	0.000000	0.997264	0.002736	
1653000	-13.331707	222	1	6	'Z Z Z 0 Z Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	46.596477	0.000000	0.000000	46.596477	46.596477	46.596477	0.000000	46.596477	46.596477	0.000000	0.000000	0.997069	0.002931	
1654000	-14.962598	923	1	7	'Z Z Z Z Z Z 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	29.274112	29.274112	29.274112	29.274112	29.274112	0.000000	0.000000	0.000000	1.000000	0.000000	
1655000	-13.929594	526	1	7	'Z 0 Z Z Z Z 0 0 0 0 Z Z 	0.000000	38.529093	0.000000	0.000000	0.000000	0.000000	38.529093	38.529093	38.529093	38.529093	0.000000	0.000000	0.000002	0.000000	0.999998	0.000000	
1656000	-14.456740	892	1	3	'Z Z 0 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	24.173209	24.173209	24.173209	24.173209	24.173209	24.173209	24.173209	24.173209	24.173209	0.000000	0.000000	0.000001	0.999999	0.000000	
1657000	-12.712202	807	1	6	'0 Z Z 0 Z Z 0 0 0 Z 0 Z 	52.892518	0.000000	0.000000	52.892518	0.000000	0.000000	52.892518	52.892518	52.892518	0.000000	52.892518	0.000000	0.000000	0.000000	1.000000	0.000000	
1658000	-14.209256	326	1	5	'0 Z Z 0 0 0 0 0 0 Z Z Z 	34.451134	0.000000	0.000000	34.451134	34.451134	34.451134	34.451134	34.451134	34.451134	0.000000	0.000000	0.000000	0.000000	0.000029	0.999971	0.000000	
1659000	-12.561410	778	1	3	'0 0 0 0 0 0 0 0 0 Z Z Z 	70.924113	70.924113	70.924113	70.924113	70.924113	70.924113	70.924113	70.924113	70.924113	0.000000	0.000000	0.000000	0.000917	0.000190	0.998893	0.000000	
1660000	-13.077580	566	1	6	'0 Z Z 0 Z 0 0 0 0 Z Z Z 	50.883523	0.000000	0.000000	50.883523	0.000000	50.883523	50.883523	50.883523	50.883523	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
1661000	-13.187400	942	1	5	'Z 0 0 Z 0 0 0 0 0 Z Z Z 	0.000000	54.338005	54.338005	0.000000	54.338005	54.338005	54.338005	54.338005	54.338005	0.000000	0.000000	0.000000	0.000083	0.000040	0.999877	0.000000	
1662000	-13.632148	155	1	3	'0 0 0 0 0 0 0 0 0 Z Z Z 	35.383041	35.383041	35.383041	35.383041	35.383041	35.383041	35.383041	35.383041	35.383041	0.000000	0.000000	0.000000	0.000024	0.000023	0.999952	0.000000	
1663000	-13.368266	848	1	6	'0 Z Z Z 0 Z 0 0 0 Z Z 0 	53.784501	0.000000	0.000000	0.000000	53.784501	0.000000	53.784501	53.784501	53.784501	0.000000	0.000000	53.784501	0.000000	0.000005	0.999989	0.000006	
1664000	-16.046335	952	1	4	'Z 0 0 Z 0 Z 0 0 0 0 0 Z 	0.000000	17.052633	17.052633	0.000000	17.052633	0.000000	17.052633	17.052633	17.052633	17.052633	17.052633	0.000000	0.000003	0.000003	0.999994	0.000000	
1665000	-15.248624	676	1	4	'0 Z Z 0 Z Z 0 0 0 0 0 0 	25.394673	0.000000	0.000000	25.394673	0.000000	0.000000	25.394673	25.394673	25.394673	25.394673	25.394673	25.394673	0.000000	0.000000	0.999510	0.000490	
1666000	-20.361116	315	1	5	'Z 0 Z 0 0 Z 0 0 0 Z Z 0 	0.000000	3.555314	0.000000	3.555314	3.555314	0.000000	3.555314	3.555314	3.555314	0.000000	0.000000	3.555314	0.000000	0.000000	0.999923	0.000076	
1667000	-14.524770	693	1	1	'0 0 0 0 Z 0 0 0 0 0 0 0 	33.943696	33.943696	33.943696	33.943696	0.000000	33.943696	33.943696	33.943696	33.943696	33.943696	33.943696	33.943696	0.000125	0.000000	0.998337	0.001538	
1668000	-15.096828	522	1	3	'0 Z 0 Z 0 0 0 0 0 Z 0 0 	22.914573	0.000000	22.914573	0.000000	22.914573	22.914573	22.914573	22.914573	22.914573	0.000000	22.914573	22.914573	0.000000	0.000002	0.999907	0.000091	
1669000	-14.568327	887	1	6	'0 0 Z Z Z 0 0 0 0 Z Z Z 	23.747862	23.747862	0.000000	0.000000	0.000000	23.747862	23.747862	23.747862	23.747862	0.000000	0.000000	0.000000	0.000002	0.000000	0.999998	0.000000	
1670000	-13.349807	979	1	4	'Z 0 Z 0 Z 0 0 0 0 0 0 Z 	0.000000	39.615192	0.000000	39.615192	0.000000	39.615192	39.615192	39.615192	39.615192	39.615192	39.615192	0.000000	0.000019	0.000000	0.999981	0.000000	
1671000	-15.620633	203	1	4	'0 0 0 Z Z Z 0 0 0 0 0 Z 	16.018244	16.018244	16.018244	0.000000	0.000000	0.000000	16.018244	16.018244	16.018244	16.018244	16.018244	0.000000	0.000003	0.000000	0.999997	0.000000	
1672000	-13.399486	198	1	4	'Z Z 0 Z 0 0 0 0 0 0 Z 0 	0.000000	0.000000	45.241331	0.000000	45.241331	45.241331	45.241331	45.241331	45.241331	45.241331	0.000000	45.241331	0.000000	0.000042	0.998614	0.001344	
1673000	-14.291368	641	1	5	'0 Z 0 0 Z 0 0 0 0 Z Z Z 	21.715038	0.000000	21.715038	21.715038	0.000000	21.715038	21.715038	21.715038	21.715038	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
1674000	-13.362080	674	1	4	'0 Z 0 Z 0 Z 0 0 0 0 0 Z 	38.068016	0.000000	38.068016	0.000000	38.068016	0.000000	38.068016	38.068016	38.068016	38.068016	38.068016	0.000000	0.000000	0.000016	0.999984	0.000000	
1675000	-13.326414	339	1	5	'0 Z 0 Z Z 0 0 0 0 Z 0 Z 	38.051259	0.000000	38.051259	0.000000	0.000000	38.051259	38.051259	38.051259	38.051259	0.000000	38.051259	0.000000	0.000000	0.000000	1.000000	0.000000	
1676000	-14.378399	130	1	4	'Z 0 0 Z 0 0 0 0 0 Z Z 0 	0.000000	30.715269	30.715269	0.000000	30.715269	30.715269	30.715269	30.715269	30.715269	0.000000	0.000000	30.715269	0.000001	0.000005	0.999992	0.000001	
1677000	-15.361809	470	1	5	'0 0 Z 0 Z Z 0 0 0 Z Z 0 	17.589669	17.589669	0.000000	17.589669	0.000000	0.000000	17.589669	17.589669	17.589669	0.000000	0.000000	17.589669	0.000005	0.000000	0.999754	0.000241	
1678000	-14.966878	196	1	6	'0 0 Z 0 Z Z 0 0 0 Z Z Z 	17.191693	17.191693	0.000000	17.191693	0.000000	0.000000	17.191693	17.191693	17.191693	0.000000	0.000000	0.000000	0.000002	0.000000	0.999998	0.000000	
1679000	-13.052692	395	1	2	'0 0 0 Z 0 Z 0 0 0 0 0 0 	54.206621	54.206621	54.206621	0.000000	54.206621	0.000000	54.206621	54.206621	54.206621	54.206621	54.206621	54.206621	0.000208	0.000033	0.998158	0.001601	
1680000	-15.501341	497	1	4	'0 Z 0 Z 0 Z 0 0 0 0 Z 0 	12.456970	0.000000	12.456970	0.000000	12.456970	0.000000	12.456970	12.456970	12.456970	12.456970	0.000000	12.456970	0.000000	0.000024	0.999951	0.000024	
1681000	-15.662546	172	1	5	'Z Z 0 Z Z Z 0 0 0 0 0 0 	0.000000	0.000000	15.581813	0.000000	0.000000	0.000000	15.581813	15.581813	15.581813	15.581813	15.581813	15.581813	0.000000	0.000000	0.999806	0.000194	
1682000	-14.356379	90	1	3	'0 0 0 Z Z 0 0 0 0 0 0 Z 	26.375113	26.375113	26.375113	0.000000	0.000000	26.375113	26.375113	26.375113	26.375113	26.375113	26.375113	0.000000	0.000074	0.000000	0.999926	0.000000	
1683000	-16.102424	36	1	7	'Z Z Z Z 0 Z 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	16.278631	0.000000	16.278631	16.278631	16.278631	0.000000	16.278631	0.000000	0.000000	0.000002	0.999998	0.000000	
1684000	-16.381055	33	1	4	'Z 0 Z Z 0 Z 0 0 0 0 0 0 	0.000000	19.882572	0.000000	0.000000	19.882572	0.000000	19.882572	19.882572	19.882572	19.882572	19.882572	19.882572	0.000002	0.000002	0.998404	0.001592	
1685000	-13.047025	563	1	5	'0 0 Z Z 0 Z 0 0 0 0 Z Z 	49.615868	49.615868	0.000000	0.000000	49.615868	0.000000	49.615868	49.615868	49.615868	49.615868	0.000000	0.000000	0.000031	0.000030	0.999938	0.000000	
1686000	-14.505829	926	1	3	'0 Z 0 0 Z 0 0 0 0 Z 0 0 	29.841550	0.000000	29.841550	29.841550	0.000000	29.841550	29.841550	29.841550	29.841550	0.000000	29.841550	29.841550	0.000000	0.000000	0.999287	0.000713	
1687000	-15.088795	392	1	3	'0 Z Z 0 0 Z 0 0 0 0 0 0 	27.841867	0.000000	0.000000	27.841867	27.841867	0.000000	27.841867	27.841867	27.841867	27.841867	27.841867	27.841867	0.000000	0.000007	0.998626	0.001367	
1688000	-15.742939	94	1	6	'Z Z Z 0 0 Z 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	12.669013	12.669013	0.000000	12.669013	12.669013	12.669013	0.000000	0.000000	12.669013	0.000000	0.000001	0.999667	0.000332	
1689000	-14.743299	256	1	4	'0 Z 0 Z Z Z 0 0 0 0 0 0 	25.602605	0.000000	25.602605	0.000000	0.000000	0.000000	25.602605	25.602605	25.602605	25.602605	25.602605	25.602605	0.000000	0.000000	0.999945	0.000055	
1690000	-15.106448	279	1	6	'0 Z Z Z Z Z 0 0 0 0 Z 0 	17.585198	0.000000	0.000000	0.000000	0.000000	0.000000	17.585198	17.585198	17.585198	17.585198	0.000000	17.585198	0.000000	0.000000	0.999331	0.000669	
1691000	-14.307433	186	1	2	'0 0 0 0 Z Z 0 0 0 0 0 0 	27.687996	27.687996	27.687996	27.687996	0.000000	0.000000	27.687996	27.687996	27.687996	27.687996	27.687996	27.687996	0.000231	0.000000	0.998784	0.000986	
1692000	-14.675841	153	1	3	'Z 0 Z 0 0 0 0 0 0 0 0 Z 	0.000000	19.910295	0.000000	19.910295	19.910295	19.910295	19.910295	19.910295	19.910295	19.910295	19.910295	0.000000	0.000009	0.000017	0.999973	0.000000	
1693000	-14.843753	506	1	5	'0 0 Z Z Z Z 0 0 0 Z 0 0 	30.933197	30.933197	0.000000	0.000000	0.000000	0.000000	30.933197	30.933197	30.933197	0.000000	30.933197	30.933197	0.000006	0.000000	0.998526	0.001468	
1694000	-12.971423	708	1	4	'Z Z Z 0 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	52.446139	52.446139	52.446139	52.446139	52.446139	52.446139	0.000000	52.446139	52.446139	0.000000	0.000096	0.998496	0.001408	
1695000	-17.035715	735	2	5	'Z Z 1 Z Z 1 1 1 1 0 Z 1 	0.000000	0.000000	15.415104	0.000000	0.000000	15.415104	15.415104	15.415104	15.415104	15.763129	0.000000	15.415104	0.000000	0.000000	0.999153	0.000847	
1696000	-14.423988	391	1	2	'0 0 Z 0 Z 0 0 0 0 0 0 0 	28.611310	28.611310	0.000000	28.611310	0.000000	28.611310	28.611310	28.611310	28.611310	28.611310	28.611310	28.611310	0.000011	0.000000	0.998188	0.001801	
1697000	-13.227036	277	1	6	'0 Z 0 Z Z Z 0 0 0 Z Z 0 	42.080153	0.000000	42.080153	0.000000	0.000000	0.000000	42.080153	42.080153	42.080153	0.000000	0.000000	42.080153	0.000000	0.000000	0.998512	0.001488	
1698000	-14.618369	239	1	2	'0 0 0 0 0 0 0 0 0 Z Z 0 	36.003564	36.003564	36.003564	36.003564	36.003564	36.003564	36.003564	36.003564	36.003564	0.000000	0.000000	36.003564	0.000047	0.000024	0.998272	0.001656	
1699000	-12.605476	727	1	3	'0 0 0 0 0 Z 0 0 0 Z Z 0 	51.171454	51.171454	51.171454	51.171454	51.171454	0.000000	51.171454	51.171454	51.171454	0.000000	0.000000	51.171454	0.001154	0.000041	0.996827	0.001978	
1700000	-15.443182	676	1	3	'Z 0 0 0 Z Z 0 0 0 0 0 0 	0.000000	23.619004	23.619004	23.619004	0.000000	0.000000	23.619004	23.619004	23.619004	23.619004	23.619004	23.619004	0.000016	0.000000	0.999527	0.000457	
1701000	-11.983990	849	1	6	'0 Z Z 0 Z Z 0 0 0 Z 0 Z 	78.967741	0.000000	0.000000	78.967741	0.000000	0.000000	78.967741	78.967741	78.967741	0.000000	78.967741	0.000000	0.000000	0.000000	1.000000	0.000000	
1702000	-13.914956	866	1	5	'Z Z Z 0 Z 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	43.469150	0.000000	43.469150	43.469150	43.469150	43.469150	0.000000	43.469150	43.469150	0.000000	0.000000	0.999999	0.000001	
1703000	-14.373232	426	1	5	'Z 0 0 Z Z Z 0 0 0 0 0 Z 	0.000000	35.344613	35.344613	0.000000	0.000000	0.000000	35.344613	35.344613	35.344613	35.344613	35.344613	0.000000	0.000001	0.000000	0.999999	0.000000	
1704000	-15.367155	613	1	1	'0 0 0 0 0 0 0 0 0 0 0 Z 	19.959825	19.959825	19.959825	19.959825	19.959825	19.959825	19.959825	19.959825	19.959825	19.959825	19.959825	0.000000	0.000019	0.000006	0.999975	0.000000	
1705000	-14.283926	345	1	1	'0 Z 0 0 0 0 0 0 0 0 0 0 	37.674000	0.000000	37.674000	37.674000	37.674000	37.674000	37.674000	37.674000	37.674000	37.674000	37.674000	37.674000	0.000000	0.000030	0.998221	0.001748	
1706000	-17.010670	543	1	6	'Z Z Z 0 0 Z 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	10.911133	10.911133	0.000000	10.911133	10.911133	10.911133	0.000000	0.000000	10.911133	0.000000	0.000001	0.999494	0.000505	
1707000	-12.712816	504	1	4	'Z 0 0 0 Z Z 0 0 0 0 Z 0 	0.000000	53.789126	53.789126	53.789126	0.000000	0.000000	53.789126	53.789126	53.789126	53.789126	0.000000	53.789126	0.000269	0.000000	0.995845	0.003886	
