Options:
Model:                           MultiState
Tree File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.bttrees
Data File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.btdata
Log File Name:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/07-Nov-2019-11_38.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            182092359
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/07-Nov-2019-11_38.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      800
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
950000	-17.699408	761	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	0.525854	0.525854	0.000000	0.000000	0.525854	0.525854	0.000000	0.000000	0.525854	0.525854	0.525854	0.525854	0.246784	0.236633	0.273182	0.243401	
1000000	-19.392231	328	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	27.916751	27.916751	27.916751	27.916751	27.916751	27.916751	0.000000	0.000000	27.916751	27.916751	27.916751	27.916751	0.250000	0.250000	0.250000	0.250000	
1050000	-17.825898	447	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	0.656022	0.656022	0.000000	0.656022	0.656022	0.000000	0.000000	0.000000	0.656022	0.000000	0.656022	0.656022	0.248935	0.248917	0.253921	0.248228	
1100000	-19.396891	751	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	3.866113	3.866113	0.000000	3.866113	3.866113	0.000000	0.000000	0.000000	3.866113	0.000000	3.866113	3.866113	0.250000	0.250000	0.250000	0.250000	
1150000	-19.404816	657	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	15.511382	15.511382	0.000000	15.511382	15.511382	0.000000	0.000000	15.511382	15.511382	15.511382	15.511382	0.250000	0.250000	0.250000	0.250000	
1200000	-19.519491	278	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	9.998105	9.998105	9.998105	9.998105	9.998105	0.000000	0.000000	0.000000	9.998105	9.998105	9.998105	9.998105	0.250000	0.250000	0.250000	0.250000	
1250000	-20.454340	186	1	4	'0 0 Z 0 0 Z Z Z 0 0 0 0 	21.015255	21.015255	0.000000	21.015255	21.015255	0.000000	0.000000	0.000000	21.015255	21.015255	21.015255	21.015255	0.250000	0.250000	0.250000	0.250000	
1300000	-17.955953	788	1	8	'0 Z 0 Z Z Z Z Z 0 0 Z Z 	0.226781	0.000000	0.226781	0.000000	0.000000	0.000000	0.000000	0.000000	0.226781	0.226781	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
1350000	-19.323831	606	1	4	'0 0 0 0 0 0 0 Z Z Z Z 0 	3.930179	3.930179	3.930179	3.930179	3.930179	3.930179	3.930179	0.000000	0.000000	0.000000	0.000000	3.930179	0.250000	0.250000	0.250000	0.250000	
1400000	-18.214833	796	1	3	'Z 0 0 0 0 0 Z Z 0 0 0 0 	0.000000	1.055213	1.055213	1.055213	1.055213	1.055213	0.000000	0.000000	1.055213	1.055213	1.055213	1.055213	0.247760	0.247737	0.256765	0.247737	
1450000	-20.634819	369	1	3	'0 0 0 0 0 0 0 Z Z 0 Z 0 	0.873194	0.873194	0.873194	0.873194	0.873194	0.873194	0.873194	0.000000	0.000000	0.873194	0.000000	0.873194	0.249319	0.249318	0.252041	0.249321	
1500000	-21.069803	217	1	4	'0 0 0 0 0 Z 0 Z Z 0 Z 0 	14.397048	14.397048	14.397048	14.397048	14.397048	0.000000	14.397048	0.000000	0.000000	14.397048	0.000000	14.397048	0.250000	0.250000	0.250000	0.250000	
1550000	-16.848004	725	2	5	'1 1 Z 0 Z 1 Z Z 1 Z 1 0 	3.294439	3.294439	0.000000	13.540293	0.000000	3.294439	0.000000	0.000000	3.294439	0.000000	3.294439	13.540293	0.249996	0.249995	0.250005	0.250003	
1600000	-18.403111	447	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	0.256719	0.000000	0.256719	0.256719	0.256719	0.000000	0.000000	0.256719	0.000000	0.256719	0.256719	0.136196	0.189067	0.454987	0.219750	
1650000	-18.033267	638	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	2.056375	0.000000	2.056375	2.056375	2.056375	0.000000	0.000000	2.056375	0.000000	2.056375	2.056375	0.250046	0.250007	0.249963	0.249983	
1700000	-19.374790	757	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	10.841697	10.841697	10.841697	10.841697	10.841697	0.000000	0.000000	0.000000	10.841697	0.000000	10.841697	10.841697	0.250000	0.250000	0.250000	0.250000	
1750000	-19.332525	41	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	9.441550	9.441550	9.441550	9.441550	9.441550	9.441550	0.000000	0.000000	9.441550	9.441550	0.000000	9.441550	0.250000	0.250000	0.250000	0.250000	
1800000	-19.048120	776	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	13.703056	13.703056	13.703056	0.000000	13.703056	0.000000	0.000000	0.000000	13.703056	13.703056	0.000000	13.703056	0.250000	0.250000	0.250000	0.250000	
1850000	-23.343928	129	1	3	'Z 0 Z 0 0 0 0 0 0 Z 0 0 	0.000000	0.032039	0.000000	0.032039	0.032039	0.032039	0.032039	0.032039	0.032039	0.000000	0.032039	0.032039	0.001969	0.007583	0.952197	0.038251	
1900000	-18.871292	150	1	5	'Z Z 0 0 0 0 Z Z 0 Z 0 0 	0.000000	0.000000	1.442714	1.442714	1.442714	1.442714	0.000000	0.000000	1.442714	0.000000	1.442714	1.442714	0.246988	0.249665	0.252344	0.251003	
1950000	-20.821541	179	1	4	'Z 0 0 0 0 0 0 Z Z Z 0 0 	0.000000	1.243133	1.243133	1.243133	1.243133	1.243133	1.243133	0.000000	0.000000	0.000000	1.243133	1.243133	0.249586	0.249574	0.251284	0.249556	
2000000	-19.844382	187	1	3	'0 0 Z 0 0 0 Z Z 0 0 0 0 	31.376148	31.376148	0.000000	31.376148	31.376148	31.376148	0.000000	0.000000	31.376148	31.376148	31.376148	31.376148	0.250000	0.250000	0.250000	0.250000	
2050000	-20.531936	546	1	5	'0 0 0 0 Z Z Z Z 0 0 Z 0 	9.704539	9.704539	9.704539	9.704539	0.000000	0.000000	0.000000	0.000000	9.704539	9.704539	0.000000	9.704539	0.250000	0.249999	0.250000	0.250000	
2100000	-18.892510	205	1	5	'0 0 0 0 Z Z Z Z 0 0 Z 0 	1.198961	1.198961	1.198961	1.198961	0.000000	0.000000	0.000000	0.000000	1.198961	1.198961	0.000000	1.198961	0.247408	0.212736	0.276594	0.263262	
2150000	-19.438151	270	1	3	'0 0 0 Z 0 0 Z Z 0 0 0 0 	8.393559	8.393559	8.393559	0.000000	8.393559	8.393559	0.000000	0.000000	8.393559	8.393559	8.393559	8.393559	0.250000	0.250000	0.250000	0.250000	
2200000	-17.487179	621	2	4	'1 Z Z 1 1 1 Z Z 1 1 1 0 	0.628777	0.000000	0.000000	0.628777	0.628777	0.628777	0.000000	0.000000	0.628777	0.628777	0.628777	2.843579	0.126537	0.234677	0.347204	0.291582	
2250000	-19.448809	515	2	5	'0 Z 0 Z 0 1 Z Z 0 1 Z 1 	7.243916	0.000000	7.243916	0.000000	7.243916	16.280370	0.000000	0.000000	7.243916	16.280370	0.000000	16.280370	0.250000	0.250000	0.250000	0.250000	
2300000	-17.928870	399	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	1.650630	1.650630	1.650630	0.000000	1.650630	0.000000	0.000000	0.000000	1.650630	1.650630	0.000000	1.650630	0.248682	0.243846	0.255819	0.251653	
2350000	-18.655346	150	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	2.771877	2.771877	2.771877	2.771877	2.771877	2.771877	0.000000	0.000000	2.771877	0.000000	2.771877	2.771877	0.250000	0.250000	0.250000	0.250000	
2400000	-19.640318	681	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	5.582411	5.582411	5.582411	5.582411	0.000000	5.582411	0.000000	0.000000	5.582411	5.582411	0.000000	5.582411	0.250000	0.250000	0.250000	0.250000	
2450000	-19.529900	658	1	5	'Z 0 0 0 Z Z Z Z 0 0 0 0 	0.000000	0.779575	0.779575	0.779575	0.000000	0.000000	0.000000	0.000000	0.779575	0.779575	0.779575	0.779575	0.268110	0.211139	0.273994	0.246757	
2500000	-19.037607	738	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	16.507080	16.507080	16.507080	16.507080	16.507080	0.000000	0.000000	16.507080	0.000000	16.507080	16.507080	0.250000	0.250000	0.250000	0.250000	
2550000	-19.709353	50	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	28.239162	28.239162	0.000000	0.000000	28.239162	28.239162	0.000000	0.000000	28.239162	28.239162	28.239162	28.239162	0.250000	0.250000	0.250000	0.250000	
2600000	-20.742165	650	1	3	'0 0 0 0 0 0 Z 0 Z Z 0 0 	30.036816	30.036816	30.036816	30.036816	30.036816	30.036816	0.000000	30.036816	0.000000	0.000000	30.036816	30.036816	0.250000	0.250000	0.250000	0.250000	
2650000	-21.487409	607	1	2	'0 0 0 0 0 0 0 Z Z 0 0 0 	9.261870	9.261870	9.261870	9.261870	9.261870	9.261870	9.261870	0.000000	0.000000	9.261870	9.261870	9.261870	0.250000	0.250000	0.250000	0.250000	
2700000	-16.905240	2	2	4	'0 0 Z 0 0 0 1 Z 1 Z 0 Z 	20.317375	20.317375	0.000000	20.317375	20.317375	20.317375	2.058093	0.000000	2.058093	0.000000	20.317375	0.000000	0.250000	0.250000	0.250000	0.250000	
2750000	-17.908260	450	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	0.479706	0.479706	0.479706	0.479706	0.000000	0.479706	0.000000	0.000000	0.479706	0.479706	0.000000	0.479706	0.232842	0.177756	0.326551	0.262851	
2800000	-19.118178	217	1	4	'0 0 0 0 0 0 Z 0 Z Z Z 0 	4.717243	4.717243	4.717243	4.717243	4.717243	4.717243	0.000000	4.717243	0.000000	0.000000	0.000000	4.717243	0.250000	0.250000	0.250000	0.250000	
2850000	-18.196843	271	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	1.324523	1.324523	1.324523	1.324523	1.324523	0.000000	0.000000	0.000000	1.324523	0.000000	1.324523	1.324523	0.249976	0.249976	0.250072	0.249976	
2900000	-19.339550	774	1	6	'0 Z 0 0 Z Z Z Z 0 0 Z 0 	0.231175	0.000000	0.231175	0.231175	0.000000	0.000000	0.000000	0.000000	0.231175	0.231175	0.000000	0.231175	0.003384	0.000053	0.889102	0.107461	
2950000	-19.358372	348	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	7.128646	7.128646	0.000000	0.000000	7.128646	7.128646	0.000000	0.000000	7.128646	7.128646	7.128646	7.128646	0.250000	0.250000	0.250000	0.250000	
3000000	-23.133614	113	1	4	'0 0 Z 0 0 Z 0 Z 0 0 Z 0 	0.511927	0.511927	0.000000	0.511927	0.511927	0.000000	0.511927	0.000000	0.511927	0.511927	0.000000	0.511927	0.263490	0.231028	0.281852	0.223629	
3050000	-19.483271	440	1	4	'0 0 0 0 0 0 0 Z Z Z Z 0 	1.945346	1.945346	1.945346	1.945346	1.945346	1.945346	1.945346	0.000000	0.000000	0.000000	0.000000	1.945346	0.250000	0.250000	0.250001	0.250000	
3100000	-20.682825	243	1	4	'0 0 0 Z 0 0 0 Z Z 0 Z 0 	0.919775	0.919775	0.919775	0.000000	0.919775	0.919775	0.919775	0.000000	0.000000	0.919775	0.000000	0.919775	0.243547	0.242601	0.269070	0.244782	
3150000	-22.308541	641	1	4	'Z 0 0 0 Z 0 0 Z Z 0 0 0 	0.000000	6.637665	6.637665	6.637665	0.000000	6.637665	6.637665	0.000000	0.000000	6.637665	6.637665	6.637665	0.250000	0.250000	0.250000	0.250000	
3200000	-19.345833	122	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	1.829374	1.829374	1.829374	1.829374	1.829374	0.000000	1.829374	0.000000	0.000000	0.000000	1.829374	0.250000	0.250000	0.249999	0.250000	
3250000	-19.087268	235	2	5	'Z 0 1 Z 0 0 Z 1 Z 1 Z 1 	0.000000	1.678570	0.311737	0.000000	1.678570	1.678570	0.000000	0.311737	0.000000	0.311737	0.000000	0.311737	0.272218	0.242309	0.264943	0.220529	
3300000	-18.280582	84	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	2.079985	2.079985	2.079985	2.079985	2.079985	2.079985	0.000000	0.000000	2.079985	0.000000	2.079985	2.079985	0.250000	0.250000	0.250001	0.250000	
3350000	-21.983396	672	1	4	'Z 0 0 0 Z Z 0 Z 0 0 0 0 	0.000000	0.125674	0.125674	0.125674	0.000000	0.000000	0.125674	0.000000	0.125674	0.125674	0.125674	0.125674	0.047879	0.000259	0.882819	0.069042	
3400000	-18.604767	415	2	3	'0 1 Z 1 0 1 Z 1 1 Z 0 1 	7.572914	1.189575	0.000000	1.189575	7.572914	1.189575	0.000000	1.189575	1.189575	0.000000	7.572914	1.189575	0.250000	0.250000	0.250000	0.250000	
3450000	-22.125839	368	1	5	'Z 0 Z 0 0 0 Z 0 Z Z 0 0 	0.000000	6.334856	0.000000	6.334856	6.334856	6.334856	0.000000	6.334856	0.000000	0.000000	6.334856	6.334856	0.250000	0.250000	0.250000	0.250000	
3500000	-19.296536	640	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	9.020305	9.020305	9.020305	9.020305	9.020305	0.000000	9.020305	0.000000	0.000000	0.000000	9.020305	0.250000	0.250000	0.250000	0.250000	
3550000	-16.990747	471	2	4	'0 1 Z Z 0 0 Z Z 1 1 0 1 	5.981482	1.349204	0.000000	0.000000	5.981482	5.981482	0.000000	0.000000	1.349204	1.349204	5.981482	1.349204	0.249946	0.250002	0.250106	0.249946	
3600000	-19.802440	528	1	5	'0 0 0 0 Z Z Z Z 0 0 0 Z 	0.230449	0.230449	0.230449	0.230449	0.000000	0.000000	0.000000	0.000000	0.230449	0.230449	0.230449	0.000000	0.051724	0.001263	0.945148	0.001865	
3650000	-19.942931	275	1	3	'0 0 0 0 0 0 0 Z Z Z 0 0 	3.924360	3.924360	3.924360	3.924360	3.924360	3.924360	3.924360	0.000000	0.000000	0.000000	3.924360	3.924360	0.250000	0.250000	0.250000	0.250000	
3700000	-19.136278	384	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	4.569890	4.569890	4.569890	4.569890	4.569890	0.000000	0.000000	4.569890	0.000000	4.569890	4.569890	0.250000	0.250000	0.250000	0.250000	
3750000	-18.908427	642	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	13.292009	13.292009	13.292009	0.000000	13.292009	13.292009	0.000000	0.000000	13.292009	13.292009	0.000000	13.292009	0.250000	0.250000	0.250000	0.250000	
3800000	-20.828578	403	1	4	'Z 0 0 0 0 0 0 Z Z Z 0 0 	0.000000	16.391678	16.391678	16.391678	16.391678	16.391678	16.391678	0.000000	0.000000	0.000000	16.391678	16.391678	0.250000	0.250000	0.250000	0.250000	
3850000	-21.046963	198	1	5	'0 0 Z 0 Z 0 Z Z 0 Z 0 0 	3.313775	3.313775	0.000000	3.313775	0.000000	3.313775	0.000000	0.000000	3.313775	0.000000	3.313775	3.313775	0.250000	0.250000	0.250000	0.250000	
3900000	-18.674619	540	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	9.035493	9.035493	9.035493	9.035493	9.035493	0.000000	0.000000	9.035493	0.000000	9.035493	9.035493	0.250000	0.250000	0.250000	0.250000	
3950000	-22.046612	568	1	5	'Z 0 Z 0 0 0 Z 0 Z Z 0 0 	0.000000	13.373737	0.000000	13.373737	13.373737	13.373737	0.000000	13.373737	0.000000	0.000000	13.373737	13.373737	0.250000	0.250000	0.250000	0.250000	
4000000	-17.172003	800	1	5	'0 0 Z Z 0 Z Z Z 0 0 0 0 	0.289704	0.289704	0.000000	0.000000	0.289704	0.000000	0.000000	0.000000	0.289704	0.289704	0.289704	0.289704	0.167398	0.140623	0.509891	0.182088	
4050000	-19.095630	490	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	14.788924	14.788924	14.788924	0.000000	14.788924	0.000000	0.000000	0.000000	14.788924	14.788924	0.000000	14.788924	0.250000	0.250000	0.250000	0.250000	
4100000	-17.713760	261	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	0.793441	0.793441	0.793441	0.793441	0.793441	0.793441	0.000000	0.000000	0.793441	0.793441	0.793441	0.793441	0.247657	0.247657	0.257027	0.247658	
4150000	-21.799564	72	1	3	'Z 0 0 0 0 0 0 Z Z 0 0 0 	0.000000	0.552023	0.552023	0.552023	0.552023	0.552023	0.552023	0.000000	0.000000	0.552023	0.552023	0.552023	0.241944	0.241298	0.275475	0.241283	
4200000	-19.125069	537	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	19.882573	19.882573	19.882573	0.000000	19.882573	0.000000	0.000000	0.000000	19.882573	19.882573	0.000000	19.882573	0.250000	0.250000	0.250000	0.250000	
4250000	-18.969848	408	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	3.101771	3.101771	3.101771	3.101771	3.101771	0.000000	0.000000	0.000000	3.101771	0.000000	3.101771	3.101771	0.250000	0.250000	0.250000	0.250000	
4300000	-19.820680	314	1	5	'0 0 0 Z Z 0 Z Z 0 0 Z 0 	10.036222	10.036222	10.036222	0.000000	0.000000	10.036222	0.000000	0.000000	10.036222	10.036222	0.000000	10.036222	0.250000	0.250000	0.250000	0.250000	
4350000	-20.053818	255	1	5	'Z 0 Z Z 0 0 Z Z 0 0 0 0 	0.000000	29.471798	0.000000	0.000000	29.471798	29.471798	0.000000	0.000000	29.471798	29.471798	29.471798	29.471798	0.250000	0.250000	0.250000	0.250000	
4400000	-18.580295	631	1	3	'Z 0 0 0 0 0 Z Z 0 0 0 0 	0.000000	2.116723	2.116723	2.116723	2.116723	2.116723	0.000000	0.000000	2.116723	2.116723	2.116723	2.116723	0.250000	0.250000	0.250000	0.250000	
4450000	-18.719555	337	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	2.310866	2.310866	2.310866	2.310866	2.310866	2.310866	0.000000	0.000000	2.310866	2.310866	0.000000	2.310866	0.249999	0.249999	0.250002	0.249999	
4500000	-19.517947	234	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	19.223170	19.223170	0.000000	19.223170	19.223170	0.000000	0.000000	0.000000	19.223170	0.000000	19.223170	19.223170	0.250000	0.250000	0.250000	0.250000	
4550000	-18.650979	295	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	2.570080	2.570080	2.570080	2.570080	2.570080	2.570080	0.000000	0.000000	2.570080	0.000000	2.570080	2.570080	0.250000	0.250000	0.250000	0.250000	
4600000	-18.250752	686	2	2	'1 0 0 0 0 0 1 Z 1 0 1 Z 	1.097673	14.769509	14.769509	14.769509	14.769509	14.769509	1.097673	0.000000	1.097673	14.769509	1.097673	0.000000	0.250000	0.250000	0.250000	0.250000	
4650000	-19.257687	374	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	5.927210	5.927210	5.927210	5.927210	5.927210	5.927210	0.000000	0.000000	5.927210	0.000000	5.927210	5.927210	0.250000	0.250000	0.250000	0.250000	
4700000	-19.050569	53	1	6	'0 Z Z Z 0 0 Z Z 0 0 0 Z 	0.206998	0.000000	0.000000	0.000000	0.206998	0.206998	0.000000	0.000000	0.206998	0.206998	0.206998	0.000000	0.006861	0.128543	0.856635	0.007961	
4750000	-22.821725	36	1	3	'0 0 0 0 0 Z 0 Z Z 0 0 0 	17.031206	17.031206	17.031206	17.031206	17.031206	0.000000	17.031206	0.000000	0.000000	17.031206	17.031206	17.031206	0.250000	0.250000	0.250000	0.250000	
4800000	-20.099524	61	2	5	'0 Z Z 0 1 0 Z 1 Z Z 1 0 	26.566956	0.000000	0.000000	26.566956	1.210699	26.566956	0.000000	1.210699	0.000000	0.000000	1.210699	26.566956	0.250000	0.250000	0.250000	0.250000	
4850000	-19.172884	435	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	5.247290	5.247290	0.000000	0.000000	5.247290	5.247290	0.000000	0.000000	5.247290	5.247290	5.247290	5.247290	0.250000	0.250000	0.250000	0.250000	
4900000	-19.097468	479	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	4.684040	4.684040	4.684040	4.684040	4.684040	0.000000	0.000000	4.684040	0.000000	4.684040	4.684040	0.250000	0.250000	0.250000	0.250000	
4950000	-19.449946	789	1	5	'Z 0 0 Z Z 0 Z Z 0 0 0 0 	0.000000	0.494792	0.494792	0.000000	0.000000	0.494792	0.000000	0.000000	0.494792	0.494792	0.494792	0.494792	0.305218	0.089438	0.377578	0.227766	
