Rate	62.50
Rev Jump	12.50
Tree Move	12.50
Global Rate	12.50
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Tree Move Tried	% Accepted	Global Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Global Rate - Dev	Global Rate - Tried	Global Rate - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
31627	0.471559	5017	0.207295	6655	0.730579	6701	0.983435	8.920191	31627	0.471559	0.581205	0	0.000000	0.548120	0.548129	
31909	0.629760	5098	0.204590	6440	0.733540	6553	0.997253	5.000000	31909	0.629760	0.581205	0	0.000000	0.647940	0.598034	
31687	0.625525	5267	0.196317	6605	0.733384	6441	0.997671	5.000000	31687	0.625525	0.581205	0	0.000000	0.642500	0.612856	
31782	0.622963	5061	0.201146	6582	0.726223	6575	0.997719	5.000000	31782	0.622963	0.581205	0	0.000000	0.643140	0.620427	
31559	0.626287	5211	0.202073	6572	0.734632	6658	0.996846	5.000000	31559	0.626287	0.581205	0	0.000000	0.645660	0.625473	
31617	0.625170	5255	0.207041	6583	0.731126	6545	0.996791	5.000000	31617	0.625170	0.581205	0	0.000000	0.643820	0.628531	
31406	0.619977	5097	0.204630	6769	0.734377	6728	0.996284	5.000000	31406	0.619977	0.581205	0	0.000000	0.643760	0.630707	
31842	0.620752	5033	0.199881	6498	0.735149	6627	0.990946	5.000000	31842	0.620752	0.581205	0	0.000000	0.642320	0.632158	
31889	0.623914	5135	0.206426	6422	0.745251	6554	0.986726	5.000000	31889	0.623914	0.581205	0	0.000000	0.644180	0.633494	
31457	0.624026	5252	0.212490	6590	0.737936	6701	0.988061	5.000000	31457	0.624026	0.581205	0	0.000000	0.644600	0.634605	
31874	0.620945	5214	0.200230	6482	0.747609	6430	0.975894	5.000000	31874	0.620945	0.581205	0	0.000000	0.639140	0.635017	
32026	0.619809	5113	0.200665	6356	0.748584	6505	0.990469	5.000000	32026	0.619809	0.581205	0	0.000000	0.641540	0.635561	
31579	0.621774	5179	0.212589	6612	0.735481	6630	0.997587	5.000000	31579	0.621774	0.581205	0	0.000000	0.644260	0.636230	
31796	0.622248	5067	0.205447	6693	0.723741	6444	0.997207	5.000000	31796	0.622248	0.581205	0	0.000000	0.641920	0.636636	
31615	0.624925	5294	0.203438	6635	0.731726	6456	0.997367	5.000000	31615	0.624925	0.581205	0	0.000000	0.642560	0.637031	
31646	0.621816	5283	0.195533	6467	0.732797	6604	0.996063	5.000000	31646	0.621816	0.581205	0	0.000000	0.640560	0.637252	
31772	0.618595	5193	0.207972	6556	0.734899	6479	0.990276	5.000000	31772	0.618595	0.581205	0	0.000000	0.639360	0.637376	
31620	0.623782	5224	0.208078	6584	0.748785	6572	0.997261	5.000000	31620	0.623782	0.581205	0	0.000000	0.645900	0.637849	
31802	0.623923	5167	0.204374	6437	0.714929	6594	0.998029	5.000000	31802	0.623923	0.581205	0	0.000000	0.641620	0.638048	
31861	0.621920	5094	0.197291	6525	0.726743	6520	0.998466	5.000000	31861	0.621920	0.581205	0	0.000000	0.641440	0.638217	
31459	0.626593	5311	0.210883	6603	0.720733	6627	0.997737	5.000000	31459	0.626593	0.581205	0	0.000000	0.644060	0.638496	
31802	0.625873	5197	0.201462	6511	0.735985	6490	0.984592	5.000000	31802	0.625873	0.581205	0	0.000000	0.642660	0.638685	
31887	0.622134	5139	0.200623	6456	0.741326	6518	0.994323	5.000000	31887	0.622134	0.581205	0	0.000000	0.642720	0.638860	
31906	0.622642	5152	0.202640	6517	0.728863	6425	0.985214	5.000000	31906	0.622642	0.581205	0	0.000000	0.639800	0.638899	
31866	0.626153	5155	0.192823	6541	0.742394	6438	0.998447	5.000000	31866	0.626153	0.581205	0	0.000000	0.644620	0.639128	
31462	0.623991	5263	0.218887	6648	0.726534	6627	0.998491	5.000000	31462	0.623991	0.581205	0	0.000000	0.644620	0.639340	
31642	0.620978	5145	0.208358	6612	0.733515	6601	0.997425	5.000000	31642	0.620978	0.581205	0	0.000000	0.643100	0.639479	
31381	0.621714	5231	0.221755	6674	0.737489	6714	0.998213	5.000000	31381	0.621714	0.581205	0	0.000000	0.645880	0.639707	
31524	0.629742	5277	0.201630	6610	0.736309	6589	0.995902	5.000000	31524	0.629742	0.581205	0	0.000000	0.646900	0.639955	
31414	0.622811	5227	0.192080	6663	0.731352	6696	0.998208	5.000000	31414	0.622811	0.581205	0	0.000000	0.642520	0.640041	
31769	0.617992	5054	0.213890	6583	0.723834	6594	0.997725	5.000000	31769	0.617992	0.581205	0	0.000000	0.641160	0.640077	
31693	0.615972	5086	0.210578	6466	0.720848	6755	0.999112	5.000000	31693	0.615972	0.581205	0	0.000000	0.640060	0.640076	
31545	0.625614	5296	0.207326	6623	0.743319	6536	0.992503	5.000000	31545	0.625614	0.581205	0	0.000000	0.644860	0.640221	
31704	0.629510	5101	0.220545	6552	0.733059	6643	0.993678	5.000000	31704	0.629510	0.581205	0	0.000000	0.649740	0.640501	
31628	0.626850	5258	0.196082	6593	0.735780	6521	0.988499	5.000000	31628	0.626850	0.581205	0	0.000000	0.643080	0.640575	
31405	0.627830	5184	0.194444	6673	0.734153	6738	0.987979	5.000000	31405	0.627830	0.581205	0	0.000000	0.645620	0.640715	
31750	0.625827	5233	0.181731	6545	0.717494	6472	0.996446	5.000000	31750	0.625827	0.581205	0	0.000000	0.639320	0.640677	
31892	0.622946	5235	0.197899	6442	0.735641	6431	0.996579	5.000000	31892	0.622946	0.581205	0	0.000000	0.641020	0.640687	
31768	0.621254	5068	0.205604	6636	0.739150	6528	0.997396	5.000000	31768	0.621254	0.581205	0	0.000000	0.643880	0.640768	
31560	0.623606	5095	0.201963	6608	0.724879	6737	0.996141	5.000000	31560	0.623606	0.581205	0	0.000000	0.644220	0.640855	
31822	0.624568	5044	0.217090	6499	0.743345	6635	0.995780	5.000000	31822	0.624568	0.581205	0	0.000000	0.648160	0.641033	
31611	0.626396	5210	0.197697	6640	0.724849	6539	0.997706	5.000000	31611	0.626396	0.581205	0	0.000000	0.643360	0.641088	
31655	0.623061	5113	0.193820	6472	0.732077	6760	0.997041	5.000000	31655	0.623061	0.581205	0	0.000000	0.643840	0.641152	
31677	0.622818	5258	0.202929	6430	0.740747	6635	0.997287	5.000000	31677	0.622818	0.581205	0	0.000000	0.643520	0.641206	
31828	0.619517	5217	0.190914	6450	0.740310	6505	0.997540	5.000000	31828	0.619517	0.581205	0	0.000000	0.639560	0.641169	
31436	0.623266	5207	0.199347	6557	0.730670	6800	0.998088	5.000000	31436	0.623266	0.581205	0	0.000000	0.644180	0.641235	
31737	0.622523	5170	0.194584	6606	0.733273	6487	0.988901	5.000000	31737	0.622523	0.581205	0	0.000000	0.640440	0.641218	
31542	0.623613	5132	0.198363	6598	0.735526	6728	0.997919	5.000000	31542	0.623613	0.581205	0	0.000000	0.645100	0.641299	
31652	0.623878	5181	0.204401	6520	0.743252	6647	0.997593	5.000000	31652	0.623878	0.581205	0	0.000000	0.645660	0.641388	
31535	0.625971	5152	0.205551	6650	0.727669	6663	0.994297	5.000000	31535	0.625971	0.581205	0	0.000000	0.645260	0.641465	
31922	0.622549	5144	0.218313	6341	0.727961	6593	0.974822	5.000000	31922	0.622549	0.581205	0	0.000000	0.640780	0.641452	
31826	0.623138	4895	0.194688	6603	0.736181	6676	0.997004	5.000000	31826	0.623138	0.581205	0	0.000000	0.646040	0.641540	
31784	0.627643	5209	0.205414	6526	0.728011	6481	0.988891	5.000000	31784	0.627643	0.581205	0	0.000000	0.643580	0.641579	
31746	0.628930	5105	0.195886	6450	0.746512	6699	0.996268	5.000000	31746	0.628930	0.581205	0	0.000000	0.649100	0.641718	
31611	0.621904	5109	0.207673	6713	0.737673	6567	0.997564	5.000000	31611	0.621904	0.581205	0	0.000000	0.644460	0.641768	
31598	0.626590	5087	0.197169	6556	0.745577	6759	0.989643	5.000000	31598	0.626590	0.581205	0	0.000000	0.647580	0.641872	
31786	0.625024	5079	0.194330	6472	0.742738	6663	0.998349	5.000000	31786	0.625024	0.581205	0	0.000000	0.646260	0.641949	
31751	0.624988	5257	0.198022	6492	0.749384	6500	0.998000	5.000000	31751	0.624988	0.581205	0	0.000000	0.644740	0.641997	
32016	0.618035	5097	0.200706	6368	0.729899	6519	0.996625	5.000000	32016	0.618035	0.581205	0	0.000000	0.639100	0.641948	
31798	0.625857	5123	0.192075	6433	0.732162	6646	0.997292	5.000000	31798	0.625857	0.581205	0	0.000000	0.644460	0.641989	
31454	0.623991	5245	0.203241	6484	0.728100	6817	0.998093	5.000000	31454	0.623991	0.581205	0	0.000000	0.644360	0.642028	
31606	0.627318	5254	0.214503	6482	0.733878	6658	0.996696	5.000000	31606	0.627318	0.581205	0	0.000000	0.646940	0.642108	
31432	0.624809	5140	0.206420	6606	0.749470	6822	0.998094	5.000000	31432	0.624809	0.581205	0	0.000000	0.649200	0.642220	
31806	0.620795	5154	0.198681	6408	0.744226	6632	0.996683	5.000000	31806	0.620795	0.581205	0	0.000000	0.642960	0.642232	
31769	0.620353	5188	0.207016	6451	0.730894	6592	0.996663	5.000000	31769	0.620353	0.581205	0	0.000000	0.641340	0.642218	
31729	0.619370	5191	0.214795	6420	0.728505	6660	0.998649	5.000000	31729	0.619370	0.581205	0	0.000000	0.641900	0.642213	
31371	0.617991	5269	0.204593	6637	0.725478	6723	0.998364	5.000000	31371	0.617991	0.581205	0	0.000000	0.639840	0.642178	
31833	0.618698	5291	0.206199	6408	0.735643	6468	0.991342	5.000000	31833	0.618698	0.581205	0	0.000000	0.638240	0.642120	
31647	0.628970	5305	0.191706	6420	0.736916	6628	0.991702	5.000000	31647	0.628970	0.581205	0	0.000000	0.644520	0.642155	
31803	0.619470	5101	0.213880	6610	0.740091	6486	0.997996	5.000000	31803	0.619470	0.581205	0	0.000000	0.643140	0.642169	
31827	0.621045	5060	0.216798	6571	0.736722	6542	0.996637	5.000000	31827	0.621045	0.581205	0	0.000000	0.644480	0.642201	
31914	0.620073	4996	0.213371	6415	0.734996	6675	0.997753	5.000000	31914	0.620073	0.581205	0	0.000000	0.644600	0.642235	
31733	0.623893	5031	0.195190	6563	0.730611	6673	0.995504	5.000000	31733	0.623893	0.581205	0	0.000000	0.644360	0.642264	
31563	0.620410	5229	0.205584	6527	0.732036	6681	0.995659	5.000000	31563	0.620410	0.581205	0	0.000000	0.641740	0.642257	
31738	0.623480	4980	0.205622	6559	0.715505	6723	0.995538	5.000000	31738	0.623480	0.581205	0	0.000000	0.643960	0.642279	
31624	0.624842	5234	0.215132	6602	0.732051	6540	0.997554	5.000000	31624	0.624842	0.581205	0	0.000000	0.644860	0.642313	
31742	0.621007	5244	0.209191	6381	0.738756	6633	0.994120	5.000000	31742	0.621007	0.581205	0	0.000000	0.642340	0.642314	
31937	0.621881	5273	0.206334	6349	0.734604	6441	0.991927	5.000000	31937	0.621881	0.581205	0	0.000000	0.640040	0.642284	
31767	0.618850	5098	0.214790	6519	0.735235	6616	0.998337	5.000000	31767	0.618850	0.581205	0	0.000000	0.643040	0.642294	
31653	0.622279	5226	0.209721	6607	0.730589	6514	0.996776	5.000000	31653	0.622279	0.581205	0	0.000000	0.642260	0.642294	
31689	0.622361	5234	0.203477	6433	0.742733	6644	0.997441	5.000000	31689	0.622361	0.581205	0	0.000000	0.643840	0.642313	
