Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data3/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data3/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/CEVANStrees_div100_1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2570557955
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/CEVANStrees_div100_1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              True
Scale Tree:                      0.000103
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
100550000	-15.204725	338	90.361287	1	6	'0 0 0 0 Z 0 Z Z Z 0 Z Z 	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.210615	0.394690	0.000000	0.394695	
100600000	-15.559900	66	69.579297	1	7	'0 Z 0 0 0 Z Z Z Z Z 0 Z 	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.422869	0.153379	0.000000	0.423751	
100650000	-15.167460	526	57.956974	2	5	'1 0 1 1 1 1 Z 0 Z Z Z Z 	0.169907	0.075232	0.169907	0.169907	0.169907	0.169907	0.000000	0.075232	0.000000	0.000000	0.000000	0.000000	0.118777	0.180057	0.701166	0.000000	
100700000	-10.827134	16	74.103618	2	4	'1 Z 0 1 1 1 0 0 Z Z Z 0 	0.242303	0.000000	0.007697	0.242303	0.242303	0.242303	0.007697	0.007697	0.000000	0.000000	0.000000	0.007697	0.333539	0.313506	0.333875	0.019080	
100750000	-17.151194	616	64.578462	1	5	'Z Z 0 0 0 0 Z Z Z 0 0 0 	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.543382	0.228311	0.000000	0.228308	
100800000	-14.724322	794	61.637206	1	6	'0 0 0 0 Z 0 Z Z Z 0 Z Z 	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.203507	0.397806	0.000000	0.398687	
100850000	-12.543807	840	34.810551	2	5	'Z Z 1 1 1 0 Z 0 Z 0 0 Z 	0.000000	0.000000	0.239275	0.239275	0.239275	0.070544	0.000000	0.070544	0.000000	0.070544	0.070544	0.000000	0.004862	0.440040	0.519592	0.035505	
100900000	-11.710252	786	24.418533	2	7	'Z 1 Z 1 0 1 Z 0 Z Z Z Z 	0.000000	0.272200	0.000000	0.272200	0.091700	0.272200	0.000000	0.091700	0.000000	0.000000	0.000000	0.000000	0.286887	0.242600	0.470514	0.000000	
100950000	-12.055113	386	3.438792	1	3	'Z Z 0 0 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000006	0.002724	0.959536	0.037734	
101000000	-12.672603	524	1.547379	1	4	'0 Z 0 0 0 Z 0 0 0 Z Z 0 	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000001	0.000164	0.990932	0.008903	
101050000	-13.336272	874	11.482797	1	3	'0 0 0 0 0 0 Z 0 Z Z 0 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.000000	0.111111	0.111111	0.286919	0.156254	0.222927	0.333900	
101100000	-14.960803	407	8.631577	1	6	'0 Z Z 0 0 Z Z 0 Z 0 Z 0 	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	1.000000	
101150000	-12.582506	143	3.014348	1	2	'Z 0 0 Z 0 0 0 0 0 0 0 0 	0.000000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.005909	0.003225	0.946317	0.044549	
101200000	-12.636500	211	2.910063	1	6	'Z Z Z 0 0 Z 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.001831	0.998169	0.000000	
101250000	-12.759566	961	4.684607	1	2	'0 0 0 0 Z 0 0 0 0 0 0 Z 	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.003835	0.000004	0.996123	0.000039	
101300000	-13.679519	281	9.967704	2	7	'0 0 Z Z 0 Z Z 1 Z 0 Z Z 	0.236393	0.236393	0.000000	0.000000	0.236393	0.000000	0.000000	0.054430	0.000000	0.236393	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
101350000	-14.330908	912	4.369628	1	4	'0 0 0 0 Z 0 Z 0 0 Z 0 Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.033480	0.000065	0.966455	0.000001	
101400000	-12.797937	44	3.952976	1	2	'0 Z 0 Z 0 0 0 0 0 0 0 0 	0.100000	0.000000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000006	0.001143	0.976502	0.022349	
101450000	-12.568143	164	4.357560	1	2	'0 0 0 0 0 0 0 0 0 Z 0 Z 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.000000	0.004200	0.002816	0.992967	0.000018	
101500000	-12.115293	162	1.153986	1	6	'Z 0 Z Z 0 Z 0 0 0 0 Z Z 	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000063	0.000052	0.999883	0.000002	
101550000	-14.992838	2	8.906081	1	2	'0 Z 0 0 0 0 0 Z 0 0 0 0 	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.000533	0.015574	0.913070	0.070823	
101600000	-14.390020	513	7.579764	1	5	'Z 0 0 0 0 Z 0 0 Z Z Z 0 	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.162693	0.025150	0.217362	0.594794	
101650000	-14.307745	717	6.381213	1	5	'0 Z 0 0 Z 0 0 0 0 Z Z Z 	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
101700000	-13.394195	901	4.656953	1	4	'Z 0 Z 0 Z 0 0 0 0 Z 0 0 	0.000000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.004077	0.000262	0.933773	0.061888	
101750000	-14.116102	927	30.136545	1	5	'0 0 0 Z 0 0 Z Z Z 0 0 Z 	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.000000	0.278759	0.273059	0.000000	0.448182	
101800000	-12.726367	47	1.212639	1	4	'Z Z Z 0 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000629	0.981600	0.017771	
101850000	-14.921533	640	5.797899	1	4	'Z Z 0 0 0 0 Z Z 0 0 0 0 	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000289	0.030870	0.781181	0.187661	
101900000	-12.430832	888	2.305121	1	5	'0 0 Z Z Z Z 0 0 0 0 0 Z 	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000135	0.000000	0.999848	0.000017	
101950000	-14.365980	973	20.930586	1	6	'Z 0 Z 0 0 0 Z Z Z Z 0 0 	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.386573	0.000000	0.613427	
102000000	-14.669632	29	19.181651	1	5	'Z Z 0 0 0 0 Z 0 Z Z 0 0 	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.028989	0.217687	0.386608	0.366716	
102050000	-12.857982	67	4.313872	1	6	'0 Z Z Z 0 0 0 0 0 Z Z Z 	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000015	0.010500	0.989485	0.000000	
102100000	-14.707432	31	2.613848	1	6	'Z Z 0 Z 0 Z Z 0 0 0 Z 0 	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000802	0.006017	0.804560	0.188622	
102150000	-13.611265	951	6.218933	1	5	'0 0 Z Z 0 0 0 0 0 Z Z Z 	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.006635	0.007576	0.985789	0.000000	
102200000	-13.091278	532	1.275088	1	7	'Z Z Z 0 Z Z 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
102250000	-12.217919	578	1.309003	1	5	'Z Z Z 0 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000290	0.999709	0.000001	
102300000	-12.893990	651	2.638857	1	6	'Z Z 0 Z Z Z 0 0 0 0 0 Z 	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
102350000	-13.690473	392	2.679643	1	7	'Z Z 0 0 Z 0 Z 0 0 Z Z Z 	0.000000	0.000000	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
102400000	-14.044169	96	6.902133	1	5	'Z 0 Z Z Z 0 Z 0 0 0 0 0 	0.000000	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.008408	0.000064	0.765055	0.226473	
102450000	-12.296880	75	2.577351	1	4	'0 0 Z 0 0 0 0 0 0 Z Z Z 	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.000365	0.000810	0.998825	0.000000	
102500000	-12.642663	472	2.044138	1	4	'0 0 0 0 Z Z 0 0 0 Z 0 Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.006278	0.000007	0.993716	0.000000	
102550000	-13.955121	144	5.444293	1	6	'Z Z Z 0 0 0 Z 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.005018	0.994982	0.000000	
102600000	-12.891979	890	1.416541	2	3	'0 1 0 1 Z 1 0 1 0 Z 1 Z 	0.206739	0.034609	0.206739	0.034609	0.000000	0.034609	0.206739	0.034609	0.206739	0.000000	0.034609	0.000000	0.000011	0.000000	0.999989	0.000000	
102650000	-12.762109	83	5.270791	1	4	'0 0 Z 0 Z 0 0 0 0 Z Z 0 	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.001872	0.000121	0.930180	0.067828	
102700000	-13.126604	778	4.608568	1	4	'Z Z 0 0 Z 0 0 0 0 0 0 Z 	0.000000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	1.000000	0.000000	
102750000	-11.940862	186	2.567616	1	4	'0 Z Z 0 0 Z 0 0 0 Z 0 0 	0.125000	0.000000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000652	0.978264	0.021083	
102800000	-13.164596	410	4.415792	1	6	'Z Z 0 Z 0 Z 0 0 0 Z Z 0 	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000146	0.003662	0.918458	0.077735	
102850000	-13.810503	945	12.519857	1	6	'0 Z 0 0 0 0 0 Z Z Z Z Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.003100	0.180645	0.816255	0.000000	
102900000	-15.366137	15	12.627586	1	3	'0 Z 0 0 0 0 Z 0 0 Z 0 0 	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.001754	0.039486	0.810525	0.148235	
102950000	-13.884809	685	3.196706	1	5	'0 Z 0 0 0 Z 0 0 Z Z Z 0 	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.000444	0.001077	0.320154	0.678325	
103000000	-15.583405	50	6.015666	1	5	'0 Z 0 0 Z Z Z Z 0 0 0 0 	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000527	0.000001	0.847421	0.152051	
103050000	-11.865936	140	3.582365	1	3	'0 0 Z Z 0 0 0 0 0 Z 0 0 	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.001643	0.002429	0.965638	0.030290	
103100000	-11.851559	933	1.758208	1	5	'0 0 Z 0 0 Z 0 0 0 Z Z Z 	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000325	0.000320	0.999356	0.000000	
103150000	-14.157333	502	1.426730	1	7	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 	0.000000	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.217940	0.000630	0.781429	0.000000	
103200000	-14.793315	594	7.578427	1	6	'0 Z 0 0 Z Z Z 0 0 Z 0 Z 	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
103250000	-11.804089	730	2.606954	1	5	'Z 0 0 Z 0 Z 0 0 0 Z Z 0 	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.001708	0.000131	0.983334	0.014827	
103300000	-13.957626	821	6.216719	1	2	'0 Z 0 Z 0 0 0 0 0 0 0 0 	0.100000	0.000000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000093	0.006649	0.948182	0.045077	
103350000	-16.529693	371	15.152069	1	6	'Z 0 0 0 0 Z 0 0 Z Z Z Z 	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.197598	0.213429	0.588973	0.000000	
103400000	-16.332341	188	7.921851	1	6	'0 0 Z Z Z Z Z Z 0 0 0 0 	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.007854	0.000000	0.874868	0.117277	
103450000	-15.837250	966	6.177631	1	3	'Z 0 0 0 0 0 Z Z 0 0 0 0 	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.034406	0.025448	0.821501	0.118644	
103500000	-11.994389	731	2.429944	1	3	'0 Z 0 0 Z 0 0 0 0 Z 0 0 	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000001	0.000001	0.986018	0.013980	
103550000	-12.455798	746	4.839751	1	4	'0 0 0 Z 0 0 0 0 0 Z Z Z 	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.006235	0.001934	0.991831	0.000000	
103600000	-13.896871	378	5.968264	1	5	'0 Z 0 0 0 0 Z 0 0 Z Z Z 	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.000068	0.016237	0.983695	0.000000	
103650000	-11.554490	567	1.125026	1	6	'Z 0 Z Z Z 0 0 0 0 Z Z 0 	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000178	0.000001	0.988561	0.011260	
103700000	-12.076422	86	1.622250	1	4	'0 0 0 0 Z Z 0 0 0 Z 0 Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.001517	0.000000	0.998482	0.000000	
103750000	-13.698532	818	13.873021	1	5	'0 0 Z 0 0 0 Z 0 Z Z Z 0 	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.142857	0.044102	0.203331	0.270878	0.481689	
103800000	-12.532571	649	2.728612	1	5	'0 0 Z Z 0 Z 0 0 0 Z Z 0 	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.001963	0.001927	0.943702	0.052408	
103850000	-12.251332	743	1.646155	1	5	'Z 0 0 Z 0 Z 0 0 0 0 Z Z 	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.001825	0.000443	0.997721	0.000011	
103900000	-14.071568	659	7.163320	1	3	'Z 0 0 0 0 0 Z 0 0 Z 0 0 	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.070949	0.023618	0.802804	0.102629	
103950000	-13.145741	245	0.914317	1	6	'0 Z 0 Z Z 0 0 0 0 Z Z Z 	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
104000000	-14.829975	534	7.666250	1	4	'0 Z 0 0 0 Z 0 0 0 0 Z Z 	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000015	0.003396	0.996589	0.000000	
104050000	-12.963755	789	1.957765	1	3	'Z 0 0 Z 0 Z 0 0 0 0 0 0 	0.000000	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.001393	0.000196	0.971082	0.027330	
104100000	-12.954717	499	1.415415	1	5	'Z Z 0 Z 0 Z 0 0 0 Z 0 0 	0.000000	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000002	0.000161	0.977239	0.022598	
104150000	-12.740471	417	7.493685	1	7	'Z Z Z 0 0 0 Z 0 Z Z Z 0 	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.162667	0.420342	0.416991	
104200000	-14.616916	381	4.689801	1	3	'0 0 0 Z 0 0 0 Z 0 Z 0 0 	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.001613	0.001814	0.974343	0.022230	
104250000	-12.955336	935	3.906491	2	3	'0 0 0 Z 0 0 0 0 1 0 Z Z 	0.117084	0.117084	0.117084	0.000000	0.117084	0.117084	0.117084	0.117084	0.063327	0.117084	0.000000	0.000000	0.011647	0.007390	0.980495	0.000467	
104300000	-12.597084	707	16.287019	1	4	'0 0 0 0 0 0 Z 0 Z Z Z 0 	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.000000	0.125000	0.222545	0.192721	0.244897	0.339836	
104350000	-15.809690	914	7.414040	1	4	'0 Z 0 0 Z Z 0 0 0 0 Z 0 	0.125000	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000606	0.000001	0.851589	0.147804	
104400000	-15.322775	701	5.130566	1	5	'0 0 Z 0 0 0 Z 0 Z Z 0 Z 	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.043557	0.248114	0.699017	0.009313	
104450000	-13.669219	160	6.140380	1	3	'0 Z 0 Z 0 0 0 0 0 0 0 Z 	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000007	0.004869	0.995055	0.000069	
104500000	-14.905085	360	3.639759	1	5	'0 Z 0 Z Z Z 0 Z 0 0 0 0 	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000005	0.000000	0.972890	0.027105	
104550000	-15.169415	189	9.678877	1	4	'0 0 0 0 0 Z Z 0 0 Z Z 0 	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	0.092932	0.029187	0.820973	0.056908	
104600000	-14.851135	775	4.976925	1	6	'Z 0 Z Z 0 0 0 0 0 Z Z Z 	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.010238	0.015576	0.974186	0.000000	
104650000	-13.296795	105	6.616620	1	3	'0 0 0 Z 0 0 0 Z 0 Z 0 0 	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.008696	0.006048	0.941399	0.043858	
104700000	-12.762372	767	2.625072	1	5	'Z Z Z 0 0 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000644	0.999356	0.000000	
104750000	-14.585611	184	18.748570	1	5	'0 0 0 0 0 0 Z Z Z Z Z 0 	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.142857	0.500000	0.500000	0.000000	0.000000	
104800000	-13.115664	112	4.151322	1	4	'0 0 Z 0 Z 0 0 0 0 Z 0 Z 	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.002474	0.000006	0.997520	0.000000	
104850000	-13.397993	5	20.836069	1	4	'0 0 0 0 0 0 Z Z Z 0 Z 0 	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.125000	0.000000	0.125000	0.328954	0.360637	0.000000	0.310410	
104900000	-15.509560	34	13.770005	1	5	'0 0 0 Z Z 0 Z Z 0 0 0 Z 	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.063999	0.000034	0.933052	0.002914	
104950000	-13.079684	978	2.582729	1	2	'Z 0 Z 0 0 0 0 0 0 0 0 0 	0.000000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000203	0.000717	0.984320	0.014760	
105000000	-12.481468	417	1.522181	1	3	'Z 0 Z 0 0 0 0 0 0 0 Z 0 	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000262	0.000760	0.983590	0.015388	
105050000	-14.966177	895	20.587057	1	7	'Z 0 0 Z 0 0 Z Z Z 0 Z Z 	0.000000	0.200000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	
105100000	-15.479055	871	18.884659	1	3	'0 0 0 Z 0 0 0 Z Z 0 0 0 	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.188051	0.178558	0.333495	0.299896	
105150000	-16.161902	305	10.350952	1	6	'0 Z Z 0 Z 0 Z 0 Z 0 0 Z 	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
105200000	-12.859045	207	2.736767	1	5	'0 0 Z 0 Z Z 0 0 0 Z 0 Z 	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000229	0.000000	0.999771	0.000000	
105250000	-12.510010	789	1.857776	1	5	'Z Z 0 0 Z 0 0 0 0 0 Z Z 	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
105300000	-15.887721	245	5.965949	1	5	'0 0 0 Z Z Z 0 Z Z 0 0 0 	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.076110	0.000000	0.378109	0.545782	
105350000	-11.953938	96	2.767456	1	4	'Z Z Z 0 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000735	0.975041	0.024224	
105400000	-14.332908	490	8.936364	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.017274	0.032313	0.773895	0.176517	
105450000	-12.982471	385	3.633786	1	7	'Z Z 0 Z 0 Z 0 0 0 Z Z Z 	0.000000	0.000000	0.200000	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.001541	0.998459	0.000000	
105500000	-13.754177	689	5.146097	1	5	'0 0 Z Z 0 0 0 0 Z 0 Z Z 	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.027061	0.101850	0.859565	0.011523	
