Options:
Model:                           MultiState
Tree File Name:                  data/utoaztecan.bttrees
Data File Name:                  data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/09-Aug-15_45.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3050741742
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/09-Aug-15_45.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
23000	-14.426061	868	1	4	'Z Z Z 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	36.406953	36.406953	36.406953	36.406953	36.406953	36.406953	36.406953	36.406953	0.000000	0.000000	0.000026	0.999974	0.000000	
24000	-16.994163	855	1	3	'0 0 0 0 0 Z 0 0 0 Z Z 0 	13.666115	13.666115	13.666115	13.666115	13.666115	0.000000	13.666115	13.666115	13.666115	0.000000	0.000000	13.666115	0.000008	0.000002	0.999476	0.000514	
25000	-13.436371	172	1	4	'0 Z Z 0 0 Z 0 0 0 Z 0 0 	37.339077	0.000000	0.000000	37.339077	37.339077	0.000000	37.339077	37.339077	37.339077	0.000000	37.339077	37.339077	0.000000	0.000017	0.999520	0.000464	
26000	-11.666312	349	1	6	'Z Z 0 Z Z Z 0 0 0 0 0 Z 	0.000000	0.000000	73.544687	0.000000	0.000000	0.000000	73.544687	73.544687	73.544687	73.544687	73.544687	0.000000	0.000000	0.000000	1.000000	0.000000	
27000	-15.556537	774	1	4	'0 Z Z Z 0 0 0 0 0 Z 0 0 	19.844064	0.000000	0.000000	0.000000	19.844064	19.844064	19.844064	19.844064	19.844064	0.000000	19.844064	19.844064	0.000000	0.000004	0.999547	0.000450	
28000	-12.650806	286	1	8	'Z Z Z Z Z Z 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	62.941684	62.941684	62.941684	0.000000	62.941684	0.000000	0.000000	0.000000	1.000000	0.000000	
29000	-15.656509	333	1	3	'0 0 0 Z Z 0 0 0 0 0 Z 0 	16.540955	16.540955	16.540955	0.000000	0.000000	16.540955	16.540955	16.540955	16.540955	16.540955	0.000000	16.540955	0.000021	0.000000	0.999302	0.000677	
30000	-12.949850	605	1	6	'Z 0 Z Z 0 Z 0 0 0 0 Z Z 	0.000000	55.876315	0.000000	0.000000	55.876315	0.000000	55.876315	55.876315	55.876315	55.876315	0.000000	0.000000	0.000025	0.000024	0.999951	0.000000	
31000	-14.401599	495	1	3	'Z Z 0 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	25.258762	25.258762	25.258762	25.258762	25.258762	25.258762	25.258762	25.258762	25.258762	0.000000	0.000000	0.000019	0.999981	0.000000	
32000	-14.225369	682	1	3	'0 Z 0 Z Z 0 0 0 0 0 0 0 	31.825613	0.000000	31.825613	0.000000	0.000000	31.825613	31.825613	31.825613	31.825613	31.825613	31.825613	31.825613	0.000000	0.000000	0.998168	0.001832	
33000	-15.033240	746	1	2	'0 0 0 0 Z 0 0 0 0 0 0 Z 	20.688925	20.688925	20.688925	20.688925	0.000000	20.688925	20.688925	20.688925	20.688925	20.688925	20.688925	0.000000	0.000041	0.000000	0.999959	0.000000	
34000	-13.073639	313	1	4	'Z Z 0 0 Z 0 0 0 0 0 0 Z 	0.000000	0.000000	46.848292	46.848292	0.000000	46.848292	46.848292	46.848292	46.848292	46.848292	46.848292	0.000000	0.000000	0.000000	1.000000	0.000000	
35000	-16.772926	290	1	2	'0 0 Z 0 0 Z 0 0 0 0 0 0 	10.987397	10.987397	0.000000	10.987397	10.987397	0.000000	10.987397	10.987397	10.987397	10.987397	10.987397	10.987397	0.000001	0.000001	0.999879	0.000119	
36000	-18.536769	851	1	6	'Z Z 0 Z Z 0 0 0 0 Z 0 Z 	0.000000	0.000000	7.643328	0.000000	0.000000	7.643328	7.643328	7.643328	7.643328	0.000000	7.643328	0.000000	0.000000	0.000000	1.000000	0.000000	
37000	-13.411201	897	1	4	'0 0 Z 0 0 0 0 0 0 Z Z Z 	50.241898	50.241898	0.000000	50.241898	50.241898	50.241898	50.241898	50.241898	50.241898	0.000000	0.000000	0.000000	0.000011	0.000022	0.999968	0.000000	
38000	-14.029882	333	1	1	'0 0 0 0 0 0 0 0 0 0 Z 0 	31.113554	31.113554	31.113554	31.113554	31.113554	31.113554	31.113554	31.113554	31.113554	31.113554	0.000000	31.113554	0.000076	0.000029	0.998554	0.001341	
39000	-14.293672	48	1	4	'Z 0 Z Z 0 0 0 0 0 0 Z 0 	0.000000	27.479755	0.000000	0.000000	27.479755	27.479755	27.479755	27.479755	27.479755	27.479755	0.000000	27.479755	0.000079	0.000079	0.999764	0.000079	
40000	-15.014597	753	1	5	'Z Z 0 Z Z 0 0 0 0 0 0 Z 	0.000000	0.000000	34.385335	0.000000	0.000000	34.385335	34.385335	34.385335	34.385335	34.385335	34.385335	0.000000	0.000000	0.000000	1.000000	0.000000	
41000	-13.603305	928	1	6	'0 Z Z 0 Z Z 0 0 0 Z 0 Z 	42.448054	0.000000	0.000000	42.448054	0.000000	0.000000	42.448054	42.448054	42.448054	0.000000	42.448054	0.000000	0.000000	0.000000	1.000000	0.000000	
42000	-13.303468	149	1	5	'0 Z 0 0 Z 0 0 0 0 Z Z Z 	49.713986	0.000000	49.713986	49.713986	0.000000	49.713986	49.713986	49.713986	49.713986	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
43000	-13.716297	97	1	5	'Z Z 0 0 Z 0 0 0 0 0 Z Z 	0.000000	0.000000	34.308395	34.308395	0.000000	34.308395	34.308395	34.308395	34.308395	34.308395	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
44000	-17.083392	602	1	3	'Z Z 0 0 Z 0 0 0 0 0 0 0 	0.000000	0.000000	11.387607	11.387607	0.000000	11.387607	11.387607	11.387607	11.387607	11.387607	11.387607	11.387607	0.000000	0.000000	0.999997	0.000003	
45000	-15.004443	74	1	3	'0 0 0 0 Z 0 0 0 0 Z 0 Z 	25.811439	25.811439	25.811439	25.811439	0.000000	25.811439	25.811439	25.811439	25.811439	0.000000	25.811439	0.000000	0.000174	0.000000	0.999826	0.000000	
46000	-13.598791	807	1	6	'Z Z 0 Z Z 0 0 0 0 Z 0 Z 	0.000000	0.000000	35.490788	0.000000	0.000000	35.490788	35.490788	35.490788	35.490788	0.000000	35.490788	0.000000	0.000000	0.000000	1.000000	0.000000	
47000	-12.982312	128	1	6	'Z Z 0 0 0 Z 0 0 0 Z Z Z 	0.000000	0.000000	50.988194	50.988194	50.988194	0.000000	50.988194	50.988194	50.988194	0.000000	0.000000	0.000000	0.000000	0.000019	0.999981	0.000000	
48000	-11.979394	884	1	3	'0 Z Z 0 0 0 0 0 0 0 Z 0 	72.335911	0.000000	0.000000	72.335911	72.335911	72.335911	72.335911	72.335911	72.335911	72.335911	0.000000	72.335911	0.000000	0.000450	0.991250	0.008300	
49000	-15.612988	974	1	5	'0 Z Z 0 0 Z 0 0 0 Z Z 0 	19.564568	0.000000	0.000000	19.564568	19.564568	0.000000	19.564568	19.564568	19.564568	0.000000	0.000000	19.564568	0.000000	0.000004	0.998195	0.001801	
50000	-13.996966	348	1	4	'Z 0 0 0 0 Z 0 0 0 0 Z Z 	0.000000	50.649151	50.649151	50.649151	50.649151	0.000000	50.649151	50.649151	50.649151	50.649151	0.000000	0.000000	0.000065	0.000021	0.999914	0.000000	
51000	-14.955285	309	1	2	'Z 0 0 0 0 0 0 0 0 0 Z 0 	0.000000	18.518861	18.518861	18.518861	18.518861	18.518861	18.518861	18.518861	18.518861	18.518861	0.000000	18.518861	0.000002	0.000001	0.999962	0.000034	
52000	-14.146976	935	1	4	'Z 0 Z 0 0 Z 0 0 0 0 Z 0 	0.000000	34.981671	0.000000	34.981671	34.981671	0.000000	34.981671	34.981671	34.981671	34.981671	0.000000	34.981671	0.000012	0.000012	0.998862	0.001114	
53000	-15.106339	412	2	3	'0 Z 0 0 Z 0 0 0 0 Z 0 1 	19.868385	0.000000	19.868385	19.868385	0.000000	19.868385	19.868385	19.868385	19.868385	0.000000	19.868385	3.493954	0.000000	0.000000	1.000000	0.000000	
54000	-12.557346	161	1	5	'Z Z Z Z 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	59.034042	59.034042	59.034042	59.034042	59.034042	59.034042	0.000000	59.034042	0.000000	0.000123	0.997306	0.002571	
55000	-16.186843	442	1	3	'Z 0 0 0 0 0 0 0 0 0 Z Z 	0.000000	14.682730	14.682730	14.682730	14.682730	14.682730	14.682730	14.682730	14.682730	14.682730	0.000000	0.000000	0.000113	0.000003	0.999884	0.000000	
56000	-16.373769	967	1	3	'0 Z Z 0 0 Z 0 0 0 0 0 0 	15.940662	0.000000	0.000000	15.940662	15.940662	0.000000	15.940662	15.940662	15.940662	15.940662	15.940662	15.940662	0.000000	0.000004	0.999185	0.000811	
57000	-14.967820	907	1	2	'Z 0 0 Z 0 0 0 0 0 0 0 0 	0.000000	22.182647	22.182647	0.000000	22.182647	22.182647	22.182647	22.182647	22.182647	22.182647	22.182647	22.182647	0.000000	0.000002	0.999997	0.000000	
58000	-18.987759	694	1	5	'Z Z 0 0 Z 0 0 0 0 0 Z Z 	0.000000	0.000000	7.300591	7.300591	0.000000	7.300591	7.300591	7.300591	7.300591	7.300591	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
59000	-14.251507	809	1	6	'Z 0 Z Z 0 Z 0 0 0 0 Z Z 	0.000000	34.461994	0.000000	0.000000	34.461994	0.000000	34.461994	34.461994	34.461994	34.461994	0.000000	0.000000	0.000006	0.000006	0.999987	0.000000	
60000	-12.893238	672	1	5	'Z Z 0 Z 0 Z 0 0 0 Z 0 0 	0.000000	0.000000	47.862093	0.000000	47.862093	0.000000	47.862093	47.862093	47.862093	0.000000	47.862093	47.862093	0.000000	0.000072	0.999855	0.000072	
61000	-14.311022	930	1	6	'0 Z Z Z Z Z 0 0 0 Z 0 0 	31.339345	0.000000	0.000000	0.000000	0.000000	0.000000	31.339345	31.339345	31.339345	0.000000	31.339345	31.339345	0.000000	0.000000	0.999995	0.000005	
62000	-16.002964	223	2	4	'1 Z 0 Z 0 Z 0 0 1 Z 0 1 	15.002505	0.000000	13.907324	0.000000	13.907324	0.000000	13.907324	13.907324	15.002505	0.000000	13.907324	15.002505	0.000000	0.000001	0.999629	0.000369	
63000	-14.417995	984	1	2	'Z 0 0 0 0 0 0 0 0 Z 0 0 	0.000000	34.290392	34.290392	34.290392	34.290392	34.290392	34.290392	34.290392	34.290392	0.000000	34.290392	34.290392	0.000036	0.000017	0.999380	0.000567	
64000	-12.928048	647	1	7	'Z 0 Z Z Z 0 0 0 0 Z Z Z 	0.000000	59.607342	0.000000	0.000000	0.000000	59.607342	59.607342	59.607342	59.607342	0.000000	0.000000	0.000000	0.000081	0.000000	0.999919	0.000000	
65000	-15.413649	777	2	6	'1 0 Z Z 0 Z 0 1 0 Z Z Z 	9.004748	33.704656	0.000000	0.000000	33.704656	0.000000	33.704656	9.004748	33.704656	0.000000	0.000000	0.000000	0.000108	0.000108	0.999783	0.000000	
66000	-15.506674	311	1	5	'0 0 0 Z Z Z 0 0 0 Z 0 Z 	21.246706	21.246706	21.246706	0.000000	0.000000	0.000000	21.246706	21.246706	21.246706	0.000000	21.246706	0.000000	0.000011	0.000000	0.999989	0.000000	
67000	-14.610640	820	1	2	'Z 0 Z 0 0 0 0 0 0 0 0 0 	0.000000	20.754454	0.000000	20.754454	20.754454	20.754454	20.754454	20.754454	20.754454	20.754454	20.754454	20.754454	0.000000	0.000000	0.999999	0.000000	
68000	-13.391490	465	1	5	'Z 0 Z Z Z Z 0 0 0 0 0 0 	0.000000	46.312935	0.000000	0.000000	0.000000	0.000000	46.312935	46.312935	46.312935	46.312935	46.312935	46.312935	0.000019	0.000000	0.998682	0.001299	
69000	-14.907027	927	1	3	'0 0 Z 0 0 0 0 0 0 Z Z 0 	31.351362	31.351362	0.000000	31.351362	31.351362	31.351362	31.351362	31.351362	31.351362	0.000000	0.000000	31.351362	0.000005	0.000010	0.999682	0.000303	
70000	-14.666466	246	1	4	'Z 0 Z 0 0 0 0 0 0 Z Z 0 	0.000000	20.759154	0.000000	20.759154	20.759154	20.759154	20.759154	20.759154	20.759154	0.000000	0.000000	20.759154	0.000006	0.000010	0.999603	0.000381	
71000	-18.168102	556	1	3	'0 0 0 0 Z Z 0 0 0 0 Z 0 	7.024499	7.024499	7.024499	7.024499	0.000000	0.000000	7.024499	7.024499	7.024499	7.024499	0.000000	7.024499	0.000001	0.000000	0.999890	0.000109	
72000	-13.967808	245	1	6	'Z Z Z Z 0 Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	41.042897	0.000000	41.042897	41.042897	41.042897	0.000000	41.042897	41.042897	0.000000	0.000005	0.997551	0.002444	
73000	-14.805954	858	1	3	'0 0 Z 0 0 0 0 0 0 Z Z 0 	26.291294	26.291294	0.000000	26.291294	26.291294	26.291294	26.291294	26.291294	26.291294	0.000000	0.000000	26.291294	0.000003	0.000010	0.999283	0.000703	
74000	-13.154483	363	1	4	'Z 0 0 Z 0 Z 0 0 0 0 0 Z 	0.000000	45.456852	45.456852	0.000000	45.456852	0.000000	45.456852	45.456852	45.456852	45.456852	45.456852	0.000000	0.000093	0.000013	0.999893	0.000000	
75000	-14.882328	785	1	6	'Z 0 0 Z 0 Z 0 0 0 Z Z Z 	0.000000	32.395207	32.395207	0.000000	32.395207	0.000000	32.395207	32.395207	32.395207	0.000000	0.000000	0.000000	0.000001	0.000001	0.999998	0.000000	
76000	-15.071941	277	1	4	'Z 0 Z Z 0 Z 0 0 0 0 0 0 	0.000000	20.351511	0.000000	0.000000	20.351511	0.000000	20.351511	20.351511	20.351511	20.351511	20.351511	20.351511	0.000004	0.000004	0.999265	0.000727	
77000	-13.330799	692	1	5	'Z Z 0 Z Z Z 0 0 0 0 0 0 	0.000000	0.000000	42.897085	0.000000	0.000000	0.000000	42.897085	42.897085	42.897085	42.897085	42.897085	42.897085	0.000000	0.000000	0.998637	0.001363	
78000	-12.607539	465	1	6	'Z Z Z 0 Z 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	63.266989	0.000000	63.266989	63.266989	63.266989	63.266989	63.266989	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
79000	-13.353411	196	1	5	'Z 0 0 Z 0 0 0 0 0 Z Z Z 	0.000000	32.901973	32.901973	0.000000	32.901973	32.901973	32.901973	32.901973	32.901973	0.000000	0.000000	0.000000	0.000095	0.000025	0.999881	0.000000	
80000	-14.729167	418	1	5	'0 Z 0 0 Z 0 0 0 0 Z Z Z 	32.642360	0.000000	32.642360	32.642360	0.000000	32.642360	32.642360	32.642360	32.642360	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
81000	-13.496537	452	1	3	'0 0 Z 0 0 Z 0 0 0 Z 0 0 	35.291825	35.291825	0.000000	35.291825	35.291825	0.000000	35.291825	35.291825	35.291825	0.000000	35.291825	35.291825	0.000017	0.000017	0.997960	0.002006	
82000	-16.034786	551	1	1	'0 0 0 0 0 0 0 0 0 Z 0 0 	19.609857	19.609857	19.609857	19.609857	19.609857	19.609857	19.609857	19.609857	19.609857	0.000000	19.609857	19.609857	0.000013	0.000006	0.999066	0.000915	
83000	-12.996251	653	1	6	'Z Z Z 0 Z 0 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	41.695591	0.000000	41.695591	41.695591	41.695591	41.695591	0.000000	0.000000	41.695591	0.000000	0.000000	0.997949	0.002051	
84000	-12.653937	234	1	4	'Z 0 0 Z Z Z 0 0 0 0 0 0 	0.000000	58.325660	58.325660	0.000000	0.000000	0.000000	58.325660	58.325660	58.325660	58.325660	58.325660	58.325660	0.000152	0.000000	0.999695	0.000153	
85000	-14.463298	7	1	6	'0 0 Z Z Z Z 0 0 0 Z Z 0 	29.138841	29.138841	0.000000	0.000000	0.000000	0.000000	29.138841	29.138841	29.138841	0.000000	0.000000	29.138841	0.000085	0.000000	0.999808	0.000106	
86000	-13.703584	146	1	6	'Z Z Z 0 Z 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	40.012293	0.000000	40.012293	40.012293	40.012293	40.012293	40.012293	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
87000	-14.430733	700	1	1	'0 0 0 Z 0 0 0 0 0 0 0 0 	34.874590	34.874590	34.874590	0.000000	34.874590	34.874590	34.874590	34.874590	34.874590	34.874590	34.874590	34.874590	0.000013	0.000007	0.999632	0.000348	
88000	-11.833102	349	1	5	'Z 0 0 0 0 Z 0 0 0 Z Z Z 	0.000000	60.082872	60.082872	60.082872	60.082872	0.000000	60.082872	60.082872	60.082872	0.000000	0.000000	0.000000	0.000300	0.000064	0.999636	0.000000	
89000	-14.777149	874	1	5	'0 0 Z 0 Z Z 0 0 0 Z 0 Z 	20.576981	20.576981	0.000000	20.576981	0.000000	0.000000	20.576981	20.576981	20.576981	0.000000	20.576981	0.000000	0.000002	0.000000	0.999998	0.000000	
90000	-14.713501	882	1	5	'0 Z Z Z Z 0 0 0 0 Z 0 0 	29.394793	0.000000	0.000000	0.000000	0.000000	29.394793	29.394793	29.394793	29.394793	0.000000	29.394793	29.394793	0.000000	0.000000	0.999020	0.000980	
91000	-15.720519	574	1	5	'0 0 Z Z 0 0 0 0 0 Z Z Z 	16.644355	16.644355	0.000000	0.000000	16.644355	16.644355	16.644355	16.644355	16.644355	0.000000	0.000000	0.000000	0.000039	0.000039	0.999922	0.000000	
92000	-15.463966	142	1	4	'0 Z 0 0 0 0 0 0 0 Z Z Z 	27.034343	0.000000	27.034343	27.034343	27.034343	27.034343	27.034343	27.034343	27.034343	0.000000	0.000000	0.000000	0.000000	0.000006	0.999994	0.000000	
93000	-14.628836	590	1	6	'Z Z 0 Z Z 0 0 0 0 Z Z 0 	0.000000	0.000000	21.222092	0.000000	0.000000	21.222092	21.222092	21.222092	21.222092	0.000000	0.000000	21.222092	0.000000	0.000000	0.996225	0.003775	
94000	-15.084391	115	1	5	'Z 0 Z Z Z 0 0 0 0 0 Z 0 	0.000000	30.550919	0.000000	0.000000	0.000000	30.550919	30.550919	30.550919	30.550919	30.550919	0.000000	30.550919	0.000083	0.000000	0.999835	0.000083	
95000	-13.145387	2	1	2	'0 0 0 0 0 0 0 0 0 0 Z Z 	60.393381	60.393381	60.393381	60.393381	60.393381	60.393381	60.393381	60.393381	60.393381	60.393381	0.000000	0.000000	0.000173	0.000069	0.999758	0.000000	
96000	-12.739097	781	1	2	'0 0 0 0 0 0 0 0 0 0 Z Z 	51.679273	51.679273	51.679273	51.679273	51.679273	51.679273	51.679273	51.679273	51.679273	51.679273	0.000000	0.000000	0.000247	0.000104	0.999649	0.000000	
97000	-13.085552	961	1	5	'Z 0 0 Z Z 0 0 0 0 0 Z Z 	0.000000	57.795651	57.795651	0.000000	0.000000	57.795651	57.795651	57.795651	57.795651	57.795651	0.000000	0.000000	0.000159	0.000000	0.999841	0.000000	
98000	-13.769089	755	1	2	'0 Z 0 Z 0 0 0 0 0 0 0 0 	35.272955	0.000000	35.272955	0.000000	35.272955	35.272955	35.272955	35.272955	35.272955	35.272955	35.272955	35.272955	0.000000	0.000041	0.998023	0.001936	
99000	-13.222111	176	1	4	'0 0 0 0 0 Z 0 0 0 Z Z Z 	51.412595	51.412595	51.412595	51.412595	51.412595	0.000000	51.412595	51.412595	51.412595	0.000000	0.000000	0.000000	0.000015	0.000001	0.999984	0.000000	
100000	-14.626522	677	1	3	'0 0 0 0 0 0 0 0 0 Z Z Z 	34.025645	34.025645	34.025645	34.025645	34.025645	34.025645	34.025645	34.025645	34.025645	0.000000	0.000000	0.000000	0.000000	0.000000	0.999999	0.000000	
101000	-15.992814	379	1	3	'0 0 0 Z Z Z 0 0 0 0 0 0 	15.728372	15.728372	15.728372	0.000000	0.000000	0.000000	15.728372	15.728372	15.728372	15.728372	15.728372	15.728372	0.000182	0.000000	0.998677	0.001140	
102000	-13.809312	293	1	4	'Z 0 0 0 Z Z 0 0 0 0 Z 0 	0.000000	40.873197	40.873197	40.873197	0.000000	0.000000	40.873197	40.873197	40.873197	40.873197	0.000000	40.873197	0.000124	0.000000	0.996555	0.003321	
103000	-13.744697	464	1	5	'Z Z Z 0 0 0 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	33.634640	33.634640	33.634640	33.634640	33.634640	33.634640	0.000000	0.000000	33.634640	0.000000	0.000011	0.999854	0.000135	
104000	-15.794614	118	1	4	'0 0 0 Z 0 0 0 0 0 Z Z Z 	14.825868	14.825868	14.825868	0.000000	14.825868	14.825868	14.825868	14.825868	14.825868	0.000000	0.000000	0.000000	0.000001	0.000001	0.999999	0.000000	
105000	-13.367953	235	1	7	'Z Z Z 0 Z Z 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	50.120018	0.000000	0.000000	50.120018	50.120018	50.120018	0.000000	0.000000	50.120018	0.000000	0.000000	0.998189	0.001811	
106000	-15.555351	688	1	7	'Z 0 Z Z Z Z 0 0 0 Z 0 Z 	0.000000	23.780055	0.000000	0.000000	0.000000	0.000000	23.780055	23.780055	23.780055	0.000000	23.780055	0.000000	0.000006	0.000000	0.999994	0.000000	
107000	-15.477204	359	1	4	'Z 0 Z 0 Z 0 0 0 0 Z 0 0 	0.000000	19.817033	0.000000	19.817033	0.000000	19.817033	19.817033	19.817033	19.817033	0.000000	19.817033	19.817033	0.000017	0.000000	0.999966	0.000017	
108000	-14.645644	392	1	6	'Z Z Z Z 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	32.340979	32.340979	32.340979	32.340979	32.340979	0.000000	32.340979	0.000000	0.000000	0.000020	0.999980	0.000000	
109000	-12.726188	656	1	4	'0 0 0 Z Z Z 0 0 0 0 Z 0 	54.566814	54.566814	54.566814	0.000000	0.000000	0.000000	54.566814	54.566814	54.566814	54.566814	0.000000	54.566814	0.000107	0.000000	0.997686	0.002207	
110000	-17.723714	18	1	4	'0 0 Z 0 Z 0 0 0 0 Z Z 0 	9.260277	9.260277	0.000000	9.260277	0.000000	9.260277	9.260277	9.260277	9.260277	0.000000	0.000000	9.260277	0.000001	0.000000	0.999330	0.000669	
