Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/26-Oct-2017-09_54.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1851957956
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/26-Oct-2017-09_54.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
170400000	-13.277665	794	1	4	'0 0 0 0 0 Z 0 0 0 Z Z Z 	42.705752	42.705752	42.705752	42.705752	42.705752	0.000000	42.705752	42.705752	42.705752	0.000000	0.000000	0.000000	0.000082	0.000017	0.999901	0.000000	
170450000	-13.076741	987	1	5	'0 0 0 0 Z Z 0 0 0 Z Z Z 	56.348209	56.348209	56.348209	56.348209	0.000000	0.000000	56.348209	56.348209	56.348209	0.000000	0.000000	0.000000	0.000200	0.000000	0.999800	0.000000	
170500000	-14.993469	482	1	4	'0 Z Z 0 0 Z 0 0 0 Z 0 0 	18.912527	0.000000	0.000000	18.912527	18.912527	0.000000	18.912527	18.912527	18.912527	0.000000	18.912527	18.912527	0.000000	0.000003	0.999369	0.000628	
170550000	-13.245564	423	1	5	'Z 0 Z 0 0 Z 0 0 0 Z Z 0 	0.000000	43.831716	0.000000	43.831716	43.831716	0.000000	43.831716	43.831716	43.831716	0.000000	0.000000	43.831716	0.000016	0.000016	0.996664	0.003303	
170600000	-16.898713	261	1	4	'0 0 0 0 Z 0 0 0 0 Z Z Z 	15.022397	15.022397	15.022397	15.022397	0.000000	15.022397	15.022397	15.022397	15.022397	0.000000	0.000000	0.000000	0.000003	0.000000	0.999997	0.000000	
170650000	-12.621273	13	1	4	'Z 0 0 0 Z Z 0 0 0 0 Z 0 	0.000000	66.270096	66.270096	66.270096	0.000000	0.000000	66.270096	66.270096	66.270096	66.270096	0.000000	66.270096	0.000145	0.000000	0.997546	0.002308	
170700000	-15.818998	215	1	5	'Z Z Z 0 0 Z 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	19.742005	19.742005	0.000000	19.742005	19.742005	19.742005	19.742005	0.000000	19.742005	0.000000	0.000005	0.998318	0.001677	
170750000	-16.104159	59	1	6	'0 0 Z 0 Z Z 0 0 0 Z Z Z 	19.433472	19.433472	0.000000	19.433472	0.000000	0.000000	19.433472	19.433472	19.433472	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
170800000	-16.474322	551	1	7	'Z Z Z Z Z Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.640431	16.640431	16.640431	0.000000	16.640431	16.640431	0.000000	0.000000	0.999223	0.000777	
170850000	-14.780717	346	1	4	'Z 0 0 Z 0 Z 0 0 0 0 Z 0 	0.000000	29.104767	29.104767	0.000000	29.104767	0.000000	29.104767	29.104767	29.104767	29.104767	0.000000	29.104767	0.000037	0.000003	0.998149	0.001812	
170900000	-12.850950	172	1	3	'Z Z 0 0 0 Z 0 0 0 0 0 0 	0.000000	0.000000	50.451526	50.451526	50.451526	0.000000	50.451526	50.451526	50.451526	50.451526	50.451526	50.451526	0.000000	0.000030	0.999252	0.000718	
170950000	-12.754485	196	1	4	'0 Z Z 0 0 Z 0 0 0 Z 0 0 	46.023042	0.000000	0.000000	46.023042	46.023042	0.000000	46.023042	46.023042	46.023042	0.000000	46.023042	46.023042	0.000000	0.000014	0.997951	0.002035	
171000000	-15.138688	412	1	6	'Z Z Z 0 Z 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	19.540469	0.000000	19.540469	19.540469	19.540469	19.540469	0.000000	19.540469	0.000000	0.000000	0.000000	1.000000	0.000000	
171050000	-14.826488	472	1	3	'0 Z 0 Z 0 0 0 0 0 Z 0 0 	29.232478	0.000000	29.232478	0.000000	29.232478	29.232478	29.232478	29.232478	29.232478	0.000000	29.232478	29.232478	0.000000	0.000007	0.999841	0.000152	
171100000	-12.250624	564	1	6	'Z 0 Z Z Z 0 0 0 0 Z Z 0 	0.000000	90.865682	0.000000	0.000000	0.000000	90.865682	90.865682	90.865682	90.865682	0.000000	0.000000	90.865682	0.000117	0.000000	0.999700	0.000184	
171150000	-17.122019	31	1	3	'0 Z Z 0 0 0 0 0 0 0 0 Z 	8.742801	0.000000	0.000000	8.742801	8.742801	8.742801	8.742801	8.742801	8.742801	8.742801	8.742801	0.000000	0.000000	0.000001	0.999999	0.000000	
171200000	-15.779541	532	1	5	'Z Z Z Z 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.000000	18.708470	0.000000	18.708470	18.708470	18.708470	18.708470	18.708470	18.708470	0.000000	0.000003	0.999008	0.000989	
171250000	-15.297981	917	1	5	'Z 0 Z 0 0 Z 0 0 0 0 Z Z 	0.000000	18.134799	0.000000	18.134799	18.134799	0.000000	18.134799	18.134799	18.134799	18.134799	0.000000	0.000000	0.000011	0.000011	0.999978	0.000000	
171300000	-14.848566	154	1	6	'Z Z Z 0 Z 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	24.009942	0.000000	24.009942	24.009942	24.009942	24.009942	24.009942	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
171350000	-15.040720	534	1	4	'0 0 Z 0 0 0 0 0 0 Z Z Z 	20.188916	20.188916	0.000000	20.188916	20.188916	20.188916	20.188916	20.188916	20.188916	0.000000	0.000000	0.000000	0.000003	0.000016	0.999981	0.000000	
171400000	-16.247522	857	1	3	'0 Z Z 0 0 0 0 0 0 0 Z 0 	14.994915	0.000000	0.000000	14.994915	14.994915	14.994915	14.994915	14.994915	14.994915	14.994915	0.000000	14.994915	0.000000	0.000005	0.999345	0.000650	
171450000	-18.068496	454	1	5	'Z Z Z Z 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	11.271515	11.271515	11.271515	11.271515	11.271515	11.271515	11.271515	0.000000	0.000000	0.000001	0.999999	0.000000	
171500000	-14.493508	570	1	3	'0 0 0 Z Z 0 0 0 0 Z 0 0 	26.612744	26.612744	26.612744	0.000000	0.000000	26.612744	26.612744	26.612744	26.612744	0.000000	26.612744	26.612744	0.000014	0.000000	0.999468	0.000518	
171550000	-19.026460	576	1	6	'Z Z Z 0 0 0 Z 0 0 Z 0 Z 	0.000000	0.000000	0.000000	36.829520	36.829520	36.829520	0.000000	36.829520	36.829520	0.000000	36.829520	0.000000	0.000000	0.000071	0.999929	0.000000	
171600000	-13.835367	328	1	4	'Z 0 0 Z Z 0 0 0 0 0 Z 0 	0.000000	32.442684	32.442684	0.000000	0.000000	32.442684	32.442684	32.442684	32.442684	32.442684	0.000000	32.442684	0.000222	0.000000	0.998924	0.000854	
171650000	-14.787947	180	1	3	'0 0 Z 0 0 0 0 0 0 Z 0 Z 	30.481817	30.481817	0.000000	30.481817	30.481817	30.481817	30.481817	30.481817	30.481817	0.000000	30.481817	0.000000	0.000003	0.000003	0.999995	0.000000	
171700000	-14.582379	172	1	5	'Z 0 0 Z 0 0 0 0 0 Z Z Z 	0.000000	22.788047	22.788047	0.000000	22.788047	22.788047	22.788047	22.788047	22.788047	0.000000	0.000000	0.000000	0.000018	0.000008	0.999974	0.000000	
171750000	-13.646420	282	1	6	'0 0 Z Z 0 Z 0 0 0 Z Z Z 	37.348123	37.348123	0.000000	0.000000	37.348123	0.000000	37.348123	37.348123	37.348123	0.000000	0.000000	0.000000	0.000012	0.000008	0.999980	0.000000	
171800000	-14.066830	641	1	5	'0 Z 0 Z 0 0 0 0 0 Z Z Z 	23.744649	0.000000	23.744649	0.000000	23.744649	23.744649	23.744649	23.744649	23.744649	0.000000	0.000000	0.000000	0.000000	0.000012	0.999988	0.000000	
171850000	-14.477071	816	1	3	'0 0 0 0 Z 0 0 0 0 0 Z Z 	26.160777	26.160777	26.160777	26.160777	0.000000	26.160777	26.160777	26.160777	26.160777	26.160777	0.000000	0.000000	0.000020	0.000000	0.999980	0.000000	
171900000	-14.751136	620	1	4	'Z Z 0 0 Z 0 0 0 0 0 0 Z 	0.000000	0.000000	25.609874	25.609874	0.000000	25.609874	25.609874	25.609874	25.609874	25.609874	25.609874	0.000000	0.000000	0.000000	1.000000	0.000000	
171950000	-16.789180	585	1	3	'Z 0 Z 0 0 0 0 0 0 0 Z 0 	0.000000	19.179122	0.000000	19.179122	19.179122	19.179122	19.179122	19.179122	19.179122	19.179122	0.000000	19.179122	0.000000	0.000000	1.000000	0.000000	
172000000	-12.880616	887	1	6	'Z 0 0 Z Z Z 0 0 0 Z 0 Z 	0.000000	47.227013	47.227013	0.000000	0.000000	0.000000	47.227013	47.227013	47.227013	0.000000	47.227013	0.000000	0.000070	0.000000	0.999930	0.000000	
172050000	-13.827754	569	1	6	'0 Z Z Z 0 0 0 0 0 Z Z Z 	35.318353	0.000000	0.000000	0.000000	35.318353	35.318353	35.318353	35.318353	35.318353	0.000000	0.000000	0.000000	0.000000	0.000024	0.999976	0.000000	
172100000	-14.233032	442	1	5	'Z Z 0 0 Z Z 0 0 0 0 Z 0 	0.000000	0.000000	30.593713	30.593713	0.000000	0.000000	30.593713	30.593713	30.593713	30.593713	0.000000	30.593713	0.000000	0.000000	0.998686	0.001314	
172150000	-14.238117	792	1	5	'0 0 0 Z Z Z 0 0 0 Z Z 0 	37.394495	37.394495	37.394495	0.000000	0.000000	0.000000	37.394495	37.394495	37.394495	0.000000	0.000000	37.394495	0.000003	0.000000	0.999980	0.000017	
172200000	-15.038945	696	1	4	'Z 0 Z 0 0 Z 0 0 0 0 Z 0 	0.000000	21.729839	0.000000	21.729839	21.729839	0.000000	21.729839	21.729839	21.729839	21.729839	0.000000	21.729839	0.000003	0.000003	0.999334	0.000660	
172250000	-15.657605	163	1	4	'0 Z 0 Z 0 Z 0 0 0 Z 0 0 	25.932898	0.000000	25.932898	0.000000	25.932898	0.000000	25.932898	25.932898	25.932898	0.000000	25.932898	25.932898	0.000000	0.000002	0.999791	0.000207	
172300000	-15.057759	44	1	3	'Z Z 0 0 0 0 0 0 0 0 Z 0 	0.000000	0.000000	31.658885	31.658885	31.658885	31.658885	31.658885	31.658885	31.658885	31.658885	0.000000	31.658885	0.000000	0.000023	0.996455	0.003522	
172350000	-12.120420	187	1	5	'Z Z 0 0 0 0 0 0 0 Z Z Z 	0.000000	0.000000	79.944901	79.944901	79.944901	79.944901	79.944901	79.944901	79.944901	0.000000	0.000000	0.000000	0.000000	0.000195	0.999805	0.000000	
172400000	-13.089215	513	1	3	'0 0 Z Z 0 Z 0 0 0 0 0 0 	50.505421	50.505421	0.000000	0.000000	50.505421	0.000000	50.505421	50.505421	50.505421	50.505421	50.505421	50.505421	0.000001	0.000001	0.999986	0.000012	
172450000	-14.685684	616	1	3	'Z 0 Z 0 Z 0 0 0 0 0 0 0 	0.000000	27.294089	0.000000	27.294089	0.000000	27.294089	27.294089	27.294089	27.294089	27.294089	27.294089	27.294089	0.000015	0.000000	0.998111	0.001875	
172500000	-14.870388	156	1	6	'0 Z Z 0 Z 0 0 0 0 Z Z Z 	23.118205	0.000000	0.000000	23.118205	0.000000	23.118205	23.118205	23.118205	23.118205	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
172550000	-18.019675	271	1	3	'0 Z 0 0 0 Z 0 0 0 0 Z 0 	10.321995	0.000000	10.321995	10.321995	10.321995	0.000000	10.321995	10.321995	10.321995	10.321995	0.000000	10.321995	0.000000	0.000008	0.999982	0.000010	
172600000	-14.122119	805	1	2	'0 0 Z 0 Z 0 0 0 0 0 0 0 	37.786852	37.786852	0.000000	37.786852	0.000000	37.786852	37.786852	37.786852	37.786852	37.786852	37.786852	37.786852	0.000006	0.000000	0.994799	0.005195	
172650000	-13.901217	781	1	5	'0 Z Z 0 0 Z 0 0 0 0 Z Z 	30.448439	0.000000	0.000000	30.448439	30.448439	0.000000	30.448439	30.448439	30.448439	30.448439	0.000000	0.000000	0.000000	0.000024	0.999976	0.000000	
172700000	-15.430982	884	1	5	'Z 0 Z Z 0 0 0 0 0 Z Z 0 	0.000000	13.768900	0.000000	0.000000	13.768900	13.768900	13.768900	13.768900	13.768900	0.000000	0.000000	13.768900	0.000005	0.000013	0.998870	0.001112	
172750000	-14.021937	744	1	6	'Z Z 0 Z Z 0 0 0 0 Z Z 0 	0.000000	0.000000	33.264682	0.000000	0.000000	33.264682	33.264682	33.264682	33.264682	0.000000	0.000000	33.264682	0.000000	0.000000	0.999650	0.000350	
172800000	-14.441328	578	1	3	'0 Z Z 0 Z 0 0 0 0 0 0 0 	30.075647	0.000000	0.000000	30.075647	0.000000	30.075647	30.075647	30.075647	30.075647	30.075647	30.075647	30.075647	0.000000	0.000000	0.999999	0.000001	
172850000	-14.294544	349	1	6	'Z Z Z Z 0 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.000000	21.222193	21.222193	21.222193	21.222193	21.222193	21.222193	0.000000	0.000000	0.000000	0.000013	0.999987	0.000000	
172900000	-13.014877	286	1	5	'Z 0 0 0 Z Z 0 0 0 Z Z 0 	0.000000	52.604741	52.604741	52.604741	0.000000	0.000000	52.604741	52.604741	52.604741	0.000000	0.000000	52.604741	0.000313	0.000000	0.997250	0.002437	
172950000	-13.529125	565	1	5	'Z Z Z 0 0 Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	34.400171	34.400171	0.000000	34.400171	34.400171	34.400171	0.000000	34.400171	34.400171	0.000000	0.000005	0.997198	0.002797	
173000000	-15.030500	14	1	4	'Z Z Z 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	24.073609	24.073609	24.073609	24.073609	24.073609	24.073609	24.073609	24.073609	0.000000	0.000000	0.000022	0.999978	0.000000	
173050000	-15.633095	973	1	4	'Z 0 0 Z Z 0 0 0 0 0 Z 0 	0.000000	22.008153	22.008153	0.000000	0.000000	22.008153	22.008153	22.008153	22.008153	22.008153	0.000000	22.008153	0.000010	0.000000	0.999242	0.000748	
173100000	-15.589317	892	1	2	'0 0 0 0 0 Z 0 0 0 0 Z 0 	15.845822	15.845822	15.845822	15.845822	15.845822	0.000000	15.845822	15.845822	15.845822	15.845822	0.000000	15.845822	0.000001	0.000000	0.999994	0.000005	
173150000	-12.702220	679	1	3	'0 0 Z 0 Z Z 0 0 0 0 0 0 	64.844894	64.844894	0.000000	64.844894	0.000000	0.000000	64.844894	64.844894	64.844894	64.844894	64.844894	64.844894	0.000045	0.000000	0.995882	0.004074	
173200000	-14.637118	703	1	6	'0 Z Z Z 0 Z 0 0 0 Z 0 Z 	33.912450	0.000000	0.000000	0.000000	33.912450	0.000000	33.912450	33.912450	33.912450	0.000000	33.912450	0.000000	0.000000	0.000002	0.999998	0.000000	
173250000	-13.760430	513	1	6	'0 Z 0 Z Z Z 0 0 0 Z 0 Z 	35.226440	0.000000	35.226440	0.000000	0.000000	0.000000	35.226440	35.226440	35.226440	0.000000	35.226440	0.000000	0.000000	0.000000	1.000000	0.000000	
173300000	-14.148153	930	1	4	'0 Z Z 0 Z 0 0 0 0 Z 0 0 	33.433917	0.000000	0.000000	33.433917	0.000000	33.433917	33.433917	33.433917	33.433917	0.000000	33.433917	33.433917	0.000000	0.000000	0.999994	0.000006	
173350000	-16.291118	226	1	3	'0 Z 0 Z 0 Z 0 0 0 0 0 0 	11.936527	0.000000	11.936527	0.000000	11.936527	0.000000	11.936527	11.936527	11.936527	11.936527	11.936527	11.936527	0.000000	0.000001	0.999174	0.000825	
173400000	-17.022208	46	1	5	'Z 0 0 Z 0 0 0 0 0 Z Z Z 	0.000000	14.418766	14.418766	0.000000	14.418766	14.418766	14.418766	14.418766	14.418766	0.000000	0.000000	0.000000	0.000004	0.000002	0.999995	0.000000	
173450000	-13.914557	565	1	7	'Z Z Z 0 Z Z 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	28.805001	0.000000	0.000000	28.805001	28.805001	28.805001	28.805001	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
173500000	-13.051645	435	1	2	'0 0 0 Z 0 0 0 0 0 Z 0 0 	62.679430	62.679430	62.679430	0.000000	62.679430	62.679430	62.679430	62.679430	62.679430	0.000000	62.679430	62.679430	0.000342	0.000123	0.997822	0.001713	
173550000	-17.239747	518	1	4	'Z 0 Z Z 0 0 0 0 0 Z 0 0 	0.000000	9.845878	0.000000	0.000000	9.845878	9.845878	9.845878	9.845878	9.845878	0.000000	9.845878	9.845878	0.000001	0.000003	0.999146	0.000849	
173600000	-15.075394	525	1	4	'Z 0 0 Z 0 Z 0 0 0 0 Z 0 	0.000000	20.791742	20.791742	0.000000	20.791742	0.000000	20.791742	20.791742	20.791742	20.791742	0.000000	20.791742	0.000290	0.000005	0.999023	0.000682	
173650000	-15.688175	688	1	4	'0 Z 0 Z 0 Z 0 0 0 Z 0 0 	22.858884	0.000000	22.858884	0.000000	22.858884	0.000000	22.858884	22.858884	22.858884	0.000000	22.858884	22.858884	0.000000	0.000005	0.999867	0.000128	
173700000	-14.960913	808	1	4	'0 Z Z 0 0 0 0 0 0 Z Z 0 	29.161057	0.000000	0.000000	29.161057	29.161057	29.161057	29.161057	29.161057	29.161057	0.000000	0.000000	29.161057	0.000000	0.000012	0.998557	0.001431	
173750000	-12.994618	783	1	1	'0 0 0 Z 0 0 0 0 0 0 0 0 	44.744636	44.744636	44.744636	0.000000	44.744636	44.744636	44.744636	44.744636	44.744636	44.744636	44.744636	44.744636	0.000176	0.000071	0.996728	0.003025	
173800000	-12.095128	634	1	4	'Z 0 0 0 Z Z 0 0 0 0 Z 0 	0.000000	74.830606	74.830606	74.830606	0.000000	0.000000	74.830606	74.830606	74.830606	74.830606	0.000000	74.830606	0.000338	0.000000	0.997637	0.002025	
173850000	-13.498121	75	1	3	'0 Z Z 0 Z 0 0 0 0 0 0 0 	53.254215	0.000000	0.000000	53.254215	0.000000	53.254215	53.254215	53.254215	53.254215	53.254215	53.254215	53.254215	0.000000	0.000000	0.997386	0.002614	
173900000	-16.712765	315	1	3	'0 0 Z 0 0 Z 0 0 0 0 Z 0 	12.750244	12.750244	0.000000	12.750244	12.750244	0.000000	12.750244	12.750244	12.750244	12.750244	0.000000	12.750244	0.000002	0.000002	0.999711	0.000286	
173950000	-13.483858	368	1	4	'Z 0 Z Z Z 0 0 0 0 0 0 0 	0.000000	38.104734	0.000000	0.000000	0.000000	38.104734	38.104734	38.104734	38.104734	38.104734	38.104734	38.104734	0.000014	0.000000	0.999656	0.000329	
174000000	-14.084338	917	1	7	'Z 0 Z Z Z Z 0 0 0 Z Z 0 	0.000000	29.039303	0.000000	0.000000	0.000000	0.000000	29.039303	29.039303	29.039303	0.000000	0.000000	29.039303	0.000029	0.000000	0.998592	0.001380	
174050000	-14.156682	674	1	4	'Z 0 Z 0 Z 0 0 0 0 0 0 Z 	0.000000	26.956789	0.000000	26.956789	0.000000	26.956789	26.956789	26.956789	26.956789	26.956789	26.956789	0.000000	0.000008	0.000000	0.999992	0.000000	
174100000	-13.411868	133	1	3	'Z 0 0 0 Z Z 0 0 0 0 0 0 	0.000000	28.173329	28.173329	28.173329	0.000000	0.000000	28.173329	28.173329	28.173329	28.173329	28.173329	28.173329	0.000050	0.000000	0.999284	0.000666	
174150000	-14.348763	977	1	6	'Z Z 0 Z Z 0 0 0 0 Z Z 0 	0.000000	0.000000	27.648239	0.000000	0.000000	27.648239	27.648239	27.648239	27.648239	0.000000	0.000000	27.648239	0.000000	0.000000	0.998024	0.001976	
174200000	-14.962880	557	1	5	'Z Z Z Z 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	27.365211	27.365211	27.365211	27.365211	27.365211	27.365211	0.000000	27.365211	0.000000	0.000015	0.998953	0.001032	
174250000	-15.341079	798	1	4	'0 Z 0 0 0 Z 0 0 0 0 Z Z 	16.982258	0.000000	16.982258	16.982258	16.982258	0.000000	16.982258	16.982258	16.982258	16.982258	0.000000	0.000000	0.000000	0.000005	0.999995	0.000000	
174300000	-13.026466	945	1	4	'Z Z Z 0 Z 0 0 0 0 0 0 0 	0.000000	0.000000	0.000000	48.777458	0.000000	48.777458	48.777458	48.777458	48.777458	48.777458	48.777458	48.777458	0.000000	0.000000	0.997880	0.002120	
174350000	-14.655973	841	1	3	'0 0 Z 0 Z 0 0 0 0 Z 0 0 	23.541398	23.541398	0.000000	23.541398	0.000000	23.541398	23.541398	23.541398	23.541398	0.000000	23.541398	23.541398	0.000006	0.000000	0.998953	0.001042	
174400000	-12.364839	156	1	6	'0 Z Z Z Z Z 0 0 0 Z 0 0 	75.801583	0.000000	0.000000	0.000000	0.000000	0.000000	75.801583	75.801583	75.801583	0.000000	75.801583	75.801583	0.000000	0.000000	0.996693	0.003307	
174450000	-15.686460	887	1	6	'Z 0 Z 0 0 Z 0 0 0 Z Z Z 	0.000000	15.751872	0.000000	15.751872	15.751872	0.000000	15.751872	15.751872	15.751872	0.000000	0.000000	0.000000	0.000001	0.000001	0.999999	0.000000	
174500000	-15.715716	256	1	2	'0 0 0 0 Z 0 0 0 0 0 0 Z 	17.452219	17.452219	17.452219	17.452219	0.000000	17.452219	17.452219	17.452219	17.452219	17.452219	17.452219	0.000000	0.000025	0.000000	0.999975	0.000000	
174550000	-14.738998	882	1	3	'0 0 0 Z 0 0 0 0 0 0 Z Z 	28.776630	28.776630	28.776630	0.000000	28.776630	28.776630	28.776630	28.776630	28.776630	28.776630	0.000000	0.000000	0.000025	0.000016	0.999959	0.000000	
174600000	-16.103463	99	1	4	'Z Z Z 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	13.573224	13.573224	13.573224	13.573224	13.573224	13.573224	13.573224	13.573224	0.000000	0.000000	0.000001	0.999999	0.000000	
174650000	-13.368964	55	1	5	'0 0 0 Z Z Z 0 0 0 Z Z 0 	35.367650	35.367650	35.367650	0.000000	0.000000	0.000000	35.367650	35.367650	35.367650	0.000000	0.000000	35.367650	0.000147	0.000000	0.999704	0.000149	
174700000	-15.034997	543	1	2	'0 Z Z 0 0 0 0 0 0 0 0 0 	22.730804	0.000000	0.000000	22.730804	22.730804	22.730804	22.730804	22.730804	22.730804	22.730804	22.730804	22.730804	0.000000	0.000014	0.998899	0.001086	
174750000	-12.861479	31	1	6	'0 Z Z Z 0 Z 0 0 0 Z Z 0 	46.399990	0.000000	0.000000	0.000000	46.399990	0.000000	46.399990	46.399990	46.399990	0.000000	0.000000	46.399990	0.000000	0.000019	0.999959	0.000022	
174800000	-15.465822	706	1	4	'0 0 0 Z 0 0 0 0 0 Z Z Z 	29.024153	29.024153	29.024153	0.000000	29.024153	29.024153	29.024153	29.024153	29.024153	0.000000	0.000000	0.000000	0.000004	0.000004	0.999992	0.000000	
174850000	-13.033932	565	1	6	'Z Z Z Z 0 Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	42.742692	0.000000	42.742692	42.742692	42.742692	0.000000	42.742692	42.742692	0.000000	0.000008	0.996508	0.003484	
174900000	-14.423982	93	1	4	'0 0 Z 0 0 Z 0 0 0 Z Z 0 	30.738337	30.738337	0.000000	30.738337	30.738337	0.000000	30.738337	30.738337	30.738337	0.000000	0.000000	30.738337	0.000007	0.000007	0.997945	0.002041	
174950000	-11.594618	280	1	6	'0 0 Z Z Z 0 0 0 0 Z Z Z 	84.735924	84.735924	0.000000	0.000000	0.000000	84.735924	84.735924	84.735924	84.735924	0.000000	0.000000	0.000000	0.000063	0.000000	0.999937	0.000000	
175000000	-14.338053	674	1	1	'0 Z 0 0 0 0 0 0 0 0 0 0 	25.508970	0.000000	25.508970	25.508970	25.508970	25.508970	25.508970	25.508970	25.508970	25.508970	25.508970	25.508970	0.000000	0.000011	0.999724	0.000265	
175050000	-13.754776	287	1	6	'Z 0 Z 0 Z Z 0 0 0 0 Z Z 	0.000000	39.503463	0.000000	39.503463	0.000000	0.000000	39.503463	39.503463	39.503463	39.503463	0.000000	0.000000	0.000014	0.000000	0.999986	0.000000	
175100000	-13.451310	609	1	5	'0 Z Z 0 0 0 0 0 0 Z Z Z 	49.417760	0.000000	0.000000	49.417760	49.417760	49.417760	49.417760	49.417760	49.417760	0.000000	0.000000	0.000000	0.000000	0.000055	0.999945	0.000000	
175150000	-13.493865	55	1	6	'0 Z Z 0 Z Z 0 0 0 Z 0 Z 	33.424740	0.000000	0.000000	33.424740	0.000000	0.000000	33.424740	33.424740	33.424740	0.000000	33.424740	0.000000	0.000000	0.000000	1.000000	0.000000	
175200000	-15.438931	416	1	5	'Z Z 0 0 0 0 0 0 0 Z Z Z 	0.000000	0.000000	20.160762	20.160762	20.160762	20.160762	20.160762	20.160762	20.160762	0.000000	0.000000	0.000000	0.000000	0.000012	0.999988	0.000000	
175250000	-13.599118	235	1	7	'Z 0 Z 0 Z Z 0 0 0 Z Z Z 	0.000000	44.491007	0.000000	44.491007	0.000000	0.000000	44.491007	44.491007	44.491007	0.000000	0.000000	0.000000	0.000026	0.000000	0.999974	0.000000	
175300000	-13.489268	983	1	7	'Z Z Z Z Z Z 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	44.488928	44.488928	44.488928	44.488928	44.488928	0.000000	0.000000	0.000000	1.000000	0.000000	
175350000	-15.479069	359	1	4	'0 Z 0 0 Z 0 0 0 0 Z Z 0 	19.645912	0.000000	19.645912	19.645912	0.000000	19.645912	19.645912	19.645912	19.645912	0.000000	0.000000	19.645912	0.000000	0.000000	0.999983	0.000017	
175400000	-15.348463	826	1	4	'0 Z Z Z 0 0 0 0 0 Z 0 0 	22.948114	0.000000	0.000000	0.000000	22.948114	22.948114	22.948114	22.948114	22.948114	0.000000	22.948114	22.948114	0.000000	0.000012	0.998247	0.001741	
175450000	-16.791466	183	1	3	'0 Z Z 0 0 0 Z 0 0 0 0 0 	54.658811	0.000000	0.000000	54.658811	54.658811	54.658811	0.000000	54.658811	54.658811	54.658811	54.658811	54.658811	0.000000	0.000063	0.999875	0.000063	
175500000	-17.921556	406	1	6	'Z Z 0 Z Z 0 Z 0 0 0 Z 0 	0.000000	0.000000	34.286733	0.000000	0.000000	34.286733	0.000000	34.286733	34.286733	34.286733	0.000000	34.286733	0.000000	0.000000	0.999716	0.000284	
175550000	-14.165406	665	1	5	'0 0 0 Z 0 Z 0 0 0 Z Z Z 	29.706682	29.706682	29.706682	0.000000	29.706682	0.000000	29.706682	29.706682	29.706682	0.000000	0.000000	0.000000	0.000070	0.000009	0.999921	0.000000	
