Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/23-Oct-2017-09_59.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2442211186
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/23-Oct-2017-09_59.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
133150000	-13.256883	465	1	3	'Z 0 Z 0 0 0 0 0 0 0 Z 0 	0.000000	48.092120	0.000000	48.092120	48.092120	48.092120	48.092120	48.092120	48.092120	48.092120	0.000000	48.092120	0.000021	0.000045	0.998567	0.001368	
133200000	-17.665831	862	1	6	'0 Z Z Z Z Z 0 0 0 Z 0 0 	10.516712	0.000000	0.000000	0.000000	0.000000	0.000000	10.516712	10.516712	10.516712	0.000000	10.516712	10.516712	0.000000	0.000000	0.999518	0.000482	
133250000	-13.960444	971	1	4	'Z 0 0 Z 0 Z 0 0 0 0 0 Z 	0.000000	45.191390	45.191390	0.000000	45.191390	0.000000	45.191390	45.191390	45.191390	45.191390	45.191390	0.000000	0.000163	0.000021	0.999816	0.000000	
133300000	-14.978298	833	1	7	'Z 0 Z Z Z Z 0 0 0 Z 0 Z 	0.000000	21.842602	0.000000	0.000000	0.000000	0.000000	21.842602	21.842602	21.842602	0.000000	21.842602	0.000000	0.000006	0.000000	0.999994	0.000000	
133350000	-13.325603	104	1	7	'Z Z Z Z Z Z 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	47.277002	47.277002	47.277002	47.277002	47.277002	0.000000	0.000000	0.000000	1.000000	0.000000	
133400000	-14.216325	516	1	3	'0 Z 0 0 0 0 0 0 0 Z Z 0 	32.170809	0.000000	32.170809	32.170809	32.170809	32.170809	32.170809	32.170809	32.170809	0.000000	0.000000	32.170809	0.000000	0.000022	0.999409	0.000570	
133450000	-17.189265	185	1	6	'Z Z 0 Z Z 0 0 0 0 Z Z 0 	0.000000	0.000000	11.781280	0.000000	0.000000	11.781280	11.781280	11.781280	11.781280	0.000000	0.000000	11.781280	0.000000	0.000000	0.999401	0.000599	
133500000	-16.418177	692	1	3	'Z Z 0 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	12.104200	12.104200	12.104200	12.104200	12.104200	12.104200	12.104200	12.104200	12.104200	0.000000	0.000000	0.000002	0.999998	0.000000	
133550000	-13.381293	383	1	7	'Z Z Z Z Z Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	40.038510	40.038510	40.038510	0.000000	40.038510	40.038510	0.000000	0.000000	0.998041	0.001959	
133600000	-13.787032	130	1	6	'Z 0 0 Z Z Z 0 0 0 Z 0 Z 	0.000000	39.174008	39.174008	0.000000	0.000000	0.000000	39.174008	39.174008	39.174008	0.000000	39.174008	0.000000	0.000002	0.000000	0.999998	0.000000	
133650000	-12.779965	76	1	4	'0 Z 0 0 Z 0 0 0 0 Z 0 Z 	44.789172	0.000000	44.789172	44.789172	0.000000	44.789172	44.789172	44.789172	44.789172	0.000000	44.789172	0.000000	0.000000	0.000000	1.000000	0.000000	
133700000	-14.527814	536	1	5	'Z Z Z Z Z 0 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	25.646046	25.646046	25.646046	25.646046	25.646046	25.646046	25.646046	0.000000	0.000000	0.997683	0.002317	
133750000	-16.585130	681	1	3	'Z 0 0 Z 0 0 0 0 0 Z 0 0 	0.000000	15.289147	15.289147	0.000000	15.289147	15.289147	15.289147	15.289147	15.289147	0.000000	15.289147	15.289147	0.000002	0.000002	0.999993	0.000002	
133800000	-14.152934	45	1	4	'0 0 Z Z 0 Z 0 0 0 Z 0 0 	26.624981	26.624981	0.000000	0.000000	26.624981	0.000000	26.624981	26.624981	26.624981	0.000000	26.624981	26.624981	0.000008	0.000008	0.998848	0.001135	
133850000	-12.862980	887	1	5	'0 0 0 Z Z Z 0 0 0 Z Z 0 	47.833036	47.833036	47.833036	0.000000	0.000000	0.000000	47.833036	47.833036	47.833036	0.000000	0.000000	47.833036	0.000071	0.000000	0.998587	0.001342	
133900000	-13.843367	353	1	4	'Z Z Z 0 Z 0 0 0 0 0 0 0 	0.000000	0.000000	0.000000	57.234041	0.000000	57.234041	57.234041	57.234041	57.234041	57.234041	57.234041	57.234041	0.000000	0.000000	0.998672	0.001328	
133950000	-14.074447	843	1	5	'Z 0 0 Z Z Z 0 0 0 Z 0 0 	0.000000	26.816738	26.816738	0.000000	0.000000	0.000000	26.816738	26.816738	26.816738	0.000000	26.816738	26.816738	0.000229	0.000000	0.999392	0.000379	
134000000	-12.720818	653	1	4	'0 Z Z 0 0 0 0 0 0 Z 0 Z 	47.681199	0.000000	0.000000	47.681199	47.681199	47.681199	47.681199	47.681199	47.681199	0.000000	47.681199	0.000000	0.000000	0.000115	0.999885	0.000000	
134050000	-17.678171	145	1	7	'Z Z Z Z 0 Z 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	0.000000	7.869315	0.000000	7.869315	7.869315	7.869315	0.000000	0.000000	7.869315	0.000000	0.000001	0.999414	0.000586	
134100000	-14.514259	338	1	6	'Z Z Z Z Z 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	22.582559	22.582559	22.582559	22.582559	22.582559	0.000000	22.582559	0.000000	0.000000	0.999893	0.000107	
134150000	-14.445951	149	1	0	'0 0 0 0 0 0 0 0 0 0 0 0 	32.164604	32.164604	32.164604	32.164604	32.164604	32.164604	32.164604	32.164604	32.164604	32.164604	32.164604	32.164604	0.000175	0.000044	0.995916	0.003865	
134200000	-13.581232	657	1	4	'0 Z 0 0 0 Z 0 0 0 0 Z Z 	43.695245	0.000000	43.695245	43.695245	43.695245	0.000000	43.695245	43.695245	43.695245	43.695245	0.000000	0.000000	0.000000	0.000016	0.999984	0.000000	
134250000	-12.694601	134	1	5	'0 0 Z Z 0 0 0 0 0 Z Z Z 	55.442325	55.442325	0.000000	0.000000	55.442325	55.442325	55.442325	55.442325	55.442325	0.000000	0.000000	0.000000	0.000037	0.000036	0.999927	0.000000	
134300000	-18.027130	761	1	5	'Z Z Z Z 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	8.080437	8.080437	8.080437	8.080437	8.080437	0.000000	8.080437	8.080437	0.000000	0.000002	0.999776	0.000222	
134350000	-17.971972	287	1	6	'0 Z 0 Z Z Z 0 0 0 Z Z 0 	8.099349	0.000000	8.099349	0.000000	0.000000	0.000000	8.099349	8.099349	8.099349	0.000000	0.000000	8.099349	0.000000	0.000000	0.999518	0.000482	
134400000	-15.737029	374	1	6	'Z Z Z 0 Z Z 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	24.334941	0.000000	0.000000	24.334941	24.334941	24.334941	24.334941	24.334941	0.000000	0.000000	0.000000	1.000000	0.000000	
134450000	-13.792847	119	1	3	'0 0 0 0 0 Z 0 0 0 0 Z Z 	41.170939	41.170939	41.170939	41.170939	41.170939	0.000000	41.170939	41.170939	41.170939	41.170939	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
134500000	-13.850713	658	2	3	'1 Z Z 0 0 0 0 0 0 0 1 Z 	5.201264	0.000000	0.000000	38.332967	38.332967	38.332967	38.332967	38.332967	38.332967	38.332967	5.201264	0.000000	0.000000	0.000014	0.999986	0.000000	
134550000	-15.738937	43	1	2	'0 0 Z 0 0 Z 0 0 0 0 0 0 	20.997289	20.997289	0.000000	20.997289	20.997289	0.000000	20.997289	20.997289	20.997289	20.997289	20.997289	20.997289	0.000002	0.000002	0.999705	0.000290	
134600000	-16.048187	574	1	6	'Z Z Z Z 0 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.000000	14.816368	14.816368	14.816368	14.816368	14.816368	14.816368	0.000000	0.000000	0.000000	0.000031	0.999969	0.000000	
134650000	-14.671330	283	1	3	'0 0 0 0 0 Z 0 0 0 Z Z 0 	28.904789	28.904789	28.904789	28.904789	28.904789	0.000000	28.904789	28.904789	28.904789	0.000000	0.000000	28.904789	0.000069	0.000011	0.997994	0.001926	
134700000	-14.636995	158	1	1	'0 0 0 0 Z 0 0 0 0 0 0 0 	28.668539	28.668539	28.668539	28.668539	0.000000	28.668539	28.668539	28.668539	28.668539	28.668539	28.668539	28.668539	0.000101	0.000000	0.996890	0.003009	
134750000	-13.406673	317	1	6	'Z 0 0 Z Z Z 0 0 0 0 Z Z 	0.000000	45.293826	45.293826	0.000000	0.000000	0.000000	45.293826	45.293826	45.293826	45.293826	0.000000	0.000000	0.000183	0.000000	0.999817	0.000000	
134800000	-15.364602	963	1	6	'Z 0 0 0 Z Z 0 0 0 Z Z Z 	0.000000	21.989117	21.989117	21.989117	0.000000	0.000000	21.989117	21.989117	21.989117	0.000000	0.000000	0.000000	0.000014	0.000000	0.999986	0.000000	
134850000	-15.176285	335	1	5	'0 Z Z 0 0 Z 0 0 0 Z Z 0 	22.737589	0.000000	0.000000	22.737589	22.737589	0.000000	22.737589	22.737589	22.737589	0.000000	0.000000	22.737589	0.000000	0.000004	0.999442	0.000555	
134900000	-13.405603	662	1	3	'Z 0 0 Z 0 0 0 0 0 0 0 Z 	0.000000	41.577506	41.577506	0.000000	41.577506	41.577506	41.577506	41.577506	41.577506	41.577506	41.577506	0.000000	0.000018	0.000009	0.999974	0.000000	
134950000	-15.971777	935	1	6	'Z Z Z 0 Z Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	16.967749	0.000000	0.000000	16.967749	16.967749	16.967749	0.000000	16.967749	16.967749	0.000000	0.000000	0.999485	0.000515	
135000000	-12.738578	244	1	4	'Z 0 0 0 Z Z 0 0 0 0 Z 0 	0.000000	60.576365	60.576365	60.576365	0.000000	0.000000	60.576365	60.576365	60.576365	60.576365	0.000000	60.576365	0.000103	0.000000	0.998315	0.001582	
135050000	-15.451087	622	1	7	'Z Z Z Z 0 Z 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	0.000000	21.029631	0.000000	21.029631	21.029631	21.029631	0.000000	0.000000	21.029631	0.000000	0.000003	0.999992	0.000005	
135100000	-14.551542	453	1	3	'0 0 Z 0 0 Z 0 0 0 0 Z 0 	22.480838	22.480838	0.000000	22.480838	22.480838	0.000000	22.480838	22.480838	22.480838	22.480838	0.000000	22.480838	0.000048	0.000048	0.999856	0.000048	
135150000	-14.478316	372	1	3	'0 0 0 0 0 Z 0 0 0 Z 0 Z 	29.300516	29.300516	29.300516	29.300516	29.300516	0.000000	29.300516	29.300516	29.300516	0.000000	29.300516	0.000000	0.000082	0.000083	0.999835	0.000000	
135200000	-15.074733	955	1	6	'Z Z Z Z 0 Z 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	20.059232	0.000000	20.059232	20.059232	20.059232	20.059232	20.059232	0.000000	0.000000	0.000001	0.999999	0.000000	
135250000	-12.255090	944	1	5	'Z Z 0 Z 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	55.672139	0.000000	55.672139	55.672139	55.672139	55.672139	55.672139	0.000000	55.672139	0.000000	0.000000	0.000014	0.999986	0.000000	
135300000	-18.526248	462	1	5	'Z 0 0 Z Z 0 0 0 0 0 Z Z 	0.000000	8.259796	8.259796	0.000000	0.000000	8.259796	8.259796	8.259796	8.259796	8.259796	0.000000	0.000000	0.000028	0.000000	0.999972	0.000000	
135350000	-12.785362	820	1	5	'Z Z Z Z 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.000000	46.879586	0.000000	46.879586	46.879586	46.879586	46.879586	46.879586	46.879586	0.000000	0.000002	0.999996	0.000002	
135400000	-14.885570	253	1	7	'Z Z Z 0 Z Z 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	19.488578	0.000000	0.000000	19.488578	19.488578	19.488578	0.000000	0.000000	19.488578	0.000000	0.000000	0.999661	0.000339	
135450000	-15.394223	541	1	6	'Z 0 Z Z Z Z 0 0 0 Z 0 0 	0.000000	22.001599	0.000000	0.000000	0.000000	0.000000	22.001599	22.001599	22.001599	0.000000	22.001599	22.001599	0.000000	0.000000	0.999983	0.000017	
135500000	-13.176557	923	1	4	'Z Z 0 0 0 0 0 0 0 Z Z 0 	0.000000	0.000000	63.721368	63.721368	63.721368	63.721368	63.721368	63.721368	63.721368	0.000000	0.000000	63.721368	0.000000	0.000016	0.999959	0.000026	
135550000	-15.869583	812	1	7	'Z Z 0 Z Z Z 0 0 0 Z Z 0 	0.000000	0.000000	19.185704	0.000000	0.000000	0.000000	19.185704	19.185704	19.185704	0.000000	0.000000	19.185704	0.000000	0.000000	0.998149	0.001851	
135600000	-15.158523	817	1	4	'0 Z 0 Z Z Z 0 0 0 0 0 0 	29.390466	0.000000	29.390466	0.000000	0.000000	0.000000	29.390466	29.390466	29.390466	29.390466	29.390466	29.390466	0.000000	0.000000	0.999192	0.000808	
135650000	-15.545291	635	1	7	'Z Z Z Z 0 Z 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.000000	19.369455	0.000000	19.369455	19.369455	19.369455	19.369455	0.000000	0.000000	0.000000	0.000004	0.999996	0.000000	
135700000	-13.699133	82	1	5	'Z Z Z 0 0 Z 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	36.865800	36.865800	0.000000	36.865800	36.865800	36.865800	36.865800	0.000000	36.865800	0.000000	0.000025	0.998213	0.001763	
135750000	-16.169921	523	1	4	'0 Z 0 Z Z Z 0 0 0 0 0 0 	20.888778	0.000000	20.888778	0.000000	0.000000	0.000000	20.888778	20.888778	20.888778	20.888778	20.888778	20.888778	0.000000	0.000000	0.999426	0.000574	
135800000	-14.595804	541	1	5	'0 Z Z 0 Z Z 0 0 0 0 0 Z 	30.034402	0.000000	0.000000	30.034402	0.000000	0.000000	30.034402	30.034402	30.034402	30.034402	30.034402	0.000000	0.000000	0.000000	1.000000	0.000000	
135850000	-14.130518	790	1	6	'Z Z Z Z 0 Z 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	41.120211	0.000000	41.120211	41.120211	41.120211	41.120211	41.120211	0.000000	0.000000	0.000001	0.999999	0.000000	
135900000	-15.715450	692	1	3	'Z 0 Z 0 0 Z 0 0 0 0 0 0 	0.000000	15.839683	0.000000	15.839683	15.839683	0.000000	15.839683	15.839683	15.839683	15.839683	15.839683	15.839683	0.000002	0.000001	0.999496	0.000501	
135950000	-15.300453	203	1	3	'0 Z Z 0 0 0 0 0 0 0 Z 0 	17.988382	0.000000	0.000000	17.988382	17.988382	17.988382	17.988382	17.988382	17.988382	17.988382	0.000000	17.988382	0.000000	0.000000	0.999984	0.000015	
136000000	-15.828410	844	1	3	'Z Z 0 Z 0 0 0 0 0 0 0 0 	0.000000	0.000000	23.094432	0.000000	23.094432	23.094432	23.094432	23.094432	23.094432	23.094432	23.094432	23.094432	0.000000	0.000001	0.999999	0.000001	
136050000	-16.566692	991	1	3	'0 Z 0 0 0 Z 0 0 0 0 Z 0 	18.493813	0.000000	18.493813	18.493813	18.493813	0.000000	18.493813	18.493813	18.493813	18.493813	0.000000	18.493813	0.000000	0.000002	0.999395	0.000603	
136100000	-16.257623	364	1	3	'0 Z 0 0 0 0 0 0 0 0 Z Z 	15.361193	0.000000	15.361193	15.361193	15.361193	15.361193	15.361193	15.361193	15.361193	15.361193	0.000000	0.000000	0.000000	0.000005	0.999995	0.000000	
136150000	-15.775637	696	1	3	'0 Z 0 0 0 Z 0 0 0 0 Z 0 	16.492488	0.000000	16.492488	16.492488	16.492488	0.000000	16.492488	16.492488	16.492488	16.492488	0.000000	16.492488	0.000000	0.000002	0.999509	0.000489	
136200000	-14.062090	29	1	7	'Z 0 Z Z 0 Z 0 0 0 Z Z Z 	0.000000	34.230181	0.000000	0.000000	34.230181	0.000000	34.230181	34.230181	34.230181	0.000000	0.000000	0.000000	0.000002	0.000015	0.999982	0.000000	
136250000	-16.119453	857	1	6	'0 Z 0 Z Z 0 0 0 0 Z Z Z 	15.545247	0.000000	15.545247	0.000000	0.000000	15.545247	15.545247	15.545247	15.545247	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
136300000	-17.329265	462	1	3	'0 0 0 Z 0 0 0 0 0 Z Z 0 	12.554769	12.554769	12.554769	0.000000	12.554769	12.554769	12.554769	12.554769	12.554769	0.000000	0.000000	12.554769	0.000044	0.000002	0.999672	0.000282	
136350000	-12.750342	181	1	3	'Z 0 0 Z 0 0 0 0 0 0 Z 0 	0.000000	67.168006	67.168006	0.000000	67.168006	67.168006	67.168006	67.168006	67.168006	67.168006	0.000000	67.168006	0.000309	0.000113	0.996803	0.002774	
136400000	-15.768097	337	1	3	'Z 0 0 0 0 Z 0 0 0 0 Z 0 	0.000000	13.867094	13.867094	13.867094	13.867094	0.000000	13.867094	13.867094	13.867094	13.867094	0.000000	13.867094	0.000010	0.000001	0.999098	0.000891	
136450000	-14.626531	436	1	2	'0 Z 0 0 Z 0 0 0 0 0 0 0 	32.049343	0.000000	32.049343	32.049343	0.000000	32.049343	32.049343	32.049343	32.049343	32.049343	32.049343	32.049343	0.000000	0.000000	0.993276	0.006724	
136500000	-15.072509	465	1	5	'0 Z 0 Z Z Z 0 0 0 0 0 Z 	22.875022	0.000000	22.875022	0.000000	0.000000	0.000000	22.875022	22.875022	22.875022	22.875022	22.875022	0.000000	0.000000	0.000000	1.000000	0.000000	
136550000	-14.939005	641	1	6	'Z Z Z 0 0 Z 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	17.111918	17.111918	0.000000	17.111918	17.111918	17.111918	17.111918	0.000000	0.000000	0.000000	0.000005	0.999995	0.000000	
136600000	-13.220780	953	1	5	'0 Z Z Z 0 0 0 0 0 Z Z 0 	50.336931	0.000000	0.000000	0.000000	50.336931	50.336931	50.336931	50.336931	50.336931	0.000000	0.000000	50.336931	0.000000	0.000013	0.999704	0.000283	
136650000	-15.275998	114	1	3	'Z 0 0 0 0 0 0 0 0 Z Z 0 	0.000000	19.343590	19.343590	19.343590	19.343590	19.343590	19.343590	19.343590	19.343590	0.000000	0.000000	19.343590	0.000004	0.000004	0.999987	0.000005	
136700000	-14.764661	234	1	6	'0 Z 0 Z Z Z 0 0 0 Z 0 Z 	20.856630	0.000000	20.856630	0.000000	0.000000	0.000000	20.856630	20.856630	20.856630	0.000000	20.856630	0.000000	0.000000	0.000000	1.000000	0.000000	
136750000	-14.024623	847	1	6	'0 0 Z Z Z Z 0 0 0 0 Z Z 	35.990205	35.990205	0.000000	0.000000	0.000000	0.000000	35.990205	35.990205	35.990205	35.990205	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
136800000	-15.063768	545	1	3	'Z Z 0 0 0 0 0 0 0 0 Z 0 	0.000000	0.000000	23.221192	23.221192	23.221192	23.221192	23.221192	23.221192	23.221192	23.221192	0.000000	23.221192	0.000000	0.000005	0.999512	0.000483	
136850000	-16.554050	820	1	4	'0 0 Z Z Z Z 0 0 0 0 0 0 	9.959605	9.959605	0.000000	0.000000	0.000000	0.000000	9.959605	9.959605	9.959605	9.959605	9.959605	9.959605	0.000000	0.000000	1.000000	0.000000	
136900000	-14.892939	675	1	5	'Z 0 Z Z Z 0 0 0 0 0 Z 0 	0.000000	30.104204	0.000000	0.000000	0.000000	30.104204	30.104204	30.104204	30.104204	30.104204	0.000000	30.104204	0.000008	0.000000	0.997097	0.002895	
136950000	-12.757172	887	1	3	'Z Z 0 0 0 Z 0 0 0 0 0 0 	0.000000	0.000000	51.886730	51.886730	51.886730	0.000000	51.886730	51.886730	51.886730	51.886730	51.886730	51.886730	0.000000	0.000007	0.998478	0.001515	
137000000	-13.806651	215	1	2	'Z 0 0 0 0 0 0 0 0 0 Z 0 	0.000000	44.621976	44.621976	44.621976	44.621976	44.621976	44.621976	44.621976	44.621976	44.621976	0.000000	44.621976	0.000123	0.000085	0.995891	0.003901	
137050000	-11.893618	504	1	6	'Z Z Z Z 0 Z 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	85.672147	0.000000	85.672147	85.672147	85.672147	85.672147	0.000000	85.672147	0.000000	0.000152	0.993320	0.006528	
137100000	-14.214709	709	1	6	'Z 0 0 Z 0 Z 0 0 0 Z Z Z 	0.000000	38.010975	38.010975	0.000000	38.010975	0.000000	38.010975	38.010975	38.010975	0.000000	0.000000	0.000000	0.000041	0.000009	0.999951	0.000000	
137150000	-14.194360	456	1	5	'0 0 Z 0 Z Z 0 0 0 Z 0 Z 	38.471596	38.471596	0.000000	38.471596	0.000000	0.000000	38.471596	38.471596	38.471596	0.000000	38.471596	0.000000	0.000001	0.000000	0.999999	0.000000	
137200000	-13.342714	23	1	4	'0 0 Z 0 0 Z 0 0 0 Z Z 0 	38.808814	38.808814	0.000000	38.808814	38.808814	0.000000	38.808814	38.808814	38.808814	0.000000	0.000000	38.808814	0.000032	0.000032	0.998458	0.001477	
137250000	-14.372425	104	1	5	'Z Z Z Z 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	30.649394	30.649394	30.649394	30.649394	30.649394	30.649394	0.000000	30.649394	0.000000	0.000020	0.998738	0.001242	
137300000	-12.516171	580	1	3	'0 0 0 Z Z 0 0 0 0 Z 0 0 	65.603208	65.603208	65.603208	0.000000	0.000000	65.603208	65.603208	65.603208	65.603208	0.000000	65.603208	65.603208	0.000247	0.000000	0.999168	0.000585	
137350000	-16.831325	822	1	5	'Z Z 0 0 0 0 0 0 0 Z Z Z 	0.000000	0.000000	12.724362	12.724362	12.724362	12.724362	12.724362	12.724362	12.724362	0.000000	0.000000	0.000000	0.000000	0.000002	0.999998	0.000000	
137400000	-15.286961	856	1	4	'Z Z Z 0 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	22.663735	22.663735	22.663735	22.663735	22.663735	22.663735	22.663735	0.000000	22.663735	0.000000	0.000009	0.999100	0.000891	
137450000	-14.430773	683	1	6	'Z Z Z Z 0 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.000000	26.898678	26.898678	26.898678	26.898678	26.898678	26.898678	0.000000	0.000000	0.000000	0.000025	0.999975	0.000000	
137500000	-13.975379	164	1	5	'Z Z Z 0 Z Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	41.532506	0.000000	0.000000	41.532506	41.532506	41.532506	41.532506	41.532506	41.532506	0.000000	0.000000	0.999999	0.000001	
137550000	-13.342150	174	1	2	'Z 0 0 Z 0 0 0 0 0 0 0 0 	0.000000	70.937177	70.937177	0.000000	70.937177	70.937177	70.937177	70.937177	70.937177	70.937177	70.937177	70.937177	0.000043	0.000022	0.999723	0.000212	
137600000	-14.843103	474	1	3	'0 Z 0 0 Z 0 0 0 0 0 0 Z 	24.695686	0.000000	24.695686	24.695686	0.000000	24.695686	24.695686	24.695686	24.695686	24.695686	24.695686	0.000000	0.000000	0.000000	1.000000	0.000000	
137650000	-15.931214	595	1	5	'Z Z Z 0 0 Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	21.369533	21.369533	0.000000	21.369533	21.369533	21.369533	0.000000	21.369533	21.369533	0.000000	0.000002	0.998721	0.001277	
137700000	-15.941123	992	1	3	'0 0 Z Z 0 Z 0 0 0 0 0 0 	21.735698	21.735698	0.000000	0.000000	21.735698	0.000000	21.735698	21.735698	21.735698	21.735698	21.735698	21.735698	0.000005	0.000005	0.998984	0.001007	
137750000	-13.412024	892	1	6	'0 Z Z 0 Z Z 0 0 0 Z 0 Z 	36.135938	0.000000	0.000000	36.135938	0.000000	0.000000	36.135938	36.135938	36.135938	0.000000	36.135938	0.000000	0.000000	0.000000	1.000000	0.000000	
137800000	-14.682973	424	1	3	'0 0 0 Z 0 Z 0 0 0 0 Z 0 	38.667624	38.667624	38.667624	0.000000	38.667624	0.000000	38.667624	38.667624	38.667624	38.667624	0.000000	38.667624	0.000027	0.000002	0.998771	0.001200	
137850000	-13.337127	557	1	6	'Z 0 Z Z 0 Z 0 0 0 0 Z Z 	0.000000	52.846266	0.000000	0.000000	52.846266	0.000000	52.846266	52.846266	52.846266	52.846266	0.000000	0.000000	0.000024	0.000024	0.999952	0.000000	
137900000	-16.020676	426	1	6	'Z Z Z 0 0 Z Z 0 0 0 Z 0 	0.000000	0.000000	0.000000	70.600591	70.600591	0.000000	0.000000	70.600591	70.600591	70.600591	0.000000	70.600591	0.000000	0.000003	0.999832	0.000166	
137950000	-13.246495	732	1	5	'0 Z 0 0 Z Z 0 0 0 0 Z Z 	42.219978	0.000000	42.219978	42.219978	0.000000	0.000000	42.219978	42.219978	42.219978	42.219978	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
138000000	-13.276706	592	1	6	'Z 0 0 Z 0 Z 0 0 0 Z Z Z 	0.000000	47.537689	47.537689	0.000000	47.537689	0.000000	47.537689	47.537689	47.537689	0.000000	0.000000	0.000000	0.000154	0.000023	0.999823	0.000000	
138050000	-12.639085	562	1	7	'Z Z 0 Z Z Z 0 0 0 Z Z 0 	0.000000	0.000000	52.472768	0.000000	0.000000	0.000000	52.472768	52.472768	52.472768	0.000000	0.000000	52.472768	0.000000	0.000000	0.998981	0.001019	
138100000	-12.516728	425	2	6	'1 1 Z Z Z Z 1 1 1 0 Z Z 	65.251896	65.251896	0.000000	0.000000	0.000000	0.000000	65.251896	65.251896	65.251896	18.541345	0.000000	0.000000	0.000033	0.000000	0.999967	0.000000	
138150000	-13.698136	705	1	2	'Z 0 0 0 0 0 0 0 0 0 Z 0 	0.000000	40.501254	40.501254	40.501254	40.501254	40.501254	40.501254	40.501254	40.501254	40.501254	0.000000	40.501254	0.000060	0.000021	0.999359	0.000560	
138200000	-14.604933	165	1	4	'Z Z 0 Z 0 Z 0 0 0 0 0 0 	0.000000	0.000000	28.307926	0.000000	28.307926	0.000000	28.307926	28.307926	28.307926	28.307926	28.307926	28.307926	0.000000	0.000007	0.999992	0.000001	
138250000	-13.697385	968	1	4	'0 Z Z 0 0 Z 0 0 0 Z 0 0 	41.891733	0.000000	0.000000	41.891733	41.891733	0.000000	41.891733	41.891733	41.891733	0.000000	41.891733	41.891733	0.000000	0.000022	0.999973	0.000005	
138300000	-13.882573	622	1	2	'Z 0 0 0 0 0 0 0 0 0 Z 0 	0.000000	39.863960	39.863960	39.863960	39.863960	39.863960	39.863960	39.863960	39.863960	39.863960	0.000000	39.863960	0.000012	0.000012	0.999959	0.000018	
138350000	-13.818747	391	1	5	'0 0 Z Z 0 Z 0 0 0 0 Z Z 	35.714302	35.714302	0.000000	0.000000	35.714302	0.000000	35.714302	35.714302	35.714302	35.714302	0.000000	0.000000	0.000017	0.000016	0.999967	0.000000	
