Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-crow-matrilocal.bttrees
Data File Name:                  ./data/bantu-crow-matrilocal.btdata
Log File Name:                   ./output/bantu-crow-matrilocal-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2270362536
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-crow-matrilocal-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.898551,0.043478,0.043478,0.014493)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-34.248900	841	1	1	'0 0 0 0 0 0 Z 0 	D	0.507680	0.507680	0.507680	0.507680	0.507680	0.507680	0.000000	0.507680	0.996863	0.001566	0.001567	0.000005	
12000	-35.002427	63	1	3	'0 0 0 Z 0 0 Z Z 	D	0.249467	0.249467	0.249467	0.000000	0.249467	0.249467	0.000000	0.000000	0.999155	0.000446	0.000399	0.000000	
13000	-37.622732	257	1	2	'0 0 Z Z 0 0 0 0 	D	0.174508	0.174508	0.000000	0.000000	0.174508	0.174508	0.174508	0.174508	0.999783	0.000000	0.000217	0.000000	
14000	-33.587569	686	1	2	'0 0 0 0 0 0 Z Z 	D	0.313386	0.313386	0.313386	0.313386	0.313386	0.313386	0.000000	0.000000	0.998806	0.000597	0.000597	0.000000	
15000	-34.529371	516	1	2	'0 0 0 0 0 Z 0 Z 	D	0.370276	0.370276	0.370276	0.370276	0.370276	0.000000	0.370276	0.000000	0.997964	0.000936	0.001098	0.000002	
16000	-35.504658	667	1	1	'0 0 Z 0 0 0 0 0 	D	0.359361	0.359361	0.000000	0.359361	0.359361	0.359361	0.359361	0.359361	0.999249	0.000000	0.000750	0.000001	
17000	-34.667588	461	1	2	'0 0 0 0 0 0 Z Z 	D	0.368461	0.368461	0.368461	0.368461	0.368461	0.368461	0.000000	0.000000	0.998803	0.000598	0.000599	0.000000	
18000	-34.055910	80	2	3	'0 0 1 1 1 Z Z Z 	D	0.689978	0.689978	4.829746	4.829746	4.829746	0.000000	0.000000	0.000000	0.942724	0.011216	0.046061	0.000000	
19000	-34.218970	237	1	1	'0 0 0 0 0 0 Z 0 	D	0.238657	0.238657	0.238657	0.238657	0.238657	0.238657	0.000000	0.238657	0.999277	0.000361	0.000361	0.000000	
20000	-34.117859	461	1	3	'0 0 Z 0 Z 0 0 Z 	D	0.375082	0.375082	0.000000	0.375082	0.000000	0.375082	0.375082	0.000000	1.000000	0.000000	0.000000	0.000000	
21000	-33.352800	744	1	0	'0 0 0 0 0 0 0 0 	I	0.319784	0.319784	0.319784	0.319784	0.319784	0.319784	0.319784	0.319784	0.998425	0.000785	0.000785	0.000004	
22000	-34.444062	3	1	1	'0 0 0 0 0 0 Z 0 	D	0.484777	0.484777	0.484777	0.484777	0.484777	0.484777	0.000000	0.484777	0.996247	0.001872	0.001873	0.000007	
23000	-38.137876	839	1	2	'0 0 0 0 0 0 Z Z 	D	0.746745	0.746745	0.746745	0.746745	0.746745	0.746745	0.000000	0.000000	0.990792	0.004600	0.004608	0.000000	
24000	-36.358555	62	1	3	'0 0 Z 0 Z Z 0 0 	D	0.501000	0.501000	0.000000	0.501000	0.000000	0.000000	0.501000	0.501000	1.000000	0.000000	0.000000	0.000000	
25000	-35.074316	737	1	1	'0 0 0 0 0 0 Z 0 	D	0.230165	0.230165	0.230165	0.230165	0.230165	0.230165	0.000000	0.230165	0.999311	0.000344	0.000344	0.000000	
26000	-35.875481	997	1	2	'0 0 0 0 0 0 Z Z 	D	0.641760	0.641760	0.641760	0.641760	0.641760	0.641760	0.000000	0.000000	0.994431	0.002783	0.002787	0.000000	
27000	-35.513405	470	1	3	'0 0 Z 0 Z Z 0 0 	D	0.435195	0.435195	0.000000	0.435195	0.000000	0.000000	0.435195	0.435195	1.000000	0.000000	0.000000	0.000000	
28000	-34.052373	602	1	1	'0 0 0 0 0 0 0 Z 	D	0.245126	0.245126	0.245126	0.245126	0.245126	0.245126	0.245126	0.000000	0.999007	0.000496	0.000496	0.000000	
29000	-36.330795	685	1	1	'0 0 Z 0 0 0 0 0 	D	0.525649	0.525649	0.000000	0.525649	0.525649	0.525649	0.525649	0.525649	0.997934	0.000000	0.002058	0.000007	
30000	-36.162873	768	1	2	'0 0 Z 0 Z 0 0 0 	D	0.448000	0.448000	0.000000	0.448000	0.000000	0.448000	0.448000	0.448000	1.000000	0.000000	0.000000	0.000000	
31000	-34.847959	342	1	2	'0 0 0 Z 0 0 Z 0 	D	0.312001	0.312001	0.312001	0.000000	0.312001	0.312001	0.000000	0.312001	0.998008	0.001070	0.000920	0.000002	
32000	-36.448575	733	1	1	'0 0 0 0 0 0 Z 0 	D	0.134700	0.134700	0.134700	0.134700	0.134700	0.134700	0.000000	0.134700	0.999743	0.000128	0.000128	0.000000	
33000	-34.738651	999	1	3	'0 0 0 Z 0 0 Z Z 	D	0.469915	0.469915	0.469915	0.000000	0.469915	0.469915	0.000000	0.000000	0.995670	0.002427	0.001903	0.000000	
34000	-37.402633	562	1	2	'0 0 Z 0 0 Z 0 0 	D	0.368528	0.368528	0.000000	0.368528	0.368528	0.000000	0.368528	0.368528	0.998971	0.000000	0.001028	0.000001	
35000	-34.580011	770	1	2	'0 0 Z Z 0 0 0 0 	D	0.262968	0.262968	0.000000	0.000000	0.262968	0.262968	0.262968	0.262968	0.999455	0.000000	0.000544	0.000001	
36000	-34.497332	751	1	2	'0 0 0 0 0 0 Z Z 	D	0.329643	0.329643	0.329643	0.329643	0.329643	0.329643	0.000000	0.000000	0.998184	0.000908	0.000908	0.000000	
37000	-34.727289	701	1	2	'0 0 0 0 Z Z 0 0 	D	0.292280	0.292280	0.292280	0.292280	0.000000	0.000000	0.292280	0.292280	0.999056	0.000942	0.000000	0.000002	
38000	-35.134675	817	1	1	'0 0 0 0 0 0 Z 0 	D	0.309087	0.309087	0.309087	0.309087	0.309087	0.309087	0.000000	0.309087	0.999271	0.000364	0.000365	0.000000	
39000	-32.888556	912	2	4	'1 Z 1 0 Z Z Z 0 	D	0.600088	0.000000	0.600088	11.981835	0.000000	0.000000	0.000000	11.981835	0.999889	0.000111	0.000000	0.000000	
40000	-32.604352	843	2	3	'1 1 0 0 Z Z Z 0 	D	0.252580	0.252580	4.405457	4.405457	0.000000	0.000000	0.000000	4.405457	0.988433	0.011567	0.000000	0.000000	
41000	-32.395767	774	2	3	'1 1 0 0 1 Z Z Z 	D	0.293942	0.293942	3.642945	3.642945	0.293942	0.000000	0.000000	0.000000	0.988493	0.010855	0.000652	0.000000	
42000	-34.002468	924	1	1	'0 0 Z 0 0 0 0 0 	D	0.256322	0.256322	0.000000	0.256322	0.256322	0.256322	0.256322	0.256322	0.999348	0.000000	0.000651	0.000001	
43000	-35.482367	353	1	0	'0 0 0 0 0 0 0 0 	I	0.435947	0.435947	0.435947	0.435947	0.435947	0.435947	0.435947	0.435947	0.997422	0.001283	0.001284	0.000011	
44000	-34.841741	363	1	3	'0 0 0 0 Z Z 0 Z 	D	0.297104	0.297104	0.297104	0.297104	0.000000	0.000000	0.297104	0.000000	0.999282	0.000717	0.000000	0.000001	
45000	-33.659344	57	1	1	'0 0 Z 0 0 0 0 0 	D	0.452677	0.452677	0.000000	0.452677	0.452677	0.452677	0.452677	0.452677	0.998536	0.000000	0.001461	0.000004	
46000	-35.485537	87	1	1	'0 0 0 0 0 Z 0 0 	D	0.219184	0.219184	0.219184	0.219184	0.219184	0.000000	0.219184	0.219184	0.999303	0.000332	0.000364	0.000001	
47000	-33.579572	806	1	0	'0 0 0 0 0 0 0 0 	I	0.392517	0.392517	0.392517	0.392517	0.392517	0.392517	0.392517	0.392517	0.997395	0.001297	0.001297	0.000012	
48000	-34.864413	360	1	2	'0 0 0 Z Z 0 0 0 	D	0.355075	0.355075	0.355075	0.000000	0.000000	0.355075	0.355075	0.355075	0.998620	0.001377	0.000000	0.000003	
49000	-36.994676	783	1	3	'0 0 Z 0 Z Z 0 0 	D	0.468831	0.468831	0.000000	0.468831	0.000000	0.000000	0.468831	0.468831	1.000000	0.000000	0.000000	0.000000	
50000	-35.522730	901	1	2	'0 0 0 Z Z 0 0 0 	D	0.396864	0.396864	0.396864	0.000000	0.000000	0.396864	0.396864	0.396864	0.998657	0.001341	0.000000	0.000002	
51000	-36.661544	532	1	3	'0 0 Z Z 0 0 Z 0 	D	0.198610	0.198610	0.000000	0.000000	0.198610	0.198610	0.000000	0.198610	0.999786	0.000000	0.000214	0.000000	
52000	-35.020561	543	1	3	'0 0 Z 0 Z Z 0 0 	D	0.324863	0.324863	0.000000	0.324863	0.000000	0.000000	0.324863	0.324863	1.000000	0.000000	0.000000	0.000000	
53000	-36.437134	202	1	0	'0 0 0 0 0 0 0 0 	I	0.317178	0.317178	0.317178	0.317178	0.317178	0.317178	0.317178	0.317178	0.998423	0.000786	0.000786	0.000004	
54000	-34.639188	349	1	1	'0 0 0 0 Z 0 0 0 	D	0.441470	0.441470	0.441470	0.441470	0.000000	0.441470	0.441470	0.441470	0.998354	0.001642	0.000000	0.000005	
55000	-33.555461	607	1	1	'0 0 0 0 0 0 Z 0 	D	0.297524	0.297524	0.297524	0.297524	0.297524	0.297524	0.000000	0.297524	0.999005	0.000497	0.000498	0.000000	
56000	-36.632359	601	1	1	'0 0 0 0 0 0 0 Z 	D	0.203312	0.203312	0.203312	0.203312	0.203312	0.203312	0.203312	0.000000	0.999361	0.000319	0.000319	0.000000	
57000	-34.882979	823	1	1	'0 0 0 0 0 0 Z 0 	D	0.399483	0.399483	0.399483	0.399483	0.399483	0.399483	0.000000	0.399483	0.997613	0.001192	0.001192	0.000003	
58000	-35.699152	428	1	1	'0 0 Z 0 0 0 0 0 	D	0.469370	0.469370	0.000000	0.469370	0.469370	0.469370	0.469370	0.469370	0.997471	0.000000	0.002517	0.000011	
59000	-36.454542	233	1	2	'0 0 Z Z 0 0 0 0 	D	0.261709	0.261709	0.000000	0.000000	0.261709	0.261709	0.261709	0.261709	0.999326	0.000000	0.000674	0.000001	
60000	-33.732005	48	1	2	'0 0 0 0 0 Z 0 Z 	D	0.259816	0.259816	0.259816	0.259816	0.259816	0.000000	0.259816	0.000000	0.999056	0.000446	0.000498	0.000000	
61000	-34.952554	319	1	1	'0 0 0 0 Z 0 0 0 	D	0.335240	0.335240	0.335240	0.335240	0.000000	0.335240	0.335240	0.335240	0.998976	0.001022	0.000000	0.000002	
62000	-36.671429	184	1	2	'0 0 0 0 0 0 Z Z 	D	0.446254	0.446254	0.446254	0.446254	0.446254	0.446254	0.000000	0.000000	0.997631	0.001184	0.001185	0.000000	
