Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-hawaiian-bi.linealdescent.bttrees
Data File Name:                  ./data/bantu-hawaiian-bi.linealdescent.btdata
Log File Name:                   ./output/bantu-hawaiian-bi.linealdescent-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4287593684
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-hawaiian-bi.linealdescent-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.753623,0.115942,0.101449,0.028986)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-59.365720	827	1	1	'0 0 0 0 0 0 0 Z 	D	1.340429	1.340429	1.340429	1.340429	1.340429	1.340429	1.340429	0.000000	0.871958	0.062793	0.060609	0.004640	
12000	-58.549545	26	1	2	'0 0 Z 0 0 Z 0 0 	D	0.685809	0.685809	0.000000	0.685809	0.685809	0.000000	0.685809	0.685809	0.986762	0.001036	0.005645	0.006557	
13000	-56.110289	586	1	2	'0 0 0 0 0 0 Z Z 	D	0.814047	0.814047	0.814047	0.814047	0.814047	0.814047	0.000000	0.000000	0.876311	0.060926	0.062764	0.000000	
14000	-55.449826	215	1	1	'0 0 0 0 0 0 Z 0 	D	0.838148	0.838148	0.838148	0.838148	0.838148	0.838148	0.000000	0.838148	0.888237	0.054532	0.053247	0.003984	
15000	-56.863750	236	1	2	'0 0 0 0 0 0 Z Z 	D	0.869323	0.869323	0.869323	0.869323	0.869323	0.869323	0.000000	0.000000	0.856158	0.074200	0.069642	0.000000	
16000	-57.987418	843	1	1	'0 0 0 0 0 0 0 Z 	D	0.648095	0.648095	0.648095	0.648095	0.648095	0.648095	0.648095	0.000000	0.891458	0.051936	0.053754	0.002852	
17000	-56.486968	981	1	3	'0 0 0 Z 0 0 Z Z 	D	0.934874	0.934874	0.934874	0.000000	0.934874	0.934874	0.000000	0.000000	0.876714	0.009098	0.114188	0.000000	
18000	-55.806019	330	1	3	'0 0 0 Z 0 0 Z Z 	D	0.615585	0.615585	0.615585	0.000000	0.615585	0.615585	0.000000	0.000000	0.887637	0.002982	0.109381	0.000000	
19000	-56.936992	398	1	2	'0 0 0 Z 0 0 Z 0 	D	0.981371	0.981371	0.981371	0.000000	0.981371	0.981371	0.000000	0.981371	0.891264	0.007591	0.094074	0.007070	
20000	-57.661922	949	1	1	'0 0 0 0 0 Z 0 0 	D	1.187191	1.187191	1.187191	1.187191	1.187191	0.000000	1.187191	1.187191	0.885303	0.090468	0.013782	0.010447	
21000	-56.830897	189	1	0	'0 0 0 0 0 0 0 0 	I	0.784762	0.784762	0.784762	0.784762	0.784762	0.784762	0.784762	0.784762	0.894976	0.046186	0.053692	0.005146	
22000	-56.475672	415	1	1	'0 0 Z 0 0 0 0 0 	D	0.937448	0.937448	0.000000	0.937448	0.937448	0.937448	0.937448	0.937448	0.958892	0.000249	0.039111	0.001748	
