Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-eskimo-inheritancetobothsex.restricted.bttrees
Data File Name:                  ./data/austronesian-eskimo-inheritancetobothsex.restricted.btdata
Log File Name:                   ./output/austronesian-eskimo-inheritancetobothsex.restricted-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3302585977
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-eskimo-inheritancetobothsex.restricted-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.640000,0.160000,0.060000,0.140000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000074
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       50
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-49.681109	139	1	2	'0 Z 0 0 Z 0 0 0 	D	3.456174	0.000000	3.456174	3.456174	0.000000	3.456174	3.456174	3.456174	0.903514	0.089567	0.000105	0.006814	
12000	-51.005437	326	1	2	'0 Z 0 0 Z 0 0 0 	D	4.031349	0.000000	4.031349	4.031349	0.000000	4.031349	4.031349	4.031349	0.910330	0.080923	0.000263	0.008484	
13000	-51.157997	588	1	3	'0 Z 0 0 Z Z 0 0 	D	1.988760	0.000000	1.988760	1.988760	0.000000	0.000000	1.988760	1.988760	0.844821	0.147356	0.000000	0.007823	
14000	-47.172374	41	2	2	'1 Z 0 0 Z 1 0 1 	D	2.661734	0.000000	7.527662	7.527662	0.000000	2.661734	7.527662	2.661734	0.696174	0.212369	0.001751	0.089706	
15000	-52.506019	340	1	1	'0 Z 0 0 0 0 0 0 	D	6.260331	0.000000	6.260331	6.260331	6.260331	6.260331	6.260331	6.260331	0.731486	0.130282	0.051857	0.086375	
16000	-49.680679	589	1	1	'0 Z 0 0 0 0 0 0 	D	3.279595	0.000000	3.279595	3.279595	3.279595	3.279595	3.279595	3.279595	0.769659	0.120974	0.059904	0.049463	
17000	-50.016180	782	1	2	'0 Z 0 0 Z 0 0 0 	D	3.334160	0.000000	3.334160	3.334160	0.000000	3.334160	3.334160	3.334160	0.874744	0.110732	0.000458	0.014066	
18000	-51.289988	314	1	2	'0 Z 0 0 Z 0 0 0 	D	4.919511	0.000000	4.919511	4.919511	0.000000	4.919511	4.919511	4.919511	0.881334	0.099949	0.001092	0.017625	
19000	-51.574604	414	1	3	'0 Z 0 0 Z Z 0 0 	D	4.951788	0.000000	4.951788	4.951788	0.000000	0.000000	4.951788	4.951788	0.896111	0.093963	0.000000	0.009926	
20000	-52.632605	573	1	4	'0 Z 0 0 Z Z Z 0 	D	4.547604	0.000000	4.547604	4.547604	0.000000	0.000000	0.000000	4.547604	0.960028	0.039972	0.000000	0.000000	
