Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-hawaiian-absenceofcousinmarriage.preference.bttrees
Data File Name:                  ./data/uto-hawaiian-absenceofcousinmarriage.preference.btdata
Log File Name:                   ./output/uto-hawaiian-absenceofcousinmarriage.preference-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2297758447
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-hawaiian-absenceofcousinmarriage.preference-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.263158,0.000000,0.684211,0.052632)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.104381
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       19
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-12.940259	849	1	3	'0 Z 0 0 0 0 Z Z 	D	33.188557	0.000000	33.188557	33.188557	33.188557	33.188557	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
12000	-14.000738	403	1	2	'0 0 Z Z 0 0 0 0 	D	11.838717	11.838717	0.000000	0.000000	11.838717	11.838717	11.838717	11.838717	0.005205	0.000000	0.994788	0.000007	
13000	-14.805184	120	1	3	'0 Z 0 0 0 0 Z Z 	D	15.614038	0.000000	15.614038	15.614038	15.614038	15.614038	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
14000	-12.574964	802	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	14.657798	14.657798	14.657798	14.657798	14.657798	0.000000	0.000000	0.000000	1.000000	0.000000	
15000	-14.412232	239	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	10.609486	10.609486	10.609486	10.609486	10.609486	10.609486	10.609486	0.006479	0.000000	0.993511	0.000011	
16000	-14.365085	519	1	2	'0 0 0 0 0 0 Z Z 	D	7.891254	7.891254	7.891254	7.891254	7.891254	7.891254	0.000000	0.000000	0.008385	0.000000	0.991615	0.000000	
17000	-12.551764	578	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	21.406992	0.000000	0.000000	21.406992	21.406992	21.406992	0.000000	0.020367	0.000000	0.979633	0.000000	
18000	-13.241211	925	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	23.213999	23.213999	23.213999	23.213999	23.213999	0.000000	0.000000	0.000000	1.000000	0.000000	
19000	-13.603524	524	1	3	'0 0 0 Z 0 0 Z Z 	D	17.456884	17.456884	17.456884	0.000000	17.456884	17.456884	0.000000	0.000000	0.006361	0.000000	0.993639	0.000000	
20000	-12.153039	161	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	43.693583	43.693583	43.693583	0.000000	43.693583	0.000000	0.000000	0.999540	0.000460	
21000	-13.778639	597	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	9.636919	9.636919	9.636919	9.636919	9.636919	9.636919	0.000000	0.000000	0.999992	0.000008	
22000	-13.336277	204	1	3	'0 Z Z Z 0 0 0 0 	D	23.475258	0.000000	0.000000	0.000000	23.475258	23.475258	23.475258	23.475258	0.000000	0.000000	0.999940	0.000060	
23000	-13.657461	807	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	21.015233	21.015233	21.015233	21.015233	21.015233	21.015233	0.000000	0.011344	0.000000	0.988656	0.000000	
24000	-13.151329	268	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	30.921544	30.921544	30.921544	30.921544	30.921544	0.000000	0.000000	0.000000	1.000000	0.000000	
25000	-13.961141	817	1	4	'0 0 Z Z 0 0 Z Z 	D	22.114246	22.114246	0.000000	0.000000	22.114246	22.114246	0.000000	0.000000	0.007817	0.000000	0.992183	0.000000	
26000	-15.451442	350	1	2	'0 0 Z Z 0 0 0 0 	D	4.519456	4.519456	0.000000	0.000000	4.519456	4.519456	4.519456	4.519456	0.004181	0.000000	0.995818	0.000001	
27000	-13.373764	115	1	1	'0 Z 0 0 0 0 0 0 	D	22.339920	0.000000	22.339920	22.339920	22.339920	22.339920	22.339920	22.339920	0.000000	0.000000	0.999972	0.000028	
28000	-12.986151	809	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	19.969198	19.969198	19.969198	19.969198	19.969198	19.969198	19.969198	0.014509	0.000000	0.985477	0.000014	
29000	-13.813357	942	1	1	'0 0 0 0 0 0 0 Z 	D	52.236757	52.236757	52.236757	52.236757	52.236757	52.236757	52.236757	0.000000	0.032656	0.000000	0.967344	0.000000	
30000	-12.987176	656	1	1	'0 0 Z 0 0 0 0 0 	D	19.349742	19.349742	0.000000	19.349742	19.349742	19.349742	19.349742	19.349742	0.000217	0.000000	0.999747	0.000037	
31000	-13.246289	600	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	13.481857	0.000000	13.481857	13.481857	13.481857	13.481857	13.481857	0.014282	0.000000	0.985684	0.000034	
32000	-13.797911	651	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	8.832054	8.832054	8.832054	8.832054	8.832054	8.832054	8.832054	0.000422	0.000000	0.999499	0.000079	
33000	-13.738651	984	1	1	'0 Z 0 0 0 0 0 0 	D	11.836601	0.000000	11.836601	11.836601	11.836601	11.836601	11.836601	11.836601	0.000000	0.000000	0.999987	0.000013	
34000	-12.662812	760	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	13.063601	13.063601	13.063601	0.000000	13.063601	0.000000	0.000000	0.999988	0.000012	
35000	-13.178805	485	1	4	'Z 0 Z 0 0 0 Z Z 	D	0.000000	19.829839	0.000000	19.829839	19.829839	19.829839	0.000000	0.000000	0.016428	0.000000	0.983572	0.000000	
36000	-12.921200	987	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	20.982161	20.982161	20.982161	20.982161	0.000000	20.982161	0.000000	0.000000	0.999928	0.000072	
37000	-12.753256	119	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	28.229509	28.229509	28.229509	28.229509	28.229509	0.000000	0.000000	0.999951	0.000049	
38000	-13.429070	424	1	4	'0 Z Z Z 0 0 Z 0 	D	13.778638	0.000000	0.000000	0.000000	13.778638	13.778638	0.000000	13.778638	0.000000	0.000000	0.999994	0.000006	
39000	-14.997884	259	1	1	'0 0 0 0 0 0 Z 0 	D	5.152186	5.152186	5.152186	5.152186	5.152186	5.152186	0.000000	5.152186	0.012333	0.000000	0.987662	0.000004	
40000	-13.694508	528	1	4	'Z 0 Z 0 0 0 Z Z 	D	0.000000	23.355025	0.000000	23.355025	23.355025	23.355025	0.000000	0.000000	0.011816	0.000000	0.988184	0.000000	
41000	-14.349152	534	1	4	'Z 0 Z 0 0 0 Z Z 	D	0.000000	10.839618	0.000000	10.839618	10.839618	10.839618	0.000000	0.000000	0.006822	0.000000	0.993178	0.000000	
42000	-13.328621	455	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	16.023050	16.023050	16.023050	16.023050	16.023050	16.023050	0.000000	0.014873	0.000000	0.985127	0.000000	
43000	-14.169840	721	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	10.777499	10.777499	0.000000	10.777499	10.777499	0.000000	0.000000	0.002377	0.000000	0.997623	0.000000	
44000	-13.812565	480	1	4	'Z 0 Z 0 0 0 Z Z 	D	0.000000	54.611512	0.000000	54.611512	54.611512	54.611512	0.000000	0.000000	0.041730	0.000000	0.958270	0.000000	
45000	-13.446499	384	1	3	'Z 0 0 0 0 0 Z Z 	D	0.000000	14.444966	14.444966	14.444966	14.444966	14.444966	0.000000	0.000000	0.016863	0.000000	0.983137	0.000000	
46000	-13.154381	83	1	1	'0 0 0 0 0 0 0 Z 	D	7.919795	7.919795	7.919795	7.919795	7.919795	7.919795	7.919795	0.000000	0.005842	0.000000	0.994158	0.000000	
47000	-12.660219	52	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	57.123608	57.123608	57.123608	57.123608	0.000000	57.123608	0.000000	0.000000	0.999955	0.000045	
48000	-16.197281	516	1	3	'0 Z 0 0 0 0 Z Z 	D	3.781300	0.000000	3.781300	3.781300	3.781300	3.781300	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
49000	-12.674959	606	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	20.269385	20.269385	20.269385	20.269385	20.269385	20.269385	0.000000	0.007906	0.000000	0.992094	0.000000	
50000	-12.371385	988	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	27.101488	27.101488	27.101488	27.101488	0.000000	27.101488	0.000000	0.000000	0.999990	0.000010	
51000	-14.617380	764	1	0	'0 0 0 0 0 0 0 0 	I	62.165941	62.165941	62.165941	62.165941	62.165941	62.165941	62.165941	62.165941	0.004400	0.000000	0.995286	0.000315	
52000	-14.083512	166	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	10.838233	0.000000	10.838233	10.838233	10.838233	10.838233	10.838233	0.015843	0.000000	0.984149	0.000008	
53000	-14.266898	876	1	1	'0 0 0 0 0 0 Z 0 	D	11.762949	11.762949	11.762949	11.762949	11.762949	11.762949	0.000000	11.762949	0.016261	0.000000	0.983734	0.000005	
54000	-13.199086	57	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	17.368363	17.368363	17.368363	0.000000	17.368363	0.000000	0.000000	0.999975	0.000025	
55000	-12.968664	171	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	15.997577	15.997577	15.997577	15.997577	15.997577	0.000000	0.000000	0.999979	0.000021	
56000	-13.114583	598	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	17.609798	17.609798	17.609798	0.000000	17.609798	0.000000	0.000000	0.999970	0.000030	
57000	-13.689721	204	1	2	'0 0 0 0 0 0 Z Z 	D	20.255665	20.255665	20.255665	20.255665	20.255665	20.255665	0.000000	0.000000	0.024321	0.000000	0.975679	0.000000	
58000	-13.897406	430	1	4	'Z 0 Z 0 0 0 Z Z 	D	0.000000	11.216745	0.000000	11.216745	11.216745	11.216745	0.000000	0.000000	0.001351	0.000000	0.998649	0.000000	
59000	-15.543786	802	1	1	'0 0 0 Z 0 0 0 0 	D	3.918007	3.918007	3.918007	0.000000	3.918007	3.918007	3.918007	3.918007	0.000012	0.000000	0.999986	0.000002	
60000	-13.201234	59	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	17.694679	17.694679	17.694679	17.694679	17.694679	17.694679	17.694679	0.000396	0.000000	0.999535	0.000069	
61000	-13.186191	783	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	27.434647	27.434647	27.434647	27.434647	27.434647	27.434647	27.434647	0.001341	0.000000	0.998500	0.000159	
62000	-13.354726	126	1	0	'0 0 0 0 0 0 0 0 	I	20.147195	20.147195	20.147195	20.147195	20.147195	20.147195	20.147195	20.147195	0.009169	0.000000	0.990812	0.000019	
63000	-13.470893	297	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	13.688783	0.000000	0.000000	13.688783	13.688783	13.688783	13.688783	0.000829	0.000000	0.999055	0.000117	
64000	-15.605339	988	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	5.393521	5.393521	5.393521	0.000000	5.393521	0.000000	0.000000	1.000000	0.000000	
65000	-13.383182	507	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	13.493749	13.493749	13.493749	13.493749	13.493749	13.493749	0.000000	0.000000	0.999957	0.000043	
66000	-14.046570	75	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	14.990758	0.000000	0.000000	14.990758	14.990758	14.990758	14.990758	0.010066	0.000000	0.989913	0.000021	
67000	-17.557740	494	1	2	'0 0 Z 0 Z 0 0 0 	D	12.612552	12.612552	0.000000	12.612552	0.000000	12.612552	12.612552	12.612552	1.000000	0.000000	0.000000	0.000000	
68000	-14.846523	871	1	0	'0 0 0 0 0 0 0 0 	I	6.472351	6.472351	6.472351	6.472351	6.472351	6.472351	6.472351	6.472351	0.007112	0.000000	0.992883	0.000006	
69000	-13.711601	82	1	1	'0 0 0 Z 0 0 0 0 	D	12.755165	12.755165	12.755165	0.000000	12.755165	12.755165	12.755165	12.755165	0.010084	0.000000	0.989898	0.000018	
70000	-12.897306	994	1	2	'0 0 0 0 0 0 Z Z 	D	16.857613	16.857613	16.857613	16.857613	16.857613	16.857613	0.000000	0.000000	0.002712	0.000000	0.997288	0.000000	
71000	-13.029475	387	1	2	'0 Z 0 0 0 0 0 Z 	D	25.865623	0.000000	25.865623	25.865623	25.865623	25.865623	25.865623	0.000000	0.000000	0.000000	1.000000	0.000000	
72000	-14.470043	845	1	4	'0 Z Z Z 0 0 Z 0 	D	9.132769	0.000000	0.000000	0.000000	9.132769	9.132769	0.000000	9.132769	0.000000	0.000000	0.999997	0.000003	
73000	-14.269128	132	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	6.932022	0.000000	0.000000	6.932022	6.932022	6.932022	6.932022	0.003143	0.000000	0.996853	0.000004	
74000	-14.698699	658	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	15.331847	15.331847	0.000000	15.331847	15.331847	0.000000	0.000000	0.025850	0.000000	0.974150	0.000000	
75000	-15.178937	269	1	4	'Z 0 Z 0 0 0 Z Z 	D	0.000000	7.227185	0.000000	7.227185	7.227185	7.227185	0.000000	0.000000	0.007584	0.000000	0.992416	0.000000	
76000	-13.727232	384	1	0	'0 0 0 0 0 0 0 0 	I	13.728299	13.728299	13.728299	13.728299	13.728299	13.728299	13.728299	13.728299	0.013763	0.000000	0.986204	0.000033	
77000	-18.092628	439	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	1.863974	1.863974	1.863974	0.000000	1.863974	0.000000	0.000000	0.999999	0.000001	
78000	-12.851511	798	1	1	'0 0 0 Z 0 0 0 0 	D	26.437860	26.437860	26.437860	0.000000	26.437860	26.437860	26.437860	26.437860	0.000232	0.000000	0.999734	0.000034	
79000	-12.739219	622	1	1	'0 0 Z 0 0 0 0 0 	D	22.460857	22.460857	0.000000	22.460857	22.460857	22.460857	22.460857	22.460857	0.006862	0.000000	0.993116	0.000022	
80000	-13.640881	333	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	11.331656	0.000000	0.000000	11.331656	11.331656	11.331656	11.331656	0.015538	0.000000	0.984445	0.000016	
81000	-14.925933	787	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	8.138125	0.000000	0.000000	8.138125	8.138125	8.138125	0.000000	0.002304	0.000000	0.997696	0.000000	
