Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-iroquois-uni.localresidence.bttrees
Data File Name:                  ./data/uto-iroquois-uni.localresidence.btdata
Log File Name:                   ./output/uto-iroquois-uni.localresidence-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2647229832
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-iroquois-uni.localresidence-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.409091,0.409091,0.000000,0.181818)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.121603
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-19.324341	237	1	2	'0 Z 0 0 0 0 0 Z 	D	59.250223	0.000000	59.250223	59.250223	59.250223	59.250223	59.250223	0.000000	0.603457	0.390029	0.000000	0.006513	
12000	-21.267086	512	1	1	'0 0 0 0 0 0 0 Z 	D	55.549475	55.549475	55.549475	55.549475	55.549475	55.549475	55.549475	0.000000	0.410148	0.571906	0.000000	0.017946	
13000	-19.351903	720	1	4	'0 Z 0 0 Z 0 Z Z 	D	66.106342	0.000000	66.106342	66.106342	0.000000	66.106342	0.000000	0.000000	0.738637	0.261363	0.000000	0.000000	
14000	-19.568901	839	1	4	'0 Z 0 0 0 Z Z Z 	D	46.099709	0.000000	46.099709	46.099709	46.099709	0.000000	0.000000	0.000000	0.443386	0.556614	0.000000	0.000000	
15000	-21.924748	100	1	4	'0 Z 0 0 Z Z Z 0 	D	37.702359	0.000000	37.702359	37.702359	0.000000	0.000000	0.000000	37.702359	0.490031	0.509969	0.000000	0.000000	
16000	-21.374502	674	1	2	'0 Z 0 0 0 0 0 Z 	D	42.126632	0.000000	42.126632	42.126632	42.126632	42.126632	42.126632	0.000000	0.235601	0.758356	0.000000	0.006043	
17000	-20.961898	518	1	2	'0 Z 0 0 0 0 0 Z 	D	59.575018	0.000000	59.575018	59.575018	59.575018	59.575018	59.575018	0.000000	0.305551	0.682113	0.000000	0.012335	
18000	-25.842469	376	1	3	'0 Z 0 0 0 0 Z Z 	D	14.816195	0.000000	14.816195	14.816195	14.816195	14.816195	0.000000	0.000000	0.382099	0.617901	0.000000	0.000000	
19000	-22.030930	31	1	1	'0 Z 0 0 0 0 0 0 	D	47.896612	0.000000	47.896612	47.896612	47.896612	47.896612	47.896612	47.896612	0.564936	0.429721	0.000000	0.005343	
20000	-18.977413	512	1	5	'0 Z 0 0 Z Z Z Z 	D	58.552235	0.000000	58.552235	58.552235	0.000000	0.000000	0.000000	0.000000	0.552472	0.447528	0.000000	0.000000	
21000	-22.533213	5	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	35.247994	35.247994	35.247994	35.247994	35.247994	35.247994	0.000000	0.000000	0.995038	0.000000	0.004962	
22000	-22.970870	329	1	2	'0 Z 0 0 Z 0 0 0 	D	20.683530	0.000000	20.683530	20.683530	0.000000	20.683530	20.683530	20.683530	0.701608	0.297895	0.000000	0.000497	
23000	-22.583104	355	1	3	'0 Z 0 0 Z Z 0 0 	D	34.924603	0.000000	34.924603	34.924603	0.000000	0.000000	34.924603	34.924603	0.542123	0.455758	0.000000	0.002120	
24000	-24.174846	165	1	1	'0 0 0 0 0 0 0 Z 	D	28.026175	28.026175	28.026175	28.026175	28.026175	28.026175	28.026175	0.000000	0.713425	0.286378	0.000000	0.000197	
25000	-21.971192	197	1	2	'0 Z 0 0 0 0 Z 0 	D	37.917316	0.000000	37.917316	37.917316	37.917316	37.917316	0.000000	37.917316	0.414611	0.585363	0.000000	0.000026	
26000	-20.790902	350	1	2	'0 0 0 0 0 0 Z Z 	D	44.548233	44.548233	44.548233	44.548233	44.548233	44.548233	0.000000	0.000000	0.386719	0.613281	0.000000	0.000000	
27000	-20.204541	827	1	3	'0 Z 0 0 0 0 Z Z 	D	48.164922	0.000000	48.164922	48.164922	48.164922	48.164922	0.000000	0.000000	0.799955	0.200045	0.000000	0.000000	
28000	-19.031012	467	1	3	'0 Z 0 0 0 0 Z Z 	D	62.609261	0.000000	62.609261	62.609261	62.609261	62.609261	0.000000	0.000000	0.640676	0.359324	0.000000	0.000000	
29000	-22.871403	787	1	3	'0 Z 0 0 0 0 Z Z 	D	30.245084	0.000000	30.245084	30.245084	30.245084	30.245084	0.000000	0.000000	0.580784	0.419216	0.000000	0.000000	
30000	-22.356397	996	1	1	'0 0 0 0 0 0 0 Z 	D	32.599638	32.599638	32.599638	32.599638	32.599638	32.599638	32.599638	0.000000	0.506366	0.491366	0.000000	0.002268	
31000	-22.030979	425	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	43.671168	43.671168	43.671168	43.671168	0.000000	43.671168	0.000000	1.000000	0.000000	0.000000	
32000	-20.790680	811	1	1	'0 Z 0 0 0 0 0 0 	D	45.363771	0.000000	45.363771	45.363771	45.363771	45.363771	45.363771	45.363771	0.620321	0.374271	0.000000	0.005408	
33000	-24.750523	824	1	2	'0 0 0 0 Z Z 0 0 	D	27.171057	27.171057	27.171057	27.171057	0.000000	0.000000	27.171057	27.171057	0.636277	0.362176	0.000000	0.001547	
34000	-19.954575	546	1	4	'0 Z 0 0 0 Z Z Z 	D	62.066154	0.000000	62.066154	62.066154	62.066154	0.000000	0.000000	0.000000	0.639896	0.360104	0.000000	0.000000	
35000	-22.241007	997	1	2	'0 0 0 0 0 0 Z Z 	D	32.472288	32.472288	32.472288	32.472288	32.472288	32.472288	0.000000	0.000000	0.681320	0.318680	0.000000	0.000000	
36000	-22.276589	148	1	4	'0 0 0 Z Z 0 Z Z 	D	81.548934	81.548934	81.548934	0.000000	0.000000	81.548934	0.000000	0.000000	0.859399	0.140601	0.000000	0.000000	
37000	-20.075210	124	1	2	'0 Z 0 0 0 0 Z 0 	D	59.460794	0.000000	59.460794	59.460794	59.460794	59.460794	0.000000	59.460794	0.767313	0.232683	0.000000	0.000004	
38000	-21.443512	474	1	4	'0 Z 0 0 Z 0 Z Z 	D	34.783018	0.000000	34.783018	34.783018	0.000000	34.783018	0.000000	0.000000	0.270875	0.729125	0.000000	0.000000	
39000	-21.554173	808	1	2	'0 Z 0 0 0 0 Z 0 	D	45.060744	0.000000	45.060744	45.060744	45.060744	45.060744	0.000000	45.060744	0.593698	0.406302	0.000000	0.000000	
