Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/austronesian-eskimo-nuclear.families.bttrees
Data File Name:                  ./data/austronesian-eskimo-nuclear.families.btdata
Log File Name:                   ./output/austronesian-eskimo-nuclear.families-indep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3211887077
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/austronesian-eskimo-nuclear.families-indep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.530120,0.301205,0.036145,0.132530)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.085485
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       83
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-82.560550	330	0.142960	3.911551	4.641177	4.729280	0.005472	0.003024	0.217124	0.774380	
12000	-88.576378	963	0.525274	7.114084	4.244167	2.170179	0.275325	0.036027	0.373364	0.315284	
13000	-85.887523	390	0.917083	1.492750	3.229590	2.693448	0.726071	0.206541	0.023764	0.043624	
14000	-83.986411	337	0.004865	2.102303	1.923456	1.371741	0.000029	0.000002	0.721836	0.278133	
15000	-85.362652	667	0.656457	2.381181	3.174909	4.641724	0.137490	0.116269	0.115565	0.630675	
16000	-82.270069	168	0.063503	1.800938	2.451993	2.120084	0.013179	0.002305	0.462523	0.521993	
17000	-84.531758	620	0.370309	2.512016	4.182949	2.040999	0.223917	0.034846	0.369832	0.371406	
18000	-85.594171	921	0.943368	3.474721	4.632557	6.165040	0.320133	0.199230	0.095818	0.384819	
19000	-85.643773	324	0.074565	3.237925	0.771894	2.452909	0.000235	0.000814	0.042704	0.956247	
20000	-88.339211	364	1.059845	1.608678	8.332563	8.867050	0.586918	0.333438	0.017068	0.062576	
21000	-83.079260	474	0.424983	4.589838	4.267516	3.835584	0.180146	0.089340	0.173916	0.556598	
22000	-81.062630	52	0.140121	2.593190	3.226941	2.690045	0.047794	0.012622	0.347452	0.592132	
23000	-86.317890	713	0.079700	6.368785	2.829137	3.521572	0.002902	0.002109	0.174920	0.820069	
24000	-88.289171	248	2.973459	10.870624	3.446573	3.494148	0.565543	0.272808	0.039302	0.122347	
25000	-83.813072	625	0.595733	3.677475	3.859428	4.520097	0.112092	0.070913	0.160744	0.656251	
26000	-82.751523	273	0.133346	2.331510	3.668697	3.191905	0.064871	0.025280	0.258863	0.650986	
27000	-83.307940	63	0.089206	4.010860	5.301809	3.964662	0.010327	0.004676	0.251146	0.733851	
28000	-82.436087	755	0.240374	3.449106	4.087881	5.028255	0.019912	0.012766	0.188290	0.779032	
29000	-84.079457	959	0.678453	4.447457	2.451165	3.389321	0.150831	0.131281	0.108493	0.609394	
30000	-81.296171	143	0.068687	2.937481	3.104117	3.322823	0.015112	0.007876	0.223923	0.753089	
31000	-82.820418	825	0.146610	3.255342	2.796873	5.101968	0.023426	0.022915	0.130412	0.823246	
32000	-84.379402	249	0.044310	3.871361	14.091345	15.662490	0.002055	0.001167	0.213597	0.783180	
33000	-82.924544	233	0.077627	2.195604	1.955153	2.990878	0.005212	0.006952	0.102818	0.885019	
