Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-iroquois-exogamy.unilineal.descent.bttrees
Data File Name:                  ./data/bantu-iroquois-exogamy.unilineal.descent.btdata
Log File Name:                   ./output/bantu-iroquois-exogamy.unilineal.descent-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2534801051
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-iroquois-exogamy.unilineal.descent-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.322581,0.048387,0.532258,0.096774)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       62
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-67.871749	858	1	2	'0 Z 0 0 0 0 Z 0 	D	1.170881	0.000000	1.170881	1.170881	1.170881	1.170881	0.000000	1.170881	0.005584	0.004165	0.966119	0.024132	
12000	-66.533345	40	1	2	'0 Z 0 0 0 0 Z 0 	D	1.146588	0.000000	1.146588	1.146588	1.146588	1.146588	0.000000	1.146588	0.003126	0.002781	0.975505	0.018588	
13000	-65.396210	208	2	2	'1 1 1 1 0 1 Z Z 	D	1.086144	1.086144	1.086144	1.086144	2.015625	1.086144	0.000000	0.000000	0.439803	0.006360	0.553837	0.000000	
14000	-67.823007	780	1	0	'0 0 0 0 0 0 0 0 	I	1.696361	1.696361	1.696361	1.696361	1.696361	1.696361	1.696361	1.696361	0.410354	0.016845	0.545651	0.027151	
15000	-68.179281	11	1	3	'0 Z 0 0 0 0 Z Z 	D	1.254485	0.000000	1.254485	1.254485	1.254485	1.254485	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
16000	-68.662411	476	1	2	'0 Z 0 0 0 0 Z 0 	D	2.107865	0.000000	2.107865	2.107865	2.107865	2.107865	0.000000	2.107865	0.026078	0.013015	0.893435	0.067472	
17000	-68.901486	919	1	1	'0 0 0 0 0 0 0 Z 	D	1.816213	1.816213	1.816213	1.816213	1.816213	1.816213	1.816213	0.000000	0.454603	0.013850	0.528881	0.002666	
18000	-68.596080	73	1	1	'0 Z 0 0 0 0 0 0 	D	1.788316	0.000000	1.788316	1.788316	1.788316	1.788316	1.788316	1.788316	0.025078	0.012738	0.889564	0.072620	
19000	-68.913035	858	1	4	'0 Z Z Z 0 0 Z 0 	D	1.128174	0.000000	0.000000	0.000000	1.128174	1.128174	0.000000	1.128174	0.000000	0.000000	0.976306	0.023694	
20000	-68.824538	854	1	1	'0 Z 0 0 0 0 0 0 	D	1.907608	0.000000	1.907608	1.907608	1.907608	1.907608	1.907608	1.907608	0.032442	0.015214	0.871660	0.080685	
21000	-69.603936	593	1	1	'0 Z 0 0 0 0 0 0 	D	0.891205	0.000000	0.891205	0.891205	0.891205	0.891205	0.891205	0.891205	0.003866	0.003009	0.968265	0.024860	
22000	-68.465521	651	1	1	'0 0 0 0 0 0 Z 0 	D	1.327198	1.327198	1.327198	1.327198	1.327198	1.327198	0.000000	1.327198	0.551172	0.014193	0.425785	0.008851	
23000	-67.979076	177	1	1	'0 Z 0 0 0 0 0 0 	D	1.745790	0.000000	1.745790	1.745790	1.745790	1.745790	1.745790	1.745790	0.013938	0.008298	0.922193	0.055571	
24000	-68.498779	744	1	2	'0 0 0 Z 0 0 Z 0 	D	0.989539	0.989539	0.989539	0.000000	0.989539	0.989539	0.000000	0.989539	0.597322	0.015046	0.382050	0.005583	
25000	-67.332363	583	2	1	'1 0 Z 0 0 1 1 0 	D	0.962255	1.774527	0.000000	1.774527	1.774527	0.962255	0.962255	1.774527	0.366453	0.000910	0.611954	0.020683	
26000	-68.968875	375	1	2	'0 0 0 0 0 0 Z Z 	D	0.939594	0.939594	0.939594	0.939594	0.939594	0.939594	0.000000	0.000000	0.746283	0.010789	0.242928	0.000000	
27000	-67.322548	668	1	1	'0 Z 0 0 0 0 0 0 	D	1.391381	0.000000	1.391381	1.391381	1.391381	1.391381	1.391381	1.391381	0.008509	0.005797	0.942116	0.043579	
28000	-67.392206	321	1	1	'0 0 0 Z 0 0 0 0 	D	1.504513	1.504513	1.504513	0.000000	1.504513	1.504513	1.504513	1.504513	0.412496	0.014826	0.550151	0.022527	
29000	-66.892842	330	1	2	'0 Z 0 0 0 0 Z 0 	D	1.456101	0.000000	1.456101	1.456101	1.456101	1.456101	0.000000	1.456101	0.008561	0.005673	0.951743	0.034022	
30000	-72.464829	241	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.389351	2.389351	2.389351	2.389351	2.389351	2.389351	2.389351	0.425005	0.026329	0.504463	0.044203	
