Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-eskimo-nuclear.families.bttrees
Data File Name:                  ./data/austronesian-eskimo-nuclear.families.btdata
Log File Name:                   ./output/austronesian-eskimo-nuclear.families-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3979606144
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-eskimo-nuclear.families-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.530120,0.301205,0.036145,0.132530)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       83
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-82.310428	954	1	1	'0 Z 0 0 0 0 0 0 	D	3.658423	0.000000	3.658423	3.658423	3.658423	3.658423	3.658423	3.658423	0.526971	0.321108	0.042885	0.109036	
12000	-83.558269	994	1	1	'0 Z 0 0 0 0 0 0 	D	5.169832	0.000000	5.169832	5.169832	5.169832	5.169832	5.169832	5.169832	0.576888	0.281846	0.033785	0.107481	
13000	-82.491313	542	1	1	'0 Z 0 0 0 0 0 0 	D	3.685430	0.000000	3.685430	3.685430	3.685430	3.685430	3.685430	3.685430	0.547267	0.310497	0.042160	0.100077	
14000	-84.678366	562	1	2	'0 Z 0 0 0 0 Z 0 	D	3.986420	0.000000	3.986420	3.986420	3.986420	3.986420	0.000000	3.986420	0.744344	0.223836	0.020723	0.011097	
15000	-83.855317	692	1	2	'0 Z 0 0 Z 0 0 0 	D	2.961921	0.000000	2.961921	2.961921	0.000000	2.961921	2.961921	2.961921	0.720391	0.259122	0.000425	0.020061	
16000	-83.879111	907	1	1	'0 Z 0 0 0 0 0 0 	D	3.672051	0.000000	3.672051	3.672051	3.672051	3.672051	3.672051	3.672051	0.536884	0.321214	0.051305	0.090598	
17000	-82.930813	260	1	1	'0 Z 0 0 0 0 0 0 	D	4.158603	0.000000	4.158603	4.158603	4.158603	4.158603	4.158603	4.158603	0.557967	0.296831	0.039103	0.106099	
18000	-84.748138	827	1	3	'0 Z 0 0 Z Z 0 0 	D	2.848593	0.000000	2.848593	2.848593	0.000000	0.000000	2.848593	2.848593	0.779054	0.214060	0.000000	0.006886	
19000	-83.025713	792	1	1	'0 Z 0 0 0 0 0 0 	D	2.486416	0.000000	2.486416	2.486416	2.486416	2.486416	2.486416	2.486416	0.375469	0.423851	0.071527	0.129153	
20000	-80.592468	618	1	2	'0 Z 0 Z 0 0 0 0 	I	3.273627	0.000000	3.273627	0.000000	3.273627	3.273627	3.273627	3.273627	0.000000	0.000000	0.245973	0.754027	
21000	-83.890869	772	1	1	'0 Z 0 0 0 0 0 0 	D	5.009990	0.000000	5.009990	5.009990	5.009990	5.009990	5.009990	5.009990	0.593075	0.278013	0.033632	0.095280	
22000	-82.779086	754	1	1	'0 Z 0 0 0 0 0 0 	D	4.701103	0.000000	4.701103	4.701103	4.701103	4.701103	4.701103	4.701103	0.575783	0.287285	0.035321	0.101611	
23000	-82.782786	514	1	1	'0 Z 0 0 0 0 0 0 	D	3.179416	0.000000	3.179416	3.179416	3.179416	3.179416	3.179416	3.179416	0.490959	0.346513	0.051662	0.110866	
24000	-83.997153	245	1	2	'0 Z 0 0 Z 0 0 0 	D	2.831075	0.000000	2.831075	2.831075	0.000000	2.831075	2.831075	2.831075	0.733737	0.251022	0.000238	0.015003	
25000	-85.141059	892	1	3	'0 Z 0 0 Z Z 0 0 	D	3.595683	0.000000	3.595683	3.595683	0.000000	0.000000	3.595683	3.595683	0.799132	0.192339	0.000000	0.008529	
26000	-82.148451	523	1	1	'0 Z 0 0 0 0 0 0 	D	3.259449	0.000000	3.259449	3.259449	3.259449	3.259449	3.259449	3.259449	0.497791	0.330794	0.048379	0.123036	
27000	-82.375370	834	1	1	'0 Z 0 0 0 0 0 0 	D	2.621494	0.000000	2.621494	2.621494	2.621494	2.621494	2.621494	2.621494	0.371218	0.426511	0.076253	0.126018	
28000	-82.964567	663	1	1	'0 Z 0 0 0 0 0 0 	D	2.515726	0.000000	2.515726	2.515726	2.515726	2.515726	2.515726	2.515726	0.415201	0.364306	0.080030	0.140464	
29000	-81.963905	906	1	1	'0 Z 0 0 0 0 0 0 	D	3.420293	0.000000	3.420293	3.420293	3.420293	3.420293	3.420293	3.420293	0.528078	0.325713	0.045126	0.101083	
30000	-85.730351	104	1	2	'0 Z 0 0 0 0 Z 0 	D	2.579919	0.000000	2.579919	2.579919	2.579919	2.579919	0.000000	2.579919	0.619036	0.349330	0.022581	0.009053	
31000	-82.189097	378	1	1	'0 Z 0 0 0 0 0 0 	D	2.889898	0.000000	2.889898	2.889898	2.889898	2.889898	2.889898	2.889898	0.477194	0.353929	0.059345	0.109532	
32000	-82.833757	481	1	1	'0 Z 0 0 0 0 0 0 	D	3.849447	0.000000	3.849447	3.849447	3.849447	3.849447	3.849447	3.849447	0.561127	0.299957	0.040928	0.097988	
33000	-82.239742	94	1	1	'0 Z 0 0 0 0 0 0 	D	3.293292	0.000000	3.293292	3.293292	3.293292	3.293292	3.293292	3.293292	0.491097	0.358185	0.045393	0.105325	
34000	-86.922908	879	1	4	'0 Z Z 0 Z Z 0 0 	D	3.366697	0.000000	0.000000	3.366697	0.000000	0.000000	3.366697	3.366697	1.000000	0.000000	0.000000	0.000000	
