Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-iroquois-cross.cousinmarriage.permitted.bttrees
Data File Name:                  ./data/austronesian-iroquois-cross.cousinmarriage.permitted.btdata
Log File Name:                   ./output/austronesian-iroquois-cross.cousinmarriage.permitted-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2739567213
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-cross.cousinmarriage.permitted-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.772152,0.050633,0.101266,0.075949)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000084
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       79
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-61.866767	77	2	2	'0 Z 1 1 Z 1 1 1 	D	2.285396	0.000000	38.218295	38.218295	0.000000	38.218295	38.218295	38.218295	0.549846	0.071908	0.228788	0.149458	
12000	-60.697879	980	2	3	'0 Z 1 1 0 Z Z 1 	D	3.307863	0.000000	27.015093	27.015093	3.307863	0.000000	0.000000	27.015093	0.935687	0.029686	0.023596	0.011031	
13000	-59.033008	935	2	4	'0 Z 1 1 Z Z Z 1 	D	1.691000	0.000000	13.032548	13.032548	0.000000	0.000000	0.000000	13.032548	0.991223	0.008777	0.000000	0.000000	
14000	-60.261955	406	2	2	'0 Z 1 1 0 0 Z 1 	D	1.776957	0.000000	10.067687	10.067687	1.776957	1.776957	0.000000	10.067687	0.985028	0.011854	0.002790	0.000327	
15000	-61.498192	529	2	4	'0 Z 1 1 Z Z Z 1 	D	2.357961	0.000000	7.789055	7.789055	0.000000	0.000000	0.000000	7.789055	0.991075	0.008925	0.000000	0.000000	
16000	-61.635141	370	2	3	'0 Z 0 1 0 Z Z 1 	D	0.891779	0.000000	0.891779	14.701928	0.891779	0.000000	0.000000	14.701928	0.999201	0.000155	0.000558	0.000087	
17000	-60.176066	489	2	2	'0 Z 0 1 Z 0 0 1 	D	1.032627	0.000000	1.032627	15.889441	0.000000	1.032627	1.032627	15.889441	0.999962	0.000038	0.000000	0.000000	
18000	-60.203143	651	2	2	'0 Z 0 1 0 Z 0 1 	D	1.480352	0.000000	1.480352	20.029904	1.480352	0.000000	1.480352	20.029904	0.996898	0.000585	0.002008	0.000509	
19000	-61.545022	968	2	3	'0 Z 0 1 0 Z Z 1 	D	1.397881	0.000000	1.397881	9.997231	1.397881	0.000000	0.000000	9.997231	0.997652	0.000435	0.001736	0.000177	
20000	-61.204007	454	2	1	'0 Z 0 1 0 0 0 1 	D	1.114813	0.000000	1.114813	12.288206	1.114813	1.114813	1.114813	12.288206	0.997393	0.000644	0.001757	0.000205	
