Rate	62.50
Rev Jump	12.50
Tree Move	12.50
Global Rate	12.50
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Tree Move Tried	% Accepted	Global Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Global Rate - Dev	Global Rate - Tried	Global Rate - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
32731	0.600348	2843	0.349279	7281	0.485098	7145	0.413996	4.826033	32731	0.600348	0.557764	0	0.000000	0.542660	0.542669	
33595	0.627564	2539	0.379283	6922	0.516469	6944	0.189372	5.000000	33595	0.627564	0.557764	0	0.000000	0.538720	0.540695	
33353	0.626600	2674	0.387809	6997	0.520080	6976	0.197821	5.000000	33353	0.626600	0.557764	0	0.000000	0.539100	0.540163	
33343	0.624329	2777	0.338495	6918	0.479907	6962	0.291152	5.000000	33343	0.624329	0.557764	0	0.000000	0.542080	0.540642	
33515	0.622587	2600	0.366923	6976	0.495413	6909	0.213634	5.000000	33515	0.622587	0.557764	0	0.000000	0.535040	0.539522	
33602	0.623118	2513	0.375249	6937	0.483350	6948	0.299223	5.000000	33602	0.623118	0.557764	0	0.000000	0.546260	0.540645	
33405	0.627601	2696	0.370178	6910	0.500868	6989	0.250393	5.000000	33405	0.627601	0.557764	0	0.000000	0.543480	0.541050	
33438	0.629434	2530	0.367984	6963	0.502944	7069	0.202575	5.000000	33438	0.629434	0.557764	0	0.000000	0.538240	0.540699	
33484	0.610949	2612	0.350689	6995	0.510650	6909	0.229266	5.000000	33484	0.610949	0.557764	0	0.000000	0.530580	0.539574	
33456	0.626883	2766	0.376717	6832	0.505269	6946	0.224734	5.000000	33456	0.626883	0.557764	0	0.000000	0.540560	0.539673	
32545	0.565371	2865	0.339616	7401	0.505472	7189	0.290861	5.000000	32545	0.565371	0.557764	0	0.000000	0.504100	0.536439	
33645	0.618844	2573	0.381267	6972	0.506168	6810	0.194714	5.000000	33645	0.618844	0.557764	0	0.000000	0.533140	0.536164	
33438	0.623004	2761	0.343716	6974	0.446516	6827	0.225428	5.000000	33438	0.623004	0.557764	0	0.000000	0.528680	0.535588	
33436	0.629860	2583	0.355014	7117	0.512435	6864	0.200903	5.000000	33436	0.629860	0.557764	0	0.000000	0.540060	0.535908	
33823	0.624132	2443	0.390913	6912	0.499711	6822	0.218118	5.000000	33823	0.624132	0.557764	0	0.000000	0.540140	0.536190	
33178	0.621436	2503	0.363963	7202	0.490697	7117	0.186736	5.000000	33178	0.621436	0.557764	0	0.000000	0.527840	0.535668	
33773	0.620762	2477	0.383528	6856	0.481914	6894	0.208587	5.000000	33773	0.620762	0.557764	0	0.000000	0.533140	0.535519	
33669	0.626273	2484	0.388486	6942	0.489484	6905	0.192904	5.000000	33669	0.626273	0.557764	0	0.000000	0.535620	0.535525	
30721	0.385665	3824	0.230910	7738	0.489015	7717	0.558507	5.000000	30721	0.385665	0.557764	0	0.000000	0.416500	0.529260	
33084	0.583726	2627	0.355539	7151	0.513495	7138	0.243205	5.000000	33084	0.583726	0.557764	0	0.000000	0.513080	0.528451	
33226	0.628604	2561	0.358063	7140	0.485014	7073	0.207408	5.000000	33226	0.628604	0.557764	0	0.000000	0.534660	0.528747	
33323	0.620412	2694	0.385672	7003	0.501642	6980	0.232521	5.000000	33323	0.620412	0.557764	0	0.000000	0.536980	0.529121	
33461	0.629479	2340	0.406838	7091	0.501340	7108	0.222847	5.000000	33461	0.629479	0.557764	0	0.000000	0.543080	0.529728	
33252	0.615211	2613	0.356678	7092	0.486464	7043	0.247338	5.000000	33252	0.615211	0.557764	0	0.000000	0.531620	0.529807	
33857	0.620315	2458	0.377136	6900	0.497826	6785	0.217097	5.000000	33857	0.620315	0.557764	0	0.000000	0.536740	0.530084	
33063	0.587847	3097	0.308040	6940	0.499135	6900	0.465797	5.000000	33063	0.587847	0.557764	0	0.000000	0.541360	0.530518	
32687	0.585615	2792	0.313754	7362	0.503532	7159	0.313731	5.000000	32687	0.585615	0.557764	0	0.000000	0.519420	0.530107	
33659	0.624231	2583	0.364692	6991	0.470605	6767	0.212059	5.000000	33659	0.624231	0.557764	0	0.000000	0.533560	0.530230	
33337	0.615622	2505	0.386826	7062	0.486406	7096	0.239713	5.000000	33337	0.615622	0.557764	0	0.000000	0.532560	0.530311	
33875	0.628959	2359	0.358203	7062	0.506939	6704	0.186008	5.000000	33875	0.628959	0.557764	0	0.000000	0.539560	0.530619	
32966	0.620336	2845	0.372583	7175	0.491150	7014	0.205589	5.000000	32966	0.620336	0.557764	0	0.000000	0.529520	0.530584	
33409	0.623395	2512	0.375796	7012	0.522248	7067	0.304514	5.000000	33409	0.623395	0.557764	0	0.000000	0.551700	0.531243	
33458	0.622811	2759	0.346865	6863	0.490747	6920	0.284538	5.000000	33458	0.622811	0.557764	0	0.000000	0.542640	0.531589	
33345	0.623002	2721	0.351341	6918	0.486701	7016	0.306727	5.000000	33345	0.623002	0.557764	0	0.000000	0.544980	0.531983	
33379	0.626112	2692	0.358470	6893	0.458581	7036	0.223138	5.000000	33379	0.626112	0.557764	0	0.000000	0.531900	0.531980	
31491	0.396113	3650	0.263288	7509	0.530563	7350	0.565578	5.000000	31491	0.396113	0.557764	0	0.000000	0.431520	0.529190	
33135	0.611981	2639	0.345207	7150	0.494685	7076	0.288157	5.000000	33135	0.611981	0.557764	0	0.000000	0.535300	0.529355	
33097	0.609028	2558	0.362783	7195	0.473384	7150	0.247413	5.000000	33097	0.609028	0.557764	0	0.000000	0.525200	0.529246	
33406	0.622822	3001	0.313895	6840	0.516959	6753	0.572634	5.000000	33406	0.622822	0.557764	0	0.000000	0.583020	0.530624	
33297	0.626693	2837	0.347903	6919	0.465530	6947	0.279257	5.000000	33297	0.626693	0.557764	0	0.000000	0.540300	0.530866	
33483	0.629543	2806	0.380969	6874	0.495345	6837	0.217493	5.000000	33483	0.629543	0.557764	0	0.000000	0.540800	0.531109	
33541	0.622343	2714	0.375829	6804	0.523663	6941	0.247371	5.000000	33541	0.622343	0.557764	0	0.000000	0.543480	0.531403	
33222	0.621636	2715	0.353223	7124	0.497052	6939	0.330595	5.000000	33222	0.621636	0.557764	0	0.000000	0.548920	0.531810	
33496	0.627627	2725	0.352661	6922	0.493788	6857	0.342278	5.000000	33496	0.627627	0.557764	0	0.000000	0.554980	0.532337	
33233	0.618301	2573	0.364166	7106	0.487335	7088	0.285694	5.000000	33233	0.618301	0.557764	0	0.000000	0.539460	0.532495	
33336	0.628510	2652	0.369910	7017	0.485393	6995	0.215868	5.000000	33336	0.628510	0.557764	0	0.000000	0.536980	0.532593	
33505	0.624713	2573	0.371162	6914	0.467891	7008	0.220320	5.000000	33505	0.624713	0.557764	0	0.000000	0.533300	0.532608	
33438	0.621179	2561	0.367044	6941	0.485953	7060	0.319547	5.000000	33438	0.621179	0.557764	0	0.000000	0.546800	0.532904	
33075	0.625276	3129	0.305209	6959	0.475643	6837	0.489250	5.000000	33075	0.625276	0.557764	0	0.000000	0.565820	0.533575	
33485	0.626340	2957	0.327697	6843	0.500219	6715	0.426806	5.000000	33485	0.626340	0.557764	0	0.000000	0.564620	0.534196	
33534	0.628019	2763	0.352153	6860	0.484111	6843	0.326027	5.000000	33534	0.628019	0.557764	0	0.000000	0.551700	0.534539	
33402	0.624603	2677	0.356369	6959	0.491163	6962	0.232117	5.000000	33402	0.624603	0.557764	0	0.000000	0.537020	0.534587	
33449	0.631319	2862	0.352900	6907	0.484436	6782	0.304188	5.000000	33449	0.631319	0.557764	0	0.000000	0.550720	0.534891	
33756	0.624274	2212	0.367089	7053	0.503048	6979	0.189425	5.000000	33756	0.624274	0.557764	0	0.000000	0.535100	0.534895	
33685	0.626896	2516	0.368839	6818	0.456292	6981	0.223607	5.000000	33685	0.626896	0.557764	0	0.000000	0.534340	0.534885	
33260	0.623271	2656	0.355798	7121	0.484763	6963	0.403418	5.000000	33260	0.623271	0.557764	0	0.000000	0.558720	0.535311	
33437	0.627060	2674	0.353029	6903	0.482544	6986	0.279559	5.000000	33437	0.627060	0.557764	0	0.000000	0.543900	0.535462	
33056	0.608997	2766	0.371656	7057	0.488026	7121	0.275944	5.000000	33056	0.608997	0.557764	0	0.000000	0.531360	0.535391	
33802	0.629460	2335	0.361456	6886	0.494772	6977	0.192920	5.000000	33802	0.629460	0.557764	0	0.000000	0.537480	0.535426	
33499	0.628496	2504	0.383786	7006	0.487725	6991	0.227292	5.000000	33499	0.628496	0.557764	0	0.000000	0.540420	0.535509	
32874	0.610330	2729	0.319165	7193	0.555818	7204	0.505552	5.000000	32874	0.610330	0.557764	0	0.000000	0.571500	0.536099	
32604	0.580297	3191	0.293952	7023	0.671223	7182	0.796436	5.000000	32604	0.580297	0.557764	0	0.000000	0.605840	0.537224	
33520	0.624881	2507	0.355006	6922	0.501011	7051	0.180967	5.000000	33520	0.624881	0.557764	0	0.000000	0.531600	0.537135	
33425	0.625729	2600	0.388846	7061	0.503045	6914	0.196847	5.000000	33425	0.625729	0.557764	0	0.000000	0.536780	0.537130	
33271	0.625680	2791	0.369402	7034	0.500569	6904	0.194525	5.000000	33271	0.625680	0.557764	0	0.000000	0.534240	0.537085	
33656	0.620751	2566	0.338270	6768	0.466164	7010	0.248502	5.000000	33656	0.620751	0.557764	0	0.000000	0.533140	0.537025	
33368	0.623412	2557	0.377004	7056	0.498583	7019	0.190910	5.000000	33368	0.623412	0.557764	0	0.000000	0.532480	0.536957	
33115	0.615159	2856	0.331232	7050	0.533475	6979	0.451354	5.000000	33115	0.615159	0.557764	0	0.000000	0.564560	0.537363	
33313	0.627593	2670	0.392884	6940	0.496110	7077	0.200367	5.000000	33313	0.627593	0.557764	0	0.000000	0.536340	0.537349	
30066	0.300239	4352	0.211857	7720	0.581347	7862	0.759476	5.000000	30066	0.300239	0.557764	0	0.000000	0.408160	0.535503	
33686	0.616992	2690	0.349442	6786	0.492337	6838	0.239690	5.000000	33686	0.616992	0.557764	0	0.000000	0.534080	0.535483	
33106	0.622093	2583	0.378630	7107	0.483748	7204	0.243892	5.000000	33106	0.622093	0.557764	0	0.000000	0.535360	0.535481	
33376	0.620176	2580	0.348837	7092	0.456289	6952	0.245685	5.000000	33376	0.620176	0.557764	0	0.000000	0.530860	0.535418	
33111	0.612304	2907	0.346405	7022	0.489319	6960	0.380172	5.000000	33111	0.612304	0.557764	0	0.000000	0.547260	0.535578	
33582	0.623221	2630	0.374525	6813	0.497725	6975	0.223226	5.000000	33582	0.623221	0.557764	0	0.000000	0.537240	0.535600	
31847	0.500330	3349	0.283667	7321	0.523836	7483	0.420553	5.000000	31847	0.500330	0.557764	0	0.000000	0.477320	0.534833	
32848	0.575712	2753	0.347621	7230	0.505809	7169	0.267959	5.000000	32848	0.575712	0.557764	0	0.000000	0.508920	0.534497	
33290	0.620036	2819	0.393757	6936	0.473472	6955	0.214953	5.000000	33290	0.620036	0.557764	0	0.000000	0.530600	0.534447	
33651	0.624677	2548	0.374411	6971	0.494334	6830	0.214788	5.000000	33651	0.624677	0.557764	0	0.000000	0.537760	0.534489	
33767	0.628276	2535	0.343195	6997	0.479634	6701	0.176392	5.000000	33767	0.628276	0.557764	0	0.000000	0.532460	0.534463	
33632	0.632850	2534	0.389108	6918	0.490604	6916	0.221226	5.000000	33632	0.632850	0.557764	0	0.000000	0.543880	0.534580	
33611	0.628455	2552	0.370298	6831	0.499488	7006	0.203112	5.000000	33611	0.628455	0.557764	0	0.000000	0.538060	0.534622	
33961	0.628132	2332	0.388508	6938	0.524070	6769	0.190722	5.000000	33961	0.628132	0.557764	0	0.000000	0.543300	0.534727	
33696	0.625742	2728	0.322581	6903	0.442851	6673	0.225985	5.000000	33696	0.625742	0.557764	0	0.000000	0.530600	0.534677	
33379	0.622817	2731	0.320029	7008	0.479309	6882	0.169137	5.000000	33379	0.622817	0.557764	0	0.000000	0.523720	0.534549	
33756	0.629281	2415	0.396687	6877	0.475498	6952	0.197785	5.000000	33756	0.629281	0.557764	0	0.000000	0.536900	0.534576	
31724	0.431850	3816	0.270178	7189	0.521630	7271	0.717783	5.000000	31724	0.431850	0.557764	0	0.000000	0.474000	0.533880	
33012	0.590937	2662	0.349737	7217	0.469586	7109	0.272612	5.000000	33012	0.590937	0.557764	0	0.000000	0.515320	0.533669	
33280	0.623558	2643	0.388952	7010	0.510414	7067	0.197255	5.000000	33280	0.623558	0.557764	0	0.000000	0.535040	0.533684	
33633	0.628014	2683	0.379053	6964	0.474296	6720	0.220387	5.000000	33633	0.628014	0.557764	0	0.000000	0.538460	0.533737	
31046	0.375990	3822	0.248561	7479	0.534029	7653	0.682347	5.000000	31046	0.375990	0.557764	0	0.000000	0.436780	0.532672	
33753	0.629159	2384	0.377097	6886	0.463404	6977	0.235058	5.000000	33753	0.629159	0.557764	0	0.000000	0.539320	0.532744	
33214	0.598693	2448	0.379085	7216	0.492794	7122	0.232659	5.000000	33214	0.598693	0.557764	0	0.000000	0.520520	0.532613	
33487	0.629588	2505	0.362874	7039	0.532746	6969	0.190989	5.000000	33487	0.629588	0.557764	0	0.000000	0.541460	0.532707	
33594	0.620914	2671	0.358293	6846	0.484809	6889	0.425316	5.000000	33594	0.620914	0.557764	0	0.000000	0.561300	0.533008	
33331	0.620503	3019	0.288506	6849	0.515404	6801	0.621085	5.000000	33331	0.620503	0.557764	0	0.000000	0.586140	0.533561	
33170	0.625203	2991	0.308258	6903	0.494423	6936	0.606834	5.000000	33170	0.625203	0.557764	0	0.000000	0.585640	0.534098	
32508	0.585794	3262	0.331392	7086	0.501552	7144	0.386898	5.000000	32508	0.585794	0.557764	0	0.000000	0.528840	0.534044	
33386	0.613730	2308	0.336222	7205	0.495212	7101	0.300662	5.000000	33386	0.613730	0.557764	0	0.000000	0.539380	0.534098	
33270	0.614307	2716	0.353829	7019	0.475851	6995	0.264475	5.000000	33270	0.614307	0.557764	0	0.000000	0.531780	0.534075	
33411	0.625004	2664	0.384009	6971	0.513556	6954	0.190825	5.000000	33411	0.625004	0.557764	0	0.000000	0.536240	0.534097	
33548	0.629277	2756	0.357402	6908	0.496526	6788	0.193724	5.000000	33548	0.629277	0.557764	0	0.000000	0.536820	0.534123	
33954	0.627879	2316	0.373057	7076	0.503533	6654	0.175233	5.000000	33954	0.627879	0.557764	0	0.000000	0.538240	0.534163	
32664	0.538973	2991	0.292879	7132	0.487521	7213	0.318453	5.000000	32664	0.538973	0.557764	0	0.000000	0.485100	0.533691	
33452	0.628662	2433	0.381422	7105	0.497396	7010	0.173181	5.000000	33452	0.628662	0.557764	0	0.000000	0.534120	0.533696	
32784	0.568997	3141	0.326329	7041	0.532027	7034	0.409013	5.000000	32784	0.568997	0.557764	0	0.000000	0.526040	0.533623	
32637	0.531667	3104	0.342139	7271	0.503094	6988	0.352318	5.000000	32637	0.531667	0.557764	0	0.000000	0.490680	0.533222	
32891	0.594600	2878	0.361015	7174	0.494146	7057	0.237920	5.000000	32891	0.594600	0.557764	0	0.000000	0.516400	0.533066	
33465	0.625430	2736	0.364035	6880	0.488953	6919	0.254083	5.000000	33465	0.625430	0.557764	0	0.000000	0.540960	0.533139	
33449	0.621304	2499	0.370948	7071	0.478999	6981	0.214582	5.000000	33449	0.621304	0.557764	0	0.000000	0.531880	0.533127	
33468	0.626987	2621	0.366272	6927	0.477696	6984	0.258591	5.000000	33468	0.626987	0.557764	0	0.000000	0.541180	0.533200	
33732	0.630055	2538	0.377463	6908	0.523017	6822	0.186162	5.000000	33732	0.630055	0.557764	0	0.000000	0.541880	0.533277	
33356	0.622527	2740	0.351825	7070	0.502122	6834	0.358063	5.000000	33356	0.622527	0.557764	0	0.000000	0.554520	0.533465	
33290	0.619165	2674	0.352655	6993	0.496925	7043	0.222774	5.000000	33290	0.619165	0.557764	0	0.000000	0.531980	0.533452	
33671	0.630958	2551	0.382987	6934	0.511682	6844	0.186441	5.000000	33671	0.630958	0.557764	0	0.000000	0.540920	0.533517	
33612	0.626830	2633	0.331941	6823	0.494504	6932	0.292123	5.000000	33612	0.626830	0.557764	0	0.000000	0.546840	0.533632	
33103	0.615564	3107	0.331509	6848	0.498102	6942	0.417747	5.000000	33103	0.615564	0.557764	0	0.000000	0.554360	0.533809	
33067	0.619530	2644	0.369138	7157	0.494481	7132	0.460600	5.000000	33067	0.619530	0.557764	0	0.000000	0.565720	0.534080	
33434	0.630436	2778	0.340173	6792	0.522527	6996	0.647942	5.000000	33434	0.630436	0.557764	0	0.000000	0.602100	0.534651	
33206	0.618503	2908	0.351100	6829	0.516474	7057	0.360777	5.000000	33206	0.618503	0.557764	0	0.000000	0.552640	0.534801	
33224	0.616362	2725	0.402569	7056	0.508929	6995	0.173981	5.000000	33224	0.616362	0.557764	0	0.000000	0.527660	0.534742	
33723	0.627702	2572	0.387636	6864	0.501748	6841	0.189154	5.000000	33723	0.627702	0.557764	0	0.000000	0.538060	0.534769	
33806	0.631190	2133	0.363807	7109	0.493178	6952	0.243096	5.000000	33806	0.631190	0.557764	0	0.000000	0.546200	0.534862	
32604	0.581953	3132	0.303321	7147	0.671471	7117	0.606014	5.000000	32604	0.581953	0.557764	0	0.000000	0.580720	0.535232	
31782	0.500818	3257	0.305189	7543	0.639798	7418	0.576840	5.000000	31782	0.500818	0.557764	0	0.000000	0.520320	0.535113	
33571	0.625808	2654	0.378297	6936	0.507785	6839	0.200614	5.000000	33571	0.625808	0.557764	0	0.000000	0.538140	0.535137	
33509	0.626608	2565	0.375828	6975	0.505090	6951	0.216084	5.000000	33509	0.626608	0.557764	0	0.000000	0.539720	0.535173	
33561	0.621763	2798	0.357756	6833	0.511635	6808	0.187133	5.000000	33561	0.621763	0.557764	0	0.000000	0.532760	0.535154	
33368	0.628566	2689	0.366679	7087	0.495273	6856	0.183635	5.000000	33368	0.628566	0.557764	0	0.000000	0.534580	0.535150	
33342	0.607342	2775	0.320000	6917	0.502530	6966	0.468274	5.000000	33342	0.607342	0.557764	0	0.000000	0.557520	0.535322	
33478	0.629130	2675	0.377196	6780	0.501770	7067	0.200651	5.000000	33478	0.629130	0.557764	0	0.000000	0.537820	0.535341	
33415	0.619093	2652	0.395551	7066	0.477215	6867	0.192224	5.000000	33415	0.619093	0.557764	0	0.000000	0.528560	0.535289	
33318	0.617024	2739	0.374589	7069	0.488895	6874	0.216177	5.000000	33318	0.617024	0.557764	0	0.000000	0.530520	0.535253	
33206	0.618834	2646	0.385488	7061	0.488883	7087	0.216594	5.000000	33206	0.618834	0.557764	0	0.000000	0.531120	0.535223	
33426	0.629510	2545	0.400000	7013	0.494653	7016	0.207668	5.000000	33426	0.629510	0.557764	0	0.000000	0.539720	0.535256	
33648	0.628804	2610	0.388506	6747	0.496517	6995	0.209435	5.000000	33648	0.628804	0.557764	0	0.000000	0.539740	0.535289	
33113	0.621055	2607	0.391638	7137	0.508337	7143	0.274535	5.000000	33113	0.621055	0.557764	0	0.000000	0.543500	0.535349	
33172	0.616544	3014	0.343066	6863	0.496576	6951	0.384837	5.000000	33172	0.616544	0.557764	0	0.000000	0.551380	0.535465	
