Options:
Model:                           MultiState
Tree File Name:                  data/bantu.bttrees
Data File Name:                  data/bantu.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/bantu/05-Sep-13_05.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2415039215
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/bantu/05-Sep-13_05.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     42
Base frequency (PI's):           None
Character Symbols:               1,2,4,5,6,7,8
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q16                          RJ MCMC
    q17                          RJ MCMC
    q18                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q25                          RJ MCMC
    q26                          RJ MCMC
    q27                          RJ MCMC
    q28                          RJ MCMC
    q41                          RJ MCMC
    q42                          RJ MCMC
    q45                          RJ MCMC
    q46                          RJ MCMC
    q47                          RJ MCMC
    q48                          RJ MCMC
    q51                          RJ MCMC
    q52                          RJ MCMC
    q54                          RJ MCMC
    q56                          RJ MCMC
    q57                          RJ MCMC
    q58                          RJ MCMC
    q61                          RJ MCMC
    q62                          RJ MCMC
    q64                          RJ MCMC
    q65                          RJ MCMC
    q67                          RJ MCMC
    q68                          RJ MCMC
    q71                          RJ MCMC
    q72                          RJ MCMC
    q74                          RJ MCMC
    q75                          RJ MCMC
    q76                          RJ MCMC
    q78                          RJ MCMC
    q81                          RJ MCMC
    q82                          RJ MCMC
    q84                          RJ MCMC
    q85                          RJ MCMC
    q86                          RJ MCMC
    q87                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     7
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q12	q14	q15	q16	q17	q18	q21	q24	q25	q26	q27	q28	q41	q42	q45	q46	q47	q48	q51	q52	q54	q56	q57	q58	q61	q62	q64	q65	q67	q68	q71	q72	q74	q75	q76	q78	q81	q82	q84	q85	q86	q87	Root P(1)	Root P(2)	Root P(4)	Root P(5)	Root P(6)	Root P(7)	Root P(8)	
199000	-82.818056	466	2	13	'0 1 0 Z 0 0 1 0 1 0 Z Z 0 Z Z 1 0 0 0 Z Z 0 0 Z Z Z 1 1 Z 0 0 0 0 1 0 Z 1 0 0 Z 0 1 	1.130101	8.811323	1.130101	0.000000	1.130101	1.130101	8.811323	1.130101	8.811323	1.130101	0.000000	0.000000	1.130101	0.000000	0.000000	8.811323	1.130101	1.130101	1.130101	0.000000	0.000000	1.130101	1.130101	0.000000	0.000000	0.000000	8.811323	8.811323	0.000000	1.130101	1.130101	1.130101	1.130101	8.811323	1.130101	0.000000	8.811323	1.130101	1.130101	0.000000	1.130101	8.811323	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
200000	-81.812741	725	2	9	'0 1 0 0 0 0 1 0 1 0 1 1 Z 0 Z 1 0 0 0 Z Z 0 0 Z 0 Z 1 1 Z 0 0 0 0 1 0 0 1 0 Z 1 Z 1 	1.746506	18.913891	1.746506	1.746506	1.746506	1.746506	18.913891	1.746506	18.913891	1.746506	18.913891	18.913891	0.000000	1.746506	0.000000	18.913891	1.746506	1.746506	1.746506	0.000000	0.000000	1.746506	1.746506	0.000000	1.746506	0.000000	18.913891	18.913891	0.000000	1.746506	1.746506	1.746506	1.746506	18.913891	1.746506	1.746506	18.913891	1.746506	0.000000	18.913891	0.000000	18.913891	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
201000	-81.899829	27	2	8	'0 1 Z 0 0 0 1 0 1 0 1 1 0 0 0 1 0 0 0 Z Z 0 0 Z 0 0 1 1 Z Z 0 0 0 1 0 0 1 Z 1 0 Z 1 	0.865039	8.750762	0.000000	0.865039	0.865039	0.865039	8.750762	0.865039	8.750762	0.865039	8.750762	8.750762	0.865039	0.865039	0.865039	8.750762	0.865039	0.865039	0.865039	0.000000	0.000000	0.865039	0.865039	0.000000	0.865039	0.865039	8.750762	8.750762	0.000000	0.000000	0.865039	0.865039	0.865039	8.750762	0.865039	0.865039	8.750762	0.000000	8.750762	0.865039	0.000000	8.750762	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
202000	-82.290362	886	2	14	'Z 1 Z 0 Z 0 1 0 1 0 1 1 Z 0 0 1 0 Z 0 Z 0 0 0 Z 0 Z 1 1 Z Z Z 0 0 1 0 0 Z Z 1 0 1 Z 	0.000000	19.425751	0.000000	1.585979	0.000000	1.585979	19.425751	1.585979	19.425751	1.585979	19.425751	19.425751	0.000000	1.585979	1.585979	19.425751	1.585979	0.000000	1.585979	0.000000	1.585979	1.585979	1.585979	0.000000	1.585979	0.000000	19.425751	19.425751	0.000000	0.000000	0.000000	1.585979	1.585979	19.425751	1.585979	1.585979	0.000000	0.000000	19.425751	1.585979	19.425751	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
203000	-81.761227	392	2	12	'Z 1 Z 0 Z Z 0 0 1 0 1 1 Z 0 0 1 0 Z 0 0 0 0 0 Z Z Z 1 1 Z Z 0 0 Z 1 0 0 0 0 1 0 1 1 	0.000000	33.460793	0.000000	1.698340	0.000000	0.000000	1.698340	1.698340	33.460793	1.698340	33.460793	33.460793	0.000000	1.698340	1.698340	33.460793	1.698340	0.000000	1.698340	1.698340	1.698340	1.698340	1.698340	0.000000	0.000000	0.000000	33.460793	33.460793	0.000000	0.000000	1.698340	1.698340	0.000000	33.460793	1.698340	1.698340	1.698340	1.698340	33.460793	1.698340	33.460793	33.460793	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
204000	-82.727783	410	2	12	'0 1 0 0 1 0 Z 1 1 0 1 0 Z Z Z 1 0 0 0 Z 0 0 Z Z 0 0 1 1 Z Z 0 Z Z 1 0 0 0 Z 1 0 0 1 	1.060933	14.197964	1.060933	1.060933	14.197964	1.060933	0.000000	14.197964	14.197964	1.060933	14.197964	1.060933	0.000000	0.000000	0.000000	14.197964	1.060933	1.060933	1.060933	0.000000	1.060933	1.060933	0.000000	0.000000	1.060933	1.060933	14.197964	14.197964	0.000000	0.000000	1.060933	0.000000	0.000000	14.197964	1.060933	1.060933	1.060933	0.000000	14.197964	1.060933	1.060933	14.197964	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
205000	-84.842278	395	2	14	'Z 1 0 0 1 Z 0 1 0 0 1 0 Z 1 0 1 0 0 0 Z 0 Z Z Z Z Z 1 1 Z Z 0 Z Z 1 0 0 Z 0 1 0 0 1 	0.000000	26.707665	2.943596	2.943596	26.707665	0.000000	2.943596	26.707665	2.943596	2.943596	26.707665	2.943596	0.000000	26.707665	2.943596	26.707665	2.943596	2.943596	2.943596	0.000000	2.943596	0.000000	0.000000	0.000000	0.000000	0.000000	26.707665	26.707665	0.000000	0.000000	2.943596	0.000000	0.000000	26.707665	2.943596	2.943596	0.000000	2.943596	26.707665	2.943596	2.943596	26.707665	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
206000	-83.310300	288	2	12	'Z 1 0 0 1 0 Z 1 0 1 1 1 Z 1 0 1 0 Z 0 Z 0 Z Z Z 0 Z 1 1 Z Z Z 0 0 1 0 0 0 0 1 0 1 1 	0.000000	21.271997	2.087771	2.087771	21.271997	2.087771	0.000000	21.271997	2.087771	21.271997	21.271997	21.271997	0.000000	21.271997	2.087771	21.271997	2.087771	0.000000	2.087771	0.000000	2.087771	0.000000	0.000000	0.000000	2.087771	0.000000	21.271997	21.271997	0.000000	0.000000	0.000000	2.087771	2.087771	21.271997	2.087771	2.087771	2.087771	2.087771	21.271997	2.087771	21.271997	21.271997	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
207000	-81.440817	339	2	12	'0 1 0 0 1 0 1 1 0 1 1 1 Z 1 0 1 0 Z 0 Z 0 0 Z Z Z Z 1 1 Z 0 Z Z 0 1 0 0 Z Z 1 0 1 1 	0.029955	0.297828	0.029955	0.029955	0.297828	0.029955	0.297828	0.297828	0.029955	0.297828	0.297828	0.297828	0.000000	0.297828	0.029955	0.297828	0.029955	0.000000	0.029955	0.000000	0.029955	0.029955	0.000000	0.000000	0.000000	0.000000	0.297828	0.297828	0.000000	0.029955	0.000000	0.000000	0.029955	0.297828	0.029955	0.029955	0.000000	0.000000	0.297828	0.029955	0.297828	0.297828	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
208000	-81.730192	274	2	16	'0 1 Z 0 1 0 1 1 0 Z 1 1 Z 1 Z 1 Z Z 0 Z Z 0 Z Z Z Z 1 1 Z Z Z 0 0 1 0 0 Z 0 1 0 1 0 	0.494744	4.500785	0.000000	0.494744	4.500785	0.494744	4.500785	4.500785	0.494744	0.000000	4.500785	4.500785	0.000000	4.500785	0.000000	4.500785	0.000000	0.000000	0.494744	0.000000	0.000000	0.494744	0.000000	0.000000	0.000000	0.000000	4.500785	4.500785	0.000000	0.000000	0.000000	0.494744	0.494744	4.500785	0.494744	0.494744	0.000000	0.494744	4.500785	0.494744	4.500785	0.494744	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
209000	-82.644291	833	2	10	'0 1 0 0 1 0 1 1 0 1 1 1 0 1 Z 1 Z 0 0 Z Z 0 Z Z 0 0 1 1 0 Z 1 0 0 1 0 Z 0 0 Z Z 1 0 	1.053505	12.264986	1.053505	1.053505	12.264986	1.053505	12.264986	12.264986	1.053505	12.264986	12.264986	12.264986	1.053505	12.264986	0.000000	12.264986	0.000000	1.053505	1.053505	0.000000	0.000000	1.053505	0.000000	0.000000	1.053505	1.053505	12.264986	12.264986	1.053505	0.000000	12.264986	1.053505	1.053505	12.264986	1.053505	0.000000	1.053505	1.053505	0.000000	0.000000	12.264986	1.053505	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
210000	-83.497826	670	2	14	'0 1 0 Z 1 0 1 1 0 1 1 1 Z 1 0 1 Z 0 0 Z Z 0 Z Z 0 0 1 1 0 0 1 1 Z Z Z Z 0 Z Z 1 1 Z 	1.391090	9.876353	1.391090	0.000000	9.876353	1.391090	9.876353	9.876353	1.391090	9.876353	9.876353	9.876353	0.000000	9.876353	1.391090	9.876353	0.000000	1.391090	1.391090	0.000000	0.000000	1.391090	0.000000	0.000000	1.391090	1.391090	9.876353	9.876353	1.391090	1.391090	9.876353	9.876353	0.000000	0.000000	0.000000	0.000000	1.391090	0.000000	0.000000	9.876353	9.876353	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
211000	-81.211542	459	2	12	'0 1 0 Z 1 0 1 1 0 1 1 1 Z Z Z 1 Z 0 0 0 Z Z Z 0 0 0 1 1 0 Z 1 1 Z 0 Z Z 0 0 1 1 1 0 	1.376581	19.687414	1.376581	0.000000	19.687414	1.376581	19.687414	19.687414	1.376581	19.687414	19.687414	19.687414	0.000000	0.000000	0.000000	19.687414	0.000000	1.376581	1.376581	1.376581	0.000000	0.000000	0.000000	1.376581	1.376581	1.376581	19.687414	19.687414	1.376581	0.000000	19.687414	19.687414	0.000000	1.376581	0.000000	0.000000	1.376581	1.376581	19.687414	19.687414	19.687414	1.376581	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
212000	-82.076328	1	2	12	'0 1 Z 0 1 Z 1 1 0 1 1 Z 0 0 Z 1 0 Z 0 Z Z 0 Z Z 0 0 1 1 0 1 1 1 Z 0 0 Z Z 0 1 1 1 0 	2.201600	36.492063	0.000000	2.201600	36.492063	0.000000	36.492063	36.492063	2.201600	36.492063	36.492063	0.000000	2.201600	2.201600	0.000000	36.492063	2.201600	0.000000	2.201600	0.000000	0.000000	2.201600	0.000000	0.000000	2.201600	2.201600	36.492063	36.492063	2.201600	36.492063	36.492063	36.492063	0.000000	2.201600	2.201600	0.000000	0.000000	2.201600	36.492063	36.492063	36.492063	2.201600	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
213000	-85.374263	504	2	15	'Z 1 1 Z 1 Z Z 1 Z Z Z 0 0 Z Z 1 0 0 0 Z Z 0 Z 0 0 0 1 1 0 1 1 1 Z 1 1 Z 0 0 1 1 1 Z 	0.000000	5.363699	5.363699	0.000000	5.363699	0.000000	0.000000	5.363699	0.000000	0.000000	0.000000	0.312745	0.312745	0.000000	0.000000	5.363699	0.312745	0.312745	0.312745	0.000000	0.000000	0.312745	0.000000	0.312745	0.312745	0.312745	5.363699	5.363699	0.312745	5.363699	5.363699	5.363699	0.000000	5.363699	5.363699	0.000000	0.312745	0.312745	5.363699	5.363699	5.363699	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
214000	-83.558197	945	2	18	'Z 1 Z 1 1 Z Z 1 Z Z 0 Z Z Z Z 1 0 0 0 Z Z Z Z 0 0 Z 1 1 0 1 1 1 1 Z 1 0 0 Z 1 1 1 Z 	0.000000	35.421454	0.000000	35.421454	35.421454	0.000000	0.000000	35.421454	0.000000	0.000000	3.456953	0.000000	0.000000	0.000000	0.000000	35.421454	3.456953	3.456953	3.456953	0.000000	0.000000	0.000000	0.000000	3.456953	3.456953	0.000000	35.421454	35.421454	3.456953	35.421454	35.421454	35.421454	35.421454	0.000000	35.421454	3.456953	3.456953	0.000000	35.421454	35.421454	35.421454	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
215000	-81.744460	364	2	20	'Z Z Z 1 1 Z Z 1 Z 1 0 1 Z Z Z 1 Z 0 0 Z Z 0 Z Z 0 Z 1 1 0 Z 1 1 1 Z 1 Z 0 0 1 1 Z Z 	0.000000	0.000000	0.000000	10.482709	10.482709	0.000000	0.000000	10.482709	0.000000	10.482709	0.943139	10.482709	0.000000	0.000000	0.000000	10.482709	0.000000	0.943139	0.943139	0.000000	0.000000	0.943139	0.000000	0.000000	0.943139	0.000000	10.482709	10.482709	0.943139	0.000000	10.482709	10.482709	10.482709	0.000000	10.482709	0.000000	0.943139	0.943139	10.482709	10.482709	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
216000	-82.347881	539	2	16	'Z 0 0 1 1 0 0 Z 1 1 Z 1 0 Z Z 1 Z 0 0 0 Z Z Z Z 0 Z 1 1 0 Z 1 1 1 Z 1 0 0 Z 1 Z 1 Z 	0.000000	1.270965	1.270965	7.586962	7.586962	1.270965	1.270965	0.000000	7.586962	7.586962	0.000000	7.586962	1.270965	0.000000	0.000000	7.586962	0.000000	1.270965	1.270965	1.270965	0.000000	0.000000	0.000000	0.000000	1.270965	0.000000	7.586962	7.586962	1.270965	0.000000	7.586962	7.586962	7.586962	0.000000	7.586962	1.270965	1.270965	0.000000	7.586962	0.000000	7.586962	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
217000	-82.662460	385	2	15	'0 0 0 Z 1 Z 0 1 1 1 1 1 0 Z Z 1 1 0 0 0 0 Z Z Z Z Z 1 1 Z Z 1 Z 1 0 1 0 Z Z 1 Z 1 0 	1.971831	1.971831	1.971831	0.000000	27.239496	0.000000	1.971831	27.239496	27.239496	27.239496	27.239496	27.239496	1.971831	0.000000	0.000000	27.239496	27.239496	1.971831	1.971831	1.971831	1.971831	0.000000	0.000000	0.000000	0.000000	0.000000	27.239496	27.239496	0.000000	0.000000	27.239496	0.000000	27.239496	1.971831	27.239496	1.971831	0.000000	0.000000	27.239496	0.000000	27.239496	1.971831	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
218000	-82.599968	997	2	17	'Z 0 0 0 1 Z Z 1 1 1 Z 1 0 Z Z 1 0 Z 0 Z 0 0 Z Z Z 1 1 1 Z 1 1 Z 1 Z 1 0 Z Z 1 Z 1 0 	0.000000	0.532959	0.532959	0.532959	11.172686	0.000000	0.000000	11.172686	11.172686	11.172686	0.000000	11.172686	0.532959	0.000000	0.000000	11.172686	0.532959	0.000000	0.532959	0.000000	0.532959	0.532959	0.000000	0.000000	0.000000	11.172686	11.172686	11.172686	0.000000	11.172686	11.172686	0.000000	11.172686	0.000000	11.172686	0.532959	0.000000	0.000000	11.172686	0.000000	11.172686	0.532959	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
219000	-83.664652	663	2	12	'0 0 Z 0 1 1 0 1 1 1 Z Z 0 Z Z 1 0 0 0 Z 0 0 Z Z Z 1 1 1 Z 1 1 1 1 0 1 Z 1 0 Z 0 1 0 	1.753187	1.753187	0.000000	1.753187	32.240697	32.240697	1.753187	32.240697	32.240697	32.240697	0.000000	0.000000	1.753187	0.000000	0.000000	32.240697	1.753187	1.753187	1.753187	0.000000	1.753187	1.753187	0.000000	0.000000	0.000000	32.240697	32.240697	32.240697	0.000000	32.240697	32.240697	32.240697	32.240697	1.753187	32.240697	0.000000	32.240697	1.753187	0.000000	1.753187	32.240697	1.753187	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
220000	-87.514125	414	2	18	'0 Z Z Z 1 Z 0 1 Z 1 Z Z 0 Z Z 1 0 Z 0 0 0 Z 0 Z Z 1 1 1 0 1 Z 1 1 Z 1 Z 1 1 Z Z 1 0 	0.428041	0.000000	0.000000	0.000000	8.809662	0.000000	0.428041	8.809662	0.000000	8.809662	0.000000	0.000000	0.428041	0.000000	0.000000	8.809662	0.428041	0.000000	0.428041	0.428041	0.428041	0.000000	0.428041	0.000000	0.000000	8.809662	8.809662	8.809662	0.428041	8.809662	0.000000	8.809662	8.809662	0.000000	8.809662	0.000000	8.809662	8.809662	0.000000	0.000000	8.809662	0.428041	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
221000	-83.055226	660	2	18	'Z 0 Z Z 1 Z Z 1 0 1 Z 0 0 Z Z 1 0 0 0 Z 0 Z Z Z Z 1 0 1 0 1 Z Z 1 Z 1 0 Z 0 1 Z 1 0 	0.000000	2.218872	0.000000	0.000000	27.944468	0.000000	0.000000	27.944468	2.218872	27.944468	0.000000	2.218872	2.218872	0.000000	0.000000	27.944468	2.218872	2.218872	2.218872	0.000000	2.218872	0.000000	0.000000	0.000000	0.000000	27.944468	2.218872	27.944468	2.218872	27.944468	0.000000	0.000000	27.944468	0.000000	27.944468	2.218872	0.000000	2.218872	27.944468	0.000000	27.944468	2.218872	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
222000	-82.503503	89	2	16	'0 0 Z Z 1 Z Z 1 Z 1 Z 0 0 0 Z 1 Z 0 0 Z 0 Z Z Z Z 1 Z 1 Z 0 1 0 1 Z 1 0 1 0 1 0 1 0 	1.570217	1.570217	0.000000	0.000000	19.190887	0.000000	0.000000	19.190887	0.000000	19.190887	0.000000	1.570217	1.570217	1.570217	0.000000	19.190887	0.000000	1.570217	1.570217	0.000000	1.570217	0.000000	0.000000	0.000000	0.000000	19.190887	0.000000	19.190887	0.000000	1.570217	19.190887	1.570217	19.190887	0.000000	19.190887	1.570217	19.190887	1.570217	19.190887	1.570217	19.190887	1.570217	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
223000	-83.252099	555	2	12	'0 0 0 0 1 0 Z 1 0 1 0 0 0 Z Z 1 0 0 0 Z 0 Z Z Z Z 1 0 1 0 0 Z 1 1 Z 1 0 Z 0 1 0 1 Z 	1.138993	1.138993	1.138993	1.138993	9.078458	1.138993	0.000000	9.078458	1.138993	9.078458	1.138993	1.138993	1.138993	0.000000	0.000000	9.078458	1.138993	1.138993	1.138993	0.000000	1.138993	0.000000	0.000000	0.000000	0.000000	9.078458	1.138993	9.078458	1.138993	1.138993	0.000000	9.078458	9.078458	0.000000	9.078458	1.138993	0.000000	1.138993	9.078458	1.138993	9.078458	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
224000	-82.671596	770	2	16	'0 Z 0 Z 1 0 Z 1 0 1 0 Z Z 0 Z 1 0 0 0 Z 0 Z Z Z Z 1 Z 1 0 0 Z 1 1 0 0 Z Z 0 0 0 1 Z 	0.538791	0.000000	0.538791	0.000000	6.730486	0.538791	0.000000	6.730486	0.538791	6.730486	0.538791	0.000000	0.000000	0.538791	0.000000	6.730486	0.538791	0.538791	0.538791	0.000000	0.538791	0.000000	0.000000	0.000000	0.000000	6.730486	0.000000	6.730486	0.538791	0.538791	0.000000	6.730486	6.730486	0.538791	0.538791	0.000000	0.000000	0.538791	0.538791	0.538791	6.730486	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
225000	-85.570960	765	2	17	'0 0 Z Z 1 Z Z 1 0 1 0 Z Z 0 0 1 0 0 0 Z 0 Z Z Z Z 1 Z 1 0 0 Z 1 Z 0 0 Z 0 Z 0 0 1 Z 	0.660114	0.660114	0.000000	0.000000	13.882555	0.000000	0.000000	13.882555	0.660114	13.882555	0.660114	0.000000	0.000000	0.660114	0.660114	13.882555	0.660114	0.660114	0.660114	0.000000	0.660114	0.000000	0.000000	0.000000	0.000000	13.882555	0.000000	13.882555	0.660114	0.660114	0.000000	13.882555	0.000000	0.660114	0.660114	0.000000	0.660114	0.000000	0.660114	0.660114	13.882555	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
226000	-82.737716	492	2	17	'1 0 0 Z Z Z Z 1 0 1 Z 1 Z 0 0 1 0 0 0 Z 0 Z Z Z Z Z 0 1 0 0 Z 1 Z 0 0 Z 0 0 0 Z 1 Z 	31.472433	4.406320	4.406320	0.000000	0.000000	0.000000	0.000000	31.472433	4.406320	31.472433	0.000000	31.472433	0.000000	4.406320	4.406320	31.472433	4.406320	4.406320	4.406320	0.000000	4.406320	0.000000	0.000000	0.000000	0.000000	0.000000	4.406320	31.472433	4.406320	4.406320	0.000000	31.472433	0.000000	4.406320	4.406320	0.000000	4.406320	4.406320	4.406320	0.000000	31.472433	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
227000	-82.531924	586	2	15	'1 0 0 Z 0 Z 0 1 0 1 1 Z Z 0 0 1 0 0 0 Z 0 Z Z Z Z Z 0 1 0 0 Z 1 Z 0 0 Z 0 0 0 Z 1 Z 	2.659116	0.342726	0.342726	0.000000	0.342726	0.000000	0.342726	2.659116	0.342726	2.659116	2.659116	0.000000	0.000000	0.342726	0.342726	2.659116	0.342726	0.342726	0.342726	0.000000	0.342726	0.000000	0.000000	0.000000	0.000000	0.000000	0.342726	2.659116	0.342726	0.342726	0.000000	2.659116	0.000000	0.342726	0.342726	0.000000	0.342726	0.342726	0.342726	0.000000	2.659116	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
228000	-83.246408	922	2	15	'1 0 0 0 0 Z Z 1 0 1 1 Z 0 0 Z 1 0 0 0 Z 0 Z Z Z Z Z 0 1 0 0 Z 1 Z 0 0 Z 0 0 0 Z 1 Z 	20.208496	2.813565	2.813565	2.813565	2.813565	0.000000	0.000000	20.208496	2.813565	20.208496	20.208496	0.000000	2.813565	2.813565	0.000000	20.208496	2.813565	2.813565	2.813565	0.000000	2.813565	0.000000	0.000000	0.000000	0.000000	0.000000	2.813565	20.208496	2.813565	2.813565	0.000000	20.208496	0.000000	2.813565	2.813565	0.000000	2.813565	2.813565	2.813565	0.000000	20.208496	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
229000	-85.088157	845	2	11	'1 0 0 0 Z 0 0 1 1 1 Z Z 0 0 Z 1 0 0 0 0 0 0 Z Z Z 0 0 1 0 0 Z 1 Z 0 0 0 0 0 0 Z 1 Z 	7.063210	0.910070	0.910070	0.910070	0.000000	0.910070	0.910070	7.063210	7.063210	7.063210	0.000000	0.000000	0.910070	0.910070	0.000000	7.063210	0.910070	0.910070	0.910070	0.910070	0.910070	0.910070	0.000000	0.000000	0.000000	0.910070	0.910070	7.063210	0.910070	0.910070	0.000000	7.063210	0.000000	0.910070	0.910070	0.910070	0.910070	0.910070	0.910070	0.000000	7.063210	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
230000	-82.032623	59	2	14	'1 0 0 0 Z 0 0 Z 1 1 Z Z 0 0 0 0 0 0 0 0 0 0 Z Z 0 0 Z 1 Z 0 0 Z Z 0 Z 0 0 0 Z Z 1 Z 	27.151918	1.881008	1.881008	1.881008	0.000000	1.881008	1.881008	0.000000	27.151918	27.151918	0.000000	0.000000	1.881008	1.881008	1.881008	1.881008	1.881008	1.881008	1.881008	1.881008	1.881008	1.881008	0.000000	0.000000	1.881008	1.881008	0.000000	27.151918	0.000000	1.881008	1.881008	0.000000	0.000000	1.881008	0.000000	1.881008	1.881008	1.881008	0.000000	0.000000	27.151918	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
231000	-82.933531	928	2	18	'Z 0 Z 1 Z 0 0 0 Z 1 Z Z Z 0 0 0 0 0 0 0 0 0 Z Z 0 0 Z 1 Z 0 Z Z Z Z 0 0 0 0 Z Z 1 Z 	0.000000	0.805753	0.000000	21.186826	0.000000	0.805753	0.805753	0.805753	0.000000	21.186826	0.000000	0.000000	0.000000	0.805753	0.805753	0.805753	0.805753	0.805753	0.805753	0.805753	0.805753	0.805753	0.000000	0.000000	0.805753	0.805753	0.000000	21.186826	0.000000	0.805753	0.000000	0.000000	0.000000	0.000000	0.805753	0.805753	0.805753	0.805753	0.000000	0.000000	21.186826	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
232000	-83.449772	841	2	17	'1 Z 1 1 0 0 Z Z 0 1 0 0 0 Z 0 0 0 0 0 Z 0 0 Z Z 0 0 Z 1 Z Z Z 1 Z Z 0 Z Z 0 Z Z 1 1 	23.174514	0.000000	23.174514	23.174514	1.483646	1.483646	0.000000	0.000000	1.483646	23.174514	1.483646	1.483646	1.483646	0.000000	1.483646	1.483646	1.483646	1.483646	1.483646	0.000000	1.483646	1.483646	0.000000	0.000000	1.483646	1.483646	0.000000	23.174514	0.000000	0.000000	0.000000	23.174514	0.000000	0.000000	1.483646	0.000000	0.000000	1.483646	0.000000	0.000000	23.174514	23.174514	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
233000	-82.315009	840	2	18	'Z 0 Z 1 0 Z 0 0 0 1 0 0 0 Z 0 Z 0 0 0 Z 0 Z Z Z 0 Z Z 1 Z Z 0 1 Z Z 0 0 Z 0 Z Z 1 1 	0.000000	0.518320	0.000000	8.428678	0.518320	0.000000	0.518320	0.518320	0.518320	8.428678	0.518320	0.518320	0.518320	0.000000	0.518320	0.000000	0.518320	0.518320	0.518320	0.000000	0.518320	0.000000	0.000000	0.000000	0.518320	0.000000	0.000000	8.428678	0.000000	0.000000	0.518320	8.428678	0.000000	0.000000	0.518320	0.518320	0.000000	0.518320	0.000000	0.000000	8.428678	8.428678	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
