Options:
Model:                           MultiState
Tree File Name:                  data/bantu.bttrees
Data File Name:                  data/bantu.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/bantu/09-Aug-15_42.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3885408078
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/bantu/09-Aug-15_42.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     42
Base frequency (PI's):           None
Character Symbols:               1,2,4,5,6,7,8
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q16                          RJ MCMC
    q17                          RJ MCMC
    q18                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q25                          RJ MCMC
    q26                          RJ MCMC
    q27                          RJ MCMC
    q28                          RJ MCMC
    q41                          RJ MCMC
    q42                          RJ MCMC
    q45                          RJ MCMC
    q46                          RJ MCMC
    q47                          RJ MCMC
    q48                          RJ MCMC
    q51                          RJ MCMC
    q52                          RJ MCMC
    q54                          RJ MCMC
    q56                          RJ MCMC
    q57                          RJ MCMC
    q58                          RJ MCMC
    q61                          RJ MCMC
    q62                          RJ MCMC
    q64                          RJ MCMC
    q65                          RJ MCMC
    q67                          RJ MCMC
    q68                          RJ MCMC
    q71                          RJ MCMC
    q72                          RJ MCMC
    q74                          RJ MCMC
    q75                          RJ MCMC
    q76                          RJ MCMC
    q78                          RJ MCMC
    q81                          RJ MCMC
    q82                          RJ MCMC
    q84                          RJ MCMC
    q85                          RJ MCMC
    q86                          RJ MCMC
    q87                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     7
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q12	q14	q15	q16	q17	q18	q21	q24	q25	q26	q27	q28	q41	q42	q45	q46	q47	q48	q51	q52	q54	q56	q57	q58	q61	q62	q64	q65	q67	q68	q71	q72	q74	q75	q76	q78	q81	q82	q84	q85	q86	q87	Root P(1)	Root P(2)	Root P(4)	Root P(5)	Root P(6)	Root P(7)	Root P(8)	
428000	-83.970363	720	1	19	'Z 0 0 0 Z Z Z 0 0 Z 0 Z 0 Z Z Z 0 Z 0 Z 0 0 Z 0 0 0 Z 0 0 0 0 0 0 0 0 Z Z Z Z Z 0 Z 	0.000000	0.004714	0.004714	0.004714	0.000000	0.000000	0.000000	0.004714	0.004714	0.000000	0.004714	0.000000	0.004714	0.000000	0.000000	0.000000	0.004714	0.000000	0.004714	0.000000	0.004714	0.004714	0.000000	0.004714	0.004714	0.004714	0.000000	0.004714	0.004714	0.004714	0.004714	0.004714	0.004714	0.004714	0.004714	0.000000	0.000000	0.000000	0.000000	0.000000	0.004714	0.000000	0.085342	0.082335	0.027549	0.669602	0.050999	0.083731	0.000441	
429000	-83.050000	646	1	16	'Z Z 0 Z 0 0 Z 0 0 0 0 Z 0 0 0 Z 0 0 0 Z 0 0 0 0 Z 0 Z 0 Z 0 0 0 0 0 Z 0 Z Z 0 Z Z Z 	0.000000	0.000000	0.003455	0.000000	0.003455	0.003455	0.000000	0.003455	0.003455	0.003455	0.003455	0.000000	0.003455	0.003455	0.003455	0.000000	0.003455	0.003455	0.003455	0.000000	0.003455	0.003455	0.003455	0.003455	0.000000	0.003455	0.000000	0.003455	0.000000	0.003455	0.003455	0.003455	0.003455	0.003455	0.000000	0.003455	0.000000	0.000000	0.003455	0.000000	0.000000	0.000000	0.019088	0.064744	0.274635	0.546384	0.031498	0.057263	0.006388	
430000	-83.048813	192	1	16	'Z 0 0 Z 0 0 Z 0 0 0 0 0 Z Z Z 0 Z Z 0 Z 0 0 0 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 Z Z Z 0 0 Z 	0.000000	0.005820	0.005820	0.000000	0.005820	0.005820	0.000000	0.005820	0.005820	0.005820	0.005820	0.005820	0.000000	0.000000	0.000000	0.005820	0.000000	0.000000	0.005820	0.000000	0.005820	0.005820	0.005820	0.005820	0.000000	0.005820	0.005820	0.005820	0.000000	0.005820	0.005820	0.005820	0.005820	0.005820	0.000000	0.005820	0.000000	0.000000	0.000000	0.005820	0.005820	0.000000	0.108341	0.085633	0.023964	0.548896	0.102972	0.085496	0.044699	
431000	-77.665756	608	1	16	'Z 0 0 Z 0 Z Z 0 0 Z Z 0 0 Z 0 0 0 Z 0 Z 0 0 0 Z Z 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 0 0 Z Z 	0.000000	0.005334	0.005334	0.000000	0.005334	0.000000	0.000000	0.005334	0.005334	0.000000	0.000000	0.005334	0.005334	0.000000	0.005334	0.005334	0.005334	0.000000	0.005334	0.000000	0.005334	0.005334	0.005334	0.000000	0.000000	0.005334	0.005334	0.005334	0.005334	0.005334	0.005334	0.000000	0.005334	0.005334	0.000000	0.005334	0.000000	0.005334	0.005334	0.005334	0.000000	0.000000	0.058652	0.067289	0.281349	0.298032	0.134150	0.066933	0.093595	
432000	-80.343760	658	1	18	'Z Z Z 0 0 Z Z 0 0 0 0 0 Z Z 0 0 Z Z 0 Z 0 0 Z Z Z 0 0 0 0 0 0 0 0 Z Z 0 Z Z 0 0 Z 0 	0.000000	0.000000	0.000000	0.008699	0.008699	0.000000	0.000000	0.008699	0.008699	0.008699	0.008699	0.008699	0.000000	0.000000	0.008699	0.008699	0.000000	0.000000	0.008699	0.000000	0.008699	0.008699	0.000000	0.000000	0.000000	0.008699	0.008699	0.008699	0.008699	0.008699	0.008699	0.008699	0.008699	0.000000	0.000000	0.008699	0.000000	0.000000	0.008699	0.008699	0.000000	0.008699	0.014660	0.127863	0.236938	0.304997	0.140828	0.048462	0.126253	
433000	-77.671696	105	1	23	'Z Z Z Z 0 Z Z Z 0 Z 0 0 Z Z 0 0 Z Z 0 Z 0 0 Z Z Z 0 0 0 0 0 0 0 Z Z 0 Z Z 0 Z 0 Z Z 	0.000000	0.000000	0.000000	0.000000	0.007326	0.000000	0.000000	0.000000	0.007326	0.000000	0.007326	0.007326	0.000000	0.000000	0.007326	0.007326	0.000000	0.000000	0.007326	0.000000	0.007326	0.007326	0.000000	0.000000	0.000000	0.007326	0.007326	0.007326	0.007326	0.007326	0.007326	0.007326	0.000000	0.000000	0.007326	0.000000	0.000000	0.007326	0.000000	0.007326	0.000000	0.000000	0.000079	0.023839	0.420292	0.393529	0.122382	0.005623	0.034256	
434000	-79.942062	581	1	20	'0 Z Z 0 0 Z 0 0 0 0 Z 0 Z Z 0 Z Z Z 0 Z 0 0 Z Z Z 0 0 0 Z 0 0 0 Z Z 0 0 Z 0 Z Z 0 Z 	0.005568	0.000000	0.000000	0.005568	0.005568	0.000000	0.005568	0.005568	0.005568	0.005568	0.000000	0.005568	0.000000	0.000000	0.005568	0.000000	0.000000	0.000000	0.005568	0.000000	0.005568	0.005568	0.000000	0.000000	0.000000	0.005568	0.005568	0.005568	0.000000	0.005568	0.005568	0.005568	0.000000	0.000000	0.005568	0.005568	0.000000	0.005568	0.000000	0.000000	0.005568	0.000000	0.012943	0.103499	0.250269	0.410915	0.194950	0.013243	0.014181	
435000	-78.909462	635	1	15	'0 Z 0 0 0 0 0 0 0 0 0 0 0 Z 0 Z Z Z 0 Z 0 0 Z Z 0 0 0 0 0 Z 0 Z 0 Z 0 0 0 Z 0 Z Z Z 	0.005201	0.000000	0.005201	0.005201	0.005201	0.005201	0.005201	0.005201	0.005201	0.005201	0.005201	0.005201	0.005201	0.000000	0.005201	0.000000	0.000000	0.000000	0.005201	0.000000	0.005201	0.005201	0.000000	0.000000	0.005201	0.005201	0.005201	0.005201	0.005201	0.000000	0.005201	0.000000	0.005201	0.000000	0.005201	0.005201	0.005201	0.000000	0.005201	0.000000	0.000000	0.000000	0.043013	0.080732	0.294670	0.451145	0.092934	0.022435	0.015071	
436000	-78.273445	902	1	14	'0 0 0 0 0 0 0 0 Z 0 Z 0 0 Z 0 0 Z Z 0 Z 0 0 Z Z Z 0 0 0 0 Z 0 Z 0 0 0 0 0 0 Z 0 Z Z 	0.006270	0.006270	0.006270	0.006270	0.006270	0.006270	0.006270	0.006270	0.000000	0.006270	0.000000	0.006270	0.006270	0.000000	0.006270	0.006270	0.000000	0.000000	0.006270	0.000000	0.006270	0.006270	0.000000	0.000000	0.000000	0.006270	0.006270	0.006270	0.006270	0.000000	0.006270	0.000000	0.006270	0.006270	0.006270	0.006270	0.006270	0.006270	0.000000	0.006270	0.000000	0.000000	0.101936	0.042765	0.226362	0.361846	0.095565	0.107301	0.064225	
437000	-79.986710	104	1	22	'0 Z 0 0 0 Z 0 Z Z Z 0 0 Z Z 0 Z Z 0 0 Z 0 0 Z Z Z 0 Z 0 0 Z Z Z Z Z Z Z Z 0 0 0 0 0 	0.009509	0.000000	0.009509	0.009509	0.009509	0.000000	0.009509	0.000000	0.000000	0.000000	0.009509	0.009509	0.000000	0.000000	0.009509	0.000000	0.000000	0.009509	0.009509	0.000000	0.009509	0.009509	0.000000	0.000000	0.000000	0.009509	0.000000	0.009509	0.009509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009509	0.009509	0.009509	0.009509	0.009509	0.018743	0.005557	0.500369	0.354878	0.020367	0.000000	0.100086	
438000	-82.917888	903	1	21	'0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 0 Z 0 0 0 Z 0 0 Z Z Z 0 Z Z 0 Z Z 0 Z Z 0 Z Z 0 0 0 0 0 	0.008208	0.000000	0.008208	0.000000	0.008208	0.000000	0.000000	0.000000	0.000000	0.000000	0.008208	0.008208	0.000000	0.008208	0.008208	0.000000	0.008208	0.008208	0.008208	0.000000	0.008208	0.008208	0.000000	0.000000	0.000000	0.008208	0.000000	0.000000	0.008208	0.000000	0.000000	0.008208	0.000000	0.000000	0.008208	0.000000	0.000000	0.008208	0.008208	0.008208	0.008208	0.008208	0.030304	0.008009	0.270638	0.538514	0.000151	0.000151	0.152232	
439000	-82.099373	622	1	24	'Z 0 Z Z 0 Z Z Z Z Z 0 0 0 Z 0 Z 0 0 0 Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 Z Z Z 0 0 Z 0 Z Z 0 	0.000000	0.004886	0.000000	0.000000	0.004886	0.000000	0.000000	0.000000	0.000000	0.000000	0.004886	0.004886	0.004886	0.000000	0.004886	0.000000	0.004886	0.004886	0.004886	0.000000	0.004886	0.004886	0.000000	0.004886	0.000000	0.004886	0.000000	0.000000	0.000000	0.000000	0.000000	0.004886	0.000000	0.000000	0.000000	0.004886	0.004886	0.000000	0.004886	0.000000	0.000000	0.004886	0.007325	0.000061	0.259430	0.725766	0.000000	0.000061	0.007357	
440000	-77.580695	67	1	22	'Z 0 Z Z 0 Z Z 0 0 0 0 0 Z Z Z Z 0 Z 0 Z 0 0 Z Z 0 0 Z 0 Z 0 0 0 Z Z Z 0 Z Z Z Z 0 0 	0.000000	0.005719	0.000000	0.000000	0.005719	0.000000	0.000000	0.005719	0.005719	0.005719	0.005719	0.005719	0.000000	0.000000	0.000000	0.000000	0.005719	0.000000	0.005719	0.000000	0.005719	0.005719	0.000000	0.000000	0.005719	0.005719	0.000000	0.005719	0.000000	0.005719	0.005719	0.005719	0.000000	0.000000	0.000000	0.005719	0.000000	0.000000	0.000000	0.000000	0.005719	0.005719	0.001398	0.129657	0.003807	0.739520	0.114784	0.006537	0.004298	
441000	-80.119469	31	1	16	'Z 0 0 Z 0 0 0 Z Z 0 0 0 0 Z 0 Z Z 0 0 Z 0 0 0 Z 0 0 0 Z Z Z 0 0 0 Z 0 0 Z 0 0 0 Z Z 	0.000000	0.004424	0.004424	0.000000	0.004424	0.004424	0.004424	0.000000	0.000000	0.004424	0.004424	0.004424	0.004424	0.000000	0.004424	0.000000	0.000000	0.004424	0.004424	0.000000	0.004424	0.004424	0.004424	0.000000	0.004424	0.004424	0.004424	0.000000	0.000000	0.000000	0.004424	0.004424	0.004424	0.000000	0.004424	0.004424	0.000000	0.004424	0.004424	0.004424	0.000000	0.000000	0.080701	0.007960	0.330188	0.439637	0.018182	0.024804	0.098528	
442000	-81.729544	33	1	21	'0 0 0 Z 0 0 Z Z Z 0 0 Z 0 Z Z Z Z Z 0 Z 0 0 0 Z 0 0 0 Z Z Z 0 0 Z 0 0 Z Z Z 0 0 Z Z 	0.006119	0.006119	0.006119	0.000000	0.006119	0.006119	0.000000	0.000000	0.000000	0.006119	0.006119	0.000000	0.006119	0.000000	0.000000	0.000000	0.000000	0.000000	0.006119	0.000000	0.006119	0.006119	0.006119	0.000000	0.006119	0.006119	0.006119	0.000000	0.000000	0.000000	0.006119	0.006119	0.000000	0.006119	0.006119	0.000000	0.000000	0.000000	0.006119	0.006119	0.000000	0.000000	0.110162	0.001655	0.033440	0.547810	0.010663	0.038241	0.258030	
443000	-79.043191	635	1	20	'0 0 0 Z 0 0 Z 0 Z 0 0 Z 0 Z Z Z Z Z Z Z 0 0 0 Z 0 0 0 Z Z Z 0 0 Z 0 0 Z Z 0 Z 0 0 Z 	0.007805	0.007805	0.007805	0.000000	0.007805	0.007805	0.000000	0.007805	0.000000	0.007805	0.007805	0.000000	0.007805	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007805	0.007805	0.007805	0.000000	0.007805	0.007805	0.007805	0.000000	0.000000	0.000000	0.007805	0.007805	0.000000	0.007805	0.007805	0.000000	0.000000	0.007805	0.000000	0.007805	0.007805	0.000000	0.222403	0.011771	0.084296	0.263508	0.034487	0.053778	0.329757	
444000	-83.974614	861	1	22	'0 Z 0 0 0 Z Z 0 Z Z 0 Z 0 Z Z Z Z Z Z Z 0 0 0 Z 0 0 0 Z Z Z 0 0 Z 0 0 Z Z 0 Z 0 0 Z 	0.010133	0.000000	0.010133	0.010133	0.010133	0.000000	0.000000	0.010133	0.000000	0.000000	0.010133	0.000000	0.010133	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010133	0.010133	0.010133	0.000000	0.010133	0.010133	0.010133	0.000000	0.000000	0.000000	0.010133	0.010133	0.000000	0.010133	0.010133	0.000000	0.000000	0.010133	0.000000	0.010133	0.010133	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
445000	-80.308443	182	1	20	'0 Z 0 0 0 Z Z 0 Z Z Z 0 0 0 Z Z Z Z Z Z 0 0 Z Z 0 0 Z 0 0 0 0 0 Z 0 Z 0 Z 0 Z 0 0 Z 	0.011673	0.000000	0.011673	0.011673	0.011673	0.000000	0.000000	0.011673	0.000000	0.000000	0.000000	0.011673	0.011673	0.011673	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011673	0.011673	0.000000	0.000000	0.011673	0.011673	0.000000	0.011673	0.011673	0.011673	0.011673	0.011673	0.000000	0.011673	0.000000	0.011673	0.000000	0.011673	0.000000	0.011673	0.011673	0.000000	0.121721	0.060814	0.058549	0.343508	0.134221	0.128065	0.153122	
446000	-82.799426	457	1	19	'0 Z 0 0 0 Z Z Z Z Z Z 0 0 0 Z Z Z Z Z Z 0 0 0 Z Z 0 0 0 0 Z 0 0 Z 0 0 0 Z 0 Z 0 0 0 	0.005489	0.000000	0.005489	0.005489	0.005489	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005489	0.005489	0.005489	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005489	0.005489	0.005489	0.000000	0.000000	0.005489	0.005489	0.005489	0.005489	0.000000	0.005489	0.005489	0.000000	0.005489	0.005489	0.005489	0.000000	0.005489	0.000000	0.005489	0.005489	0.005489	0.036474	0.001369	0.028840	0.693181	0.110310	0.048526	0.081302	
447000	-78.904428	899	1	18	'0 0 0 0 0 0 Z 0 Z Z Z Z 0 0 Z Z Z Z 0 Z 0 0 Z Z Z 0 0 0 0 0 Z 0 Z 0 0 0 Z 0 Z 0 0 Z 	0.005437	0.005437	0.005437	0.005437	0.005437	0.005437	0.000000	0.005437	0.000000	0.000000	0.000000	0.000000	0.005437	0.005437	0.000000	0.000000	0.000000	0.000000	0.005437	0.000000	0.005437	0.005437	0.000000	0.000000	0.000000	0.005437	0.005437	0.005437	0.005437	0.005437	0.000000	0.005437	0.000000	0.005437	0.005437	0.005437	0.000000	0.005437	0.000000	0.005437	0.005437	0.000000	0.120667	0.001171	0.034681	0.517847	0.142131	0.073785	0.109719	
448000	-80.128110	840	1	19	'Z 0 0 Z 0 Z Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z 0 0 Z Z 0 0 0 0 0 0 Z 0 Z Z 0 0 0 0 0 0 Z 0 	0.000000	0.008159	0.008159	0.000000	0.008159	0.000000	0.000000	0.008159	0.000000	0.000000	0.000000	0.008159	0.000000	0.008159	0.000000	0.000000	0.000000	0.000000	0.008159	0.000000	0.008159	0.008159	0.000000	0.000000	0.008159	0.008159	0.008159	0.008159	0.008159	0.008159	0.000000	0.008159	0.000000	0.000000	0.008159	0.008159	0.008159	0.008159	0.008159	0.008159	0.000000	0.008159	0.134497	0.024204	0.004986	0.528442	0.145169	0.031562	0.131140	
449000	-78.059538	222	1	19	'Z 0 0 Z 0 Z Z 0 Z 0 0 Z 0 Z Z Z Z Z 0 Z 0 0 Z Z Z 0 0 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 Z 0 	0.000000	0.006743	0.006743	0.000000	0.006743	0.000000	0.000000	0.006743	0.000000	0.006743	0.006743	0.000000	0.006743	0.000000	0.000000	0.000000	0.000000	0.000000	0.006743	0.000000	0.006743	0.006743	0.000000	0.000000	0.000000	0.006743	0.006743	0.006743	0.006743	0.006743	0.006743	0.006743	0.006743	0.000000	0.006743	0.006743	0.000000	0.006743	0.000000	0.006743	0.000000	0.006743	0.108292	0.036071	0.027054	0.510086	0.173359	0.054624	0.090514	
450000	-79.589237	953	1	22	'Z Z Z 0 0 Z Z Z Z Z 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 Z 0 0 0 0 Z 0 0 Z 0 0 0 Z Z 0 Z Z 0 0 	0.000000	0.000000	0.000000	0.006003	0.006003	0.000000	0.000000	0.000000	0.000000	0.000000	0.006003	0.000000	0.006003	0.000000	0.006003	0.000000	0.000000	0.000000	0.000000	0.000000	0.006003	0.006003	0.006003	0.000000	0.006003	0.006003	0.006003	0.006003	0.000000	0.006003	0.006003	0.000000	0.006003	0.006003	0.006003	0.000000	0.000000	0.006003	0.000000	0.000000	0.006003	0.006003	0.007773	0.001346	0.247395	0.518665	0.128082	0.088662	0.008076	
451000	-81.129106	335	1	24	'Z Z Z 0 0 0 Z Z Z Z 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z Z 0 0 0 0 Z 0 0 Z Z Z 0 Z Z 0 Z Z 0 0 	0.000000	0.000000	0.000000	0.014929	0.014929	0.014929	0.000000	0.000000	0.000000	0.000000	0.014929	0.000000	0.014929	0.000000	0.014929	0.000000	0.000000	0.000000	0.000000	0.000000	0.014929	0.014929	0.000000	0.000000	0.014929	0.014929	0.014929	0.014929	0.000000	0.014929	0.014929	0.000000	0.000000	0.000000	0.014929	0.000000	0.000000	0.014929	0.000000	0.000000	0.014929	0.014929	0.021300	0.001626	0.294235	0.532493	0.111949	0.022036	0.016361	
452000	-84.838740	263	1	19	'Z 0 0 0 Z Z Z 0 Z Z 0 0 0 0 0 Z Z 0 Z Z 0 0 Z Z Z 0 0 0 Z 0 0 0 Z 0 Z Z 0 Z 0 Z 0 0 	0.000000	0.016196	0.016196	0.016196	0.000000	0.000000	0.000000	0.016196	0.000000	0.000000	0.016196	0.016196	0.016196	0.016196	0.016196	0.000000	0.000000	0.016196	0.000000	0.000000	0.016196	0.016196	0.000000	0.000000	0.000000	0.016196	0.016196	0.016196	0.000000	0.016196	0.016196	0.016196	0.000000	0.016196	0.000000	0.000000	0.016196	0.000000	0.016196	0.000000	0.016196	0.016196	0.164960	0.050540	0.134459	0.332831	0.122556	0.110761	0.083893	
453000	-84.994372	194	1	18	'Z Z Z Z Z Z 0 0 0 Z 0 0 0 0 0 0 Z 0 Z Z 0 0 Z Z 0 0 0 0 0 0 Z 0 0 0 Z Z 0 Z 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018732	0.018732	0.018732	0.000000	0.018732	0.018732	0.018732	0.018732	0.018732	0.018732	0.000000	0.018732	0.000000	0.000000	0.018732	0.018732	0.000000	0.000000	0.018732	0.018732	0.018732	0.018732	0.018732	0.018732	0.000000	0.018732	0.018732	0.018732	0.000000	0.000000	0.018732	0.000000	0.018732	0.000000	0.018732	0.000000	0.000000	0.117229	0.108928	0.410497	0.117783	0.204543	0.041020	
454000	-80.713203	67	1	25	'Z 0 0 0 Z 0 Z 0 0 Z Z Z 0 0 Z Z Z 0 Z Z 0 0 Z Z 0 0 Z 0 0 Z Z 0 Z Z Z Z 0 Z Z Z Z Z 	0.000000	0.013976	0.013976	0.013976	0.000000	0.013976	0.000000	0.013976	0.013976	0.000000	0.000000	0.000000	0.013976	0.013976	0.000000	0.000000	0.000000	0.013976	0.000000	0.000000	0.013976	0.013976	0.000000	0.000000	0.013976	0.013976	0.000000	0.013976	0.013976	0.000000	0.000000	0.013976	0.000000	0.000000	0.000000	0.000000	0.013976	0.000000	0.000000	0.000000	0.000000	0.000000	0.147541	0.188132	0.082212	0.373122	0.149730	0.028157	0.031107	
455000	-84.122236	902	1	20	'0 0 0 0 Z 0 0 0 0 Z Z Z 0 0 0 Z 0 0 Z Z 0 0 Z Z 0 0 Z 0 0 Z Z 0 Z Z Z Z 0 Z 0 Z Z Z 	0.006224	0.006224	0.006224	0.006224	0.000000	0.006224	0.006224	0.006224	0.006224	0.000000	0.000000	0.000000	0.006224	0.006224	0.006224	0.000000	0.006224	0.006224	0.000000	0.000000	0.006224	0.006224	0.000000	0.000000	0.006224	0.006224	0.000000	0.006224	0.006224	0.000000	0.000000	0.006224	0.000000	0.000000	0.000000	0.000000	0.006224	0.000000	0.006224	0.000000	0.000000	0.000000	0.144234	0.103272	0.234312	0.422514	0.046821	0.002021	0.046825	
456000	-80.399297	897	1	12	'Z 0 0 0 0 0 0 0 0 Z Z 0 0 0 Z Z 0 0 Z Z 0 0 Z Z 0 0 0 0 0 Z 0 0 0 0 0 0 0 0 0 0 Z Z 	0.000000	0.016394	0.016394	0.016394	0.016394	0.016394	0.016394	0.016394	0.016394	0.000000	0.000000	0.016394	0.016394	0.016394	0.000000	0.000000	0.016394	0.016394	0.000000	0.000000	0.016394	0.016394	0.000000	0.000000	0.016394	0.016394	0.016394	0.016394	0.016394	0.000000	0.016394	0.016394	0.016394	0.016394	0.016394	0.016394	0.016394	0.016394	0.016394	0.016394	0.000000	0.000000	0.134921	0.132657	0.102033	0.228461	0.134069	0.133871	0.133988	
457000	-80.348639	63	1	21	'Z Z Z 0 0 Z Z Z Z 0 Z 0 0 0 Z Z 0 Z Z Z 0 0 Z Z 0 0 0 Z 0 Z Z 0 0 Z 0 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.012662	0.012662	0.000000	0.000000	0.000000	0.000000	0.012662	0.000000	0.012662	0.012662	0.012662	0.000000	0.000000	0.012662	0.000000	0.000000	0.000000	0.012662	0.012662	0.000000	0.000000	0.012662	0.012662	0.012662	0.000000	0.012662	0.000000	0.000000	0.012662	0.012662	0.000000	0.012662	0.012662	0.012662	0.012662	0.012662	0.012662	0.000000	0.000000	0.006230	0.040274	0.015238	0.675555	0.012730	0.047602	0.202370	
458000	-80.103641	602	1	20	'Z Z Z 0 0 Z Z Z Z 0 Z 0 0 0 Z Z 0 Z Z Z 0 0 Z Z 0 0 0 Z 0 Z 0 0 0 Z 0 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.011349	0.011349	0.000000	0.000000	0.000000	0.000000	0.011349	0.000000	0.011349	0.011349	0.011349	0.000000	0.000000	0.011349	0.000000	0.000000	0.000000	0.011349	0.011349	0.000000	0.000000	0.011349	0.011349	0.011349	0.000000	0.011349	0.000000	0.011349	0.011349	0.011349	0.000000	0.011349	0.011349	0.011349	0.011349	0.011349	0.011349	0.000000	0.000000	0.007559	0.048467	0.019966	0.646283	0.016246	0.047685	0.213794	
459000	-78.823716	105	1	16	'0 0 0 0 Z 0 Z 0 Z Z Z 0 0 0 Z Z 0 Z Z Z 0 0 Z Z 0 0 Z 0 0 0 0 Z 0 Z 0 0 0 0 0 0 Z 0 	0.014081	0.014081	0.014081	0.014081	0.000000	0.014081	0.000000	0.014081	0.000000	0.000000	0.000000	0.014081	0.014081	0.014081	0.000000	0.000000	0.014081	0.000000	0.000000	0.000000	0.014081	0.014081	0.000000	0.000000	0.014081	0.014081	0.000000	0.014081	0.014081	0.014081	0.014081	0.000000	0.014081	0.000000	0.014081	0.014081	0.014081	0.014081	0.014081	0.014081	0.000000	0.014081	0.149381	0.035878	0.050863	0.398407	0.147163	0.081837	0.136471	
460000	-80.022198	283	1	14	'Z Z 0 0 0 0 0 0 Z Z Z 0 0 0 Z Z 0 Z 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 0 0 Z 0 0 0 0 0 Z Z 0 	0.000000	0.000000	0.005310	0.005310	0.005310	0.005310	0.005310	0.005310	0.000000	0.000000	0.000000	0.005310	0.005310	0.005310	0.000000	0.000000	0.005310	0.000000	0.005310	0.000000	0.005310	0.005310	0.005310	0.000000	0.005310	0.005310	0.005310	0.005310	0.005310	0.000000	0.005310	0.005310	0.005310	0.000000	0.005310	0.005310	0.005310	0.005310	0.005310	0.000000	0.000000	0.005310	0.074033	0.010460	0.028957	0.724513	0.130814	0.020089	0.011133	
461000	-83.656745	808	1	15	'Z 0 0 0 0 0 0 0 Z 0 Z 0 Z Z Z 0 0 Z 0 Z 0 0 0 Z 0 0 Z 0 Z Z 0 Z 0 0 0 0 0 0 Z Z 0 0 	0.000000	0.009032	0.009032	0.009032	0.009032	0.009032	0.009032	0.009032	0.000000	0.009032	0.000000	0.009032	0.000000	0.000000	0.000000	0.009032	0.009032	0.000000	0.009032	0.000000	0.009032	0.009032	0.009032	0.000000	0.009032	0.009032	0.000000	0.009032	0.000000	0.000000	0.009032	0.000000	0.009032	0.009032	0.009032	0.009032	0.009032	0.009032	0.000000	0.000000	0.009032	0.009032	0.146119	0.045766	0.076993	0.443126	0.104162	0.140190	0.043645	
462000	-83.566553	334	1	15	'Z 0 0 0 0 0 Z Z Z 0 0 0 Z Z 0 0 0 Z Z Z 0 0 0 Z 0 0 Z Z 0 0 0 0 Z 0 0 0 0 0 Z Z 0 0 	0.000000	0.009969	0.009969	0.009969	0.009969	0.009969	0.000000	0.000000	0.000000	0.009969	0.009969	0.009969	0.000000	0.000000	0.009969	0.009969	0.009969	0.000000	0.000000	0.000000	0.009969	0.009969	0.009969	0.000000	0.009969	0.009969	0.000000	0.000000	0.009969	0.009969	0.009969	0.009969	0.000000	0.009969	0.009969	0.009969	0.009969	0.009969	0.000000	0.000000	0.009969	0.009969	0.147629	0.008963	0.321483	0.407555	0.023175	0.067884	0.023310	
