Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/bantu.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/bantu.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/bantu/15-Aug-07_31.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1215141167
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/bantu/15-Aug-07_31.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     42
Base frequency (PI's):           None
Character Symbols:               1,2,4,5,6,7,8
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q16                          RJ MCMC
    q17                          RJ MCMC
    q18                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q25                          RJ MCMC
    q26                          RJ MCMC
    q27                          RJ MCMC
    q28                          RJ MCMC
    q41                          RJ MCMC
    q42                          RJ MCMC
    q45                          RJ MCMC
    q46                          RJ MCMC
    q47                          RJ MCMC
    q48                          RJ MCMC
    q51                          RJ MCMC
    q52                          RJ MCMC
    q54                          RJ MCMC
    q56                          RJ MCMC
    q57                          RJ MCMC
    q58                          RJ MCMC
    q61                          RJ MCMC
    q62                          RJ MCMC
    q64                          RJ MCMC
    q65                          RJ MCMC
    q67                          RJ MCMC
    q68                          RJ MCMC
    q71                          RJ MCMC
    q72                          RJ MCMC
    q74                          RJ MCMC
    q75                          RJ MCMC
    q76                          RJ MCMC
    q78                          RJ MCMC
    q81                          RJ MCMC
    q82                          RJ MCMC
    q84                          RJ MCMC
    q85                          RJ MCMC
    q86                          RJ MCMC
    q87                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     7
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q12	q14	q15	q16	q17	q18	q21	q24	q25	q26	q27	q28	q41	q42	q45	q46	q47	q48	q51	q52	q54	q56	q57	q58	q61	q62	q64	q65	q67	q68	q71	q72	q74	q75	q76	q78	q81	q82	q84	q85	q86	q87	Root P(1)	Root P(2)	Root P(4)	Root P(5)	Root P(6)	Root P(7)	Root P(8)	
251000	-82.453383	316	2	6	'1 1 0 1 1 1 1 Z 0 1 1 0 1 1 1 Z 1 1 Z 1 1 1 1 1 0 1 Z 1 1 1 Z Z 1 1 0 1 1 1 1 1 0 1 	0.479025	0.479025	21.812822	0.479025	0.479025	0.479025	0.479025	0.000000	21.812822	0.479025	0.479025	21.812822	0.479025	0.479025	0.479025	0.000000	0.479025	0.479025	0.000000	0.479025	0.479025	0.479025	0.479025	0.479025	21.812822	0.479025	0.000000	0.479025	0.479025	0.479025	0.000000	0.000000	0.479025	0.479025	21.812822	0.479025	0.479025	0.479025	0.479025	0.479025	21.812822	0.479025	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
252000	-84.528838	761	2	7	'1 Z 0 1 1 1 1 0 Z Z 1 0 1 1 1 1 1 1 Z 1 1 1 1 1 0 1 Z Z 1 1 1 Z 1 1 0 1 1 1 1 1 0 1 	0.272957	0.000000	17.842537	0.272957	0.272957	0.272957	0.272957	17.842537	0.000000	0.000000	0.272957	17.842537	0.272957	0.272957	0.272957	0.272957	0.272957	0.272957	0.000000	0.272957	0.272957	0.272957	0.272957	0.272957	17.842537	0.272957	0.000000	0.000000	0.272957	0.272957	0.272957	0.000000	0.272957	0.272957	17.842537	0.272957	0.272957	0.272957	0.272957	0.272957	17.842537	0.272957	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
253000	-81.779658	183	2	4	'1 1 0 1 1 1 1 0 Z 1 1 0 1 1 1 1 1 1 1 1 Z 1 1 1 0 1 1 1 1 1 1 Z 1 1 0 Z 1 1 1 0 0 1 	0.436773	0.436773	12.345013	0.436773	0.436773	0.436773	0.436773	12.345013	0.000000	0.436773	0.436773	12.345013	0.436773	0.436773	0.436773	0.436773	0.436773	0.436773	0.436773	0.436773	0.000000	0.436773	0.436773	0.436773	12.345013	0.436773	0.436773	0.436773	0.436773	0.436773	0.436773	0.000000	0.436773	0.436773	12.345013	0.000000	0.436773	0.436773	0.436773	12.345013	12.345013	0.436773	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
254000	-83.336967	722	2	5	'1 1 0 1 1 1 1 0 1 1 1 Z 1 1 1 1 1 1 1 1 Z 1 1 1 0 1 1 1 1 1 1 1 1 1 0 Z 1 Z Z 0 1 1 	0.091643	0.091643	2.960900	0.091643	0.091643	0.091643	0.091643	2.960900	0.091643	0.091643	0.091643	0.000000	0.091643	0.091643	0.091643	0.091643	0.091643	0.091643	0.091643	0.091643	0.000000	0.091643	0.091643	0.091643	2.960900	0.091643	0.091643	0.091643	0.091643	0.091643	0.091643	0.091643	0.091643	0.091643	2.960900	0.000000	0.091643	0.000000	0.000000	2.960900	0.091643	0.091643	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
255000	-85.152436	302	2	7	'1 1 0 1 1 1 1 0 1 1 1 Z 1 1 1 1 1 1 1 1 Z Z 1 1 0 1 1 1 1 Z 1 Z 1 Z 0 Z 1 1 1 0 1 1 	1.006652	1.006652	14.944742	1.006652	1.006652	1.006652	1.006652	14.944742	1.006652	1.006652	1.006652	0.000000	1.006652	1.006652	1.006652	1.006652	1.006652	1.006652	1.006652	1.006652	0.000000	0.000000	1.006652	1.006652	14.944742	1.006652	1.006652	1.006652	1.006652	0.000000	1.006652	0.000000	1.006652	0.000000	14.944742	0.000000	1.006652	1.006652	1.006652	14.944742	1.006652	1.006652	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
256000	-84.682999	418	2	6	'1 Z 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 Z 1 Z Z 1 1 0 1 1 1 1 1 1 Z 1 Z 0 1 1 1 1 0 1 1 	1.301447	0.000000	25.467838	1.301447	1.301447	1.301447	1.301447	25.467838	1.301447	1.301447	1.301447	1.301447	1.301447	1.301447	1.301447	1.301447	1.301447	1.301447	0.000000	1.301447	0.000000	0.000000	1.301447	1.301447	25.467838	1.301447	1.301447	1.301447	1.301447	1.301447	1.301447	0.000000	1.301447	0.000000	25.467838	1.301447	1.301447	1.301447	1.301447	25.467838	1.301447	1.301447	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
257000	-86.579059	630	2	10	'0 Z 1 0 0 0 0 1 0 0 Z 0 0 0 0 0 Z 0 Z 0 Z Z 0 Z 1 0 0 0 0 0 0 Z 0 Z 1 0 0 1 1 1 0 Z 	0.902001	0.000000	7.382350	0.902001	0.902001	0.902001	0.902001	7.382350	0.902001	0.902001	0.000000	0.902001	0.902001	0.902001	0.902001	0.902001	0.000000	0.902001	0.000000	0.902001	0.000000	0.000000	0.902001	0.000000	7.382350	0.902001	0.902001	0.902001	0.902001	0.902001	0.902001	0.000000	0.902001	0.000000	7.382350	0.902001	0.902001	7.382350	7.382350	7.382350	0.902001	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
258000	-87.222464	178	2	14	'1 1 1 1 Z 1 1 Z Z Z Z 1 0 0 1 0 Z 0 0 0 Z Z 0 Z Z 1 0 0 0 1 Z 0 1 Z 1 Z 0 Z 1 1 1 1 	8.843986	8.843986	8.843986	8.843986	0.000000	8.843986	8.843986	0.000000	0.000000	0.000000	0.000000	8.843986	0.893968	0.893968	8.843986	0.893968	0.000000	0.893968	0.893968	0.893968	0.000000	0.000000	0.893968	0.000000	0.000000	8.843986	0.893968	0.893968	0.893968	8.843986	0.000000	0.893968	8.843986	0.000000	8.843986	0.000000	0.893968	0.000000	8.843986	8.843986	8.843986	8.843986	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
259000	-88.341386	143	2	7	'1 0 1 1 Z 1 1 Z 0 0 0 1 0 Z 1 0 0 Z 0 0 Z Z 0 0 0 1 0 0 0 1 0 0 1 1 1 1 1 0 1 Z 1 1 	14.991318	1.613909	14.991318	14.991318	0.000000	14.991318	14.991318	0.000000	1.613909	1.613909	1.613909	14.991318	1.613909	0.000000	14.991318	1.613909	1.613909	0.000000	1.613909	1.613909	0.000000	0.000000	1.613909	1.613909	1.613909	14.991318	1.613909	1.613909	1.613909	14.991318	1.613909	1.613909	14.991318	14.991318	14.991318	14.991318	14.991318	1.613909	14.991318	0.000000	14.991318	14.991318	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
260000	-83.898248	195	2	15	'1 Z 0 1 0 1 1 Z 0 Z 0 1 0 0 1 Z 0 Z 0 0 Z Z 0 0 Z Z 0 Z 0 1 0 Z 1 Z Z 1 1 Z 1 Z 1 1 	18.172919	0.000000	0.558228	18.172919	0.558228	18.172919	18.172919	0.000000	0.558228	0.000000	0.558228	18.172919	0.558228	0.558228	18.172919	0.000000	0.558228	0.000000	0.558228	0.558228	0.000000	0.000000	0.558228	0.558228	0.000000	0.000000	0.558228	0.000000	0.558228	18.172919	0.558228	0.000000	18.172919	0.000000	0.000000	18.172919	18.172919	0.000000	18.172919	0.000000	18.172919	18.172919	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
261000	-82.186423	213	2	17	'Z 0 Z Z Z 1 Z 1 0 Z 1 1 0 Z 1 Z 0 Z Z 0 0 0 Z Z Z 0 0 0 0 1 Z Z Z 0 1 1 1 Z 1 0 1 1 	0.000000	1.401243	0.000000	0.000000	0.000000	27.379857	0.000000	27.379857	1.401243	0.000000	27.379857	27.379857	1.401243	0.000000	27.379857	0.000000	1.401243	0.000000	0.000000	1.401243	1.401243	1.401243	0.000000	0.000000	0.000000	1.401243	1.401243	1.401243	1.401243	27.379857	0.000000	0.000000	0.000000	1.401243	27.379857	27.379857	27.379857	0.000000	27.379857	1.401243	27.379857	27.379857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
262000	-83.655938	758	2	15	'0 0 0 Z Z 1 0 1 0 0 1 1 0 Z 1 Z 0 Z Z 0 Z 0 Z Z Z Z 0 Z Z 1 1 0 0 Z 1 1 Z 1 1 0 1 1 	0.577045	0.577045	0.577045	0.000000	0.000000	6.301667	0.577045	6.301667	0.577045	0.577045	6.301667	6.301667	0.577045	0.000000	6.301667	0.000000	0.577045	0.000000	0.000000	0.577045	0.000000	0.577045	0.000000	0.000000	0.000000	0.000000	0.577045	0.000000	0.000000	6.301667	6.301667	0.577045	0.577045	0.000000	6.301667	6.301667	0.000000	6.301667	6.301667	0.577045	6.301667	6.301667	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
263000	-82.845229	808	2	16	'0 0 0 Z 0 1 1 1 Z 0 1 Z Z 0 1 Z 0 0 0 Z Z 0 Z Z Z Z 0 Z Z 1 1 0 1 Z 1 1 Z 1 1 Z 1 1 	2.067769	2.067769	2.067769	0.000000	2.067769	34.844879	34.844879	34.844879	0.000000	2.067769	34.844879	0.000000	0.000000	2.067769	34.844879	0.000000	2.067769	2.067769	2.067769	0.000000	0.000000	2.067769	0.000000	0.000000	0.000000	0.000000	2.067769	0.000000	0.000000	34.844879	34.844879	2.067769	34.844879	0.000000	34.844879	34.844879	0.000000	34.844879	34.844879	0.000000	34.844879	34.844879	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
264000	-84.116583	196	2	12	'0 0 Z 0 Z 1 1 1 0 Z 1 Z Z 0 1 Z 0 Z 0 Z 0 0 Z 0 Z Z 0 Z 1 1 1 1 1 0 1 1 0 1 1 0 1 1 	1.885222	1.885222	0.000000	1.885222	0.000000	28.325779	28.325779	28.325779	1.885222	0.000000	28.325779	0.000000	0.000000	1.885222	28.325779	0.000000	1.885222	0.000000	1.885222	0.000000	1.885222	1.885222	0.000000	1.885222	0.000000	0.000000	1.885222	0.000000	28.325779	28.325779	28.325779	28.325779	28.325779	1.885222	28.325779	28.325779	1.885222	28.325779	28.325779	1.885222	28.325779	28.325779	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
265000	-85.213491	94	2	15	'Z 0 Z 0 Z 1 1 1 0 0 1 0 Z Z 1 Z 0 0 Z Z Z 0 Z Z Z Z 0 Z 1 1 1 1 1 0 1 0 0 Z 1 0 1 1 	0.000000	10.542394	0.000000	10.542394	0.000000	27.707893	27.707893	27.707893	10.542394	10.542394	27.707893	10.542394	0.000000	0.000000	27.707893	0.000000	10.542394	10.542394	0.000000	0.000000	0.000000	10.542394	0.000000	0.000000	0.000000	0.000000	10.542394	0.000000	27.707893	27.707893	27.707893	27.707893	27.707893	10.542394	27.707893	10.542394	10.542394	0.000000	27.707893	10.542394	27.707893	27.707893	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
266000	-90.256009	402	1	16	'Z 0 0 0 Z Z 0 0 Z 0 0 0 Z 0 0 Z Z 0 Z Z Z 0 Z Z 0 Z 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 0 0 0 	0.000000	2.194666	2.194666	2.194666	0.000000	0.000000	2.194666	2.194666	0.000000	2.194666	2.194666	2.194666	0.000000	2.194666	2.194666	0.000000	0.000000	2.194666	0.000000	0.000000	0.000000	2.194666	0.000000	0.000000	2.194666	0.000000	2.194666	0.000000	2.194666	2.194666	2.194666	0.000000	2.194666	2.194666	2.194666	2.194666	2.194666	0.000000	2.194666	2.194666	2.194666	2.194666	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
267000	-83.653299	88	2	16	'1 1 1 0 Z 1 0 0 Z 0 1 1 Z 0 0 Z Z 1 Z Z Z 1 Z Z 0 Z 0 Z 1 1 0 1 0 0 Z 0 Z Z 0 0 Z 1 	2.708771	2.708771	2.708771	14.834694	0.000000	2.708771	14.834694	14.834694	0.000000	14.834694	2.708771	2.708771	0.000000	14.834694	14.834694	0.000000	0.000000	2.708771	0.000000	0.000000	0.000000	2.708771	0.000000	0.000000	14.834694	0.000000	14.834694	0.000000	2.708771	2.708771	14.834694	2.708771	14.834694	14.834694	0.000000	14.834694	0.000000	0.000000	14.834694	14.834694	0.000000	2.708771	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
268000	-84.347733	314	2	13	'1 1 1 0 Z Z 0 0 1 1 1 1 Z 0 0 1 Z 1 Z Z Z 1 1 Z 0 Z 0 1 1 1 0 Z Z 0 1 Z 1 Z 0 1 1 1 	1.013901	1.013901	1.013901	10.890259	0.000000	0.000000	10.890259	10.890259	1.013901	1.013901	1.013901	1.013901	0.000000	10.890259	10.890259	1.013901	0.000000	1.013901	0.000000	0.000000	0.000000	1.013901	1.013901	0.000000	10.890259	0.000000	10.890259	1.013901	1.013901	1.013901	10.890259	0.000000	0.000000	10.890259	1.013901	0.000000	1.013901	0.000000	10.890259	1.013901	1.013901	1.013901	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
269000	-85.130798	246	2	13	'1 Z 1 0 Z 1 0 0 1 1 1 1 Z 0 0 1 Z Z Z Z Z 1 1 Z 0 1 0 1 1 1 0 Z 1 Z 1 1 Z 1 0 1 1 Z 	0.869752	0.000000	0.869752	11.632068	0.000000	0.869752	11.632068	11.632068	0.869752	0.869752	0.869752	0.869752	0.000000	11.632068	11.632068	0.869752	0.000000	0.000000	0.000000	0.000000	0.000000	0.869752	0.869752	0.000000	11.632068	0.869752	11.632068	0.869752	0.869752	0.869752	11.632068	0.000000	0.869752	0.000000	0.869752	0.869752	0.000000	0.869752	11.632068	0.869752	0.869752	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
270000	-88.483435	997	2	9	'1 1 1 0 Z 0 0 0 1 1 Z 1 0 0 0 1 Z 1 Z 1 1 1 1 Z 0 1 0 1 1 Z 0 Z 1 1 1 1 1 1 0 Z 1 Z 	0.595658	0.595658	0.595658	21.522017	0.000000	21.522017	21.522017	21.522017	0.595658	0.595658	0.000000	0.595658	21.522017	21.522017	21.522017	0.595658	0.000000	0.595658	0.000000	0.595658	0.595658	0.595658	0.595658	0.000000	21.522017	0.595658	21.522017	0.595658	0.595658	0.000000	21.522017	0.000000	0.595658	0.595658	0.595658	0.595658	0.595658	0.595658	21.522017	0.000000	0.595658	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
271000	-90.698112	319	2	11	'1 1 Z 0 Z 0 0 0 1 1 Z 1 0 0 0 1 Z Z Z 1 Z 1 1 1 0 1 0 Z 1 1 0 1 1 1 1 Z 1 1 0 Z 1 Z 	0.295767	0.295767	0.000000	7.453827	0.000000	7.453827	7.453827	7.453827	0.295767	0.295767	0.000000	0.295767	7.453827	7.453827	7.453827	0.295767	0.000000	0.000000	0.000000	0.295767	0.000000	0.295767	0.295767	0.295767	7.453827	0.295767	7.453827	0.000000	0.295767	0.295767	7.453827	0.295767	0.295767	0.295767	0.295767	0.000000	0.295767	0.295767	7.453827	0.000000	0.295767	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
272000	-87.539252	685	2	15	'1 1 1 0 Z 0 0 0 1 1 Z 1 0 0 0 1 Z 1 Z Z Z 1 1 Z 0 Z 0 1 Z Z 0 Z 1 Z 0 Z Z 1 0 1 1 Z 	2.687035	2.687035	2.687035	23.702383	0.000000	23.702383	23.702383	23.702383	2.687035	2.687035	0.000000	2.687035	23.702383	23.702383	23.702383	2.687035	0.000000	2.687035	0.000000	0.000000	0.000000	2.687035	2.687035	0.000000	23.702383	0.000000	23.702383	2.687035	0.000000	0.000000	23.702383	0.000000	2.687035	0.000000	23.702383	0.000000	0.000000	2.687035	23.702383	2.687035	2.687035	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
273000	-86.643896	156	2	14	'Z 1 1 0 Z 0 0 0 Z 1 1 1 0 0 0 Z 1 1 Z Z 1 1 1 Z 0 Z 0 1 Z Z 1 1 1 Z 0 Z Z Z 0 1 1 1 	0.000000	0.787574	0.787574	24.471656	0.000000	24.471656	24.471656	24.471656	0.000000	0.787574	0.787574	0.787574	24.471656	24.471656	24.471656	0.000000	0.787574	0.787574	0.000000	0.000000	0.787574	0.787574	0.787574	0.000000	24.471656	0.000000	24.471656	0.787574	0.000000	0.000000	0.787574	0.787574	0.787574	0.000000	24.471656	0.000000	0.000000	0.000000	24.471656	0.787574	0.787574	0.787574	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
274000	-87.565840	393	2	12	'1 0 1 0 Z 0 0 0 1 Z 1 1 0 0 0 0 1 1 Z 1 Z 1 1 1 0 Z 0 1 Z Z Z Z 1 1 0 1 Z 1 0 Z Z 1 	0.367081	8.095797	0.367081	8.095797	0.000000	8.095797	8.095797	8.095797	0.367081	0.000000	0.367081	0.367081	8.095797	8.095797	8.095797	8.095797	0.367081	0.367081	0.000000	0.367081	0.000000	0.367081	0.367081	0.367081	8.095797	0.000000	8.095797	0.367081	0.000000	0.000000	0.000000	0.000000	0.367081	0.367081	8.095797	0.367081	0.000000	0.367081	8.095797	0.000000	0.000000	0.367081	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
275000	-86.170614	933	2	11	'1 0 1 0 Z 0 0 0 1 1 Z Z 0 0 0 0 1 1 1 1 Z 1 Z 1 Z Z 0 1 Z 1 Z 1 1 1 0 1 Z 1 0 0 Z 1 	0.939504	15.754025	0.939504	15.754025	0.000000	15.754025	15.754025	15.754025	0.939504	0.939504	0.000000	0.000000	15.754025	15.754025	15.754025	15.754025	0.939504	0.939504	0.939504	0.939504	0.000000	0.939504	0.000000	0.939504	0.000000	0.000000	15.754025	0.939504	0.000000	0.939504	0.000000	0.939504	0.939504	0.939504	15.754025	0.939504	0.000000	0.939504	15.754025	15.754025	0.000000	0.939504	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
276000	-83.186770	745	2	11	'Z 0 1 0 Z 0 0 0 1 Z 0 Z 1 0 0 0 Z 1 1 1 1 1 Z 1 Z Z 0 1 Z 1 Z 1 1 1 0 1 0 1 0 0 1 Z 	0.000000	5.902269	0.260127	5.902269	0.000000	5.902269	5.902269	5.902269	0.260127	0.000000	5.902269	0.000000	0.260127	5.902269	5.902269	5.902269	0.000000	0.260127	0.260127	0.260127	0.260127	0.260127	0.000000	0.260127	0.000000	0.000000	5.902269	0.260127	0.000000	0.260127	0.000000	0.260127	0.260127	0.260127	5.902269	0.260127	5.902269	0.260127	5.902269	5.902269	0.260127	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
277000	-82.611051	107	2	15	'Z 1 Z 0 Z 0 Z 0 1 Z Z Z 1 Z 0 0 Z 1 1 1 1 1 1 1 0 Z 0 Z Z 1 Z Z 1 0 1 1 0 Z 0 0 1 1 	0.000000	0.157920	0.000000	2.993930	0.000000	2.993930	0.000000	2.993930	0.157920	0.000000	0.000000	0.000000	0.157920	0.000000	2.993930	2.993930	0.000000	0.157920	0.157920	0.157920	0.157920	0.157920	0.157920	0.157920	2.993930	0.000000	2.993930	0.000000	0.000000	0.157920	0.000000	0.000000	0.157920	2.993930	0.157920	0.157920	2.993930	0.000000	2.993930	2.993930	0.157920	0.157920	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
278000	-81.966354	793	2	19	'Z 1 Z 1 1 0 Z 0 Z Z Z Z 1 Z 0 0 1 Z 1 1 Z 1 1 Z Z Z 0 Z Z 1 Z Z Z 0 1 Z 0 1 0 0 0 1 	0.000000	2.298821	0.000000	2.298821	2.298821	37.966576	0.000000	37.966576	0.000000	0.000000	0.000000	0.000000	2.298821	0.000000	37.966576	37.966576	2.298821	0.000000	2.298821	2.298821	0.000000	2.298821	2.298821	0.000000	0.000000	0.000000	37.966576	0.000000	0.000000	2.298821	0.000000	0.000000	0.000000	37.966576	2.298821	0.000000	37.966576	2.298821	37.966576	37.966576	37.966576	2.298821	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
279000	-84.125809	924	2	13	'Z 1 1 Z 1 0 1 0 Z Z 0 Z 1 Z 0 0 1 1 1 1 1 Z 1 Z Z 1 0 Z 0 1 Z 0 Z 0 0 0 0 Z 1 0 0 1 	0.000000	0.409917	0.409917	0.000000	0.409917	6.718594	0.409917	6.718594	0.000000	0.000000	6.718594	0.000000	0.409917	0.000000	6.718594	6.718594	0.409917	0.409917	0.409917	0.409917	0.409917	0.000000	0.409917	0.000000	0.000000	0.409917	6.718594	0.000000	6.718594	0.409917	0.000000	6.718594	0.000000	6.718594	6.718594	6.718594	6.718594	0.000000	0.409917	6.718594	6.718594	0.409917	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
280000	-82.771406	776	2	16	'Z 1 1 Z 1 1 Z 0 Z 1 0 Z Z Z 0 0 1 Z Z 1 1 Z Z Z Z Z 0 1 0 1 1 0 0 Z 0 0 0 Z 1 0 1 1 	0.000000	1.613856	1.613856	0.000000	1.613856	1.613856	0.000000	12.241597	0.000000	1.613856	12.241597	0.000000	0.000000	0.000000	12.241597	12.241597	1.613856	0.000000	0.000000	1.613856	1.613856	0.000000	0.000000	0.000000	0.000000	0.000000	12.241597	1.613856	12.241597	1.613856	1.613856	12.241597	12.241597	0.000000	12.241597	12.241597	12.241597	0.000000	1.613856	12.241597	1.613856	1.613856	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
281000	-81.661547	258	2	15	'Z 1 1 1 Z Z 1 0 Z 0 0 1 Z Z 0 0 1 1 Z Z 1 1 Z Z 1 Z 0 1 0 Z Z 0 0 Z 1 0 0 Z 1 0 1 1 	0.000000	0.741778	0.741778	0.741778	0.000000	0.000000	0.741778	6.514348	0.000000	6.514348	6.514348	0.741778	0.000000	0.000000	6.514348	6.514348	0.741778	0.741778	0.000000	0.000000	0.741778	0.741778	0.000000	0.000000	0.741778	0.000000	6.514348	0.741778	6.514348	0.000000	0.000000	6.514348	6.514348	0.000000	0.741778	6.514348	6.514348	0.000000	0.741778	6.514348	0.741778	0.741778	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
282000	-85.261414	808	2	11	'Z 1 1 1 Z 0 1 0 Z 0 0 1 1 1 0 0 1 Z Z 1 Z 1 1 Z 1 1 0 1 0 Z 1 0 0 Z 1 0 0 Z Z 0 1 1 	0.000000	1.113066	1.113066	1.113066	0.000000	21.529809	1.113066	21.529809	0.000000	21.529809	21.529809	1.113066	1.113066	1.113066	21.529809	21.529809	1.113066	0.000000	0.000000	1.113066	0.000000	1.113066	1.113066	0.000000	1.113066	1.113066	21.529809	1.113066	21.529809	0.000000	1.113066	21.529809	21.529809	0.000000	1.113066	21.529809	21.529809	0.000000	0.000000	21.529809	1.113066	1.113066	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
283000	-84.586996	291	2	8	'1 1 1 1 1 0 1 0 Z 0 0 1 1 1 0 0 Z Z Z 1 1 1 1 Z 1 1 0 1 0 Z 1 0 0 0 1 0 0 Z Z 0 1 1 	1.869487	1.869487	1.869487	1.869487	1.869487	40.981339	1.869487	40.981339	0.000000	40.981339	40.981339	1.869487	1.869487	1.869487	40.981339	40.981339	0.000000	0.000000	0.000000	1.869487	1.869487	1.869487	1.869487	0.000000	1.869487	1.869487	40.981339	1.869487	40.981339	0.000000	1.869487	40.981339	40.981339	40.981339	1.869487	40.981339	40.981339	0.000000	0.000000	40.981339	1.869487	1.869487	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
284000	-83.097552	58	2	19	'Z Z 1 Z 1 0 1 0 1 Z 0 Z Z Z 0 0 1 Z Z 1 1 1 Z Z Z Z 0 1 0 Z 1 0 0 0 Z 0 0 Z Z 0 Z Z 	0.000000	0.000000	2.758696	0.000000	2.758696	21.046377	2.758696	21.046377	2.758696	0.000000	21.046377	0.000000	0.000000	0.000000	21.046377	21.046377	2.758696	0.000000	0.000000	2.758696	2.758696	2.758696	0.000000	0.000000	0.000000	0.000000	21.046377	2.758696	21.046377	0.000000	2.758696	21.046377	21.046377	21.046377	0.000000	21.046377	21.046377	0.000000	0.000000	21.046377	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
285000	-83.995269	433	2	19	'Z Z Z Z 1 0 1 0 1 0 0 Z Z 1 0 0 Z Z Z Z 1 1 Z Z Z 0 0 1 0 1 1 0 0 0 Z Z 0 Z Z 0 Z Z 	0.000000	0.000000	0.000000	0.000000	2.766360	10.050117	2.766360	10.050117	2.766360	10.050117	10.050117	0.000000	0.000000	2.766360	10.050117	10.050117	0.000000	0.000000	0.000000	0.000000	2.766360	2.766360	0.000000	0.000000	0.000000	10.050117	10.050117	2.766360	10.050117	2.766360	2.766360	10.050117	10.050117	10.050117	0.000000	0.000000	10.050117	0.000000	0.000000	10.050117	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
