Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2390388050
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              True
Scale Tree:                      627.526411
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
593250000	-12.654429	52	8.980596	1	4	'Z 0 0 0 0 0 0 0 Z 0 Z Z 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.047555	0.037430	0.914511	0.000504	
593300000	-13.197144	989	7.878922	1	7	'Z Z Z 0 0 0 Z 0 Z Z Z 0 	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.049767	0.888465	0.061768	
593350000	-13.811363	187	4.958955	1	5	'0 0 Z Z 0 0 0 0 Z 0 Z Z 	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.016393	0.042291	0.939947	0.001369	
593400000	-11.974445	203	4.860085	1	5	'Z 0 Z 0 0 Z 0 0 0 Z Z 0 	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000392	0.000483	0.997474	0.001651	
593450000	-12.242000	227	1.962690	1	4	'0 Z 0 0 0 Z 0 0 0 0 Z Z 	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.000314	0.999686	0.000000	
593500000	-12.664774	803	5.900444	1	7	'Z Z 0 0 0 0 Z 0 Z Z Z Z 	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.076253	0.923747	0.000000	
593550000	-14.111340	167	7.557608	1	6	'0 Z Z 0 0 0 0 0 Z Z Z Z 	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.001149	0.151453	0.847398	0.000000	
593600000	-12.732329	422	5.225764	1	6	'Z 0 Z Z 0 0 0 0 0 Z Z Z 	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.005651	0.008573	0.985776	0.000000	
593650000	-16.971414	304	43.901182	1	6	'0 0 Z 0 0 0 Z Z Z Z Z 0 	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.647173	0.352827	0.000000	0.000000	
593700000	-15.945849	585	40.087037	1	7	'0 Z 0 Z Z 0 Z Z Z 0 Z 0 	0.200000	0.000000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.202069	0.222136	0.000000	0.575794	
593750000	-15.121386	820	26.631035	1	4	'0 0 0 0 0 0 Z 0 Z Z 0 Z 	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.000000	0.125067	0.127715	0.736771	0.010447	
593800000	-12.927453	814	5.787723	1	4	'0 0 0 Z 0 0 0 0 Z Z 0 Z 	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000000	0.038641	0.011039	0.950280	0.000040	
593850000	-13.110630	534	5.801663	1	6	'0 0 Z 0 Z 0 Z 0 Z 0 Z Z 	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.122442	0.007217	0.840738	0.029603	
593900000	-15.840166	784	21.395011	1	6	'0 0 Z 0 0 Z Z 0 Z Z Z 0 	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	1.000000	
593950000	-12.794388	786	20.402297	2	4	'0 1 Z 1 1 1 0 0 Z 0 Z Z 	0.074071	0.175929	0.000000	0.175929	0.175929	0.175929	0.074071	0.074071	0.000000	0.074071	0.000000	0.000000	0.304289	0.192747	0.479865	0.023099	
594000000	-11.711189	97	1.548746	1	4	'Z 0 Z Z 0 0 0 0 0 0 0 Z 	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000359	0.000822	0.998775	0.000044	
594050000	-12.002678	152	17.572850	2	5	'1 1 0 0 1 Z 0 Z Z Z Z 0 	0.265532	0.265532	0.050851	0.050851	0.265532	0.000000	0.050851	0.000000	0.000000	0.000000	0.000000	0.050851	0.532612	0.250721	0.159042	0.057624	
594100000	-11.208251	277	1.778173	1	6	'Z Z Z 0 Z 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
594150000	-14.690567	770	30.915979	1	3	'0 0 0 0 0 0 Z 0 Z Z 0 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.000000	0.111111	0.111111	0.196398	0.196632	0.408649	0.198321	
594200000	-13.413475	886	48.466914	1	8	'0 Z 0 Z 0 Z Z Z Z 0 Z Z 	0.250000	0.000000	0.250000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.502611	0.000000	0.000000	0.497389	
594250000	-14.869114	643	54.355013	1	6	'0 0 0 0 0 Z Z Z Z Z 0 Z 	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.242110	0.140954	0.000000	0.616936	
594300000	-14.776386	75	7.373001	1	5	'0 Z 0 Z 0 Z 0 0 0 Z Z 0 	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000827	0.010877	0.928594	0.059702	
594350000	-13.571648	416	6.358502	1	7	'Z 0 0 0 Z Z 0 0 Z Z Z Z 	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.136481	0.001288	0.862231	0.000000	
594400000	-11.981173	572	3.059700	1	3	'0 0 Z 0 Z Z 0 0 0 0 0 0 	0.111111	0.111111	0.000000	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000210	0.000000	0.997540	0.002250	
594450000	-11.427410	67	2.236084	1	4	'Z 0 0 0 0 Z 0 0 0 Z Z 0 	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.001363	0.000316	0.993311	0.005010	
594500000	-14.562487	560	19.328575	1	5	'Z Z 0 0 0 0 Z 0 Z 0 0 Z 	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.000123	0.127024	0.866388	0.006466	
594550000	-12.628233	247	46.391151	1	6	'0 0 0 0 0 Z Z Z Z 0 Z Z 	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.344668	0.326325	0.000000	0.329007	
594600000	-15.085052	73	70.153691	2	7	'1 Z 0 1 0 Z Z Z Z 0 Z Z 	0.344483	0.000000	0.103678	0.344483	0.103678	0.000000	0.000000	0.000000	0.000000	0.103678	0.000000	0.000000	0.416506	0.344535	0.000000	0.238959	
594650000	-17.665518	445	86.697397	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.000000	0.111111	0.111111	0.249170	0.249171	0.252478	0.249181	
594700000	-14.056344	40	51.508037	2	4	'Z 1 1 0 1 1 Z Z 0 0 1 Z 	0.000000	0.186541	0.186541	0.022431	0.186541	0.186541	0.000000	0.000000	0.022431	0.022431	0.186541	0.000000	0.255692	0.256367	0.224898	0.263043	
594750000	-15.060994	512	23.661297	1	4	'Z Z 0 0 0 0 Z Z 0 0 0 0 	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.002097	0.073945	0.849322	0.074637	
594800000	-13.635348	271	9.192680	1	2	'0 0 0 Z 0 0 Z 0 0 0 0 0 	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.037842	0.032024	0.878614	0.051520	
594850000	-13.746111	966	5.059273	1	5	'0 0 Z 0 Z Z 0 Z 0 Z 0 0 	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.004302	0.000005	0.967372	0.028321	
594900000	-14.799991	731	14.826462	1	5	'Z 0 0 0 0 0 Z Z Z 0 0 Z 	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.000000	0.087724	0.612346	0.000000	0.299930	
594950000	-12.831029	598	6.761748	1	5	'0 Z Z 0 0 0 Z 0 0 Z Z 0 	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.000015	0.013224	0.969852	0.016909	
595000000	-12.160157	140	11.566328	1	7	'Z 0 Z 0 0 0 Z 0 Z Z Z Z 	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.030067	0.220283	0.749651	0.000000	
595050000	-11.355675	645	2.423824	1	6	'Z Z 0 Z Z 0 0 0 0 Z Z 0 	0.000000	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.000000	0.999635	0.000365	
595100000	-11.848295	88	3.114238	1	5	'0 Z Z Z 0 0 0 0 0 Z 0 Z 	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000001	0.003267	0.996702	0.000030	
595150000	-11.437249	791	2.698232	1	5	'Z Z Z 0 Z 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	1.000000	0.000000	
595200000	-15.026630	990	13.661497	1	7	'0 Z Z 0 0 Z Z Z Z Z 0 0 	0.200000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	1.000000	
595250000	-13.090856	762	3.040119	1	5	'0 Z Z 0 Z 0 0 Z 0 0 0 Z 	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	1.000000	0.000000	
595300000	-11.351484	490	2.562616	1	4	'0 0 Z 0 0 Z 0 0 0 0 Z Z 	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000261	0.000245	0.999484	0.000010	
595350000	-12.395378	141	5.605533	1	6	'Z Z Z 0 0 Z Z 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.005131	0.898162	0.096706	
595400000	-13.163616	501	31.210113	1	5	'0 0 0 0 0 0 Z Z Z 0 Z Z 	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.000000	0.381125	0.414961	0.000000	0.203914	
595450000	-13.166693	601	43.543828	1	8	'0 Z 0 Z 0 Z Z Z Z 0 Z Z 	0.250000	0.000000	0.250000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.619182	0.000000	0.000000	0.380818	
595500000	-12.370181	697	4.407632	1	5	'Z 0 Z 0 0 Z 0 0 0 Z Z 0 	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.003338	0.003130	0.953024	0.040507	
595550000	-12.217791	90	23.074992	1	7	'0 0 0 Z 0 Z Z Z Z 0 Z Z 	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.443361	0.000000	0.000000	0.556639	
595600000	-14.715831	319	13.049762	1	3	'0 0 0 0 0 0 0 Z 0 Z Z 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.000000	0.111111	0.083768	0.095689	0.766211	0.054331	
595650000	-13.946307	952	9.551289	1	6	'0 0 0 0 Z Z 0 Z Z Z 0 Z 	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.024554	0.000178	0.975267	0.000000	
595700000	-12.764175	328	2.876210	1	4	'0 Z 0 0 0 0 0 0 Z 0 Z Z 	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.000006	0.008571	0.991423	0.000000	
595750000	-14.612117	149	1.498708	1	3	'0 Z 0 0 0 0 Z 0 0 0 Z 0 	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.000010	0.001898	0.934775	0.063318	
595800000	-12.079353	571	4.523329	1	3	'Z 0 0 0 0 0 0 0 0 Z 0 Z 	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.009735	0.009752	0.980489	0.000025	
595850000	-12.489229	519	9.992301	1	7	'0 0 0 Z 0 Z 0 Z Z Z Z Z 	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.114471	0.075612	0.809917	0.000000	
595900000	-11.632276	446	1.175590	1	6	'Z Z Z Z Z 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.999988	0.000012	
595950000	-14.690567	431	5.539847	1	7	'0 Z Z 0 Z 0 0 0 Z Z Z Z 	0.200000	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
596000000	-13.877393	592	2.405752	1	4	'0 Z 0 Z 0 Z Z 0 0 0 0 0 	0.125000	0.000000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000042	0.000334	0.905453	0.094172	
596050000	-11.944342	640	2.309050	1	5	'Z Z 0 Z 0 Z 0 0 0 Z 0 0 	0.000000	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000003	0.000685	0.989729	0.009583	
596100000	-13.983422	879	19.788666	1	5	'0 0 0 0 0 Z Z 0 Z Z 0 Z 	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.400696	0.249326	0.298344	0.051634	
596150000	-13.290331	987	18.257447	1	5	'0 0 Z 0 0 0 0 Z Z Z Z 0 	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.108060	0.308492	0.102550	0.480898	
596200000	-11.965719	165	2.465375	1	3	'Z 0 0 0 0 0 0 0 0 Z Z 0 	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.000099	0.000535	0.999253	0.000114	
596250000	-14.181018	181	16.827792	1	7	'0 0 Z 0 Z 0 0 Z Z Z Z Z 	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.286223	0.031869	0.681908	0.000000	
596300000	-15.427835	330	46.253888	1	5	'0 Z 0 0 0 0 Z Z Z 0 0 Z 	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.000000	0.383351	0.233225	0.000000	0.383424	
596350000	-11.959861	75	10.587417	1	5	'0 0 0 0 0 0 Z 0 Z Z Z Z 	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.000000	0.218317	0.157191	0.624492	0.000000	
596400000	-13.985957	998	4.413256	1	3	'0 Z 0 0 Z 0 0 Z 0 0 0 0 	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000005	0.000005	0.977663	0.022327	
596450000	-12.843085	751	15.029828	1	4	'Z 0 0 0 0 0 Z 0 Z Z 0 0 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.307424	0.170464	0.288474	0.233637	
596500000	-15.920485	598	21.061184	1	4	'0 Z 0 Z 0 0 Z 0 Z 0 0 0 	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.035257	0.205137	0.439539	0.320067	
596550000	-14.038860	915	68.546623	1	6	'0 0 0 0 Z 0 Z Z Z 0 Z Z 	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.240703	0.381008	0.000000	0.378290	
596600000	-12.156216	876	10.539419	1	7	'Z Z 0 0 0 0 Z 0 Z Z Z Z 	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.121194	0.878806	0.000000	
596650000	-10.934886	99	1.373789	1	6	'0 Z 0 Z 0 Z 0 0 0 Z Z Z 	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000054	0.999946	0.000000	
596700000	-11.098919	783	2.299914	1	3	'0 0 0 0 Z 0 0 0 0 Z 0 Z 	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.002033	0.000001	0.997967	0.000000	
596750000	-14.365244	921	5.564285	1	3	'0 Z Z 0 0 0 0 0 Z 0 0 0 	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000013	0.044241	0.520321	0.435425	
596800000	-11.652684	886	4.842804	1	4	'0 0 0 0 Z Z 0 0 0 0 Z Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.004019	0.000002	0.995953	0.000025	
596850000	-11.856221	100	2.150754	1	4	'0 Z 0 0 Z 0 0 0 0 Z Z 0 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000000	0.000000	0.996036	0.003963	
596900000	-11.739862	150	3.475893	1	5	'Z 0 Z Z 0 0 0 0 0 Z Z 0 	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000679	0.001059	0.992462	0.005801	
596950000	-11.029870	64	1.768545	1	5	'0 0 Z 0 0 Z 0 0 0 Z Z Z 	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000391	0.000375	0.999234	0.000000	
597000000	-12.211413	708	5.337310	1	4	'0 Z 0 0 Z 0 0 0 0 Z 0 Z 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.000000	1.000000	0.000000	
597050000	-13.805818	91	5.701300	1	4	'0 0 Z Z 0 Z 0 0 0 0 Z 0 	0.125000	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.002890	0.002903	0.956076	0.038132	
597100000	-12.271634	591	8.281285	1	5	'Z 0 0 0 0 0 Z 0 Z Z 0 Z 	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.350797	0.173435	0.470939	0.004829	
597150000	-12.572271	922	3.596669	1	5	'Z Z Z 0 0 0 Z 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.002002	0.986305	0.011692	
597200000	-10.906634	371	15.986561	2	4	'0 0 Z 0 0 0 1 1 Z Z Z 1 	0.188205	0.188205	0.000000	0.188205	0.188205	0.188205	0.019658	0.019658	0.000000	0.000000	0.000000	0.019658	0.268065	0.577225	0.132508	0.022202	
597250000	-12.772177	12	5.326452	2	3	'Z 1 1 0 Z 0 1 1 0 Z 0 0 	0.000000	0.038652	0.038652	0.169078	0.000000	0.169078	0.038652	0.038652	0.169078	0.000000	0.169078	0.169078	0.000295	0.000027	0.984167	0.015511	
597300000	-12.281007	543	4.460381	1	6	'Z 0 Z 0 Z Z 0 0 0 Z Z 0 	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.003819	0.000003	0.960943	0.035235	
597350000	-16.608654	53	2.621837	1	5	'0 0 0 Z Z 0 0 Z Z Z 0 0 	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.141249	0.000034	0.588258	0.270458	
597400000	-11.852906	546	4.068234	1	2	'0 0 Z 0 0 0 0 0 0 Z 0 0 	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.000554	0.001304	0.990353	0.007789	
597450000	-11.229252	357	26.769173	2	6	'1 Z 1 Z 1 Z 0 0 Z 0 Z Z 	0.321928	0.000000	0.321928	0.000000	0.321928	0.000000	0.011405	0.011405	0.000000	0.011405	0.000000	0.000000	0.483280	0.316973	0.199489	0.000258	
597500000	-12.518274	498	12.043504	1	7	'0 0 0 Z 0 Z 0 Z Z Z Z Z 	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.327891	0.014923	0.657186	0.000000	
597550000	-14.988742	917	9.308574	1	4	'0 Z Z 0 Z 0 Z 0 0 0 0 0 	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000003	0.000786	0.924285	0.074926	
597600000	-12.854963	566	3.678766	1	7	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 	0.000000	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.119307	0.002933	0.877760	0.000000	
597650000	-11.455080	402	1.919257	1	7	'Z 0 Z Z Z 0 0 0 0 Z Z Z 	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000605	0.000000	0.999395	0.000000	
597700000	-13.992487	573	6.072884	1	3	'Z 0 0 Z 0 0 0 Z 0 0 0 0 	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.010810	0.009571	0.942318	0.037301	
597750000	-11.723058	877	3.275955	1	3	'0 Z 0 0 0 Z 0 0 0 0 Z 0 	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000006	0.000576	0.989257	0.010161	
597800000	-12.164704	951	1.574302	1	3	'0 0 Z Z 0 Z 0 0 0 0 0 0 	0.111111	0.111111	0.000000	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000072	0.000070	0.997047	0.002811	
597850000	-12.064457	694	5.304474	1	3	'0 0 Z 0 0 0 0 0 0 0 Z Z 	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.001794	0.003898	0.994243	0.000066	
597900000	-11.856258	5	3.740141	1	6	'Z Z 0 0 0 0 0 0 Z Z Z Z 	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.057866	0.942134	0.000000	
597950000	-13.663971	32	8.468150	1	6	'Z 0 Z 0 0 0 0 0 Z Z Z Z 	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.007292	0.034469	0.958239	0.000000	
598000000	-12.238600	746	4.854590	1	6	'0 0 Z 0 0 0 Z 0 Z Z Z Z 	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.069838	0.237260	0.692903	0.000000	
598050000	-11.081112	265	3.894089	1	2	'0 0 0 0 0 0 0 0 0 Z Z 0 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.000000	0.100000	0.006913	0.004394	0.965724	0.022969	
598100000	-13.313699	266	1.550114	1	7	'Z Z Z Z 0 0 0 0 Z Z Z 0 	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.016052	0.742994	0.240955	
598150000	-14.830892	422	27.863781	1	7	'0 0 0 0 Z Z Z Z Z 0 Z Z 	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.313402	0.191426	0.000000	0.495172	
598200000	-14.109722	841	16.859511	1	7	'0 0 Z 0 Z 0 Z Z Z 0 Z Z 	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.422164	0.243582	0.000000	0.334254	
