Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            241179813
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              True
Scale Tree:                      627.526411
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
17600000	-14.132591	142	45.594394	1	6	'Z 0 0 0 Z 0 Z Z Z 0 0 Z 	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.279304	0.360812	0.000000	0.359884	
17650000	-15.126569	94	16.351719	1	5	'0 0 Z 0 0 0 0 0 Z Z Z Z 	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.156310	0.142988	0.700701	0.000000	
17700000	-11.855916	201	3.124114	1	6	'Z 0 0 Z Z Z 0 0 0 Z Z 0 	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.001842	0.000000	0.994371	0.003787	
17750000	-12.777558	616	12.902156	1	3	'0 0 0 0 0 0 Z 0 Z Z 0 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.000000	0.111111	0.111111	0.240032	0.172903	0.303428	0.283638	
17800000	-12.836737	509	2.761187	1	5	'0 Z 0 0 0 Z Z 0 0 Z Z 0 	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.000034	0.001270	0.980611	0.018085	
17850000	-12.641800	614	4.956291	1	3	'Z Z 0 0 Z 0 0 0 0 0 0 0 	0.000000	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.999109	0.000890	
17900000	-13.891300	319	7.181211	1	3	'0 0 0 0 Z Z 0 0 0 0 0 Z 	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.014594	0.000024	0.985281	0.000102	
17950000	-15.213012	54	41.466422	1	7	'Z 0 Z 0 0 0 Z Z Z Z 0 Z 	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.164979	0.000000	0.835021	
18000000	-11.229050	26	1.807345	1	5	'0 0 0 Z Z 0 0 0 0 Z Z Z 	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.005518	0.000000	0.994482	0.000000	
18050000	-12.724170	620	3.304563	1	4	'0 Z 0 0 Z 0 Z 0 0 0 Z 0 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000007	0.000007	0.984687	0.015300	
18100000	-12.169398	875	15.916044	1	6	'0 Z 0 0 0 0 Z 0 Z Z Z Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.007227	0.172114	0.820659	0.000000	
18150000	-11.340411	241	1.448227	1	6	'Z 0 Z 0 0 Z 0 0 0 Z Z Z 	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000146	0.000139	0.999716	0.000000	
18200000	-12.719826	358	3.866711	1	5	'Z 0 0 Z Z Z 0 0 0 0 0 Z 	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.015171	0.000000	0.984661	0.000169	
18250000	-13.863148	667	21.313096	2	5	'0 1 0 Z 0 0 Z Z Z 0 0 Z 	0.126773	0.239361	0.126773	0.000000	0.126773	0.126773	0.000000	0.000000	0.000000	0.126773	0.126773	0.000000	0.368405	0.287698	0.000000	0.343897	
18300000	-12.831501	999	4.332866	1	6	'0 Z 0 0 Z Z Z 0 0 0 Z Z 	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
18350000	-11.549288	720	3.022194	1	3	'0 Z 0 Z 0 0 0 0 0 0 0 Z 	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000253	0.999747	0.000000	
18400000	-12.172765	99	4.184674	1	6	'Z 0 0 Z Z Z 0 0 0 Z Z 0 	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.002660	0.000000	0.993692	0.003647	
18450000	-11.637600	699	3.667553	1	5	'Z Z 0 0 Z Z 0 0 0 0 Z 0 	0.000000	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000008	0.000000	0.977553	0.022439	
18500000	-11.707433	65	3.250799	1	3	'0 0 0 0 0 Z 0 0 0 0 Z Z 	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.001342	0.000564	0.998092	0.000002	
18550000	-14.651420	960	2.621605	1	5	'0 0 0 Z 0 Z 0 0 Z Z 0 Z 	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000919	0.000784	0.998297	0.000000	
18600000	-12.819691	529	5.556003	1	5	'0 Z Z 0 0 Z Z 0 0 0 0 Z 	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000001	0.002091	0.997881	0.000027	
18650000	-16.885265	741	9.384839	1	6	'Z 0 0 Z Z Z 0 0 0 Z 0 Z 	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.013281	0.000000	0.986719	0.000000	
18700000	-13.977351	815	24.389046	1	6	'0 0 0 Z 0 Z 0 Z Z Z Z 0 	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.275045	0.071062	0.330873	0.323021	
18750000	-11.181391	682	1.413680	1	7	'Z Z 0 Z Z 0 0 0 0 Z Z Z 	0.000000	0.000000	0.200000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
18800000	-12.185994	116	3.995215	1	6	'Z Z Z Z 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.002680	0.997316	0.000005	
18850000	-13.228936	831	6.106256	1	4	'0 0 Z 0 0 0 Z 0 Z Z 0 0 	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.030288	0.132806	0.497578	0.339327	
18900000	-12.648088	949	5.330200	1	3	'Z 0 0 Z 0 Z 0 0 0 0 0 0 	0.000000	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000728	0.000784	0.997524	0.000963	
18950000	-13.875291	997	5.165435	1	4	'Z Z 0 0 0 0 Z 0 Z 0 0 0 	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.001311	0.095566	0.267483	0.635640	
19000000	-14.732927	441	8.154190	1	6	'0 Z 0 0 0 Z 0 Z Z 0 Z Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.000000	0.000609	0.021108	0.978277	0.000006	
19050000	-14.780860	896	1.779643	1	5	'0 0 Z Z Z Z Z 0 0 0 0 0 	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000457	0.000000	0.969487	0.030056	
19100000	-13.967166	977	4.717409	1	6	'0 Z Z Z 0 0 0 0 Z Z 0 Z 	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.000401	0.078065	0.920287	0.001248	
19150000	-11.996925	793	0.777983	1	4	'Z 0 0 0 0 0 0 0 0 Z Z Z 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.000176	0.000044	0.999780	0.000000	
19200000	-13.480875	966	3.808446	1	5	'0 0 0 0 0 Z 0 Z 0 Z Z Z 	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.006706	0.004050	0.989243	0.000000	
19250000	-13.544041	567	8.246536	1	2	'0 0 0 0 0 0 Z 0 Z 0 0 0 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.000000	0.100000	0.100000	0.100000	0.207118	0.094239	0.364690	0.333953	
19300000	-11.880761	615	3.191874	1	4	'0 Z Z 0 Z 0 0 0 0 Z 0 0 	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000001	0.995717	0.004281	
19350000	-11.447363	490	4.107309	1	3	'0 0 0 0 0 Z 0 0 0 Z Z 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.004019	0.000632	0.971903	0.023446	
19400000	-14.375064	79	5.676614	1	4	'0 0 0 Z 0 Z 0 0 Z 0 Z 0 	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.007752	0.000530	0.971642	0.020075	
19450000	-12.894110	438	9.913796	1	5	'0 0 Z 0 0 0 Z 0 Z Z Z 0 	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.142857	0.029625	0.109509	0.776202	0.084664	
19500000	-12.108276	951	1.610667	1	3	'0 Z Z 0 Z 0 0 0 0 0 0 0 	0.111111	0.000000	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.997304	0.002696	
19550000	-12.910164	331	6.931138	2	7	'0 1 0 Z Z Z 0 Z Z Z 0 Z 	0.046075	0.815702	0.046075	0.000000	0.000000	0.000000	0.046075	0.000000	0.000000	0.000000	0.046075	0.000000	0.967733	0.000000	0.032267	0.000000	
19600000	-13.298957	561	6.514123	1	5	'Z 0 0 0 0 0 Z 0 Z Z 0 Z 	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.039805	0.036224	0.923514	0.000457	
19650000	-12.097992	880	7.820662	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.142857	0.371382	0.177868	0.266224	0.184526	
19700000	-11.127359	773	11.302978	1	6	'Z 0 0 0 0 0 Z 0 Z Z Z Z 	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.324466	0.181211	0.494323	0.000000	
19750000	-11.661370	199	1.514139	1	6	'Z 0 Z Z Z Z 0 0 0 0 0 Z 	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000218	0.000000	0.999777	0.000005	
19800000	-12.229880	561	16.386163	1	6	'0 Z 0 0 0 0 Z 0 Z Z Z Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.008005	0.103084	0.888912	0.000000	
19850000	-13.207471	958	13.035628	1	4	'Z 0 0 0 0 0 Z 0 Z Z 0 0 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.292526	0.155857	0.285251	0.266366	
19900000	-11.478353	323	2.438368	1	4	'Z 0 Z Z 0 0 0 0 0 Z 0 0 	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000462	0.001782	0.976639	0.021116	
19950000	-13.308318	502	0.979049	1	2	'0 0 Z 0 0 0 0 0 0 Z 0 0 	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.000001	0.000001	0.999973	0.000026	
20000000	-11.978099	46	1.772455	1	4	'Z 0 0 Z 0 0 0 0 0 Z Z 0 	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000420	0.000192	0.997153	0.002234	
20050000	-13.369702	161	28.398876	2	4	'Z 0 0 0 0 Z 1 1 Z 0 Z 1 	0.000000	0.179605	0.179605	0.179605	0.179605	0.000000	0.033991	0.033991	0.000000	0.179605	0.000000	0.033991	0.243534	0.298877	0.326668	0.130920	
20100000	-16.025350	849	22.084305	1	4	'Z 0 0 Z 0 0 Z 0 Z 0 0 0 	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.309325	0.187964	0.203721	0.298991	
20150000	-15.983760	288	3.454927	1	5	'0 0 Z Z 0 Z 0 0 Z Z 0 0 	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	1.000000	
20200000	-12.010046	106	4.489498	1	6	'0 Z Z Z 0 Z 0 0 0 Z 0 Z 	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.001036	0.998953	0.000010	
20250000	-12.385823	65	1.010700	1	6	'Z 0 Z Z Z Z 0 0 0 0 0 Z 	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000107	0.000000	0.999892	0.000000	
20300000	-13.002076	715	8.227532	1	6	'0 0 Z Z 0 Z 0 Z 0 Z 0 Z 	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.007924	0.004396	0.987113	0.000567	
20350000	-13.958040	421	7.070233	1	4	'Z 0 Z 0 0 Z 0 0 0 0 0 Z 	0.000000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.005854	0.004074	0.987744	0.002327	
20400000	-14.043813	324	23.080691	2	4	'Z 0 0 1 0 Z 1 Z 1 Z 1 0 	0.000000	0.225131	0.225131	0.024869	0.225131	0.000000	0.024869	0.000000	0.024869	0.000000	0.024869	0.225131	0.115802	0.598200	0.061942	0.224057	
20450000	-12.454206	91	1.526342	1	1	'0 0 0 0 0 Z 0 0 0 0 0 0 	0.090909	0.090909	0.090909	0.090909	0.090909	0.000000	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.000348	0.000077	0.996828	0.002747	
20500000	-15.287229	713	13.202449	1	6	'Z Z 0 Z Z 0 Z Z 0 0 0 0 	0.000000	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000175	0.000153	0.976972	0.022700	
20550000	-11.897783	200	1.039034	1	6	'Z Z 0 Z Z Z 0 0 0 0 0 Z 	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
20600000	-12.047849	261	18.572384	2	2	'0 0 1 0 Z 1 1 1 1 Z 1 1 	0.266803	0.266803	0.028513	0.266803	0.000000	0.028513	0.028513	0.028513	0.028513	0.000000	0.028513	0.028513	0.138963	0.012889	0.843676	0.004471	
20650000	-14.036057	229	6.808602	1	4	'0 Z 0 0 0 0 Z 0 0 Z 0 Z 	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000340	0.038709	0.960349	0.000602	
20700000	-11.162343	272	2.726351	1	6	'Z Z 0 Z Z 0 0 0 0 0 Z Z 	0.000000	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
20750000	-10.512151	284	26.642409	2	6	'1 1 Z 1 1 0 Z 0 Z Z Z Z 	0.203070	0.203070	0.000000	0.203070	0.203070	0.093860	0.000000	0.093860	0.000000	0.000000	0.000000	0.000000	0.335987	0.300603	0.363411	0.000000	
20800000	-14.186668	303	7.146679	1	3	'0 0 Z 0 0 0 0 0 Z 0 0 Z 	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.011340	0.059842	0.925356	0.003462	
20850000	-10.906155	203	2.435104	1	3	'0 Z 0 0 0 0 0 0 0 0 Z Z 	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000000	0.000034	0.999966	0.000000	
20900000	-13.596233	356	7.534227	1	5	'0 0 0 0 Z 0 0 Z Z 0 Z Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000000	0.037719	0.000189	0.961722	0.000370	
20950000	-11.581292	937	2.559503	1	4	'Z 0 Z Z 0 0 0 0 0 0 0 Z 	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000572	0.001782	0.997574	0.000071	
21000000	-14.487141	688	4.448651	1	6	'0 Z 0 Z Z Z 0 0 Z 0 0 Z 	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
21050000	-14.055250	316	9.404776	1	7	'Z 0 Z 0 0 Z Z 0 0 Z Z Z 	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.056907	0.047989	0.895104	0.000000	
21100000	-13.248266	115	1.003223	1	3	'Z Z 0 Z 0 0 0 0 0 0 0 0 	0.000000	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000446	0.999117	0.000437	
21150000	-13.750046	110	6.109842	1	3	'0 0 Z 0 Z 0 0 Z 0 0 0 0 	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.002002	0.000006	0.995198	0.002794	
21200000	-11.157001	265	1.868806	1	4	'Z Z 0 0 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.001133	0.998865	0.000002	
21250000	-13.474467	646	7.880537	1	4	'0 0 0 0 Z 0 Z 0 Z Z 0 0 	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.317105	0.007197	0.342573	0.333125	
21300000	-14.330214	110	9.065061	1	3	'Z Z 0 0 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000018	0.006659	0.983112	0.010211	
21350000	-11.760293	465	1.799612	1	3	'Z 0 Z 0 0 Z 0 0 0 0 0 0 	0.000000	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000148	0.000143	0.995539	0.004170	
21400000	-14.006938	711	5.270487	1	6	'Z Z 0 0 Z 0 0 0 0 Z Z Z 	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
21450000	-12.787508	905	5.418395	1	6	'0 Z 0 0 Z Z Z 0 0 0 Z Z 	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
21500000	-12.232278	274	7.869467	1	7	'0 Z 0 0 0 Z 0 Z Z Z Z Z 	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003152	0.062833	0.934015	0.000000	
21550000	-13.293406	972	3.251419	1	3	'Z 0 0 0 0 0 Z 0 0 0 Z 0 	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.028318	0.005844	0.903095	0.062743	
21600000	-17.873859	692	19.574571	1	7	'Z 0 0 Z 0 0 0 Z Z Z Z Z 	0.000000	0.200000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	
21650000	-13.724128	131	5.803732	1	5	'Z 0 0 Z Z Z 0 0 0 0 0 Z 	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.012230	0.000000	0.987714	0.000056	
21700000	-13.223915	971	24.942296	1	6	'0 0 Z 0 0 0 Z Z Z Z Z 0 	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.540316	0.459684	0.000000	0.000000	
21750000	-12.155665	44	23.392552	1	6	'0 0 0 0 0 Z Z Z Z 0 Z Z 	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.434683	0.246595	0.000000	0.318722	
21800000	-11.759002	594	1.330114	1	5	'Z 0 0 0 Z Z 0 0 0 Z Z 0 	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000333	0.000000	0.997607	0.002060	
21850000	-13.008708	959	6.394933	1	4	'0 Z 0 0 0 0 0 0 Z 0 Z Z 	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.000061	0.026006	0.973933	0.000000	
21900000	-12.314074	612	15.063752	1	6	'0 0 0 0 0 Z 0 Z Z Z Z Z 	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.210061	0.123267	0.666672	0.000000	
21950000	-10.987855	523	16.187826	2	6	'1 0 Z 0 Z 0 Z 1 Z 1 Z Z 	0.052699	0.280634	0.000000	0.280634	0.000000	0.280634	0.000000	0.052699	0.000000	0.052699	0.000000	0.000000	0.355515	0.137241	0.491910	0.015334	
22000000	-14.907326	177	25.169046	1	5	'0 0 0 Z 0 0 Z 0 Z 0 Z Z 	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.000000	0.280415	0.265491	0.363766	0.090328	
22050000	-13.905295	792	29.240968	1	6	'0 0 Z 0 0 0 Z 0 Z Z Z Z 	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.291165	0.117186	0.591649	0.000000	
22100000	-12.039051	334	2.223775	1	3	'0 0 0 0 Z Z 0 0 0 0 0 Z 	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.002774	0.000000	0.997212	0.000014	
22150000	-13.728996	613	29.177408	1	6	'0 0 Z 0 0 0 0 Z Z Z Z Z 	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.355961	0.220517	0.423522	0.000000	
22200000	-12.321689	714	23.822725	2	7	'Z 0 0 Z 0 Z 1 Z Z 1 Z Z 	0.000000	0.260645	0.260645	0.000000	0.260645	0.000000	0.109033	0.000000	0.000000	0.109033	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	
22250000	-11.942620	497	14.389929	1	6	'Z 0 0 0 0 0 Z 0 Z Z Z Z 	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.119446	0.122096	0.758458	0.000000	
22300000	-11.834844	310	3.281257	1	3	'0 0 0 Z 0 0 0 0 0 0 Z Z 	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.004530	0.001232	0.994220	0.000018	
22350000	-16.970008	948	12.238929	1	5	'0 0 0 0 Z Z Z 0 Z 0 0 Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.064578	0.000217	0.934955	0.000250	
22400000	-11.266681	628	1.696013	1	4	'0 0 0 Z 0 Z 0 0 0 0 Z Z 	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000655	0.000008	0.999336	0.000001	
22450000	-14.416049	287	6.955067	1	6	'Z Z Z 0 Z 0 Z Z 0 0 0 0 	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000318	0.913423	0.086259	
22500000	-14.147875	77	2.874334	1	5	'0 0 0 Z 0 Z 0 0 Z Z 0 Z 	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.025877	0.000277	0.973825	0.000020	
22550000	-11.682965	474	1.427273	1	4	'Z 0 Z 0 0 0 0 0 0 Z Z 0 	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000102	0.000281	0.995785	0.003832	
