Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/austronesian-eskimo-neo.localresidence.bttrees
Data File Name:                  ./data/austronesian-eskimo-neo.localresidence.btdata
Log File Name:                   ./output/austronesian-eskimo-neo.localresidence-indep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            214357490
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      65000000
Burn in:                         55000000
MCMC ML Start:                   False
Schedule File:                   ./output/austronesian-eskimo-neo.localresidence-indep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.809524,0.023810,0.119048,0.047619)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.084799
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       84
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
55001000	-48.608584	530	0.081294	2.479341	0.356856	4.275905	0.012658	0.000229	0.792188	0.194925	
55002000	-48.428074	996	0.134942	2.920490	0.578074	5.841529	0.006940	0.000141	0.777982	0.214937	
55003000	-48.734135	953	0.121326	2.813005	0.922102	12.238926	0.005101	0.000160	0.697642	0.297098	
55004000	-51.971286	603	0.545865	4.332791	0.268877	0.734123	0.403547	0.000187	0.592535	0.003731	
55005000	-50.763639	982	0.476629	2.641078	0.422185	2.456567	0.212922	0.000409	0.766650	0.020019	
55006000	-51.770146	625	0.550728	4.721862	0.383017	0.042961	0.199894	0.000000	0.800106	0.000000	
55007000	-48.217521	792	0.069543	2.932745	0.549209	5.166954	0.000636	0.000011	0.806612	0.192740	
55008000	-49.069171	356	0.034876	2.575606	1.208349	11.077503	0.000064	0.000002	0.716639	0.283295	
55009000	-49.554805	257	0.253442	2.501366	0.519420	3.571441	0.119777	0.000749	0.810516	0.068957	
55010000	-49.070539	642	0.093917	2.658714	0.425881	9.723859	0.000695	0.000046	0.523545	0.475714	
55011000	-48.402287	953	0.042827	2.197479	0.776833	5.531357	0.000716	0.000011	0.829719	0.169555	
55012000	-49.492962	452	0.127730	2.329529	0.075577	5.521478	0.000165	0.000278	0.041709	0.957849	
