Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/austronesian-iroquois-polygyny.bttrees
Data File Name:                  ./data/austronesian-iroquois-polygyny.btdata
Log File Name:                   ./output/austronesian-iroquois-polygyny-indep3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            138959256
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/austronesian-iroquois-polygyny-indep3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.262500,0.587500,0.025000,0.125000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.085741
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       80
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-74.022350	365	18.447741	65.299630	0.283564	1.123869	0.121043	0.715249	0.011528	0.152181	
12000	-75.107817	962	1.932038	11.945253	9.648050	3.255728	0.266522	0.579339	0.026321	0.127817	
13000	-74.049766	802	2.625832	12.390726	3.493787	2.331367	0.215044	0.630298	0.020490	0.134169	
14000	-72.130839	896	1.094476	6.573718	1.917762	1.334335	0.335875	0.474835	0.045521	0.143769	
15000	-75.147644	689	1.500230	2.017302	6.623362	1.800979	0.388011	0.604350	0.001705	0.005933	
16000	-73.419955	565	2.218235	6.531776	0.765063	1.323657	0.169788	0.709973	0.011627	0.108612	
17000	-74.983235	769	2.830422	22.860926	5.062605	1.934258	0.293152	0.559790	0.027926	0.119132	
18000	-72.448736	840	1.472133	4.815552	1.049719	1.047812	0.396725	0.524012	0.020062	0.059200	
19000	-74.257453	267	1.776529	4.657709	1.955908	1.927834	0.199743	0.745499	0.005864	0.048894	
20000	-75.837397	721	0.502469	8.042503	0.426975	1.697914	0.031203	0.418386	0.017781	0.532630	
21000	-72.511979	464	1.113350	3.537158	1.749407	1.329139	0.339306	0.618050	0.008412	0.034232	
22000	-73.523348	548	1.036217	0.702745	1.874645	0.899626	0.704524	0.295382	0.000049	0.000046	
23000	-74.920011	138	5.348309	19.156378	3.544027	1.043389	0.533090	0.343163	0.050755	0.072992	
24000	-73.175324	835	3.041602	13.865886	2.874492	1.591323	0.299718	0.554004	0.028517	0.117761	
25000	-73.544519	274	3.295348	17.017048	1.312793	0.919181	0.503210	0.370037	0.047961	0.078792	
26000	-73.244387	381	0.606717	0.051109	1.732991	1.159663	0.455631	0.544367	0.000001	0.000002	
27000	-74.673376	247	1.368887	0.733049	3.837174	1.951559	0.310624	0.688662	0.000120	0.000594	
28000	-74.992474	755	2.151579	14.752372	6.858477	2.112106	0.302748	0.549668	0.029189	0.118395	
29000	-72.904009	257	1.070336	8.149698	2.016700	1.133373	0.385628	0.412421	0.059586	0.142366	
30000	-72.971573	285	2.739578	12.668818	3.325506	1.426620	0.364866	0.495062	0.034747	0.105325	
31000	-74.115053	803	2.622688	7.702196	0.089441	1.560642	0.011867	0.839518	0.000934	0.147681	
32000	-72.151790	604	1.516026	6.255711	4.734167	1.795719	0.321815	0.555160	0.025345	0.097679	
33000	-73.620808	249	1.778429	12.427784	2.669945	1.987571	0.217732	0.619432	0.022137	0.140699	
34000	-72.743007	125	1.035012	2.383065	2.989754	1.054369	0.642244	0.351396	0.002862	0.003498	
35000	-73.241813	419	4.067874	16.016058	1.366946	1.348744	0.290376	0.562421	0.027633	0.119570	
36000	-73.176579	592	1.926043	11.138773	3.341563	1.344542	0.431712	0.420638	0.046478	0.101171	
37000	-72.756280	125	1.586790	10.490695	1.064209	0.946270	0.385048	0.459873	0.042277	0.112801	
38000	-74.916125	698	1.453381	5.700790	9.512906	2.916954	0.288458	0.602898	0.019163	0.089480	
39000	-71.609440	762	1.998179	9.327022	1.588298	1.015767	0.371480	0.488553	0.035542	0.104425	
40000	-72.021625	14	1.268181	7.088051	1.400579	1.121936	0.334863	0.500366	0.037982	0.126790	
41000	-73.620623	97	0.948523	1.412846	4.922569	2.142605	0.321485	0.676542	0.000346	0.001626	
42000	-73.385492	873	2.137899	12.168211	4.260443	1.795922	0.303268	0.547237	0.029713	0.119782	
43000	-74.310653	275	1.857961	14.843228	3.159771	0.981820	0.557504	0.318906	0.054255	0.069335	
44000	-73.559833	487	0.610234	1.173642	2.129913	1.415498	0.330425	0.667324	0.000408	0.001843	
45000	-76.108849	201	1.584180	2.869482	7.299138	3.588189	0.283987	0.710206	0.000882	0.004926	
46000	-71.345148	762	1.414360	4.499824	1.444707	1.235674	0.299489	0.617811	0.014745	0.067955	
47000	-74.359444	32	6.084657	28.170120	4.176114	1.756419	0.295959	0.557283	0.028187	0.118571	
48000	-75.142370	731	1.612235	8.787983	8.436986	1.914497	0.337729	0.505789	0.036008	0.120474	
49000	-72.882007	294	1.803160	5.529752	0.621896	0.967710	0.240498	0.671137	0.012215	0.076151	
50000	-72.493331	752	2.006231	7.992689	2.306342	1.296947	0.343736	0.519791	0.031170	0.105302	
51000	-72.675760	828	1.155518	5.078460	4.252320	2.158716	0.263353	0.627924	0.017185	0.091538	
52000	-72.689858	634	1.099191	6.486361	0.718859	1.056034	0.274024	0.534219	0.035807	0.155950	
53000	-74.286864	948	2.347024	9.585825	5.486823	1.262387	0.497566	0.378114	0.046084	0.078237	
54000	-80.273395	543	1.066034	18.249686	1.698134	2.318332	0.128278	0.703773	0.012669	0.155280	
55000	-78.221456	784	4.917761	22.224567	9.538565	1.658394	0.316569	0.538672	0.030149	0.114610	
56000	-75.487883	969	4.416605	15.123150	3.230491	2.790666	0.194250	0.651269	0.018195	0.136285	
57000	-72.872039	966	2.467618	13.645664	1.789544	0.976442	0.434538	0.431084	0.041780	0.092597	
58000	-73.021158	883	1.634627	8.279816	3.422244	1.267570	0.442097	0.418225	0.044863	0.094815	
59000	-73.424905	669	1.238214	3.490203	1.946203	2.022465	0.200416	0.759744	0.004207	0.035633	
60000	-72.706209	63	2.319019	12.952663	1.008930	0.904717	0.452359	0.415012	0.043491	0.089139	
61000	-73.878360	962	3.184673	12.209143	4.794437	2.052273	0.266098	0.585328	0.025122	0.123452	
62000	-73.943166	57	4.361112	27.640507	3.503478	1.900179	0.264500	0.585693	0.025191	0.124617	
63000	-73.997824	974	0.690645	2.558894	4.250138	2.323336	0.278742	0.701982	0.002909	0.016367	
64000	-73.513016	769	2.765025	10.746413	2.358589	1.287301	0.361046	0.500333	0.033844	0.104777	
65000	-73.799387	253	2.202787	7.588623	2.821801	0.985659	0.567325	0.328248	0.045549	0.058877	
66000	-73.205433	847	0.600629	3.270575	2.599414	1.460112	0.352339	0.591660	0.011786	0.044215	
67000	-76.725427	849	2.077919	3.327284	5.519677	1.680375	0.401700	0.566466	0.007670	0.024163	
68000	-71.443583	191	2.439809	12.768264	0.453364	1.212141	0.109105	0.725172	0.010457	0.155266	
69000	-74.945170	764	0.531883	0.565275	5.298431	1.254448	0.566189	0.433745	0.000024	0.000042	
70000	-74.809102	432	1.785933	2.979547	1.365139	1.545897	0.232863	0.718368	0.006180	0.042589	
71000	-73.515948	865	0.566752	5.717701	3.374774	2.100038	0.173877	0.459901	0.053007	0.313216	
72000	-73.114536	712	1.264231	3.712499	2.494900	1.413105	0.362343	0.580873	0.012394	0.044390	
73000	-75.532220	370	2.511006	18.419513	7.943191	2.497179	0.281576	0.570087	0.026858	0.121480	
74000	-74.196365	939	0.892138	4.033924	7.985129	2.494214	0.314633	0.618768	0.012348	0.054251	
75000	-73.269900	463	0.364274	4.399325	1.399158	1.404831	0.232047	0.476218	0.052237	0.239498	
76000	-74.286911	340	3.284617	11.165027	2.917918	0.984169	0.578434	0.304587	0.053749	0.063230	
77000	-72.383414	916	1.274094	6.036492	1.696261	1.243018	0.339558	0.530745	0.028873	0.100823	
78000	-73.850373	834	1.525011	2.665226	5.127444	1.811972	0.378762	0.609049	0.002654	0.009535	
