Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-hawaiian-bi.linealdescent.bttrees
Data File Name:                  ./data/bantu-hawaiian-bi.linealdescent.btdata
Log File Name:                   ./output/bantu-hawaiian-bi.linealdescent-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2570419461
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-hawaiian-bi.linealdescent-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.753623,0.115942,0.101449,0.028986)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-57.192268	328	1	1	'0 0 0 0 0 0 Z 0 	D	0.623811	0.623811	0.623811	0.623811	0.623811	0.623811	0.000000	0.623811	0.887467	0.046436	0.061503	0.004594	
12000	-58.304961	343	1	3	'0 0 0 Z 0 0 Z Z 	D	0.737636	0.737636	0.737636	0.000000	0.737636	0.737636	0.000000	0.000000	0.891916	0.003997	0.104088	0.000000	
13000	-58.196209	751	1	1	'0 0 0 0 0 0 Z 0 	D	1.158394	1.158394	1.158394	1.158394	1.158394	1.158394	0.000000	1.158394	0.877547	0.061462	0.056226	0.004765	
14000	-54.556601	883	2	3	'0 0 1 0 1 Z Z Z 	D	2.368515	2.368515	12.810763	2.368515	12.810763	0.000000	0.000000	0.000000	0.742730	0.165779	0.091492	0.000000	
15000	-56.122629	408	1	1	'0 0 0 Z 0 0 0 0 	D	0.758756	0.758756	0.758756	0.000000	0.758756	0.758756	0.758756	0.758756	0.890612	0.004827	0.095380	0.009181	
16000	-57.064013	575	1	1	'0 0 0 0 0 0 0 Z 	D	1.023332	1.023332	1.023332	1.023332	1.023332	1.023332	1.023332	0.000000	0.904144	0.042868	0.051048	0.001939	
17000	-59.375430	930	1	4	'0 0 0 Z Z 0 Z Z 	D	0.642342	0.642342	0.642342	0.000000	0.000000	0.642342	0.000000	0.000000	0.996870	0.003130	0.000000	0.000000	
18000	-58.632872	188	1	2	'0 0 0 Z 0 0 Z 0 	D	0.507498	0.507498	0.507498	0.000000	0.507498	0.507498	0.000000	0.507498	0.898282	0.001821	0.094055	0.005843	
19000	-55.153220	160	1	2	'0 0 0 0 0 0 Z Z 	D	0.887492	0.887492	0.887492	0.887492	0.887492	0.887492	0.000000	0.000000	0.888875	0.056758	0.054367	0.000000	
20000	-57.204872	124	1	2	'0 0 0 0 0 0 Z Z 	D	0.898608	0.898608	0.898608	0.898608	0.898608	0.898608	0.000000	0.000000	0.878997	0.058075	0.062928	0.000000	
