Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-eskimo-inheritancetobothsex.restricted.bttrees
Data File Name:                  ./data/austronesian-eskimo-inheritancetobothsex.restricted.btdata
Log File Name:                   ./output/austronesian-eskimo-inheritancetobothsex.restricted-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2165929627
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-eskimo-inheritancetobothsex.restricted-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.640000,0.160000,0.060000,0.140000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000074
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       50
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-50.268009	140	1	1	'0 Z 0 0 0 0 0 0 	D	3.507877	0.000000	3.507877	3.507877	3.507877	3.507877	3.507877	3.507877	0.766155	0.118775	0.055365	0.059705	
12000	-47.186481	548	2	3	'1 Z 0 0 Z Z 0 1 	D	2.780835	0.000000	6.721356	6.721356	0.000000	0.000000	6.721356	2.780835	0.749411	0.187629	0.000000	0.062960	
13000	-51.021470	420	1	2	'0 Z 0 0 0 0 Z 0 	D	4.062518	0.000000	4.062518	4.062518	4.062518	4.062518	0.000000	4.062518	0.887060	0.076963	0.028159	0.007819	
14000	-50.394209	170	1	3	'0 Z 0 0 Z Z 0 0 	D	2.806848	0.000000	2.806848	2.806848	0.000000	0.000000	2.806848	2.806848	0.878092	0.112873	0.000000	0.009035	
15000	-48.234829	474	2	1	'1 Z 0 0 1 0 0 0 	D	3.522175	0.000000	11.913521	11.913521	3.522175	11.913521	11.913521	11.913521	0.643330	0.161265	0.057850	0.137555	
16000	-50.764443	215	1	3	'0 Z 0 0 Z Z 0 0 	D	1.930440	0.000000	1.930440	1.930440	0.000000	0.000000	1.930440	1.930440	0.858908	0.135890	0.000000	0.005202	
17000	-50.479353	639	1	3	'0 Z 0 0 Z Z 0 0 	D	4.294528	0.000000	4.294528	4.294528	0.000000	0.000000	4.294528	4.294528	0.907087	0.086067	0.000000	0.006846	
18000	-50.987490	604	1	1	'0 Z 0 0 0 0 0 0 	D	4.775718	0.000000	4.775718	4.775718	4.775718	4.775718	4.775718	4.775718	0.760836	0.120692	0.050765	0.067707	
19000	-50.215103	542	1	1	'0 Z 0 0 0 0 0 0 	D	3.573105	0.000000	3.573105	3.573105	3.573105	3.573105	3.573105	3.573105	0.785632	0.113550	0.053152	0.047667	
20000	-50.297767	542	1	2	'0 Z 0 0 Z 0 0 0 	D	3.120760	0.000000	3.120760	3.120760	0.000000	3.120760	3.120760	3.120760	0.907849	0.086270	0.000077	0.005804	
