Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-hawaiian-absenceofcousinmarriage.permitted.bttrees
Data File Name:                  ./data/uto-hawaiian-absenceofcousinmarriage.permitted.btdata
Log File Name:                   ./output/uto-hawaiian-absenceofcousinmarriage.permitted-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2373321412
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-hawaiian-absenceofcousinmarriage.permitted-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.000000,0.263158,0.105263,0.631579)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.104381
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       19
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-12.059457	16	1	2	'0 0 Z 0 Z 0 0 0 	D	28.363312	28.363312	0.000000	28.363312	0.000000	28.363312	28.363312	28.363312	0.000000	0.026731	0.002714	0.970555	
12000	-14.328665	191	1	2	'0 0 0 0 Z Z 0 0 	D	11.234978	11.234978	11.234978	11.234978	0.000000	0.000000	11.234978	11.234978	0.000000	0.001029	0.000000	0.998971	
13000	-13.027575	671	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	17.299362	0.000000	0.000000	17.299362	17.299362	17.299362	0.000000	0.000000	0.001074	0.998926	
14000	-11.914328	967	1	4	'Z Z 0 Z Z 0 0 0 	D	0.000000	0.000000	34.662422	0.000000	0.000000	34.662422	34.662422	34.662422	0.000000	0.000000	0.000399	0.999601	
15000	-12.130830	928	1	3	'0 0 Z 0 Z Z 0 0 	D	33.767557	33.767557	0.000000	33.767557	0.000000	0.000000	33.767557	33.767557	0.000000	0.037680	0.000000	0.962320	
16000	-13.869104	649	1	2	'0 0 Z Z 0 0 0 0 	D	12.031963	12.031963	0.000000	0.000000	12.031963	12.031963	12.031963	12.031963	0.000000	0.000000	0.000412	0.999588	
17000	-11.987203	826	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	33.509458	0.000000	33.509458	33.509458	33.509458	33.509458	33.509458	0.000000	0.013909	0.001287	0.984804	
18000	-11.828625	868	1	3	'0 0 Z 0 Z Z 0 0 	D	22.250499	22.250499	0.000000	22.250499	0.000000	0.000000	22.250499	22.250499	0.000000	0.002324	0.000000	0.997676	
19000	-12.473949	515	1	4	'Z Z Z 0 0 Z 0 0 	D	0.000000	0.000000	0.000000	39.897976	39.897976	0.000000	39.897976	39.897976	0.000000	0.033394	0.000000	0.966606	
20000	-12.772632	884	1	1	'0 0 0 Z 0 0 0 0 	D	25.220822	25.220822	25.220822	0.000000	25.220822	25.220822	25.220822	25.220822	0.000000	0.000000	0.000931	0.999069	
