Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/austronesian-iroquois-polygyny.bttrees
Data File Name:                  ./data/austronesian-iroquois-polygyny.btdata
Log File Name:                   ./output/austronesian-iroquois-polygyny-indep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3628693836
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-polygyny-indep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.262500,0.587500,0.025000,0.125000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       80
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-72.643881	743	1	0	'0 0 0 0 	1.276112	1.276112	1.276112	1.276112	0.216328	0.782291	0.000152	0.001229	
12000	-72.882632	172	1	0	'0 0 0 0 	0.919874	0.919874	0.919874	0.919874	0.394392	0.602662	0.000667	0.002279	
13000	-73.519540	226	1	0	'0 0 0 0 	1.350679	1.350679	1.350679	1.350679	0.303561	0.691073	0.000882	0.004485	
14000	-73.246271	372	1	0	'0 0 0 0 	0.766448	0.766448	0.766448	0.766448	0.573425	0.425270	0.000491	0.000814	
15000	-74.080879	422	1	0	'0 0 0 0 	0.755388	0.755388	0.755388	0.755388	0.530381	0.468778	0.000283	0.000559	
16000	-73.315927	133	1	0	'0 0 0 0 	1.112787	1.112787	1.112787	1.112787	0.366602	0.631134	0.000467	0.001797	
17000	-72.891099	913	1	0	'0 0 0 0 	1.077954	1.077954	1.077954	1.077954	0.386428	0.613012	0.000123	0.000437	
18000	-73.542576	306	1	0	'0 0 0 0 	1.187713	1.187713	1.187713	1.187713	0.405313	0.592283	0.000564	0.001841	
19000	-73.268766	674	1	0	'0 0 0 0 	0.930882	0.930882	0.930882	0.930882	0.428887	0.570457	0.000165	0.000491	
20000	-71.797734	688	1	0	'0 0 0 0 	0.997459	0.997459	0.997459	0.997459	0.515622	0.483291	0.000351	0.000735	
21000	-72.760565	467	1	0	'0 0 0 0 	1.036138	1.036138	1.036138	1.036138	0.433728	0.564914	0.000347	0.001011	
22000	-73.470355	595	1	0	'0 0 0 0 	1.108869	1.108869	1.108869	1.108869	0.399980	0.599402	0.000142	0.000476	
