Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-iroquois-exogamy.unilineal.descent.bttrees
Data File Name:                  ./data/bantu-iroquois-exogamy.unilineal.descent.btdata
Log File Name:                   ./output/bantu-iroquois-exogamy.unilineal.descent-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1279196705
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-iroquois-exogamy.unilineal.descent-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.322581,0.048387,0.532258,0.096774)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       62
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-68.722140	904	1	2	'0 Z 0 0 0 0 Z 0 	D	1.231966	0.000000	1.231966	1.231966	1.231966	1.231966	0.000000	1.231966	0.002783	0.002528	0.976514	0.018175	
12000	-67.407175	687	1	1	'0 Z 0 0 0 0 0 0 	D	1.855751	0.000000	1.855751	1.855751	1.855751	1.855751	1.855751	1.855751	0.012511	0.007937	0.923258	0.056294	
13000	-69.614013	707	1	3	'0 Z 0 0 0 0 Z Z 	D	0.962744	0.000000	0.962744	0.962744	0.962744	0.962744	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
14000	-68.139831	159	1	2	'0 0 0 Z 0 0 Z 0 	D	1.881876	1.881876	1.881876	0.000000	1.881876	1.881876	0.000000	1.881876	0.440860	0.028325	0.507494	0.023322	
15000	-68.956342	787	1	1	'0 0 0 0 0 0 0 Z 	D	1.496368	1.496368	1.496368	1.496368	1.496368	1.496368	1.496368	0.000000	0.476324	0.017039	0.502649	0.003988	
16000	-66.726415	708	1	1	'0 0 0 Z 0 0 0 0 	D	1.605564	1.605564	1.605564	0.000000	1.605564	1.605564	1.605564	1.605564	0.460668	0.017695	0.500308	0.021329	
17000	-67.741031	81	1	2	'0 0 0 Z 0 0 Z 0 	D	1.311717	1.311717	1.311717	0.000000	1.311717	1.311717	0.000000	1.311717	0.525664	0.022836	0.439759	0.011741	
18000	-69.262878	109	1	1	'0 0 0 0 0 0 Z 0 	D	2.066364	2.066364	2.066364	2.066364	2.066364	2.066364	0.000000	2.066364	0.418826	0.025395	0.524516	0.031263	
19000	-67.365852	48	1	3	'0 0 Z Z 0 0 Z 0 	D	1.565452	1.565452	0.000000	0.000000	1.565452	1.565452	0.000000	1.565452	0.426990	0.000000	0.553057	0.019954	
20000	-67.572966	415	1	1	'0 0 0 Z 0 0 0 0 	D	1.398840	1.398840	1.398840	0.000000	1.398840	1.398840	1.398840	1.398840	0.458784	0.012997	0.512174	0.016045	
