Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/uto-iroquois-uni.linealdescent.bttrees
Data File Name:                  ./data/uto-iroquois-uni.linealdescent.btdata
Log File Name:                   ./output/uto-iroquois-uni.linealdescent-indep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3547890920
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-iroquois-uni.linealdescent-indep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.782609,0.043478,0.000000,0.173913)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.127349
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       23
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-11.094234	338	1	0	'0 0 0 0 	12.887390	12.887390	12.887390	12.887390	0.998894	0.001083	0.000000	0.000024	
12000	-10.823170	743	1	0	'0 0 0 0 	23.442580	23.442580	23.442580	23.442580	0.997416	0.002413	0.000000	0.000171	
13000	-11.415565	858	1	0	'0 0 0 0 	15.026399	15.026399	15.026399	15.026399	0.999996	0.000004	0.000000	0.000000	
14000	-11.468494	598	1	0	'0 0 0 0 	9.050135	9.050135	9.050135	9.050135	0.999226	0.000760	0.000000	0.000014	
15000	-10.953464	491	1	0	'0 0 0 0 	30.841424	30.841424	30.841424	30.841424	0.996530	0.003248	0.000000	0.000222	
16000	-11.546901	441	1	0	'0 0 0 0 	13.534071	13.534071	13.534071	13.534071	0.998373	0.001601	0.000000	0.000026	
17000	-10.523484	132	1	0	'0 0 0 0 	16.145704	16.145704	16.145704	16.145704	0.998720	0.001228	0.000000	0.000052	
18000	-12.145135	16	1	0	'0 0 0 0 	4.886402	4.886402	4.886402	4.886402	0.999409	0.000583	0.000000	0.000008	
19000	-11.278621	474	1	0	'0 0 0 0 	29.174386	29.174386	29.174386	29.174386	0.990687	0.007315	0.000000	0.001999	
20000	-10.788352	951	1	0	'0 0 0 0 	20.231132	20.231132	20.231132	20.231132	0.999483	0.000499	0.000000	0.000018	
21000	-12.258295	923	1	0	'0 0 0 0 	4.084043	4.084043	4.084043	4.084043	0.999619	0.000379	0.000000	0.000002	
22000	-12.357332	113	1	0	'0 0 0 0 	41.857364	41.857364	41.857364	41.857364	0.991879	0.006509	0.000000	0.001612	
23000	-13.532497	111	1	0	'0 0 0 0 	3.997824	3.997824	3.997824	3.997824	0.999217	0.000773	0.000000	0.000010	
24000	-11.583265	621	1	0	'0 0 0 0 	7.078765	7.078765	7.078765	7.078765	0.997982	0.002004	0.000000	0.000014	
25000	-10.096943	430	1	0	'0 0 0 0 	19.614606	19.614606	19.614606	19.614606	0.999608	0.000389	0.000000	0.000003	
26000	-11.673237	421	1	0	'0 0 0 0 	9.028574	9.028574	9.028574	9.028574	0.998893	0.001082	0.000000	0.000024	
27000	-11.056216	548	1	0	'0 0 0 0 	40.491873	40.491873	40.491873	40.491873	0.997085	0.002743	0.000000	0.000173	
28000	-11.730696	215	1	0	'0 0 0 0 	7.933797	7.933797	7.933797	7.933797	0.997859	0.002070	0.000000	0.000071	
29000	-12.325377	168	1	0	'0 0 0 0 	7.686225	7.686225	7.686225	7.686225	0.999441	0.000551	0.000000	0.000008	
30000	-11.620908	230	1	0	'0 0 0 0 	11.388411	11.388411	11.388411	11.388411	0.999302	0.000688	0.000000	0.000010	
31000	-11.455009	901	1	0	'0 0 0 0 	22.187360	22.187360	22.187360	22.187360	0.996925	0.002951	0.000000	0.000124	
32000	-11.396863	604	1	0	'0 0 0 0 	26.243804	26.243804	26.243804	26.243804	0.997040	0.002805	0.000000	0.000155	
33000	-11.428340	894	1	0	'0 0 0 0 	35.421581	35.421581	35.421581	35.421581	0.999830	0.000168	0.000000	0.000002	
34000	-11.319852	801	1	0	'0 0 0 0 	12.945330	12.945330	12.945330	12.945330	0.998685	0.001275	0.000000	0.000040	
35000	-10.611757	447	1	0	'0 0 0 0 	25.313095	25.313095	25.313095	25.313095	0.998901	0.001066	0.000000	0.000032	
36000	-11.711571	298	1	0	'0 0 0 0 	7.043983	7.043983	7.043983	7.043983	0.999191	0.000800	0.000000	0.000009	
