Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-crow-matri.anvunclocalresidence.bttrees
Data File Name:                  ./data/bantu-crow-matri.anvunclocalresidence.btdata
Log File Name:                   ./output/bantu-crow-matri.anvunclocalresidence-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3863477065
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-crow-matri.anvunclocalresidence-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.579710,0.362319,0.028986,0.028986)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-65.234454	558	1	3	'0 Z 0 0 Z Z 0 0 	D	1.451152	0.000000	1.451152	1.451152	0.000000	0.000000	1.451152	1.451152	0.856946	0.142050	0.000000	0.001004	
12000	-64.311801	2	1	3	'0 Z 0 0 Z Z 0 0 	D	3.044861	0.000000	3.044861	3.044861	0.000000	0.000000	3.044861	3.044861	0.777820	0.218816	0.000000	0.003363	
13000	-62.774095	61	1	3	'0 Z 0 0 Z Z 0 0 	D	2.291502	0.000000	2.291502	2.291502	0.000000	0.000000	2.291502	2.291502	0.820650	0.177455	0.000000	0.001895	
14000	-60.693598	860	1	3	'0 Z 0 0 Z Z 0 0 	D	1.914194	0.000000	1.914194	1.914194	0.000000	0.000000	1.914194	1.914194	0.849905	0.148920	0.000000	0.001175	
15000	-63.541112	99	1	4	'0 Z 0 0 Z Z Z 0 	D	1.688467	0.000000	1.688467	1.688467	0.000000	0.000000	0.000000	1.688467	0.867727	0.132273	0.000000	0.000000	
16000	-62.217438	687	1	3	'0 Z 0 0 Z Z 0 0 	D	1.415680	0.000000	1.415680	1.415680	0.000000	0.000000	1.415680	1.415680	0.892844	0.106623	0.000000	0.000532	
17000	-62.206010	311	1	1	'0 Z 0 0 0 0 0 0 	D	2.355988	0.000000	2.355988	2.355988	2.355988	2.355988	2.355988	2.355988	0.731420	0.239090	0.018483	0.011007	
18000	-61.731506	37	1	2	'0 Z 0 0 Z 0 0 0 	D	2.101203	0.000000	2.101203	2.101203	0.000000	2.101203	2.101203	2.101203	0.834169	0.163849	0.000181	0.001800	
19000	-62.145524	502	1	3	'0 Z 0 0 Z Z 0 0 	D	2.127264	0.000000	2.127264	2.127264	0.000000	0.000000	2.127264	2.127264	0.840114	0.158526	0.000000	0.001360	
20000	-62.834343	998	1	2	'0 Z 0 0 Z 0 0 0 	D	2.385495	0.000000	2.385495	2.385495	0.000000	2.385495	2.385495	2.385495	0.806374	0.190447	0.000402	0.002778	
21000	-61.943342	924	1	1	'0 Z 0 0 0 0 0 0 	D	2.707419	0.000000	2.707419	2.707419	2.707419	2.707419	2.707419	2.707419	0.693888	0.269582	0.021495	0.015036	
22000	-62.902963	357	1	3	'0 Z 0 0 Z Z 0 0 	D	3.468843	0.000000	3.468843	3.468843	0.000000	0.000000	3.468843	3.468843	0.772511	0.223945	0.000000	0.003544	
23000	-64.093234	478	1	3	'0 Z 0 0 Z Z 0 0 	D	3.727267	0.000000	3.727267	3.727267	0.000000	0.000000	3.727267	3.727267	0.775527	0.221033	0.000000	0.003440	
24000	-59.686243	503	2	1	'0 Z 0 0 1 1 1 1 	D	3.696891	0.000000	3.696891	3.696891	17.085108	17.085108	17.085108	17.085108	0.584673	0.357553	0.029012	0.028762	
25000	-61.207233	506	1	1	'0 Z 0 0 0 0 0 0 	D	2.922651	0.000000	2.922651	2.922651	2.922651	2.922651	2.922651	2.922651	0.708752	0.255627	0.021700	0.013921	
26000	-61.775318	710	1	3	'0 Z 0 0 Z Z 0 0 	D	2.506792	0.000000	2.506792	2.506792	0.000000	0.000000	2.506792	2.506792	0.816302	0.181738	0.000000	0.001960	
27000	-61.685117	174	1	3	'0 Z 0 0 Z Z 0 0 	D	2.747395	0.000000	2.747395	2.747395	0.000000	0.000000	2.747395	2.747395	0.821285	0.176860	0.000000	0.001855	
28000	-64.803811	303	1	2	'0 Z 0 0 Z 0 0 0 	D	1.614638	0.000000	1.614638	1.614638	0.000000	1.614638	1.614638	1.614638	0.840131	0.158454	0.000088	0.001327	
29000	-61.834636	75	1	3	'0 Z 0 0 Z Z 0 0 	D	2.847387	0.000000	2.847387	2.847387	0.000000	0.000000	2.847387	2.847387	0.808267	0.189457	0.000000	0.002276	
30000	-62.720922	628	1	1	'0 Z 0 0 0 0 0 0 	D	2.332542	0.000000	2.332542	2.332542	2.332542	2.332542	2.332542	2.332542	0.737668	0.231782	0.019560	0.010991	
31000	-64.442424	544	1	2	'0 Z 0 0 Z 0 0 0 	D	3.678235	0.000000	3.678235	3.678235	0.000000	3.678235	3.678235	3.678235	0.742637	0.248792	0.002004	0.006566	
32000	-63.561115	536	1	2	'0 Z 0 0 0 0 Z 0 	D	3.157825	0.000000	3.157825	3.157825	3.157825	3.157825	0.000000	3.157825	0.733389	0.239605	0.019092	0.007914	
33000	-62.219993	758	1	2	'0 Z 0 0 Z 0 0 0 	D	1.947860	0.000000	1.947860	1.947860	0.000000	1.947860	1.947860	1.947860	0.856026	0.142662	0.000090	0.001222	
34000	-63.500448	222	1	3	'0 Z 0 0 Z Z 0 0 	D	2.098337	0.000000	2.098337	2.098337	0.000000	0.000000	2.098337	2.098337	0.817747	0.180247	0.000000	0.002006	
35000	-64.848306	101	1	2	'0 Z 0 0 Z 0 0 0 	D	3.669424	0.000000	3.669424	3.669424	0.000000	3.669424	3.669424	3.669424	0.752431	0.240124	0.001605	0.005840	
36000	-64.621171	227	1	2	'0 Z 0 0 Z 0 0 0 	D	3.275688	0.000000	3.275688	3.275688	0.000000	3.275688	3.275688	3.275688	0.750076	0.242196	0.001713	0.006014	
37000	-63.262969	158	1	2	'0 Z 0 0 Z 0 0 0 	D	2.196665	0.000000	2.196665	2.196665	0.000000	2.196665	2.196665	2.196665	0.842698	0.155588	0.000143	0.001571	
38000	-62.653830	522	1	2	'0 Z 0 0 Z 0 0 0 	D	2.683457	0.000000	2.683457	2.683457	0.000000	2.683457	2.683457	2.683457	0.778393	0.216621	0.000845	0.004142	
39000	-62.591727	293	1	2	'0 Z 0 0 Z 0 0 0 	D	2.189213	0.000000	2.189213	2.189213	0.000000	2.189213	2.189213	2.189213	0.848154	0.150340	0.000112	0.001393	
40000	-63.276841	457	1	4	'0 Z 0 0 Z Z Z 0 	D	1.673715	0.000000	1.673715	1.673715	0.000000	0.000000	0.000000	1.673715	0.899252	0.100748	0.000000	0.000000	
41000	-61.947739	501	1	2	'0 Z 0 0 Z 0 0 0 	D	1.890873	0.000000	1.890873	1.890873	0.000000	1.890873	1.890873	1.890873	0.832223	0.165861	0.000163	0.001753	
