Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-hawaiian-bi.localextendedfamily.bttrees
Data File Name:                  ./data/bantu-hawaiian-bi.localextendedfamily.btdata
Log File Name:                   ./output/bantu-hawaiian-bi.localextendedfamily-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2161442019
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-hawaiian-bi.localextendedfamily-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.652174,0.217391,0.086957,0.043478)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-72.620146	679	1	1	'0 0 0 Z 0 0 0 0 	D	1.901844	1.901844	1.901844	0.000000	1.901844	1.901844	1.901844	1.901844	0.758962	0.108545	0.096513	0.035980	
12000	-72.507832	380	1	1	'0 0 0 0 0 0 0 Z 	D	1.235371	1.235371	1.235371	1.235371	1.235371	1.235371	1.235371	0.000000	0.767185	0.168614	0.051738	0.012463	
13000	-71.363741	704	1	1	'0 0 0 0 0 0 0 Z 	D	1.207232	1.207232	1.207232	1.207232	1.207232	1.207232	1.207232	0.000000	0.763791	0.178230	0.046051	0.011929	
14000	-72.232159	995	1	1	'0 0 0 0 0 0 Z 0 	D	1.272898	1.272898	1.272898	1.272898	1.272898	1.272898	0.000000	1.272898	0.753507	0.190214	0.048632	0.007648	
15000	-73.059900	286	1	1	'0 0 0 0 0 0 Z 0 	D	1.304721	1.304721	1.304721	1.304721	1.304721	1.304721	0.000000	1.304721	0.772129	0.187656	0.036410	0.003805	
16000	-72.744359	949	1	2	'0 0 0 0 0 Z 0 Z 	D	1.506689	1.506689	1.506689	1.506689	1.506689	0.000000	1.506689	0.000000	0.687532	0.276324	0.012453	0.023691	
17000	-72.260945	32	1	1	'0 0 0 Z 0 0 0 0 	D	1.615843	1.615843	1.615843	0.000000	1.615843	1.615843	1.615843	1.615843	0.813831	0.072050	0.086153	0.027966	
18000	-72.092069	679	1	1	'0 0 0 0 0 0 0 Z 	D	1.619435	1.619435	1.619435	1.619435	1.619435	1.619435	1.619435	0.000000	0.747650	0.178096	0.058703	0.015551	
19000	-69.762441	53	2	3	'0 0 1 Z 1 0 Z Z 	D	4.587844	4.587844	11.639254	0.000000	11.639254	4.587844	0.000000	0.000000	0.684109	0.224077	0.091813	0.000000	
20000	-73.715164	728	1	2	'0 0 0 Z Z 0 0 0 	D	1.492647	1.492647	1.492647	0.000000	0.000000	1.492647	1.492647	1.492647	0.898220	0.076306	0.006696	0.018778	
21000	-73.779269	553	2	1	'0 0 1 0 1 1 Z 1 	D	4.787756	4.787756	20.881817	4.787756	20.881817	20.881817	0.000000	20.881817	0.653031	0.217419	0.086500	0.043050	
22000	-70.559990	676	2	3	'0 Z 1 1 Z Z 1 1 	D	3.679498	0.000000	11.912536	11.912536	0.000000	0.000000	11.912536	11.912536	0.847688	0.144507	0.000000	0.007805	
23000	-77.569110	858	1	4	'0 Z 0 0 Z Z Z 0 	D	5.734520	0.000000	5.734520	5.734520	0.000000	0.000000	0.000000	5.734520	0.878035	0.121965	0.000000	0.000000	
24000	-67.828010	45	2	1	'1 Z 0 1 1 1 1 0 	D	7.347110	0.000000	32.838194	7.347110	7.347110	7.347110	7.347110	32.838194	0.651193	0.217430	0.087575	0.043801	
25000	-65.309599	540	2	2	'0 Z 1 0 Z 0 1 1 	D	6.314682	0.000000	21.502888	6.314682	0.000000	6.314682	21.502888	21.502888	0.647366	0.217687	0.090304	0.044644	
26000	-67.564893	591	2	1	'0 Z 1 0 0 1 1 1 	D	5.765115	0.000000	14.044455	5.765115	5.765115	14.044455	14.044455	14.044455	0.643554	0.219159	0.091757	0.045530	
27000	-67.048406	155	2	2	'1 Z 0 1 Z 0 0 0 	D	8.670250	0.000000	19.574454	8.670250	0.000000	19.574454	19.574454	19.574454	0.655426	0.217133	0.084675	0.042766	
28000	-71.042787	101	1	3	'0 Z 0 0 Z Z 0 0 	D	5.213202	0.000000	5.213202	5.213202	0.000000	0.000000	5.213202	5.213202	0.831762	0.159767	0.000000	0.008471	
29000	-74.306348	76	1	1	'0 Z 0 0 0 0 0 0 	D	3.424682	0.000000	3.424682	3.424682	3.424682	3.424682	3.424682	3.424682	0.665812	0.208698	0.085145	0.040345	
30000	-71.712826	70	1	3	'0 Z 0 0 Z Z 0 0 	D	4.085861	0.000000	4.085861	4.085861	0.000000	0.000000	4.085861	4.085861	0.834614	0.157595	0.000000	0.007791	
31000	-75.265766	267	1	4	'0 Z 0 0 Z Z Z 0 	D	2.639018	0.000000	2.639018	2.639018	0.000000	0.000000	0.000000	2.639018	0.845740	0.154260	0.000000	0.000000	
32000	-67.183463	611	2	2	'0 Z 1 0 Z 1 1 1 	D	6.814707	0.000000	21.282082	6.814707	0.000000	21.282082	21.282082	21.282082	0.645461	0.217639	0.091883	0.045017	
33000	-66.962071	889	2	2	'0 Z 1 0 Z 1 1 1 	D	11.696005	0.000000	30.086579	11.696005	0.000000	30.086579	30.086579	30.086579	0.652226	0.217388	0.086920	0.043467	
34000	-72.113273	531	1	3	'0 Z 0 0 Z Z 0 0 	D	4.791616	0.000000	4.791616	4.791616	0.000000	0.000000	4.791616	4.791616	0.830007	0.161307	0.000000	0.008685	
35000	-73.405655	90	1	3	'0 Z 0 0 Z Z 0 0 	D	3.907599	0.000000	3.907599	3.907599	0.000000	0.000000	3.907599	3.907599	0.834354	0.157758	0.000000	0.007888	
36000	-74.734939	654	1	4	'0 Z 0 0 Z Z Z 0 	D	4.864439	0.000000	4.864439	4.864439	0.000000	0.000000	0.000000	4.864439	0.875834	0.124166	0.000000	0.000000	
37000	-68.729147	758	2	2	'1 Z 0 1 1 1 Z 0 	D	8.159268	0.000000	16.962184	8.159268	8.159268	8.159268	0.000000	16.962184	0.662063	0.214526	0.083114	0.040297	
38000	-72.761290	54	1	1	'0 Z 0 0 0 0 0 0 	D	4.453523	0.000000	4.453523	4.453523	4.453523	4.453523	4.453523	4.453523	0.665155	0.209394	0.084896	0.040556	
39000	-73.560564	841	1	2	'0 Z 0 0 0 0 Z 0 	D	3.442903	0.000000	3.442903	3.442903	3.442903	3.442903	0.000000	3.442903	0.731720	0.177596	0.070489	0.020195	
40000	-72.285771	633	1	3	'0 Z 0 0 Z Z 0 0 	D	3.311002	0.000000	3.311002	3.311002	0.000000	0.000000	3.311002	3.311002	0.836406	0.156123	0.000000	0.007470	
41000	-73.691896	516	1	2	'0 Z 0 0 0 0 Z 0 	D	5.373730	0.000000	5.373730	5.373730	5.373730	5.373730	0.000000	5.373730	0.702327	0.191554	0.076514	0.029606	
42000	-71.367150	931	1	4	'0 Z 0 0 Z Z Z 0 	D	2.987036	0.000000	2.987036	2.987036	0.000000	0.000000	0.000000	2.987036	0.844952	0.155048	0.000000	0.000000	
43000	-68.118323	333	2	2	'1 Z 0 0 1 Z 0 0 	D	4.629228	0.000000	9.611966	9.611966	4.629228	0.000000	9.611966	9.611966	0.697788	0.198000	0.069651	0.034561	
44000	-68.291071	924	2	2	'1 Z 0 1 Z 0 1 0 	D	4.342884	0.000000	22.810054	4.342884	0.000000	22.810054	4.342884	22.810054	0.614658	0.219766	0.110733	0.054843	
45000	-68.618011	423	2	2	'0 Z 1 1 Z 1 1 1 	D	5.258583	0.000000	9.405389	9.405389	0.000000	9.405389	9.405389	9.405389	0.705018	0.204793	0.056669	0.033520	
46000	-71.450053	99	1	2	'0 Z 0 0 Z 0 0 0 	D	4.252689	0.000000	4.252689	4.252689	0.000000	4.252689	4.252689	4.252689	0.737633	0.201642	0.033905	0.026820	
47000	-68.793952	991	2	2	'1 1 0 Z 0 0 Z 0 	D	1.949881	1.949881	5.473381	0.000000	5.473381	5.473381	0.000000	5.473381	0.674368	0.215929	0.079367	0.030337	
48000	-67.191715	120	2	2	'1 1 0 Z 0 1 Z 1 	D	4.250091	4.250091	22.741094	0.000000	22.741094	4.250091	0.000000	4.250091	0.650909	0.215865	0.088795	0.044430	
49000	-72.275828	969	1	1	'0 0 0 0 0 0 Z 0 	D	1.390422	1.390422	1.390422	1.390422	1.390422	1.390422	0.000000	1.390422	0.780847	0.173201	0.041059	0.004893	
50000	-71.184448	540	1	2	'0 0 0 0 0 0 Z Z 	D	1.098750	1.098750	1.098750	1.098750	1.098750	1.098750	0.000000	0.000000	0.759559	0.187604	0.052836	0.000000	
51000	-73.677301	11	1	1	'0 0 0 Z 0 0 0 0 	D	2.012660	2.012660	2.012660	0.000000	2.012660	2.012660	2.012660	2.012660	0.757352	0.114146	0.094069	0.034434	
52000	-71.331717	52	1	1	'0 0 0 0 0 0 0 Z 	D	1.038663	1.038663	1.038663	1.038663	1.038663	1.038663	1.038663	0.000000	0.743219	0.193129	0.049669	0.013982	
53000	-71.388036	44	1	0	'0 0 0 0 0 0 0 0 	I	0.940677	0.940677	0.940677	0.940677	0.940677	0.940677	0.940677	0.940677	0.741849	0.187260	0.051421	0.019470	
54000	-74.922343	456	1	3	'0 0 0 0 0 Z Z Z 	D	1.700194	1.700194	1.700194	1.700194	1.700194	0.000000	0.000000	0.000000	0.696957	0.287626	0.015417	0.000000	
55000	-72.065266	619	2	1	'1 0 1 1 1 0 1 Z 	D	3.858722	1.081781	3.858722	3.858722	3.858722	1.081781	3.858722	0.000000	0.718485	0.173889	0.087156	0.020470	
56000	-72.852926	192	1	2	'0 0 0 0 0 Z 0 Z 	D	1.524997	1.524997	1.524997	1.524997	1.524997	0.000000	1.524997	0.000000	0.686877	0.285184	0.008298	0.019642	
57000	-72.094221	248	1	4	'0 0 0 Z Z 0 Z Z 	D	1.119883	1.119883	1.119883	0.000000	0.000000	1.119883	0.000000	0.000000	0.954980	0.045020	0.000000	0.000000	
58000	-72.347431	187	1	3	'0 0 0 Z 0 0 Z Z 	D	1.285246	1.285246	1.285246	0.000000	1.285246	1.285246	0.000000	0.000000	0.836603	0.054781	0.108615	0.000000	
59000	-70.924225	769	1	1	'0 0 0 0 0 0 Z 0 	D	1.447512	1.447512	1.447512	1.447512	1.447512	1.447512	0.000000	1.447512	0.765246	0.181035	0.046836	0.006883	
60000	-71.330050	231	2	1	'0 0 1 Z 0 0 0 0 	D	1.698538	1.698538	2.707853	0.000000	1.698538	1.698538	1.698538	1.698538	0.720640	0.149208	0.089939	0.040212	
61000	-71.555306	216	1	1	'0 0 0 0 Z 0 0 0 	D	1.311194	1.311194	1.311194	1.311194	0.000000	1.311194	1.311194	1.311194	0.803152	0.183809	0.002330	0.010709	
62000	-73.273298	253	1	2	'0 0 0 0 0 0 Z Z 	D	1.674536	1.674536	1.674536	1.674536	1.674536	1.674536	0.000000	0.000000	0.756715	0.183448	0.059837	0.000000	
63000	-72.419870	813	1	1	'0 0 0 Z 0 0 0 0 	D	1.575750	1.575750	1.575750	0.000000	1.575750	1.575750	1.575750	1.575750	0.802265	0.076171	0.091787	0.029777	
64000	-71.280107	293	1	2	'0 0 0 0 0 0 Z Z 	D	1.144190	1.144190	1.144190	1.144190	1.144190	1.144190	0.000000	0.000000	0.760959	0.195294	0.043747	0.000000	
65000	-72.543537	856	1	3	'0 0 0 Z 0 0 Z Z 	D	1.693981	1.693981	1.693981	0.000000	1.693981	1.693981	0.000000	0.000000	0.821858	0.081841	0.096300	0.000000	
66000	-72.662860	70	1	1	'0 0 0 0 Z 0 0 0 	D	1.597664	1.597664	1.597664	1.597664	0.000000	1.597664	1.597664	1.597664	0.793984	0.191582	0.003029	0.011406	
67000	-73.064883	788	1	1	'0 Z 0 0 0 0 0 0 	D	6.320335	0.000000	6.320335	6.320335	6.320335	6.320335	6.320335	6.320335	0.656131	0.215156	0.086109	0.042604	
68000	-72.360586	865	1	4	'0 Z 0 0 Z Z Z 0 	D	3.607406	0.000000	3.607406	3.607406	0.000000	0.000000	0.000000	3.607406	0.863748	0.136252	0.000000	0.000000	
69000	-72.349670	895	1	3	'0 Z 0 0 Z Z 0 0 	D	3.810798	0.000000	3.810798	3.810798	0.000000	0.000000	3.810798	3.810798	0.828350	0.163121	0.000000	0.008530	
70000	-71.620191	699	1	3	'0 Z 0 0 Z Z 0 0 	D	3.879310	0.000000	3.879310	3.879310	0.000000	0.000000	3.879310	3.879310	0.835987	0.156477	0.000000	0.007536	
71000	-72.279672	89	1	2	'0 0 0 Z 0 0 Z 0 	D	1.584356	1.584356	1.584356	0.000000	1.584356	1.584356	0.000000	1.584356	0.795438	0.092687	0.093094	0.018781	
72000	-70.438438	462	1	3	'0 0 0 Z 0 0 Z Z 	D	1.365025	1.365025	1.365025	0.000000	1.365025	1.365025	0.000000	0.000000	0.845845	0.054019	0.100136	0.000000	
73000	-69.953807	692	1	2	'0 0 0 0 0 0 Z Z 	D	1.268294	1.268294	1.268294	1.268294	1.268294	1.268294	0.000000	0.000000	0.762865	0.182087	0.055047	0.000000	
74000	-72.031000	19	1	2	'0 0 0 0 0 Z 0 Z 	D	1.496792	1.496792	1.496792	1.496792	1.496792	0.000000	1.496792	0.000000	0.656927	0.302492	0.012340	0.028241	
75000	-72.863901	86	1	1	'0 0 0 0 0 0 0 Z 	D	1.922711	1.922711	1.922711	1.922711	1.922711	1.922711	1.922711	0.000000	0.777197	0.159574	0.052350	0.010880	
76000	-68.317572	756	2	4	'1 1 0 Z Z 0 Z Z 	D	1.397044	1.397044	5.658823	0.000000	0.000000	5.658823	0.000000	0.000000	0.740273	0.259727	0.000000	0.000000	
77000	-71.043578	563	1	2	'0 0 0 Z 0 0 Z 0 	D	1.419200	1.419200	1.419200	0.000000	1.419200	1.419200	0.000000	1.419200	0.808016	0.075714	0.097403	0.018866	
78000	-72.262358	397	1	3	'0 0 0 Z 0 0 Z Z 	D	2.087526	2.087526	2.087526	0.000000	2.087526	2.087526	0.000000	0.000000	0.801247	0.101992	0.096760	0.000000	
79000	-71.461294	44	1	1	'0 0 0 0 Z 0 0 0 	D	1.027035	1.027035	1.027035	1.027035	0.000000	1.027035	1.027035	1.027035	0.793401	0.190555	0.003027	0.013016	
80000	-72.923265	313	1	1	'0 0 0 0 0 0 0 Z 	D	1.857488	1.857488	1.857488	1.857488	1.857488	1.857488	1.857488	0.000000	0.735441	0.180385	0.065305	0.018869	
81000	-71.477678	49	1	1	'0 0 0 0 0 0 0 Z 	D	1.255485	1.255485	1.255485	1.255485	1.255485	1.255485	1.255485	0.000000	0.766707	0.171859	0.048700	0.012734	
82000	-71.857153	265	1	3	'0 0 0 Z 0 0 Z Z 	D	1.310150	1.310150	1.310150	0.000000	1.310150	1.310150	0.000000	0.000000	0.880563	0.042278	0.077158	0.000000	
83000	-72.624146	823	1	1	'0 0 0 0 0 0 Z 0 	D	1.366419	1.366419	1.366419	1.366419	1.366419	1.366419	0.000000	1.366419	0.767267	0.179104	0.046774	0.006855	
84000	-70.947218	271	1	0	'0 0 0 0 0 0 0 0 	I	1.552304	1.552304	1.552304	1.552304	1.552304	1.552304	1.552304	1.552304	0.735650	0.191221	0.052614	0.020514	
85000	-73.004187	626	1	1	'0 0 0 0 0 0 Z 0 	D	1.579734	1.579734	1.579734	1.579734	1.579734	1.579734	0.000000	1.579734	0.784516	0.163290	0.045817	0.006377	
86000	-72.078263	541	1	1	'0 0 0 0 0 0 Z 0 	D	1.414363	1.414363	1.414363	1.414363	1.414363	1.414363	0.000000	1.414363	0.753151	0.188149	0.050355	0.008345	
87000	-70.848351	130	1	1	'0 0 0 Z 0 0 0 0 	D	1.546165	1.546165	1.546165	0.000000	1.546165	1.546165	1.546165	1.546165	0.767451	0.089923	0.105042	0.037583	
88000	-74.139029	879	1	1	'0 0 0 0 0 0 0 Z 	D	0.670035	0.670035	0.670035	0.670035	0.670035	0.670035	0.670035	0.000000	0.743940	0.200110	0.042304	0.013646	
89000	-70.450292	357	1	1	'0 0 0 0 0 0 0 Z 	D	0.968534	0.968534	0.968534	0.968534	0.968534	0.968534	0.968534	0.000000	0.761944	0.177428	0.048639	0.011989	
90000	-71.875096	643	1	1	'0 0 0 0 0 0 0 Z 	D	1.269800	1.269800	1.269800	1.269800	1.269800	1.269800	1.269800	0.000000	0.762706	0.174412	0.050501	0.012380	
91000	-67.944932	423	2	1	'1 Z 0 1 0 0 1 0 	D	6.747369	0.000000	17.801879	6.747369	17.801879	17.801879	6.747369	17.801879	0.651442	0.217637	0.087221	0.043700	
92000	-72.868529	930	1	2	'0 Z 0 0 Z 0 0 0 	D	4.901715	0.000000	4.901715	4.901715	0.000000	4.901715	4.901715	4.901715	0.753426	0.196001	0.026796	0.023777	
93000	-69.745971	144	2	1	'1 Z 0 0 0 0 0 0 	D	9.262356	0.000000	17.280764	17.280764	17.280764	17.280764	17.280764	17.280764	0.652232	0.217359	0.086943	0.043466	
