Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-iroquois-polygyny.bttrees
Data File Name:                  ./data/austronesian-iroquois-polygyny.btdata
Log File Name:                   ./output/austronesian-iroquois-polygyny-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3145169613
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-polygyny-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.262500,0.587500,0.025000,0.125000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       80
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-71.543113	100	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	1.243377	1.243377	1.243377	1.243377	0.000000	1.243377	0.000000	1.000000	0.000000	0.000000	
12000	-71.809381	900	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	1.317598	1.317598	1.317598	1.317598	0.000000	1.317598	0.000000	1.000000	0.000000	0.000000	
13000	-71.670873	968	1	4	'0 Z 0 0 Z Z Z 0 	D	1.324038	0.000000	1.324038	1.324038	0.000000	0.000000	0.000000	1.324038	0.619706	0.380294	0.000000	0.000000	
14000	-72.206765	467	1	3	'0 Z 0 0 Z Z 0 0 	D	1.630141	0.000000	1.630141	1.630141	0.000000	0.000000	1.630141	1.630141	0.548713	0.450653	0.000000	0.000634	
15000	-71.853569	642	1	4	'0 Z 0 0 Z Z Z 0 	D	1.315260	0.000000	1.315260	1.315260	0.000000	0.000000	0.000000	1.315260	0.515237	0.484763	0.000000	0.000000	
16000	-70.735454	241	1	2	'0 Z 0 0 0 0 Z 0 	D	1.202079	0.000000	1.202079	1.202079	1.202079	1.202079	0.000000	1.202079	0.551155	0.448669	0.000175	0.000001	
17000	-72.199473	656	1	3	'Z Z 0 0 Z 0 0 0 	D	0.000000	0.000000	1.520834	1.520834	0.000000	1.520834	1.520834	1.520834	0.000000	0.998473	0.000001	0.001526	
18000	-71.052078	1000	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.047336	1.047336	1.047336	1.047336	1.047336	1.047336	0.000000	0.997247	0.000113	0.002641	
19000	-70.251636	188	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.264346	1.264346	1.264346	1.264346	1.264346	1.264346	0.000000	0.997562	0.000126	0.002313	
20000	-71.071554	467	1	2	'0 Z 0 0 0 0 Z 0 	D	1.184267	0.000000	1.184267	1.184267	1.184267	1.184267	0.000000	1.184267	0.617835	0.381729	0.000431	0.000005	
21000	-71.405549	636	1	3	'Z Z 0 0 Z 0 0 0 	D	0.000000	0.000000	1.339074	1.339074	0.000000	1.339074	1.339074	1.339074	0.000000	0.998593	0.000001	0.001406	
22000	-70.726406	245	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	0.823290	0.823290	0.823290	0.823290	0.823290	0.823290	0.000000	0.998295	0.000017	0.001688	
23000	-72.424714	176	1	2	'0 Z 0 0 Z 0 0 0 	D	0.816960	0.000000	0.816960	0.816960	0.000000	0.816960	0.816960	0.816960	0.505371	0.493753	0.000001	0.000876	
24000	-72.558513	244	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.233513	1.233513	1.233513	1.233513	1.233513	1.233513	0.000000	0.998499	0.000061	0.001440	
25000	-71.074916	613	1	2	'0 Z 0 0 0 0 Z 0 	D	0.997838	0.000000	0.997838	0.997838	0.997838	0.997838	0.000000	0.997838	0.575263	0.424075	0.000649	0.000013	
26000	-72.036470	760	1	1	'0 Z 0 0 0 0 0 0 	D	0.958334	0.000000	0.958334	0.958334	0.958334	0.958334	0.958334	0.958334	0.639262	0.358033	0.001113	0.001592	
27000	-72.854815	585	1	1	'0 Z 0 0 0 0 0 0 	D	1.811251	0.000000	1.811251	1.811251	1.811251	1.811251	1.811251	1.811251	0.441900	0.547816	0.002341	0.007942	
28000	-71.903536	428	1	2	'0 Z 0 0 0 0 Z 0 	D	1.121676	0.000000	1.121676	1.121676	1.121676	1.121676	0.000000	1.121676	0.623354	0.375551	0.001062	0.000034	
29000	-72.203760	443	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	0.838199	0.838199	0.838199	0.838199	0.000000	0.838199	0.000000	1.000000	0.000000	0.000000	
30000	-71.393844	297	1	1	'0 Z 0 0 0 0 0 0 	D	1.567563	0.000000	1.567563	1.567563	1.567563	1.567563	1.567563	1.567563	0.507636	0.487868	0.001208	0.003288	
31000	-69.318603	542	1	3	'Z Z 0 0 Z 0 0 0 	D	0.000000	0.000000	1.155710	1.155710	0.000000	1.155710	1.155710	1.155710	0.000000	0.999544	0.000000	0.000456	
32000	-71.980189	336	1	3	'Z Z 0 0 Z 0 0 0 	D	0.000000	0.000000	1.535605	1.535605	0.000000	1.535605	1.535605	1.535605	0.000000	0.999595	0.000000	0.000405	
33000	-72.382166	191	1	3	'0 Z 0 0 Z Z 0 0 	D	0.623692	0.000000	0.623692	0.623692	0.000000	0.000000	0.623692	0.623692	0.472144	0.527819	0.000000	0.000038	
34000	-70.503023	31	1	2	'0 Z 0 0 Z 0 0 0 	D	1.208784	0.000000	1.208784	1.208784	0.000000	1.208784	1.208784	1.208784	0.587627	0.411984	0.000000	0.000388	
35000	-71.720669	333	1	2	'0 Z 0 0 0 0 Z 0 	D	1.371594	0.000000	1.371594	1.371594	1.371594	1.371594	0.000000	1.371594	0.583982	0.415581	0.000433	0.000004	
36000	-71.270666	79	1	2	'0 Z 0 0 0 0 Z 0 	D	1.133335	0.000000	1.133335	1.133335	1.133335	1.133335	0.000000	1.133335	0.635462	0.364352	0.000185	0.000001	
