Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.permitted.bttrees
Data File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.permitted.btdata
Log File Name:                   ./output/bantu-iroquois-cross.cousinmarriage.permitted-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1683815989
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-iroquois-cross.cousinmarriage.permitted-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.348485,0.015152,0.500000,0.136364)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-67.532946	590	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	1.449028	1.449028	1.449028	1.449028	1.449028	1.449028	0.000000	0.641185	0.006030	0.345941	0.006845	
12000	-67.481293	867	2	1	'Z 1 0 0 1 1 0 1 	D	0.000000	1.856600	1.422979	1.422979	1.856600	1.856600	1.422979	1.856600	0.520597	0.003492	0.448081	0.027831	
13000	-68.428546	746	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.533347	2.533347	2.533347	2.533347	2.533347	2.533347	2.533347	0.467501	0.007944	0.464766	0.059789	
14000	-67.700935	587	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.744378	1.744378	1.744378	1.744378	1.744378	1.744378	1.744378	0.568452	0.006857	0.388700	0.035990	
15000	-68.419558	321	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	2.223560	0.000000	2.223560	2.223560	2.223560	2.223560	2.223560	0.547079	0.000245	0.432467	0.020209	
16000	-68.367611	84	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	1.616791	0.000000	0.000000	1.616791	1.616791	1.616791	1.616791	0.604622	0.000000	0.380887	0.014492	
17000	-69.767949	382	1	4	'Z Z 0 Z 0 0 0 Z 	D	0.000000	0.000000	1.464823	0.000000	1.464823	1.464823	1.464823	0.000000	0.000000	0.000000	1.000000	0.000000	
18000	-71.158884	57	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	1.107037	0.000000	1.107037	1.107037	1.107037	1.107037	1.107037	0.710169	0.000019	0.284834	0.004979	
19000	-70.209539	253	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.945581	1.945581	1.945581	1.945581	1.945581	1.945581	0.000000	0.005259	0.885177	0.109565	
20000	-69.845067	667	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	1.702305	0.000000	0.000000	1.702305	1.702305	1.702305	1.702305	0.619907	0.000000	0.369801	0.010292	
21000	-68.526550	51	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	1.263090	1.263090	1.263090	1.263090	1.263090	1.263090	0.000000	0.639108	0.003319	0.355838	0.001735	
22000	-68.142640	210	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.828293	1.828293	1.828293	1.828293	1.828293	1.828293	1.828293	0.477946	0.006891	0.464238	0.050925	
23000	-69.293421	980	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	1.527635	1.527635	1.527635	1.527635	1.527635	0.000000	0.000164	0.972140	0.027696	
24000	-69.053619	251	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	1.573444	0.000000	0.000000	1.573444	1.573444	1.573444	1.573444	0.648001	0.000000	0.341992	0.010007	
25000	-67.520069	267	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	1.831053	0.000000	1.831053	1.831053	1.831053	1.831053	1.831053	0.565579	0.000148	0.418356	0.015918	
26000	-70.432277	368	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	3.642947	3.642947	3.642947	3.642947	3.642947	3.642947	3.642947	0.421610	0.012222	0.470510	0.095657	
27000	-68.570405	357	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	2.339504	0.000000	0.000000	2.339504	2.339504	2.339504	2.339504	0.571639	0.000000	0.409278	0.019083	
28000	-74.011552	442	2	3	'Z 0 Z Z 0 0 1 1 	D	0.000000	1.869317	0.000000	0.000000	1.869317	1.869317	12.816005	12.816005	0.516629	0.000000	0.451710	0.031661	
29000	-68.362536	470	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	1.116052	0.000000	0.000000	1.116052	1.116052	1.116052	1.116052	0.691569	0.000000	0.304051	0.004380	
30000	-69.151985	510	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.350748	1.350748	1.350748	1.350748	1.350748	1.350748	0.000000	0.002873	0.926839	0.070288	
31000	-71.099561	37	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	3.356735	0.000000	3.356735	3.356735	3.356735	3.356735	3.356735	0.527742	0.001201	0.432662	0.038396	
32000	-69.632302	767	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	1.226182	0.000000	0.000000	1.226182	1.226182	1.226182	0.000000	0.642144	0.000000	0.357856	0.000000	
33000	-70.070996	740	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.716688	2.716688	2.716688	2.716688	2.716688	2.716688	2.716688	0.450314	0.010354	0.461662	0.077671	
34000	-70.479720	923	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	1.183112	0.000000	1.183112	1.183112	1.183112	1.183112	1.183112	0.708046	0.000053	0.284222	0.007678	
35000	-67.861309	3	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	1.314189	0.000000	0.000000	1.314189	1.314189	1.314189	1.314189	0.617352	0.000000	0.373064	0.009584	
36000	-70.090139	828	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.654108	1.654108	1.654108	1.654108	1.654108	1.654108	1.654108	0.540904	0.006188	0.416408	0.036500	
37000	-68.414586	827	1	4	'Z Z Z Z 0 0 0 0 	D	0.000000	0.000000	0.000000	0.000000	1.161696	1.161696	1.161696	1.161696	0.000000	0.000000	0.978788	0.021212	
38000	-68.361838	540	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	1.658260	1.658260	1.658260	1.658260	1.658260	1.658260	0.000000	0.608058	0.006092	0.378151	0.007699	
39000	-68.501690	50	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.254164	1.254164	1.254164	1.254164	1.254164	1.254164	1.254164	0.575767	0.003810	0.400200	0.020223	
40000	-73.029137	902	1	3	'0 0 Z Z 0 0 Z 0 	D	1.150752	1.150752	0.000000	0.000000	1.150752	1.150752	0.000000	1.150752	0.567644	0.000000	0.417553	0.014803	
41000	-76.565631	188	1	2	'0 0 0 Z 0 0 Z 0 	D	3.220550	3.220550	3.220550	0.000000	3.220550	3.220550	0.000000	3.220550	0.415505	0.015234	0.489262	0.079999	
42000	-68.862653	894	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	1.644405	0.000000	0.000000	1.644405	1.644405	1.644405	1.644405	0.582583	0.000000	0.405188	0.012230	
43000	-70.189230	22	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.660823	2.660823	2.660823	2.660823	2.660823	2.660823	2.660823	0.446316	0.010342	0.464478	0.078864	
44000	-66.867369	141	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.973764	1.973764	1.973764	1.973764	1.973764	1.973764	1.973764	0.464289	0.007064	0.473945	0.054703	
45000	-68.834860	100	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	2.074130	0.000000	0.000000	2.074130	2.074130	2.074130	2.074130	0.572733	0.000000	0.408061	0.019206	
46000	-72.054921	331	1	2	'0 0 Z Z 0 0 0 0 	D	1.096407	1.096407	0.000000	0.000000	1.096407	1.096407	1.096407	1.096407	0.581749	0.000000	0.411187	0.007064	
47000	-70.034795	689	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	1.654683	1.654683	1.654683	1.654683	1.654683	0.000000	0.000375	0.959371	0.040254	
48000	-68.223100	944	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.663399	1.663399	1.663399	1.663399	1.663399	1.663399	1.663399	0.530796	0.004986	0.432890	0.031328	
49000	-70.621754	847	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	2.802144	0.000000	0.000000	2.802144	2.802144	2.802144	2.802144	0.542844	0.000000	0.432778	0.024378	
50000	-71.912612	334	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	0.784698	0.000000	0.000000	0.784698	0.784698	0.784698	0.784698	0.723975	0.000000	0.273462	0.002564	
51000	-68.711031	231	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	1.006891	0.000000	0.000000	1.006891	1.006891	1.006891	0.000000	0.754517	0.000000	0.245483	0.000000	
52000	-68.987039	643	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	1.293285	0.000000	0.000000	1.293285	1.293285	1.293285	1.293285	0.694984	0.000000	0.299171	0.005846	
53000	-68.917208	10	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	1.664762	1.664762	1.664762	1.664762	1.664762	1.664762	0.000000	0.606831	0.004368	0.385231	0.003569	
54000	-68.647571	684	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	1.340732	0.000000	0.000000	1.340732	1.340732	1.340732	0.000000	0.667847	0.000000	0.332153	0.000000	
55000	-70.147846	497	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	1.854189	1.854189	1.854189	1.854189	1.854189	1.854189	1.854189	0.490852	0.007755	0.447733	0.053661	
