Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-eskimo-bi.linealdescent.bttrees
Data File Name:                  ./data/austronesian-eskimo-bi.linealdescent.btdata
Log File Name:                   ./output/austronesian-eskimo-bi.linealdescent-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            694450023
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-eskimo-bi.linealdescent-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.447059,0.388235,0.141176,0.023529)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       85
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-85.390433	533	1	3	'0 Z 0 Z 0 0 0 Z 	D	2.159546	0.000000	2.159546	0.000000	2.159546	2.159546	2.159546	0.000000	0.000000	0.000000	1.000000	0.000000	
12000	-83.997174	563	2	3	'1 Z 0 Z 0 0 1 Z 	D	3.195047	0.000000	1.778307	0.000000	1.778307	1.778307	3.195047	0.000000	0.000000	0.000000	1.000000	0.000000	
13000	-85.713377	758	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	3.396710	3.396710	0.000000	3.396710	3.396710	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	
14000	-81.543871	833	2	3	'1 0 1 Z 1 0 Z Z 	D	4.199422	0.292195	4.199422	0.000000	4.199422	0.292195	0.000000	0.000000	0.004858	0.000221	0.994921	0.000000	
15000	-81.186644	152	2	2	'1 Z 1 0 1 0 Z 1 	D	3.402073	0.000000	3.402073	0.495918	3.402073	0.495918	0.000000	3.402073	0.000866	0.010144	0.906524	0.082466	
16000	-81.253503	779	2	2	'1 0 1 Z 1 0 Z 1 	D	4.513921	0.555314	4.513921	0.000000	4.513921	0.555314	0.000000	4.513921	0.013511	0.001254	0.829696	0.155539	
17000	-81.609166	31	2	2	'0 Z 0 1 0 1 Z 1 	D	4.721556	0.000000	4.721556	0.490656	4.721556	0.490656	0.000000	0.490656	0.000136	0.000792	0.998733	0.000338	
18000	-87.916614	131	1	1	'0 0 0 Z 0 0 0 0 	D	2.223943	2.223943	2.223943	0.000000	2.223943	2.223943	2.223943	2.223943	0.756673	0.157074	0.080729	0.005524	
19000	-88.800642	249	1	1	'0 0 0 Z 0 0 0 0 	D	3.864932	3.864932	3.864932	0.000000	3.864932	3.864932	3.864932	3.864932	0.528888	0.354744	0.099958	0.016410	
20000	-84.909779	333	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	3.034566	3.034566	0.000000	3.034566	3.034566	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	
21000	-84.949091	292	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	2.918202	2.918202	0.000000	2.918202	2.918202	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	
22000	-87.713200	79	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	2.458700	2.458700	0.000000	2.458700	2.458700	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	
23000	-81.844140	376	2	1	'1 0 1 Z 1 0 0 0 	D	4.718040	0.308675	4.718040	0.000000	4.718040	0.308675	0.308675	0.308675	0.038702	0.002720	0.957625	0.000953	
