Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/austronesian-iroquois-exogamy.unilineal.descent.bttrees
Data File Name:                  ./data/austronesian-iroquois-exogamy.unilineal.descent.btdata
Log File Name:                   ./output/austronesian-iroquois-exogamy.unilineal.descent-indep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1684994219
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-exogamy.unilineal.descent-indep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.807692,0.025641,0.141026,0.025641)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000083
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       78
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-48.974017	172	2	0	'1 0 1 0 	0.472927	3.760429	0.472927	3.760429	0.828100	0.005971	0.159348	0.006581	
12000	-48.561713	681	2	0	'0 0 0 1 	0.724954	0.724954	0.724954	9.654859	0.974872	0.024473	0.000573	0.000082	
13000	-47.828458	653	2	0	'0 0 0 1 	1.076333	1.076333	1.076333	20.502644	0.967378	0.030671	0.001651	0.000300	
14000	-48.376748	619	2	0	'0 0 0 1 	0.657687	0.657687	0.657687	8.650253	0.977911	0.020987	0.000981	0.000121	
15000	-53.961864	541	1	0	'0 0 0 0 	0.864817	0.864817	0.864817	0.864817	0.999325	0.000104	0.000571	0.000000	
16000	-52.290649	681	1	0	'0 0 0 0 	0.751687	0.751687	0.751687	0.751687	0.999240	0.000117	0.000643	0.000000	
17000	-51.901017	204	1	0	'0 0 0 0 	0.466543	0.466543	0.466543	0.466543	0.999860	0.000022	0.000119	0.000000	
18000	-51.629018	929	1	0	'0 0 0 0 	0.534885	0.534885	0.534885	0.534885	0.999232	0.000118	0.000649	0.000000	
19000	-55.271422	961	1	0	'0 0 0 0 	0.244471	0.244471	0.244471	0.244471	0.999975	0.000004	0.000021	0.000000	
20000	-52.756861	967	1	0	'0 0 0 0 	0.381000	0.381000	0.381000	0.381000	0.999418	0.000090	0.000492	0.000000	
21000	-53.868632	379	1	0	'0 0 0 0 	0.912253	0.912253	0.912253	0.912253	0.999529	0.000073	0.000399	0.000000	
22000	-51.908284	193	1	0	'0 0 0 0 	0.732578	0.732578	0.732578	0.732578	0.999491	0.000078	0.000431	0.000000	
23000	-51.694206	194	1	0	'0 0 0 0 	0.473188	0.473188	0.473188	0.473188	0.999958	0.000006	0.000036	0.000000	
24000	-51.493208	142	1	0	'0 0 0 0 	0.572902	0.572902	0.572902	0.572902	0.999674	0.000050	0.000276	0.000000	
25000	-51.759746	695	1	0	'0 0 0 0 	0.566819	0.566819	0.566819	0.566819	0.999928	0.000011	0.000061	0.000000	
26000	-48.686290	944	2	0	'0 0 0 1 	0.754185	0.754185	0.754185	9.191966	0.977361	0.022388	0.000221	0.000029	
27000	-48.184368	860	2	0	'0 0 0 1 	0.676001	0.676001	0.676001	11.148950	0.970928	0.027747	0.001139	0.000186	
28000	-54.746055	154	1	0	'0 0 0 0 	1.029072	1.029072	1.029072	1.029072	0.998393	0.000247	0.001358	0.000002	
29000	-51.129182	28	1	0	'0 0 0 0 	0.540312	0.540312	0.540312	0.540312	0.998789	0.000186	0.001024	0.000001	
30000	-54.244285	397	1	0	'0 0 0 0 	1.023421	1.023421	1.023421	1.023421	0.998185	0.000279	0.001534	0.000002	
31000	-52.228704	968	1	0	'0 0 0 0 	0.771728	0.771728	0.771728	0.771728	0.999651	0.000054	0.000295	0.000000	
32000	-51.535046	860	1	0	'0 0 0 0 	0.656174	0.656174	0.656174	0.656174	0.998700	0.000200	0.001099	0.000001	
33000	-51.991642	167	1	0	'0 0 0 0 	0.372096	0.372096	0.372096	0.372096	0.999847	0.000024	0.000130	0.000000	
34000	-52.020640	390	1	0	'0 0 0 0 	0.506203	0.506203	0.506203	0.506203	0.999875	0.000019	0.000106	0.000000	
35000	-51.295682	899	1	0	'0 0 0 0 	0.480809	0.480809	0.480809	0.480809	0.999473	0.000081	0.000446	0.000000	
36000	-54.169711	212	1	0	'0 0 0 0 	0.865249	0.865249	0.865249	0.865249	0.998956	0.000161	0.000883	0.000001	
37000	-56.366663	485	1	0	'0 0 0 0 	1.396704	1.396704	1.396704	1.396704	0.996978	0.000464	0.002551	0.000007	
38000	-52.086026	788	1	0	'0 0 0 0 	0.807295	0.807295	0.807295	0.807295	0.999401	0.000092	0.000507	0.000000	
39000	-53.239847	553	1	0	'0 0 0 0 	0.953433	0.953433	0.953433	0.953433	0.997980	0.000310	0.001707	0.000003	
40000	-51.858921	519	1	0	'0 0 0 0 	0.623385	0.623385	0.623385	0.623385	0.999285	0.000110	0.000605	0.000000	
41000	-51.923248	234	1	0	'0 0 0 0 	0.709230	0.709230	0.709230	0.709230	0.999035	0.000148	0.000816	0.000001	
42000	-51.900207	613	1	0	'0 0 0 0 	0.572683	0.572683	0.572683	0.572683	0.999067	0.000143	0.000789	0.000001	
43000	-49.564405	553	2	0	'0 1 0 1 	0.862277	5.390392	0.862277	5.390392	0.727886	0.007128	0.250914	0.014072	
44000	-51.535728	336	1	0	'0 0 0 0 	0.620683	0.620683	0.620683	0.620683	0.999935	0.000010	0.000055	0.000000	
45000	-51.953785	810	1	0	'0 0 0 0 	0.641584	0.641584	0.641584	0.641584	0.999601	0.000061	0.000338	0.000000	
46000	-51.975395	673	1	0	'0 0 0 0 	0.473034	0.473034	0.473034	0.473034	0.999499	0.000077	0.000424	0.000000	
47000	-52.199686	955	1	0	'0 0 0 0 	0.423630	0.423630	0.423630	0.423630	0.999218	0.000120	0.000662	0.000000	
48000	-53.040450	638	1	0	'0 0 0 0 	0.346398	0.346398	0.346398	0.346398	0.999830	0.000026	0.000144	0.000000	
49000	-52.459704	866	1	0	'0 0 0 0 	0.840101	0.840101	0.840101	0.840101	0.997009	0.000459	0.002525	0.000007	
50000	-53.070515	868	1	0	'0 0 0 0 	0.853849	0.853849	0.853849	0.853849	0.997438	0.000393	0.002164	0.000005	
51000	-49.830927	103	2	0	'1 1 1 0 	0.631421	0.631421	0.631421	32.946505	0.969116	0.030767	0.000099	0.000018	
52000	-48.762626	658	2	0	'1 1 1 0 	0.763706	0.763706	0.763706	8.395137	0.980940	0.018915	0.000130	0.000014	
53000	-49.040372	379	2	0	'1 1 1 0 	1.235530	1.235530	1.235530	17.467079	0.968031	0.030521	0.001226	0.000221	
54000	-51.688419	447	1	0	'0 0 0 0 	0.716025	0.716025	0.716025	0.716025	0.998335	0.000256	0.001407	0.000002	
55000	-51.462833	28	1	0	'0 0 0 0 	0.426662	0.426662	0.426662	0.426662	0.999245	0.000116	0.000639	0.000000	
56000	-52.281112	165	1	0	'0 0 0 0 	0.592163	0.592163	0.592163	0.592163	0.997975	0.000311	0.001711	0.000003	
57000	-51.636454	502	1	0	'0 0 0 0 	0.486518	0.486518	0.486518	0.486518	0.999978	0.000003	0.000019	0.000000	
58000	-51.799119	635	1	0	'0 0 0 0 	0.629733	0.629733	0.629733	0.629733	0.998961	0.000160	0.000878	0.000001	
59000	-52.359748	953	1	0	'0 0 0 0 	0.796517	0.796517	0.796517	0.796517	0.999282	0.000110	0.000608	0.000000	
60000	-52.486067	611	1	0	'0 0 0 0 	0.396593	0.396593	0.396593	0.396593	0.999861	0.000021	0.000118	0.000000	
61000	-52.055365	363	1	0	'0 0 0 0 	0.553261	0.553261	0.553261	0.553261	0.999918	0.000013	0.000069	0.000000	
62000	-51.684589	817	1	0	'0 0 0 0 	0.445409	0.445409	0.445409	0.445409	0.999820	0.000028	0.000152	0.000000	
63000	-51.658282	411	1	0	'0 0 0 0 	0.640000	0.640000	0.640000	0.640000	0.999894	0.000016	0.000090	0.000000	
64000	-51.919986	811	1	0	'0 0 0 0 	0.574788	0.574788	0.574788	0.574788	0.999956	0.000007	0.000037	0.000000	
65000	-52.388743	692	1	0	'0 0 0 0 	0.439260	0.439260	0.439260	0.439260	0.999580	0.000065	0.000355	0.000000	
66000	-51.624554	585	1	0	'0 0 0 0 	0.531885	0.531885	0.531885	0.531885	0.998828	0.000180	0.000990	0.000001	
67000	-51.456309	123	1	0	'0 0 0 0 	0.574808	0.574808	0.574808	0.574808	0.999829	0.000026	0.000144	0.000000	
68000	-53.288412	216	1	0	'0 0 0 0 	0.826147	0.826147	0.826147	0.826147	0.999699	0.000046	0.000255	0.000000	
69000	-55.955645	48	1	0	'0 0 0 0 	0.198897	0.198897	0.198897	0.198897	0.999932	0.000010	0.000058	0.000000	
70000	-47.963870	307	2	0	'1 1 1 0 	1.059287	1.059287	1.059287	24.094346	0.968032	0.030730	0.001048	0.000190	
71000	-51.474737	32	1	0	'0 0 0 0 	0.674376	0.674376	0.674376	0.674376	0.998494	0.000231	0.001273	0.000002	
72000	-51.955687	894	1	0	'0 0 0 0 	0.517778	0.517778	0.517778	0.517778	0.999339	0.000102	0.000559	0.000000	
73000	-52.585010	633	1	0	'0 0 0 0 	0.751230	0.751230	0.751230	0.751230	0.998337	0.000255	0.001405	0.000002	
74000	-51.867093	859	1	0	'0 0 0 0 	0.589724	0.589724	0.589724	0.589724	0.999787	0.000033	0.000180	0.000000	
75000	-52.206338	276	1	0	'0 0 0 0 	0.603294	0.603294	0.603294	0.603294	0.999763	0.000036	0.000201	0.000000	
76000	-52.856546	263	1	0	'0 0 0 0 	0.778386	0.778386	0.778386	0.778386	0.999815	0.000028	0.000157	0.000000	
77000	-52.352800	742	1	0	'0 0 0 0 	0.528696	0.528696	0.528696	0.528696	0.999979	0.000003	0.000017	0.000000	
78000	-52.711758	831	1	0	'0 0 0 0 	0.831441	0.831441	0.831441	0.831441	0.997647	0.000361	0.001987	0.000004	
79000	-53.309143	176	1	0	'0 0 0 0 	0.848299	0.848299	0.848299	0.848299	0.996306	0.000567	0.003117	0.000010	
80000	-52.016140	411	1	0	'0 0 0 0 	0.717105	0.717105	0.717105	0.717105	0.999841	0.000024	0.000135	0.000000	
81000	-51.710947	958	1	0	'0 0 0 0 	0.496010	0.496010	0.496010	0.496010	0.999963	0.000006	0.000031	0.000000	
82000	-54.130309	594	1	0	'0 0 0 0 	0.995542	0.995542	0.995542	0.995542	0.993436	0.001005	0.005527	0.000032	
83000	-52.075763	967	1	0	'0 0 0 0 	0.528517	0.528517	0.528517	0.528517	0.998879	0.000172	0.000948	0.000001	
84000	-51.893822	753	1	0	'0 0 0 0 	0.648381	0.648381	0.648381	0.648381	0.999736	0.000041	0.000223	0.000000	
85000	-52.447827	848	1	0	'0 0 0 0 	0.513122	0.513122	0.513122	0.513122	0.999901	0.000015	0.000084	0.000000	
86000	-51.726425	793	1	0	'0 0 0 0 	0.393452	0.393452	0.393452	0.393452	0.999473	0.000081	0.000445	0.000000	
87000	-51.876662	832	1	0	'0 0 0 0 	0.630274	0.630274	0.630274	0.630274	0.998361	0.000252	0.001385	0.000002	
88000	-51.872688	60	1	0	'0 0 0 0 	0.493258	0.493258	0.493258	0.493258	0.999793	0.000032	0.000175	0.000000	
89000	-52.088800	493	1	0	'0 0 0 0 	0.734665	0.734665	0.734665	0.734665	0.998833	0.000179	0.000987	0.000001	
90000	-51.794799	900	1	0	'0 0 0 0 	0.509093	0.509093	0.509093	0.509093	0.999106	0.000138	0.000756	0.000001	
91000	-51.535773	594	1	0	'0 0 0 0 	0.607966	0.607966	0.607966	0.607966	0.997495	0.000385	0.002115	0.000005	
