Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-omaha-patrilineal.bttrees
Data File Name:                  ./data/bantu-omaha-patrilineal.btdata
Log File Name:                   ./output/bantu-omaha-patrilineal-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2614886323
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-omaha-patrilineal-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.521739,0.362319,0.014493,0.101449)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-66.401479	13	1	1	'0 Z 0 0 0 0 0 0 	D	2.661952	0.000000	2.661952	2.661952	2.661952	2.661952	2.661952	2.661952	0.693655	0.257292	0.009160	0.039893	
12000	-68.292545	615	1	1	'0 Z 0 0 0 0 0 0 	D	2.816010	0.000000	2.816010	2.816010	2.816010	2.816010	2.816010	2.816010	0.670895	0.272738	0.009839	0.046528	
13000	-72.153644	324	1	4	'0 Z 0 0 Z Z Z 0 	D	3.493218	0.000000	3.493218	3.493218	0.000000	0.000000	0.000000	3.493218	0.809548	0.190452	0.000000	0.000000	
14000	-68.456447	494	1	1	'0 Z 0 0 0 0 0 0 	D	3.466746	0.000000	3.466746	3.466746	3.466746	3.466746	3.466746	3.466746	0.633602	0.296144	0.011163	0.059091	
15000	-68.283717	651	1	2	'0 Z 0 0 Z 0 0 0 	D	2.359480	0.000000	2.359480	2.359480	0.000000	2.359480	2.359480	2.359480	0.777437	0.212003	0.000191	0.010369	
16000	-71.155564	297	1	3	'0 Z 0 0 Z Z 0 0 	D	3.533848	0.000000	3.533848	3.533848	0.000000	0.000000	3.533848	3.533848	0.742631	0.243482	0.000000	0.013887	
17000	-72.027111	935	1	1	'0 Z 0 0 0 0 0 0 	D	4.746516	0.000000	4.746516	4.746516	4.746516	4.746516	4.746516	4.746516	0.574660	0.331222	0.013110	0.081009	
18000	-70.121768	944	1	3	'0 Z 0 0 Z Z 0 0 	D	3.168127	0.000000	3.168127	3.168127	0.000000	0.000000	3.168127	3.168127	0.762664	0.226296	0.000000	0.011040	
19000	-70.887357	916	1	4	'0 Z 0 0 Z Z Z 0 	D	1.946038	0.000000	1.946038	1.946038	0.000000	0.000000	0.000000	1.946038	0.837970	0.162030	0.000000	0.000000	
20000	-68.276561	113	1	3	'0 Z 0 0 Z Z 0 0 	D	2.778353	0.000000	2.778353	2.778353	0.000000	0.000000	2.778353	2.778353	0.747179	0.239620	0.000000	0.013201	
