Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-omaha-uni.localresidence.bttrees
Data File Name:                  ./data/bantu-omaha-uni.localresidence.btdata
Log File Name:                   ./output/bantu-omaha-uni.localresidence-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2675441780
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-omaha-uni.localresidence-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.130435,0.753623,0.000000,0.115942)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-51.767974	13	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	0.931326	0.931326	0.931326	0.931326	0.000000	0.931326	0.000000	1.000000	0.000000	0.000000	
12000	-49.763082	303	1	2	'0 Z 0 0 0 0 0 Z 	D	0.839494	0.000000	0.839494	0.839494	0.839494	0.839494	0.839494	0.000000	0.082635	0.907264	0.000000	0.010101	
13000	-49.517656	516	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	0.728548	0.728548	0.728548	0.728548	0.728548	0.728548	0.000000	0.989462	0.000000	0.010538	
14000	-52.683875	180	1	4	'0 Z 0 0 0 Z Z Z 	D	1.042878	0.000000	1.042878	1.042878	1.042878	0.000000	0.000000	0.000000	0.131946	0.868054	0.000000	0.000000	
15000	-51.977075	938	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.742051	0.742051	0.742051	0.742051	0.742051	0.742051	0.742051	0.000147	0.991909	0.000000	0.007943	
16000	-48.213406	415	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	0.801546	0.801546	0.801546	0.801546	0.801546	0.000000	0.000000	0.994025	0.000000	0.005975	
17000	-50.662264	132	1	2	'0 Z 0 0 Z 0 0 0 	D	0.665105	0.000000	0.665105	0.665105	0.000000	0.665105	0.665105	0.665105	0.083793	0.910867	0.000000	0.005340	
18000	-49.279717	351	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	0.873588	0.873588	0.873588	0.873588	0.873588	0.000000	0.000000	0.988358	0.000000	0.011642	
19000	-50.621957	281	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	1.050958	1.050958	1.050958	1.050958	1.050958	0.000000	0.000000	0.976641	0.000000	0.023359	
20000	-51.194486	146	1	1	'0 Z 0 0 0 0 0 0 	D	0.667032	0.000000	0.667032	0.667032	0.667032	0.667032	0.667032	0.667032	0.076320	0.913713	0.000000	0.009968	
