Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-omaha-matri.anvunclocalresidence.bttrees
Data File Name:                  ./data/bantu-omaha-matri.anvunclocalresidence.btdata
Log File Name:                   ./output/bantu-omaha-matri.anvunclocalresidence-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3310845844
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-omaha-matri.anvunclocalresidence-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.492754,0.391304,0.115942,0.000000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-67.630877	932	1	2	'0 0 0 Z 0 Z 0 0 	D	2.394730	2.394730	2.394730	0.000000	2.394730	0.000000	2.394730	2.394730	0.481239	0.447280	0.071481	0.000000	
12000	-71.054495	340	1	2	'0 0 0 Z Z 0 0 0 	D	2.324977	2.324977	2.324977	0.000000	0.000000	2.324977	2.324977	2.324977	0.340348	0.654380	0.005272	0.000000	
13000	-67.529052	396	1	3	'Z 0 0 Z 0 Z 0 0 	D	0.000000	4.060576	4.060576	0.000000	4.060576	0.000000	4.060576	4.060576	0.000000	1.000000	0.000000	0.000000	
14000	-64.562793	709	1	3	'Z 0 0 Z 0 Z 0 0 	D	0.000000	3.116863	3.116863	0.000000	3.116863	0.000000	3.116863	3.116863	0.000000	1.000000	0.000000	0.000000	
15000	-67.164410	774	1	3	'Z 0 0 Z 0 Z 0 0 	D	0.000000	3.808240	3.808240	0.000000	3.808240	0.000000	3.808240	3.808240	0.000000	1.000000	0.000000	0.000000	
16000	-68.217902	474	2	4	'1 0 1 Z Z Z 1 Z 	D	15.811947	0.937114	15.811947	0.000000	0.000000	0.000000	15.811947	0.000000	0.542695	0.457305	0.000000	0.000000	
17000	-66.436015	12	1	2	'0 0 0 Z 0 Z 0 0 	D	2.247718	2.247718	2.247718	0.000000	2.247718	0.000000	2.247718	2.247718	0.495794	0.425246	0.078960	0.000000	
18000	-66.582412	429	1	4	'Z 0 0 Z 0 Z Z 0 	D	0.000000	2.605571	2.605571	0.000000	2.605571	0.000000	0.000000	2.605571	0.000000	1.000000	0.000000	0.000000	
19000	-68.748221	542	1	4	'Z 0 0 Z 0 Z Z 0 	D	0.000000	4.083974	4.083974	0.000000	4.083974	0.000000	0.000000	4.083974	0.000000	1.000000	0.000000	0.000000	
20000	-66.883869	272	1	2	'0 0 0 Z 0 Z 0 0 	D	2.571292	2.571292	2.571292	0.000000	2.571292	0.000000	2.571292	2.571292	0.467114	0.460149	0.072737	0.000000	
