Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-crow-matrilineal.bttrees
Data File Name:                  ./data/austronesian-crow-matrilineal.btdata
Log File Name:                   ./output/austronesian-crow-matrilineal-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2023388446
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-crow-matrilineal-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.811765,0.117647,0.023529,0.047059)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       85
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-53.740374	474	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	9.437579	9.437579	9.437579	9.437579	9.437579	9.437579	0.000000	0.573001	0.110892	0.316107	
12000	-50.853131	910	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	22.672249	22.672249	22.672249	22.672249	22.672249	0.000000	0.743739	0.039405	0.216855	
13000	-50.192948	351	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	22.530054	22.530054	22.530054	22.530054	22.530054	0.000000	0.737553	0.041895	0.220552	
14000	-49.162824	64	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	29.607653	29.607653	29.607653	29.607653	29.607653	0.000000	0.763768	0.032832	0.203400	
15000	-52.971491	247	1	4	'Z Z Z 0 0 Z 0 0 	D	0.000000	0.000000	0.000000	22.325766	22.325766	0.000000	22.325766	22.325766	0.000000	0.815220	0.000000	0.184780	
16000	-49.280660	837	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	31.396721	31.396721	31.396721	31.396721	31.396721	0.000000	0.721803	0.057178	0.221019	
17000	-48.876250	789	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	28.754654	28.754654	28.754654	28.754654	28.754654	0.000000	0.710707	0.062773	0.226520	
18000	-53.929449	806	1	4	'Z Z Z 0 0 Z 0 0 	D	0.000000	0.000000	0.000000	16.611997	16.611997	0.000000	16.611997	16.611997	0.000000	0.811927	0.000000	0.188073	
19000	-49.439314	854	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	29.809315	29.809315	29.809315	29.809315	29.809315	0.000000	0.765845	0.032173	0.201982	
20000	-51.576412	993	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	19.512034	19.512034	19.512034	19.512034	19.512034	0.000000	0.715950	0.049963	0.234087	
