Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-hawaiian-bi.localresidence.bttrees
Data File Name:                  ./data/uto-hawaiian-bi.localresidence.btdata
Log File Name:                   ./output/uto-hawaiian-bi.localresidence-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3077571527
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-hawaiian-bi.localresidence-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.318182,0.000000,0.590909,0.090909)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.121603
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-19.026697	932	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	63.487879	63.487879	63.487879	63.487879	0.000000	63.487879	0.000000	0.000000	0.999158	0.000842	
12000	-20.068575	789	1	1	'0 0 Z 0 0 0 0 0 	D	29.463830	29.463830	0.000000	29.463830	29.463830	29.463830	29.463830	29.463830	0.003429	0.000000	0.995744	0.000827	
13000	-18.882274	821	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	40.943892	40.943892	40.943892	40.943892	40.943892	40.943892	0.000000	0.048074	0.000000	0.951926	0.000000	
14000	-19.470938	222	1	2	'0 0 0 Z 0 0 Z 0 	D	20.169547	20.169547	20.169547	0.000000	20.169547	20.169547	0.000000	20.169547	0.019129	0.000000	0.980785	0.000086	
15000	-19.874632	624	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	21.404394	21.404394	21.404394	0.000000	21.404394	0.000000	0.000000	0.999780	0.000220	
16000	-19.336249	329	1	3	'Z 0 0 0 0 0 Z Z 	D	0.000000	26.210595	26.210595	26.210595	26.210595	26.210595	0.000000	0.000000	0.022252	0.000000	0.977748	0.000000	
17000	-22.979689	804	1	1	'0 0 0 0 0 0 0 Z 	D	10.911617	10.911617	10.911617	10.911617	10.911617	10.911617	10.911617	0.000000	0.004715	0.000000	0.995285	0.000000	
18000	-19.839689	140	1	1	'0 Z 0 0 0 0 0 0 	D	17.553295	0.000000	17.553295	17.553295	17.553295	17.553295	17.553295	17.553295	0.000000	0.000000	0.999926	0.000074	
19000	-18.459559	96	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	36.377128	36.377128	36.377128	36.377128	0.000000	36.377128	0.000000	0.000000	0.999972	0.000028	
20000	-18.652682	140	1	4	'Z Z Z 0 0 0 Z 0 	D	0.000000	0.000000	0.000000	23.003150	23.003150	23.003150	0.000000	23.003150	0.000000	0.000000	0.999871	0.000129	
