Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-hawaiian-absenceofcousinmarriage.preference.bttrees
Data File Name:                  ./data/uto-hawaiian-absenceofcousinmarriage.preference.btdata
Log File Name:                   ./output/uto-hawaiian-absenceofcousinmarriage.preference-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3359507214
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-hawaiian-absenceofcousinmarriage.preference-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.263158,0.000000,0.684211,0.052632)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.104381
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       19
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-12.601209	589	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	23.297644	23.297644	23.297644	23.297644	23.297644	0.000000	0.000000	0.000000	1.000000	0.000000	
12000	-13.657557	771	1	2	'0 Z 0 0 0 0 Z 0 	D	20.886830	0.000000	20.886830	20.886830	20.886830	20.886830	0.000000	20.886830	0.000000	0.000000	0.999959	0.000041	
13000	-13.034863	200	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	23.477736	23.477736	23.477736	23.477736	23.477736	23.477736	23.477736	0.035384	0.000000	0.964557	0.000059	
14000	-12.662299	148	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	26.540744	0.000000	26.540744	26.540744	26.540744	26.540744	26.540744	0.014530	0.000000	0.985440	0.000030	
15000	-13.283148	630	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	10.257947	10.257947	0.000000	10.257947	10.257947	0.000000	0.000000	0.001799	0.000000	0.998201	0.000000	
16000	-13.743883	434	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	14.858438	14.858438	0.000000	14.858438	14.858438	0.000000	0.000000	0.023436	0.000000	0.976564	0.000000	
17000	-14.198990	811	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	11.542809	11.542809	11.542809	11.542809	11.542809	11.542809	0.000000	0.007625	0.000000	0.992375	0.000000	
18000	-16.310379	198	1	2	'0 0 Z Z 0 0 0 0 	D	6.824101	6.824101	0.000000	0.000000	6.824101	6.824101	6.824101	6.824101	0.006031	0.000000	0.993968	0.000001	
19000	-12.374446	746	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	15.763893	15.763893	15.763893	15.763893	15.763893	0.000000	0.000000	0.000000	1.000000	0.000000	
20000	-17.190173	48	1	3	'0 0 0 Z 0 0 Z Z 	D	2.845169	2.845169	2.845169	0.000000	2.845169	2.845169	0.000000	0.000000	0.001903	0.000000	0.998097	0.000000	
21000	-13.750948	707	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	18.406375	0.000000	0.000000	18.406375	18.406375	18.406375	0.000000	0.000032	0.000000	0.999968	0.000000	
22000	-12.440743	935	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	22.832585	22.832585	0.000000	22.832585	22.832585	0.000000	0.000000	0.000843	0.000000	0.999157	0.000000	
23000	-12.782936	970	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	16.391667	0.000000	0.000000	16.391667	16.391667	16.391667	0.000000	0.010749	0.000000	0.989251	0.000000	
24000	-13.777340	748	1	1	'0 Z 0 0 0 0 0 0 	D	11.551361	0.000000	11.551361	11.551361	11.551361	11.551361	11.551361	11.551361	0.000000	0.000000	0.999977	0.000023	
25000	-12.836418	148	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	18.816125	18.816125	18.816125	18.816125	0.000000	18.816125	0.000000	0.000000	0.999984	0.000016	
26000	-13.734793	918	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	13.814199	13.814199	13.814199	13.814199	0.000000	13.814199	0.000000	0.000000	0.999971	0.000029	
27000	-13.926281	379	1	2	'0 Z 0 0 0 0 0 Z 	D	16.876870	0.000000	16.876870	16.876870	16.876870	16.876870	16.876870	0.000000	0.000000	0.000000	1.000000	0.000000	
28000	-12.629838	466	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	18.349582	0.000000	18.349582	18.349582	18.349582	18.349582	18.349582	0.008506	0.000000	0.991479	0.000015	
29000	-14.529088	240	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	12.330493	0.000000	0.000000	12.330493	12.330493	12.330493	12.330493	0.007713	0.000000	0.992276	0.000011	
30000	-15.947360	828	1	0	'0 0 0 0 0 0 0 0 	I	7.699128	7.699128	7.699128	7.699128	7.699128	7.699128	7.699128	7.699128	0.000705	0.000000	0.999294	0.000001	
31000	-13.155335	39	1	3	'0 Z 0 0 0 0 Z Z 	D	27.956791	0.000000	27.956791	27.956791	27.956791	27.956791	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
32000	-12.892967	220	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	28.649594	28.649594	28.649594	28.649594	28.649594	28.649594	28.649594	0.035276	0.000000	0.964693	0.000031	
33000	-12.981013	601	1	3	'Z 0 0 0 0 0 Z Z 	D	0.000000	27.751004	27.751004	27.751004	27.751004	27.751004	0.000000	0.000000	0.015782	0.000000	0.984218	0.000000	
34000	-13.333707	95	1	4	'Z 0 Z 0 0 0 Z Z 	D	0.000000	24.879410	0.000000	24.879410	24.879410	24.879410	0.000000	0.000000	0.027297	0.000000	0.972703	0.000000	
35000	-12.584303	477	1	4	'Z 0 0 Z 0 0 Z Z 	D	0.000000	22.916965	22.916965	0.000000	22.916965	22.916965	0.000000	0.000000	0.015473	0.000000	0.984527	0.000000	
36000	-13.408984	756	1	2	'0 Z 0 0 0 0 Z 0 	D	32.465909	0.000000	32.465909	32.465909	32.465909	32.465909	0.000000	32.465909	0.000000	0.000000	0.999926	0.000074	
37000	-13.689844	27	1	1	'0 0 0 0 0 0 0 Z 	D	30.926126	30.926126	30.926126	30.926126	30.926126	30.926126	30.926126	0.000000	0.023147	0.000000	0.976853	0.000000	
38000	-14.335209	735	1	1	'0 Z 0 0 0 0 0 0 	D	9.479267	0.000000	9.479267	9.479267	9.479267	9.479267	9.479267	9.479267	0.000000	0.000000	0.999976	0.000024	
39000	-13.508778	774	1	2	'0 Z 0 0 0 0 Z 0 	D	15.578112	0.000000	15.578112	15.578112	15.578112	15.578112	0.000000	15.578112	0.000000	0.000000	0.999996	0.000004	
40000	-13.612535	382	1	1	'0 0 Z 0 0 0 0 0 	D	17.572803	17.572803	0.000000	17.572803	17.572803	17.572803	17.572803	17.572803	0.015856	0.000000	0.984072	0.000072	
41000	-12.636160	403	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	57.968167	57.968167	57.968167	57.968167	57.968167	57.968167	0.000000	0.000000	0.999747	0.000253	
42000	-13.132460	3	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	38.715079	38.715079	38.715079	38.715079	38.715079	38.715079	38.715079	0.045894	0.000000	0.954041	0.000065	
