Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-eskimo-nuclear.families.bttrees
Data File Name:                  ./data/austronesian-eskimo-nuclear.families.btdata
Log File Name:                   ./output/austronesian-eskimo-nuclear.families-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            279246855
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-eskimo-nuclear.families-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.530120,0.301205,0.036145,0.132530)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       83
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-82.966588	128	1	1	'0 Z 0 0 0 0 0 0 	D	2.568221	0.000000	2.568221	2.568221	2.568221	2.568221	2.568221	2.568221	0.431833	0.386758	0.063785	0.117624	
12000	-83.228242	851	1	2	'0 Z 0 0 Z 0 0 0 	D	3.301288	0.000000	3.301288	3.301288	0.000000	3.301288	3.301288	3.301288	0.744800	0.241409	0.000210	0.013580	
13000	-83.684343	844	1	1	'0 Z 0 0 0 0 0 0 	D	4.852302	0.000000	4.852302	4.852302	4.852302	4.852302	4.852302	4.852302	0.600241	0.278915	0.033433	0.087412	
14000	-82.435477	330	1	1	'0 Z 0 0 0 0 0 0 	D	3.327758	0.000000	3.327758	3.327758	3.327758	3.327758	3.327758	3.327758	0.485750	0.341086	0.050968	0.122197	
15000	-83.450786	169	1	1	'0 Z 0 0 0 0 0 0 	D	3.748062	0.000000	3.748062	3.748062	3.748062	3.748062	3.748062	3.748062	0.570983	0.292308	0.038708	0.098000	
16000	-83.800390	875	1	2	'0 Z 0 0 Z 0 0 0 	D	3.061575	0.000000	3.061575	3.061575	0.000000	3.061575	3.061575	3.061575	0.726232	0.258107	0.000230	0.015432	
17000	-82.196005	921	1	1	'0 Z 0 0 0 0 0 0 	D	3.073386	0.000000	3.073386	3.073386	3.073386	3.073386	3.073386	3.073386	0.481335	0.348562	0.054038	0.116064	
18000	-82.356955	71	1	1	'0 Z 0 0 0 0 0 0 	D	3.508932	0.000000	3.508932	3.508932	3.508932	3.508932	3.508932	3.508932	0.534282	0.315011	0.045610	0.105097	
19000	-82.507926	875	1	1	'0 Z 0 0 0 0 0 0 	D	2.814333	0.000000	2.814333	2.814333	2.814333	2.814333	2.814333	2.814333	0.480703	0.350982	0.055663	0.112652	
20000	-83.565522	506	1	1	'0 Z 0 0 0 0 0 0 	D	5.354373	0.000000	5.354373	5.354373	5.354373	5.354373	5.354373	5.354373	0.612933	0.270740	0.031819	0.084508	
21000	-85.487811	28	1	1	'0 Z 0 0 0 0 0 0 	D	1.754973	0.000000	1.754973	1.754973	1.754973	1.754973	1.754973	1.754973	0.355851	0.457083	0.090645	0.096421	
22000	-83.087843	685	1	2	'0 Z 0 0 Z 0 0 0 	D	3.350919	0.000000	3.350919	3.350919	0.000000	3.350919	3.350919	3.350919	0.718300	0.256745	0.000685	0.024270	
23000	-82.061455	576	1	1	'0 Z 0 0 0 0 0 0 	D	3.989321	0.000000	3.989321	3.989321	3.989321	3.989321	3.989321	3.989321	0.566830	0.290649	0.037388	0.105132	
24000	-83.480907	100	1	1	'0 Z 0 0 0 0 0 0 	D	4.833001	0.000000	4.833001	4.833001	4.833001	4.833001	4.833001	4.833001	0.590666	0.279891	0.034361	0.095081	
25000	-82.721207	852	1	1	'0 Z 0 0 0 0 0 0 	D	4.510106	0.000000	4.510106	4.510106	4.510106	4.510106	4.510106	4.510106	0.574464	0.284951	0.034889	0.105696	
26000	-83.402405	82	1	1	'0 Z 0 0 0 0 0 0 	D	5.352942	0.000000	5.352942	5.352942	5.352942	5.352942	5.352942	5.352942	0.609470	0.270661	0.032060	0.087809	
27000	-85.710461	859	1	2	'0 Z 0 0 Z 0 0 0 	D	2.140599	0.000000	2.140599	2.140599	0.000000	2.140599	2.140599	2.140599	0.641369	0.350670	0.000026	0.007935	
28000	-81.704974	430	1	1	'0 Z 0 0 0 0 0 0 	D	3.157883	0.000000	3.157883	3.157883	3.157883	3.157883	3.157883	3.157883	0.475536	0.355863	0.050015	0.118586	
29000	-81.994769	323	1	1	'0 Z 0 0 0 0 0 0 	D	3.863589	0.000000	3.863589	3.863589	3.863589	3.863589	3.863589	3.863589	0.552180	0.299848	0.039464	0.108508	
30000	-82.537018	950	1	1	'0 Z 0 0 0 0 0 0 	D	3.821039	0.000000	3.821039	3.821039	3.821039	3.821039	3.821039	3.821039	0.560274	0.297268	0.038873	0.103585	
31000	-82.057759	647	1	1	'0 Z 0 0 0 0 0 0 	D	3.284294	0.000000	3.284294	3.284294	3.284294	3.284294	3.284294	3.284294	0.531620	0.316214	0.047925	0.104241	
32000	-82.426025	599	1	1	'0 Z 0 0 0 0 0 0 	D	2.714075	0.000000	2.714075	2.714075	2.714075	2.714075	2.714075	2.714075	0.425292	0.387615	0.058221	0.128872	
33000	-81.920802	4	1	1	'0 Z 0 0 0 0 0 0 	D	3.532517	0.000000	3.532517	3.532517	3.532517	3.532517	3.532517	3.532517	0.511632	0.331178	0.044751	0.112439	
34000	-85.323285	963	1	1	'0 Z 0 0 0 0 0 0 	D	6.729898	0.000000	6.729898	6.729898	6.729898	6.729898	6.729898	6.729898	0.593337	0.274539	0.032126	0.099998	
35000	-84.217601	957	1	3	'0 Z 0 0 Z Z 0 0 	D	2.647407	0.000000	2.647407	2.647407	0.000000	0.000000	2.647407	2.647407	0.741877	0.251079	0.000000	0.007044	
36000	-83.510503	29	1	1	'0 Z 0 0 0 0 0 0 	D	5.065200	0.000000	5.065200	5.065200	5.065200	5.065200	5.065200	5.065200	0.595587	0.278529	0.034332	0.091552	
37000	-82.216977	863	1	1	'0 Z 0 0 0 0 0 0 	D	3.615536	0.000000	3.615536	3.615536	3.615536	3.615536	3.615536	3.615536	0.529991	0.314365	0.050118	0.105526	
38000	-82.231516	1000	1	1	'0 Z 0 0 0 0 0 0 	D	3.201406	0.000000	3.201406	3.201406	3.201406	3.201406	3.201406	3.201406	0.518766	0.322394	0.046703	0.112136	
39000	-84.989596	119	1	3	'0 Z 0 0 Z Z 0 0 	D	3.680023	0.000000	3.680023	3.680023	0.000000	0.000000	3.680023	3.680023	0.802031	0.190644	0.000000	0.007325	
40000	-88.766571	204	1	4	'0 Z Z 0 Z Z 0 0 	D	3.909395	0.000000	0.000000	3.909395	0.000000	0.000000	3.909395	3.909395	1.000000	0.000000	0.000000	0.000000	
41000	-83.994666	844	2	3	'1 Z Z 0 0 Z 0 1 	D	2.944762	0.000000	0.000000	11.176925	11.176925	0.000000	11.176925	2.944762	0.833581	0.053868	0.067727	0.044824	
42000	-84.516603	897	1	2	'0 Z 0 0 Z 0 0 0 	D	2.414590	0.000000	2.414590	2.414590	0.000000	2.414590	2.414590	2.414590	0.649277	0.341215	0.000037	0.009471	
43000	-84.622193	214	1	1	'0 Z 0 0 0 0 0 0 	D	5.853785	0.000000	5.853785	5.853785	5.853785	5.853785	5.853785	5.853785	0.585683	0.277912	0.032939	0.103467	
44000	-85.604879	631	1	2	'0 Z 0 0 0 0 Z 0 	D	4.709834	0.000000	4.709834	4.709834	4.709834	4.709834	0.000000	4.709834	0.734467	0.221711	0.023056	0.020766	
45000	-85.241148	68	1	2	'0 Z 0 0 Z 0 0 0 	D	2.612521	0.000000	2.612521	2.612521	0.000000	2.612521	2.612521	2.612521	0.730379	0.259585	0.000074	0.009962	
46000	-81.941381	556	1	1	'0 Z 0 0 0 0 0 0 	D	3.426442	0.000000	3.426442	3.426442	3.426442	3.426442	3.426442	3.426442	0.549541	0.309202	0.048534	0.092723	
47000	-84.226059	775	1	1	'0 Z 0 0 0 0 0 0 	D	5.595291	0.000000	5.595291	5.595291	5.595291	5.595291	5.595291	5.595291	0.600287	0.272569	0.032295	0.094849	
48000	-81.683174	710	1	1	'0 Z 0 0 0 0 0 0 	D	3.387940	0.000000	3.387940	3.387940	3.387940	3.387940	3.387940	3.387940	0.500664	0.327073	0.045825	0.126437	
49000	-82.894244	970	1	1	'0 Z 0 0 0 0 0 0 	D	3.982277	0.000000	3.982277	3.982277	3.982277	3.982277	3.982277	3.982277	0.558556	0.303794	0.039559	0.098091	
50000	-82.387503	142	1	1	'0 Z 0 0 0 0 0 0 	D	3.103977	0.000000	3.103977	3.103977	3.103977	3.103977	3.103977	3.103977	0.464807	0.369001	0.053509	0.112684	
51000	-87.061987	203	1	4	'0 Z Z 0 Z Z 0 0 	D	2.715644	0.000000	0.000000	2.715644	0.000000	0.000000	2.715644	2.715644	1.000000	0.000000	0.000000	0.000000	
52000	-84.512339	467	1	3	'0 Z 0 0 Z Z 0 0 	D	3.337239	0.000000	3.337239	3.337239	0.000000	0.000000	3.337239	3.337239	0.767363	0.222140	0.000000	0.010497	
53000	-84.834086	900	1	1	'0 Z 0 0 0 0 0 0 	D	6.002104	0.000000	6.002104	6.002104	6.002104	6.002104	6.002104	6.002104	0.581302	0.279706	0.033130	0.105863	
54000	-82.248229	84	1	1	'0 Z 0 0 0 0 0 0 	D	3.582952	0.000000	3.582952	3.582952	3.582952	3.582952	3.582952	3.582952	0.538403	0.313735	0.043737	0.104124	
55000	-82.501687	411	1	1	'0 Z 0 0 0 0 0 0 	D	2.697367	0.000000	2.697367	2.697367	2.697367	2.697367	2.697367	2.697367	0.406235	0.405126	0.067187	0.121452	
56000	-82.150886	859	1	2	'0 Z 0 Z 0 0 0 0 	I	4.560511	0.000000	4.560511	0.000000	4.560511	4.560511	4.560511	4.560511	0.000000	0.000000	0.215019	0.784981	
57000	-83.281852	799	1	1	'0 Z 0 0 0 0 0 0 	D	4.426617	0.000000	4.426617	4.426617	4.426617	4.426617	4.426617	4.426617	0.567892	0.288784	0.037128	0.106197	
58000	-84.000272	677	1	2	'0 Z 0 0 Z 0 0 0 	D	4.027635	0.000000	4.027635	4.027635	0.000000	4.027635	4.027635	4.027635	0.722349	0.247589	0.001117	0.028945	
