Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-iroquois-exogamy.unilineal.descent.bttrees
Data File Name:                  ./data/uto-iroquois-exogamy.unilineal.descent.btdata
Log File Name:                   ./output/uto-iroquois-exogamy.unilineal.descent-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1820492980
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-iroquois-exogamy.unilineal.descent-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.736842,0.052632,0.210526,0.000000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.104400
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       19
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-9.668686	765	1	1	'0 0 0 Z 0 0 0 0 	D	22.335797	22.335797	22.335797	0.000000	22.335797	22.335797	22.335797	22.335797	0.993820	0.000044	0.006136	0.000000	
12000	-9.112061	754	1	2	'0 0 0 0 0 0 Z Z 	D	15.864448	15.864448	15.864448	15.864448	15.864448	15.864448	0.000000	0.000000	0.999881	0.000006	0.000113	0.000000	
13000	-9.079024	287	1	4	'0 0 0 Z Z 0 Z Z 	D	14.817031	14.817031	14.817031	0.000000	0.000000	14.817031	0.000000	0.000000	0.999989	0.000011	0.000000	0.000000	
14000	-9.705485	222	1	2	'0 0 0 Z 0 0 Z 0 	D	5.603220	5.603220	5.603220	0.000000	5.603220	5.603220	0.000000	5.603220	0.999289	0.000002	0.000708	0.000000	
15000	-9.539912	812	1	1	'0 0 0 Z 0 0 0 0 	D	20.797797	20.797797	20.797797	0.000000	20.797797	20.797797	20.797797	20.797797	0.998930	0.000012	0.001058	0.000000	
16000	-9.064336	825	1	4	'0 0 0 Z Z Z 0 Z 	D	24.594956	24.594956	24.594956	0.000000	0.000000	0.000000	24.594956	0.000000	0.999956	0.000044	0.000000	0.000000	
17000	-9.838725	899	1	3	'0 0 0 0 Z Z 0 Z 	D	8.488870	8.488870	8.488870	8.488870	0.000000	0.000000	8.488870	0.000000	0.999995	0.000005	0.000000	0.000000	
18000	-10.370331	968	1	4	'0 0 0 0 Z Z Z Z 	D	9.915544	9.915544	9.915544	9.915544	0.000000	0.000000	0.000000	0.000000	0.999994	0.000006	0.000000	0.000000	
19000	-9.469041	546	1	4	'0 0 0 Z Z Z 0 Z 	D	10.895455	10.895455	10.895455	0.000000	0.000000	0.000000	10.895455	0.000000	0.999993	0.000007	0.000000	0.000000	
20000	-9.854438	938	1	1	'0 0 0 0 0 0 0 Z 	D	7.880713	7.880713	7.880713	7.880713	7.880713	7.880713	7.880713	0.000000	0.999975	0.000005	0.000021	0.000000	
21000	-11.041135	296	1	3	'0 0 Z Z Z 0 0 0 	D	4.223582	4.223582	0.000000	0.000000	0.000000	4.223582	4.223582	4.223582	1.000000	0.000000	0.000000	0.000000	
22000	-9.703621	648	1	1	'0 0 0 0 0 Z 0 0 	D	12.411554	12.411554	12.411554	12.411554	12.411554	0.000000	12.411554	12.411554	0.996422	0.000001	0.003577	0.000000	
23000	-10.537903	431	1	0	'0 0 0 0 0 0 0 0 	I	7.432928	7.432928	7.432928	7.432928	7.432928	7.432928	7.432928	7.432928	0.999998	0.000000	0.000002	0.000000	
24000	-10.148504	424	1	4	'0 0 Z Z 0 Z Z 0 	D	42.480521	42.480521	0.000000	0.000000	42.480521	0.000000	0.000000	42.480521	0.997061	0.000000	0.002939	0.000000	
25000	-10.270229	495	1	3	'0 0 0 Z Z Z 0 0 	D	6.224787	6.224787	6.224787	0.000000	0.000000	0.000000	6.224787	6.224787	0.999995	0.000005	0.000000	0.000000	
26000	-9.117262	868	1	5	'0 0 Z Z 0 Z Z Z 	D	16.427802	16.427802	0.000000	0.000000	16.427802	0.000000	0.000000	0.000000	0.999842	0.000000	0.000158	0.000000	
27000	-10.006512	652	1	3	'0 0 0 0 Z Z 0 Z 	D	5.976988	5.976988	5.976988	5.976988	0.000000	0.000000	5.976988	0.000000	0.999998	0.000002	0.000000	0.000000	
28000	-8.793214	956	1	3	'0 0 0 0 Z Z 0 Z 	D	17.087221	17.087221	17.087221	17.087221	0.000000	0.000000	17.087221	0.000000	0.999982	0.000018	0.000000	0.000000	
29000	-9.348979	922	1	3	'0 0 0 0 Z Z 0 Z 	D	37.313563	37.313563	37.313563	37.313563	0.000000	0.000000	37.313563	0.000000	0.999916	0.000084	0.000000	0.000000	
30000	-9.092380	144	1	2	'0 0 Z 0 Z 0 0 0 	D	16.939859	16.939859	0.000000	16.939859	0.000000	16.939859	16.939859	16.939859	1.000000	0.000000	0.000000	0.000000	
31000	-11.199500	419	1	3	'0 0 Z Z Z 0 0 0 	D	4.242361	4.242361	0.000000	0.000000	0.000000	4.242361	4.242361	4.242361	1.000000	0.000000	0.000000	0.000000	
32000	-9.044007	948	1	3	'0 0 Z 0 Z Z 0 0 	D	13.288683	13.288683	0.000000	13.288683	0.000000	0.000000	13.288683	13.288683	1.000000	0.000000	0.000000	0.000000	
33000	-9.357755	234	1	4	'0 0 0 Z Z Z Z 0 	D	8.127862	8.127862	8.127862	0.000000	0.000000	0.000000	0.000000	8.127862	0.999993	0.000007	0.000000	0.000000	
34000	-9.752676	82	1	3	'0 0 Z Z 0 Z 0 0 	D	17.092116	17.092116	0.000000	0.000000	17.092116	0.000000	17.092116	17.092116	0.997487	0.000000	0.002513	0.000000	
35000	-9.330727	457	1	3	'0 0 0 0 Z Z 0 Z 	D	12.045763	12.045763	12.045763	12.045763	0.000000	0.000000	12.045763	0.000000	0.999984	0.000016	0.000000	0.000000	
36000	-10.498902	182	1	4	'0 0 0 0 Z Z Z Z 	D	6.898420	6.898420	6.898420	6.898420	0.000000	0.000000	0.000000	0.000000	0.999999	0.000001	0.000000	0.000000	
