Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/uto-iroquois-uni.linealdescent.bttrees
Data File Name:                  ./data/uto-iroquois-uni.linealdescent.btdata
Log File Name:                   ./output/uto-iroquois-uni.linealdescent-dep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2616755555
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/uto-iroquois-uni.linealdescent-dep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.782609,0.043478,0.000000,0.173913)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.127349
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       23
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-10.645231	133	1	1	'0 0 0 0 0 0 0 Z 	D	9.706114	9.706114	9.706114	9.706114	9.706114	9.706114	9.706114	0.000000	0.999392	0.000607	0.000000	0.000001	
12000	-10.057523	285	1	4	'0 Z 0 0 0 Z Z Z 	D	20.564851	0.000000	20.564851	20.564851	20.564851	0.000000	0.000000	0.000000	0.995563	0.004437	0.000000	0.000000	
13000	-11.127488	244	1	2	'0 0 0 0 0 Z 0 Z 	D	22.169782	22.169782	22.169782	22.169782	22.169782	0.000000	22.169782	0.000000	0.992645	0.007177	0.000000	0.000177	
14000	-11.541047	175	1	2	'0 0 Z 0 0 Z 0 0 	D	20.919836	20.919836	0.000000	20.919836	20.919836	0.000000	20.919836	20.919836	0.999988	0.000000	0.000000	0.000012	
15000	-9.271271	61	1	2	'0 Z 0 0 0 0 0 Z 	D	20.309817	0.000000	20.309817	20.309817	20.309817	20.309817	20.309817	0.000000	0.999820	0.000180	0.000000	0.000000	
16000	-10.107123	715	1	5	'0 Z 0 0 Z Z Z Z 	D	17.098165	0.000000	17.098165	17.098165	0.000000	0.000000	0.000000	0.000000	0.996807	0.003193	0.000000	0.000000	
17000	-10.997639	781	1	3	'0 0 0 Z 0 0 Z Z 	D	11.499531	11.499531	11.499531	0.000000	11.499531	11.499531	0.000000	0.000000	0.999964	0.000036	0.000000	0.000000	
18000	-10.237312	606	1	1	'0 0 0 0 0 0 0 Z 	D	19.978856	19.978856	19.978856	19.978856	19.978856	19.978856	19.978856	0.000000	0.998870	0.001117	0.000000	0.000012	
19000	-11.698013	477	1	3	'0 0 Z 0 Z Z 0 0 	D	11.865238	11.865238	0.000000	11.865238	0.000000	0.000000	11.865238	11.865238	1.000000	0.000000	0.000000	0.000000	
20000	-10.477760	951	1	1	'0 0 0 0 0 0 0 Z 	D	22.014672	22.014672	22.014672	22.014672	22.014672	22.014672	22.014672	0.000000	0.999406	0.000587	0.000000	0.000007	
21000	-11.798555	89	1	3	'0 0 0 Z 0 0 Z Z 	D	8.482839	8.482839	8.482839	0.000000	8.482839	8.482839	0.000000	0.000000	0.999998	0.000002	0.000000	0.000000	
