Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/bantu-iroquois-matri.anvunclocalresidence.bttrees
Data File Name:                  ./data/bantu-iroquois-matri.anvunclocalresidence.btdata
Log File Name:                   ./output/bantu-iroquois-matri.anvunclocalresidence-indep2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1156021519
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-iroquois-matri.anvunclocalresidence-indep2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.318841,0.043478,0.289855,0.347826)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-86.709453	977	1	0	'0 0 0 0 	2.758273	2.758273	2.758273	2.758273	0.346530	0.032583	0.339761	0.281126	
12000	-87.008174	422	1	0	'0 0 0 0 	2.223587	2.223587	2.223587	2.223587	0.378600	0.029161	0.352987	0.239253	
13000	-87.838541	709	1	0	'0 0 0 0 	3.447284	3.447284	3.447284	3.447284	0.321680	0.038386	0.312146	0.327787	
14000	-87.721900	638	1	0	'0 0 0 0 	3.637260	3.637260	3.637260	3.637260	0.318936	0.037120	0.318124	0.325821	
15000	-87.641815	338	1	0	'0 0 0 0 	2.304615	2.304615	2.304615	2.304615	0.373919	0.029671	0.351183	0.245227	
16000	-86.988802	827	1	0	'0 0 0 0 	1.828588	1.828588	1.828588	1.828588	0.424197	0.026818	0.352741	0.196244	
17000	-87.411793	855	1	0	'0 0 0 0 	2.446024	2.446024	2.446024	2.446024	0.344858	0.029904	0.354625	0.270613	
18000	-86.939962	268	1	0	'0 0 0 0 	2.420754	2.420754	2.420754	2.420754	0.356319	0.029915	0.352981	0.260785	
19000	-88.008140	808	1	0	'0 0 0 0 	2.790202	2.790202	2.790202	2.790202	0.347550	0.034891	0.327888	0.289671	
20000	-87.337736	309	1	0	'0 0 0 0 	2.110564	2.110564	2.110564	2.110564	0.373076	0.030013	0.349492	0.247419	
