Options:
Model:                           MultiState
Tree File Name:                  data/austronesian.bttrees
Data File Name:                  data/austronesian.btdata
Log File Name:                   /Users/sp16194/Desktop/Projects_Git/terminology-anc-state/bt-output/austronesian/09-Aug-15_02.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            8656373
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /Users/sp16194/Desktop/Projects_Git/terminology-anc-state/bt-output/austronesian/09-Aug-15_02.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     30
Base frequency (PI's):           None
Character Symbols:               1,3,4,5,6,7
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q16                          RJ MCMC
    q17                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q36                          RJ MCMC
    q37                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q46                          RJ MCMC
    q47                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
    q56                          RJ MCMC
    q57                          RJ MCMC
    q61                          RJ MCMC
    q63                          RJ MCMC
    q64                          RJ MCMC
    q65                          RJ MCMC
    q67                          RJ MCMC
    q71                          RJ MCMC
    q73                          RJ MCMC
    q74                          RJ MCMC
    q75                          RJ MCMC
    q76                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      4199
     Taxa:                       85
     Sites:                      1
     States:                     6
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q16	q17	q31	q34	q35	q36	q37	q41	q43	q45	q46	q47	q51	q53	q54	q56	q57	q61	q63	q64	q65	q67	q71	q73	q74	q75	q76	Root P(1)	Root P(3)	Root P(4)	Root P(5)	Root P(6)	Root P(7)	
43000	-94.755657	3605	1	17	'0 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z Z 0 0 Z 0 Z Z 0 Z 0 	16.945717	16.945717	0.000000	16.945717	16.945717	0.000000	16.945717	0.000000	0.000000	0.000000	16.945717	0.000000	16.945717	0.000000	0.000000	0.000000	0.000000	16.945717	0.000000	0.000000	0.000000	16.945717	16.945717	0.000000	16.945717	0.000000	0.000000	16.945717	0.000000	16.945717	0.085664	0.816633	0.006577	0.000234	0.085664	0.005227	
44000	-95.283467	1061	1	18	'0 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z Z Z 0 Z 0 0 0 Z Z Z 	12.707934	12.707934	0.000000	12.707934	12.707934	0.000000	12.707934	0.000000	0.000000	0.000000	12.707934	0.000000	12.707934	0.000000	0.000000	0.000000	0.000000	12.707934	0.000000	0.000000	0.000000	0.000000	12.707934	0.000000	12.707934	12.707934	12.707934	0.000000	0.000000	0.000000	0.037492	0.939545	0.002232	0.000031	0.000807	0.019893	
45000	-95.894723	2836	1	18	'Z 0 0 0 Z Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z 0 Z Z Z 0 Z Z Z 0 0 0 	0.000000	20.296133	20.296133	20.296133	0.000000	0.000000	20.296133	0.000000	0.000000	0.000000	20.296133	0.000000	20.296133	0.000000	0.000000	0.000000	0.000000	20.296133	0.000000	20.296133	0.000000	0.000000	0.000000	20.296133	0.000000	0.000000	0.000000	20.296133	20.296133	20.296133	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
46000	-96.100979	1519	1	14	'0 0 0 0 Z Z 0 Z Z 0 0 Z 0 Z Z 0 Z 0 Z Z Z Z 0 Z 0 Z 0 0 0 0 	10.991178	10.991178	10.991178	10.991178	0.000000	0.000000	10.991178	0.000000	0.000000	10.991178	10.991178	0.000000	10.991178	0.000000	0.000000	10.991178	0.000000	10.991178	0.000000	0.000000	0.000000	0.000000	10.991178	0.000000	10.991178	0.000000	10.991178	10.991178	10.991178	10.991178	0.049516	0.895011	0.002803	0.001556	0.001558	0.049557	
47000	-100.151392	2028	1	16	'0 0 0 0 Z Z 0 0 Z 0 0 Z 0 Z Z 0 Z Z Z Z 0 Z Z 0 Z Z 0 0 Z Z 	9.835494	9.835494	9.835494	9.835494	0.000000	0.000000	9.835494	9.835494	0.000000	9.835494	9.835494	0.000000	9.835494	0.000000	0.000000	9.835494	0.000000	0.000000	0.000000	0.000000	9.835494	0.000000	0.000000	9.835494	0.000000	0.000000	9.835494	9.835494	0.000000	0.000000	0.011631	0.937903	0.000738	0.000007	0.000007	0.049714	
48000	-95.829100	3940	1	15	'0 0 0 0 Z Z 0 Z Z 0 0 Z 0 Z Z 0 Z 0 Z Z 0 0 Z Z 0 Z 0 0 Z Z 	9.494579	9.494579	9.494579	9.494579	0.000000	0.000000	9.494579	0.000000	0.000000	9.494579	9.494579	0.000000	9.494579	0.000000	0.000000	9.494579	0.000000	9.494579	0.000000	0.000000	9.494579	9.494579	0.000000	0.000000	9.494579	0.000000	9.494579	9.494579	0.000000	0.000000	0.014573	0.951484	0.000461	0.000105	0.008528	0.024849	
49000	-93.893193	616	2	13	'Z 1 1 0 Z Z 1 Z Z Z 0 Z 1 0 Z 1 Z 1 0 Z 1 1 1 1 1 Z Z 1 1 Z 	0.000000	23.360412	23.360412	6.261361	0.000000	0.000000	23.360412	0.000000	0.000000	0.000000	6.261361	0.000000	23.360412	6.261361	0.000000	23.360412	0.000000	23.360412	6.261361	0.000000	23.360412	23.360412	23.360412	23.360412	23.360412	0.000000	0.000000	23.360412	23.360412	0.000000	0.002838	0.881988	0.003249	0.002838	0.108763	0.000324	
50000	-99.637486	3189	1	13	'Z 0 Z 0 Z Z 0 Z Z 0 0 Z 0 Z Z Z Z 0 Z 0 0 0 0 0 0 0 Z 0 0 0 	0.000000	11.164504	0.000000	11.164504	0.000000	0.000000	11.164504	0.000000	0.000000	11.164504	11.164504	0.000000	11.164504	0.000000	0.000000	0.000000	0.000000	11.164504	0.000000	11.164504	11.164504	11.164504	11.164504	11.164504	11.164504	11.164504	0.000000	11.164504	11.164504	11.164504	0.001653	0.944671	0.000055	0.000033	0.051996	0.001592	
51000	-95.937881	23	1	14	'Z 0 Z 0 Z Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z 0 0 0 0 0 0 0 0 0 Z 0 	0.000000	14.000367	0.000000	14.000367	0.000000	0.000000	14.000367	0.000000	0.000000	0.000000	14.000367	0.000000	14.000367	0.000000	0.000000	0.000000	0.000000	14.000367	0.000000	14.000367	14.000367	14.000367	14.000367	14.000367	14.000367	14.000367	14.000367	14.000367	0.000000	14.000367	0.004092	0.832303	0.000416	0.004520	0.076268	0.082401	
52000	-93.416935	2327	1	14	'0 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z 0 0 0 Z 0 Z 0 0 Z 0 	14.629257	14.629257	14.629257	14.629257	14.629257	0.000000	14.629257	0.000000	0.000000	0.000000	14.629257	0.000000	14.629257	0.000000	0.000000	0.000000	0.000000	14.629257	0.000000	0.000000	14.629257	14.629257	14.629257	0.000000	14.629257	0.000000	14.629257	14.629257	0.000000	14.629257	0.040217	0.832961	0.001883	0.000013	0.056725	0.068200	
53000	-94.690558	785	1	16	'0 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z Z 0 Z 0 0 Z 0 Z Z 0 	13.921558	13.921558	13.921558	13.921558	13.921558	0.000000	13.921558	0.000000	0.000000	0.000000	13.921558	0.000000	13.921558	0.000000	0.000000	0.000000	0.000000	13.921558	0.000000	0.000000	0.000000	13.921558	0.000000	13.921558	13.921558	0.000000	13.921558	0.000000	0.000000	13.921558	0.018201	0.962013	0.000781	0.000004	0.010506	0.008495	
54000	-94.710111	4089	1	17	'0 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z 0 Z Z 0 0 Z 0 Z Z 0 	18.454457	18.454457	0.000000	18.454457	18.454457	0.000000	18.454457	0.000000	0.000000	0.000000	18.454457	0.000000	18.454457	0.000000	0.000000	0.000000	0.000000	18.454457	0.000000	0.000000	18.454457	0.000000	0.000000	18.454457	18.454457	0.000000	18.454457	0.000000	0.000000	18.454457	0.052257	0.905979	0.003682	0.000109	0.003250	0.034723	
55000	-94.227461	217	1	18	'0 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z Z Z 0 0 Z 0 Z 0 Z Z 	17.071233	17.071233	0.000000	17.071233	17.071233	0.000000	17.071233	0.000000	0.000000	0.000000	17.071233	0.000000	17.071233	0.000000	0.000000	0.000000	0.000000	17.071233	0.000000	0.000000	0.000000	0.000000	17.071233	17.071233	0.000000	17.071233	0.000000	17.071233	0.000000	0.000000	0.034250	0.963624	0.001152	0.000012	0.000012	0.000950	
56000	-95.422413	1206	1	16	'0 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z Z Z 0 Z 0 Z 0 0 0 0 	13.139679	13.139679	0.000000	13.139679	13.139679	0.000000	13.139679	0.000000	0.000000	0.000000	13.139679	0.000000	13.139679	0.000000	0.000000	0.000000	0.000000	13.139679	0.000000	0.000000	0.000000	0.000000	13.139679	0.000000	13.139679	0.000000	13.139679	13.139679	13.139679	13.139679	0.025634	0.954360	0.000790	0.000003	0.000300	0.018913	
57000	-97.542690	1128	1	15	'0 Z 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z 0 Z 0 Z Z 0 0 Z Z 0 0 Z 0 0 Z 	17.694172	0.000000	17.694172	17.694172	17.694172	0.000000	17.694172	0.000000	0.000000	0.000000	17.694172	0.000000	17.694172	0.000000	0.000000	17.694172	0.000000	17.694172	0.000000	0.000000	17.694172	17.694172	0.000000	0.000000	17.694172	17.694172	0.000000	17.694172	17.694172	0.000000	0.051544	0.886697	0.003983	0.002843	0.052093	0.002840	
58000	-94.926901	1933	1	15	'0 0 0 0 Z Z 0 Z Z 0 0 Z 0 Z Z Z Z Z Z Z Z Z 0 Z 0 0 0 0 0 0 	13.817935	13.817935	13.817935	13.817935	0.000000	0.000000	13.817935	0.000000	0.000000	13.817935	13.817935	0.000000	13.817935	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.817935	0.000000	13.817935	13.817935	13.817935	13.817935	13.817935	13.817935	0.027242	0.943487	0.001141	0.000000	0.000881	0.027249	
59000	-95.481516	3031	1	14	'0 0 0 0 Z Z 0 Z Z 0 0 Z 0 Z Z Z Z Z Z Z 0 Z 0 0 Z 0 0 0 0 0 	14.144390	14.144390	14.144390	14.144390	0.000000	0.000000	14.144390	0.000000	0.000000	14.144390	14.144390	0.000000	14.144390	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.144390	0.000000	14.144390	14.144390	0.000000	14.144390	14.144390	14.144390	14.144390	14.144390	0.016606	0.965990	0.000572	0.000000	0.000216	0.016616	
60000	-98.809917	3910	1	11	'0 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 0 0 Z 0 0 0 0 0 0 0 0 0 	17.012876	17.012876	0.000000	17.012876	17.012876	0.000000	17.012876	0.000000	0.000000	0.000000	17.012876	0.000000	17.012876	0.000000	0.000000	0.000000	0.000000	17.012876	17.012876	17.012876	0.000000	17.012876	17.012876	17.012876	17.012876	17.012876	17.012876	17.012876	17.012876	17.012876	0.080184	0.762527	0.008162	0.007952	0.069644	0.071530	
61000	-95.718745	941	1	14	'0 0 0 Z 0 Z 0 Z Z 0 0 Z 0 Z Z Z Z Z 0 Z 0 0 0 0 0 Z 0 0 Z Z 	10.463497	10.463497	10.463497	0.000000	10.463497	0.000000	10.463497	0.000000	0.000000	10.463497	10.463497	0.000000	10.463497	0.000000	0.000000	0.000000	0.000000	0.000000	10.463497	0.000000	10.463497	10.463497	10.463497	10.463497	10.463497	0.000000	10.463497	10.463497	0.000000	0.000000	0.049055	0.830192	0.003356	0.000545	0.049055	0.067796	
62000	-99.336470	3458	1	12	'0 0 0 0 Z 0 0 Z Z 0 0 Z 0 Z Z Z Z 0 Z Z 0 Z 0 0 0 Z 0 0 0 0 	15.788072	15.788072	15.788072	15.788072	0.000000	15.788072	15.788072	0.000000	0.000000	15.788072	15.788072	0.000000	15.788072	0.000000	0.000000	0.000000	0.000000	15.788072	0.000000	0.000000	15.788072	0.000000	15.788072	15.788072	15.788072	0.000000	15.788072	15.788072	15.788072	15.788072	0.087295	0.806011	0.007746	0.000269	0.010902	0.087777	
63000	-99.852827	1652	1	13	'0 0 0 0 Z 0 0 Z Z Z 0 Z 0 Z Z Z Z 0 0 Z 0 0 Z 0 0 Z 0 0 0 Z 	10.476963	10.476963	10.476963	10.476963	0.000000	10.476963	10.476963	0.000000	0.000000	0.000000	10.476963	0.000000	10.476963	0.000000	0.000000	0.000000	0.000000	10.476963	10.476963	0.000000	10.476963	10.476963	0.000000	10.476963	10.476963	0.000000	10.476963	10.476963	10.476963	0.000000	0.027096	0.905640	0.001577	0.000383	0.017173	0.048130	
64000	-95.076719	2896	1	14	'Z 0 0 Z Z Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 0 0 Z 0 0 0 0 Z 0 0 0 0 	0.000000	15.704731	15.704731	0.000000	0.000000	0.000000	15.704731	0.000000	0.000000	0.000000	15.704731	0.000000	15.704731	0.000000	0.000000	0.000000	0.000000	15.704731	15.704731	15.704731	0.000000	15.704731	15.704731	15.704731	15.704731	0.000000	15.704731	15.704731	15.704731	15.704731	0.000195	0.857442	0.000213	0.007835	0.066576	0.067740	
65000	-93.404911	1292	1	18	'0 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z 0 Z 0 0 Z Z Z Z Z Z 	14.045681	14.045681	14.045681	14.045681	14.045681	0.000000	14.045681	0.000000	0.000000	0.000000	14.045681	0.000000	14.045681	0.000000	0.000000	0.000000	0.000000	14.045681	0.000000	0.000000	14.045681	0.000000	14.045681	14.045681	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026932	0.971478	0.000956	0.000011	0.000623	0.000000	
66000	-97.978324	1830	1	19	'Z Z 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z 0 0 Z Z 0 Z Z Z Z 0 Z Z Z 0 	0.000000	0.000000	13.582231	13.582231	13.582231	0.000000	13.582231	0.000000	0.000000	0.000000	13.582231	0.000000	13.582231	0.000000	0.000000	0.000000	13.582231	13.582231	0.000000	0.000000	13.582231	0.000000	0.000000	0.000000	0.000000	13.582231	0.000000	0.000000	0.000000	13.582231	0.000052	0.956567	0.001040	0.042341	0.000000	0.000000	
67000	-97.472076	3628	1	15	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z 0 0 Z 0 Z Z Z 0 Z 0 Z 0 0 0 	0.000000	13.633569	13.633569	13.633569	13.633569	0.000000	13.633569	0.000000	0.000000	0.000000	13.633569	0.000000	13.633569	0.000000	0.000000	0.000000	13.633569	13.633569	0.000000	13.633569	0.000000	0.000000	0.000000	13.633569	0.000000	13.633569	0.000000	13.633569	13.633569	13.633569	0.000814	0.950635	0.002716	0.044874	0.000146	0.000814	
68000	-96.756854	84	1	13	'0 0 0 0 Z Z 0 Z Z Z 0 Z 0 Z Z 0 Z 0 Z 0 0 0 0 0 Z 0 Z 0 0 Z 	15.593704	15.593704	15.593704	15.593704	0.000000	0.000000	15.593704	0.000000	0.000000	0.000000	15.593704	0.000000	15.593704	0.000000	0.000000	15.593704	0.000000	15.593704	0.000000	15.593704	15.593704	15.593704	15.593704	15.593704	0.000000	15.593704	0.000000	15.593704	15.593704	0.000000	0.056033	0.879829	0.003481	0.002316	0.056027	0.002315	
69000	-101.373570	1256	1	13	'0 Z 0 0 Z Z 0 Z Z Z 0 Z 0 Z Z 0 Z 0 Z 0 0 0 0 0 0 0 Z Z 0 0 	21.870423	0.000000	21.870423	21.870423	0.000000	0.000000	21.870423	0.000000	0.000000	0.000000	21.870423	0.000000	21.870423	0.000000	0.000000	21.870423	0.000000	21.870423	0.000000	21.870423	21.870423	21.870423	21.870423	21.870423	21.870423	21.870423	0.000000	0.000000	21.870423	21.870423	0.043183	0.914473	0.003632	0.002045	0.033766	0.002902	
70000	-100.383216	692	1	14	'Z 0 0 0 Z Z 0 0 Z Z 0 Z 0 Z Z 0 Z 0 Z 0 0 0 0 0 Z 0 Z Z 0 Z 	0.000000	9.622585	9.622585	9.622585	0.000000	0.000000	9.622585	9.622585	0.000000	0.000000	9.622585	0.000000	9.622585	0.000000	0.000000	9.622585	0.000000	9.622585	0.000000	9.622585	9.622585	9.622585	9.622585	9.622585	0.000000	9.622585	0.000000	0.000000	9.622585	0.000000	0.001279	0.950322	0.000077	0.000019	0.048298	0.000005	
71000	-98.702669	788	1	15	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z 0 Z 0 Z 0 0 0 Z Z 0 0 Z Z 0 Z 	0.000000	10.612865	10.612865	10.612865	10.612865	0.000000	10.612865	0.000000	0.000000	0.000000	10.612865	0.000000	10.612865	0.000000	0.000000	10.612865	0.000000	10.612865	0.000000	10.612865	10.612865	10.612865	0.000000	0.000000	10.612865	10.612865	0.000000	0.000000	10.612865	0.000000	0.000150	0.991902	0.000003	0.000001	0.007943	0.000001	
72000	-94.970552	3159	1	14	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z 0 Z 0 Z Z 0 0 0 Z 0 0 0 Z 0 Z 	0.000000	13.423481	13.423481	13.423481	13.423481	0.000000	13.423481	0.000000	0.000000	0.000000	13.423481	0.000000	13.423481	0.000000	0.000000	13.423481	0.000000	13.423481	0.000000	0.000000	13.423481	13.423481	13.423481	0.000000	13.423481	13.423481	13.423481	0.000000	13.423481	0.000000	0.000374	0.972852	0.000004	0.000002	0.017266	0.009501	
73000	-93.133119	1735	1	17	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z Z Z Z 0 Z 0 0 0 0 Z 0 	0.000000	14.155186	14.155186	14.155186	14.155186	0.000000	14.155186	0.000000	0.000000	0.000000	14.155186	0.000000	14.155186	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.155186	0.000000	14.155186	14.155186	14.155186	14.155186	0.000000	14.155186	0.001300	0.941619	0.000049	0.000000	0.002053	0.054980	
74000	-95.848981	3153	1	16	'0 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z 0 0 0 Z Z 0 0 0 Z Z 	14.441477	14.441477	0.000000	14.441477	14.441477	0.000000	14.441477	0.000000	0.000000	0.000000	14.441477	0.000000	14.441477	0.000000	0.000000	0.000000	0.000000	14.441477	0.000000	0.000000	14.441477	14.441477	14.441477	0.000000	0.000000	14.441477	14.441477	14.441477	0.000000	0.000000	0.055493	0.829744	0.001655	0.000010	0.051587	0.061511	
75000	-94.288230	1646	1	18	'Z 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z Z 0 Z 0 Z Z 0 0 0 Z 0 	0.000000	17.008158	0.000000	17.008158	17.008158	0.000000	17.008158	0.000000	0.000000	0.000000	17.008158	0.000000	17.008158	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.008158	0.000000	17.008158	0.000000	0.000000	17.008158	17.008158	17.008158	0.000000	17.008158	0.002601	0.931488	0.000070	0.000000	0.000073	0.065768	
76000	-97.315592	2921	1	16	'Z 0 Z Z 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z 0 Z Z 0 0 0 0 0 0 0 	0.000000	23.796994	0.000000	0.000000	23.796994	0.000000	23.796994	0.000000	0.000000	0.000000	23.796994	0.000000	23.796994	0.000000	0.000000	0.000000	0.000000	23.796994	0.000000	0.000000	23.796994	0.000000	0.000000	23.796994	23.796994	23.796994	23.796994	23.796994	23.796994	23.796994	0.002868	0.939697	0.000123	0.000003	0.002271	0.055038	
77000	-96.638665	2466	1	13	'0 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z 0 Z Z Z Z Z 0 0 0 0 0 0 0 Z 0 	14.072830	14.072830	14.072830	14.072830	14.072830	0.000000	14.072830	0.000000	0.000000	0.000000	14.072830	0.000000	14.072830	0.000000	0.000000	14.072830	0.000000	0.000000	0.000000	0.000000	0.000000	14.072830	14.072830	14.072830	14.072830	14.072830	14.072830	14.072830	0.000000	14.072830	0.034592	0.874291	0.001710	0.000248	0.034590	0.054570	
78000	-97.738473	2656	2	15	'Z 0 1 0 Z Z 0 Z 0 Z 0 Z 0 Z Z Z Z 0 Z Z Z 0 1 0 0 Z Z 0 0 1 	0.000000	18.673055	25.807720	18.673055	0.000000	0.000000	18.673055	0.000000	18.673055	0.000000	18.673055	0.000000	18.673055	0.000000	0.000000	0.000000	0.000000	18.673055	0.000000	0.000000	0.000000	18.673055	25.807720	18.673055	18.673055	0.000000	0.000000	18.673055	18.673055	25.807720	0.000496	0.969124	0.000009	0.000000	0.029137	0.001233	
79000	-99.353943	1604	1	17	'Z 0 Z 0 Z Z 0 Z Z Z 0 Z 0 Z Z 0 Z Z Z Z 0 0 Z 0 0 0 0 Z 0 Z 	0.000000	15.810092	0.000000	15.810092	0.000000	0.000000	15.810092	0.000000	0.000000	0.000000	15.810092	0.000000	15.810092	0.000000	0.000000	15.810092	0.000000	0.000000	0.000000	0.000000	15.810092	15.810092	0.000000	15.810092	15.810092	15.810092	15.810092	0.000000	15.810092	0.000000	0.000261	0.969200	0.000004	0.000001	0.015249	0.015285	
80000	-93.330964	3103	2	15	'Z 0 0 0 0 Z 0 Z Z 0 0 Z 0 Z Z Z Z Z Z Z 0 Z Z 1 1 0 1 1 0 Z 	0.000000	9.096000	9.096000	9.096000	9.096000	0.000000	9.096000	0.000000	0.000000	9.096000	9.096000	0.000000	9.096000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.096000	0.000000	0.000000	30.302002	30.302002	9.096000	30.302002	30.302002	9.096000	0.000000	0.000438	0.896448	0.000006	0.000000	0.001271	0.101837	
81000	-94.032515	2308	1	15	'Z 0 0 0 0 Z 0 Z Z 0 0 Z 0 Z Z Z Z Z Z Z 0 Z 0 0 0 0 0 0 Z Z 	0.000000	12.764995	12.764995	12.764995	12.764995	0.000000	12.764995	0.000000	0.000000	12.764995	12.764995	0.000000	12.764995	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.764995	0.000000	12.764995	12.764995	12.764995	12.764995	12.764995	12.764995	0.000000	0.000000	0.001830	0.930156	0.000070	0.000000	0.001830	0.066115	
82000	-97.592490	3731	1	12	'0 0 0 0 0 Z 0 Z Z 0 0 Z 0 Z Z 0 Z 0 Z Z 0 Z Z Z 0 0 0 0 0 0 	10.955487	10.955487	10.955487	10.955487	10.955487	0.000000	10.955487	0.000000	0.000000	10.955487	10.955487	0.000000	10.955487	0.000000	0.000000	10.955487	0.000000	10.955487	0.000000	0.000000	10.955487	0.000000	0.000000	0.000000	10.955487	10.955487	10.955487	10.955487	10.955487	10.955487	0.049875	0.891594	0.005103	0.002181	0.001357	0.049890	
83000	-96.293913	3932	1	16	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z Z Z 0 Z 0 0 0 0 0 Z 	0.000000	22.679995	22.679995	22.679995	22.679995	0.000000	22.679995	0.000000	0.000000	0.000000	22.679995	0.000000	22.679995	0.000000	0.000000	0.000000	0.000000	22.679995	0.000000	0.000000	0.000000	0.000000	22.679995	0.000000	22.679995	22.679995	22.679995	22.679995	22.679995	0.000000	0.001955	0.946984	0.000058	0.000001	0.002735	0.048268	
84000	-99.994211	3711	1	10	'0 0 0 0 0 Z 0 Z Z 0 0 Z 0 Z Z Z 0 0 Z 0 0 Z 0 0 0 0 Z 0 0 0 	11.329805	11.329805	11.329805	11.329805	11.329805	0.000000	11.329805	0.000000	0.000000	11.329805	11.329805	0.000000	11.329805	0.000000	0.000000	0.000000	11.329805	11.329805	0.000000	11.329805	11.329805	0.000000	11.329805	11.329805	11.329805	11.329805	0.000000	11.329805	11.329805	11.329805	0.085116	0.780134	0.019430	0.092559	0.011381	0.011381	
85000	-94.124625	3106	1	17	'Z 0 0 0 Z Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z 0 0 Z 0 0 0 Z Z Z 0 0 	0.000000	15.869216	15.869216	15.869216	0.000000	0.000000	15.869216	0.000000	0.000000	0.000000	15.869216	0.000000	15.869216	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.869216	15.869216	0.000000	15.869216	15.869216	15.869216	0.000000	0.000000	0.000000	15.869216	15.869216	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
86000	-96.365697	1287	1	19	'Z 0 0 0 Z Z 0 Z Z Z 0 Z 0 Z Z 0 Z Z Z 0 Z Z Z 0 Z Z Z Z 0 0 	0.000000	14.248434	14.248434	14.248434	0.000000	0.000000	14.248434	0.000000	0.000000	0.000000	14.248434	0.000000	14.248434	0.000000	0.000000	14.248434	0.000000	0.000000	0.000000	14.248434	0.000000	0.000000	0.000000	14.248434	0.000000	0.000000	0.000000	0.000000	14.248434	14.248434	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
87000	-97.452228	1166	1	20	'0 0 0 0 Z Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z 0 Z Z Z Z Z Z Z Z 0 0 	15.477855	15.477855	15.477855	15.477855	0.000000	0.000000	15.477855	0.000000	0.000000	0.000000	15.477855	0.000000	15.477855	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.477855	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.477855	15.477855	0.030105	0.966740	0.003155	0.000000	0.000000	0.000000	
88000	-95.626427	111	1	19	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z 0 0 Z Z Z Z Z Z Z 0 Z 	0.000000	14.003619	14.003619	14.003619	14.003619	0.000000	14.003619	0.000000	0.000000	0.000000	14.003619	0.000000	14.003619	0.000000	0.000000	0.000000	0.000000	14.003619	0.000000	14.003619	14.003619	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.003619	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
89000	-95.980648	486	1	21	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z Z Z Z 0 Z Z 0 Z Z Z Z 	0.000000	9.885011	9.885011	9.885011	9.885011	0.000000	9.885011	0.000000	0.000000	0.000000	9.885011	0.000000	9.885011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.885011	0.000000	0.000000	9.885011	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
90000	-94.511413	3179	1	19	'Z 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z Z 0 0 0 Z 0 Z Z Z 0 Z 	0.000000	13.532602	0.000000	13.532602	13.532602	0.000000	13.532602	0.000000	0.000000	0.000000	13.532602	0.000000	13.532602	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.532602	13.532602	13.532602	0.000000	13.532602	0.000000	0.000000	0.000000	13.532602	0.000000	0.001510	0.955046	0.000075	0.000000	0.043369	0.000000	
