Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/austronesian.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/austronesian.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/austronesian/15-Aug-07_34.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1460803056
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/austronesian/15-Aug-07_34.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     30
Base frequency (PI's):           None
Character Symbols:               1,3,4,5,6,7
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q16                          RJ MCMC
    q17                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q36                          RJ MCMC
    q37                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q46                          RJ MCMC
    q47                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
    q56                          RJ MCMC
    q57                          RJ MCMC
    q61                          RJ MCMC
    q63                          RJ MCMC
    q64                          RJ MCMC
    q65                          RJ MCMC
    q67                          RJ MCMC
    q71                          RJ MCMC
    q73                          RJ MCMC
    q74                          RJ MCMC
    q75                          RJ MCMC
    q76                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      4199
     Taxa:                       85
     Sites:                      1
     States:                     6
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q16	q17	q31	q34	q35	q36	q37	q41	q43	q45	q46	q47	q51	q53	q54	q56	q57	q61	q63	q64	q65	q67	q71	q73	q74	q75	q76	Root P(1)	Root P(3)	Root P(4)	Root P(5)	Root P(6)	Root P(7)	
21000	-97.912213	1573	1	17	'0 0 0 0 Z Z 0 Z Z 0 0 Z 0 Z Z Z Z Z Z Z 0 Z 0 0 0 Z 0 Z Z Z 	8.736586	8.736586	8.736586	8.736586	0.000000	0.000000	8.736586	0.000000	0.000000	8.736586	8.736586	0.000000	8.736586	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.736586	0.000000	8.736586	8.736586	8.736586	0.000000	8.736586	0.000000	0.000000	0.000000	0.012465	0.977450	0.000307	0.000000	0.000225	0.009553	
22000	-94.905415	2480	1	17	'0 0 0 0 Z Z 0 Z Z 0 0 Z 0 Z Z Z Z Z Z Z 0 Z 0 0 0 Z 0 Z Z Z 	10.203704	10.203704	10.203704	10.203704	0.000000	0.000000	10.203704	0.000000	0.000000	10.203704	10.203704	0.000000	10.203704	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.203704	0.000000	10.203704	10.203704	10.203704	0.000000	10.203704	0.000000	0.000000	0.000000	0.014896	0.981010	0.000447	0.000000	0.000256	0.003391	
23000	-95.712480	1793	1	14	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z Z 0 0 0 0 0 0 0 0 0 Z 	0.000000	11.324535	11.324535	11.324535	11.324535	0.000000	11.324535	0.000000	0.000000	0.000000	11.324535	0.000000	11.324535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.324535	11.324535	11.324535	11.324535	11.324535	11.324535	11.324535	11.324535	11.324535	0.000000	0.005469	0.880272	0.000429	0.000000	0.056840	0.056989	
24000	-97.857580	643	1	15	'Z 0 0 0 Z Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 0 Z 0 0 0 0 0 Z Z Z 0 0 	0.000000	24.090258	24.090258	24.090258	0.000000	0.000000	24.090258	0.000000	0.000000	0.000000	24.090258	0.000000	24.090258	0.000000	0.000000	0.000000	0.000000	24.090258	24.090258	0.000000	24.090258	24.090258	24.090258	24.090258	24.090258	0.000000	0.000000	0.000000	24.090258	24.090258	0.003363	0.934085	0.000414	0.003368	0.055810	0.002960	
25000	-99.050130	3618	1	16	'0 0 0 Z Z Z 0 Z Z Z 0 Z 0 Z Z 0 Z 0 0 Z 0 Z Z 0 0 0 Z Z Z 0 	13.073112	13.073112	13.073112	0.000000	0.000000	0.000000	13.073112	0.000000	0.000000	0.000000	13.073112	0.000000	13.073112	0.000000	0.000000	13.073112	0.000000	13.073112	13.073112	0.000000	13.073112	0.000000	0.000000	13.073112	13.073112	13.073112	0.000000	0.000000	0.000000	13.073112	0.029513	0.968681	0.001200	0.000382	0.000134	0.000089	
26000	-97.607793	446	1	20	'Z 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z Z 0 0 Z 0 Z 0 Z Z Z Z 	0.000000	9.305523	0.000000	9.305523	9.305523	0.000000	9.305523	0.000000	0.000000	0.000000	9.305523	0.000000	9.305523	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.305523	9.305523	0.000000	9.305523	0.000000	9.305523	0.000000	0.000000	0.000000	0.000000	0.000010	0.998577	0.000000	0.000000	0.001413	0.000000	
27000	-98.806847	800	1	15	'0 Z 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z 0 Z Z 0 0 Z 0 0 Z 0 Z 0 0 Z 	10.172018	0.000000	10.172018	10.172018	10.172018	0.000000	10.172018	0.000000	0.000000	0.000000	10.172018	0.000000	10.172018	0.000000	0.000000	0.000000	10.172018	0.000000	0.000000	10.172018	10.172018	0.000000	10.172018	10.172018	0.000000	10.172018	0.000000	10.172018	10.172018	0.000000	0.009188	0.978264	0.002699	0.009083	0.000383	0.000383	
28000	-96.423329	3187	1	15	'0 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z 0 Z 0 0 Z 0 0 Z 0 0 Z 	17.978060	17.978060	17.978060	17.978060	17.978060	0.000000	17.978060	0.000000	0.000000	0.000000	17.978060	0.000000	17.978060	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.978060	0.000000	17.978060	17.978060	0.000000	17.978060	17.978060	0.000000	17.978060	17.978060	0.000000	0.046491	0.884182	0.002124	0.000020	0.065624	0.001559	
29000	-97.467557	2012	1	19	'0 0 0 0 Z Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z 0 Z Z Z Z Z 0 0 0 Z Z 	15.587896	15.587896	15.587896	15.587896	0.000000	0.000000	15.587896	0.000000	0.000000	0.000000	15.587896	0.000000	15.587896	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.587896	0.000000	0.000000	0.000000	0.000000	0.000000	15.587896	15.587896	15.587896	0.000000	0.000000	0.010356	0.930381	0.001015	0.000265	0.000000	0.057983	
30000	-93.328096	2353	1	21	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z Z 0 Z Z Z Z Z Z 0 Z Z 	0.000000	14.892511	14.892511	14.892511	14.892511	0.000000	14.892511	0.000000	0.000000	0.000000	14.892511	0.000000	14.892511	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.892511	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.892511	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
31000	-93.588463	496	1	19	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z 0 Z Z Z Z 0 Z Z 0 Z 	0.000000	17.357941	17.357941	17.357941	17.357941	0.000000	17.357941	0.000000	0.000000	0.000000	17.357941	0.000000	17.357941	0.000000	0.000000	0.000000	0.000000	17.357941	0.000000	0.000000	17.357941	0.000000	0.000000	0.000000	0.000000	17.357941	0.000000	0.000000	17.357941	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
32000	-96.911138	4162	1	20	'Z Z 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z 0 0 Z Z Z Z 0 Z Z 0 Z 	0.000000	0.000000	12.477629	12.477629	12.477629	0.000000	12.477629	0.000000	0.000000	0.000000	12.477629	0.000000	12.477629	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.477629	12.477629	0.000000	0.000000	0.000000	0.000000	12.477629	0.000000	0.000000	12.477629	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
33000	-100.232013	2697	2	13	'Z 1 0 0 0 Z 0 0 Z Z 1 Z 0 Z Z 0 Z Z 1 0 0 1 Z 0 1 1 Z Z 0 Z 	0.000000	7.639784	11.058493	11.058493	11.058493	0.000000	11.058493	11.058493	0.000000	0.000000	7.639784	0.000000	11.058493	0.000000	0.000000	11.058493	0.000000	0.000000	7.639784	11.058493	11.058493	7.639784	0.000000	11.058493	7.639784	7.639784	0.000000	0.000000	11.058493	0.000000	0.000008	0.999277	0.000001	0.000001	0.000714	0.000000	
34000	-98.151372	3026	1	15	'0 0 0 Z Z Z 0 Z Z Z 0 Z 0 Z Z Z Z Z 0 0 0 0 0 0 0 Z Z Z 0 0 	10.031996	10.031996	10.031996	0.000000	0.000000	0.000000	10.031996	0.000000	0.000000	0.000000	10.031996	0.000000	10.031996	0.000000	0.000000	0.000000	0.000000	0.000000	10.031996	10.031996	10.031996	10.031996	10.031996	10.031996	10.031996	0.000000	0.000000	0.000000	10.031996	10.031996	0.058663	0.887745	0.004972	0.000666	0.047287	0.000666	
35000	-97.351305	2480	1	17	'0 Z Z Z 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 0 Z 0 0 0 0 0 Z Z Z Z 0 	14.150950	0.000000	0.000000	0.000000	14.150950	0.000000	14.150950	0.000000	0.000000	0.000000	14.150950	0.000000	14.150950	0.000000	0.000000	0.000000	0.000000	14.150950	14.150950	0.000000	14.150950	14.150950	14.150950	14.150950	14.150950	0.000000	0.000000	0.000000	0.000000	14.150950	0.005978	0.978597	0.000710	0.000321	0.014345	0.000049	
36000	-94.980305	1694	1	17	'0 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z Z Z Z 0 0 0 0 0 Z Z 	13.062713	13.062713	0.000000	13.062713	13.062713	0.000000	13.062713	0.000000	0.000000	0.000000	13.062713	0.000000	13.062713	0.000000	0.000000	0.000000	0.000000	13.062713	0.000000	0.000000	0.000000	0.000000	0.000000	13.062713	13.062713	13.062713	13.062713	13.062713	0.000000	0.000000	0.069978	0.828638	0.005527	0.000153	0.003071	0.092634	
37000	-95.428201	3622	1	13	'0 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z 0 0 0 Z 0 0 0 0 Z 0 	23.778225	23.778225	23.778225	23.778225	23.778225	0.000000	23.778225	0.000000	0.000000	0.000000	23.778225	0.000000	23.778225	0.000000	0.000000	0.000000	0.000000	23.778225	0.000000	0.000000	23.778225	23.778225	23.778225	0.000000	23.778225	23.778225	23.778225	23.778225	0.000000	23.778225	0.101260	0.614390	0.010706	0.000616	0.135504	0.137524	
38000	-95.292734	2717	1	19	'0 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z Z 0 Z Z Z 0 Z Z Z Z 0 	13.706219	13.706219	13.706219	13.706219	13.706219	0.000000	13.706219	0.000000	0.000000	0.000000	13.706219	0.000000	13.706219	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.706219	0.000000	0.000000	0.000000	13.706219	0.000000	0.000000	0.000000	0.000000	13.706219	0.003956	0.995834	0.000203	0.000000	0.000007	0.000000	
39000	-99.834790	1670	1	15	'0 0 Z 0 Z 0 0 Z Z Z 0 Z 0 Z Z Z Z Z Z Z 0 0 Z 0 0 Z 0 0 0 0 	10.662539	10.662539	0.000000	10.662539	0.000000	10.662539	10.662539	0.000000	0.000000	0.000000	10.662539	0.000000	10.662539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.662539	10.662539	0.000000	10.662539	10.662539	0.000000	10.662539	10.662539	10.662539	10.662539	0.047790	0.905491	0.004165	0.000000	0.013629	0.028925	
40000	-100.018742	1927	1	14	'0 0 Z 0 0 0 0 Z Z Z 0 Z 0 Z Z 0 Z Z Z Z 0 0 Z 0 0 0 0 0 Z Z 	8.096615	8.096615	0.000000	8.096615	8.096615	8.096615	8.096615	0.000000	0.000000	0.000000	8.096615	0.000000	8.096615	0.000000	0.000000	8.096615	0.000000	0.000000	0.000000	0.000000	8.096615	8.096615	0.000000	8.096615	8.096615	8.096615	8.096615	8.096615	0.000000	0.000000	0.028867	0.920895	0.000837	0.000167	0.015633	0.033600	
41000	-96.215590	2704	2	13	'Z 0 0 1 0 0 1 Z Z 0 0 Z 1 Z Z 0 Z 0 Z Z Z 0 Z Z 0 1 1 Z 0 1 	0.000000	2.272652	2.272652	18.595056	2.272652	2.272652	18.595056	0.000000	0.000000	2.272652	2.272652	0.000000	18.595056	0.000000	0.000000	2.272652	0.000000	2.272652	0.000000	0.000000	0.000000	2.272652	0.000000	0.000000	2.272652	18.595056	18.595056	0.000000	2.272652	18.595056	0.000002	0.992958	0.000000	0.000000	0.000186	0.006854	
42000	-96.406311	3938	1	11	'0 0 0 0 0 Z 0 Z Z 0 0 Z 0 Z Z 0 Z 0 Z Z 0 0 0 Z 0 0 Z 0 0 0 	13.326621	13.326621	13.326621	13.326621	13.326621	0.000000	13.326621	0.000000	0.000000	13.326621	13.326621	0.000000	13.326621	0.000000	0.000000	13.326621	0.000000	13.326621	0.000000	0.000000	13.326621	13.326621	13.326621	0.000000	13.326621	13.326621	0.000000	13.326621	13.326621	13.326621	0.060048	0.858296	0.004640	0.002354	0.069211	0.005450	
43000	-94.573139	2643	1	15	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z 0 Z 0 0 Z 0 0 0 Z 0 	0.000000	24.683830	24.683830	24.683830	24.683830	0.000000	24.683830	0.000000	0.000000	0.000000	24.683830	0.000000	24.683830	0.000000	0.000000	0.000000	0.000000	24.683830	0.000000	0.000000	24.683830	0.000000	24.683830	24.683830	0.000000	24.683830	24.683830	24.683830	0.000000	24.683830	0.000676	0.967231	0.000022	0.000000	0.000020	0.032050	
44000	-94.856000	1981	1	17	'0 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z Z 0 Z Z Z 0 Z 0 0 Z 0 	15.406865	15.406865	15.406865	15.406865	15.406865	0.000000	15.406865	0.000000	0.000000	0.000000	15.406865	0.000000	15.406865	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.406865	0.000000	0.000000	0.000000	15.406865	0.000000	15.406865	15.406865	0.000000	15.406865	0.028426	0.920295	0.001816	0.000000	0.001449	0.048014	
45000	-93.130793	1092	1	16	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z 0 Z Z 0 Z 0 0 Z 0 0 	0.000000	16.063690	16.063690	16.063690	16.063690	0.000000	16.063690	0.000000	0.000000	0.000000	16.063690	0.000000	16.063690	0.000000	0.000000	0.000000	0.000000	16.063690	0.000000	0.000000	16.063690	0.000000	0.000000	16.063690	0.000000	16.063690	16.063690	0.000000	16.063690	16.063690	0.000095	0.988975	0.000001	0.000000	0.000000	0.010928	
46000	-95.688373	111	1	13	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z 0 0 Z Z 0 Z 0 0 0 Z 0 0 0 0 	0.000000	19.206426	19.206426	19.206426	19.206426	0.000000	19.206426	0.000000	0.000000	0.000000	19.206426	0.000000	19.206426	0.000000	0.000000	0.000000	19.206426	19.206426	0.000000	0.000000	19.206426	0.000000	19.206426	19.206426	19.206426	0.000000	19.206426	19.206426	19.206426	19.206426	0.011498	0.795338	0.009624	0.095886	0.011490	0.076163	
47000	-94.623385	827	1	16	'Z 0 0 0 Z Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z 0 0 0 0 0 Z Z 0 Z 0 	0.000000	21.996897	21.996897	21.996897	0.000000	0.000000	21.996897	0.000000	0.000000	0.000000	21.996897	0.000000	21.996897	0.000000	0.000000	0.000000	0.000000	21.996897	0.000000	0.000000	21.996897	21.996897	21.996897	21.996897	21.996897	0.000000	0.000000	21.996897	0.000000	21.996897	0.000605	0.970378	0.000011	0.000000	0.028093	0.000913	
48000	-97.579010	3820	1	17	'0 Z Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z 0 0 0 Z Z 0 Z 0 0 Z 	11.592230	0.000000	0.000000	11.592230	11.592230	0.000000	11.592230	0.000000	0.000000	0.000000	11.592230	0.000000	11.592230	0.000000	0.000000	0.000000	0.000000	11.592230	0.000000	0.000000	11.592230	11.592230	11.592230	0.000000	0.000000	11.592230	0.000000	11.592230	11.592230	0.000000	0.019425	0.935561	0.002441	0.000027	0.041653	0.000893	
49000	-94.813478	3772	1	16	'0 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z Z 0 0 0 Z Z Z 0 0 0 Z 	20.494921	20.494921	0.000000	20.494921	20.494921	0.000000	20.494921	0.000000	0.000000	0.000000	20.494921	0.000000	20.494921	0.000000	0.000000	0.000000	0.000000	20.494921	0.000000	0.000000	20.494921	20.494921	20.494921	0.000000	0.000000	0.000000	20.494921	20.494921	20.494921	0.000000	0.106270	0.697316	0.009692	0.000405	0.107372	0.078946	
50000	-95.634595	3632	1	13	'0 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 Z 0 Z 0 0 Z 0 0 0 0 Z 0 	15.857838	15.857838	15.857838	15.857838	15.857838	0.000000	15.857838	0.000000	0.000000	0.000000	15.857838	0.000000	15.857838	0.000000	0.000000	0.000000	0.000000	15.857838	0.000000	15.857838	0.000000	15.857838	15.857838	0.000000	15.857838	15.857838	15.857838	15.857838	0.000000	15.857838	0.072664	0.746243	0.005880	0.004741	0.085876	0.084595	
51000	-97.815648	4059	1	16	'0 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z 0 Z Z 0 0 0 0 Z 0 0 Z 	10.376218	10.376218	0.000000	10.376218	10.376218	0.000000	10.376218	0.000000	0.000000	0.000000	10.376218	0.000000	10.376218	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.376218	0.000000	0.000000	10.376218	10.376218	10.376218	10.376218	0.000000	10.376218	10.376218	0.000000	0.081647	0.906874	0.007079	0.000054	0.000296	0.004050	
52000	-94.980642	969	1	21	'0 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z Z Z Z Z Z Z Z 0 Z Z Z 0 Z Z 	15.220148	15.220148	0.000000	15.220148	15.220148	0.000000	15.220148	0.000000	0.000000	0.000000	15.220148	0.000000	15.220148	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.220148	0.000000	0.000000	0.000000	15.220148	0.000000	0.000000	0.041846	0.956287	0.001824	0.000000	0.000000	0.000043	
53000	-94.680465	2048	1	16	'0 0 0 0 0 Z 0 Z Z 0 0 Z 0 Z Z Z Z 0 Z Z Z Z 0 Z Z 0 0 0 Z Z 	13.821134	13.821134	13.821134	13.821134	13.821134	0.000000	13.821134	0.000000	0.000000	13.821134	13.821134	0.000000	13.821134	0.000000	0.000000	0.000000	0.000000	13.821134	0.000000	0.000000	0.000000	0.000000	13.821134	0.000000	0.000000	13.821134	13.821134	13.821134	0.000000	0.000000	0.044727	0.884085	0.001880	0.000026	0.000026	0.069257	
54000	-97.330311	3421	1	15	'Z 0 Z 0 0 Z 0 Z Z 0 0 Z 0 Z Z Z Z Z Z Z 0 0 0 0 0 Z 0 Z 0 0 	0.000000	9.434803	0.000000	9.434803	9.434803	0.000000	9.434803	0.000000	0.000000	9.434803	9.434803	0.000000	9.434803	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.434803	9.434803	9.434803	9.434803	9.434803	0.000000	9.434803	0.000000	9.434803	9.434803	0.000268	0.986325	0.000003	0.000000	0.009543	0.003861	
