Options:
Model:                           MultiState
Tree File Name:                  data/austronesian.bttrees
Data File Name:                  data/austronesian.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/austronesian/05-Sep-13_02.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4116353616
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/austronesian/05-Sep-13_02.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     30
Base frequency (PI's):           None
Character Symbols:               1,3,4,5,6,7
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q16                          RJ MCMC
    q17                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q36                          RJ MCMC
    q37                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q46                          RJ MCMC
    q47                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
    q56                          RJ MCMC
    q57                          RJ MCMC
    q61                          RJ MCMC
    q63                          RJ MCMC
    q64                          RJ MCMC
    q65                          RJ MCMC
    q67                          RJ MCMC
    q71                          RJ MCMC
    q73                          RJ MCMC
    q74                          RJ MCMC
    q75                          RJ MCMC
    q76                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      4199
     Taxa:                       85
     Sites:                      1
     States:                     6
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q16	q17	q31	q34	q35	q36	q37	q41	q43	q45	q46	q47	q51	q53	q54	q56	q57	q61	q63	q64	q65	q67	q71	q73	q74	q75	q76	Root P(1)	Root P(3)	Root P(4)	Root P(5)	Root P(6)	Root P(7)	
292000	-97.591192	2092	1	15	'0 0 0 Z Z Z 0 Z Z 0 0 Z 0 Z Z 0 Z 0 0 Z 0 Z Z Z 0 Z 0 0 Z 0 	10.146457	10.146457	10.146457	0.000000	0.000000	0.000000	10.146457	0.000000	0.000000	10.146457	10.146457	0.000000	10.146457	0.000000	0.000000	10.146457	0.000000	10.146457	10.146457	0.000000	10.146457	0.000000	0.000000	0.000000	10.146457	0.000000	10.146457	10.146457	0.000000	10.146457	0.018406	0.966200	0.000528	0.000119	0.000117	0.014630	
293000	-97.140278	2222	1	17	'Z 0 0 Z Z Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 0 Z 0 Z Z Z 0 Z 0 0 0 0 	0.000000	18.058997	18.058997	0.000000	0.000000	0.000000	18.058997	0.000000	0.000000	0.000000	18.058997	0.000000	18.058997	0.000000	0.000000	0.000000	0.000000	18.058997	18.058997	0.000000	18.058997	0.000000	0.000000	0.000000	18.058997	0.000000	18.058997	18.058997	18.058997	18.058997	0.000002	0.941069	0.000002	0.000067	0.001751	0.057108	
294000	-96.249102	3609	1	16	'Z 0 0 Z Z Z 0 Z Z Z 0 Z 0 Z Z Z Z 0 0 Z 0 0 Z 0 0 Z 0 0 Z 0 	0.000000	17.371880	17.371880	0.000000	0.000000	0.000000	17.371880	0.000000	0.000000	0.000000	17.371880	0.000000	17.371880	0.000000	0.000000	0.000000	0.000000	17.371880	17.371880	0.000000	17.371880	17.371880	0.000000	17.371880	17.371880	0.000000	17.371880	17.371880	0.000000	17.371880	0.000181	0.798823	0.000230	0.004192	0.068541	0.128033	
295000	-94.419448	2481	2	18	'Z Z 0 Z Z Z 0 Z Z Z 1 Z 0 Z Z 1 Z 0 1 Z 0 Z 0 0 0 Z Z Z 1 Z 	0.000000	0.000000	18.726067	0.000000	0.000000	0.000000	18.726067	0.000000	0.000000	0.000000	5.485101	0.000000	18.726067	0.000000	0.000000	5.485101	0.000000	18.726067	5.485101	0.000000	18.726067	0.000000	18.726067	18.726067	18.726067	0.000000	0.000000	0.000000	5.485101	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
296000	-93.458979	3337	2	17	'Z Z 1 1 Z Z 0 Z Z Z 1 Z 0 Z Z 1 Z 1 1 1 0 Z 1 0 Z Z Z Z 0 Z 	0.000000	0.000000	3.942392	3.942392	0.000000	0.000000	21.259064	0.000000	0.000000	0.000000	3.942392	0.000000	21.259064	0.000000	0.000000	3.942392	0.000000	3.942392	3.942392	3.942392	21.259064	0.000000	3.942392	21.259064	0.000000	0.000000	0.000000	0.000000	21.259064	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	
297000	-94.381553	2439	2	13	'Z Z 0 0 Z Z 1 Z Z 0 0 0 1 Z Z 0 0 1 0 0 Z Z Z 0 Z 0 Z 1 0 0 	0.000000	0.000000	1.525655	1.525655	0.000000	0.000000	23.568089	0.000000	0.000000	1.525655	1.525655	1.525655	23.568089	0.000000	0.000000	1.525655	1.525655	23.568089	1.525655	1.525655	0.000000	0.000000	0.000000	1.525655	0.000000	1.525655	0.000000	23.568089	1.525655	1.525655	0.000000	0.992651	0.004296	0.002959	0.000000	0.000094	
298000	-90.829044	1696	2	11	'Z 1 0 Z Z Z 1 Z Z 0 0 Z 1 0 0 1 0 1 0 0 Z 0 Z 0 Z 0 0 1 Z 0 	0.000000	18.735198	0.548818	0.000000	0.000000	0.000000	18.735198	0.000000	0.000000	0.548818	0.548818	0.000000	18.735198	0.548818	0.548818	18.735198	0.548818	18.735198	0.548818	0.548818	0.000000	0.548818	0.000000	0.548818	0.000000	0.548818	0.548818	18.735198	0.000000	0.548818	0.000000	0.999652	0.000003	0.000082	0.000135	0.000128	
299000	-94.947296	4183	2	11	'0 1 1 Z Z 0 1 Z Z 0 0 Z 1 0 0 1 Z 1 0 0 Z 0 Z 0 Z 0 Z Z 0 0 	1.389284	40.730719	40.730719	0.000000	0.000000	1.389284	40.730719	0.000000	0.000000	1.389284	1.389284	0.000000	40.730719	1.389284	1.389284	40.730719	0.000000	40.730719	1.389284	1.389284	0.000000	1.389284	0.000000	1.389284	0.000000	1.389284	0.000000	0.000000	1.389284	1.389284	0.003753	0.995652	0.000024	0.000223	0.000346	0.000001	
300000	-90.125376	1603	2	8	'0 1 1 Z 0 0 1 Z Z 0 0 Z 1 0 0 1 Z 1 Z 0 0 0 Z Z 1 0 1 1 0 1 	0.815314	19.956633	19.956633	0.000000	0.815314	0.815314	19.956633	0.000000	0.000000	0.815314	0.815314	0.000000	19.956633	0.815314	0.815314	19.956633	0.000000	19.956633	0.000000	0.815314	0.815314	0.815314	0.000000	0.000000	19.956633	0.815314	19.956633	19.956633	0.815314	19.956633	0.000050	0.964684	0.000003	0.000003	0.000583	0.034676	
301000	-90.725618	395	2	9	'0 1 1 Z 0 Z 1 0 Z 0 Z Z 1 0 0 1 Z 1 0 Z 0 Z 1 Z 0 0 1 1 1 1 	1.069763	19.229817	19.229817	0.000000	1.069763	0.000000	19.229817	1.069763	0.000000	1.069763	0.000000	0.000000	19.229817	1.069763	1.069763	19.229817	0.000000	19.229817	1.069763	0.000000	1.069763	0.000000	19.229817	0.000000	1.069763	1.069763	19.229817	19.229817	19.229817	19.229817	0.002689	0.940807	0.000132	0.000070	0.000106	0.056197	
302000	-95.549616	1870	2	11	'0 1 1 0 0 Z 1 Z Z 0 Z Z 1 0 Z 1 Z 1 Z 0 Z Z 1 1 0 0 Z 1 1 1 	7.020422	15.041624	15.041624	7.020422	7.020422	0.000000	15.041624	0.000000	0.000000	7.020422	0.000000	0.000000	15.041624	7.020422	0.000000	15.041624	0.000000	15.041624	0.000000	7.020422	0.000000	0.000000	15.041624	15.041624	7.020422	7.020422	0.000000	15.041624	15.041624	15.041624	0.008948	0.990844	0.000003	0.000152	0.000002	0.000050	
303000	-90.731422	768	2	13	'Z 1 Z 0 Z Z 1 Z Z 0 0 Z 1 0 Z 1 Z 1 0 0 Z Z 1 0 Z 0 1 1 0 Z 	0.000000	25.352360	0.000000	0.830680	0.000000	0.000000	25.352360	0.000000	0.000000	0.830680	0.830680	0.000000	25.352360	0.830680	0.000000	25.352360	0.000000	25.352360	0.830680	0.830680	0.000000	0.000000	25.352360	0.830680	0.000000	0.830680	25.352360	25.352360	0.830680	0.000000	0.000000	0.771403	0.000001	0.000018	0.000000	0.228578	
304000	-92.275415	869	2	9	'0 1 Z 0 0 Z 1 0 0 0 0 Z 1 0 Z 1 0 1 0 0 0 Z Z 0 Z 0 1 1 Z Z 	0.522315	32.307258	0.000000	0.522315	0.522315	0.000000	32.307258	0.522315	0.522315	0.522315	0.522315	0.000000	32.307258	0.522315	0.000000	32.307258	0.522315	32.307258	0.522315	0.522315	0.522315	0.000000	0.000000	0.522315	0.000000	0.522315	32.307258	32.307258	0.000000	0.000000	0.001522	0.613236	0.000084	0.001522	0.000000	0.383636	
305000	-90.422325	3037	2	8	'0 1 0 0 0 Z 1 0 0 0 0 Z 1 Z Z 1 0 1 0 0 Z Z 0 0 Z Z 0 1 0 0 	1.972461	19.043100	1.972461	1.972461	1.972461	0.000000	19.043100	1.972461	1.972461	1.972461	1.972461	0.000000	19.043100	0.000000	0.000000	19.043100	1.972461	19.043100	1.972461	1.972461	0.000000	0.000000	1.972461	1.972461	0.000000	0.000000	1.972461	19.043100	1.972461	1.972461	0.004540	0.986210	0.000167	0.004540	0.000002	0.004540	
306000	-89.709588	2054	2	13	'0 1 0 0 Z Z 1 0 0 0 Z Z 1 0 Z 1 Z 1 0 Z Z Z 0 Z 0 Z 1 Z 0 Z 	0.495116	20.896699	0.495116	0.495116	0.000000	0.000000	20.896699	0.495116	0.495116	0.495116	0.000000	0.000000	20.896699	0.495116	0.000000	20.896699	0.000000	20.896699	0.495116	0.000000	0.000000	0.000000	0.495116	0.000000	0.495116	0.000000	20.896699	0.000000	0.495116	0.000000	0.000063	0.951173	0.000000	0.000001	0.000000	0.048763	
307000	-90.042555	61	2	14	'0 1 0 0 Z Z 1 0 Z 0 Z Z 1 0 Z 1 Z 1 Z 0 Z Z Z 1 Z 0 1 Z Z 0 	1.641764	19.672438	1.641764	1.641764	0.000000	0.000000	19.672438	1.641764	0.000000	1.641764	0.000000	0.000000	19.672438	1.641764	0.000000	19.672438	0.000000	19.672438	0.000000	1.641764	0.000000	0.000000	0.000000	19.672438	0.000000	1.641764	19.672438	0.000000	0.000000	1.641764	0.003901	0.953277	0.000010	0.000354	0.000004	0.042455	
308000	-91.458176	3885	2	13	'0 1 0 Z Z Z 1 0 Z 0 Z Z 1 0 Z 1 0 1 Z Z 1 Z 0 1 1 1 Z Z Z 0 	1.256146	16.225488	1.256146	0.000000	0.000000	0.000000	16.225488	1.256146	0.000000	1.256146	0.000000	0.000000	16.225488	1.256146	0.000000	16.225488	1.256146	16.225488	0.000000	0.000000	16.225488	0.000000	1.256146	16.225488	16.225488	16.225488	0.000000	0.000000	0.000000	1.256146	0.000246	0.999497	0.000007	0.000246	0.000004	0.000001	
309000	-91.035546	1815	2	11	'0 1 Z Z Z 0 1 0 Z 0 Z Z 1 0 0 1 0 1 Z Z 1 1 Z 1 Z 1 0 Z 0 0 	1.279828	19.419732	0.000000	0.000000	0.000000	1.279828	19.419732	1.279828	0.000000	1.279828	0.000000	0.000000	19.419732	1.279828	1.279828	19.419732	1.279828	19.419732	0.000000	0.000000	19.419732	19.419732	0.000000	19.419732	0.000000	19.419732	1.279828	0.000000	1.279828	1.279828	0.000425	0.962501	0.000063	0.000425	0.036389	0.000196	
310000	-89.779383	2367	2	12	'0 1 Z 0 Z 0 1 Z Z 0 Z 0 1 0 Z 1 0 1 Z Z 1 1 Z 1 0 1 Z Z Z 0 	0.647882	23.047594	0.000000	0.647882	0.000000	0.647882	23.047594	0.000000	0.000000	0.647882	0.000000	0.647882	23.047594	0.647882	0.000000	23.047594	0.647882	23.047594	0.000000	0.000000	23.047594	23.047594	0.000000	23.047594	0.647882	23.047594	0.000000	0.000000	0.000000	0.647882	0.003043	0.886717	0.003536	0.002814	0.103663	0.000227	
311000	-90.020858	2360	2	16	'Z 1 Z 0 Z 0 1 Z Z 0 Z Z 1 0 Z 1 Z 1 Z Z 1 1 Z 1 0 Z Z Z Z 0 	0.000000	17.352075	0.000000	1.904415	0.000000	1.904415	17.352075	0.000000	0.000000	1.904415	0.000000	0.000000	17.352075	1.904415	0.000000	17.352075	0.000000	17.352075	0.000000	0.000000	17.352075	17.352075	0.000000	17.352075	1.904415	0.000000	0.000000	0.000000	0.000000	1.904415	0.000431	0.932937	0.000568	0.000024	0.066023	0.000015	
312000	-90.228018	638	2	10	'0 1 1 0 Z Z 1 Z Z 0 0 Z 1 0 Z 1 Z 1 Z 0 1 1 1 1 0 1 Z Z 0 0 	0.488209	19.508059	19.508059	0.488209	0.000000	0.000000	19.508059	0.000000	0.000000	0.488209	0.488209	0.000000	19.508059	0.488209	0.000000	19.508059	0.000000	19.508059	0.000000	0.488209	19.508059	19.508059	19.508059	19.508059	0.488209	19.508059	0.000000	0.000000	0.488209	0.488209	0.000028	0.975447	0.000001	0.000000	0.024523	0.000001	
313000	-91.424243	3358	2	5	'0 1 1 0 Z 0 1 Z 0 0 0 Z 1 0 Z 1 Z 1 0 0 1 1 1 1 0 0 0 1 0 0 	1.046162	20.341513	20.341513	1.046162	0.000000	1.046162	20.341513	0.000000	1.046162	1.046162	1.046162	0.000000	20.341513	1.046162	0.000000	20.341513	0.000000	20.341513	1.046162	1.046162	20.341513	20.341513	20.341513	20.341513	1.046162	1.046162	1.046162	20.341513	1.046162	1.046162	0.002892	0.930282	0.000166	0.000212	0.063462	0.002986	
314000	-90.387052	1931	2	9	'0 1 1 0 0 Z 1 0 Z 0 0 Z 1 0 Z 1 0 1 Z Z 1 Z 0 Z 1 Z 0 1 0 1 	0.996585	21.437813	21.437813	0.996585	0.996585	0.000000	21.437813	0.996585	0.000000	0.996585	0.996585	0.000000	21.437813	0.996585	0.000000	21.437813	0.996585	21.437813	0.000000	0.000000	21.437813	0.000000	0.996585	0.000000	21.437813	0.000000	0.996585	21.437813	0.996585	21.437813	0.001103	0.996863	0.000026	0.001115	0.000024	0.000868	
315000	-91.298993	240	2	8	'0 1 1 0 0 Z 1 0 Z 0 Z 0 1 0 Z 1 0 1 Z Z 1 1 0 Z 0 1 0 1 Z 1 	0.556990	28.879038	28.879038	0.556990	0.556990	0.000000	28.879038	0.556990	0.000000	0.556990	0.000000	0.556990	28.879038	0.556990	0.000000	28.879038	0.556990	28.879038	0.000000	0.000000	28.879038	28.879038	0.556990	0.000000	0.556990	28.879038	0.556990	28.879038	0.000000	28.879038	0.000567	0.890769	0.000693	0.000489	0.100796	0.006687	
316000	-90.507551	1665	2	11	'Z 1 1 0 0 Z 1 0 Z 0 Z Z 1 0 Z 1 0 Z Z Z 1 1 Z Z 0 1 1 1 0 1 	0.000000	18.534953	18.534953	0.838143	0.838143	0.000000	18.534953	0.838143	0.000000	0.838143	0.000000	0.000000	18.534953	0.838143	0.000000	18.534953	0.838143	0.000000	0.000000	0.000000	18.534953	18.534953	0.000000	0.000000	0.838143	18.534953	18.534953	18.534953	0.838143	18.534953	0.000005	0.938537	0.000004	0.000028	0.030717	0.030708	
317000	-91.677628	3786	2	11	'Z 1 1 0 Z Z 1 0 Z 0 Z Z 1 0 Z 1 0 0 Z Z 1 Z Z 1 0 1 1 1 0 1 	0.000000	18.870264	18.870264	0.357471	0.000000	0.000000	18.870264	0.357471	0.000000	0.357471	0.000000	0.000000	18.870264	0.357471	0.000000	18.870264	0.357471	0.357471	0.000000	0.000000	18.870264	0.000000	0.000000	18.870264	0.357471	18.870264	18.870264	18.870264	0.357471	18.870264	0.000000	0.969481	0.000000	0.000014	0.000001	0.030504	
318000	-91.554075	3734	2	10	'0 1 1 Z Z Z 1 Z 0 0 Z Z 1 0 0 1 0 0 0 Z Z 0 0 Z 1 1 0 1 Z 1 	0.981205	21.974720	21.974720	0.000000	0.000000	0.000000	21.974720	0.000000	0.981205	0.981205	0.000000	0.000000	21.974720	0.981205	0.981205	21.974720	0.981205	0.981205	0.981205	0.000000	0.000000	0.981205	0.981205	0.000000	21.974720	21.974720	0.981205	21.974720	0.000000	21.974720	0.001810	0.993938	0.000070	0.001186	0.001186	0.001810	
319000	-89.285456	2937	2	11	'0 1 1 Z Z Z 1 0 0 Z 0 Z 1 0 0 1 Z 0 Z Z Z 0 Z 1 1 0 Z 1 0 1 	0.759458	16.365785	16.365785	0.000000	0.000000	0.000000	16.365785	0.759458	0.759458	0.000000	0.759458	0.000000	16.365785	0.759458	0.759458	16.365785	0.000000	0.759458	0.000000	0.000000	0.000000	0.759458	0.000000	16.365785	16.365785	0.759458	0.000000	16.365785	0.759458	16.365785	0.002950	0.995401	0.000022	0.000067	0.001443	0.000116	
320000	-94.840165	2538	2	9	'0 1 1 Z Z 0 1 Z 0 Z 0 Z 1 0 0 1 Z 0 Z Z 0 0 Z 1 1 0 0 1 0 1 	0.374911	13.115020	13.115020	0.000000	0.000000	0.374911	13.115020	0.000000	0.374911	0.000000	0.374911	0.000000	13.115020	0.374911	0.374911	13.115020	0.000000	0.374911	0.000000	0.000000	0.374911	0.374911	0.000000	13.115020	13.115020	0.374911	0.374911	13.115020	0.374911	13.115020	0.000963	0.997901	0.000009	0.000005	0.000160	0.000964	
321000	-97.784190	1155	2	12	'0 1 1 Z 1 0 1 Z 0 0 0 Z 1 Z 0 1 Z 0 0 Z 0 0 1 Z 1 Z Z Z Z Z 	1.486295	11.806338	11.806338	0.000000	11.806338	1.486295	11.806338	0.000000	1.486295	1.486295	1.486295	0.000000	11.806338	0.000000	1.486295	11.806338	0.000000	1.486295	1.486295	0.000000	1.486295	1.486295	11.806338	0.000000	11.806338	0.000000	0.000000	0.000000	0.000000	0.000000	0.000409	0.999011	0.000001	0.000007	0.000572	0.000000	
322000	-92.559323	2952	2	5	'0 1 1 1 1 0 1 Z 0 Z 0 0 1 0 0 1 0 Z 0 Z 0 0 1 1 1 1 Z 0 0 0 	0.311223	19.671495	19.671495	19.671495	19.671495	0.311223	19.671495	0.000000	0.311223	0.000000	0.311223	0.311223	19.671495	0.311223	0.311223	19.671495	0.311223	0.000000	0.311223	0.000000	0.311223	0.311223	19.671495	19.671495	19.671495	19.671495	0.000000	0.311223	0.311223	0.311223	0.000407	0.998201	0.000743	0.000237	0.000407	0.000005	
323000	-93.361492	576	2	9	'0 1 1 1 1 0 1 Z Z 0 0 Z 1 0 Z 1 Z 0 0 Z Z 0 1 1 0 1 Z Z 0 0 	1.167770	19.719115	19.719115	19.719115	19.719115	1.167770	19.719115	0.000000	0.000000	1.167770	1.167770	0.000000	19.719115	1.167770	0.000000	19.719115	0.000000	1.167770	1.167770	0.000000	0.000000	1.167770	19.719115	19.719115	1.167770	19.719115	0.000000	0.000000	1.167770	1.167770	0.000338	0.999243	0.000000	0.000002	0.000416	0.000001	
324000	-91.734902	3186	2	12	'0 1 Z 0 1 0 1 Z Z 0 Z 0 1 0 Z 1 Z Z 0 Z 1 Z Z 1 1 1 Z Z 0 0 	0.470370	20.789553	0.000000	0.470370	20.789553	0.470370	20.789553	0.000000	0.000000	0.470370	0.000000	0.470370	20.789553	0.470370	0.000000	20.789553	0.000000	0.000000	0.470370	0.000000	20.789553	0.000000	0.000000	20.789553	20.789553	20.789553	0.000000	0.000000	0.470370	0.470370	0.001461	0.995887	0.002556	0.000032	0.000032	0.000032	
325000	-90.829145	1035	2	11	'0 1 0 0 1 Z 1 Z Z 0 Z 0 1 0 Z 1 Z Z 0 Z 1 1 0 0 Z 1 Z Z 1 0 	0.866594	20.974788	0.866594	0.866594	20.974788	0.000000	20.974788	0.000000	0.000000	0.866594	0.000000	0.866594	20.974788	0.866594	0.000000	20.974788	0.000000	0.000000	0.866594	0.000000	20.974788	20.974788	0.866594	0.866594	0.000000	20.974788	0.000000	0.000000	20.974788	0.866594	0.001126	0.952758	0.002244	0.000034	0.043805	0.000034	
326000	-92.791525	1664	2	10	'0 0 0 0 1 Z 1 Z Z 0 0 0 1 0 Z 1 Z 0 Z Z 1 Z 0 0 Z 1 Z 0 1 0 	0.991099	0.991099	0.991099	0.991099	15.929545	0.000000	15.929545	0.000000	0.000000	0.991099	0.991099	0.991099	15.929545	0.991099	0.000000	15.929545	0.000000	0.991099	0.000000	0.000000	15.929545	0.000000	0.991099	0.991099	0.000000	15.929545	0.000000	0.991099	15.929545	0.991099	0.000043	0.996577	0.003378	0.000001	0.000001	0.000001	
327000	-93.169015	1564	2	12	'0 0 1 0 1 Z 1 Z Z 0 0 Z 1 0 Z 1 Z 0 Z Z 0 0 0 Z Z Z Z 0 1 0 	1.872605	1.872605	22.536476	1.872605	22.536476	0.000000	22.536476	0.000000	0.000000	1.872605	1.872605	0.000000	22.536476	1.872605	0.000000	22.536476	0.000000	1.872605	0.000000	0.000000	1.872605	1.872605	1.872605	0.000000	0.000000	0.000000	0.000000	1.872605	22.536476	1.872605	0.000136	0.999644	0.000014	0.000003	0.000202	0.000000	
328000	-95.611174	299	2	12	'Z 0 0 1 Z Z 0 Z Z 1 0 Z 0 1 Z 0 Z 0 Z 0 0 0 0 0 1 Z Z 1 Z 1 	0.000000	11.833437	11.833437	2.449548	0.000000	0.000000	11.833437	0.000000	0.000000	2.449548	11.833437	0.000000	11.833437	2.449548	0.000000	11.833437	0.000000	11.833437	0.000000	11.833437	11.833437	11.833437	11.833437	11.833437	2.449548	0.000000	0.000000	2.449548	0.000000	2.449548	0.000002	0.990720	0.000004	0.000000	0.009274	0.000000	
329000	-97.502694	3259	2	7	'1 0 0 1 Z 1 0 Z 1 1 0 Z 0 1 1 0 Z 0 Z 0 1 0 0 0 1 1 Z 1 0 Z 	1.184716	14.427421	14.427421	1.184716	0.000000	1.184716	14.427421	0.000000	1.184716	1.184716	14.427421	0.000000	14.427421	1.184716	1.184716	14.427421	0.000000	14.427421	0.000000	14.427421	1.184716	14.427421	14.427421	14.427421	1.184716	1.184716	0.000000	1.184716	14.427421	0.000000	0.003084	0.933378	0.000330	0.000056	0.063150	0.000002	
330000	-99.384549	236	2	12	'1 0 0 1 Z Z 0 Z Z 1 0 Z 0 1 Z 0 Z 0 Z 0 Z 0 0 0 Z Z Z 1 0 1 	2.923650	22.617829	22.617829	2.923650	0.000000	0.000000	22.617829	0.000000	0.000000	2.923650	22.617829	0.000000	22.617829	2.923650	0.000000	22.617829	0.000000	22.617829	0.000000	22.617829	0.000000	22.617829	22.617829	22.617829	0.000000	0.000000	0.000000	2.923650	22.617829	2.923650	0.002205	0.935029	0.000273	0.000066	0.062383	0.000044	
331000	-95.262581	1407	2	12	'1 0 0 1 1 Z 0 Z Z 1 0 Z 0 1 Z 0 1 Z Z 0 1 Z 0 0 Z 1 Z 1 Z Z 	1.195641	9.390762	9.390762	1.195641	1.195641	0.000000	9.390762	0.000000	0.000000	1.195641	9.390762	0.000000	9.390762	1.195641	0.000000	9.390762	1.195641	0.000000	0.000000	9.390762	1.195641	0.000000	9.390762	9.390762	0.000000	1.195641	0.000000	1.195641	0.000000	0.000000	0.004108	0.994295	0.000320	0.001194	0.000080	0.000003	
332000	-99.227111	3446	2	10	'Z 1 1 0 0 Z 1 Z Z 0 0 0 1 0 0 0 Z Z 0 1 0 0 Z Z 0 Z Z 0 0 0 	0.000000	19.071230	19.071230	0.982763	0.982763	0.000000	19.071230	0.000000	0.000000	0.982763	0.982763	0.982763	19.071230	0.982763	0.982763	0.982763	0.000000	0.000000	0.982763	19.071230	0.982763	0.982763	0.000000	0.000000	0.982763	0.000000	0.000000	0.982763	0.982763	0.982763	0.000003	0.999716	0.000253	0.000000	0.000027	0.000000	
333000	-96.972587	2086	2	5	'Z 1 1 0 Z 0 1 Z 0 0 0 Z 1 0 0 0 Z 0 0 0 0 0 0 0 1 0 0 0 0 0 	0.000000	25.509387	25.509387	1.894793	0.000000	1.894793	25.509387	0.000000	1.894793	1.894793	1.894793	0.000000	25.509387	1.894793	1.894793	1.894793	0.000000	1.894793	1.894793	1.894793	1.894793	1.894793	1.894793	1.894793	25.509387	1.894793	1.894793	1.894793	1.894793	1.894793	0.000026	0.995213	0.000060	0.000015	0.002343	0.002343	
334000	-95.989029	1926	2	4	'0 1 Z 0 0 0 1 0 0 0 0 Z 1 0 Z 0 Z 0 0 0 0 0 0 0 0 0 0 0 0 0 	1.332811	17.063701	0.000000	1.332811	1.332811	1.332811	17.063701	1.332811	1.332811	1.332811	1.332811	0.000000	17.063701	1.332811	0.000000	1.332811	0.000000	1.332811	1.332811	1.332811	1.332811	1.332811	1.332811	1.332811	1.332811	1.332811	1.332811	1.332811	1.332811	1.332811	0.003303	0.995365	0.000012	0.000003	0.000659	0.000659	
335000	-93.424333	878	2	5	'0 1 1 Z 0 0 1 0 0 0 0 Z 1 0 Z 0 0 1 0 Z 0 0 0 0 0 Z 0 1 0 0 	1.007041	20.397838	20.397838	0.000000	1.007041	1.007041	20.397838	1.007041	1.007041	1.007041	1.007041	0.000000	20.397838	1.007041	0.000000	1.007041	1.007041	20.397838	1.007041	0.000000	1.007041	1.007041	1.007041	1.007041	1.007041	0.000000	1.007041	20.397838	1.007041	1.007041	0.002546	0.991932	0.000092	0.002503	0.000424	0.002502	
336000	-92.208791	4033	2	6	'0 1 1 0 0 Z 1 0 Z 0 0 Z 1 0 Z 0 0 1 Z 0 1 0 0 0 0 0 Z 1 1 0 	2.035557	21.766656	21.766656	2.035557	2.035557	0.000000	21.766656	2.035557	0.000000	2.035557	2.035557	0.000000	21.766656	2.035557	0.000000	2.035557	2.035557	21.766656	0.000000	2.035557	21.766656	2.035557	2.035557	2.035557	2.035557	2.035557	0.000000	21.766656	21.766656	2.035557	0.005373	0.985040	0.000269	0.005460	0.003641	0.000217	
337000	-93.715047	1938	2	12	'Z 1 1 Z Z 0 1 0 Z 0 Z Z 1 0 Z 0 0 1 Z 0 Z 0 0 0 Z 0 1 Z Z 0 	0.000000	35.181767	35.181767	0.000000	0.000000	1.334922	35.181767	1.334922	0.000000	1.334922	0.000000	0.000000	35.181767	1.334922	0.000000	1.334922	1.334922	35.181767	0.000000	1.334922	0.000000	1.334922	1.334922	1.334922	0.000000	1.334922	35.181767	0.000000	0.000000	1.334922	0.000596	0.445907	0.000640	0.007724	0.000101	0.545031	
338000	-93.068558	2986	2	11	'1 1 1 0 Z 0 1 0 Z 0 Z Z 1 0 0 1 0 1 Z 0 Z 0 0 0 Z Z Z Z Z 0 	18.672520	18.672520	18.672520	0.395711	0.000000	0.395711	18.672520	0.395711	0.000000	0.395711	0.000000	0.000000	18.672520	0.395711	0.395711	18.672520	0.395711	18.672520	0.000000	0.395711	0.000000	0.395711	0.395711	0.395711	0.000000	0.000000	0.000000	0.000000	0.000000	0.395711	0.090382	0.902990	0.000303	0.006254	0.000070	0.000000	
339000	-90.276409	2881	2	11	'0 1 1 Z Z Z 1 Z Z 0 Z Z 1 0 0 1 0 1 0 Z 1 0 Z 0 1 Z Z 1 1 0 	0.659176	16.735038	16.735038	0.000000	0.000000	0.000000	16.735038	0.000000	0.000000	0.659176	0.000000	0.000000	16.735038	0.659176	0.659176	16.735038	0.659176	16.735038	0.659176	0.000000	16.735038	0.659176	0.000000	0.659176	16.735038	0.000000	0.000000	16.735038	16.735038	0.659176	0.000109	0.999693	0.000003	0.000109	0.000085	0.000002	
