Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.bttrees
Data File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.btdata
Log File Name:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-3ANCrecon-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            862761913
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-3ANCrecon-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.242424,0.121212,0.121212,0.515152)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	5
	ANC5	2	R11_Umbundu G61_Sangu 
	ANC4	2	JD53_Shi G61_Sangu 
	ANC3	2	L11_Pende G61_Sangu 
	ANC2	2	C83_Bushong G61_Sangu 
	ANC1	2	C41_Ngombe G61_Sangu 
Scale Tree:                      0.000000
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - exp 10.00 
        q13 - exp 10.00 
        q21 - exp 10.00 
        q24 - exp 10.00 
        q31 - exp 10.00 
        q34 - exp 10.00 
        q42 - exp 10.00 
        q43 - exp 10.00 
Node reconstruction / fossilisation:
	MRCA RecNodeUmbundu ANC5
	MRCA RecNodeShi ANC4
	MRCA RecNodePende ANC3
	MRCA RecNodeBushong ANC2
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RecNodeUmbundu - P(0,0)	RecNodeUmbundu - P(0,1)	RecNodeUmbundu - P(1,0)	RecNodeUmbundu - P(1,1)	RecNodeShi - P(0,0)	RecNodeShi - P(0,1)	RecNodeShi - P(1,0)	RecNodeShi - P(1,1)	RecNodePende - P(0,0)	RecNodePende - P(0,1)	RecNodePende - P(1,0)	RecNodePende - P(1,1)	RecNodeBushong - P(0,0)	RecNodeBushong - P(0,1)	RecNodeBushong - P(1,0)	RecNodeBushong - P(1,1)	
3456000	-77.518223	454	8.633141	1.832165	9.216214	6.486420	15.029744	3.174933	0.244002	3.698635	0.224495	0.118388	0.112184	0.544933	0.027084	0.053382	0.016120	0.903414	0.025712	0.049247	0.016530	0.908511	0.060214	0.076865	0.038993	0.823929	0.095242	0.093784	0.056998	0.753975	
3457000	-77.582257	221	7.448576	7.121965	19.085009	2.857447	18.400842	3.494195	0.896485	2.830042	0.191258	0.099778	0.101698	0.607266	0.002094	0.004017	0.005586	0.988303	0.002362	0.005490	0.007271	0.984876	0.002575	0.006298	0.008250	0.982877	0.020222	0.033131	0.039760	0.906888	
3458000	-75.095308	51	0.186876	0.540883	2.397211	4.862938	12.040882	10.876869	1.830087	2.629649	0.159233	0.129366	0.121492	0.589910	0.000233	0.047032	0.046850	0.905885	0.000083	0.037853	0.034005	0.928058	0.000866	0.057113	0.056944	0.885077	0.016423	0.091706	0.199006	0.692864	
3459000	-78.247776	303	18.536850	9.348088	19.938172	0.566263	14.554721	7.461276	0.997045	2.253143	0.226373	0.111907	0.118549	0.543170	0.008222	0.001837	0.033050	0.956891	0.008282	0.002149	0.031346	0.958223	0.020825	0.006181	0.049807	0.923187	0.068241	0.022518	0.106191	0.803049	
3460000	-78.688681	109	1.596742	7.441120	10.881489	0.063683	19.718376	3.289581	2.266952	2.543661	0.176501	0.079127	0.097565	0.646807	0.000136	0.000007	0.001829	0.998028	0.000120	0.000018	0.002110	0.997752	0.000923	0.000105	0.006659	0.992313	0.016383	0.002510	0.040584	0.940523	
3461000	-74.711417	182	0.117006	0.403652	6.240579	14.967482	0.199054	9.547591	4.510557	2.218640	0.329243	0.124681	0.095519	0.450557	0.000782	0.072943	0.186076	0.740199	0.000214	0.057231	0.225128	0.717426	0.001407	0.088305	0.186210	0.724079	0.047387	0.261768	0.088898	0.601948	
3462000	-78.061960	447	1.281782	4.167437	4.384060	10.268283	11.331510	13.280076	2.293964	2.336872	0.271275	0.119724	0.124276	0.484726	0.027691	0.143347	0.074899	0.754063	0.024382	0.116722	0.070625	0.788271	0.072554	0.133679	0.109143	0.684624	0.178185	0.143648	0.150964	0.527203	
3463000	-79.099557	187	3.578992	24.731398	7.536739	4.159323	35.022259	24.678011	1.723504	6.342599	0.242423	0.121145	0.121220	0.515212	0.237412	0.112295	0.121034	0.529259	0.232262	0.099907	0.121214	0.546617	0.232750	0.099375	0.121411	0.546464	0.240353	0.110970	0.121950	0.526727	
3464000	-81.092777	981	0.393994	6.575707	16.327971	8.128016	0.287227	15.033970	4.473208	5.594015	0.242553	0.121304	0.121115	0.515028	0.112201	0.060779	0.178715	0.648305	0.129089	0.066354	0.176772	0.627785	0.173107	0.086117	0.155851	0.584925	0.218610	0.109532	0.128281	0.543577	
3465000	-75.615485	802	1.588855	0.219035	10.350131	6.268646	8.493306	7.926791	2.264834	1.474256	0.184944	0.116816	0.122480	0.575760	0.000045	0.009624	0.021035	0.969296	0.000107	0.011467	0.023652	0.964773	0.000699	0.026656	0.043491	0.929154	0.013779	0.113865	0.136805	0.735550	
3466000	-77.364371	639	0.601817	4.120312	4.218807	17.638624	10.667252	7.937663	2.362424	1.919469	0.312468	0.110964	0.134983	0.441585	0.009605	0.147636	0.037635	0.805124	0.007188	0.141665	0.032589	0.818558	0.011052	0.144716	0.041981	0.802250	0.113156	0.171671	0.158567	0.556606	
3467000	-80.427241	523	3.079487	4.927770	29.547228	10.145964	10.701872	11.331121	6.088245	0.834470	0.238194	0.119835	0.121116	0.520854	0.028741	0.036017	0.082381	0.852861	0.048929	0.051951	0.095263	0.803857	0.060116	0.056800	0.099657	0.783427	0.107136	0.080500	0.114119	0.698245	
3468000	-75.421813	320	1.570021	0.320874	9.568728	0.133933	8.077238	3.362921	1.451638	2.438898	0.044461	0.022596	0.101723	0.831219	0.000003	0.000011	0.007050	0.992936	0.000002	0.000008	0.006276	0.993714	0.000005	0.000021	0.008121	0.991853	0.002735	0.003929	0.075114	0.918223	
3469000	-74.109413	628	1.421732	1.163249	3.813932	14.952480	8.825941	13.055007	4.152633	4.226324	0.262011	0.118594	0.122397	0.496998	0.006024	0.134315	0.059079	0.800582	0.002575	0.127418	0.048558	0.821449	0.016526	0.142042	0.083180	0.758252	0.111774	0.149807	0.151341	0.587079	
3470000	-74.997364	838	4.208269	1.717567	8.945783	5.716307	12.142808	6.563635	1.464696	2.957234	0.206530	0.115074	0.113534	0.564863	0.005556	0.028534	0.027295	0.938615	0.005238	0.027354	0.026784	0.940624	0.007847	0.034130	0.033555	0.924468	0.028886	0.072394	0.075996	0.822725	
3471000	-76.184009	569	6.661046	0.221693	8.470511	4.758557	9.846696	9.771136	0.973077	5.396471	0.202298	0.112210	0.118910	0.566582	0.002488	0.015733	0.049843	0.931935	0.001483	0.011947	0.041508	0.945062	0.002752	0.017161	0.048792	0.931295	0.024430	0.058876	0.106525	0.810169	
3472000	-72.316917	827	0.788838	0.181011	8.253683	5.008354	1.797387	50.369305	1.851176	7.797718	0.297312	0.142105	0.107149	0.453434	0.000010	0.003725	0.186389	0.809876	0.000097	0.006737	0.186309	0.806858	0.000596	0.020001	0.183400	0.796003	0.031834	0.184279	0.167799	0.616088	
3473000	-75.127015	396	1.277678	0.416220	1.044597	18.504767	15.088704	10.156088	2.437289	4.004002	0.235033	0.122384	0.120974	0.521608	0.002872	0.231863	0.022227	0.743038	0.004878	0.228481	0.026372	0.740269	0.010891	0.214274	0.038682	0.736153	0.066157	0.159331	0.117556	0.656956	
3474000	-75.434591	644	7.936111	0.213111	28.467295	1.569994	9.536858	14.575477	0.761430	2.153571	0.201567	0.103092	0.127861	0.567480	0.000013	0.000199	0.050332	0.949456	0.000225	0.000837	0.066310	0.932628	0.000276	0.001359	0.083316	0.915049	0.014376	0.033370	0.231930	0.720323	
3475000	-75.211524	779	6.009739	1.268009	10.298989	2.460190	10.360347	14.948732	0.398815	6.149994	0.204615	0.106335	0.122846	0.566204	0.002358	0.004783	0.079366	0.913492	0.003768	0.006636	0.083325	0.906271	0.009823	0.013222	0.097962	0.878994	0.054595	0.051636	0.151859	0.741911	
3476000	-76.742137	581	2.123097	0.798054	8.217247	27.833664	14.117100	9.776964	6.620979	1.794660	0.248271	0.120612	0.122774	0.508344	0.002165	0.119229	0.019894	0.858711	0.006607	0.127621	0.030869	0.834903	0.025624	0.143151	0.059563	0.771663	0.105337	0.157861	0.123560	0.613243	
3477000	-75.927949	505	2.096795	0.379075	8.383205	2.915985	9.996938	18.711946	2.645327	2.822765	0.154347	0.098557	0.127903	0.619193	0.000199	0.004288	0.088685	0.906828	0.000277	0.004341	0.083481	0.911900	0.002170	0.013597	0.105754	0.878479	0.018035	0.051270	0.167789	0.762906	
3478000	-74.576481	711	4.499580	0.091384	17.566134	1.025830	1.151879	11.294935	3.058158	3.361116	0.095115	0.054005	0.169981	0.680900	0.000203	0.000648	0.261620	0.737529	0.000039	0.000213	0.294791	0.704958	0.000249	0.000771	0.272663	0.726317	0.007995	0.015937	0.202643	0.773425	
3479000	-75.637947	75	6.011215	0.595414	7.306615	2.210860	1.241547	11.771580	1.877485	2.500751	0.275237	0.136337	0.110904	0.477522	0.001484	0.003204	0.204396	0.790916	0.003834	0.006052	0.205472	0.784642	0.006246	0.009123	0.200389	0.784242	0.051765	0.057262	0.171081	0.719891	
3480000	-77.926827	868	1.370553	15.096397	15.942750	2.992535	21.243863	6.360506	2.140027	0.625416	0.242500	0.121211	0.121326	0.514963	0.010504	0.008138	0.017874	0.963484	0.017269	0.014469	0.028138	0.940124	0.022349	0.017016	0.031889	0.928746	0.090984	0.061450	0.091537	0.756029	
3481000	-74.614380	12	13.761763	1.681567	20.529947	0.310111	4.995574	12.018797	2.172675	1.615270	0.209822	0.103818	0.127529	0.558831	0.001445	0.000245	0.131670	0.866640	0.001710	0.000312	0.123645	0.874332	0.006354	0.001690	0.134619	0.857336	0.061505	0.020024	0.170965	0.747506	
3482000	-78.114381	103	0.924392	2.737918	2.577837	12.322773	13.646866	3.685925	4.686225	1.023163	0.331950	0.103040	0.153631	0.411380	0.002732	0.153179	0.007415	0.836674	0.000889	0.135518	0.003583	0.860011	0.004471	0.146690	0.011689	0.837150	0.096804	0.178203	0.131307	0.593686	
3483000	-76.948381	373	4.001879	6.038605	6.575870	22.046272	10.421022	4.069121	6.025780	2.204736	0.240913	0.121485	0.120524	0.517078	0.059832	0.152085	0.034435	0.753648	0.069313	0.145777	0.039409	0.745502	0.098895	0.144261	0.054327	0.702517	0.169009	0.137893	0.088753	0.604345	
3484000	-79.388391	230	13.223412	3.960987	15.582498	5.935231	4.923394	13.344260	4.503297	4.599321	0.238953	0.119713	0.122028	0.519306	0.073132	0.044044	0.155557	0.727267	0.087559	0.051579	0.153831	0.707030	0.119514	0.067101	0.148033	0.665352	0.158448	0.085678	0.140194	0.615680	
3485000	-74.513402	958	0.917464	0.314878	14.516118	8.219487	5.451347	20.899138	2.823498	4.094180	0.151737	0.108109	0.135935	0.604219	0.000019	0.006425	0.111661	0.881895	0.000413	0.016934	0.125758	0.856895	0.007562	0.062584	0.154437	0.775417	0.015545	0.113306	0.182817	0.688332	
3486000	-75.911893	574	1.466705	4.065122	7.558200	2.964282	6.949355	28.004560	1.783651	6.155273	0.247279	0.123597	0.120307	0.508817	0.033656	0.015253	0.148924	0.802167	0.036364	0.016199	0.149343	0.798093	0.063037	0.028035	0.151933	0.756994	0.159177	0.070262	0.151306	0.619254	
3487000	-77.011200	667	12.437391	2.914324	20.431439	21.850244	4.138542	8.380579	4.987630	2.163261	0.244013	0.121449	0.121204	0.513335	0.222314	0.118737	0.121358	0.537592	0.213616	0.116648	0.123146	0.546591	0.224828	0.118695	0.120477	0.536000	0.248731	0.122487	0.120425	0.508357	
3488000	-77.798068	396	2.598778	2.467668	1.789082	15.359219	5.756939	11.546796	2.681801	2.959798	0.393592	0.094804	0.126879	0.384726	0.050416	0.154303	0.135698	0.659584	0.047903	0.152735	0.115815	0.683547	0.084389	0.146410	0.123925	0.645276	0.371383	0.098578	0.185712	0.344327	
3489000	-73.421948	136	1.156812	0.232710	9.436755	16.621721	2.448026	5.541355	3.621834	1.697966	0.292713	0.122524	0.116122	0.468641	0.000586	0.073096	0.050624	0.875694	0.000265	0.060051	0.053530	0.886153	0.004067	0.094927	0.069489	0.831517	0.083710	0.218873	0.114268	0.583149	
3490000	-76.144491	474	0.246575	2.474397	7.883737	14.145729	8.578397	32.673188	2.949697	9.457659	0.237503	0.121457	0.121768	0.519271	0.006554	0.075142	0.130668	0.787637	0.006385	0.073105	0.129618	0.790891	0.039833	0.105223	0.138531	0.716413	0.106590	0.135031	0.148871	0.609508	
3491000	-76.521921	960	4.403496	2.026542	0.347033	17.401491	17.372391	1.391346	3.096683	2.166515	0.253407	0.116400	0.129126	0.501066	0.051572	0.191509	0.014114	0.742805	0.054821	0.196733	0.014669	0.733777	0.091606	0.181786	0.028074	0.698534	0.208338	0.124856	0.080292	0.586514	
3492000	-79.492222	19	2.500006	3.239871	7.105180	4.149456	14.835618	13.089155	3.719878	3.372464	0.220754	0.116429	0.119254	0.543563	0.007782	0.019664	0.056904	0.915649	0.006193	0.017175	0.052884	0.923749	0.007082	0.018897	0.056494	0.917528	0.051084	0.059115	0.116764	0.773037	
3493000	-75.419763	112	9.744930	0.408415	15.589545	2.713989	5.185860	10.118275	0.706994	3.338832	0.294459	0.142950	0.117035	0.445556	0.000218	0.000989	0.090916	0.907878	0.000260	0.001512	0.075438	0.922790	0.005221	0.011338	0.101737	0.881704	0.079895	0.092743	0.193206	0.634157	
3494000	-74.857222	346	1.077074	0.242223	17.625628	3.876365	0.110707	9.268923	5.190477	1.750081	0.174066	0.096342	0.159293	0.570300	0.000023	0.000221	0.760747	0.239009	0.000300	0.000519	0.815440	0.183740	0.001960	0.002503	0.696204	0.299333	0.031383	0.024306	0.435252	0.509059	
3495000	-76.051330	770	0.099546	0.816654	3.009142	21.799520	7.400759	25.625153	4.153910	7.304080	0.246995	0.120780	0.122168	0.510057	0.000050	0.144746	0.083820	0.771383	0.000555	0.149322	0.100022	0.750100	0.004619	0.153870	0.122719	0.718792	0.058504	0.161407	0.191572	0.588517	
3496000	-79.912730	392	1.637744	5.520507	12.484414	9.880793	22.787693	6.034873	4.712548	1.223904	0.207253	0.117979	0.109166	0.565602	0.004487	0.045703	0.013491	0.936319	0.003928	0.042737	0.013330	0.940005	0.009479	0.058465	0.022963	0.909093	0.047099	0.108541	0.065399	0.778960	
3497000	-77.497281	363	0.006062	2.078838	3.542091	33.469740	4.784813	25.090287	13.331400	4.259178	0.323886	0.109828	0.113066	0.453221	0.002871	0.149325	0.123360	0.724444	0.004574	0.149536	0.124663	0.721226	0.013258	0.150763	0.132214	0.703766	0.112138	0.162426	0.178196	0.547240	
3498000	-75.963618	25	3.458190	6.009801	12.440940	4.971457	8.785422	10.268312	3.258969	1.098086	0.241203	0.120715	0.121195	0.516887	0.041769	0.030948	0.095589	0.831694	0.061490	0.042738	0.101297	0.794475	0.113600	0.070655	0.116415	0.699331	0.166122	0.094084	0.123337	0.616457	
3499000	-75.403211	852	1.737794	5.790670	3.105844	20.159136	16.060625	6.853188	4.265312	2.746939	0.252471	0.118923	0.124577	0.504028	0.019832	0.173163	0.027738	0.779268	0.013443	0.171797	0.021690	0.793070	0.017850	0.171826	0.027385	0.782939	0.126116	0.149922	0.104113	0.619849	
3500000	-75.764738	69	1.714159	1.215624	18.683011	11.312075	3.741084	6.947925	3.367807	2.398052	0.220775	0.116969	0.123790	0.538466	0.000453	0.015644	0.056132	0.927771	0.000905	0.020059	0.061156	0.917880	0.008233	0.050592	0.087178	0.853997	0.049197	0.125499	0.112929	0.712375	
3501000	-76.501942	540	5.022200	6.927023	5.938556	18.742042	20.478346	0.908363	1.593903	2.335642	0.243962	0.120916	0.122158	0.512963	0.093511	0.157770	0.031815	0.716903	0.046944	0.149673	0.013649	0.789735	0.100447	0.149834	0.034329	0.715390	0.174370	0.141330	0.071665	0.612635	
3502000	-77.025200	988	2.765768	1.925438	5.153021	3.907794	6.901061	28.018364	0.874795	7.364407	0.242654	0.121848	0.121397	0.514102	0.014866	0.023593	0.143621	0.817921	0.006634	0.013783	0.135718	0.843865	0.012178	0.019986	0.144763	0.823072	0.073474	0.063867	0.180061	0.682598	
3503000	-76.040488	622	5.438215	1.657933	14.582647	0.268767	0.099001	6.076048	3.298738	1.748976	0.216548	0.107208	0.120330	0.555913	0.000473	0.000026	0.200669	0.798832	0.007157	0.000847	0.311672	0.680324	0.010450	0.001161	0.258597	0.729792	0.086697	0.016929	0.113637	0.782738	
3504000	-74.467954	855	4.984982	0.523023	15.793202	3.771517	5.895270	11.197067	1.846300	1.423767	0.204311	0.108738	0.126901	0.560049	0.003352	0.009417	0.120519	0.866712	0.001847	0.007899	0.091061	0.899193	0.002763	0.010447	0.093492	0.893298	0.019330	0.053365	0.156830	0.770475	
3505000	-78.965984	249	18.178293	1.742271	21.329437	7.888377	6.301762	15.713652	0.042412	8.101309	0.254583	0.125699	0.120094	0.499624	0.147107	0.084460	0.143353	0.625080	0.083618	0.056128	0.133801	0.726453	0.103719	0.068068	0.134037	0.694175	0.212543	0.121883	0.138427	0.527148	
3506000	-76.152767	469	2.541739	0.144073	3.947148	27.607296	7.571964	34.278963	7.824250	10.864454	0.248810	0.120388	0.120843	0.509959	0.008281	0.148313	0.125500	0.717906	0.011191	0.148651	0.127276	0.712881	0.021166	0.149579	0.133008	0.696247	0.088293	0.150795	0.156372	0.604541	
3507000	-77.235599	23	6.764705	2.607093	13.753989	5.558884	4.419842	9.335596	1.766808	2.383098	0.258719	0.127002	0.120030	0.494249	0.015067	0.017547	0.123988	0.843398	0.035815	0.034687	0.123973	0.805526	0.050390	0.044678	0.125819	0.779113	0.140450	0.101909	0.144658	0.612982	
3508000	-81.091629	268	3.910140	5.778038	5.557821	20.756247	8.427040	5.689052	7.024507	5.611260	0.238838	0.122049	0.119929	0.519184	0.097366	0.156596	0.061480	0.684558	0.102988	0.154856	0.064446	0.677710	0.121980	0.150486	0.073090	0.654444	0.163700	0.141142	0.090849	0.604310	
3509000	-77.819396	418	0.830809	1.779851	5.511864	11.532044	4.796587	26.482735	1.258403	7.102493	0.402091	0.120189	0.100490	0.377231	0.011428	0.108628	0.137191	0.742753	0.012242	0.096599	0.139132	0.752027	0.036118	0.113212	0.145214	0.705456	0.205042	0.166848	0.145770	0.482340	
3510000	-76.551366	783	3.461978	5.059321	8.224191	4.625555	10.251626	2.940082	1.798733	1.957797	0.217811	0.116834	0.111937	0.553418	0.002402	0.018124	0.006459	0.973015	0.002222	0.016602	0.006792	0.974384	0.005332	0.026890	0.012923	0.954855	0.041209	0.081823	0.056938	0.820031	
3511000	-74.581555	530	5.345400	0.428987	10.161835	1.033008	5.448665	4.037463	1.604247	1.753295	0.136575	0.075139	0.122238	0.666049	0.000007	0.000126	0.008539	0.991329	0.000084	0.000681	0.015200	0.984034	0.000370	0.001829	0.023847	0.973953	0.005761	0.019813	0.074647	0.899780	
3512000	-75.346824	445	5.559572	0.436105	7.865446	2.371924	3.722698	3.437200	2.312695	1.763587	0.202859	0.110563	0.117521	0.569057	0.000966	0.006313	0.024187	0.968534	0.000122	0.001767	0.014786	0.983325	0.002631	0.016369	0.033373	0.947628	0.022852	0.057379	0.067312	0.852457	
3513000	-73.774474	659	1.238509	1.672334	11.296566	38.740420	0.906211	13.596365	10.126074	1.671483	0.282392	0.119742	0.111590	0.486276	0.007408	0.099805	0.225982	0.666804	0.007309	0.095228	0.246212	0.651251	0.066929	0.128730	0.191408	0.612933	0.164587	0.147783	0.137664	0.549965	
3514000	-75.778234	29	2.127886	2.577905	16.462446	7.295268	1.311960	9.820381	3.857136	0.929054	0.245051	0.121924	0.121071	0.511954	0.032135	0.028292	0.277964	0.661609	0.046968	0.034260	0.292472	0.626300	0.062553	0.042109	0.264312	0.631026	0.140459	0.079158	0.195904	0.584480	
3515000	-74.275212	49	0.317885	1.505490	7.613152	7.955806	5.841543	10.859125	2.126477	1.741863	0.279664	0.126798	0.121159	0.472379	0.000454	0.028189	0.058517	0.912841	0.003996	0.047715	0.084604	0.863685	0.026324	0.098390	0.129336	0.745950	0.056634	0.167843	0.190295	0.585228	
3516000	-75.493810	141	14.426317	3.737286	39.307265	1.102208	2.657314	11.762606	1.732907	3.184406	0.247316	0.123819	0.120057	0.508808	0.013180	0.004404	0.166588	0.815828	0.030602	0.011559	0.164724	0.793115	0.041021	0.015941	0.163588	0.779450	0.120282	0.048928	0.156384	0.674405	
3517000	-77.556398	91	4.329657	2.699041	6.835934	14.803187	21.135688	10.135510	3.443226	2.254520	0.242810	0.121201	0.121337	0.514653	0.050721	0.121774	0.049956	0.777549	0.060429	0.122207	0.056739	0.760624	0.087130	0.126692	0.071350	0.714828	0.160409	0.132749	0.105883	0.600959	
3518000	-77.803065	809	2.364977	1.125365	14.608242	5.744688	13.172158	8.322875	0.497622	3.141813	0.203794	0.114341	0.118797	0.563069	0.000687	0.012488	0.025605	0.961219	0.000687	0.012488	0.025605	0.961219	0.006076	0.029188	0.047312	0.917424	0.034894	0.097766	0.127933	0.739406	
3519000	-75.567816	876	0.247659	2.215757	3.355890	10.885039	4.413753	4.922133	2.916305	2.796151	0.256313	0.119611	0.125497	0.498579	0.000554	0.146422	0.018255	0.834769	0.001506	0.132345	0.027376	0.838773	0.003112	0.139580	0.036557	0.820751	0.041872	0.202626	0.111247	0.644255	
3520000	-75.390021	431	1.442277	0.433405	3.244768	33.630784	2.048745	14.934268	5.423299	4.756290	0.605965	0.070561	0.073231	0.250243	0.004512	0.143490	0.143463	0.708535	0.002510	0.141915	0.137704	0.717871	0.022869	0.149433	0.147773	0.679925	0.272369	0.173300	0.170804	0.383527	
3521000	-75.337708	253	2.549492	1.838367	0.199532	22.537872	7.448650	10.252867	4.265207	6.115588	0.255455	0.117549	0.122719	0.504276	0.033365	0.194340	0.072830	0.699465	0.043816	0.194070	0.075064	0.687050	0.072714	0.177853	0.089036	0.660396	0.208415	0.123581	0.128678	0.539326	
3522000	-76.387861	193	9.708112	3.946873	19.871422	2.436415	8.184109	24.944314	1.753924	5.219039	0.231692	0.115561	0.123061	0.529686	0.025512	0.011257	0.137206	0.826025	0.031678	0.014341	0.138917	0.815063	0.033751	0.015367	0.139665	0.811218	0.093414	0.043937	0.156577	0.706071	
3523000	-76.751781	968	1.484519	11.779718	3.850540	18.835777	32.094617	13.807061	5.402397	3.154045	0.245748	0.120526	0.122257	0.511470	0.049411	0.159897	0.049264	0.741428	0.050948	0.158844	0.051282	0.738926	0.088802	0.152201	0.071231	0.687766	0.167107	0.137785	0.109129	0.585979	
3524000	-75.325767	51	2.519138	1.676157	5.812410	2.720245	8.254027	3.378285	2.224006	0.771807	0.210608	0.118107	0.117642	0.553643	0.001151	0.010483	0.013101	0.975265	0.000636	0.007065	0.010113	0.982186	0.003270	0.019102	0.023047	0.954581	0.030218	0.073566	0.092531	0.803685	
3525000	-76.308573	515	0.119887	0.467364	2.664725	12.330491	0.834555	9.725473	2.673354	1.787073	0.774979	0.061280	0.035501	0.128240	0.000141	0.133626	0.122577	0.743656	0.000367	0.115220	0.139134	0.745279	0.003473	0.166585	0.146114	0.683828	0.130054	0.431958	0.148570	0.289418	
3526000	-78.285884	177	17.357125	16.227159	13.189606	11.978827	35.327014	4.170249	0.146272	3.792642	0.244316	0.121478	0.122261	0.511945	0.251479	0.133074	0.122972	0.492475	0.230959	0.125180	0.112390	0.531471	0.247701	0.125736	0.122077	0.504486	0.256742	0.124996	0.128179	0.490083	
3527000	-76.175176	499	0.695150	2.211527	7.201319	10.219799	8.280369	35.479589	1.437226	8.619965	0.266676	0.122894	0.118509	0.491921	0.005490	0.057509	0.133912	0.803089	0.011256	0.063017	0.138527	0.787199	0.027940	0.083914	0.147596	0.740550	0.126685	0.139434	0.159781	0.574099	
3528000	-78.147922	126	0.386856	1.131460	7.374432	18.092205	4.699258	28.805634	3.129427	11.073235	0.246727	0.122055	0.120830	0.510388	0.003466	0.094169	0.146902	0.755463	0.003789	0.093062	0.146476	0.756673	0.015255	0.112713	0.149363	0.722669	0.083586	0.161146	0.156308	0.598959	
3529000	-77.487654	338	6.808162	3.460852	14.107865	27.770860	8.250695	6.341280	7.990864	2.800833	0.240448	0.121341	0.120516	0.517695	0.107266	0.126556	0.069940	0.696238	0.107628	0.125275	0.069262	0.697834	0.140273	0.126731	0.082594	0.650402	0.189572	0.126344	0.101664	0.582420	
3530000	-84.269212	758	9.821893	0.673602	46.105894	3.461908	12.683136	32.128471	4.289331	5.567548	0.171449	0.088940	0.131997	0.607614	0.000697	0.001668	0.120486	0.877149	0.001370	0.003032	0.122128	0.873470	0.001831	0.003526	0.124836	0.869806	0.018099	0.021820	0.157754	0.802327	
3531000	-75.843781	786	5.443742	1.307570	11.961182	32.275188	13.257030	2.835339	4.605948	1.800388	0.244744	0.120928	0.122453	0.511874	0.048510	0.132968	0.018603	0.799919	0.036048	0.128416	0.013707	0.821828	0.071024	0.139625	0.029020	0.760330	0.152811	0.147672	0.067812	0.631704	
3532000	-74.900611	920	11.170320	0.391017	34.361029	0.883321	3.926279	12.483297	1.790065	4.627212	0.122110	0.062544	0.148639	0.666707	0.000061	0.000097	0.121784	0.878058	0.000158	0.000243	0.118309	0.881290	0.000662	0.000786	0.126869	0.871684	0.009701	0.010605	0.164496	0.815198	
3533000	-75.628895	932	2.628706	1.165997	4.514418	13.679565	1.837046	8.489351	5.464083	1.833617	0.335450	0.116888	0.108027	0.439635	0.010965	0.102077	0.155891	0.731067	0.008379	0.092660	0.167836	0.731124	0.027036	0.109673	0.157540	0.705750	0.238166	0.161912	0.139715	0.460207	
3534000	-76.625077	180	2.507875	3.450889	12.440287	11.802338	8.093159	25.680083	4.378239	2.568519	0.242244	0.121189	0.121233	0.515334	0.045122	0.069795	0.134852	0.750231	0.057501	0.076086	0.135779	0.730633	0.067953	0.081695	0.136468	0.713884	0.138467	0.113916	0.140114	0.607503	
3535000	-74.675065	228	0.570617	0.426708	13.841013	2.697761	0.451918	26.562768	3.179119	4.272925	0.149017	0.088822	0.148182	0.613978	0.000958	0.003650	0.227959	0.767433	0.000583	0.002649	0.233727	0.763041	0.005011	0.012249	0.210892	0.771847	0.021023	0.042297	0.172399	0.764281	
3536000	-76.765247	892	1.757314	3.959873	5.100210	17.233793	8.404412	4.013480	6.750955	1.623581	0.220068	0.124878	0.114610	0.540445	0.015868	0.144778	0.021535	0.817818	0.023397	0.145599	0.028025	0.802979	0.025888	0.145582	0.029774	0.798756	0.066185	0.159910	0.061724	0.712181	
3537000	-78.584915	489	3.374910	5.769745	3.825681	25.117780	24.417531	16.988431	7.093107	3.458937	0.244748	0.120742	0.121767	0.512743	0.116836	0.146734	0.088219	0.648211	0.096596	0.150555	0.079650	0.673199	0.113894	0.147203	0.087595	0.651307	0.197848	0.130463	0.117129	0.554559	
3538000	-78.582133	470	6.478066	2.454711	17.985406	18.712042	10.074567	0.508641	6.351960	0.860686	0.225247	0.121608	0.104901	0.548244	0.022230	0.078622	0.002435	0.896712	0.030536	0.087694	0.004376	0.877394	0.057747	0.103581	0.010673	0.827998	0.112156	0.126958	0.028716	0.732170	
