Rate	83.33
Rev Jump	16.67
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
42197	0.281560	7803	0.285916	2.305353	42197	0.281560	0.282240	0.278056	
41852	0.250956	8148	0.307560	2.305353	41852	0.250956	0.260180	0.278054	
42376	0.317184	7624	0.301417	2.305353	42376	0.317184	0.314780	0.278058	
41905	0.292495	8095	0.276838	2.305353	41905	0.292495	0.289960	0.278060	
41540	0.238108	8460	0.299645	2.305353	41540	0.238108	0.248520	0.278056	
41915	0.271025	8085	0.296722	2.305353	41915	0.271025	0.275180	0.278056	
41610	0.260899	8390	0.283433	2.305353	41610	0.260899	0.264680	0.278054	
42090	0.266096	7910	0.307332	2.305353	42090	0.266096	0.272620	0.278053	
41761	0.274275	8239	0.289962	2.305353	41761	0.274275	0.276860	0.278053	
41630	0.283570	8370	0.302867	2.305353	41630	0.283570	0.286800	0.278054	
41874	0.253331	8126	0.315407	2.305353	41874	0.253331	0.263420	0.278052	
42049	0.270922	7951	0.297950	2.305353	42049	0.270922	0.275220	0.278052	
41637	0.239426	8363	0.319742	2.305353	41637	0.239426	0.252860	0.278049	
41525	0.300734	8475	0.316460	2.305353	41525	0.300734	0.303400	0.278052	
42077	0.273689	7923	0.292061	2.305353	42077	0.273689	0.276600	0.278052	
41481	0.261421	8519	0.315765	2.305353	41481	0.261421	0.270680	0.278051	
41784	0.241360	8216	0.322907	2.305353	41784	0.241360	0.254760	0.278048	
41931	0.300947	8069	0.294584	2.305353	41931	0.300947	0.299920	0.278051	
42077	0.256102	7923	0.294838	2.305353	42077	0.256102	0.262240	0.278049	
41405	0.260065	8595	0.320535	2.305353	41405	0.260065	0.270460	0.278048	
41478	0.262935	8522	0.312485	2.305353	41478	0.262935	0.271380	0.278047	
42436	0.322250	7564	0.299313	2.305353	42436	0.322250	0.318780	0.278052	
41851	0.274426	8149	0.301141	2.305353	41851	0.274426	0.278780	0.278052	
42326	0.294712	7674	0.301929	2.305353	42326	0.294712	0.295820	0.278054	
41652	0.257731	8348	0.313967	2.305353	41652	0.257731	0.267120	0.278053	
41818	0.244297	8182	0.307015	2.305353	41818	0.244297	0.254560	0.278050	
41991	0.256912	8009	0.307154	2.305353	41991	0.256912	0.264960	0.278048	
41637	0.259096	8363	0.310295	2.305353	41637	0.259096	0.267660	0.278047	
42115	0.283414	7885	0.297020	2.305353	42115	0.283414	0.285560	0.278048	
42004	0.288925	7996	0.285518	2.305353	42004	0.288925	0.288380	0.278049	
42400	0.296132	7600	0.274079	2.305353	42400	0.296132	0.292780	0.278051	
42063	0.300240	7937	0.313091	2.305353	42063	0.300240	0.302280	0.278054	
41533	0.254809	8467	0.323609	2.305353	41533	0.254809	0.266460	0.278053	
41930	0.292201	8070	0.295291	2.305353	41930	0.292201	0.292700	0.278055	
42123	0.275764	7877	0.318268	2.305353	42123	0.275764	0.282460	0.278055	
43281	0.291467	6719	0.312249	2.305353	43281	0.291467	0.294260	0.278057	
46556	0.303677	3444	0.389082	2.305353	46556	0.303677	0.309560	0.278061	
46583	0.296009	3417	0.399766	2.305353	46583	0.296009	0.303100	0.278064	
46556	0.303570	3444	0.394019	2.305353	46556	0.303570	0.309800	0.278068	
46415	0.293720	3585	0.386053	2.305353	46415	0.293720	0.300340	0.278071	
42930	0.273049	7070	0.309901	2.305353	42930	0.273049	0.278260	0.278071	
41955	0.284448	8045	0.289248	2.305353	41955	0.284448	0.285220	0.278072	
41569	0.231519	8431	0.305420	2.305353	41569	0.231519	0.243980	0.278068	
42106	0.279841	7894	0.302762	2.305353	42106	0.279841	0.283460	0.278069	
41636	0.252570	8364	0.320301	2.305353	41636	0.252570	0.263900	0.278067	
41811	0.243309	8189	0.306265	2.305353	41811	0.243309	0.253620	0.278064	
42718	0.321082	7282	0.269981	2.305353	42718	0.321082	0.313640	0.278068	
41676	0.244841	8324	0.301057	2.305353	41676	0.244841	0.254200	0.278065	
42294	0.280536	7706	0.276408	2.305353	42294	0.280536	0.279900	0.278065	
42375	0.308932	7625	0.279607	2.305353	42375	0.308932	0.304460	0.278069	
42170	0.297558	7830	0.275862	2.305353	42170	0.297558	0.294160	0.278071	
41875	0.280096	8125	0.299569	2.305353	41875	0.280096	0.283260	0.278071	
42298	0.285404	7702	0.275773	2.305353	42298	0.285404	0.283920	0.278072	
41769	0.233068	8231	0.308832	2.305353	41769	0.233068	0.245540	0.278068	
42268	0.283169	7732	0.306906	2.305353	42268	0.283169	0.286840	0.278069	
41398	0.248828	8602	0.318414	2.305353	41398	0.248828	0.260800	0.278067	
41993	0.293692	8007	0.291245	2.305353	41993	0.293692	0.293300	0.278069	
41981	0.313618	8019	0.302656	2.305353	41981	0.313618	0.311860	0.278073	
41605	0.225285	8395	0.302561	2.305353	41605	0.225285	0.238260	0.278068	
41886	0.280929	8114	0.307493	2.305353	41886	0.280929	0.285240	0.278069	
41304	0.227944	8696	0.329807	2.305353	41304	0.227944	0.245660	0.278065	
41662	0.271614	8338	0.328736	2.305353	41662	0.271614	0.281140	0.278065	
41837	0.254870	8163	0.290457	2.305353	41837	0.254870	0.260680	0.278063	
41888	0.267045	8112	0.314965	2.305353	41888	0.267045	0.274820	0.278063	
41900	0.246730	8100	0.324568	2.305353	41900	0.246730	0.259340	0.278060	
42036	0.264725	7964	0.299598	2.305353	42036	0.264725	0.270280	0.278059	
41732	0.253714	8268	0.309990	2.305353	41732	0.253714	0.263020	0.278058	
41989	0.289838	8011	0.304581	2.305353	41989	0.289838	0.292200	0.278059	
41651	0.246525	8349	0.318361	2.305353	41651	0.246525	0.258520	0.278057	
41941	0.255168	8059	0.303512	2.305353	41941	0.255168	0.262960	0.278055	
41748	0.265474	8252	0.301745	2.305353	41748	0.265474	0.271460	0.278054	
41579	0.251184	8421	0.291889	2.305353	41579	0.251184	0.258040	0.278052	
42078	0.323352	7922	0.290078	2.305353	42078	0.323352	0.318080	0.278057	
42088	0.301963	7912	0.311047	2.305353	42088	0.301963	0.303400	0.278060	
41565	0.250379	8435	0.291879	2.305353	41565	0.250379	0.257380	0.278057	
41884	0.301595	8116	0.316658	2.305353	41884	0.301595	0.304040	0.278061	
41854	0.263201	8146	0.307636	2.305353	41854	0.263201	0.270440	0.278060	
41955	0.282016	8045	0.287259	2.305353	41955	0.282016	0.282860	0.278060	
42356	0.305293	7644	0.283490	2.305353	42356	0.305293	0.301960	0.278063	
41978	0.261137	8022	0.297432	2.305353	41978	0.261137	0.266960	0.278062	
41852	0.242354	8148	0.322288	2.305353	41852	0.242354	0.255380	0.278059	
41772	0.278799	8228	0.300559	2.305353	41772	0.278799	0.282380	0.278059	
42100	0.277458	7900	0.300253	2.305353	42100	0.277458	0.281060	0.278060	
41986	0.261587	8014	0.284752	2.305353	41986	0.261587	0.265300	0.278058	
41558	0.253670	8442	0.305615	2.305353	41558	0.253670	0.262440	0.278056	
42041	0.256107	7959	0.296143	2.305353	42041	0.256107	0.262480	0.278054	
41973	0.259929	8027	0.304971	2.305353	41973	0.259929	0.267160	0.278053	
41954	0.284216	8046	0.305245	2.305353	41954	0.284216	0.287600	0.278054	
42025	0.253516	7975	0.316991	2.305353	42025	0.253516	0.263640	0.278052	
41703	0.262739	8297	0.300350	2.305353	41703	0.262739	0.268980	0.278051	
41544	0.277898	8456	0.285360	2.305353	41544	0.277898	0.279160	0.278051	
41731	0.266588	8269	0.310558	2.305353	41731	0.266588	0.273860	0.278051	
42056	0.269950	7944	0.302870	2.305353	42056	0.269950	0.275180	0.278050	
41832	0.239434	8168	0.298972	2.305353	41832	0.239434	0.249160	0.278047	
41589	0.251316	8411	0.314707	2.305353	41589	0.251316	0.261980	0.278045	
42251	0.283402	7749	0.283520	2.305353	42251	0.283402	0.283420	0.278046	
41541	0.286368	8459	0.306537	2.305353	41541	0.286368	0.289780	0.278047	
41541	0.252690	8459	0.313158	2.305353	41541	0.252690	0.262920	0.278045	
42096	0.263588	7904	0.305415	2.305353	42096	0.263588	0.270200	0.278044	
42000	0.264857	8000	0.291750	2.305353	42000	0.264857	0.269160	0.278043	
41211	0.229089	8789	0.305723	2.305353	41211	0.229089	0.242560	0.278039	
41711	0.296349	8289	0.311015	2.305353	41711	0.296349	0.298780	0.278041	
41511	0.247091	8489	0.307928	2.305353	41511	0.247091	0.257420	0.278039	
42320	0.244731	7680	0.287891	2.305353	42320	0.244731	0.251360	0.278035	
42116	0.263202	7884	0.284373	2.305353	42116	0.263202	0.266540	0.278034	
41903	0.259504	8097	0.276152	2.305353	41903	0.259504	0.262200	0.278032	
41901	0.278275	8099	0.303247	2.305353	41901	0.278275	0.282320	0.278032	
41725	0.282181	8275	0.299819	2.305353	41725	0.282181	0.285100	0.278033	
42436	0.290579	7564	0.300238	2.305353	42436	0.290579	0.292040	0.278035	
41502	0.281818	8498	0.308190	2.305353	41502	0.281818	0.286300	0.278036	
41643	0.253536	8357	0.311475	2.305353	41643	0.253536	0.263220	0.278034	
41504	0.235206	8496	0.311794	2.305353	41504	0.235206	0.248220	0.278030	
41969	0.255808	8031	0.299091	2.305353	41969	0.255808	0.262760	0.278029	
41405	0.258206	8595	0.311111	2.305353	41405	0.258206	0.267300	0.278027	
41510	0.236208	8490	0.318610	2.305353	41510	0.236208	0.250200	0.278024	
41239	0.231722	8761	0.316402	2.305353	41239	0.231722	0.246560	0.278020	
42074	0.278628	7926	0.299016	2.305353	42074	0.278628	0.281860	0.278020	
41804	0.250263	8196	0.319668	2.305353	41804	0.250263	0.261640	0.278018	
41653	0.230188	8347	0.309333	2.305353	41653	0.230188	0.243400	0.278014	
41901	0.261402	8099	0.319175	2.305353	41901	0.261402	0.270760	0.278013	
42125	0.282018	7875	0.288508	2.305353	42125	0.282018	0.283040	0.278014	
41519	0.244635	8481	0.296191	2.305353	41519	0.244635	0.253380	0.278011	
42019	0.277898	7981	0.289563	2.305353	42019	0.277898	0.279760	0.278011	
41635	0.259301	8365	0.317513	2.305353	41635	0.259301	0.269040	0.278010	
41600	0.260841	8400	0.306310	2.305353	41600	0.260841	0.268480	0.278008	
41721	0.250761	8279	0.301244	2.305353	41721	0.250761	0.259120	0.278006	
41758	0.258825	8242	0.284882	2.305353	41758	0.258825	0.263120	0.278004	
42218	0.299730	7782	0.303264	2.305353	42218	0.299730	0.300280	0.278007	
42531	0.321953	7469	0.268175	2.305353	42531	0.321953	0.313920	0.278011	
41743	0.297415	8257	0.287514	2.305353	41743	0.297415	0.295780	0.278014	
42133	0.244108	7867	0.288801	2.305353	42133	0.244108	0.251140	0.278010	
42643	0.300002	7357	0.276879	2.305353	42643	0.300002	0.296600	0.278013	
41835	0.263703	8165	0.291366	2.305353	41835	0.263703	0.268220	0.278011	
41924	0.262761	8076	0.318970	2.305353	41924	0.262761	0.271840	0.278011	
41813	0.275536	8187	0.328081	2.305353	41813	0.275536	0.284140	0.278011	
42173	0.287459	7827	0.300498	2.305353	42173	0.287459	0.289500	0.278013	
42034	0.276562	7966	0.287346	2.305353	42034	0.276562	0.278280	0.278013	
41669	0.231131	8331	0.312928	2.305353	41669	0.231131	0.244760	0.278009	
41836	0.260015	8164	0.317736	2.305353	41836	0.260015	0.269440	0.278008	
41494	0.262255	8506	0.304609	2.305353	41494	0.262255	0.269460	0.278007	
42080	0.297766	7920	0.284975	2.305353	42080	0.297766	0.295740	0.278009	
42235	0.356197	7765	0.267354	2.305353	42235	0.356197	0.342400	0.278017	
41630	0.259236	8370	0.314337	2.305353	41630	0.259236	0.268460	0.278016	
41621	0.274405	8379	0.318176	2.305353	41621	0.274405	0.281740	0.278016	
42221	0.299496	7779	0.305823	2.305353	42221	0.299496	0.300480	0.278019	
41993	0.287548	8007	0.310603	2.305353	41993	0.287548	0.291240	0.278021	
41669	0.302839	8331	0.295643	2.305353	41669	0.302839	0.301640	0.278024	
42154	0.295156	7846	0.303594	2.305353	42154	0.295156	0.296480	0.278026	
41728	0.241588	8272	0.298356	2.305353	41728	0.241588	0.250980	0.278022	
42292	0.260357	7708	0.295018	2.305353	42292	0.260357	0.265700	0.278021	
41672	0.297322	8328	0.316162	2.305353	41672	0.297322	0.300460	0.278024	
41664	0.238767	8336	0.311060	2.305353	41664	0.238767	0.250820	0.278020	
42345	0.236982	7655	0.311561	2.305353	42345	0.236982	0.248400	0.278017	
41673	0.238500	8327	0.319803	2.305353	41673	0.238500	0.252040	0.278013	
41863	0.243461	8137	0.297161	2.305353	41863	0.243461	0.252200	0.278010	
41960	0.266087	8040	0.311692	2.305353	41960	0.266087	0.273420	0.278010	
42300	0.283404	7700	0.301688	2.305353	42300	0.283404	0.286220	0.278011	
42300	0.311017	7700	0.275325	2.305353	42300	0.311017	0.305520	0.278014	
42038	0.269875	7962	0.299673	2.305353	42038	0.269875	0.274620	0.278014	
41789	0.300653	8211	0.305444	2.305353	41789	0.300653	0.301440	0.278017	
41831	0.256269	8169	0.295997	2.305353	41831	0.256269	0.262760	0.278015	
41781	0.242766	8219	0.300523	2.305353	41781	0.242766	0.252260	0.278011	
42588	0.332934	7412	0.256611	2.305353	42588	0.332934	0.321620	0.278017	
42139	0.305394	7861	0.284569	2.305353	42139	0.305394	0.302120	0.278020	
41774	0.298152	8226	0.302699	2.305353	41774	0.298152	0.298900	0.278022	
41634	0.275376	8366	0.303610	2.305353	41634	0.275376	0.280100	0.278023	
42381	0.282556	7619	0.308702	2.305353	42381	0.282556	0.286540	0.278024	
41592	0.251539	8408	0.312203	2.305353	41592	0.251539	0.261740	0.278022	
42020	0.276606	7980	0.299123	2.305353	42020	0.276606	0.280200	0.278022	
41598	0.276744	8402	0.303023	2.305353	41598	0.276744	0.281160	0.278022	
41885	0.258016	8115	0.294147	2.305353	41885	0.258016	0.263880	0.278021	
42411	0.269364	7589	0.287258	2.305353	42411	0.269364	0.272080	0.278020	
41725	0.291001	8275	0.302477	2.305353	41725	0.291001	0.292900	0.278022	
42024	0.264373	7976	0.292503	2.305353	42024	0.264373	0.268860	0.278021	
41640	0.278794	8360	0.309330	2.305353	41640	0.278794	0.283900	0.278021	
41994	0.259156	8006	0.306645	2.305353	41994	0.259156	0.266760	0.278020	
42167	0.292788	7833	0.303715	2.305353	42167	0.292788	0.294500	0.278022	
41795	0.266946	8205	0.290311	2.305353	41795	0.266946	0.270780	0.278021	
42128	0.334030	7872	0.287729	2.305353	42128	0.334030	0.326740	0.278027	
41584	0.255531	8416	0.306321	2.305353	41584	0.255531	0.264080	0.278025	
41939	0.250292	8061	0.305917	2.305353	41939	0.250292	0.259260	0.278023	
41469	0.253129	8531	0.291994	2.305353	41469	0.253129	0.259760	0.278021	
41761	0.261560	8239	0.306105	2.305353	41761	0.261560	0.268900	0.278020	
41363	0.262408	8637	0.301262	2.305353	41363	0.262408	0.269120	0.278019	
42119	0.292932	7881	0.280421	2.305353	42119	0.292932	0.290960	0.278020	
42284	0.255298	7716	0.298341	2.305353	42284	0.255298	0.261940	0.278018	
42035	0.278458	7965	0.307721	2.305353	42035	0.278458	0.283120	0.278019	
41770	0.261025	8230	0.296476	2.305353	41770	0.261025	0.266860	0.278017	
41808	0.254521	8192	0.321045	2.305353	41808	0.254521	0.265420	0.278016	
42507	0.275202	7493	0.304551	2.305353	42507	0.275202	0.279600	0.278016	
42035	0.225764	7965	0.318393	2.305353	42035	0.225764	0.240520	0.278011	
42225	0.280237	7775	0.305595	2.305353	42225	0.280237	0.284180	0.278012	
41905	0.265672	8095	0.307968	2.305353	41905	0.265672	0.272520	0.278012	
42079	0.269303	7921	0.286201	2.305353	42079	0.269303	0.271980	0.278011	
42549	0.275283	7451	0.287210	2.305353	42549	0.275283	0.277060	0.278011	
41908	0.282404	8092	0.294983	2.305353	41908	0.282404	0.284440	0.278011	
41540	0.261098	8460	0.316312	2.305353	41540	0.261098	0.270440	0.278011	
42192	0.299867	7808	0.308530	2.305353	42192	0.299867	0.301220	0.278013	
41547	0.278817	8453	0.302969	2.305353	41547	0.278817	0.282900	0.278014	
41938	0.253517	8062	0.304639	2.305353	41938	0.253517	0.261760	0.278012	
42008	0.281399	7992	0.304680	2.305353	42008	0.281399	0.285120	0.278013	
41892	0.250525	8108	0.290701	2.305353	41892	0.250525	0.257040	0.278010	
41868	0.276942	8132	0.294761	2.305353	41868	0.276942	0.279840	0.278011	
42263	0.298204	7737	0.301797	2.305353	42263	0.298204	0.298760	0.278013	
41774	0.306099	8226	0.297836	2.305353	41774	0.306099	0.304740	0.278016	
42393	0.296488	7607	0.296569	2.305353	42393	0.296488	0.296500	0.278019	
41888	0.254727	8112	0.305597	2.305353	41888	0.254727	0.262980	0.278017	
42178	0.269501	7822	0.287778	2.305353	42178	0.269501	0.272360	0.278016	
42191	0.252992	7809	0.303624	2.305353	42191	0.252992	0.260900	0.278014	
41949	0.245441	8051	0.305055	2.305353	41949	0.245441	0.255040	0.278011	
41883	0.248502	8117	0.306764	2.305353	41883	0.248502	0.257960	0.278009	
41612	0.249375	8388	0.309609	2.305353	41612	0.249375	0.259480	0.278006	
41868	0.252269	8132	0.300418	2.305353	41868	0.252269	0.260100	0.278004	
41852	0.280154	8148	0.302528	2.305353	41852	0.280154	0.283800	0.278005	
41779	0.308983	8221	0.298869	2.305353	41779	0.308983	0.307320	0.278009	
41640	0.273895	8360	0.316388	2.305353	41640	0.273895	0.281000	0.278009	
41972	0.246474	8028	0.292725	2.305353	41972	0.246474	0.253900	0.278006	
41644	0.261934	8356	0.315103	2.305353	41644	0.261934	0.270820	0.278005	
42246	0.234365	7754	0.292752	2.305353	42246	0.234365	0.243420	0.278001	
41739	0.298809	8261	0.306864	2.305353	41739	0.298809	0.300140	0.278003	
41717	0.241029	8283	0.314741	2.305353	41717	0.241029	0.253240	0.278000	
42052	0.269072	7948	0.295043	2.305353	42052	0.269072	0.273200	0.278000	
42063	0.259016	7937	0.295578	2.305353	42063	0.259016	0.264820	0.277998	
41714	0.236348	8286	0.308834	2.305353	41714	0.236348	0.248360	0.277995	
42046	0.297983	7954	0.277722	2.305353	42046	0.297983	0.294760	0.277997	
41914	0.291907	8086	0.285803	2.305353	41914	0.291907	0.290920	0.277998	
41891	0.224368	8109	0.299914	2.305353	41891	0.224368	0.236620	0.277993	
42174	0.264950	7826	0.292359	2.305353	42174	0.264950	0.269240	0.277992	
41979	0.304390	8021	0.291734	2.305353	41979	0.304390	0.302360	0.277995	
41874	0.253785	8126	0.299163	2.305353	41874	0.253785	0.261160	0.277993	
41700	0.253693	8300	0.296867	2.305353	41700	0.253693	0.260860	0.277991	
41858	0.278226	8142	0.306067	2.305353	41858	0.278226	0.282760	0.277991	
41822	0.281646	8178	0.291269	2.305353	41822	0.281646	0.283220	0.277992	
41950	0.280667	8050	0.307578	2.305353	41950	0.280667	0.285000	0.277993	
41723	0.281715	8277	0.309049	2.305353	41723	0.281715	0.286240	0.277994	
42091	0.266494	7909	0.314073	2.305353	42091	0.266494	0.274020	0.277993	
42121	0.280311	7879	0.321995	2.305353	42121	0.280311	0.286880	0.277995	
41817	0.261640	8183	0.300745	2.305353	41817	0.261640	0.268040	0.277993	
42235	0.296105	7765	0.282421	2.305353	42235	0.296105	0.293980	0.277995	
41700	0.262326	8300	0.313253	2.305353	41700	0.262326	0.270780	0.277994	
42286	0.267961	7714	0.313586	2.305353	42286	0.267961	0.275000	0.277994	
41830	0.263256	8170	0.308813	2.305353	41830	0.263256	0.270700	0.277993	
41617	0.240911	8383	0.302278	2.305353	41617	0.240911	0.251200	0.277990	
41749	0.270713	8251	0.306508	2.305353	41749	0.270713	0.276620	0.277990	
41868	0.289004	8132	0.288244	2.305353	41868	0.289004	0.288880	0.277991	
41750	0.245006	8250	0.282182	2.305353	41750	0.245006	0.251140	0.277988	
41939	0.282816	8061	0.322913	2.305353	41939	0.282816	0.289280	0.277989	
42042	0.282408	7958	0.297814	2.305353	42042	0.282408	0.284860	0.277990	
41943	0.247383	8057	0.306069	2.305353	41943	0.247383	0.256840	0.277987	
41612	0.241565	8388	0.294826	2.305353	41612	0.241565	0.250500	0.277984	
42095	0.322841	7905	0.270082	2.305353	42095	0.322841	0.314500	0.277988	
42150	0.262017	7850	0.293758	2.305353	42150	0.262017	0.267000	0.277987	
41852	0.249355	8148	0.308051	2.305353	41852	0.249355	0.258920	0.277985	
42186	0.266747	7814	0.312260	2.305353	42186	0.266747	0.273860	0.277984	
41870	0.273776	8130	0.301353	2.305353	41870	0.273776	0.278260	0.277984	
41338	0.231167	8662	0.307781	2.305353	41338	0.231167	0.244440	0.277980	
41865	0.273068	8135	0.295022	2.305353	41865	0.273068	0.276640	0.277980	
42121	0.296717	7879	0.305749	2.305353	42121	0.296717	0.298140	0.277983	
41915	0.260527	8085	0.301793	2.305353	41915	0.260527	0.267200	0.277981	
41881	0.257730	8119	0.314571	2.305353	41881	0.257730	0.266960	0.277980	
41991	0.268891	8009	0.308028	2.305353	41991	0.268891	0.275160	0.277979	
42013	0.295551	7987	0.305121	2.305353	42013	0.295551	0.297080	0.277982	
41957	0.275806	8043	0.311575	2.305353	41957	0.275806	0.281560	0.277982	
41711	0.244564	8289	0.307033	2.305353	41711	0.244564	0.254920	0.277979	
41947	0.270985	8053	0.307215	2.305353	41947	0.270985	0.276820	0.277979	
41535	0.240761	8465	0.309510	2.305353	41535	0.240761	0.252400	0.277976	
41769	0.244871	8231	0.310047	2.305353	41769	0.244871	0.255600	0.277973	
42303	0.297047	7697	0.281278	2.305353	42303	0.297047	0.294620	0.277975	
41878	0.257438	8122	0.302881	2.305353	41878	0.257438	0.264820	0.277974	
41921	0.268863	8079	0.311177	2.305353	41921	0.268863	0.275700	0.277974	
42129	0.308885	7871	0.292339	2.305353	42129	0.308885	0.306280	0.277977	
42032	0.301770	7968	0.296185	2.305353	42032	0.301770	0.300880	0.277980	
41728	0.276098	8272	0.297389	2.305353	41728	0.276098	0.279620	0.277980	
41767	0.274355	8233	0.314102	2.305353	41767	0.274355	0.280900	0.277980	
42110	0.281501	7890	0.297465	2.305353	42110	0.281501	0.284020	0.277981	
42761	0.297795	7239	0.295897	2.305353	42761	0.297795	0.297520	0.277984	
41981	0.256616	8019	0.300786	2.305353	41981	0.256616	0.263700	0.277982	
41707	0.284461	8293	0.301580	2.305353	41707	0.284461	0.287300	0.277983	
42315	0.312230	7685	0.302928	2.305353	42315	0.312230	0.310800	0.277987	
42060	0.258250	7940	0.310831	2.305353	42060	0.258250	0.266600	0.277986	
42119	0.273012	7881	0.287654	2.305353	42119	0.273012	0.275320	0.277985	
41918	0.284126	8082	0.306855	2.305353	41918	0.284126	0.287800	0.277986	
41999	0.284412	8001	0.306462	2.305353	41999	0.284412	0.287940	0.277988	
41892	0.294328	8108	0.286384	2.305353	41892	0.294328	0.293040	0.277989	
42129	0.297728	7871	0.282556	2.305353	42129	0.297728	0.295340	0.277992	
41869	0.260360	8131	0.292092	2.305353	41869	0.260360	0.265520	0.277990	
41555	0.289736	8445	0.303256	2.305353	41555	0.289736	0.292020	0.277992	
41866	0.272202	8134	0.297640	2.305353	41866	0.272202	0.276340	0.277992	
42061	0.294334	7939	0.306462	2.305353	42061	0.294334	0.296260	0.277994	
41535	0.283929	8465	0.308210	2.305353	41535	0.283929	0.288040	0.277995	
41924	0.235545	8076	0.297424	2.305353	41924	0.235545	0.245540	0.277991	
41899	0.277883	8101	0.278854	2.305353	41899	0.277883	0.278040	0.277991	
41985	0.278361	8015	0.306051	2.305353	41985	0.278361	0.282800	0.277992	
42043	0.261970	7957	0.303632	2.305353	42043	0.261970	0.268600	0.277991	
41614	0.257750	8386	0.301216	2.305353	41614	0.257750	0.265040	0.277989	
41673	0.238452	8327	0.302030	2.305353	41673	0.238452	0.249040	0.277985	
41830	0.287019	8170	0.278213	2.305353	41830	0.287019	0.285580	0.277986	
41955	0.297223	8045	0.312492	2.305353	41955	0.297223	0.299680	0.277989	
41431	0.268036	8569	0.317307	2.305353	41431	0.268036	0.276480	0.277989	
42045	0.290831	7955	0.295663	2.305353	42045	0.290831	0.291600	0.277990	
41999	0.268149	8001	0.303087	2.305353	41999	0.268149	0.273740	0.277990	
41661	0.250066	8339	0.293440	2.305353	41661	0.250066	0.257300	0.277987	
42020	0.272632	7980	0.294110	2.305353	42020	0.272632	0.276060	0.277987	
42143	0.247230	7857	0.315388	2.305353	42143	0.247230	0.257940	0.277985	
42209	0.280580	7791	0.298165	2.305353	42209	0.280580	0.283320	0.277985	
41929	0.277302	8071	0.310494	2.305353	41929	0.277302	0.282660	0.277986	
41501	0.287559	8499	0.309448	2.305353	41501	0.287559	0.291280	0.277988	
41552	0.255680	8448	0.308002	2.305353	41552	0.255680	0.264520	0.277986	
41716	0.250048	8284	0.296958	2.305353	41716	0.250048	0.257820	0.277983	
41674	0.272496	8326	0.308071	2.305353	41674	0.272496	0.278420	0.277984	
42322	0.292472	7678	0.284189	2.305353	42322	0.292472	0.291200	0.277985	
42333	0.284742	7667	0.296987	2.305353	42333	0.284742	0.286620	0.277986	
41770	0.236557	8230	0.288578	2.305353	41770	0.236557	0.245120	0.277982	
41626	0.276702	8374	0.304156	2.305353	41626	0.276702	0.281300	0.277983	
41830	0.291011	8170	0.297307	2.305353	41830	0.291011	0.292040	0.277984	
42174	0.240551	7826	0.303092	2.305353	42174	0.240551	0.250340	0.277981	
42143	0.264789	7857	0.305333	2.305353	42143	0.264789	0.271160	0.277980	
41901	0.263144	8099	0.285838	2.305353	41901	0.263144	0.266820	0.277979	
41805	0.264753	8195	0.303966	2.305353	41805	0.264753	0.271180	0.277978	
42035	0.256263	7965	0.292404	2.305353	42035	0.256263	0.262020	0.277976	
41752	0.277735	8248	0.293768	2.305353	41752	0.277735	0.280380	0.277976	
41900	0.248998	8100	0.298148	2.305353	41900	0.248998	0.256960	0.277974	
42129	0.275938	7871	0.293991	2.305353	42129	0.275938	0.278780	0.277974	
41429	0.256487	8571	0.306849	2.305353	41429	0.256487	0.265120	0.277972	
42175	0.287398	7825	0.289585	2.305353	42175	0.287398	0.287740	0.277973	
41740	0.244945	8260	0.312228	2.305353	41740	0.244945	0.256060	0.277971	
41843	0.310924	8157	0.299988	2.305353	41843	0.310924	0.309140	0.277975	
41860	0.317176	8140	0.290541	2.305353	41860	0.317176	0.312840	0.277979	
42298	0.297768	7702	0.296417	2.305353	42298	0.297768	0.297560	0.277981	
41678	0.227218	8322	0.312425	2.305353	41678	0.227218	0.241400	0.277977	
41840	0.276697	8160	0.308456	2.305353	41840	0.276697	0.281880	0.277977	
41830	0.268205	8170	0.291554	2.305353	41830	0.268205	0.272020	0.277976	
42523	0.292077	7477	0.280594	2.305353	42523	0.292077	0.290360	0.277978	
41670	0.268347	8330	0.314166	2.305353	41670	0.268347	0.275980	0.277978	
41550	0.250181	8450	0.315740	2.305353	41550	0.250181	0.261260	0.277976	
41847	0.255311	8153	0.293880	2.305353	41847	0.255311	0.261600	0.277974	
41535	0.251595	8465	0.319197	2.305353	41535	0.251595	0.263040	0.277972	
41749	0.257371	8251	0.315235	2.305353	41749	0.257371	0.266920	0.277971	
41477	0.277744	8523	0.300598	2.305353	41477	0.277744	0.281640	0.277971	
42072	0.238068	7928	0.260343	2.305353	42072	0.238068	0.241600	0.277967	
42124	0.259187	7876	0.289106	2.305353	42124	0.259187	0.263900	0.277965	
41839	0.256268	8161	0.302414	2.305353	41839	0.256268	0.263800	0.277963	
41835	0.276921	8165	0.300674	2.305353	41835	0.276921	0.280800	0.277964	
41908	0.239859	8092	0.293870	2.305353	41908	0.239859	0.248600	0.277960	
41946	0.273685	8054	0.285076	2.305353	41946	0.273685	0.275520	0.277960	
42259	0.288767	7741	0.286526	2.305353	42259	0.288767	0.288420	0.277961	
41663	0.277608	8337	0.296390	2.305353	41663	0.277608	0.280740	0.277961	
