Rate	83.33
Rev Jump	16.67
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
43767	0.387027	6233	0.204717	5.000000	43767	0.387027	0.364300	0.398536	
43880	0.344736	6120	0.201307	3.517974	43880	0.344736	0.327180	0.398435	
45645	0.702596	4355	0.285878	3.524931	45645	0.702596	0.666300	0.398813	
45331	0.642386	4669	0.266010	4.316666	45331	0.642386	0.607240	0.399107	
45532	0.587301	4468	0.269696	5.000000	45532	0.587301	0.558920	0.399332	
43936	0.330230	6064	0.215864	5.000000	43936	0.330230	0.316360	0.399216	
45642	0.705622	4358	0.262735	3.520963	45642	0.705622	0.667020	0.399592	
44194	0.417477	5806	0.230623	4.970936	44194	0.417477	0.395780	0.399586	
44707	0.470978	5293	0.244096	5.000000	44707	0.470978	0.446960	0.399653	
43965	0.348209	6035	0.208948	5.000000	43965	0.348209	0.331400	0.399557	
44755	0.535426	5245	0.224023	3.517764	44755	0.535426	0.502760	0.399701	
43086	0.184932	6914	0.206682	4.595348	43086	0.184932	0.187940	0.399406	
44225	0.404794	5775	0.230303	3.160639	44225	0.404794	0.384640	0.399385	
45224	0.579095	4776	0.272194	5.000000	45224	0.579095	0.549780	0.399595	
43837	0.401191	6163	0.219698	5.000000	43837	0.401191	0.378820	0.399566	
44070	0.376492	5930	0.214165	5.000000	44070	0.376492	0.357240	0.399507	
45066	0.645120	4934	0.242805	3.504207	45066	0.645120	0.605420	0.399792	
44907	0.566415	5093	0.251718	5.000000	44907	0.566415	0.534360	0.399978	
44570	0.480705	5430	0.237201	5.000000	44570	0.480705	0.454260	0.400053	
44339	0.433411	5661	0.228935	5.000000	44339	0.433411	0.410260	0.400067	
45071	0.581860	4929	0.260702	5.000000	45071	0.581860	0.550200	0.400274	
44547	0.512088	5453	0.236200	5.000000	44547	0.512088	0.482000	0.400386	
44475	0.448634	5525	0.242353	5.000000	44475	0.448634	0.425840	0.400421	
44865	0.503956	5135	0.248101	5.000000	44865	0.503956	0.477680	0.400527	
45207	0.592718	4793	0.266013	5.000000	45207	0.592718	0.561400	0.400748	
45517	0.633258	4483	0.268347	5.000000	45517	0.633258	0.600540	0.401021	
43248	0.311113	6752	0.197719	5.000000	43248	0.311113	0.295800	0.400877	
44009	0.398828	5991	0.197129	3.518039	44009	0.398828	0.374660	0.400841	
45088	0.671797	4912	0.265065	3.514557	45088	0.671797	0.631840	0.401156	
45055	0.578005	4945	0.249747	4.835007	45055	0.578005	0.545540	0.401352	
44828	0.508811	5172	0.235305	5.000000	44828	0.508811	0.480520	0.401460	
44737	0.430024	5263	0.243967	5.000000	44737	0.430024	0.410440	0.401472	
43843	0.348813	6157	0.190840	5.000000	43843	0.348813	0.329360	0.401374	
44480	0.489029	5520	0.219746	3.511463	44480	0.489029	0.459300	0.401453	
44899	0.542462	5101	0.246226	5.000000	44899	0.542462	0.512240	0.401602	
43698	0.242299	6302	0.207394	5.000000	43698	0.242299	0.237900	0.401382	
44070	0.275108	5930	0.217707	3.513226	44070	0.275108	0.268300	0.401202	
44736	0.550273	5264	0.253419	3.501001	44736	0.550273	0.519020	0.401361	
45254	0.576656	4746	0.233038	5.000000	45254	0.576656	0.544040	0.401553	
45497	0.645537	4503	0.278037	5.000000	45497	0.645537	0.612440	0.401836	
43101	0.284541	6899	0.211045	5.000000	43101	0.284541	0.274400	0.401665	
43843	0.380471	6157	0.187104	3.499225	43843	0.380471	0.356660	0.401604	
44809	0.593251	5191	0.230399	3.492322	44809	0.593251	0.555580	0.401810	
45573	0.631361	4427	0.259318	5.000000	45573	0.631361	0.598420	0.402073	
45792	0.627883	4208	0.282557	5.000000	45792	0.627883	0.598820	0.402335	
45011	0.539757	4989	0.260974	5.000000	45011	0.539757	0.511940	0.402481	
45267	0.580091	4733	0.238749	5.000000	45267	0.580091	0.547780	0.402674	
44621	0.483449	5379	0.248001	5.000000	44621	0.483449	0.458120	0.402748	
45447	0.449205	4553	0.273666	5.000000	45447	0.449205	0.433220	0.402788	
46411	0.139794	3589	0.396768	5.000000	46411	0.139794	0.158240	0.402464	
45833	0.372134	4167	0.315815	2.856777	45833	0.372134	0.367440	0.402418	
45355	0.638937	4645	0.260280	3.448171	45355	0.638937	0.603760	0.402684	
46243	0.166187	3757	0.370242	4.104667	46243	0.166187	0.181520	0.402392	
46352	0.205471	3648	0.374452	4.103860	46352	0.205471	0.217800	0.402149	
45587	0.709391	4413	0.274643	3.479079	45587	0.709391	0.671020	0.402503	
45433	0.609865	4567	0.256843	5.000000	45433	0.609865	0.577620	0.402733	
45230	0.603051	4770	0.255136	5.000000	45230	0.603051	0.569860	0.402952	
45173	0.488810	4827	0.253988	5.000000	45173	0.488810	0.466140	0.403035	
43138	0.214660	6862	0.193238	5.000000	43138	0.214660	0.211720	0.402784	
43217	0.276535	6783	0.179861	3.474143	43217	0.276535	0.263420	0.402602	
43743	0.223670	6257	0.208087	3.480457	43743	0.223670	0.221720	0.402366	
44189	0.387314	5811	0.204268	3.481874	44189	0.387314	0.366040	0.402319	
44597	0.522995	5403	0.228021	3.474825	44597	0.522995	0.491120	0.402434	
45872	0.561214	4128	0.281008	4.919079	45872	0.561214	0.538080	0.402611	
46355	0.136814	3645	0.393141	5.000000	46355	0.136814	0.155500	0.402290	
46471	0.212950	3529	0.385662	3.228224	46471	0.212950	0.225140	0.402060	
44920	0.576069	5080	0.263976	3.500555	44920	0.576069	0.544360	0.402245	
43445	0.308114	6555	0.218612	4.875757	43445	0.308114	0.296380	0.402108	
45696	0.690936	4304	0.275325	3.554455	45696	0.690936	0.655160	0.402435	
44507	0.474060	5493	0.231021	4.519951	44507	0.474060	0.447360	0.402492	
42444	0.179224	7556	0.188327	5.000000	42444	0.179224	0.180600	0.402207	
45259	0.632935	4741	0.245096	2.786627	45259	0.632935	0.596160	0.402456	
44254	0.457541	5746	0.187609	3.791007	44254	0.457541	0.426520	0.402487	
44242	0.421794	5758	0.247134	5.000000	44242	0.421794	0.401680	0.402486	
45070	0.557266	4930	0.252333	5.000000	45070	0.557266	0.527200	0.402646	
45478	0.620454	4522	0.259398	5.000000	45478	0.620454	0.587800	0.402883	
43411	0.335652	6589	0.216725	5.000000	43411	0.335652	0.319980	0.402777	
44113	0.459819	5887	0.210124	3.958536	44113	0.459819	0.430420	0.402812	
43096	0.291605	6904	0.191194	4.348605	43096	0.291605	0.277740	0.402653	
44508	0.520356	5492	0.231245	4.131781	44508	0.520356	0.488600	0.402762	
45562	0.634432	4438	0.279630	5.000000	45562	0.634432	0.602940	0.403017	
44091	0.402531	5909	0.217973	5.000000	44091	0.402531	0.380720	0.402988	
45160	0.580890	4840	0.262603	5.000000	45160	0.580890	0.550080	0.403175	
45368	0.604038	4632	0.276339	5.000000	45368	0.604038	0.573680	0.403391	
45702	0.644326	4298	0.261750	5.000000	45702	0.644326	0.611440	0.403654	
45592	0.596947	4408	0.251815	5.000000	45592	0.596947	0.566520	0.403860	
44465	0.406252	5535	0.244264	5.000000	44465	0.406252	0.388320	0.403841	
43175	0.249404	6825	0.202930	5.000000	43175	0.249404	0.243060	0.403638	
45722	0.661170	4278	0.271155	4.084784	45722	0.661170	0.627800	0.403920	
42950	0.236414	7050	0.184681	5.000000	42950	0.236414	0.229120	0.403700	
45264	0.616119	4736	0.251267	4.040978	45264	0.616119	0.581560	0.403924	
45469	0.618333	4531	0.253807	5.000000	45469	0.618333	0.585300	0.404151	
44917	0.509317	5083	0.256935	5.000000	44917	0.509317	0.483660	0.404251	
44107	0.404222	5893	0.216189	5.000000	44107	0.404222	0.382060	0.404223	
44321	0.381535	5679	0.237014	5.000000	44321	0.381535	0.365120	0.404174	
44993	0.573400	5007	0.247853	3.984932	44993	0.573400	0.540800	0.404345	
45353	0.586069	4647	0.258446	5.000000	45353	0.586069	0.555620	0.404533	
44564	0.445988	5436	0.221854	5.000000	44564	0.445988	0.421620	0.404555	
44976	0.561322	5024	0.255772	5.000000	44976	0.561322	0.530620	0.404711	
44862	0.500067	5138	0.232192	5.000000	44862	0.500067	0.472540	0.404796	
44544	0.466864	5456	0.227456	5.000000	44544	0.466864	0.440740	0.404840	
44888	0.567390	5112	0.251956	5.000000	44888	0.567390	0.535140	0.405002	
45335	0.602890	4665	0.280386	5.000000	45335	0.602890	0.572800	0.405209	
45048	0.524418	4952	0.264540	5.000000	45048	0.524418	0.498680	0.405325	
45252	0.561036	4748	0.271693	5.000000	45252	0.561036	0.533560	0.405483	
44778	0.523963	5222	0.240138	5.000000	44778	0.523963	0.494320	0.405593	
44863	0.554867	5137	0.234767	5.000000	44863	0.554867	0.521980	0.405736	
45140	0.541870	4860	0.252058	5.000000	45140	0.541870	0.513700	0.405869	
45438	0.592610	4562	0.256905	5.000000	45438	0.592610	0.561980	0.406060	
45093	0.590934	4907	0.270634	5.000000	45093	0.590934	0.559500	0.406249	
44532	0.464700	5468	0.250914	5.000000	44532	0.464700	0.441320	0.406292	
45028	0.569468	4972	0.258850	5.000000	45028	0.569468	0.538580	0.406453	
44288	0.409908	5712	0.247899	5.000000	44288	0.409908	0.391400	0.406435	
44822	0.504217	5178	0.234067	5.000000	44822	0.504217	0.476240	0.406520	
44430	0.497862	5570	0.235548	5.000000	44430	0.497862	0.468640	0.406596	
44046	0.368047	5954	0.215485	5.000000	44046	0.368047	0.349880	0.406527	
43951	0.329549	6049	0.219871	3.968804	43951	0.329549	0.316280	0.406417	
44258	0.416264	5742	0.259840	3.969557	44258	0.416264	0.398300	0.406407	
44946	0.522427	5054	0.248318	5.000000	44946	0.522427	0.494720	0.406514	
42615	0.202276	7385	0.181855	5.000000	42615	0.202276	0.199260	0.406263	
43430	0.291688	6570	0.190107	3.962453	43430	0.291688	0.278340	0.406108	
44195	0.357009	5805	0.217227	3.947528	44195	0.357009	0.340780	0.406029	
43725	0.376489	6275	0.214661	3.939216	43725	0.376489	0.356180	0.405969	
45116	0.662381	4884	0.271704	3.955077	45116	0.662381	0.624220	0.406232	
44610	0.425712	5390	0.234508	4.760238	44610	0.425712	0.405100	0.406231	
44670	0.521469	5330	0.252720	5.000000	44670	0.521469	0.492820	0.406335	
43988	0.330113	6012	0.228044	5.000000	43988	0.330113	0.317840	0.406229	
44361	0.538874	5639	0.199326	3.932018	44361	0.538874	0.500580	0.406342	
46336	0.137237	3664	0.392194	5.000000	46336	0.137237	0.155920	0.406042	
46203	0.153908	3797	0.383461	4.342013	46203	0.153908	0.171340	0.405761	
46392	0.161817	3608	0.397727	4.295966	46392	0.161817	0.178840	0.405490	
46372	0.294251	3628	0.402977	2.322515	46372	0.294251	0.302140	0.405366	
45663	0.474126	4337	0.282684	3.941484	45663	0.474126	0.457520	0.405428	
45174	0.612299	4826	0.250518	4.138628	45174	0.612299	0.577380	0.405633	
44552	0.441596	5448	0.228341	5.000000	44552	0.441596	0.418360	0.405648	
44900	0.490267	5100	0.250000	5.000000	44900	0.490267	0.465760	0.405720	
45187	0.547171	4813	0.255142	5.000000	45187	0.547171	0.519060	0.405854	
44431	0.432288	5569	0.241695	5.000000	44431	0.432288	0.411060	0.405861	
43644	0.279076	6356	0.233480	5.000000	43644	0.279076	0.273280	0.405704	
44201	0.398860	5799	0.210209	3.952297	44201	0.398860	0.376980	0.405670	
46097	0.205914	3903	0.356136	3.948253	46097	0.205914	0.217640	0.405447	
46544	0.169517	3456	0.366609	3.948377	46544	0.169517	0.183140	0.405185	
46108	0.426369	3892	0.374872	2.045033	46108	0.426369	0.422360	0.405205	
44964	0.465439	5036	0.237093	2.758593	44964	0.465439	0.442440	0.405249	
44971	0.527295	5029	0.254524	4.379443	44971	0.527295	0.499860	0.405360	
42919	0.254316	7081	0.193475	5.000000	42919	0.254316	0.245700	0.405173	
44519	0.455019	5481	0.231162	3.919475	44519	0.455019	0.430480	0.405203	
45083	0.543753	4917	0.251780	5.000000	45083	0.543753	0.515040	0.405331	
44302	0.387973	5698	0.215163	5.000000	44302	0.387973	0.368280	0.405288	
44358	0.405338	5642	0.229529	3.930450	44358	0.405338	0.385500	0.405265	
45328	0.593585	4672	0.259418	5.000000	45328	0.593585	0.562360	0.405448	
44551	0.454849	5449	0.246100	5.000000	44551	0.454849	0.432100	0.405479	
44298	0.429884	5702	0.215188	5.000000	44298	0.429884	0.405400	0.405479	
44392	0.336682	5608	0.238588	5.000000	44392	0.336682	0.325680	0.405386	
43472	0.291245	6528	0.190257	3.929997	43472	0.291245	0.278060	0.405238	
43452	0.210508	6548	0.218998	3.930980	43452	0.210508	0.211620	0.405013	
43695	0.343632	6305	0.218715	3.932256	43695	0.343632	0.327880	0.404924	
43555	0.274343	6445	0.203413	3.930313	43555	0.274343	0.265200	0.404762	
44049	0.433086	5951	0.222484	3.932009	44049	0.433086	0.408020	0.404766	
43132	0.234072	6868	0.208066	5.000000	43132	0.234072	0.230500	0.404565	
44157	0.306135	5843	0.220435	3.942089	44157	0.306135	0.296120	0.404439	
43379	0.260379	6621	0.204199	3.941402	43379	0.260379	0.252940	0.404265	
43778	0.269519	6222	0.198489	3.940464	43778	0.269519	0.260680	0.404099	
45229	0.630923	4771	0.246699	3.944912	45229	0.630923	0.594260	0.404318	
45419	0.632070	4581	0.257586	5.000000	45419	0.632070	0.597760	0.404540	
43488	0.296197	6512	0.201167	5.000000	43488	0.296197	0.283820	0.404402	
45216	0.600407	4784	0.241221	3.937322	45216	0.600407	0.566040	0.404587	
43365	0.291272	6635	0.217784	4.257565	43365	0.291272	0.281520	0.404446	
45535	0.659603	4465	0.266293	3.939942	45535	0.659603	0.624480	0.404698	
45238	0.573434	4762	0.244855	5.000000	45238	0.573434	0.542140	0.404855	
42448	0.165756	7552	0.173729	5.000000	42448	0.165756	0.166960	0.404583	
43999	0.399145	6001	0.219463	4.691650	43999	0.399145	0.377580	0.404553	
43493	0.253075	6507	0.185032	3.981726	43493	0.253075	0.244220	0.404370	
44382	0.493894	5618	0.239409	3.987850	44382	0.493894	0.465300	0.404439	
45377	0.483240	4623	0.263898	5.000000	45377	0.483240	0.462960	0.404506	
46584	0.137043	3416	0.387295	5.000000	46584	0.137043	0.154140	0.404222	
46273	0.212003	3727	0.403542	3.269269	46273	0.212003	0.226280	0.404020	
46359	0.173753	3641	0.393024	4.012792	46359	0.173753	0.189720	0.403777	
46029	0.297074	3971	0.346009	3.342455	46029	0.297074	0.300960	0.403661	
45144	0.604399	4856	0.245264	4.035446	45144	0.604399	0.569520	0.403848	
43215	0.224644	6785	0.175534	4.616864	43215	0.224644	0.217980	0.403639	
44766	0.502502	5234	0.220099	4.067390	44766	0.502502	0.472940	0.403717	
45229	0.587875	4771	0.258017	5.000000	45229	0.587875	0.556400	0.403889	
44028	0.389934	5972	0.213496	5.000000	44028	0.389934	0.368860	0.403849	
44704	0.495616	5296	0.238104	4.100530	44704	0.495616	0.468340	0.403922	
44005	0.362368	5995	0.219850	4.946909	44005	0.362368	0.345280	0.403856	
45245	0.542999	4755	0.246688	4.114167	45245	0.542999	0.514820	0.403980	
44508	0.402647	5492	0.226329	5.000000	44508	0.402647	0.383280	0.403957	
45470	0.568177	4530	0.283444	5.000000	45470	0.568177	0.542380	0.404112	
43422	0.327346	6578	0.195196	5.000000	43422	0.327346	0.309960	0.404007	
45056	0.560081	4944	0.241909	4.129708	45056	0.560081	0.528620	0.404146	
46060	0.360096	3940	0.338832	5.000000	46060	0.360096	0.358420	0.404095	
46479	0.170701	3521	0.372621	4.134517	46479	0.170701	0.184920	0.403851	
46681	0.183115	3319	0.394396	3.761268	46681	0.183115	0.197140	0.403621	
46392	0.271685	3608	0.384701	2.500957	46392	0.271685	0.279840	0.403483	
46405	0.169831	3595	0.385814	4.110476	46405	0.169831	0.185360	0.403241	
46523	0.237603	3477	0.393730	2.870047	46523	0.237603	0.248460	0.403070	
46090	0.248861	3910	0.320205	4.101393	46090	0.248861	0.254440	0.402905	
46514	0.167820	3486	0.395869	4.105156	46514	0.167820	0.183720	0.402663	
46088	0.366191	3912	0.330266	2.375779	46088	0.366191	0.363380	0.402619	
43905	0.374581	6095	0.219360	4.089723	43905	0.374581	0.355660	0.402568	
45087	0.585379	4913	0.233666	4.076401	45087	0.585379	0.550820	0.402731	
45222	0.585467	4778	0.268313	5.000000	45222	0.585467	0.555160	0.402899	
45023	0.539036	4977	0.252361	5.000000	45023	0.539036	0.510500	0.403017	
44571	0.491306	5429	0.224167	5.000000	44571	0.491306	0.462300	0.403082	
45423	0.600775	4577	0.260651	5.000000	45423	0.600775	0.569640	0.403265	
46042	0.259611	3958	0.315311	5.000000	46042	0.259611	0.264020	0.403113	
45349	0.430550	4651	0.259729	4.078387	45349	0.430550	0.414660	0.403125	
45444	0.626925	4556	0.273266	5.000000	45444	0.626925	0.594700	0.403335	
45472	0.632279	4528	0.274293	5.000000	45472	0.632279	0.599860	0.403549	
45233	0.592466	4767	0.241871	5.000000	45233	0.592466	0.559040	0.403719	
44873	0.579368	5127	0.261752	5.000000	44873	0.579368	0.546800	0.403875	
45137	0.531271	4863	0.256220	5.000000	45137	0.531271	0.504520	0.403985	
45573	0.619139	4427	0.274000	5.000000	45573	0.619139	0.588580	0.404186	
45565	0.599583	4435	0.268546	5.000000	45565	0.599583	0.570220	0.404366	
44047	0.396122	5953	0.223921	5.000000	44047	0.396122	0.375620	0.404335	
44324	0.430083	5676	0.223044	4.082000	44324	0.430083	0.406580	0.404337	
43336	0.226255	6664	0.216387	5.000000	43336	0.226255	0.224940	0.404143	
43337	0.228673	6663	0.216419	4.094242	43337	0.228673	0.227040	0.403951	
43535	0.221293	6465	0.199845	4.093320	43535	0.221293	0.218520	0.403751	
43264	0.220322	6736	0.191805	4.091906	43264	0.220322	0.216480	0.403549	
44329	0.472964	5671	0.239111	4.085963	44329	0.472964	0.446440	0.403595	
43808	0.368129	6192	0.228198	5.000000	43808	0.368129	0.350800	0.403538	
44798	0.468079	5202	0.239715	4.091410	44798	0.468079	0.444320	0.403582	
45147	0.558686	4853	0.240676	4.098560	45147	0.558686	0.527820	0.403716	
43019	0.212836	6981	0.199542	5.000000	43019	0.212836	0.210980	0.403509	
43713	0.252259	6287	0.198982	4.102436	43713	0.252259	0.245560	0.403339	
43199	0.264057	6801	0.183355	4.102507	43199	0.264057	0.253080	0.403178	
45429	0.641969	4571	0.271057	4.100706	45429	0.641969	0.608060	0.403397	
45406	0.640730	4594	0.275577	4.706759	45406	0.640730	0.607180	0.403615	
46074	0.279290	3926	0.347427	5.000000	46074	0.279290	0.284640	0.403488	
45137	0.386556	4863	0.242032	4.114837	45137	0.386556	0.372500	0.403455	
45244	0.618380	4756	0.253785	4.110927	45244	0.618380	0.583700	0.403647	
42816	0.188201	7184	0.214365	5.000000	42816	0.188201	0.191960	0.403422	
44687	0.542149	5313	0.248447	3.061317	44687	0.542149	0.510940	0.403536	
45124	0.166874	4876	0.288556	4.508434	45124	0.166874	0.178740	0.403297	
46542	0.224679	3458	0.391845	3.070798	46542	0.224679	0.236240	0.403120	
45324	0.445327	4676	0.279299	4.121274	45324	0.445327	0.429800	0.403148	
43841	0.410415	6159	0.225199	5.000000	43841	0.410415	0.387600	0.403132	
43855	0.320807	6145	0.192840	5.000000	43855	0.320807	0.305080	0.403028	
44233	0.381683	5767	0.204439	4.134365	44233	0.381683	0.361240	0.402984	
43174	0.321374	6826	0.189862	4.133581	43174	0.321374	0.303420	0.402879	
45360	0.624757	4640	0.256897	4.144756	45360	0.624757	0.590620	0.403077	
45358	0.630429	4642	0.267126	4.387143	45358	0.630429	0.596700	0.403281	
44469	0.457577	5531	0.243536	5.000000	44469	0.457577	0.433900	0.403313	
45211	0.218243	4789	0.286072	5.000000	45211	0.218243	0.224740	0.403125	
46354	0.162704	3646	0.376303	4.150581	46354	0.162704	0.178280	0.402889	
45969	0.296113	4031	0.369883	2.703325	45969	0.296113	0.302060	0.402783	
45166	0.643426	4834	0.258378	4.132788	45166	0.643426	0.606200	0.402997	
44150	0.415198	5850	0.235726	5.000000	44150	0.415198	0.394200	0.402987	
45479	0.592735	4521	0.268082	5.000000	45479	0.592735	0.563380	0.403155	
44602	0.384019	5398	0.224528	5.000000	44602	0.384019	0.366800	0.403117	
43424	0.237472	6576	0.188869	4.155264	43424	0.237472	0.231080	0.402938	
44168	0.447156	5832	0.226166	4.161279	44168	0.447156	0.421380	0.402957	
45447	0.627346	4553	0.265978	5.000000	45447	0.627346	0.594440	0.403156	
45292	0.624481	4708	0.265930	5.000000	45292	0.624481	0.590720	0.403351	
45640	0.604404	4360	0.255505	5.000000	45640	0.604404	0.573980	0.403529	
45237	0.613834	4763	0.256771	5.000000	45237	0.613834	0.579820	0.403712	
45237	0.572098	4763	0.255091	5.000000	45237	0.572098	0.541900	0.403855	
43309	0.282759	6691	0.196383	5.000000	43309	0.282759	0.271200	0.403718	
44195	0.359181	5805	0.219811	4.162630	44195	0.359181	0.343000	0.403655	
45408	0.631254	4592	0.278310	4.147704	45408	0.631254	0.598840	0.403857	
45096	0.550226	4904	0.247145	5.000000	45096	0.550226	0.520500	0.403977	
44504	0.450566	5496	0.219250	5.000000	44504	0.450566	0.425140	0.403999	
42911	0.179325	7089	0.200028	5.000000	42911	0.179325	0.182260	0.403770	
44508	0.553474	5492	0.225783	3.326807	44508	0.553474	0.517480	0.403888	
43274	0.216111	6726	0.191347	4.157716	43274	0.216111	0.212780	0.403691	
43045	0.213753	6955	0.184040	4.152777	43045	0.213753	0.209620	0.403492	
45055	0.570325	4945	0.259454	4.151718	45055	0.570325	0.539580	0.403631	
43968	0.341658	6032	0.236903	5.000000	43968	0.341658	0.329020	0.403555	
44833	0.507952	5167	0.248113	4.146065	44833	0.507952	0.481100	0.403634	
44411	0.477742	5589	0.235463	5.000000	44411	0.477742	0.450660	0.403682	
43610	0.279913	6390	0.223787	5.000000	43610	0.279913	0.272740	0.403548	
44487	0.501068	5513	0.223653	4.146592	44487	0.501068	0.470480	0.403617	
43008	0.261742	6992	0.180349	5.000000	43008	0.261742	0.250360	0.403460	
44826	0.523558	5174	0.243719	4.156402	44826	0.523558	0.494600	0.403553	
45428	0.628533	4572	0.267279	5.000000	45428	0.628533	0.595500	0.403749	
45443	0.568404	4557	0.271012	5.000000	45443	0.568404	0.541300	0.403889	
45298	0.596075	4702	0.252658	5.000000	45298	0.596075	0.563780	0.404051	
44713	0.547156	5287	0.238131	5.000000	44713	0.547156	0.514480	0.404163	
44336	0.452116	5664	0.227401	5.000000	44336	0.452116	0.426660	0.404186	
44419	0.489385	5581	0.265006	5.000000	44419	0.489385	0.464340	0.404247	
44426	0.464233	5574	0.242734	5.000000	44426	0.464233	0.439540	0.404283	
42887	0.205633	7113	0.213834	5.000000	42887	0.205633	0.206800	0.404083	
43840	0.363207	6160	0.208604	4.156636	43840	0.363207	0.344160	0.404022	
44414	0.444387	5586	0.241139	4.156069	44414	0.444387	0.421680	0.404040	
43254	0.340708	6746	0.202639	5.000000	43254	0.340708	0.322080	0.403958	
44466	0.484258	5534	0.227141	4.151923	44466	0.484258	0.455800	0.404010	
43856	0.396571	6144	0.233561	5.000000	43856	0.396571	0.376540	0.403982	
45066	0.511761	4934	0.253749	4.157973	45066	0.511761	0.486300	0.404065	
45606	0.633382	4394	0.258990	5.000000	45606	0.633382	0.600480	0.404262	
45564	0.634624	4436	0.269161	5.000000	45564	0.634624	0.602200	0.404461	
44490	0.474624	5510	0.225227	5.000000	44490	0.474624	0.447140	0.404503	
45268	0.549328	4732	0.255706	5.000000	45268	0.549328	0.521540	0.404620	
44715	0.462373	5285	0.219300	5.000000	44715	0.462373	0.436680	0.404653	
43771	0.270133	6229	0.225397	5.000000	43771	0.270133	0.264560	0.404513	
45185	0.583313	4815	0.262721	4.158504	45185	0.583313	0.552440	0.404660	
42798	0.233329	7202	0.175229	5.000000	42798	0.233329	0.224960	0.404481	
43752	0.382177	6248	0.204706	4.169331	43752	0.382177	0.360000	0.404437	
43658	0.344496	6342	0.211132	4.171297	43658	0.344496	0.327580	0.404360	
43868	0.293882	6132	0.204012	4.173433	43868	0.293882	0.282860	0.404240	
43267	0.275845	6733	0.203178	4.175835	43267	0.275845	0.266060	0.404102	
44789	0.539999	5211	0.241988	4.175600	44789	0.539999	0.508940	0.404206	
45082	0.598554	4918	0.251525	5.000000	45082	0.598554	0.564420	0.404365	
43184	0.272902	6816	0.206719	5.000000	43184	0.272902	0.263880	0.404226	
43585	0.330894	6415	0.221512	4.169764	43585	0.330894	0.316860	0.404140	
44032	0.411019	5968	0.225201	4.170778	44032	0.411019	0.388840	0.404125	
45005	0.528297	4995	0.240240	4.818444	45005	0.528297	0.499520	0.404219	
44906	0.474859	5094	0.248331	5.000000	44906	0.474859	0.451780	0.404266	
43844	0.382014	6156	0.211014	5.000000	43844	0.382014	0.360960	0.404223	
43385	0.250640	6615	0.177324	4.151444	43385	0.250640	0.240940	0.404062	
43961	0.371875	6039	0.212784	4.173678	43961	0.371875	0.352660	0.404012	
44275	0.502202	5725	0.233013	4.175071	44275	0.502202	0.471380	0.404078	
44933	0.543921	5067	0.262483	5.000000	44933	0.543921	0.515400	0.404187	
45021	0.538593	4979	0.247640	5.000000	45021	0.538593	0.509620	0.404290	
42600	0.237817	7400	0.198649	5.000000	42600	0.237817	0.232020	0.404122	
44133	0.395781	5867	0.227544	4.171581	44133	0.395781	0.376040	0.404094	
42864	0.204461	7136	0.185818	4.173346	42864	0.204461	0.201800	0.403897	
43675	0.401282	6325	0.203794	4.176772	43675	0.401282	0.376300	0.403870	
43755	0.344646	6245	0.221777	5.000000	43755	0.344646	0.329300	0.403797	
43373	0.231296	6627	0.218198	4.202072	43373	0.231296	0.229560	0.403627	
45234	0.626741	4766	0.276962	4.211329	45234	0.626741	0.593400	0.403812	
43536	0.309790	6464	0.202506	5.000000	43536	0.309790	0.295920	0.403707	
44843	0.439957	5157	0.247818	4.209273	44843	0.439957	0.420140	0.403723	
45336	0.617633	4664	0.275515	4.580307	45336	0.617633	0.585720	0.403900	
42961	0.201857	7039	0.202301	5.000000	42961	0.201857	0.201920	0.403704	
44314	0.383175	5686	0.226873	4.225054	44314	0.383175	0.365400	0.403667	
43285	0.250064	6715	0.200894	4.224052	43285	0.250064	0.243460	0.403512	
44984	0.510826	5016	0.234649	4.227843	44984	0.510826	0.483120	0.403589	
45056	0.493386	4944	0.239482	4.939500	45056	0.493386	0.468280	0.403651	
45460	0.619380	4540	0.262555	5.000000	45460	0.619380	0.586980	0.403828	
45131	0.461523	4869	0.263298	5.000000	45131	0.461523	0.442220	0.403865	
45103	0.587500	4897	0.263631	5.000000	45103	0.587500	0.555780	0.404011	
45768	0.363835	4232	0.324197	5.000000	45768	0.363835	0.360480	0.403969	
46273	0.164545	3727	0.376979	4.240611	46273	0.164545	0.180380	0.403754	
46444	0.161399	3556	0.410292	4.174411	46444	0.161399	0.179100	0.403539	
44749	0.464569	5251	0.237669	3.082885	44749	0.464569	0.440740	0.403574	
42998	0.261873	7002	0.197658	5.000000	42998	0.261873	0.252880	0.403430	
44561	0.477503	5439	0.227983	4.243827	44561	0.477503	0.450360	0.403475	
45313	0.601682	4687	0.268615	4.499190	45313	0.601682	0.570460	0.403635	
43915	0.387726	6085	0.214790	5.000000	43915	0.387726	0.366680	0.403599	
45420	0.667768	4580	0.267686	4.253082	45420	0.667768	0.631120	0.403817	
45406	0.612210	4594	0.273618	5.000000	45406	0.612210	0.581100	0.403986	
45584	0.616751	4416	0.274230	5.000000	45584	0.616751	0.586500	0.404160	
45688	0.595211	4312	0.257653	5.000000	45688	0.595211	0.566100	0.404314	
45337	0.614686	4663	0.260776	5.000000	45337	0.614686	0.581680	0.404483	
45327	0.620337	4673	0.264712	5.000000	45327	0.620337	0.587100	0.404656	
