Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2682945388
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              True
Scale Tree:                      627.526411
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
204150000	-12.364255	761	4.231184	1	5	'0 Z Z Z 0 0 0 0 0 Z Z 0 	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000004	0.004973	0.975363	0.019660	
204200000	-16.470117	821	4.445392	1	8	'0 Z 0 0 Z Z Z 0 Z Z Z Z 	0.250000	0.000000	0.250000	0.250000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
204250000	-11.315661	891	4.336532	1	2	'0 0 0 0 Z 0 0 0 0 Z 0 0 	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.002164	0.000006	0.981431	0.016399	
204300000	-13.524711	496	4.275457	1	7	'Z Z 0 Z Z 0 Z 0 0 0 Z Z 	0.000000	0.000000	0.200000	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
204350000	-12.704137	353	4.273367	1	6	'Z 0 Z Z 0 Z 0 0 0 Z 0 Z 	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.001409	0.001349	0.997238	0.000003	
204400000	-11.787033	649	4.243383	1	4	'0 Z 0 0 Z 0 0 0 0 Z Z 0 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000011	0.000010	0.976363	0.023616	
204450000	-13.278344	25	4.456209	1	3	'0 0 0 0 Z 0 Z 0 0 0 0 Z 	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.015380	0.000015	0.984554	0.000050	
204500000	-11.886498	805	4.461589	1	3	'Z 0 0 Z 0 0 0 0 0 Z 0 0 	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.007339	0.003364	0.946070	0.043228	
204550000	-13.246345	472	4.439997	1	6	'0 0 0 Z Z Z 0 0 Z 0 Z Z 	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.041518	0.000000	0.958373	0.000109	
204600000	-12.104284	510	4.481456	1	4	'0 Z 0 Z 0 Z 0 0 0 0 Z 0 	0.125000	0.000000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000014	0.000938	0.985118	0.013930	
204650000	-11.491342	106	4.329575	1	4	'0 0 0 0 Z Z 0 0 0 0 Z Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.002333	0.000001	0.997656	0.000010	
204700000	-13.394678	50	4.533367	1	4	'0 0 0 Z 0 0 Z 0 0 0 Z Z 	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.043258	0.006466	0.949656	0.000621	
204750000	-14.068820	877	4.585003	1	8	'Z Z Z Z Z Z Z 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.250000	0.250000	0.250000	0.000000	0.250000	0.000000	0.000000	0.886914	0.113086	
204800000	-12.286224	44	4.364834	1	4	'Z Z Z 0 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.003867	0.943505	0.052627	
204850000	-12.983337	484	4.154701	1	5	'Z Z Z Z 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.002914	0.956146	0.040941	
204900000	-12.785229	425	3.783683	1	6	'Z 0 Z 0 0 Z Z 0 0 Z 0 Z 	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.003491	0.002135	0.994321	0.000053	
204950000	-12.232493	22	3.641909	1	2	'0 0 0 Z 0 Z 0 0 0 0 0 0 	0.100000	0.100000	0.100000	0.000000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000528	0.000506	0.998309	0.000657	
205000000	-11.760100	49	3.742278	1	3	'0 Z 0 Z 0 0 0 0 0 0 0 Z 	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000563	0.999437	0.000000	
205050000	-12.119127	133	3.428115	1	5	'0 0 0 0 0 Z 0 0 Z Z Z Z 	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.029246	0.006379	0.964375	0.000000	
205100000	-13.816251	162	3.571690	1	5	'0 0 Z Z 0 Z Z 0 0 0 Z 0 	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000846	0.000383	0.961505	0.037267	
205150000	-13.015225	443	3.589417	1	6	'0 Z Z 0 Z 0 Z 0 0 Z 0 Z 	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
205200000	-13.747357	536	3.623471	1	4	'0 Z 0 Z Z 0 0 Z 0 0 0 0 	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000027	0.000021	0.974094	0.025858	
205250000	-12.319235	940	3.590819	2	5	'1 Z 1 Z 0 Z 1 0 1 1 Z Z 	0.138210	0.000000	0.138210	0.000000	0.154476	0.000000	0.138210	0.154476	0.138210	0.138210	0.000000	0.000000	0.000003	0.000692	0.999305	0.000000	
205300000	-14.885386	272	3.052089	1	6	'0 Z 0 0 Z Z Z Z 0 0 0 Z 	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
205350000	-13.652803	385	3.108004	1	7	'Z Z 0 Z Z 0 0 Z 0 Z 0 Z 	0.000000	0.000000	0.200000	0.000000	0.000000	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	1.000000	0.000000	
205400000	-12.103615	273	3.352042	1	4	'0 0 0 Z 0 Z 0 0 0 0 Z Z 	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.003655	0.000820	0.995500	0.000025	
205450000	-11.690988	883	3.574620	1	2	'0 Z 0 0 0 0 0 0 0 Z 0 0 	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.000000	0.000057	0.999787	0.000156	
205500000	-12.232635	505	3.919650	1	4	'0 Z Z 0 Z 0 0 0 0 Z 0 0 	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000005	0.987412	0.012583	
205550000	-11.649342	309	3.912153	1	3	'0 0 0 Z Z 0 0 0 0 0 Z 0 	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000610	0.000000	0.998063	0.001327	
205600000	-14.234957	502	3.778632	1	8	'Z 0 Z Z Z Z 0 Z 0 Z 0 Z 	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.250000	0.000000	0.250000	0.000000	0.000229	0.000000	0.999771	0.000000	
205650000	-12.697507	438	3.685546	1	4	'0 Z 0 Z Z Z 0 0 0 0 0 0 	0.125000	0.000000	0.125000	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.996037	0.003962	
205700000	-11.277452	92	3.668193	1	3	'Z 0 0 0 0 0 0 0 0 0 Z Z 	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000765	0.000401	0.998833	0.000001	
205750000	-12.203727	398	3.729718	1	6	'Z 0 Z 0 0 Z 0 0 0 Z Z Z 	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000147	0.000309	0.999545	0.000000	
205800000	-12.297903	133	3.628320	1	6	'0 Z Z 0 0 0 Z 0 0 Z Z Z 	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.000013	0.008856	0.991131	0.000000	
205850000	-11.430259	331	3.622294	1	5	'0 0 Z 0 Z Z 0 0 0 Z Z 0 	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000896	0.000000	0.986268	0.012836	
205900000	-12.751296	92	3.831210	1	4	'0 0 0 Z 0 0 Z 0 0 0 Z Z 	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.007024	0.000647	0.992320	0.000008	
205950000	-11.898785	801	3.796084	1	4	'Z 0 0 Z Z 0 0 0 0 0 Z 0 	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.003473	0.000007	0.984539	0.011981	
206000000	-12.724919	113	3.734969	1	5	'Z Z 0 0 Z Z 0 0 0 0 Z 0 	0.000000	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.998343	0.001656	
206050000	-13.575090	625	3.840585	1	3	'Z 0 0 Z 0 0 Z 0 0 0 0 0 	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.010464	0.001118	0.971549	0.016869	
206100000	-11.596073	756	3.995331	1	3	'0 0 Z 0 0 Z 0 0 0 Z 0 0 	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000387	0.000365	0.993402	0.005846	
206150000	-12.826829	887	4.216027	2	4	'Z 1 0 1 Z 1 Z 0 0 Z 0 0 	0.000000	0.271762	0.036943	0.271762	0.000000	0.271762	0.000000	0.036943	0.036943	0.000000	0.036943	0.036943	0.180251	0.003397	0.813962	0.002390	
206200000	-11.439355	679	3.997735	1	4	'Z Z 0 Z 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000012	0.003134	0.975703	0.021151	
206250000	-11.908818	361	3.959606	1	3	'Z Z 0 0 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000003	0.000897	0.992851	0.006250	
206300000	-12.043511	111	4.014112	1	2	'0 0 Z 0 0 0 0 0 0 Z 0 0 	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.000383	0.001105	0.988500	0.010011	
206350000	-13.463817	258	4.273888	1	7	'Z Z 0 Z 0 Z 0 0 0 Z Z Z 	0.000000	0.000000	0.200000	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.003445	0.996555	0.000000	
206400000	-12.048449	464	4.424397	1	3	'0 0 Z 0 Z 0 0 0 0 Z 0 0 	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.001023	0.000003	0.995928	0.003045	
206450000	-12.856298	629	4.597608	1	6	'Z 0 Z Z 0 Z 0 0 0 Z 0 Z 	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.006708	0.005141	0.988091	0.000060	
206500000	-20.117041	899	4.534943	1	7	'Z Z 0 0 0 Z Z Z Z 0 Z 0 	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.000000	1.000000	0.000000	0.000000	
206550000	-13.704196	602	4.626227	1	5	'0 0 0 0 Z Z 0 Z 0 Z Z 0 	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.005636	0.000009	0.987485	0.006870	
206600000	-11.565878	401	4.497545	1	3	'0 0 Z 0 0 0 0 0 0 Z 0 Z 	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.000887	0.001692	0.997418	0.000004	
206650000	-14.141240	462	4.470327	1	3	'Z 0 0 Z 0 0 0 Z 0 0 0 0 	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.004538	0.001792	0.981869	0.011801	
206700000	-12.587100	473	4.387194	1	6	'0 Z 0 0 Z Z Z 0 0 0 Z Z 	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
206750000	-13.393026	853	4.595057	1	8	'Z 0 Z Z Z 0 0 0 Z Z Z Z 	0.000000	0.250000	0.000000	0.000000	0.000000	0.250000	0.250000	0.250000	0.000000	0.000000	0.000000	0.000000	0.004848	0.000000	0.995152	0.000000	
206800000	-12.730938	848	4.322113	1	3	'Z Z 0 Z 0 0 0 0 0 0 0 0 	0.000000	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000756	0.998333	0.000910	
206850000	-12.339671	888	4.381050	1	6	'0 Z 0 0 Z 0 0 0 Z Z Z Z 	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
206900000	-14.341434	499	4.226843	1	7	'Z Z 0 Z Z 0 Z Z 0 0 0 Z 	0.000000	0.000000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	1.000000	0.000000	
206950000	-12.594644	175	4.282750	1	4	'Z Z Z 0 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.004091	0.980248	0.015662	
207000000	-12.037933	291	4.464501	2	3	'0 1 0 Z 0 1 1 0 0 Z Z 0 	0.069248	0.194837	0.069248	0.000000	0.069248	0.194837	0.194837	0.069248	0.069248	0.000000	0.000000	0.069248	0.004379	0.000533	0.993583	0.001505	
207050000	-12.836957	976	4.573681	1	5	'Z 0 0 0 0 0 Z 0 0 Z Z Z 	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.098026	0.037167	0.864807	0.000000	
207100000	-11.877016	98	4.796224	1	3	'0 0 0 0 Z Z 0 0 0 0 0 Z 	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.008490	0.000004	0.991499	0.000006	
207150000	-12.770967	888	4.869981	1	4	'0 0 0 0 Z 0 0 0 Z Z 0 Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000000	0.047930	0.000038	0.952032	0.000000	
207200000	-13.308442	593	4.898663	1	3	'Z 0 0 Z Z 0 0 0 0 0 0 0 	0.000000	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000702	0.000000	0.997785	0.001513	
207250000	-12.099214	48	4.811006	1	2	'0 0 0 Z 0 0 0 0 0 Z 0 0 	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.011314	0.011974	0.965365	0.011346	
207300000	-14.106546	630	4.923321	1	4	'0 0 0 0 0 0 Z 0 Z Z 0 Z 	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.000000	0.297094	0.085302	0.617115	0.000489	
207350000	-13.871622	436	5.293859	1	4	'0 0 Z 0 0 Z 0 0 Z Z 0 0 	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.000000	0.000000	0.000000	1.000000	
207400000	-14.857135	75	5.458816	1	6	'0 Z Z 0 0 Z 0 0 Z Z Z 0 	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	1.000000	
207450000	-11.772773	296	5.517942	1	3	'Z 0 Z 0 0 0 0 0 0 0 Z 0 	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000439	0.003165	0.951311	0.045085	
207500000	-13.179588	540	5.420518	1	3	'0 0 0 0 Z 0 0 0 Z 0 0 Z 	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.036984	0.000068	0.962684	0.000264	
207550000	-13.378836	213	5.503758	1	4	'0 Z 0 0 0 0 Z 0 0 Z 0 Z 	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000129	0.023093	0.976375	0.000403	
207600000	-12.251327	61	5.373978	1	6	'Z Z Z 0 0 0 Z 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.001886	0.998114	0.000000	
207650000	-13.795106	546	5.435526	1	5	'0 Z 0 0 0 0 Z 0 Z Z 0 Z 	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.000128	0.053669	0.945801	0.000402	
207700000	-14.323643	121	5.245546	1	7	'Z Z Z Z 0 Z 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.009033	0.893919	0.097048	
207750000	-13.352899	359	5.183473	1	5	'0 0 Z 0 Z 0 0 0 Z Z Z 0 	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.009973	0.000236	0.963752	0.026040	
207800000	-13.183842	602	4.953910	1	5	'0 0 Z 0 0 Z 0 Z 0 Z 0 Z 	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.007072	0.007908	0.985005	0.000014	
207850000	-12.431399	694	4.922287	1	5	'Z Z Z 0 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.005113	0.994847	0.000039	
207900000	-11.355401	236	5.084166	1	3	'0 0 0 0 Z 0 0 0 0 Z Z 0 	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.003127	0.000010	0.993417	0.003446	
207950000	-13.065738	569	5.168410	1	5	'0 Z 0 0 Z Z Z 0 0 0 0 Z 	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	1.000000	0.000000	
208000000	-13.872460	691	5.431847	1	5	'Z 0 0 0 Z Z 0 0 0 Z Z 0 	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.019553	0.000035	0.961821	0.018592	
208050000	-13.239057	139	5.400550	1	6	'Z 0 Z 0 0 Z Z 0 0 Z Z 0 	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.019613	0.020545	0.939469	0.020374	
208100000	-13.407713	261	5.213844	1	7	'Z 0 Z Z Z 0 0 0 0 Z Z Z 	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.004016	0.000000	0.995984	0.000000	
208150000	-12.357164	18	4.918952	1	5	'0 Z 0 0 Z 0 Z 0 0 0 Z Z 	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
208200000	-12.829225	690	5.096444	2	2	'1 1 0 Z 1 1 1 1 0 1 1 Z 	0.089602	0.089602	0.141593	0.000000	0.089602	0.089602	0.089602	0.089602	0.141593	0.089602	0.089602	0.000000	0.012103	0.002487	0.985181	0.000229	
208250000	-13.305677	458	5.163039	1	4	'0 0 Z 0 0 0 0 Z 0 Z Z 0 	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.001374	0.003484	0.983802	0.011339	
208300000	-13.422610	312	5.331639	1	7	'Z Z Z 0 0 0 Z 0 Z Z 0 Z 	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.012023	0.987962	0.000015	
208350000	-12.675654	117	5.552652	1	5	'0 0 0 Z Z Z 0 0 0 Z Z 0 	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000693	0.000000	0.997980	0.001326	
208400000	-12.796652	696	5.740204	2	3	'1 0 Z 0 0 Z Z 1 0 0 0 0 	0.099738	0.114361	0.000000	0.114361	0.114361	0.000000	0.000000	0.099738	0.114361	0.114361	0.114361	0.114361	0.002434	0.001586	0.939320	0.056661	
208450000	-15.233814	227	5.627755	1	5	'0 0 Z 0 Z 0 Z Z 0 0 0 Z 	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.007393	0.000239	0.990550	0.001819	
208500000	-14.056876	656	5.567337	1	5	'0 0 0 0 Z 0 0 Z Z Z 0 Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.056929	0.000110	0.942961	0.000000	
208550000	-13.295184	241	5.616068	1	3	'0 0 Z 0 Z 0 0 Z 0 0 0 0 	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.001296	0.000029	0.976335	0.022340	
208600000	-13.520942	10	5.603809	1	5	'Z Z Z 0 0 0 Z 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.014338	0.961242	0.024419	
208650000	-11.939696	708	5.695586	1	3	'0 0 0 0 Z 0 0 0 0 0 Z Z 	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.015492	0.000031	0.984374	0.000103	
208700000	-12.700593	231	5.566090	1	5	'Z 0 Z Z 0 0 0 0 0 Z 0 Z 	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.004462	0.008039	0.987428	0.000071	
208750000	-13.051845	850	5.771087	2	2	'0 0 Z 0 0 Z 0 1 0 1 1 1 	0.160532	0.160532	0.000000	0.160532	0.160532	0.000000	0.160532	0.009202	0.160532	0.009202	0.009202	0.009202	0.013268	0.014652	0.971671	0.000409	
208800000	-13.213498	450	5.582770	1	5	'Z Z 0 0 Z 0 0 0 0 Z Z 0 	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000124	0.000124	0.974942	0.024810	
208850000	-12.695262	747	5.966906	1	3	'Z 0 0 0 0 Z 0 0 0 0 Z 0 	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.017156	0.002804	0.927012	0.053028	
208900000	-12.119132	630	6.150803	1	2	'0 0 0 0 0 0 0 0 0 Z 0 Z 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.000000	0.004880	0.002734	0.992377	0.000009	
208950000	-12.990553	321	6.374283	1	4	'Z 0 0 0 0 0 0 0 Z 0 Z Z 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.069048	0.037509	0.892671	0.000772	
209000000	-14.611196	474	6.637663	1	7	'Z Z Z Z 0 0 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.088111	0.910562	0.001328	
209050000	-14.908295	40	6.933432	1	6	'0 Z 0 Z Z Z 0 Z 0 0 0 Z 	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
209100000	-12.653107	408	7.176366	1	4	'0 0 0 0 0 0 Z 0 Z Z 0 Z 	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.000000	0.446251	0.153996	0.397112	0.002641	
