Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2682945388
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              True
Scale Tree:                      627.526411
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
572600000	-12.669797	883	4.795479	1	4	'Z Z Z 0 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000260	0.998786	0.000954	
572650000	-12.132073	828	4.939449	2	4	'1 0 1 Z 1 0 0 0 Z 0 Z Z 	0.256277	0.046234	0.256277	0.000000	0.256277	0.046234	0.046234	0.046234	0.000000	0.046234	0.000000	0.000000	0.035028	0.107760	0.857187	0.000025	
572700000	-12.682774	34	4.714830	1	5	'Z Z Z 0 0 0 Z 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.017506	0.948126	0.034369	
572750000	-11.733163	241	4.949332	1	3	'0 0 0 Z 0 0 0 0 0 0 Z Z 	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.004156	0.002376	0.993442	0.000026	
572800000	-13.313040	520	4.641064	1	4	'0 0 Z Z Z 0 Z 0 0 0 0 0 	0.125000	0.125000	0.000000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.010595	0.000083	0.906762	0.082560	
572850000	-11.894591	146	4.305460	1	5	'0 Z 0 Z Z 0 0 0 0 Z 0 Z 	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	1.000000	0.000000	
572900000	-12.266165	216	4.220654	1	3	'0 0 0 Z 0 Z 0 0 0 0 Z 0 	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.002516	0.000418	0.981407	0.015660	
572950000	-12.719599	51	4.356590	1	4	'Z 0 0 0 0 0 0 0 Z Z Z 0 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.125000	0.012267	0.009980	0.949150	0.028603	
573000000	-11.631621	401	4.262495	1	2	'0 0 Z 0 0 0 0 0 0 Z 0 0 	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.000603	0.001400	0.988927	0.009071	
573050000	-12.563626	720	4.057015	1	6	'0 Z Z 0 0 0 0 0 Z Z Z Z 	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000003	0.006684	0.993313	0.000000	
573100000	-13.110624	310	4.068742	1	4	'0 Z Z Z 0 Z 0 0 0 0 0 0 	0.125000	0.000000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.001396	0.970046	0.028558	
573150000	-12.555880	580	4.316788	1	4	'0 0 0 Z 0 0 0 0 Z 0 Z Z 	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.024774	0.004640	0.970533	0.000053	
573200000	-12.656375	927	4.238453	1	1	'0 0 0 0 0 0 0 0 0 Z 0 0 	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.000000	0.090909	0.090909	0.001450	0.000837	0.994805	0.002908	
573250000	-14.689114	514	4.218820	1	5	'0 Z 0 0 Z Z Z Z 0 0 0 0 	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000225	0.000000	0.876064	0.123711	
573300000	-12.284241	865	4.022379	1	7	'0 Z Z 0 Z 0 Z 0 0 Z Z Z 	0.200000	0.000000	0.000000	0.200000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
573350000	-13.501843	501	4.336187	1	6	'0 Z Z 0 0 Z Z 0 0 Z 0 Z 	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.000005	0.004409	0.995495	0.000091	
573400000	-11.586452	886	4.392436	1	6	'Z Z 0 0 Z 0 0 0 0 Z Z Z 	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
573450000	-12.539461	468	4.397390	1	4	'Z 0 0 0 0 0 Z 0 0 0 Z Z 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.010664	0.003868	0.985445	0.000023	
573500000	-14.134527	765	4.309194	1	4	'0 0 0 Z 0 Z Z 0 0 0 Z 0 	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.053102	0.000470	0.776177	0.170251	
573550000	-11.423908	427	4.055337	1	7	'Z Z 0 Z 0 0 0 0 Z Z Z Z 	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005851	0.994149	0.000000	
573600000	-12.300571	179	3.742653	1	5	'Z 0 0 Z Z Z 0 0 0 0 0 Z 	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.012278	0.000000	0.987670	0.000052	
573650000	-11.762158	342	3.774437	1	1	'Z 0 0 0 0 0 0 0 0 0 0 0 	0.000000	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.001140	0.000640	0.992984	0.005236	
573700000	-11.423281	538	3.630377	1	4	'0 0 0 Z Z Z 0 0 0 0 0 Z 	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.002656	0.000000	0.997339	0.000005	
573750000	-13.480172	214	3.586488	1	6	'0 0 Z Z Z Z 0 Z 0 Z 0 0 	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.000671	0.000000	0.952503	0.046826	
573800000	-11.851771	705	3.856439	1	5	'0 0 Z 0 Z 0 0 0 0 Z Z Z 	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.001601	0.000002	0.998398	0.000000	
573850000	-11.355632	598	3.734173	1	6	'Z 0 0 Z 0 Z 0 0 0 Z Z Z 	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.004754	0.000969	0.994277	0.000000	
573900000	-12.994502	337	3.671081	1	2	'0 0 0 0 0 Z Z 0 0 0 0 0 	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.010098	0.000614	0.956305	0.032982	
573950000	-12.403798	707	3.918411	1	6	'0 0 Z 0 0 Z Z 0 0 Z Z Z 	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.004854	0.004884	0.990262	0.000000	
574000000	-13.103467	669	4.005308	1	7	'0 Z Z Z 0 Z 0 0 0 Z Z Z 	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000001	0.002613	0.997385	0.000000	
574050000	-12.563459	760	4.196509	1	5	'0 0 0 Z Z Z 0 0 0 0 Z Z 	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.007639	0.000000	0.992277	0.000083	
574100000	-12.288357	955	4.444961	1	3	'Z Z Z 0 0 0 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000389	0.999014	0.000598	
574150000	-12.989291	928	4.460313	1	5	'Z Z Z Z 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.006156	0.971188	0.022657	
574200000	-12.297974	484	4.502300	1	2	'0 Z 0 0 Z 0 0 0 0 0 0 0 	0.100000	0.000000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000020	0.000019	0.975256	0.024705	
574250000	-12.445591	408	4.496287	1	4	'0 Z Z 0 Z 0 0 0 0 Z 0 0 	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000011	0.975970	0.024019	
574300000	-11.731537	498	4.587253	1	3	'0 0 0 Z 0 0 0 0 0 Z 0 Z 	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.005813	0.002221	0.991948	0.000018	
574350000	-12.255290	174	4.562069	1	3	'0 Z 0 0 0 Z 0 0 0 0 Z 0 	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000001	0.000479	0.996540	0.002980	
574400000	-13.159767	571	4.225023	1	5	'0 Z Z Z Z 0 0 0 0 Z 0 0 	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000060	0.984480	0.015460	
574450000	-15.828854	543	4.228543	1	4	'0 0 0 Z 0 0 Z 0 0 Z Z 0 	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	1.000000	0.000000	0.000000	0.000000	
574500000	-13.078509	651	4.276507	1	4	'0 0 0 0 Z Z Z 0 0 0 Z 0 	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.012423	0.000005	0.952155	0.035418	
574550000	-11.323940	242	4.262674	1	4	'0 0 0 0 Z Z 0 0 0 0 Z Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.002964	0.000001	0.997028	0.000007	
574600000	-12.662437	350	3.958152	1	5	'0 0 0 Z 0 Z Z 0 0 0 Z Z 	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.045337	0.003071	0.951245	0.000347	
574650000	-13.187537	359	3.937386	1	5	'Z Z 0 0 Z 0 Z 0 0 Z 0 0 	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.000010	0.000010	0.994014	0.005966	
574700000	-12.652437	571	3.882776	1	3	'0 0 0 0 0 0 Z 0 0 0 Z Z 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.000000	0.006650	0.006507	0.986831	0.000012	
574750000	-13.596114	380	3.941424	1	3	'0 Z 0 0 0 0 Z 0 0 0 0 Z 	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.001044	0.998956	0.000000	
574800000	-11.917993	109	3.957675	1	3	'0 0 0 Z 0 0 0 0 0 Z Z 0 	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.003117	0.000698	0.992639	0.003546	
574850000	-11.613688	951	4.018464	1	3	'Z 0 0 Z 0 0 0 0 0 0 Z 0 	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.002379	0.001207	0.987096	0.009318	
574900000	-12.459651	751	4.041662	1	6	'Z Z 0 Z Z Z 0 0 0 Z 0 0 	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.000007	0.000000	0.980952	0.019041	
574950000	-12.695189	719	4.077076	1	7	'Z Z 0 Z 0 0 0 0 Z Z Z Z 	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024412	0.975588	0.000000	
575000000	-13.143122	704	3.916880	1	4	'Z 0 0 Z 0 0 0 0 Z 0 0 Z 	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.032715	0.007628	0.959398	0.000260	
575050000	-15.750934	676	3.961130	1	5	'Z 0 0 Z 0 0 Z 0 Z 0 0 Z 	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.781294	0.031280	0.181421	0.006006	
575100000	-11.730480	316	4.216591	1	4	'Z 0 Z 0 0 Z 0 0 0 0 Z 0 	0.000000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000934	0.000834	0.971073	0.027158	
575150000	-12.662990	885	4.133123	1	5	'0 0 Z 0 0 0 0 0 Z Z Z Z 	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.018170	0.061218	0.920612	0.000000	
575200000	-11.475712	296	3.957331	1	3	'Z Z 0 0 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000001	0.001290	0.983247	0.015461	
575250000	-13.810550	193	3.884946	1	6	'Z Z 0 0 Z 0 Z 0 0 Z 0 Z 	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
575300000	-11.672429	453	4.041456	1	6	'Z 0 0 Z 0 0 0 0 Z Z Z Z 	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.016722	0.016785	0.966494	0.000000	
575350000	-12.105617	579	3.903510	1	5	'0 Z 0 Z 0 Z 0 0 0 Z Z 0 	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000512	0.998823	0.000666	
575400000	-11.870772	19	3.697913	1	4	'0 Z 0 0 Z 0 0 0 0 Z Z 0 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000009	0.000009	0.970671	0.029312	
575450000	-12.023332	287	3.799957	1	2	'0 0 0 Z 0 0 0 0 0 0 0 Z 	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.004144	0.001532	0.994264	0.000059	
575500000	-13.044420	699	3.764584	1	4	'0 0 0 0 Z 0 0 Z 0 0 Z Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000000	0.004506	0.000004	0.995464	0.000026	
575550000	-11.909467	19	3.687965	1	4	'0 0 Z Z 0 0 0 0 0 Z 0 Z 	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000881	0.002071	0.997038	0.000011	
575600000	-14.285064	490	3.855264	1	6	'Z Z Z 0 Z Z 0 Z 0 0 0 0 	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.969873	0.030127	
575650000	-11.514372	624	3.708376	1	4	'0 0 0 Z Z 0 0 0 0 Z Z 0 	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.004837	0.000003	0.988999	0.006160	
575700000	-12.049510	595	3.642957	1	5	'0 Z Z Z 0 Z 0 0 0 Z 0 0 	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000617	0.977774	0.021610	
575750000	-11.468444	114	3.427303	1	3	'Z 0 0 Z Z 0 0 0 0 0 0 0 	0.000000	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000746	0.000000	0.998476	0.000778	
575800000	-11.610883	282	3.489093	1	2	'0 0 Z 0 0 Z 0 0 0 0 0 0 	0.100000	0.100000	0.000000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000461	0.000330	0.972945	0.026264	
575850000	-11.641858	319	3.497048	1	3	'Z 0 Z 0 0 0 0 0 0 0 Z 0 	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000907	0.002037	0.983970	0.013086	
575900000	-12.508947	628	3.590978	1	3	'Z 0 Z 0 0 0 Z 0 0 0 0 0 	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000589	0.002852	0.963513	0.033046	
575950000	-11.403538	279	3.475004	1	2	'Z 0 0 0 0 0 0 0 0 Z 0 0 	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.004008	0.001820	0.985061	0.009112	
576000000	-11.366377	117	3.553821	1	4	'0 0 Z 0 0 Z 0 0 0 Z 0 Z 	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000071	0.000087	0.999843	0.000000	
576050000	-11.320748	886	3.648733	1	6	'0 Z Z 0 Z 0 0 0 0 Z Z Z 	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
576100000	-12.740486	313	3.719033	1	7	'Z Z Z Z Z 0 Z 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000100	0.936329	0.063570	
576150000	-12.153068	392	3.553768	1	5	'Z 0 0 Z 0 Z 0 0 0 Z Z 0 	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.008272	0.001063	0.971119	0.019546	
576200000	-12.639972	587	3.725330	1	5	'Z Z 0 0 0 0 0 0 Z 0 Z Z 	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.010556	0.989444	0.000000	
576250000	-11.578726	94	3.944786	1	3	'0 Z 0 0 0 Z 0 0 0 0 Z 0 	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000007	0.000612	0.988854	0.010527	
576300000	-12.266454	467	3.991308	1	4	'0 0 0 Z 0 Z 0 0 0 Z Z 0 	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.003801	0.000611	0.979569	0.016019	
576350000	-12.815165	315	4.004751	1	4	'0 Z 0 Z Z 0 0 0 0 Z 0 0 	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000006	0.000006	0.990213	0.009776	
576400000	-13.677512	986	3.803178	1	6	'0 0 0 Z Z Z 0 0 Z 0 Z Z 	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.067539	0.000000	0.931822	0.000639	
576450000	-12.346397	16	3.991227	1	6	'0 Z Z Z 0 0 0 0 0 Z Z Z 	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000002	0.004258	0.995740	0.000000	
576500000	-12.050301	782	3.897802	1	4	'Z 0 Z 0 0 Z 0 0 0 Z 0 0 	0.000000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000927	0.000905	0.989511	0.008657	
576550000	-13.552664	421	3.637666	1	4	'0 0 Z Z Z 0 0 Z 0 0 0 0 	0.125000	0.125000	0.000000	0.000000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.001005	0.000009	0.971800	0.027186	
576600000	-13.233782	19	3.695845	1	5	'Z 0 0 0 0 Z 0 0 Z Z Z 0 	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.084971	0.002861	0.445906	0.466261	
576650000	-14.987884	51	3.633495	1	4	'0 0 0 0 Z 0 Z Z 0 0 0 Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.005139	0.000002	0.994851	0.000008	
576700000	-11.369620	146	3.793003	1	2	'0 Z 0 0 0 0 0 0 0 Z 0 0 	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.000015	0.002262	0.978109	0.019614	
576750000	-13.102411	716	3.869609	1	4	'0 Z 0 0 Z 0 0 0 Z 0 0 Z 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000000	0.000000	1.000000	0.000000	
576800000	-12.259686	756	3.822996	1	6	'Z Z 0 Z Z Z 0 0 0 0 0 Z 	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
576850000	-11.769816	772	3.555748	1	3	'0 Z 0 0 0 0 0 0 0 Z Z 0 	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.000000	0.000248	0.999479	0.000272	
576900000	-12.794789	91	3.331233	1	6	'Z Z 0 0 0 0 0 0 Z Z Z Z 	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.013955	0.986045	0.000000	
576950000	-11.682233	304	3.548353	1	1	'0 Z 0 0 0 0 0 0 0 0 0 0 	0.090909	0.000000	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.000004	0.000941	0.988511	0.010543	
577000000	-12.110224	861	3.385349	1	6	'Z Z Z Z Z 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000006	0.980242	0.019752	
577050000	-13.523263	516	3.372015	1	5	'0 0 0 0 Z Z 0 0 Z 0 Z Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.034505	0.000022	0.965349	0.000124	
577100000	-11.497250	172	3.199354	1	5	'Z 0 Z 0 0 Z 0 0 0 Z Z 0 	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.001181	0.001196	0.991699	0.005923	
577150000	-11.411013	505	3.239538	1	5	'0 0 0 Z 0 Z 0 0 0 Z Z Z 	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.005841	0.000726	0.993434	0.000000	
577200000	-13.978517	654	3.402231	1	8	'0 Z Z 0 Z 0 Z 0 Z Z Z Z 	0.250000	0.000000	0.000000	0.250000	0.000000	0.250000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
577250000	-11.635268	746	3.375984	1	4	'Z Z 0 0 0 0 0 0 0 Z Z 0 	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000012	0.004072	0.964626	0.031289	
577300000	-13.528345	186	3.330310	2	4	'Z 1 1 0 Z 1 0 Z 1 Z 1 1 	0.000000	0.125408	0.125408	0.123777	0.000000	0.125408	0.123777	0.000000	0.125408	0.000000	0.125408	0.125408	0.004990	0.000010	0.988286	0.006714	
577350000	-11.780873	757	3.389802	1	5	'0 Z 0 0 Z Z 0 0 0 Z 0 Z 	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	1.000000	0.000000	
577400000	-11.973157	804	3.482658	1	5	'0 0 Z Z 0 Z 0 0 0 0 Z Z 	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.001180	0.001091	0.997708	0.000021	
577450000	-12.733552	807	3.329241	1	8	'Z Z 0 Z Z 0 0 0 Z Z Z Z 	0.000000	0.000000	0.250000	0.000000	0.000000	0.250000	0.250000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
577500000	-11.176434	809	3.452555	1	5	'0 0 Z 0 0 Z 0 0 0 Z Z Z 	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000739	0.000611	0.998650	0.000000	
577550000	-11.708885	928	3.572662	1	5	'0 0 0 0 Z Z 0 0 0 Z Z Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.005022	0.000003	0.994976	0.000000	
