Options:
Model:                           MultiState
Tree File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.bttrees
Data File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.btdata
Log File Name:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/run_1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1627917299
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/run_1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      800
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
2150000	-19.444803	170	1	3	'0 0 Z 0 0 0 Z Z 0 0 0 0 	7.923680	7.923680	0.000000	7.923680	7.923680	7.923680	0.000000	0.000000	7.923680	7.923680	7.923680	7.923680	0.250000	0.250000	0.250000	0.250000	
2200000	-20.742299	384	1	5	'Z 0 0 Z 0 0 Z 0 Z 0 Z 0 	0.000000	25.995470	25.995470	0.000000	25.995470	25.995470	0.000000	25.995470	0.000000	25.995470	0.000000	25.995470	0.250000	0.250000	0.250000	0.250000	
2250000	-18.882285	649	1	3	'0 0 Z 0 0 0 Z Z 0 0 0 0 	2.398280	2.398280	0.000000	2.398280	2.398280	2.398280	0.000000	0.000000	2.398280	2.398280	2.398280	2.398280	0.249999	0.249999	0.250002	0.249999	
2300000	-19.030504	241	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	7.285379	7.285379	7.285379	0.000000	7.285379	0.000000	0.000000	0.000000	7.285379	7.285379	0.000000	7.285379	0.250000	0.250000	0.250000	0.250000	
2350000	-19.449876	626	1	3	'0 0 Z 0 0 0 Z Z 0 0 0 0 	2.616343	2.616343	0.000000	2.616343	2.616343	2.616343	0.000000	0.000000	2.616343	2.616343	2.616343	2.616343	0.250000	0.250000	0.250000	0.250000	
2400000	-19.807681	627	1	5	'0 0 0 Z Z 0 Z Z 0 0 Z 0 	2.228038	2.228038	2.228038	0.000000	0.000000	2.228038	0.000000	0.000000	2.228038	2.228038	0.000000	2.228038	0.249993	0.249933	0.250052	0.250022	
2450000	-19.129216	401	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	12.644880	12.644880	12.644880	12.644880	12.644880	12.644880	0.000000	0.000000	12.644880	12.644880	12.644880	12.644880	0.250000	0.250000	0.250000	0.250000	
2500000	-21.042404	53	1	4	'0 0 0 Z 0 0 Z 0 Z 0 Z 0 	20.920220	20.920220	20.920220	0.000000	20.920220	20.920220	0.000000	20.920220	0.000000	20.920220	0.000000	20.920220	0.250000	0.250000	0.250000	0.250000	
2550000	-18.007958	361	1	5	'0 0 0 0 Z Z Z Z 0 0 Z 0 	0.555854	0.555854	0.555854	0.555854	0.000000	0.000000	0.000000	0.000000	0.555854	0.555854	0.000000	0.555854	0.182107	0.031659	0.509072	0.277162	
2600000	-18.292834	225	1	4	'0 Z 0 0 0 0 Z Z 0 0 Z 0 	0.203368	0.000000	0.203368	0.203368	0.203368	0.203368	0.000000	0.000000	0.203368	0.203368	0.000000	0.203368	0.013371	0.096621	0.784005	0.106003	
2650000	-17.206629	336	2	4	'Z 1 1 0 1 Z Z Z 0 0 1 1 	0.000000	14.161802	14.161802	5.456492	14.161802	0.000000	0.000000	0.000000	5.456492	5.456492	14.161802	14.161802	0.250000	0.250000	0.250000	0.250000	
2700000	-18.887277	38	2	3	'0 1 0 0 1 Z 1 1 Z Z 1 0 	19.255109	1.440442	19.255109	19.255109	1.440442	0.000000	1.440442	1.440442	0.000000	0.000000	1.440442	19.255109	0.250000	0.250000	0.250000	0.250000	
2750000	-16.661061	94	2	4	'Z 0 0 Z 0 1 Z Z 1 0 0 1 	0.000000	0.613348	0.613348	0.000000	0.613348	0.219860	0.000000	0.000000	0.219860	0.613348	0.613348	0.219860	0.250808	0.216759	0.322963	0.209470	
2800000	-18.496123	153	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	1.199635	1.199635	1.199635	1.199635	1.199635	0.000000	0.000000	1.199635	0.000000	1.199635	1.199635	0.249938	0.249936	0.250198	0.249928	
2850000	-19.189273	253	2	3	'1 Z 1 1 0 1 Z Z 0 1 1 1 	11.855345	0.000000	11.855345	11.855345	4.969974	11.855345	0.000000	0.000000	4.969974	11.855345	11.855345	11.855345	0.250000	0.250000	0.250000	0.250000	
2900000	-19.903914	381	1	5	'Z Z 0 0 0 0 Z Z 0 Z 0 0 	0.000000	0.000000	4.972684	4.972684	4.972684	4.972684	0.000000	0.000000	4.972684	0.000000	4.972684	4.972684	0.250000	0.250000	0.250000	0.250000	
2950000	-18.723546	327	2	4	'0 1 Z 0 1 1 Z 0 0 Z Z 1 	2.640828	5.544128	0.000000	2.640828	5.544128	5.544128	0.000000	2.640828	2.640828	0.000000	0.000000	5.544128	0.250000	0.250000	0.250000	0.250000	
3000000	-19.862810	707	1	5	'Z 0 Z Z 0 0 Z Z 0 0 0 0 	0.000000	9.194147	0.000000	0.000000	9.194147	9.194147	0.000000	0.000000	9.194147	9.194147	9.194147	9.194147	0.250000	0.250000	0.250000	0.250000	
3050000	-19.391064	171	1	4	'0 0 0 0 0 0 Z 0 Z Z Z 0 	3.556072	3.556072	3.556072	3.556072	3.556072	3.556072	0.000000	3.556072	0.000000	0.000000	0.000000	3.556072	0.250000	0.250000	0.250000	0.250000	
3100000	-18.863496	779	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	6.287676	6.287676	0.000000	6.287676	6.287676	0.000000	0.000000	0.000000	6.287676	0.000000	6.287676	6.287676	0.250000	0.250000	0.250000	0.250000	
3150000	-19.112394	15	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	11.544855	11.544855	11.544855	0.000000	11.544855	0.000000	0.000000	0.000000	11.544855	11.544855	0.000000	11.544855	0.250000	0.250000	0.250000	0.250000	
3200000	-18.810744	647	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	7.807680	0.000000	7.807680	7.807680	7.807680	0.000000	0.000000	7.807680	0.000000	7.807680	7.807680	0.250000	0.250000	0.250000	0.250000	
3250000	-19.299967	534	1	5	'0 0 Z Z 0 Z Z Z 0 0 0 0 	0.291983	0.291983	0.000000	0.000000	0.291983	0.000000	0.000000	0.000000	0.291983	0.291983	0.291983	0.291983	0.222886	0.150915	0.414401	0.211797	
3300000	-20.883510	566	1	7	'Z Z Z Z 0 0 Z Z 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.237402	0.237402	0.000000	0.000000	0.237402	0.237402	0.237402	0.000000	0.000000	0.080123	0.918106	0.001770	
3350000	-19.278681	501	1	4	'0 0 0 0 0 0 0 Z Z Z Z 0 	5.059373	5.059373	5.059373	5.059373	5.059373	5.059373	5.059373	0.000000	0.000000	0.000000	0.000000	5.059373	0.250000	0.250000	0.250000	0.250000	
3400000	-19.525901	486	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	43.215905	43.215905	0.000000	43.215905	43.215905	0.000000	0.000000	0.000000	43.215905	0.000000	43.215905	43.215905	0.250000	0.250000	0.250000	0.250000	
3450000	-17.507697	389	1	5	'0 0 0 Z Z Z Z Z 0 0 0 0 	0.197878	0.197878	0.197878	0.000000	0.000000	0.000000	0.000000	0.000000	0.197878	0.197878	0.197878	0.197878	0.089907	0.000000	0.816765	0.093328	
3500000	-20.417300	182	1	4	'0 0 0 Z 0 0 0 Z Z Z 0 0 	19.867636	19.867636	19.867636	0.000000	19.867636	19.867636	19.867636	0.000000	0.000000	0.000000	19.867636	19.867636	0.250000	0.250000	0.250000	0.250000	
3550000	-18.077931	459	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	0.188978	0.188978	0.000000	0.000000	0.188978	0.188978	0.000000	0.000000	0.188978	0.188978	0.188978	0.188978	0.077997	0.080013	0.750909	0.091080	
3600000	-18.726573	571	1	3	'0 0 0 Z 0 0 Z Z 0 0 0 0 	1.587996	1.587996	1.587996	0.000000	1.587996	1.587996	0.000000	0.000000	1.587996	1.587996	1.587996	1.587996	0.249992	0.249992	0.250024	0.249992	
3650000	-23.676815	226	1	4	'0 0 0 Z 0 Z 0 Z Z 0 0 0 	5.446791	5.446791	5.446791	0.000000	5.446791	0.000000	5.446791	0.000000	0.000000	5.446791	5.446791	5.446791	0.250000	0.250000	0.250000	0.250000	
3700000	-20.317193	398	1	5	'Z Z 0 0 0 0 Z Z 0 Z 0 0 	0.000000	0.000000	7.573210	7.573210	7.573210	7.573210	0.000000	0.000000	7.573210	0.000000	7.573210	7.573210	0.250000	0.250000	0.250000	0.250000	
3750000	-18.540697	338	1	5	'0 Z Z Z 0 0 Z Z 0 0 0 0 	0.305516	0.000000	0.000000	0.000000	0.305516	0.305516	0.000000	0.000000	0.305516	0.305516	0.305516	0.305516	0.004386	0.131825	0.773510	0.090280	
3800000	-16.692127	36	2	6	'1 Z 1 1 Z Z Z Z 0 0 Z 1 	15.398927	0.000000	15.398927	15.398927	0.000000	0.000000	0.000000	0.000000	4.170980	4.170980	0.000000	15.398927	0.250000	0.250000	0.250000	0.250000	
3850000	-16.902941	740	2	7	'0 1 Z 1 Z Z Z Z 0 1 Z Z 	0.491468	2.278359	0.000000	2.278359	0.000000	0.000000	0.000000	0.000000	0.491468	2.278359	0.000000	0.000000	0.248433	0.253373	0.246803	0.251391	
3900000	-21.060047	604	1	6	'0 Z Z 0 0 0 Z 0 Z Z Z 0 	1.786815	0.000000	0.000000	1.786815	1.786815	1.786815	0.000000	1.786815	0.000000	0.000000	0.000000	1.786815	0.246083	0.249959	0.250374	0.253584	
3950000	-22.901803	30	1	5	'Z 0 0 0 0 0 0 Z Z Z 0 Z 	0.000000	2.276625	2.276625	2.276625	2.276625	2.276625	2.276625	0.000000	0.000000	0.000000	2.276625	0.000000	0.250000	0.250000	0.250033	0.249967	
4000000	-22.025801	93	1	3	'0 0 0 0 0 0 Z Z 0 0 0 Z 	1.405102	1.405102	1.405102	1.405102	1.405102	1.405102	0.000000	0.000000	1.405102	1.405102	1.405102	0.000000	0.249969	0.249969	0.252228	0.247834	
4050000	-17.682903	566	1	4	'0 0 Z 0 0 Z Z Z 0 0 0 0 	0.221172	0.221172	0.000000	0.221172	0.221172	0.000000	0.000000	0.000000	0.221172	0.221172	0.221172	0.221172	0.086797	0.080274	0.740176	0.092752	
4100000	-19.867874	389	1	4	'Z 0 0 0 0 0 Z 0 Z Z 0 0 	0.000000	2.784327	2.784327	2.784327	2.784327	2.784327	0.000000	2.784327	0.000000	0.000000	2.784327	2.784327	0.250000	0.250000	0.250000	0.250000	
4150000	-17.315308	736	2	3	'1 0 Z 0 1 0 1 1 1 Z Z 0 	1.464011	10.808314	0.000000	10.808314	1.464011	10.808314	1.464011	1.464011	1.464011	0.000000	0.000000	10.808314	0.250000	0.250000	0.250000	0.250000	
4200000	-18.220258	731	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	0.958562	0.958562	0.958562	0.958562	0.000000	0.958562	0.000000	0.000000	0.958562	0.958562	0.000000	0.958562	0.248690	0.244442	0.255597	0.251271	
4250000	-18.697411	553	1	5	'0 0 0 0 Z Z Z Z 0 0 Z 0 	1.526284	1.526284	1.526284	1.526284	0.000000	0.000000	0.000000	0.000000	1.526284	1.526284	0.000000	1.526284	0.248543	0.226519	0.266549	0.258389	
4300000	-18.422477	193	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	0.309678	0.309678	0.000000	0.309678	0.309678	0.000000	0.000000	0.309678	0.309678	0.309678	0.309678	0.175939	0.159002	0.494821	0.170238	
4350000	-18.797613	68	1	4	'0 0 0 Z 0 0 Z Z 0 0 0 Z 	0.086850	0.086850	0.086850	0.000000	0.086850	0.086850	0.000000	0.000000	0.086850	0.086850	0.086850	0.000000	0.029580	0.027693	0.940352	0.002374	
4400000	-18.128023	300	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	0.794321	0.794321	0.794321	0.794321	0.000000	0.794321	0.000000	0.000000	0.794321	0.794321	0.000000	0.794321	0.240435	0.198401	0.301651	0.259513	
4450000	-20.466853	690	1	3	'0 0 0 0 0 0 Z 0 Z 0 Z 0 	24.465147	24.465147	24.465147	24.465147	24.465147	24.465147	0.000000	24.465147	0.000000	24.465147	0.000000	24.465147	0.250000	0.250000	0.250000	0.250000	
4500000	-18.494669	81	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	2.906243	2.906243	2.906243	0.000000	2.906243	2.906243	0.000000	0.000000	2.906243	2.906243	0.000000	2.906243	0.250000	0.250000	0.250000	0.250000	
4550000	-19.295396	484	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	5.769535	5.769535	0.000000	5.769535	5.769535	0.000000	0.000000	0.000000	5.769535	0.000000	5.769535	5.769535	0.250000	0.250000	0.250000	0.250000	
4600000	-19.407879	509	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	18.355963	18.355963	18.355963	18.355963	18.355963	18.355963	0.000000	0.000000	18.355963	18.355963	18.355963	18.355963	0.250000	0.250000	0.250000	0.250000	
4650000	-19.819893	482	1	4	'0 Z 0 0 0 0 Z Z 0 Z 0 0 	7.722917	0.000000	7.722917	7.722917	7.722917	7.722917	0.000000	0.000000	7.722917	0.000000	7.722917	7.722917	0.250000	0.250000	0.250000	0.250000	
4700000	-19.022142	113	1	3	'Z 0 0 0 0 0 Z Z 0 0 0 0 	0.000000	8.367330	8.367330	8.367330	8.367330	8.367330	0.000000	0.000000	8.367330	8.367330	8.367330	8.367330	0.250000	0.250000	0.250000	0.250000	
4750000	-16.711143	578	2	3	'1 1 1 1 0 Z Z Z 0 0 0 1 	6.631918	6.631918	6.631918	6.631918	1.941999	0.000000	0.000000	0.000000	1.941999	1.941999	1.941999	6.631918	0.250000	0.250000	0.250000	0.250000	
4800000	-18.766732	710	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	7.620660	7.620660	7.620660	7.620660	7.620660	0.000000	0.000000	7.620660	0.000000	7.620660	7.620660	0.250000	0.250000	0.250000	0.250000	
4850000	-22.664033	11	1	6	'Z 0 Z 0 0 0 Z 0 Z Z 0 Z 	0.000000	18.361471	0.000000	18.361471	18.361471	18.361471	0.000000	18.361471	0.000000	0.000000	18.361471	0.000000	0.250000	0.250000	0.250000	0.250000	
4900000	-24.169469	127	1	6	'0 0 Z Z 0 Z 0 Z 0 Z Z 0 	27.841719	27.841719	0.000000	0.000000	27.841719	0.000000	27.841719	0.000000	27.841719	0.000000	0.000000	27.841719	0.250000	0.250000	0.250000	0.250000	
4950000	-21.487555	686	1	4	'0 0 Z 0 0 0 Z 0 Z Z 0 0 	32.001403	32.001403	0.000000	32.001403	32.001403	32.001403	0.000000	32.001403	0.000000	0.000000	32.001403	32.001403	0.250000	0.250000	0.250000	0.250000	
