Options:
Model:                           MultiState
Tree File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.bttrees
Data File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.btdata
Log File Name:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/run_3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1713834995
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/run_3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      800
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
96750000	-19.514105	514	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	8.350815	8.350815	0.000000	8.350815	8.350815	0.000000	0.000000	0.000000	8.350815	0.000000	8.350815	8.350815	0.250000	0.250000	0.250000	0.250000	
96800000	-19.997555	537	1	5	'Z 0 0 Z 0 Z Z Z 0 0 0 0 	0.000000	6.069014	6.069014	0.000000	6.069014	0.000000	0.000000	0.000000	6.069014	6.069014	6.069014	6.069014	0.250000	0.250000	0.250000	0.250000	
96850000	-19.425507	476	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	10.851449	10.851449	10.851449	10.851449	10.851449	0.000000	10.851449	0.000000	0.000000	0.000000	10.851449	0.250000	0.250000	0.250000	0.250000	
96900000	-21.356582	712	1	5	'0 0 Z Z Z 0 Z Z 0 0 0 0 	0.979000	0.979000	0.000000	0.000000	0.000000	0.979000	0.000000	0.000000	0.979000	0.979000	0.979000	0.979000	0.247994	0.182044	0.322133	0.247830	
96950000	-19.218026	302	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	5.081372	5.081372	5.081372	5.081372	5.081372	5.081372	0.000000	0.000000	5.081372	5.081372	5.081372	5.081372	0.250000	0.250000	0.250000	0.250000	
97000000	-19.104130	689	1	4	'0 0 Z 0 0 0 Z Z 0 Z 0 0 	9.116241	9.116241	0.000000	9.116241	9.116241	9.116241	0.000000	0.000000	9.116241	0.000000	9.116241	9.116241	0.250000	0.250000	0.250000	0.250000	
97050000	-18.436406	9	1	4	'Z 0 Z 0 0 0 Z Z 0 0 0 0 	0.000000	0.537219	0.000000	0.537219	0.537219	0.537219	0.000000	0.000000	0.537219	0.537219	0.537219	0.537219	0.196934	0.232865	0.338863	0.231339	
97100000	-17.329831	749	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	0.528394	0.528394	0.528394	0.528394	0.000000	0.528394	0.000000	0.000000	0.528394	0.528394	0.000000	0.528394	0.228533	0.153814	0.352135	0.265518	
97150000	-20.708417	798	1	3	'0 0 0 0 0 Z 0 Z 0 0 Z 0 	0.276777	0.276777	0.276777	0.276777	0.276777	0.000000	0.276777	0.000000	0.276777	0.276777	0.000000	0.276777	0.197932	0.176831	0.404194	0.221043	
97200000	-19.043327	414	1	4	'0 0 Z 0 0 Z Z Z 0 0 0 0 	1.118472	1.118472	0.000000	1.118472	1.118472	0.000000	0.000000	0.000000	1.118472	1.118472	1.118472	1.118472	0.249642	0.249642	0.251072	0.249644	
97250000	-19.747527	417	1	5	'Z Z 0 0 0 0 Z Z 0 Z 0 0 	0.000000	0.000000	5.013543	5.013543	5.013543	5.013543	0.000000	0.000000	5.013543	0.000000	5.013543	5.013543	0.249999	0.250000	0.250001	0.250000	
97300000	-19.960754	22	1	6	'0 0 Z 0 Z Z 0 Z 0 Z Z 0 	0.191999	0.191999	0.000000	0.191999	0.000000	0.000000	0.191999	0.000000	0.191999	0.000000	0.000000	0.191999	0.081759	0.005533	0.540763	0.371945	
97350000	-16.965433	384	2	3	'1 0 0 0 0 0 Z 1 1 Z Z 0 	4.595979	23.983947	23.983947	23.983947	23.983947	23.983947	0.000000	4.595979	4.595979	0.000000	0.000000	23.983947	0.250000	0.250000	0.250000	0.250000	
97400000	-19.422698	536	1	4	'0 0 0 0 0 0 Z 0 Z Z Z 0 	9.446710	9.446710	9.446710	9.446710	9.446710	9.446710	0.000000	9.446710	0.000000	0.000000	0.000000	9.446710	0.250000	0.250000	0.250000	0.250000	
97450000	-17.728384	574	1	3	'0 0 0 Z 0 0 Z Z 0 0 0 0 	0.597601	0.597601	0.597601	0.000000	0.597601	0.597601	0.000000	0.000000	0.597601	0.597601	0.597601	0.597601	0.244891	0.244667	0.265562	0.244880	
97500000	-18.605802	330	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	1.549759	1.549759	1.549759	1.549759	1.549759	0.000000	0.000000	0.000000	1.549759	0.000000	1.549759	1.549759	0.249942	0.249938	0.250178	0.249942	
97550000	-19.133179	257	1	5	'0 Z Z 0 Z 0 Z Z 0 0 0 0 	0.251393	0.000000	0.000000	0.251393	0.000000	0.251393	0.000000	0.000000	0.251393	0.251393	0.251393	0.251393	0.000334	0.007910	0.889995	0.101761	
97600000	-19.006206	141	1	4	'0 0 0 Z Z 0 Z Z 0 0 0 0 	0.172407	0.172407	0.172407	0.000000	0.000000	0.172407	0.000000	0.000000	0.172407	0.172407	0.172407	0.172407	0.111222	0.007547	0.762667	0.118563	
97650000	-19.541929	62	1	4	'0 0 0 Z 0 Z Z Z 0 0 0 0 	2.253112	2.253112	2.253112	0.000000	2.253112	0.000000	0.000000	0.000000	2.253112	2.253112	2.253112	2.253112	0.249999	0.249999	0.250003	0.249999	
97700000	-18.913540	522	1	3	'0 0 0 0 0 0 Z Z 0 0 0 Z 	0.287163	0.287163	0.287163	0.287163	0.287163	0.287163	0.000000	0.000000	0.287163	0.287163	0.287163	0.000000	0.180732	0.174514	0.587970	0.056784	
97750000	-17.526689	645	2	5	'Z 0 1 Z Z 0 Z Z 0 0 0 1 	0.000000	0.698448	4.707831	0.000000	0.000000	0.698448	0.000000	0.000000	0.698448	0.698448	0.698448	4.707831	0.275937	0.158459	0.291737	0.273868	
97800000	-17.162057	441	1	6	'0 0 0 Z Z Z Z Z 0 0 Z 0 	0.304358	0.304358	0.304358	0.000000	0.000000	0.000000	0.000000	0.000000	0.304358	0.304358	0.000000	0.304358	0.104108	0.000000	0.676686	0.219206	
97850000	-19.189063	167	2	4	'Z 0 0 0 0 1 Z Z 0 Z 0 0 	0.000000	2.033229	2.033229	2.033229	2.033229	10.825731	0.000000	0.000000	2.033229	0.000000	2.033229	2.033229	0.250000	0.249999	0.250002	0.249999	
97900000	-19.518121	756	1	3	'Z 0 0 0 0 0 Z Z 0 0 0 0 	0.000000	24.891827	24.891827	24.891827	24.891827	24.891827	0.000000	0.000000	24.891827	24.891827	24.891827	24.891827	0.250000	0.250000	0.250000	0.250000	
97950000	-19.944395	368	1	5	'0 Z Z 0 0 0 Z Z 0 Z 0 0 	1.807179	0.000000	0.000000	1.807179	1.807179	1.807179	0.000000	0.000000	1.807179	0.000000	1.807179	1.807179	0.241438	0.249491	0.255988	0.253083	
98000000	-20.378098	762	1	6	'Z 0 Z Z 0 Z Z Z 0 0 0 0 	0.000000	8.440967	0.000000	0.000000	8.440967	0.000000	0.000000	0.000000	8.440967	8.440967	8.440967	8.440967	0.250000	0.250000	0.250000	0.250000	
98050000	-18.884861	697	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	2.571025	2.571025	2.571025	2.571025	2.571025	0.000000	0.000000	2.571025	0.000000	2.571025	2.571025	0.250000	0.250000	0.250000	0.250000	
98100000	-19.282020	278	1	4	'0 0 0 0 0 0 Z 0 Z Z Z 0 	2.643397	2.643397	2.643397	2.643397	2.643397	2.643397	0.000000	2.643397	0.000000	0.000000	0.000000	2.643397	0.250000	0.250000	0.250000	0.250000	
98150000	-19.079519	315	1	4	'0 0 Z 0 0 0 Z Z 0 Z 0 0 	3.222205	3.222205	0.000000	3.222205	3.222205	3.222205	0.000000	0.000000	3.222205	0.000000	3.222205	3.222205	0.250000	0.250000	0.250000	0.250000	
98200000	-19.154495	664	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	1.394726	1.394726	1.394726	1.394726	1.394726	0.000000	1.394726	0.000000	0.000000	0.000000	1.394726	0.249456	0.249454	0.251538	0.249552	
98250000	-19.489264	23	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	5.501304	5.501304	5.501304	5.501304	5.501304	0.000000	5.501304	0.000000	0.000000	0.000000	5.501304	0.250000	0.250000	0.250000	0.250000	
98300000	-21.921862	719	1	6	'0 Z 0 0 Z Z Z 0 0 Z Z 0 	0.278444	0.000000	0.278444	0.278444	0.000000	0.000000	0.000000	0.278444	0.278444	0.000000	0.000000	0.278444	0.028488	0.001004	0.544761	0.425746	
98350000	-17.338313	305	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	0.638979	0.638979	0.638979	0.638979	0.000000	0.638979	0.000000	0.000000	0.638979	0.638979	0.000000	0.638979	0.239926	0.205843	0.295604	0.258627	
98400000	-18.593770	58	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	2.800986	2.800986	2.800986	0.000000	2.800986	0.000000	0.000000	0.000000	2.800986	2.800986	0.000000	2.800986	0.250000	0.250000	0.250000	0.250000	
98450000	-17.010452	177	2	5	'Z 1 1 0 1 1 Z 0 Z 1 Z Z 	0.000000	11.010824	11.010824	1.912666	11.010824	11.010824	0.000000	1.912666	0.000000	11.010824	0.000000	0.000000	0.250000	0.250000	0.250000	0.250000	
98500000	-19.684072	414	1	5	'0 0 Z 0 0 0 Z 0 Z Z Z 0 	6.532825	6.532825	0.000000	6.532825	6.532825	6.532825	0.000000	6.532825	0.000000	0.000000	0.000000	6.532825	0.250000	0.250000	0.250000	0.250000	
98550000	-20.296186	566	1	4	'0 0 Z 0 0 Z Z Z 0 0 0 0 	10.141932	10.141932	0.000000	10.141932	10.141932	0.000000	0.000000	0.000000	10.141932	10.141932	10.141932	10.141932	0.250000	0.250000	0.250000	0.250000	
98600000	-20.154237	132	1	3	'0 0 0 0 0 0 Z 0 Z Z 0 0 	2.084740	2.084740	2.084740	2.084740	2.084740	2.084740	0.000000	2.084740	0.000000	0.000000	2.084740	2.084740	0.249994	0.249994	0.250019	0.249994	
98650000	-20.354440	330	1	4	'0 0 0 Z 0 0 0 Z Z Z 0 0 	7.947592	7.947592	7.947592	0.000000	7.947592	7.947592	7.947592	0.000000	0.000000	0.000000	7.947592	7.947592	0.250000	0.250000	0.250000	0.250000	
98700000	-18.652485	728	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	3.402511	3.402511	3.402511	0.000000	3.402511	3.402511	0.000000	0.000000	3.402511	3.402511	0.000000	3.402511	0.250000	0.250000	0.250000	0.250000	
98750000	-18.730035	567	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	12.924359	12.924359	12.924359	0.000000	12.924359	0.000000	0.000000	0.000000	12.924359	12.924359	0.000000	12.924359	0.250000	0.250000	0.250000	0.250000	
98800000	-17.778038	162	2	4	'1 0 Z 0 0 0 Z Z 0 Z 0 1 	20.731634	3.730227	0.000000	3.730227	3.730227	3.730227	0.000000	0.000000	3.730227	0.000000	3.730227	20.731634	0.250000	0.250000	0.250000	0.250000	
98850000	-19.337367	236	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	22.289802	22.289802	22.289802	22.289802	22.289802	22.289802	0.000000	0.000000	22.289802	22.289802	0.000000	22.289802	0.250000	0.250000	0.250000	0.250000	
98900000	-17.741058	514	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	0.594371	0.594371	0.594371	0.000000	0.594371	0.594371	0.000000	0.000000	0.594371	0.594371	0.000000	0.594371	0.237435	0.233640	0.287853	0.241072	
98950000	-22.175701	155	1	6	'Z 0 Z Z Z 0 Z Z 0 0 0 0 	0.000000	2.830217	0.000000	0.000000	0.000000	2.830217	0.000000	0.000000	2.830217	2.830217	2.830217	2.830217	0.251661	0.248261	0.250089	0.249989	
99000000	-21.371871	87	1	3	'0 0 0 Z 0 0 0 Z Z 0 0 0 	16.825941	16.825941	16.825941	0.000000	16.825941	16.825941	16.825941	0.000000	0.000000	16.825941	16.825941	16.825941	0.250000	0.250000	0.250000	0.250000	
99050000	-18.960529	303	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	2.811644	2.811644	0.000000	2.811644	2.811644	0.000000	0.000000	2.811644	2.811644	2.811644	2.811644	0.250000	0.250000	0.250000	0.250000	
99100000	-19.315254	302	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	9.882845	9.882845	9.882845	9.882845	9.882845	9.882845	0.000000	0.000000	9.882845	0.000000	9.882845	9.882845	0.250000	0.250000	0.250000	0.250000	
99150000	-19.364736	567	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	8.174287	8.174287	8.174287	8.174287	0.000000	8.174287	0.000000	0.000000	8.174287	8.174287	0.000000	8.174287	0.250000	0.250000	0.250000	0.250000	
99200000	-19.179877	117	1	6	'Z 0 Z Z 0 Z Z Z 0 0 0 0 	0.000000	1.635444	0.000000	0.000000	1.635444	0.000000	0.000000	0.000000	1.635444	1.635444	1.635444	1.635444	0.250841	0.248961	0.250297	0.249901	
99250000	-18.577795	590	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	6.795261	6.795261	6.795261	0.000000	6.795261	0.000000	0.000000	0.000000	6.795261	6.795261	0.000000	6.795261	0.250000	0.250000	0.250000	0.250000	
99300000	-18.182802	690	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	0.357709	0.000000	0.357709	0.357709	0.357709	0.000000	0.000000	0.357709	0.000000	0.357709	0.357709	0.111108	0.198899	0.414036	0.275956	
99350000	-19.908981	546	1	4	'0 0 Z 0 0 Z Z Z 0 0 0 0 	4.498978	4.498978	0.000000	4.498978	4.498978	0.000000	0.000000	0.000000	4.498978	4.498978	4.498978	4.498978	0.250000	0.250000	0.250000	0.250000	
99400000	-24.833235	265	1	6	'0 Z Z Z Z 0 Z Z 0 0 0 0 	0.938240	0.000000	0.000000	0.000000	0.000000	0.938240	0.000000	0.000000	0.938240	0.938240	0.938240	0.938240	0.073857	0.160195	0.528525	0.237424	
99450000	-18.461294	51	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	2.068640	2.068640	2.068640	2.068640	2.068640	0.000000	0.000000	0.000000	2.068640	0.000000	2.068640	2.068640	0.249998	0.249998	0.250007	0.249998	
99500000	-17.066700	568	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	0.372663	0.372663	0.372663	0.372663	0.372663	0.000000	0.000000	0.000000	0.372663	0.372663	0.372663	0.372663	0.234111	0.231135	0.300576	0.234178	
99550000	-19.916047	52	1	4	'0 Z 0 0 0 0 Z Z 0 Z 0 0 	30.640567	0.000000	30.640567	30.640567	30.640567	30.640567	0.000000	0.000000	30.640567	0.000000	30.640567	30.640567	0.250000	0.250000	0.250000	0.250000	
99600000	-18.674357	500	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	2.330564	2.330564	2.330564	2.330564	2.330564	2.330564	0.000000	0.000000	2.330564	2.330564	2.330564	2.330564	0.250000	0.250000	0.250000	0.250000	
99650000	-19.407416	161	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	16.000385	16.000385	16.000385	16.000385	16.000385	16.000385	0.000000	0.000000	16.000385	16.000385	16.000385	16.000385	0.250000	0.250000	0.250000	0.250000	
99700000	-18.713857	436	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	8.626123	0.000000	8.626123	8.626123	8.626123	0.000000	0.000000	8.626123	0.000000	8.626123	8.626123	0.250000	0.250000	0.250000	0.250000	
99750000	-19.913010	248	1	4	'0 0 0 0 0 Z 0 Z 0 Z Z 0 	0.170225	0.170225	0.170225	0.170225	0.170225	0.000000	0.170225	0.000000	0.170225	0.000000	0.000000	0.170225	0.067158	0.050531	0.798608	0.083703	
99800000	-19.181126	281	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	6.300901	6.300901	0.000000	0.000000	6.300901	6.300901	0.000000	0.000000	6.300901	6.300901	6.300901	6.300901	0.250000	0.250000	0.250000	0.250000	
99850000	-19.056443	552	1	4	'0 0 Z 0 0 0 Z Z 0 Z 0 0 	6.017635	6.017635	0.000000	6.017635	6.017635	6.017635	0.000000	0.000000	6.017635	0.000000	6.017635	6.017635	0.250000	0.250000	0.250000	0.250000	
99900000	-19.594444	41	1	5	'0 Z Z 0 0 0 Z Z 0 Z 0 0 	2.093239	0.000000	0.000000	2.093239	2.093239	2.093239	0.000000	0.000000	2.093239	0.000000	2.093239	2.093239	0.245701	0.249749	0.252999	0.251551	
99950000	-19.212458	674	1	4	'0 0 0 0 0 0 0 Z Z Z Z 0 	1.658783	1.658783	1.658783	1.658783	1.658783	1.658783	1.658783	0.000000	0.000000	0.000000	0.000000	1.658783	0.249996	0.249996	0.250013	0.249994	
100000000	-18.256016	694	1	3	'0 0 0 Z 0 0 Z Z 0 0 0 0 	0.856448	0.856448	0.856448	0.000000	0.856448	0.856448	0.000000	0.000000	0.856448	0.856448	0.856448	0.856448	0.245363	0.244619	0.264707	0.245310	
100050000	-18.891927	468	1	3	'0 0 0 0 0 0 Z Z 0 0 0 Z 	0.354276	0.354276	0.354276	0.354276	0.354276	0.354276	0.000000	0.000000	0.354276	0.354276	0.354276	0.000000	0.202641	0.200795	0.509176	0.087388	
100100000	-20.512408	419	1	5	'0 0 Z Z 0 Z Z Z 0 0 0 0 	11.396870	11.396870	0.000000	0.000000	11.396870	0.000000	0.000000	0.000000	11.396870	11.396870	11.396870	11.396870	0.250000	0.250000	0.250000	0.250000	
100150000	-18.787255	549	1	4	'0 0 Z 0 0 Z Z Z 0 0 0 0 	0.665057	0.665057	0.000000	0.665057	0.665057	0.000000	0.000000	0.000000	0.665057	0.665057	0.665057	0.665057	0.240466	0.240437	0.277502	0.241595	
100200000	-20.487798	520	1	4	'0 0 0 Z 0 Z Z Z 0 0 0 0 	14.997142	14.997142	14.997142	0.000000	14.997142	0.000000	0.000000	0.000000	14.997142	14.997142	14.997142	14.997142	0.250000	0.250000	0.250000	0.250000	
100250000	-19.133259	186	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	3.885671	3.885671	3.885671	3.885671	3.885671	3.885671	0.000000	0.000000	3.885671	0.000000	3.885671	3.885671	0.250000	0.250000	0.250000	0.250000	
100300000	-19.364356	779	1	4	'0 Z 0 0 0 0 Z Z 0 Z 0 0 	12.496506	0.000000	12.496506	12.496506	12.496506	12.496506	0.000000	0.000000	12.496506	0.000000	12.496506	12.496506	0.250000	0.250000	0.250000	0.250000	
100350000	-19.517446	800	1	3	'0 0 0 Z 0 0 Z Z 0 0 0 0 	17.854065	17.854065	17.854065	0.000000	17.854065	17.854065	0.000000	0.000000	17.854065	17.854065	17.854065	17.854065	0.250000	0.250000	0.250000	0.250000	
100400000	-19.153996	617	1	5	'0 0 Z Z Z 0 Z Z 0 0 0 0 	0.246408	0.246408	0.000000	0.000000	0.000000	0.246408	0.000000	0.000000	0.246408	0.246408	0.246408	0.246408	0.174056	0.021037	0.643280	0.161626	
100450000	-18.307575	704	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	1.743190	1.743190	1.743190	1.743190	1.743190	0.000000	0.000000	1.743190	0.000000	1.743190	1.743190	0.250079	0.250068	0.249830	0.250022	
100500000	-19.515577	323	1	3	'Z 0 0 0 0 0 Z Z 0 0 0 0 	0.000000	9.427840	9.427840	9.427840	9.427840	9.427840	0.000000	0.000000	9.427840	9.427840	9.427840	9.427840	0.250000	0.250000	0.250000	0.250000	
100550000	-19.525904	398	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	23.591402	23.591402	0.000000	23.591402	23.591402	0.000000	0.000000	0.000000	23.591402	0.000000	23.591402	23.591402	0.250000	0.250000	0.250000	0.250000	
100600000	-21.337735	439	1	3	'Z 0 0 0 0 0 Z 0 Z 0 0 0 	0.000000	23.945207	23.945207	23.945207	23.945207	23.945207	0.000000	23.945207	0.000000	23.945207	23.945207	23.945207	0.250000	0.250000	0.250000	0.250000	
100650000	-18.893690	639	1	3	'Z 0 0 0 0 0 Z Z 0 0 0 0 	0.000000	1.598803	1.598803	1.598803	1.598803	1.598803	0.000000	0.000000	1.598803	1.598803	1.598803	1.598803	0.249989	0.249989	0.250033	0.249989	
100700000	-20.989314	542	1	2	'0 0 0 0 0 0 0 Z Z 0 0 0 	4.677627	4.677627	4.677627	4.677627	4.677627	4.677627	4.677627	0.000000	0.000000	4.677627	4.677627	4.677627	0.250000	0.250000	0.250000	0.250000	
100750000	-17.508713	472	1	5	'0 0 0 0 Z Z Z Z 0 0 Z 0 	0.463313	0.463313	0.463313	0.463313	0.000000	0.000000	0.000000	0.000000	0.463313	0.463313	0.000000	0.463313	0.209689	0.031722	0.468947	0.289643	
100800000	-19.499919	650	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	12.349958	12.349958	12.349958	12.349958	12.349958	0.000000	12.349958	0.000000	0.000000	0.000000	12.349958	0.250000	0.250000	0.250000	0.250000	
100850000	-17.508899	42	2	4	'1 Z 1 1 1 Z Z 0 0 0 Z 1 	3.468326	0.000000	3.468326	3.468326	3.468326	0.000000	0.000000	0.306841	0.306841	0.306841	0.000000	3.468326	0.249969	0.249974	0.250034	0.250024	
100900000	-19.016005	224	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	5.591245	5.591245	5.591245	5.591245	5.591245	0.000000	5.591245	0.000000	0.000000	0.000000	5.591245	0.250000	0.250000	0.250000	0.250000	
100950000	-17.479901	663	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	0.311943	0.311943	0.311943	0.311943	0.311943	0.000000	0.000000	0.000000	0.311943	0.311943	0.311943	0.311943	0.099886	0.095768	0.708304	0.096042	
101000000	-18.657016	797	1	4	'0 0 0 Z 0 Z Z Z 0 0 0 0 	0.759554	0.759554	0.759554	0.000000	0.759554	0.000000	0.000000	0.000000	0.759554	0.759554	0.759554	0.759554	0.242976	0.231116	0.283076	0.242831	
101050000	-19.580312	307	1	5	'0 0 0 0 0 Z 0 Z Z Z Z 0 	5.777502	5.777502	5.777502	5.777502	5.777502	0.000000	5.777502	0.000000	0.000000	0.000000	0.000000	5.777502	0.250000	0.250000	0.250000	0.250000	
101100000	-19.015634	733	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	8.680946	8.680946	8.680946	8.680946	8.680946	0.000000	0.000000	0.000000	8.680946	0.000000	8.680946	8.680946	0.250000	0.250000	0.250000	0.250000	
101150000	-23.145611	681	1	3	'0 0 0 0 0 Z Z 0 0 Z 0 0 	0.650374	0.650374	0.650374	0.650374	0.650374	0.000000	0.000000	0.650374	0.650374	0.000000	0.650374	0.650374	0.249230	0.249791	0.252300	0.248678	
101200000	-18.578331	780	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	1.837876	1.837876	1.837876	1.837876	1.837876	1.837876	0.000000	0.000000	1.837876	1.837876	0.000000	1.837876	0.250014	0.250014	0.249959	0.250013	
101250000	-17.993256	130	1	5	'0 0 0 0 Z Z Z Z 0 0 Z 0 	0.532778	0.532778	0.532778	0.532778	0.000000	0.000000	0.000000	0.000000	0.532778	0.532778	0.000000	0.532778	0.221224	0.080579	0.400416	0.297781	
101300000	-17.677923	538	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	0.489254	0.489254	0.489254	0.000000	0.489254	0.000000	0.000000	0.000000	0.489254	0.489254	0.000000	0.489254	0.227876	0.187195	0.333831	0.251098	
101350000	-19.525899	181	1	3	'0 0 0 Z 0 0 Z Z 0 0 0 0 	12.212976	12.212976	12.212976	0.000000	12.212976	12.212976	0.000000	0.000000	12.212976	12.212976	12.212976	12.212976	0.250000	0.250000	0.250000	0.250000	
101400000	-18.941494	491	2	3	'0 0 0 0 0 Z Z 1 1 1 Z 1 	20.262620	20.262620	20.262620	20.262620	20.262620	0.000000	0.000000	4.000212	4.000212	4.000212	0.000000	4.000212	0.250000	0.250000	0.250000	0.250000	
101450000	-19.059531	276	1	4	'0 Z 0 0 Z 0 Z Z 0 0 0 0 	0.415433	0.000000	0.415433	0.415433	0.000000	0.415433	0.000000	0.000000	0.415433	0.415433	0.415433	0.415433	0.041329	0.041325	0.740802	0.176544	
101500000	-19.167422	53	1	7	'Z Z 0 Z Z Z Z Z 0 0 0 0 	0.000000	0.000000	0.221352	0.000000	0.000000	0.000000	0.000000	0.000000	0.221352	0.221352	0.221352	0.221352	0.005439	0.000000	0.921350	0.073211	
101550000	-19.291007	191	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	3.276073	3.276073	3.276073	3.276073	3.276073	0.000000	0.000000	0.000000	3.276073	3.276073	3.276073	3.276073	0.249998	0.249998	0.250005	0.249998	
101600000	-19.374516	222	1	3	'0 0 Z 0 0 0 Z Z 0 0 0 0 	4.204091	4.204091	0.000000	4.204091	4.204091	4.204091	0.000000	0.000000	4.204091	4.204091	4.204091	4.204091	0.250000	0.250000	0.250000	0.250000	
101650000	-19.315026	539	1	4	'0 Z 0 0 0 0 Z Z 0 Z 0 0 	10.530085	0.000000	10.530085	10.530085	10.530085	10.530085	0.000000	0.000000	10.530085	0.000000	10.530085	10.530085	0.250000	0.250000	0.250000	0.250000	
101700000	-18.099075	78	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	1.738148	1.738148	0.000000	1.738148	1.738148	0.000000	0.000000	1.738148	1.738148	1.738148	1.738148	0.249984	0.249954	0.250092	0.249969	
101750000	-19.170728	738	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	14.392555	14.392555	14.392555	14.392555	14.392555	14.392555	0.000000	0.000000	14.392555	0.000000	14.392555	14.392555	0.250000	0.250000	0.250000	0.250000	
101800000	-17.149377	406	2	3	'0 0 0 0 Z 0 Z Z 1 1 1 0 	12.103405	12.103405	12.103405	12.103405	0.000000	12.103405	0.000000	0.000000	5.448377	5.448377	5.448377	12.103405	0.250000	0.250000	0.250000	0.250000	
101850000	-18.791539	430	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	3.751067	3.751067	3.751067	3.751067	3.751067	3.751067	0.000000	0.000000	3.751067	3.751067	3.751067	3.751067	0.250000	0.250000	0.250000	0.250000	
101900000	-18.084631	571	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	1.047415	1.047415	0.000000	1.047415	1.047415	0.000000	0.000000	0.000000	1.047415	0.000000	1.047415	1.047415	0.250140	0.250136	0.249904	0.249820	
101950000	-20.607612	49	1	5	'Z 0 0 Z 0 0 Z 0 Z 0 Z 0 	0.000000	1.632931	1.632931	0.000000	1.632931	1.632931	0.000000	1.632931	0.000000	1.632931	0.000000	1.632931	0.249992	0.249988	0.250028	0.249992	
