Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            514705963
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              True
Scale Tree:                      627.526411
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
326750000	-13.604713	273	47.181831	2	5	'1 Z 0 Z 0 0 1 Z Z 1 0 Z 	0.012036	0.000000	0.240973	0.000000	0.240973	0.240973	0.012036	0.000000	0.000000	0.012036	0.240973	0.000000	0.293532	0.259930	0.109463	0.337075	
326800000	-13.778597	620	10.193978	1	6	'Z Z Z 0 0 0 Z 0 Z Z 0 0 	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.082972	0.754466	0.162562	
326850000	-11.628563	786	1.761558	1	7	'Z Z Z Z Z 0 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000036	0.987265	0.012700	
326900000	-11.718082	95	2.256275	1	3	'0 Z 0 0 Z 0 0 0 0 Z 0 0 	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000001	0.000001	0.990176	0.009821	
326950000	-15.992497	614	12.186575	1	5	'Z 0 0 0 0 0 Z Z 0 Z Z 0 	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	1.000000	0.000000	0.000000	
327000000	-11.614381	429	1.426086	1	6	'0 0 Z Z Z Z 0 0 0 Z 0 Z 	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000230	0.000000	0.999770	0.000000	
327050000	-11.553657	356	1.385382	1	5	'0 Z 0 0 Z 0 0 0 0 Z Z Z 	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
327100000	-14.007694	862	3.550760	1	6	'0 0 0 Z Z Z 0 Z 0 0 Z Z 	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.003546	0.000000	0.996428	0.000026	
327150000	-13.801058	479	5.626042	1	6	'Z 0 Z Z Z Z 0 0 0 Z 0 0 	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.002852	0.000000	0.973437	0.023712	
327200000	-13.019680	119	7.835796	1	5	'0 Z 0 0 0 0 Z 0 Z 0 Z Z 	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.000000	0.000001	0.007083	0.992915	0.000000	
327250000	-12.429333	338	6.475995	1	6	'Z Z Z 0 0 Z Z 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.003154	0.971701	0.025145	
327300000	-13.652977	422	6.705657	1	3	'0 Z Z 0 0 Z 0 0 0 0 0 0 	0.111111	0.000000	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000002	0.002373	0.941183	0.056443	
327350000	-15.299132	747	15.360606	1	5	'Z Z Z 0 0 0 Z 0 Z 0 0 0 	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.173142	0.491039	0.335818	
327400000	-11.180841	381	23.838916	2	6	'0 0 1 Z 0 1 1 Z Z Z Z Z 	0.227440	0.227440	0.105893	0.000000	0.227440	0.105893	0.105893	0.000000	0.000000	0.000000	0.000000	0.000000	0.351916	0.364744	0.283340	0.000000	
327450000	-12.660868	785	37.745195	1	6	'0 0 0 0 0 Z Z Z Z 0 Z Z 	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.375843	0.503989	0.000000	0.120168	
327500000	-14.015048	492	39.471887	1	4	'0 0 0 0 0 0 Z 0 Z Z Z 0 	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.000000	0.125000	0.175144	0.179089	0.483663	0.162104	
327550000	-14.140510	824	16.934105	1	7	'0 Z 0 0 0 Z Z Z Z Z 0 Z 	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.290749	0.350060	0.000000	0.359190	
327600000	-13.688163	411	27.265700	1	6	'Z 0 0 0 0 0 Z 0 Z Z Z Z 	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.168245	0.163478	0.668276	0.000000	
327650000	-12.155757	262	7.524007	1	6	'Z 0 Z 0 0 0 Z 0 Z Z Z 0 	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.011414	0.230511	0.470597	0.287478	
327700000	-12.538266	84	2.510159	1	8	'Z Z Z 0 Z Z Z 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.250000	0.250000	0.250000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
327750000	-12.419083	502	14.193310	1	6	'0 Z 0 0 0 0 Z 0 Z Z Z Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.000029	0.016071	0.983899	0.000000	
327800000	-13.550963	789	5.110501	1	5	'0 0 Z 0 Z 0 0 0 Z Z 0 Z 	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.005695	0.000038	0.994267	0.000000	
327850000	-14.321226	311	33.041586	1	7	'0 Z 0 0 0 Z Z Z Z 0 Z Z 	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.352505	0.573318	0.000000	0.074177	
327900000	-12.850329	659	29.130955	1	6	'0 0 0 0 0 Z Z Z Z Z 0 Z 	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.342434	0.328474	0.000000	0.329091	
327950000	-13.037524	543	21.040529	1	4	'0 0 0 0 0 0 Z 0 Z Z 0 Z 	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.000000	0.185413	0.179425	0.620829	0.014333	
328000000	-13.674796	710	8.681494	1	2	'0 0 0 Z 0 0 0 0 0 0 Z 0 	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.006431	0.004929	0.977751	0.010889	
328050000	-11.507180	73	1.623562	1	4	'Z 0 Z 0 0 0 0 0 0 Z Z 0 	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000114	0.000312	0.995921	0.003653	
328100000	-14.191764	275	17.155804	1	4	'0 Z 0 0 0 0 Z 0 Z 0 0 Z 	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000685	0.051290	0.947185	0.000840	
328150000	-15.095940	519	30.861102	1	3	'0 0 0 0 0 0 Z 0 Z 0 0 Z 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.000000	0.159239	0.164148	0.636822	0.039791	
328200000	-11.337270	71	1.873593	1	6	'Z 0 Z 0 0 Z 0 0 0 Z Z Z 	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000873	0.000845	0.998282	0.000000	
328250000	-11.773153	718	2.310341	1	3	'Z Z 0 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000014	0.999986	0.000000	
328300000	-12.368283	632	5.154774	1	4	'Z Z 0 Z 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.002367	0.997630	0.000003	
328350000	-11.750510	476	3.022952	1	2	'0 0 0 0 0 0 0 0 0 0 Z Z 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.000000	0.002848	0.001515	0.995629	0.000009	
328400000	-13.043004	389	4.876022	1	5	'Z Z Z 0 0 0 Z 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.006794	0.993112	0.000094	
328450000	-15.579120	454	1.853191	1	6	'Z Z 0 Z Z Z 0 Z 0 0 0 0 	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.993856	0.006144	
328500000	-11.443798	791	4.818295	1	3	'Z 0 0 0 0 0 0 0 0 Z Z 0 	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.002777	0.002041	0.989662	0.005520	
328550000	-15.792825	539	1.993016	1	4	'0 Z Z 0 0 Z 0 0 Z 0 0 0 	0.125000	0.000000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	1.000000	
328600000	-15.863437	139	8.344725	1	8	'Z Z Z 0 Z 0 Z Z 0 Z 0 Z 	0.000000	0.000000	0.000000	0.250000	0.000000	0.250000	0.000000	0.000000	0.250000	0.000000	0.250000	0.000000	0.000000	0.000000	1.000000	0.000000	
328650000	-13.956250	514	10.102169	1	5	'Z 0 0 0 0 0 0 0 Z Z Z Z 	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.189933	0.153143	0.656925	0.000000	
328700000	-14.476387	799	8.813295	1	5	'Z Z 0 Z 0 0 Z Z 0 0 0 0 	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000440	0.049170	0.907250	0.043140	
328750000	-12.840449	257	14.758108	1	8	'0 0 0 Z 0 Z Z Z Z Z Z Z 	0.250000	0.250000	0.250000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
328800000	-13.530820	160	0.850120	1	3	'0 0 0 0 Z Z 0 0 0 Z 0 0 	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000001	0.000000	0.999994	0.000004	
328850000	-13.415327	232	5.157917	1	4	'Z Z Z 0 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.003020	0.937871	0.059109	
328900000	-11.976939	154	1.094798	1	5	'0 Z 0 Z Z 0 0 0 0 Z 0 Z 	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	1.000000	0.000000	
328950000	-13.941920	669	3.220066	1	5	'0 0 0 Z Z 0 0 Z 0 Z Z 0 	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.001711	0.000001	0.992891	0.005397	
329000000	-12.931173	620	12.761758	2	4	'1 0 1 1 0 0 Z 0 Z Z 1 Z 	0.049994	0.200006	0.049994	0.049994	0.200006	0.200006	0.000000	0.200006	0.000000	0.000000	0.049994	0.000000	0.255123	0.102388	0.642203	0.000286	
329050000	-16.834415	275	36.319171	1	4	'0 0 0 Z 0 0 Z 0 Z 0 0 Z 	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.000000	0.196340	0.198513	0.530718	0.074429	
329100000	-9.677413	59	41.226620	2	6	'0 1 1 0 0 Z Z 1 Z Z Z Z 	0.295305	0.038028	0.038028	0.295305	0.295305	0.000000	0.000000	0.038028	0.000000	0.000000	0.000000	0.000000	0.579605	0.365581	0.054813	0.000000	
329150000	-12.779729	848	13.198976	1	5	'Z 0 0 0 0 0 Z 0 Z Z 0 Z 	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.054625	0.053061	0.891806	0.000507	
329200000	-14.320537	871	18.510450	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.302580	0.266951	0.258748	0.171721	
329250000	-11.694653	308	0.991930	1	6	'Z 0 Z Z 0 Z 0 0 0 Z Z 0 	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000151	0.000147	0.996343	0.003359	
329300000	-13.429835	549	11.937540	1	3	'0 Z 0 0 0 0 Z 0 Z 0 0 0 	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.014111	0.164626	0.376594	0.444670	
329350000	-13.277392	890	3.674127	1	6	'0 Z 0 Z Z Z 0 0 0 Z Z 0 	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000012	0.000000	0.986324	0.013664	
329400000	-12.623688	694	1.255257	1	4	'0 Z Z 0 Z Z 0 0 0 0 0 0 	0.125000	0.000000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.993531	0.006469	
329450000	-14.255451	154	5.754784	1	5	'Z Z Z Z 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.014895	0.957946	0.027159	
329500000	-12.720265	815	6.523767	1	4	'Z 0 0 0 0 Z 0 0 0 Z Z 0 	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.019886	0.003546	0.951578	0.024990	
329550000	-13.605110	734	10.944010	1	7	'0 Z 0 0 0 Z 0 Z Z Z Z Z 	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004996	0.081465	0.913539	0.000000	
329600000	-12.266139	616	2.218734	1	7	'Z Z Z 0 0 Z Z 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.001684	0.998316	0.000000	
329650000	-15.819393	262	11.412781	1	4	'Z 0 0 Z 0 0 0 Z 0 Z 0 0 	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.087529	0.168357	0.542641	0.201473	
329700000	-12.033149	875	4.990788	1	5	'0 0 Z 0 Z Z 0 0 0 Z Z 0 	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.002440	0.000002	0.948022	0.049536	
329750000	-14.017578	189	30.735183	1	6	'Z 0 0 Z 0 0 Z Z Z 0 0 Z 	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.226626	0.540690	0.000000	0.232684	
329800000	-14.023829	218	31.049837	2	5	'Z 1 Z 1 1 1 0 0 Z Z 1 Z 	0.000000	0.174275	0.000000	0.174275	0.174275	0.174275	0.064313	0.064313	0.000000	0.000000	0.174275	0.000000	0.107695	0.335472	0.451105	0.105728	
329850000	-15.093310	301	37.365236	1	5	'Z 0 0 0 0 0 Z Z Z Z 0 0 	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.303109	0.321728	0.000000	0.375163	
329900000	-12.002975	721	36.190337	2	4	'0 1 1 1 0 Z 1 Z 1 Z 1 Z 	0.480735	0.006422	0.006422	0.006422	0.480735	0.000000	0.006422	0.000000	0.006422	0.000000	0.006422	0.000000	0.485402	0.313116	0.200039	0.001443	
329950000	-15.298906	750	25.843763	1	6	'0 Z 0 0 0 0 Z Z Z Z 0 Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.212721	0.561596	0.000000	0.225683	
330000000	-22.599293	407	21.527675	1	5	'0 0 0 Z Z Z 0 0 0 Z Z 0 	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.129083	0.000000	0.300654	0.570264	
330050000	-13.605900	536	7.652317	1	4	'0 Z Z 0 0 0 Z 0 0 0 Z 0 	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000222	0.046868	0.804319	0.148590	
330100000	-12.333227	104	6.107429	1	3	'0 0 0 Z 0 Z 0 0 0 0 Z 0 	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.009638	0.001457	0.958489	0.030417	
330150000	-12.120952	309	4.852131	1	5	'0 Z 0 0 0 0 Z 0 0 Z Z Z 	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.000001	0.002161	0.997839	0.000000	
330200000	-13.403721	127	3.614592	1	4	'Z Z Z 0 0 0 Z 0 0 0 0 0 	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.007941	0.930987	0.061072	
330250000	-11.735007	943	2.412096	1	3	'Z 0 Z 0 0 0 0 0 0 0 0 Z 	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000579	0.000567	0.998854	0.000000	
330300000	-13.115423	597	23.344205	1	8	'0 Z 0 Z 0 Z Z Z Z 0 Z Z 	0.250000	0.000000	0.250000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.738608	0.000000	0.000000	0.261392	
330350000	-13.150381	894	7.039929	1	2	'0 0 0 0 0 Z 0 0 0 0 0 Z 	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.005401	0.002457	0.992062	0.000080	
330400000	-11.135297	944	7.331623	1	7	'Z 0 Z 0 0 0 Z 0 Z Z Z Z 	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.018702	0.041080	0.940218	0.000000	
330450000	-14.244754	622	5.867087	1	7	'Z Z Z Z 0 0 0 0 Z Z Z 0 	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.046731	0.893760	0.059509	
330500000	-13.398342	335	5.675364	1	6	'Z Z Z 0 0 0 Z 0 Z 0 Z 0 	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.068590	0.628588	0.302822	
330550000	-11.223600	915	1.627124	1	5	'0 Z Z Z Z 0 0 0 0 0 0 Z 	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	1.000000	0.000000	
330600000	-12.354255	148	3.260628	1	6	'Z Z Z Z 0 0 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.003307	0.973836	0.022857	
330650000	-12.659415	872	11.826964	1	7	'0 0 0 Z 0 Z 0 Z Z Z Z Z 	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.217788	0.041352	0.740860	0.000000	
330700000	-12.096840	733	1.525984	1	5	'Z 0 Z Z Z 0 0 0 0 Z 0 0 	0.000000	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000131	0.000000	0.999737	0.000133	
330750000	-14.699511	958	8.471855	1	5	'0 0 Z 0 Z Z Z 0 0 Z 0 0 	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.008858	0.000011	0.926356	0.064775	
330800000	-11.113078	570	4.044136	1	5	'Z Z Z 0 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.001816	0.998181	0.000003	
330850000	-12.914275	496	5.583194	1	3	'0 0 0 0 Z Z 0 0 0 0 0 Z 	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.007950	0.000003	0.991983	0.000064	
330900000	-11.869666	534	1.884397	1	5	'Z Z Z 0 Z Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.982585	0.017415	
330950000	-13.962000	812	2.899855	1	4	'Z 0 0 Z 0 Z Z 0 0 0 0 0 	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.050907	0.000146	0.816927	0.132019	
331000000	-14.443761	59	11.612507	1	4	'0 Z 0 0 Z 0 Z 0 0 0 Z 0 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000451	0.000365	0.857576	0.141608	
331050000	-13.017570	442	9.048931	1	3	'0 0 0 Z 0 0 0 0 0 0 Z Z 	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.020823	0.007096	0.971848	0.000233	
331100000	-11.736390	725	8.298279	1	7	'Z Z 0 0 0 0 Z 0 Z Z Z Z 	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011165	0.988835	0.000000	
331150000	-13.766770	120	3.257564	1	7	'0 Z 0 Z Z Z 0 Z 0 0 Z Z 	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
331200000	-11.755086	338	5.843585	1	3	'0 0 Z 0 0 0 0 0 0 0 Z Z 	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.001197	0.001818	0.996981	0.000004	
331250000	-11.637023	822	4.504964	1	5	'0 0 0 0 Z Z 0 0 0 Z Z Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.003312	0.000001	0.996686	0.000000	
331300000	-12.085415	727	0.809250	1	4	'0 0 Z 0 0 0 0 0 0 Z Z Z 	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.000083	0.000167	0.999750	0.000000	
331350000	-12.214639	72	1.379229	1	4	'0 Z 0 Z Z 0 0 0 0 0 Z 0 	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000001	0.000001	0.990268	0.009731	
331400000	-15.386396	609	11.914645	1	3	'Z 0 0 Z 0 0 0 0 Z 0 0 0 	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.107297	0.071987	0.613310	0.207406	
331450000	-13.424459	728	11.906527	1	7	'0 Z 0 0 0 Z Z 0 Z Z Z Z 	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000884	0.069282	0.929834	0.000000	
331500000	-12.486583	56	3.304228	1	4	'0 Z 0 Z 0 Z 0 0 0 0 Z 0 	0.125000	0.000000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000049	0.007607	0.985190	0.007154	
331550000	-11.754135	135	2.530123	1	4	'Z Z 0 0 0 0 0 0 0 Z Z 0 	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000000	0.000529	0.995909	0.003562	
331600000	-12.207452	857	4.427365	1	4	'0 Z 0 Z Z Z 0 0 0 0 0 0 	0.125000	0.000000	0.125000	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000013	0.000000	0.978513	0.021474	
331650000	-13.162731	370	7.179236	1	4	'Z 0 0 0 0 Z Z 0 0 0 Z 0 	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.012876	0.012996	0.958995	0.015134	
331700000	-14.550146	63	5.014627	1	6	'Z Z 0 Z 0 Z Z Z 0 0 0 0 	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000271	0.008658	0.909856	0.081216	
