Options:
Model:                           MultiState
Tree File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.bttrees
Data File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.btdata
Log File Name:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1667198595
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      800
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
162400000	-18.774614	417	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	2.972975	2.972975	2.972975	2.972975	2.972975	2.972975	0.000000	0.000000	2.972975	0.000000	2.972975	2.972975	0.250000	0.250000	0.250000	0.250000	
162450000	-18.243090	289	1	3	'0 0 Z 0 0 0 Z Z 0 0 0 0 	0.147566	0.147566	0.000000	0.147566	0.147566	0.147566	0.000000	0.000000	0.147566	0.147566	0.147566	0.147566	0.085352	0.095051	0.718492	0.101105	
162500000	-18.466579	535	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	1.067442	1.067442	1.067442	1.067442	1.067442	1.067442	0.000000	0.000000	1.067442	1.067442	1.067442	1.067442	0.248155	0.248149	0.255562	0.248134	
162550000	-19.185489	587	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	29.514713	29.514713	29.514713	29.514713	29.514713	0.000000	0.000000	29.514713	0.000000	29.514713	29.514713	0.250000	0.250000	0.250000	0.250000	
162600000	-19.280338	691	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	8.618137	8.618137	8.618137	8.618137	8.618137	8.618137	0.000000	0.000000	8.618137	8.618137	0.000000	8.618137	0.250000	0.250000	0.250000	0.250000	
162650000	-19.703728	127	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	15.437466	15.437466	0.000000	0.000000	15.437466	15.437466	0.000000	0.000000	15.437466	15.437466	15.437466	15.437466	0.250000	0.250000	0.250000	0.250000	
162700000	-18.676888	55	1	7	'0 Z Z Z Z 0 Z Z 0 0 0 Z 	0.188800	0.000000	0.000000	0.000000	0.000000	0.188800	0.000000	0.000000	0.188800	0.188800	0.188800	0.000000	0.000000	0.000000	1.000000	0.000000	
162750000	-21.029650	581	1	5	'0 0 0 0 Z Z Z Z 0 0 Z 0 	10.775786	10.775786	10.775786	10.775786	0.000000	0.000000	0.000000	0.000000	10.775786	10.775786	0.000000	10.775786	0.250000	0.250000	0.250000	0.250000	
162800000	-19.124998	552	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	23.728764	0.000000	23.728764	23.728764	23.728764	0.000000	0.000000	23.728764	0.000000	23.728764	23.728764	0.250000	0.250000	0.250000	0.250000	
162850000	-19.039222	174	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	8.773697	8.773697	0.000000	8.773697	8.773697	0.000000	0.000000	0.000000	8.773697	0.000000	8.773697	8.773697	0.250000	0.250000	0.250000	0.250000	
162900000	-18.578267	708	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	1.528870	1.528870	1.528870	1.528870	1.528870	1.528870	0.000000	0.000000	1.528870	1.528870	1.528870	1.528870	0.249764	0.249764	0.250707	0.249764	
162950000	-19.192828	87	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	2.021037	2.021037	2.021037	2.021037	2.021037	0.000000	0.000000	0.000000	2.021037	2.021037	2.021037	2.021037	0.249991	0.249991	0.250028	0.249991	
163000000	-18.417642	461	1	4	'0 Z 0 0 Z 0 Z Z 0 0 0 0 	0.276426	0.000000	0.276426	0.276426	0.000000	0.276426	0.000000	0.000000	0.276426	0.276426	0.276426	0.276426	0.000957	0.000955	0.958702	0.039386	
163050000	-19.105773	562	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	4.832482	0.000000	4.832482	4.832482	4.832482	0.000000	0.000000	4.832482	0.000000	4.832482	4.832482	0.250000	0.250000	0.250000	0.250000	
163100000	-19.316301	657	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	8.822135	8.822135	8.822135	8.822135	8.822135	8.822135	0.000000	0.000000	8.822135	8.822135	0.000000	8.822135	0.250000	0.250000	0.250000	0.250000	
163150000	-18.933082	492	1	5	'0 Z Z 0 0 0 Z Z 0 Z 0 0 	1.522900	0.000000	0.000000	1.522900	1.522900	1.522900	0.000000	0.000000	1.522900	0.000000	1.522900	1.522900	0.232460	0.248996	0.262206	0.256338	
163200000	-20.227050	763	1	6	'Z 0 Z 0 0 0 Z 0 Z Z Z 0 	0.000000	7.486195	0.000000	7.486195	7.486195	7.486195	0.000000	7.486195	0.000000	0.000000	0.000000	7.486195	0.250000	0.250000	0.250000	0.250000	
163250000	-17.968252	289	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	0.703752	0.703752	0.703752	0.703752	0.000000	0.703752	0.000000	0.000000	0.703752	0.703752	0.000000	0.703752	0.245323	0.229921	0.270540	0.254215	
163300000	-18.893652	407	1	5	'0 Z Z Z 0 0 Z Z 0 0 0 0 	0.401166	0.000000	0.000000	0.000000	0.401166	0.401166	0.000000	0.000000	0.401166	0.401166	0.401166	0.401166	0.029763	0.229791	0.574993	0.165454	
163350000	-18.579489	726	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	2.057805	2.057805	2.057805	2.057805	2.057805	2.057805	0.000000	0.000000	2.057805	2.057805	2.057805	2.057805	0.249724	0.249724	0.250827	0.249724	
163400000	-19.004704	758	1	5	'0 0 0 Z Z 0 Z Z 0 0 Z 0 	1.983116	1.983116	1.983116	0.000000	0.000000	1.983116	0.000000	0.000000	1.983116	1.983116	0.000000	1.983116	0.249879	0.248912	0.250847	0.250363	
163450000	-19.894683	509	2	1	'0 0 0 1 0 0 1 1 1 0 0 Z 	8.354538	8.354538	8.354538	1.674516	8.354538	8.354538	1.674516	1.674516	1.674516	8.354538	8.354538	0.000000	0.250000	0.250000	0.250000	0.250000	
163500000	-19.468223	454	1	3	'0 0 0 Z 0 0 Z Z 0 0 0 0 	6.644635	6.644635	6.644635	0.000000	6.644635	6.644635	0.000000	0.000000	6.644635	6.644635	6.644635	6.644635	0.250000	0.250000	0.250000	0.250000	
163550000	-17.884556	299	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	0.786904	0.786904	0.786904	0.786904	0.786904	0.786904	0.000000	0.000000	0.786904	0.786904	0.000000	0.786904	0.238364	0.238010	0.286348	0.237278	
163600000	-18.665732	722	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	5.134790	5.134790	5.134790	0.000000	5.134790	5.134790	0.000000	0.000000	5.134790	5.134790	0.000000	5.134790	0.250000	0.250000	0.250000	0.250000	
163650000	-19.338714	452	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	5.091935	5.091935	5.091935	5.091935	5.091935	5.091935	0.000000	0.000000	5.091935	5.091935	5.091935	5.091935	0.250000	0.250000	0.250000	0.250000	
163700000	-21.703835	256	1	3	'0 Z 0 0 0 0 Z Z 0 0 0 0 	4.643991	0.000000	4.643991	4.643991	4.643991	4.643991	0.000000	0.000000	4.643991	4.643991	4.643991	4.643991	0.250000	0.250000	0.250000	0.250000	
163750000	-19.642952	453	1	5	'Z 0 Z Z 0 0 Z Z 0 0 0 0 	0.000000	8.326235	0.000000	0.000000	8.326235	8.326235	0.000000	0.000000	8.326235	8.326235	8.326235	8.326235	0.250000	0.250000	0.250000	0.250000	
163800000	-18.247268	767	2	5	'0 0 Z Z 1 1 Z Z 0 Z 0 1 	0.621275	0.621275	0.000000	0.000000	1.886914	1.886914	0.000000	0.000000	0.621275	0.000000	0.621275	1.886914	1.000000	0.000000	0.000000	0.000000	
163850000	-21.252044	576	1	4	'0 0 0 0 0 Z 0 Z Z Z 0 0 	4.130593	4.130593	4.130593	4.130593	4.130593	0.000000	4.130593	0.000000	0.000000	0.000000	4.130593	4.130593	0.250000	0.250000	0.250000	0.250000	
163900000	-22.130429	689	1	5	'0 0 0 Z 0 Z 0 Z Z 0 Z 0 	24.172583	24.172583	24.172583	0.000000	24.172583	0.000000	24.172583	0.000000	0.000000	24.172583	0.000000	24.172583	0.250000	0.250000	0.250000	0.250000	
163950000	-19.163939	669	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	11.961615	11.961615	11.961615	11.961615	11.961615	11.961615	0.000000	0.000000	11.961615	0.000000	11.961615	11.961615	0.250000	0.250000	0.250000	0.250000	
164000000	-17.356013	420	1	4	'0 0 Z 0 0 Z Z Z 0 0 0 0 	0.250411	0.250411	0.000000	0.250411	0.250411	0.000000	0.000000	0.000000	0.250411	0.250411	0.250411	0.250411	0.159855	0.148094	0.548917	0.143134	
164050000	-19.355038	447	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	24.302587	24.302587	24.302587	24.302587	24.302587	24.302587	0.000000	0.000000	24.302587	0.000000	24.302587	24.302587	0.250000	0.250000	0.250000	0.250000	
164100000	-19.238624	414	1	3	'0 0 0 0 0 0 Z Z 0 0 0 Z 	0.228001	0.228001	0.228001	0.228001	0.228001	0.228001	0.000000	0.000000	0.228001	0.228001	0.228001	0.000000	0.125107	0.124754	0.726175	0.023964	
164150000	-16.978448	516	2	3	'Z 1 1 0 1 1 Z 0 0 1 0 Z 	0.000000	28.357308	28.357308	1.789323	28.357308	28.357308	0.000000	1.789323	1.789323	28.357308	1.789323	0.000000	0.250000	0.250000	0.250000	0.250000	
164200000	-20.765523	572	1	5	'0 Z Z 0 0 0 Z Z 0 Z 0 0 	29.773007	0.000000	0.000000	29.773007	29.773007	29.773007	0.000000	0.000000	29.773007	0.000000	29.773007	29.773007	0.250000	0.250000	0.250000	0.250000	
164250000	-18.184901	107	2	4	'1 1 Z 0 1 1 Z 0 Z 0 Z 1 	40.610777	40.610777	0.000000	15.871510	40.610777	40.610777	0.000000	15.871510	0.000000	15.871510	0.000000	40.610777	0.250000	0.250000	0.250000	0.250000	
164300000	-19.658113	101	1	5	'0 0 0 0 0 Z 0 Z Z Z Z 0 	1.075477	1.075477	1.075477	1.075477	1.075477	0.000000	1.075477	0.000000	0.000000	0.000000	0.000000	1.075477	0.249416	0.252228	0.253628	0.244728	
164350000	-18.996165	266	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	4.902068	4.902068	4.902068	4.902068	4.902068	0.000000	0.000000	4.902068	0.000000	4.902068	4.902068	0.250000	0.250000	0.250000	0.250000	
164400000	-18.124104	12	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	1.253447	0.000000	1.253447	1.253447	1.253447	0.000000	0.000000	1.253447	0.000000	1.253447	1.253447	0.252980	0.250495	0.247604	0.248921	
164450000	-17.095045	28	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	0.390582	0.390582	0.390582	0.390582	0.390582	0.000000	0.000000	0.000000	0.390582	0.000000	0.390582	0.390582	0.258724	0.268853	0.225196	0.247227	
164500000	-19.427097	424	1	3	'Z 0 0 0 0 0 Z Z 0 0 0 0 	0.000000	6.742649	6.742649	6.742649	6.742649	6.742649	0.000000	0.000000	6.742649	6.742649	6.742649	6.742649	0.250000	0.250000	0.250000	0.250000	
164550000	-19.628269	510	1	4	'0 0 0 0 0 0 Z 0 Z Z Z 0 	4.780742	4.780742	4.780742	4.780742	4.780742	4.780742	0.000000	4.780742	0.000000	0.000000	0.000000	4.780742	0.250000	0.250000	0.250000	0.250000	
164600000	-21.429091	542	1	4	'0 0 Z 0 0 0 Z 0 Z Z 0 0 	23.769997	23.769997	0.000000	23.769997	23.769997	23.769997	0.000000	23.769997	0.000000	0.000000	23.769997	23.769997	0.250000	0.250000	0.250000	0.250000	
164650000	-18.698244	198	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	1.870533	1.870533	1.870533	1.870533	1.870533	0.000000	0.000000	0.000000	1.870533	0.000000	1.870533	1.870533	0.250000	0.250000	0.250000	0.250000	
164700000	-19.085563	1	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	6.242904	6.242904	6.242904	0.000000	6.242904	0.000000	0.000000	0.000000	6.242904	6.242904	0.000000	6.242904	0.250000	0.250000	0.250000	0.250000	
164750000	-23.355789	607	1	4	'Z 0 0 Z 0 0 Z 0 0 0 Z 0 	0.000000	0.554013	0.554013	0.000000	0.554013	0.554013	0.000000	0.554013	0.554013	0.554013	0.000000	0.554013	0.250110	0.249726	0.250053	0.250111	
164800000	-23.865593	699	1	4	'Z 0 0 0 0 0 Z Z 0 0 0 Z 	0.000000	6.968832	6.968832	6.968832	6.968832	6.968832	0.000000	0.000000	6.968832	6.968832	6.968832	0.000000	0.250000	0.250000	0.250000	0.250000	
164850000	-16.844553	738	2	5	'0 0 0 Z Z 0 Z Z 1 0 Z 1 	14.382084	14.382084	14.382084	0.000000	0.000000	14.382084	0.000000	0.000000	2.708783	14.382084	0.000000	2.708783	0.250000	0.250000	0.250000	0.250000	
164900000	-17.553611	91	2	6	'1 1 Z Z 1 Z Z Z 0 1 Z 1 	20.637009	20.637009	0.000000	0.000000	20.637009	0.000000	0.000000	0.000000	4.619326	20.637009	0.000000	20.637009	0.250000	0.250000	0.250000	0.250000	
164950000	-18.913524	29	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	1.703667	1.703667	1.703667	1.703667	1.703667	0.000000	0.000000	0.000000	1.703667	0.000000	1.703667	1.703667	0.249937	0.249937	0.250188	0.249937	
165000000	-17.920351	499	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	0.893270	0.893270	0.893270	0.893270	0.000000	0.893270	0.000000	0.000000	0.893270	0.893270	0.000000	0.893270	0.247135	0.237936	0.262270	0.252659	
165050000	-19.120501	546	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	12.951743	12.951743	0.000000	12.951743	12.951743	0.000000	0.000000	12.951743	12.951743	12.951743	12.951743	0.250000	0.250000	0.250000	0.250000	
165100000	-19.185917	105	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	36.544749	36.544749	36.544749	0.000000	36.544749	36.544749	0.000000	0.000000	36.544749	36.544749	0.000000	36.544749	0.250000	0.250000	0.250000	0.250000	
165150000	-19.508198	560	1	5	'0 0 Z 0 0 0 Z 0 Z Z Z 0 	1.868880	1.868880	0.000000	1.868880	1.868880	1.868880	0.000000	1.868880	0.000000	0.000000	0.000000	1.868880	0.250013	0.249998	0.250014	0.249975	
165200000	-18.485186	712	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	2.393523	2.393523	2.393523	0.000000	2.393523	2.393523	0.000000	0.000000	2.393523	2.393523	0.000000	2.393523	0.250000	0.250000	0.250001	0.250000	
165250000	-17.045622	719	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	0.538241	0.538241	0.538241	0.538241	0.538241	0.000000	0.000000	0.000000	0.538241	0.000000	0.538241	0.538241	0.240901	0.247322	0.273733	0.238044	
165300000	-19.056418	600	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	8.394582	8.394582	8.394582	8.394582	8.394582	0.000000	0.000000	8.394582	0.000000	8.394582	8.394582	0.250000	0.250000	0.250000	0.250000	
165350000	-17.585102	544	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	0.546117	0.546117	0.546117	0.546117	0.546117	0.000000	0.000000	0.000000	0.546117	0.546117	0.546117	0.546117	0.236767	0.236473	0.290220	0.236541	
165400000	-20.296720	549	1	5	'Z Z 0 0 0 0 Z Z 0 Z 0 0 	0.000000	0.000000	10.367995	10.367995	10.367995	10.367995	0.000000	0.000000	10.367995	0.000000	10.367995	10.367995	0.250000	0.250000	0.250000	0.250000	
165450000	-19.286019	721	1	3	'0 0 Z 0 0 0 Z Z 0 0 0 0 	3.944649	3.944649	0.000000	3.944649	3.944649	3.944649	0.000000	0.000000	3.944649	3.944649	3.944649	3.944649	0.250000	0.250000	0.250000	0.250000	
165500000	-19.199929	568	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	2.667614	2.667614	0.000000	0.000000	2.667614	2.667614	0.000000	0.000000	2.667614	2.667614	2.667614	2.667614	0.250000	0.250000	0.250000	0.250000	
165550000	-18.966713	125	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	1.068147	1.068147	0.000000	1.068147	1.068147	0.000000	0.000000	1.068147	1.068147	1.068147	1.068147	0.249864	0.249859	0.250416	0.249861	
165600000	-17.069865	28	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	0.279155	0.279155	0.279155	0.000000	0.279155	0.279155	0.000000	0.000000	0.279155	0.279155	0.000000	0.279155	0.243810	0.207747	0.296195	0.252248	
165650000	-19.160061	81	1	3	'Z 0 0 0 0 0 Z Z 0 0 0 0 	0.000000	15.083582	15.083582	15.083582	15.083582	15.083582	0.000000	0.000000	15.083582	15.083582	15.083582	15.083582	0.250000	0.250000	0.250000	0.250000	
165700000	-18.895977	576	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	13.369114	13.369114	13.369114	0.000000	13.369114	0.000000	0.000000	0.000000	13.369114	13.369114	0.000000	13.369114	0.250000	0.250000	0.250000	0.250000	
165750000	-18.419587	167	1	4	'0 0 0 0 Z Z Z Z 0 0 0 0 	0.210690	0.210690	0.210690	0.210690	0.000000	0.000000	0.000000	0.000000	0.210690	0.210690	0.210690	0.210690	0.102537	0.004841	0.780358	0.112264	
165800000	-21.959441	426	1	3	'Z 0 0 0 0 0 0 Z Z 0 0 0 	0.000000	7.503375	7.503375	7.503375	7.503375	7.503375	7.503375	0.000000	0.000000	7.503375	7.503375	7.503375	0.250000	0.250000	0.250000	0.250000	
165850000	-18.872002	546	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	3.081684	3.081684	3.081684	3.081684	3.081684	0.000000	0.000000	0.000000	3.081684	0.000000	3.081684	3.081684	0.249998	0.249998	0.250006	0.249998	
165900000	-18.886644	565	1	3	'Z 0 0 0 0 0 Z Z 0 0 0 0 	0.000000	2.955272	2.955272	2.955272	2.955272	2.955272	0.000000	0.000000	2.955272	2.955272	2.955272	2.955272	0.250000	0.250000	0.250000	0.250000	
165950000	-19.118605	703	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	17.351878	0.000000	17.351878	17.351878	17.351878	0.000000	0.000000	17.351878	0.000000	17.351878	17.351878	0.250000	0.250000	0.250000	0.250000	
166000000	-17.791168	325	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	1.120303	0.000000	1.120303	1.120303	1.120303	0.000000	0.000000	1.120303	0.000000	1.120303	1.120303	0.247231	0.249217	0.253106	0.250446	
166050000	-18.131627	711	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	0.925087	0.925087	0.925087	0.925087	0.925087	0.925087	0.000000	0.000000	0.925087	0.925087	0.925087	0.925087	0.250188	0.250171	0.249469	0.250171	
166100000	-19.375182	355	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	32.021713	32.021713	32.021713	32.021713	32.021713	0.000000	0.000000	0.000000	32.021713	0.000000	32.021713	32.021713	0.250000	0.250000	0.250000	0.250000	
166150000	-18.015511	550	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	0.985463	0.985463	0.985463	0.985463	0.985463	0.985463	0.000000	0.000000	0.985463	0.000000	0.985463	0.985463	0.249618	0.249618	0.251149	0.249615	
166200000	-18.264048	320	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	1.015429	1.015429	1.015429	1.015429	1.015429	1.015429	0.000000	0.000000	1.015429	0.000000	1.015429	1.015429	0.249728	0.249728	0.250827	0.249717	
166250000	-19.538015	170	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	18.904283	18.904283	0.000000	0.000000	18.904283	18.904283	0.000000	0.000000	18.904283	18.904283	18.904283	18.904283	0.250000	0.250000	0.250000	0.250000	
166300000	-18.788970	654	1	4	'0 0 Z 0 0 0 Z Z 0 Z 0 0 	11.880651	11.880651	0.000000	11.880651	11.880651	11.880651	0.000000	0.000000	11.880651	0.000000	11.880651	11.880651	0.250000	0.250000	0.250000	0.250000	
166350000	-20.090416	249	2	2	'0 1 1 Z 0 1 0 0 Z 0 1 1 	4.430619	17.626914	17.626914	0.000000	4.430619	17.626914	4.430619	4.430619	0.000000	4.430619	17.626914	17.626914	0.250000	0.250000	0.250000	0.250000	
166400000	-20.272795	128	1	3	'0 0 0 0 0 0 0 Z Z Z 0 0 	5.739092	5.739092	5.739092	5.739092	5.739092	5.739092	5.739092	0.000000	0.000000	0.000000	5.739092	5.739092	0.250000	0.250000	0.250000	0.250000	
166450000	-17.602446	389	1	5	'0 Z Z Z 0 0 Z Z 0 0 0 0 	0.354523	0.000000	0.000000	0.000000	0.354523	0.354523	0.000000	0.000000	0.354523	0.354523	0.354523	0.354523	0.048214	0.258850	0.503038	0.189898	
166500000	-20.627163	469	1	7	'Z Z 0 Z 0 Z Z Z 0 0 0 Z 	0.000000	0.000000	0.388419	0.000000	0.388419	0.000000	0.000000	0.000000	0.388419	0.388419	0.388419	0.000000	0.006410	0.308374	0.632860	0.052356	
166550000	-18.877809	313	1	5	'Z Z 0 0 0 0 Z Z 0 Z 0 0 	0.000000	0.000000	2.100500	2.100500	2.100500	2.100500	0.000000	0.000000	2.100500	0.000000	2.100500	2.100500	0.247582	0.249733	0.251872	0.250813	
166600000	-20.388567	526	1	4	'0 0 0 Z 0 0 0 Z Z 0 Z 0 	2.059902	2.059902	2.059902	0.000000	2.059902	2.059902	2.059902	0.000000	0.000000	2.059902	0.000000	2.059902	0.249999	0.249999	0.250002	0.249999	
166650000	-19.923104	676	1	4	'0 Z 0 0 0 0 Z Z 0 Z 0 0 	20.157601	0.000000	20.157601	20.157601	20.157601	20.157601	0.000000	0.000000	20.157601	0.000000	20.157601	20.157601	0.250000	0.250000	0.250000	0.250000	
166700000	-16.993425	756	2	4	'1 1 0 0 0 Z Z 1 Z Z 1 1 	1.759238	1.759238	32.647212	32.647212	32.647212	0.000000	0.000000	1.759238	0.000000	0.000000	1.759238	1.759238	0.249995	0.250002	0.250009	0.249995	
166750000	-20.053835	76	1	5	'Z 0 0 Z 0 Z Z Z 0 0 0 0 	0.000000	31.378547	31.378547	0.000000	31.378547	0.000000	0.000000	0.000000	31.378547	31.378547	31.378547	31.378547	0.250000	0.250000	0.250000	0.250000	
166800000	-17.611070	384	2	3	'Z 1 Z 0 1 0 0 0 0 Z 0 0 	0.000000	15.832074	0.000000	1.073285	15.832074	1.073285	1.073285	1.073285	1.073285	0.000000	1.073285	1.073285	0.250034	0.250025	0.250025	0.249916	
166850000	-17.891634	297	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	0.846777	0.846777	0.846777	0.846777	0.846777	0.000000	0.000000	0.000000	0.846777	0.000000	0.846777	0.846777	0.255938	0.265720	0.232477	0.245866	
166900000	-19.078773	38	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	1.466532	1.466532	0.000000	1.466532	1.466532	0.000000	0.000000	0.000000	1.466532	0.000000	1.466532	1.466532	0.250449	0.250445	0.248993	0.250113	
166950000	-20.613224	472	1	5	'0 0 Z Z 0 Z Z Z 0 0 0 0 	5.978614	5.978614	0.000000	0.000000	5.978614	0.000000	0.000000	0.000000	5.978614	5.978614	5.978614	5.978614	0.250000	0.250000	0.250000	0.250000	
167000000	-17.106291	468	2	2	'0 1 0 0 0 1 Z 1 1 0 Z 1 	33.214930	1.645497	33.214930	33.214930	33.214930	1.645497	0.000000	1.645497	1.645497	33.214930	0.000000	1.645497	0.250000	0.250000	0.250000	0.250000	
167050000	-23.472134	329	1	5	'Z 0 0 0 0 0 Z 0 Z Z 0 Z 	0.000000	8.192722	8.192722	8.192722	8.192722	8.192722	0.000000	8.192722	0.000000	0.000000	8.192722	0.000000	0.250000	0.250000	0.250000	0.250000	
167100000	-19.266819	319	1	5	'Z 0 0 0 Z 0 Z Z 0 Z 0 0 	0.000000	0.674248	0.674248	0.674248	0.000000	0.674248	0.000000	0.000000	0.674248	0.000000	0.674248	0.674248	0.265074	0.229096	0.269666	0.236163	
167150000	-19.001732	706	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	5.567608	0.000000	5.567608	5.567608	5.567608	0.000000	0.000000	5.567608	0.000000	5.567608	5.567608	0.250000	0.250000	0.250000	0.250000	
167200000	-19.868194	15	1	4	'0 Z 0 0 0 0 Z Z 0 0 0 Z 	0.110372	0.000000	0.110372	0.110372	0.110372	0.110372	0.000000	0.000000	0.110372	0.110372	0.110372	0.000000	0.000573	0.034310	0.964102	0.001015	
167250000	-19.119002	155	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	9.551106	0.000000	9.551106	9.551106	9.551106	0.000000	0.000000	9.551106	0.000000	9.551106	9.551106	0.250000	0.250000	0.250000	0.250000	
167300000	-19.234896	191	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	0.161368	0.161368	0.161368	0.161368	0.161368	0.000000	0.000000	0.000000	0.161368	0.000000	0.161368	0.161368	0.094578	0.049598	0.820790	0.035035	
167350000	-17.082508	637	2	5	'Z 0 Z Z 0 Z 1 Z 1 1 1 1 	0.000000	21.237185	0.000000	0.000000	21.237185	0.000000	2.379173	0.000000	2.379173	2.379173	2.379173	2.379173	0.250000	0.250000	0.250000	0.250000	
167400000	-20.287001	140	1	5	'Z 0 Z 0 0 Z Z Z 0 0 0 0 	0.000000	6.133037	0.000000	6.133037	6.133037	0.000000	0.000000	0.000000	6.133037	6.133037	6.133037	6.133037	0.250000	0.250000	0.250000	0.250000	
167450000	-19.253765	431	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	17.125251	17.125251	17.125251	17.125251	17.125251	17.125251	0.000000	0.000000	17.125251	17.125251	17.125251	17.125251	0.250000	0.250000	0.250000	0.250000	
167500000	-17.315640	358	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	0.645763	0.645763	0.000000	0.645763	0.645763	0.000000	0.000000	0.000000	0.645763	0.000000	0.645763	0.645763	0.250738	0.247646	0.275858	0.225758	
167550000	-20.527203	585	1	4	'0 0 0 Z 0 Z Z Z 0 0 0 0 	12.364593	12.364593	12.364593	0.000000	12.364593	0.000000	0.000000	0.000000	12.364593	12.364593	12.364593	12.364593	0.250000	0.250000	0.250000	0.250000	
167600000	-18.116507	182	1	4	'0 0 Z 0 0 0 Z Z 0 Z 0 0 	0.328438	0.328438	0.000000	0.328438	0.328438	0.328438	0.000000	0.000000	0.328438	0.000000	0.328438	0.328438	0.404417	0.288349	0.143020	0.164214	
