Options:
Model:                           MultiState
Tree File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.bttrees
Data File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.btdata
Log File Name:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/run_2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3155626864
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/run_2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      800
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
22050000	-18.210702	481	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	0.703762	0.703762	0.000000	0.000000	0.703762	0.703762	0.000000	0.000000	0.703762	0.703762	0.703762	0.703762	0.247504	0.245815	0.259752	0.246929	
22100000	-17.992339	555	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	0.440113	0.440113	0.000000	0.000000	0.440113	0.440113	0.000000	0.000000	0.440113	0.440113	0.440113	0.440113	0.231863	0.228640	0.308324	0.231173	
22150000	-17.336607	522	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	0.433241	0.433241	0.433241	0.433241	0.433241	0.433241	0.000000	0.000000	0.433241	0.433241	0.000000	0.433241	0.237441	0.235066	0.294067	0.233427	
22200000	-17.226591	717	2	5	'0 0 Z 0 0 Z Z Z 0 Z 0 1 	4.025502	4.025502	0.000000	4.025502	4.025502	0.000000	0.000000	0.000000	4.025502	0.000000	4.025502	10.699106	0.249998	0.249998	0.250003	0.250001	
22250000	-20.266962	792	1	4	'Z 0 0 0 0 0 Z 0 Z Z 0 0 	0.000000	3.006814	3.006814	3.006814	3.006814	3.006814	0.000000	3.006814	0.000000	0.000000	3.006814	3.006814	0.250000	0.250000	0.250000	0.250000	
22300000	-18.884763	673	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	7.585341	7.585341	7.585341	0.000000	7.585341	0.000000	0.000000	0.000000	7.585341	7.585341	0.000000	7.585341	0.250000	0.250000	0.250000	0.250000	
22350000	-18.822864	162	2	3	'0 1 0 0 1 1 1 Z Z 1 Z 0 	14.334629	1.078157	14.334629	14.334629	1.078157	1.078157	1.078157	0.000000	0.000000	1.078157	0.000000	14.334629	0.250000	0.250000	0.250000	0.250000	
22400000	-18.908069	376	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	9.859973	9.859973	9.859973	0.000000	9.859973	0.000000	0.000000	0.000000	9.859973	9.859973	0.000000	9.859973	0.250000	0.250000	0.250000	0.250000	
22450000	-19.707193	611	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	21.701457	21.701457	0.000000	0.000000	21.701457	21.701457	0.000000	0.000000	21.701457	21.701457	21.701457	21.701457	0.250000	0.250000	0.250000	0.250000	
22500000	-19.996834	87	1	4	'0 0 0 Z 0 0 0 Z 0 Z Z 0 	0.238095	0.238095	0.238095	0.000000	0.238095	0.238095	0.238095	0.000000	0.238095	0.000000	0.000000	0.238095	0.175969	0.115164	0.579299	0.129567	
22550000	-20.396171	285	1	5	'0 0 Z Z 0 Z Z Z 0 0 0 0 	9.832788	9.832788	0.000000	0.000000	9.832788	0.000000	0.000000	0.000000	9.832788	9.832788	9.832788	9.832788	0.250000	0.250000	0.250000	0.250000	
22600000	-19.522166	636	1	5	'0 0 0 Z Z 0 Z Z 0 0 Z 0 	2.324645	2.324645	2.324645	0.000000	0.000000	2.324645	0.000000	0.000000	2.324645	2.324645	0.000000	2.324645	0.249646	0.246821	0.252476	0.251058	
22650000	-19.185377	575	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	5.408235	5.408235	5.408235	5.408235	0.000000	5.408235	0.000000	0.000000	5.408235	5.408235	0.000000	5.408235	0.250000	0.250000	0.250000	0.250000	
22700000	-19.763464	296	2	2	'Z 1 0 Z 0 1 1 1 0 1 1 0 	0.000000	0.051411	1.014995	0.000000	1.014995	0.051411	0.051411	0.051411	1.014995	0.051411	0.051411	1.014995	0.207523	0.281069	0.257083	0.254325	
22750000	-19.196545	425	1	4	'0 0 Z 0 0 0 Z Z 0 Z 0 0 	6.697975	6.697975	0.000000	6.697975	6.697975	6.697975	0.000000	0.000000	6.697975	0.000000	6.697975	6.697975	0.250000	0.250000	0.250000	0.250000	
22800000	-18.868313	116	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	2.347095	2.347095	2.347095	2.347095	2.347095	0.000000	0.000000	0.000000	2.347095	2.347095	2.347095	2.347095	0.249992	0.249992	0.250025	0.249992	
22850000	-19.440716	709	1	5	'0 0 0 0 Z Z Z Z 0 Z 0 0 	0.577768	0.577768	0.577768	0.577768	0.000000	0.000000	0.000000	0.000000	0.577768	0.000000	0.577768	0.577768	0.215763	0.063391	0.513234	0.207612	
22900000	-19.573179	115	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	24.440252	24.440252	24.440252	24.440252	0.000000	24.440252	0.000000	0.000000	24.440252	24.440252	0.000000	24.440252	0.250000	0.250000	0.250000	0.250000	
22950000	-20.316959	13	1	3	'0 0 0 0 0 0 Z 0 Z Z 0 0 	2.872059	2.872059	2.872059	2.872059	2.872059	2.872059	0.000000	2.872059	0.000000	0.000000	2.872059	2.872059	0.250000	0.250000	0.250000	0.250000	
23000000	-20.165419	673	1	4	'Z 0 0 0 0 0 Z 0 Z Z 0 0 	0.000000	2.218146	2.218146	2.218146	2.218146	2.218146	0.000000	2.218146	0.000000	0.000000	2.218146	2.218146	0.250000	0.250000	0.250001	0.250000	
23050000	-19.103117	247	1	7	'Z Z Z 0 Z 0 Z Z 0 Z 0 0 	0.000000	0.000000	0.000000	0.206921	0.000000	0.206921	0.000000	0.000000	0.206921	0.000000	0.206921	0.206921	0.000000	0.000282	0.959406	0.040312	
23100000	-19.523798	150	1	4	'0 Z 0 0 0 0 Z Z 0 Z 0 0 	9.275157	0.000000	9.275157	9.275157	9.275157	9.275157	0.000000	0.000000	9.275157	0.000000	9.275157	9.275157	0.250000	0.250000	0.250000	0.250000	
23150000	-19.216271	758	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	4.487249	4.487249	4.487249	4.487249	0.000000	4.487249	0.000000	0.000000	4.487249	4.487249	0.000000	4.487249	0.250000	0.250000	0.250000	0.250000	
23200000	-22.065383	699	1	3	'Z 0 0 0 0 0 0 Z Z 0 0 0 	0.000000	5.463020	5.463020	5.463020	5.463020	5.463020	5.463020	0.000000	0.000000	5.463020	5.463020	5.463020	0.250000	0.250000	0.250000	0.250000	
23250000	-19.390445	582	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	8.114193	8.114193	8.114193	8.114193	8.114193	8.114193	0.000000	0.000000	8.114193	8.114193	8.114193	8.114193	0.250000	0.250000	0.250000	0.250000	
23300000	-19.873444	636	1	5	'Z 0 Z Z 0 0 Z Z 0 0 0 0 	0.000000	4.789896	0.000000	0.000000	4.789896	4.789896	0.000000	0.000000	4.789896	4.789896	4.789896	4.789896	0.250000	0.250000	0.250000	0.250000	
23350000	-17.810356	436	1	5	'0 0 0 0 Z Z Z Z 0 0 Z 0 	0.488248	0.488248	0.488248	0.488248	0.000000	0.000000	0.000000	0.000000	0.488248	0.488248	0.000000	0.488248	0.237618	0.126440	0.339960	0.295982	
23400000	-19.567993	501	2	2	'Z 1 1 1 0 0 Z 0 0 1 0 0 	0.000000	4.317581	4.317581	4.317581	1.240895	1.240895	0.000000	1.240895	1.240895	4.317581	1.240895	1.240895	0.250000	0.250000	0.250000	0.250000	
23450000	-20.571636	663	1	4	'0 0 0 Z 0 0 0 Z Z 0 Z 0 	35.076534	35.076534	35.076534	0.000000	35.076534	35.076534	35.076534	0.000000	0.000000	35.076534	0.000000	35.076534	0.250000	0.250000	0.250000	0.250000	
23500000	-18.721532	613	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	7.528877	7.528877	7.528877	0.000000	7.528877	7.528877	0.000000	0.000000	7.528877	7.528877	0.000000	7.528877	0.250000	0.250000	0.250000	0.250000	
23550000	-17.751431	94	2	4	'1 0 0 1 0 1 1 Z Z Z 0 Z 	0.879439	4.424120	4.424120	0.879439	4.424120	0.879439	0.879439	0.000000	0.000000	0.000000	4.424120	0.000000	0.249983	0.250017	0.250050	0.249950	
23600000	-18.317769	772	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	1.206002	1.206002	1.206002	1.206002	1.206002	0.000000	0.000000	0.000000	1.206002	0.000000	1.206002	1.206002	0.249699	0.249728	0.250884	0.249689	
23650000	-22.894334	275	1	5	'0 0 0 0 0 Z Z 0 Z 0 Z Z 	25.333431	25.333431	25.333431	25.333431	25.333431	0.000000	0.000000	25.333431	0.000000	25.333431	0.000000	0.000000	0.250000	0.250000	0.250000	0.250000	
23700000	-16.543161	222	2	5	'0 1 1 1 Z Z Z Z 0 1 Z 1 	1.173975	2.671201	2.671201	2.671201	0.000000	0.000000	0.000000	0.000000	1.173975	2.671201	0.000000	2.671201	0.250071	0.249177	0.250505	0.250247	
23750000	-19.484561	17	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	9.571335	9.571335	9.571335	9.571335	0.000000	9.571335	0.000000	0.000000	9.571335	9.571335	0.000000	9.571335	0.250000	0.250000	0.250000	0.250000	
23800000	-17.698877	103	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	0.247303	0.247303	0.247303	0.247303	0.247303	0.000000	0.000000	0.000000	0.247303	0.247303	0.247303	0.247303	0.094650	0.078909	0.735513	0.090927	
23850000	-18.570889	768	1	5	'Z 0 0 Z 0 Z Z Z 0 0 0 0 	0.000000	0.422454	0.422454	0.000000	0.422454	0.000000	0.000000	0.000000	0.422454	0.422454	0.422454	0.422454	0.255816	0.112531	0.435837	0.195816	
23900000	-17.576340	143	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	0.924889	0.924889	0.924889	0.924889	0.924889	0.000000	0.000000	0.924889	0.000000	0.924889	0.924889	0.250070	0.249871	0.250885	0.249174	
23950000	-19.783089	44	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	4.404323	4.404323	4.404323	4.404323	4.404323	0.000000	0.000000	0.000000	4.404323	4.404323	4.404323	4.404323	0.250000	0.250000	0.250000	0.250000	
24000000	-18.841978	648	1	5	'0 0 0 Z Z 0 Z Z 0 0 Z 0 	2.283301	2.283301	2.283301	0.000000	0.000000	2.283301	0.000000	0.000000	2.283301	2.283301	0.000000	2.283301	0.249825	0.248430	0.251221	0.250523	
24050000	-18.073161	39	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	0.253246	0.253246	0.000000	0.253246	0.253246	0.000000	0.000000	0.253246	0.253246	0.253246	0.253246	0.215024	0.187717	0.392762	0.204497	
24100000	-17.886686	318	1	3	'0 Z 0 0 0 0 Z Z 0 0 0 0 	0.406423	0.000000	0.406423	0.406423	0.406423	0.406423	0.000000	0.000000	0.406423	0.406423	0.406423	0.406423	0.094768	0.202126	0.500909	0.202197	
24150000	-19.864326	467	1	4	'0 Z 0 0 0 Z Z Z 0 0 0 0 	0.923401	0.000000	0.923401	0.923401	0.923401	0.000000	0.000000	0.000000	0.923401	0.923401	0.923401	0.923401	0.205388	0.242510	0.309574	0.242529	
24200000	-20.405772	598	1	4	'Z 0 Z 0 0 0 Z Z 0 0 0 0 	0.000000	6.669177	0.000000	6.669177	6.669177	6.669177	0.000000	0.000000	6.669177	6.669177	6.669177	6.669177	0.250000	0.250000	0.250000	0.250000	
24250000	-20.352755	297	1	4	'Z 0 0 0 Z 0 Z Z 0 0 0 0 	0.000000	6.814631	6.814631	6.814631	0.000000	6.814631	0.000000	0.000000	6.814631	6.814631	6.814631	6.814631	0.250000	0.250000	0.250000	0.250000	
24300000	-20.797574	135	2	3	'0 1 1 1 0 Z 0 0 Z 1 0 Z 	2.521425	9.917967	9.917967	9.917967	2.521425	0.000000	2.521425	2.521425	0.000000	9.917967	2.521425	0.000000	0.250000	0.250000	0.250000	0.250000	
24350000	-21.286899	378	1	5	'Z 0 0 0 Z 0 Z Z 0 Z 0 0 	0.000000	15.406362	15.406362	15.406362	0.000000	15.406362	0.000000	0.000000	15.406362	0.000000	15.406362	15.406362	0.250000	0.250000	0.250000	0.250000	
24400000	-17.703973	652	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	0.585822	0.585822	0.585822	0.585822	0.585822	0.585822	0.000000	0.000000	0.585822	0.000000	0.585822	0.585822	0.259383	0.256483	0.243888	0.240245	
24450000	-21.190898	448	1	3	'Z 0 0 0 0 0 Z 0 Z 0 0 0 	0.000000	7.756890	7.756890	7.756890	7.756890	7.756890	0.000000	7.756890	0.000000	7.756890	7.756890	7.756890	0.250000	0.250000	0.250000	0.250000	
24500000	-18.783603	253	1	5	'Z 0 0 0 Z Z Z Z 0 0 0 0 	0.000000	0.646979	0.646979	0.646979	0.000000	0.000000	0.000000	0.000000	0.646979	0.646979	0.646979	0.646979	0.277623	0.180657	0.298478	0.243242	
24550000	-19.533431	632	1	6	'0 0 0 Z Z Z Z Z 0 0 Z 0 	0.556584	0.556584	0.556584	0.000000	0.000000	0.000000	0.000000	0.000000	0.556584	0.556584	0.000000	0.556584	0.172927	0.000000	0.507139	0.319934	
24600000	-18.670272	613	1	3	'0 0 Z 0 0 0 Z Z 0 0 0 0 	1.533648	1.533648	0.000000	1.533648	1.533648	1.533648	0.000000	0.000000	1.533648	1.533648	1.533648	1.533648	0.249960	0.249960	0.250120	0.249960	
24650000	-21.218638	396	1	5	'0 0 Z 0 Z 0 Z Z 0 Z 0 0 	6.197347	6.197347	0.000000	6.197347	0.000000	6.197347	0.000000	0.000000	6.197347	0.000000	6.197347	6.197347	0.250000	0.250000	0.250000	0.250000	
24700000	-19.411264	358	1	4	'0 0 0 0 0 0 Z 0 Z Z Z 0 	6.606370	6.606370	6.606370	6.606370	6.606370	6.606370	0.000000	6.606370	0.000000	0.000000	0.000000	6.606370	0.250000	0.250000	0.250000	0.250000	
24750000	-18.395837	637	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	2.491468	2.491468	2.491468	2.491468	2.491468	0.000000	0.000000	2.491468	0.000000	2.491468	2.491468	0.250000	0.250000	0.250001	0.250000	
24800000	-19.296637	572	1	5	'Z Z 0 Z 0 0 Z Z 0 0 0 0 	0.000000	0.000000	0.483627	0.000000	0.483627	0.483627	0.000000	0.000000	0.483627	0.483627	0.483627	0.483627	0.083519	0.300724	0.388516	0.227241	
24850000	-18.896079	341	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	4.218504	4.218504	4.218504	4.218504	4.218504	4.218504	0.000000	0.000000	4.218504	4.218504	4.218504	4.218504	0.250000	0.250000	0.250000	0.250000	
24900000	-19.355979	451	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	24.529380	24.529380	24.529380	24.529380	24.529380	24.529380	0.000000	0.000000	24.529380	24.529380	0.000000	24.529380	0.250000	0.250000	0.250000	0.250000	
24950000	-18.687722	456	1	4	'0 0 0 Z 0 Z Z Z 0 0 0 0 	0.484358	0.484358	0.484358	0.000000	0.484358	0.000000	0.000000	0.000000	0.484358	0.484358	0.484358	0.484358	0.223219	0.149437	0.414284	0.213061	
25000000	-22.689175	443	1	4	'0 0 0 0 Z 0 0 Z Z Z 0 0 	6.050333	6.050333	6.050333	6.050333	0.000000	6.050333	6.050333	0.000000	0.000000	0.000000	6.050333	6.050333	0.250000	0.250000	0.250000	0.250000	
25050000	-21.023595	578	1	5	'0 Z Z 0 0 0 Z Z 0 Z 0 0 	17.328057	0.000000	0.000000	17.328057	17.328057	17.328057	0.000000	0.000000	17.328057	0.000000	17.328057	17.328057	0.250000	0.250000	0.250000	0.250000	
25100000	-19.037422	364	1	3	'0 0 0 Z 0 0 Z Z 0 0 0 0 	3.228362	3.228362	3.228362	0.000000	3.228362	3.228362	0.000000	0.000000	3.228362	3.228362	3.228362	3.228362	0.250000	0.250000	0.250000	0.250000	
25150000	-19.643224	254	1	4	'0 0 0 0 0 0 0 Z Z Z Z 0 	1.385765	1.385765	1.385765	1.385765	1.385765	1.385765	1.385765	0.000000	0.000000	0.000000	0.000000	1.385765	0.249993	0.249993	0.250021	0.249994	
25200000	-18.418788	675	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	0.987963	0.987963	0.987963	0.987963	0.987963	0.987963	0.000000	0.000000	0.987963	0.987963	0.987963	0.987963	0.249706	0.249706	0.250883	0.249706	
25250000	-20.292191	671	1	5	'0 Z Z 0 0 0 Z Z 0 Z 0 0 	4.944267	0.000000	0.000000	4.944267	4.944267	4.944267	0.000000	0.000000	4.944267	0.000000	4.944267	4.944267	0.249407	0.249965	0.250414	0.250214	
25300000	-18.769550	684	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	10.237184	10.237184	10.237184	0.000000	10.237184	0.000000	0.000000	0.000000	10.237184	10.237184	0.000000	10.237184	0.250000	0.250000	0.250000	0.250000	
25350000	-17.828270	23	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	0.241871	0.241871	0.241871	0.241871	0.241871	0.000000	0.000000	0.000000	0.241871	0.000000	0.241871	0.241871	0.185485	0.173727	0.449749	0.191039	
25400000	-19.489119	516	1	5	'0 0 0 Z Z 0 Z Z 0 0 Z 0 	2.941965	2.941965	2.941965	0.000000	0.000000	2.941965	0.000000	0.000000	2.941965	2.941965	0.000000	2.941965	0.249982	0.249841	0.250123	0.250053	
25450000	-19.119641	51	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	10.120873	10.120873	10.120873	10.120873	10.120873	0.000000	10.120873	0.000000	0.000000	0.000000	10.120873	0.250000	0.250000	0.250000	0.250000	
25500000	-23.486850	257	1	3	'0 0 Z 0 0 0 Z 0 0 Z 0 0 	2.946976	2.946976	0.000000	2.946976	2.946976	2.946976	0.000000	2.946976	2.946976	0.000000	2.946976	2.946976	0.250000	0.250000	0.250000	0.250000	
25550000	-19.124148	463	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	19.457651	0.000000	19.457651	19.457651	19.457651	0.000000	0.000000	19.457651	0.000000	19.457651	19.457651	0.250000	0.250000	0.250000	0.250000	
25600000	-17.597303	376	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	0.788571	0.788571	0.788571	0.788571	0.000000	0.788571	0.000000	0.000000	0.788571	0.788571	0.000000	0.788571	0.240712	0.208272	0.292715	0.258301	
25650000	-18.846387	735	1	3	'0 0 0 Z 0 0 Z Z 0 0 0 0 	3.379196	3.379196	3.379196	0.000000	3.379196	3.379196	0.000000	0.000000	3.379196	3.379196	3.379196	3.379196	0.250000	0.250000	0.250000	0.250000	
25700000	-18.617652	260	2	3	'1 1 1 1 1 Z 0 Z 0 1 Z 1 	4.194592	4.194592	4.194592	4.194592	4.194592	0.000000	1.765964	0.000000	1.765964	4.194592	0.000000	4.194592	0.250000	0.250000	0.250000	0.250000	
25750000	-18.635140	470	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	1.593656	1.593656	1.593656	1.593656	1.593656	1.593656	0.000000	0.000000	1.593656	1.593656	1.593656	1.593656	0.247551	0.247551	0.257348	0.247551	
25800000	-18.953687	621	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	1.791429	1.791429	0.000000	0.000000	1.791429	1.791429	0.000000	0.000000	1.791429	1.791429	1.791429	1.791429	0.249998	0.249998	0.250005	0.249998	
25850000	-18.868539	719	1	3	'0 0 0 0 0 0 Z Z 0 0 0 Z 	0.364703	0.364703	0.364703	0.364703	0.364703	0.364703	0.000000	0.000000	0.364703	0.364703	0.364703	0.000000	0.201264	0.202667	0.510124	0.085945	
25900000	-20.445032	564	2	4	'1 Z 1 1 Z 1 Z Z 0 1 1 1 	5.309012	0.000000	5.309012	5.309012	0.000000	5.309012	0.000000	0.000000	0.242586	5.309012	5.309012	5.309012	0.250245	0.250245	0.249473	0.250036	
25950000	-18.933009	581	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	3.154599	0.000000	3.154599	3.154599	3.154599	0.000000	0.000000	3.154599	0.000000	3.154599	3.154599	0.250000	0.250000	0.250000	0.250000	
26000000	-19.524968	709	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	22.436298	22.436298	0.000000	22.436298	22.436298	0.000000	0.000000	0.000000	22.436298	0.000000	22.436298	22.436298	0.250000	0.250000	0.250000	0.250000	
26050000	-18.690766	645	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	4.196933	4.196933	4.196933	0.000000	4.196933	4.196933	0.000000	0.000000	4.196933	4.196933	0.000000	4.196933	0.250000	0.250000	0.250000	0.250000	
26100000	-19.116510	752	2	4	'0 0 Z 0 0 1 Z 1 Z 1 Z 1 	5.725478	5.725478	0.000000	5.725478	5.725478	2.051355	0.000000	2.051355	0.000000	2.051355	0.000000	2.051355	0.250008	0.250003	0.250012	0.249977	
26150000	-17.268006	183	1	3	'0 0 Z 0 0 0 Z Z 0 0 0 0 	0.331479	0.331479	0.000000	0.331479	0.331479	0.331479	0.000000	0.000000	0.331479	0.331479	0.331479	0.331479	0.177364	0.168468	0.486319	0.167849	
26200000	-19.104033	26	1	4	'0 0 Z 0 0 0 Z Z 0 Z 0 0 	21.454641	21.454641	0.000000	21.454641	21.454641	21.454641	0.000000	0.000000	21.454641	0.000000	21.454641	21.454641	0.250000	0.250000	0.250000	0.250000	
26250000	-18.802866	427	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	2.512646	2.512646	0.000000	2.512646	2.512646	0.000000	0.000000	2.512646	2.512646	2.512646	2.512646	0.250000	0.250000	0.250000	0.250000	
26300000	-19.525873	618	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	20.106513	20.106513	20.106513	20.106513	20.106513	0.000000	20.106513	0.000000	0.000000	0.000000	20.106513	0.250000	0.250000	0.250000	0.250000	
26350000	-18.424454	242	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	1.080829	1.080829	1.080829	1.080829	1.080829	1.080829	0.000000	0.000000	1.080829	1.080829	0.000000	1.080829	0.249529	0.249529	0.251441	0.249502	
26400000	-19.289733	448	1	3	'Z 0 0 0 0 0 Z Z 0 0 0 0 	0.000000	6.615245	6.615245	6.615245	6.615245	6.615245	0.000000	0.000000	6.615245	6.615245	6.615245	6.615245	0.250000	0.250000	0.250000	0.250000	
26450000	-20.925688	136	1	3	'0 0 0 0 0 0 0 Z Z Z 0 0 	1.684135	1.684135	1.684135	1.684135	1.684135	1.684135	1.684135	0.000000	0.000000	0.000000	1.684135	1.684135	0.249868	0.249868	0.250397	0.249868	
26500000	-20.143422	435	1	3	'0 0 0 0 0 0 0 Z Z 0 Z 0 	3.236827	3.236827	3.236827	3.236827	3.236827	3.236827	3.236827	0.000000	0.000000	3.236827	0.000000	3.236827	0.250000	0.250000	0.250000	0.250000	
26550000	-18.257037	501	1	6	'0 0 Z Z Z Z Z Z 0 0 0 0 	0.122590	0.122590	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.122590	0.122590	0.122590	0.122590	0.020045	0.000000	0.922821	0.057134	
26600000	-16.638158	539	2	4	'Z Z 1 1 Z 1 Z 0 0 0 0 1 	0.000000	0.000000	25.745461	25.745461	0.000000	25.745461	0.000000	3.246067	3.246067	3.246067	3.246067	25.745461	0.250000	0.250000	0.250000	0.250000	
26650000	-19.371942	631	1	4	'0 Z 0 0 0 0 Z Z 0 0 Z 0 	0.763166	0.000000	0.763166	0.763166	0.763166	0.763166	0.000000	0.000000	0.763166	0.763166	0.000000	0.763166	0.239314	0.248503	0.263679	0.248504	
26700000	-22.149519	591	2	4	'Z 1 1 1 1 1 Z Z 0 1 0 Z 	0.000000	11.499455	11.499455	11.499455	11.499455	11.499455	0.000000	0.000000	8.177907	11.499455	8.177907	0.000000	0.250000	0.250000	0.250000	0.250000	
26750000	-19.873171	797	1	2	'0 0 0 0 0 0 0 Z 0 Z 0 0 	0.091322	0.091322	0.091322	0.091322	0.091322	0.091322	0.091322	0.000000	0.091322	0.000000	0.091322	0.091322	0.017327	0.016594	0.943513	0.022567	
26800000	-18.679817	601	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	2.243488	2.243488	0.000000	2.243488	2.243488	0.000000	0.000000	2.243488	2.243488	2.243488	2.243488	0.250000	0.250000	0.250000	0.250000	
26850000	-19.821119	189	1	4	'0 0 Z 0 0 Z Z Z 0 0 0 0 	2.441383	2.441383	0.000000	2.441383	2.441383	0.000000	0.000000	0.000000	2.441383	2.441383	2.441383	2.441383	0.250000	0.250000	0.250001	0.250000	
26900000	-21.916168	714	1	4	'0 0 0 Z Z 0 Z Z 0 0 0 0 	1.113486	1.113486	1.113486	0.000000	0.000000	1.113486	0.000000	0.000000	1.113486	1.113486	1.113486	1.113486	0.248938	0.193959	0.308166	0.248937	
26950000	-20.285303	232	1	4	'Z 0 0 0 0 0 Z 0 Z 0 Z 0 	0.000000	15.736723	15.736723	15.736723	15.736723	15.736723	0.000000	15.736723	0.000000	15.736723	0.000000	15.736723	0.250000	0.250000	0.250000	0.250000	
27000000	-19.075116	423	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	4.604728	4.604728	4.604728	4.604728	4.604728	0.000000	0.000000	4.604728	0.000000	4.604728	4.604728	0.250000	0.250000	0.250000	0.250000	
27050000	-18.210102	646	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	1.259446	1.259446	1.259446	1.259446	1.259446	0.000000	0.000000	0.000000	1.259446	1.259446	1.259446	1.259446	0.249676	0.249676	0.250973	0.249676	
27100000	-18.105751	566	1	4	'0 0 0 Z 0 Z Z Z 0 0 0 0 	0.389387	0.389387	0.389387	0.000000	0.389387	0.000000	0.000000	0.000000	0.389387	0.389387	0.389387	0.389387	0.182518	0.137538	0.499570	0.180374	
27150000	-18.444671	249	1	5	'0 0 0 0 Z Z Z Z 0 0 Z 0 	0.230639	0.230639	0.230639	0.230639	0.000000	0.000000	0.000000	0.000000	0.230639	0.230639	0.000000	0.230639	0.124031	0.008229	0.666775	0.200965	
27200000	-23.324894	431	1	5	'Z 0 0 0 0 0 Z 0 Z 0 Z Z 	0.000000	4.227935	4.227935	4.227935	4.227935	4.227935	0.000000	4.227935	0.000000	4.227935	0.000000	0.000000	0.250000	0.250000	0.250000	0.250000	
27250000	-18.736056	172	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	1.339390	1.339390	1.339390	1.339390	1.339390	0.000000	1.339390	0.000000	0.000000	0.000000	1.339390	0.249830	0.249830	0.250571	0.249769	
