Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-hawaiian-absenceofcousinmarriage.preference.bttrees
Data File Name:                  ./data/bantu-hawaiian-absenceofcousinmarriage.preference.btdata
Log File Name:                   ./output/bantu-hawaiian-absenceofcousinmarriage.preference-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3566697589
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-hawaiian-absenceofcousinmarriage.preference-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.727273,0.136364,0.136364,0.000000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-51.162069	191	1	2	'0 0 0 0 0 Z 0 Z 	D	0.530636	0.530636	0.530636	0.530636	0.530636	0.000000	0.530636	0.000000	0.903346	0.003133	0.093521	0.000000	
12000	-51.706742	298	1	4	'0 0 0 Z Z 0 Z Z 	D	0.777133	0.777133	0.777133	0.000000	0.000000	0.777133	0.000000	0.000000	0.986784	0.013216	0.000000	0.000000	
13000	-51.088675	726	1	3	'0 0 0 0 0 Z Z Z 	D	0.553620	0.553620	0.553620	0.553620	0.553620	0.000000	0.000000	0.000000	0.880639	0.004971	0.114390	0.000000	
14000	-50.712533	717	1	4	'0 0 Z 0 0 Z Z Z 	D	0.759246	0.759246	0.000000	0.759246	0.759246	0.000000	0.000000	0.000000	0.872706	0.000000	0.127294	0.000000	
15000	-50.132900	471	1	3	'0 0 0 Z Z Z 0 0 	D	0.864384	0.864384	0.864384	0.000000	0.000000	0.000000	0.864384	0.864384	0.984233	0.015767	0.000000	0.000000	
16000	-49.067201	233	1	4	'0 0 0 Z Z Z Z 0 	D	0.819191	0.819191	0.819191	0.000000	0.000000	0.000000	0.000000	0.819191	0.985762	0.014238	0.000000	0.000000	
17000	-50.756292	602	1	3	'0 0 0 0 Z Z 0 Z 	D	0.617047	0.617047	0.617047	0.617047	0.000000	0.000000	0.617047	0.000000	0.994388	0.005612	0.000000	0.000000	
18000	-51.173589	495	1	2	'0 0 0 0 Z Z 0 0 	D	0.796933	0.796933	0.796933	0.796933	0.000000	0.000000	0.796933	0.796933	0.981625	0.018375	0.000000	0.000000	
19000	-51.146337	554	1	1	'0 0 0 0 0 Z 0 0 	D	1.094702	1.094702	1.094702	1.094702	1.094702	0.000000	1.094702	1.094702	0.825391	0.031374	0.143235	0.000000	
20000	-49.690893	964	1	4	'0 0 0 Z Z Z 0 Z 	D	0.535549	0.535549	0.535549	0.000000	0.000000	0.000000	0.535549	0.000000	0.996943	0.003057	0.000000	0.000000	
21000	-49.652671	692	1	4	'0 0 0 Z Z Z Z 0 	D	1.081174	1.081174	1.081174	0.000000	0.000000	0.000000	0.000000	1.081174	0.976600	0.023400	0.000000	0.000000	
22000	-53.296036	651	2	2	'0 0 1 Z Z 0 1 1 	D	0.964679	0.964679	21.134767	0.000000	0.000000	0.964679	21.134767	21.134767	0.813704	0.151720	0.034577	0.000000	
