Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-omaha-matri.anvunclocalresidence.bttrees
Data File Name:                  ./data/bantu-omaha-matri.anvunclocalresidence.btdata
Log File Name:                   ./output/bantu-omaha-matri.anvunclocalresidence-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            136642281
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-omaha-matri.anvunclocalresidence-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.492754,0.391304,0.115942,0.000000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-65.561511	829	1	3	'Z 0 0 Z 0 Z 0 0 	D	0.000000	3.272422	3.272422	0.000000	3.272422	0.000000	3.272422	3.272422	0.000000	1.000000	0.000000	0.000000	
12000	-65.187975	174	1	4	'Z 0 0 Z 0 Z Z 0 	D	0.000000	3.973076	3.973076	0.000000	3.973076	0.000000	0.000000	3.973076	0.000000	1.000000	0.000000	0.000000	
13000	-68.581641	51	1	2	'0 0 0 Z 0 Z 0 0 	D	4.739191	4.739191	4.739191	0.000000	4.739191	0.000000	4.739191	4.739191	0.461327	0.456196	0.082477	0.000000	
14000	-66.991940	357	1	2	'0 0 0 Z 0 Z 0 0 	D	1.735712	1.735712	1.735712	0.000000	1.735712	0.000000	1.735712	1.735712	0.565056	0.371785	0.063159	0.000000	
15000	-67.622765	316	1	2	'0 0 0 Z 0 Z 0 0 	D	2.092595	2.092595	2.092595	0.000000	2.092595	0.000000	2.092595	2.092595	0.482251	0.450980	0.066769	0.000000	
16000	-65.805293	412	1	2	'0 0 0 Z 0 Z 0 0 	D	2.263588	2.263588	2.263588	0.000000	2.263588	0.000000	2.263588	2.263588	0.496360	0.435228	0.068412	0.000000	
17000	-67.213781	536	1	2	'0 0 0 Z 0 Z 0 0 	D	3.559111	3.559111	3.559111	0.000000	3.559111	0.000000	3.559111	3.559111	0.458387	0.464242	0.077372	0.000000	
18000	-68.501052	455	1	3	'Z 0 0 Z 0 Z 0 0 	D	0.000000	3.507714	3.507714	0.000000	3.507714	0.000000	3.507714	3.507714	0.000000	1.000000	0.000000	0.000000	
19000	-65.737175	683	1	4	'Z 0 0 Z 0 Z Z 0 	D	0.000000	2.409165	2.409165	0.000000	2.409165	0.000000	0.000000	2.409165	0.000000	1.000000	0.000000	0.000000	
20000	-65.493586	15	1	3	'Z 0 0 Z 0 Z 0 0 	D	0.000000	3.765060	3.765060	0.000000	3.765060	0.000000	3.765060	3.765060	0.000000	1.000000	0.000000	0.000000	
21000	-65.320696	612	1	4	'Z 0 0 Z 0 Z Z 0 	D	0.000000	3.200239	3.200239	0.000000	3.200239	0.000000	0.000000	3.200239	0.000000	1.000000	0.000000	0.000000	
22000	-68.006511	932	2	4	'Z 0 1 Z 1 Z Z 0 	D	0.000000	1.832237	5.403521	0.000000	5.403521	0.000000	0.000000	1.832237	0.000000	1.000000	0.000000	0.000000	
23000	-66.463888	773	1	4	'Z 0 0 Z 0 Z Z 0 	D	0.000000	3.919818	3.919818	0.000000	3.919818	0.000000	0.000000	3.919818	0.000000	1.000000	0.000000	0.000000	
24000	-67.002033	829	1	2	'0 0 0 Z 0 Z 0 0 	D	2.760820	2.760820	2.760820	0.000000	2.760820	0.000000	2.760820	2.760820	0.463286	0.463406	0.073308	0.000000	
25000	-67.936984	184	1	2	'0 0 0 Z 0 Z 0 0 	D	3.779152	3.779152	3.779152	0.000000	3.779152	0.000000	3.779152	3.779152	0.459184	0.463280	0.077536	0.000000	
26000	-68.199728	217	1	4	'Z 0 0 Z 0 Z Z 0 	D	0.000000	3.003632	3.003632	0.000000	3.003632	0.000000	0.000000	3.003632	0.000000	1.000000	0.000000	0.000000	
27000	-65.476650	621	2	3	'Z 0 1 Z 1 Z 1 1 	D	0.000000	2.731042	4.286071	0.000000	4.286071	0.000000	4.286071	4.286071	0.000000	1.000000	0.000000	0.000000	
28000	-66.422452	947	1	2	'0 0 0 Z 0 Z 0 0 	D	2.247170	2.247170	2.247170	0.000000	2.247170	0.000000	2.247170	2.247170	0.486044	0.447615	0.066341	0.000000	
29000	-70.744721	236	1	2	'0 0 0 Z 0 Z 0 0 	D	6.254264	6.254264	6.254264	0.000000	6.254264	0.000000	6.254264	6.254264	0.485715	0.406003	0.108282	0.000000	
30000	-67.207391	812	1	2	'0 0 0 Z 0 Z 0 0 	D	2.466364	2.466364	2.466364	0.000000	2.466364	0.000000	2.466364	2.466364	0.456993	0.480235	0.062771	0.000000	
31000	-68.810586	304	1	3	'0 0 0 Z Z Z 0 0 	D	1.713735	1.713735	1.713735	0.000000	0.000000	0.000000	1.713735	1.713735	0.390824	0.609176	0.000000	0.000000	
32000	-67.695248	561	1	3	'Z 0 0 Z 0 Z 0 0 	D	0.000000	3.632350	3.632350	0.000000	3.632350	0.000000	3.632350	3.632350	0.000000	1.000000	0.000000	0.000000	
33000	-67.627495	380	1	3	'Z 0 0 Z 0 Z 0 0 	D	0.000000	2.566384	2.566384	0.000000	2.566384	0.000000	2.566384	2.566384	0.000000	1.000000	0.000000	0.000000	
34000	-66.742077	650	1	4	'Z 0 0 Z 0 Z Z 0 	D	0.000000	3.873762	3.873762	0.000000	3.873762	0.000000	0.000000	3.873762	0.000000	1.000000	0.000000	0.000000	
35000	-65.268958	215	1	4	'Z 0 0 Z 0 Z Z 0 	D	0.000000	2.312525	2.312525	0.000000	2.312525	0.000000	0.000000	2.312525	0.000000	1.000000	0.000000	0.000000	
36000	-64.863164	462	2	3	'0 0 0 Z 1 Z Z 1 	D	3.904674	3.904674	3.904674	0.000000	23.040008	0.000000	0.000000	23.040008	0.511465	0.365809	0.122726	0.000000	
