Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.permitted.bttrees
Data File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.permitted.btdata
Log File Name:                   ./output/bantu-iroquois-cross.cousinmarriage.permitted-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4242931226
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/bantu-iroquois-cross.cousinmarriage.permitted-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.348485,0.015152,0.500000,0.136364)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000000
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-67.482432	830	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	1.245721	0.000000	1.245721	1.245721	1.245721	1.245721	1.245721	0.702211	0.000026	0.291925	0.005838	
12000	-70.042105	560	1	3	'Z Z Z 0 0 0 0 0 	D	0.000000	0.000000	0.000000	2.435962	2.435962	2.435962	2.435962	2.435962	0.000000	0.001999	0.914562	0.083439	
13000	-68.755372	681	1	3	'Z 0 Z Z 0 0 0 0 	D	0.000000	1.592603	0.000000	0.000000	1.592603	1.592603	1.592603	1.592603	0.621138	0.000000	0.367415	0.011447	
14000	-69.454651	658	1	3	'Z Z 0 0 0 0 0 Z 	D	0.000000	0.000000	1.641729	1.641729	1.641729	1.641729	1.641729	0.000000	0.000000	0.000000	1.000000	0.000000	
15000	-69.970295	95	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	1.114612	0.000000	1.114612	1.114612	1.114612	1.114612	1.114612	0.674237	0.000026	0.319515	0.006222	
16000	-67.854266	408	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.105576	2.105576	2.105576	2.105576	2.105576	2.105576	2.105576	0.508697	0.007749	0.433378	0.050175	
17000	-70.278582	672	1	4	'Z 0 Z Z 0 0 0 Z 	D	0.000000	1.263870	0.000000	0.000000	1.263870	1.263870	1.263870	0.000000	0.699062	0.000000	0.300938	0.000000	
18000	-67.791736	357	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.149725	2.149725	2.149725	2.149725	2.149725	2.149725	2.149725	0.497751	0.007974	0.440806	0.053469	
19000	-68.528741	123	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.697171	2.697171	2.697171	2.697171	2.697171	2.697171	2.697171	0.430057	0.009614	0.481353	0.078975	
20000	-68.589551	75	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	1.350989	0.000000	1.350989	1.350989	1.350989	1.350989	1.350989	0.599482	0.000047	0.391195	0.009276	
