Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-crow-high.polygyny.bttrees
Data File Name:                  ./data/austronesian-crow-high.polygyny.btdata
Log File Name:                   ./output/austronesian-crow-high.polygyny-dep.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2294636177
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   100
Iterations:                      160000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-crow-high.polygyny-dep.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.812500,0.112500,0.050000,0.025000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 1.00 
Tree Information
     Trees:                      1000
     Taxa:                       80
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
10100	-59.367013	439	2	3	'0 1 1 0 1 Z Z Z 	D	1.089121	0.479968	0.479968	1.089121	0.479968	0.000000	0.000000	0.000000	0.999680	0.000200	0.000120	0.000000	
10200	-58.413596	287	1	2	'0 0 0 0 0 0 Z Z 	D	0.538344	0.538344	0.538344	0.538344	0.538344	0.538344	0.000000	0.000000	0.999956	0.000030	0.000013	0.000000	
10300	-60.318924	312	1	3	'0 0 0 0 0 Z Z Z 	D	0.724024	0.724024	0.724024	0.724024	0.724024	0.000000	0.000000	0.000000	0.998014	0.001281	0.000705	0.000000	
10400	-60.376189	672	1	4	'0 0 Z 0 0 Z Z Z 	D	0.681182	0.681182	0.000000	0.681182	0.681182	0.000000	0.000000	0.000000	0.999635	0.000000	0.000365	0.000000	
10500	-60.075919	352	1	4	'0 0 Z 0 0 Z Z Z 	D	0.432771	0.432771	0.000000	0.432771	0.432771	0.000000	0.000000	0.000000	0.999874	0.000000	0.000126	0.000000	
10600	-59.705479	842	1	4	'0 0 Z 0 0 Z Z Z 	D	0.873530	0.873530	0.000000	0.873530	0.873530	0.000000	0.000000	0.000000	0.999799	0.000000	0.000201	0.000000	
10700	-60.374090	129	1	4	'0 0 Z 0 0 Z Z Z 	D	0.449884	0.449884	0.000000	0.449884	0.449884	0.000000	0.000000	0.000000	0.999987	0.000000	0.000013	0.000000	
10800	-60.185565	18	1	4	'0 0 Z 0 0 Z Z Z 	D	0.505806	0.505806	0.000000	0.505806	0.505806	0.000000	0.000000	0.000000	0.999979	0.000000	0.000021	0.000000	
10900	-57.743845	429	2	4	'1 1 Z 0 0 Z Z Z 	D	0.494811	0.494811	0.000000	3.157953	3.157953	0.000000	0.000000	0.000000	0.989290	0.000000	0.010710	0.000000	
11000	-57.434669	322	2	4	'1 1 Z 0 0 Z Z Z 	D	0.637523	0.637523	0.000000	3.464745	3.464745	0.000000	0.000000	0.000000	0.986733	0.000000	0.013267	0.000000	
11100	-57.796743	928	2	4	'1 1 Z 0 0 Z Z Z 	D	0.480456	0.480456	0.000000	5.708347	5.708347	0.000000	0.000000	0.000000	0.968273	0.000000	0.031727	0.000000	
11200	-61.860064	6	1	4	'0 0 Z 0 0 Z Z Z 	D	0.383622	0.383622	0.000000	0.383622	0.383622	0.000000	0.000000	0.000000	0.999932	0.000000	0.000068	0.000000	
11300	-59.953344	520	1	3	'0 0 0 0 0 Z Z Z 	D	0.656644	0.656644	0.656644	0.656644	0.656644	0.000000	0.000000	0.000000	0.998557	0.000943	0.000500	0.000000	
11400	-59.619527	291	1	2	'0 0 0 0 0 0 Z Z 	D	0.641236	0.641236	0.641236	0.641236	0.641236	0.641236	0.000000	0.000000	0.998675	0.000917	0.000408	0.000000	
11500	-59.881737	64	1	1	'0 0 0 0 0 0 Z 0 	D	0.548257	0.548257	0.548257	0.548257	0.548257	0.548257	0.000000	0.548257	0.999912	0.000061	0.000027	0.000000	
11600	-60.461044	855	1	1	'0 0 0 0 0 0 Z 0 	D	0.699336	0.699336	0.699336	0.699336	0.699336	0.699336	0.000000	0.699336	0.999325	0.000468	0.000208	0.000000	
11700	-60.438331	295	1	1	'0 0 0 0 0 Z 0 0 	D	0.481804	0.481804	0.481804	0.481804	0.481804	0.000000	0.481804	0.481804	0.999764	0.000161	0.000075	0.000000	
11800	-60.425297	257	1	1	'0 0 0 0 0 0 0 Z 	D	0.356861	0.356861	0.356861	0.356861	0.356861	0.356861	0.356861	0.000000	0.999916	0.000058	0.000026	0.000000	
11900	-60.223358	759	1	1	'0 0 0 0 0 Z 0 0 	D	0.566563	0.566563	0.566563	0.566563	0.566563	0.000000	0.566563	0.566563	0.998930	0.000709	0.000360	0.000001	
12000	-63.110815	536	1	1	'0 0 0 0 0 Z 0 0 	D	1.005094	1.005094	1.005094	1.005094	1.005094	0.000000	1.005094	1.005094	0.997838	0.001358	0.000800	0.000004	
12100	-60.474675	597	1	1	'0 0 Z 0 0 0 0 0 	D	0.349962	0.349962	0.000000	0.349962	0.349962	0.349962	0.349962	0.349962	0.999818	0.000000	0.000182	0.000000	
