Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/austronesian-iroquois-polygyny.bttrees
Data File Name:                  ./data/austronesian-iroquois-polygyny.btdata
Log File Name:                   ./output/austronesian-iroquois-polygyny-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3931929291
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   ./output/austronesian-iroquois-polygyny-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.262500,0.587500,0.025000,0.125000)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000086
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       80
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-71.203877	69	1	2	'0 Z 0 0 0 0 Z 0 	D	1.301576	0.000000	1.301576	1.301576	1.301576	1.301576	0.000000	1.301576	0.614024	0.385252	0.000709	0.000015	
12000	-71.467506	528	1	4	'0 Z 0 0 Z Z Z 0 	D	1.213365	0.000000	1.213365	1.213365	0.000000	0.000000	0.000000	1.213365	0.508867	0.491133	0.000000	0.000000	
13000	-70.877331	142	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	0.918776	0.918776	0.918776	0.918776	0.918776	0.918776	0.000000	0.999126	0.000012	0.000862	
14000	-72.648632	555	1	2	'Z 0 0 0 0 0 Z 0 	D	0.000000	0.842100	0.842100	0.842100	0.842100	0.842100	0.000000	0.842100	0.000000	1.000000	0.000000	0.000000	
15000	-70.902991	205	1	1	'0 Z 0 0 0 0 0 0 	D	1.171627	0.000000	1.171627	1.171627	1.171627	1.171627	1.171627	1.171627	0.539239	0.457333	0.001061	0.002367	
16000	-72.935544	561	1	2	'0 Z 0 0 0 0 Z 0 	D	1.644520	0.000000	1.644520	1.644520	1.644520	1.644520	0.000000	1.644520	0.584065	0.414726	0.001165	0.000043	
17000	-70.471449	175	1	3	'0 Z 0 0 Z Z 0 0 	D	1.450951	0.000000	1.450951	1.450951	0.000000	0.000000	1.450951	1.450951	0.410297	0.586934	0.000000	0.002769	
18000	-74.509129	192	1	1	'0 0 0 0 Z 0 0 0 	D	1.406487	1.406487	1.406487	1.406487	0.000000	1.406487	1.406487	1.406487	0.259137	0.740301	0.000000	0.000562	
19000	-70.743998	211	1	2	'0 Z 0 0 0 0 Z 0 	D	0.849653	0.000000	0.849653	0.849653	0.849653	0.849653	0.000000	0.849653	0.538429	0.460900	0.000657	0.000014	
20000	-70.963746	490	1	2	'0 Z 0 0 Z 0 0 0 	D	1.209415	0.000000	1.209415	1.209415	0.000000	1.209415	1.209415	1.209415	0.579170	0.420550	0.000000	0.000280	
21000	-74.227432	123	1	2	'0 0 0 0 0 Z 0 Z 	D	1.076768	1.076768	1.076768	1.076768	1.076768	0.000000	1.076768	0.000000	0.254659	0.744816	0.000114	0.000411	
22000	-70.456690	610	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	1.065748	1.065748	1.065748	1.065748	1.065748	1.065748	0.000000	0.999514	0.000027	0.000459	
23000	-71.474233	156	1	2	'0 Z 0 0 Z 0 0 0 	D	1.042435	0.000000	1.042435	1.042435	0.000000	1.042435	1.042435	1.042435	0.632585	0.366840	0.000000	0.000575	
24000	-74.926292	570	1	1	'0 0 0 0 0 0 0 Z 	D	0.935776	0.935776	0.935776	0.935776	0.935776	0.935776	0.935776	0.000000	0.468118	0.528977	0.001161	0.001744	
